English	Norwegian
Helena	Helena (Montana)
Helicopter	Helikopter
Helios	Helios (mytologi)
Helium	Helium
Hell	Helvete (religion)
Helmut Schmidt	Helmut Schmidt
Helsinki	Helsingfors
Hematite	Hematitt
Hematology	Hematologi
Hematology	Kategori:Hematologi
Hemoglobin	Hemoglobin
Hemorrhoid	Hemoroide
Henri Becquerel	Henri Becquerel
Henri Bergson	Henri Bergson
Henri Matisse	Henri Matisse
Henrik Ibsen	Henrik Ibsen
Henry (unit)	Henry
Henry Cavendish	Henry Cavendish
Henry David Thoreau	Henry David Thoreau
Henry Fonda	Henry Fonda
Henry Ford	Henry Ford
Henry James	Henry James
Henry Kissinger	Henry Kissinger
Henry Miller	Henry Miller
Henry Moore	Henry Moore
Henry Purcell	Henry Purcell
Hepatitis	Hepatitt
Hephaestus	Hefaistos
Hera	Hera
Heracles	Herakles
Heraclitus	Heraklit
Heraldry	Heraldikk
Heraldry	Kategori:Heraldikk
Herat	Herat
Herbert Hoover	Herbert Hoover
Herbert Marcuse	Herbert Marcuse
Herbert Spencer	Herbert Spencer
Hercules	Herakles
Hercules (constellation)	Herkules (stjernebilde)
Heresy	Heresi
Herman Melville	Herman Melville
Hermann Hesse	Hermann Hesse
Hermann von Helmholtz	Hermann von Helmholtz
Hermaphrodite	Hermafrodittisme
Hermeneutics	Hermeneutikk
Hermes	Hermes
Hero	Helt
Herod the Great	Herodes den store
Herodotus	Herodot
Heroin	Heroin
Heron	Hegrefamilien
Herring Gull	Gråmåke
Hertfordshire	Hertfordshire
Hertz	Hertz
Hesiod	Hesiod
Hesperides	Hesperidene
Hesse	Hessen
Hesse	Kategori:Hessen
Hestia	Hestia
Heterosexuality	Heterofili
Heterotroph	Heterotrofi
Hexadecimal	Sekstentallsystemet
Hexagon	Heksagon
Hezbollah	Hizbollah
Hibernation	Dvale
Hideki Yukawa	Hideki Yukawa
Hieronymus Bosch	Hieronymus Bosch
Himalayas	Himalaya
Hindu Kush	Hindu Kush
Hinduism	Hinduisme
Hinduism	Kategori:Hinduisme
Hipparchus	Hipparkos (astronom)
Hippie	Hippie
Hippocrates	Hippokrates
Hippocratic Oath	Den hippokratiske ed
Hippopotamus	Vanlig flodhest
Hirohito	Hirohito av Japan
Hiroshima	Hiroshima
Hispaniola	Hispaniola
Histidine	Histidin
Histology	Histologi
Histology	Kategori:Histologi
Historiography	Historiografi
History	Historie
History	Kategori:Historie
History	Portal:Historie
Ho Chi Minh	Ho Chi Minh
Ho Chi Minh City	Ho Chi Minh-byen
Hobart	Hobart
Hobbit	Hobbit
Hobby	Hobby
Hokusai	Katsushika Hokusai
Holiday	Helligdag
Hollywood	Hollywood
Holmium	Holmium
Holocene	Holocen
Holography	Holografi
Holy Grail	Den hellige gral
Holy Roman Empire	Det hellige romerske rike av den tyske nasjon
Holy Roman Empire	Kategori:Tysk-romerske rike
Holy Spirit	Den Hellige Ånd
Homeopathy	Homøopati
Homer	Homer
Homo (genus)	Homo (aper)
Homo erectus	Homo erectus
Homo habilis	Homo habilis
Homophobia	Homofobi
Homosexuality	Homofili
Honduras	Honduras
Honduras	Kategori:Honduras
Honey	Honning
Honey Buzzard	Vepsevåk
Hong Kong	Hongkong
Hong Kong	Kategori:Hongkong
Honiara	Honiara
Honolulu	Honolulu
Hookah	Vannpipe
Hooke's law	Hookes lov
Hoopoe	Hærfugl
Horace	Quintus Horatius Flaccus
Horatio Nelson	Horatio Nelson
Horizon	Horisont
Hormone	Hormon
Horn (anatomy)	Horn (anatomi)
Horn (instrument)	Valthorn
Horn of Africa	Afrikas Horn
Horoscope	Horoskop
Horse	Hest
Horsepower	Hestekraft
Horus	Horus
Hosni Mubarak	Hosni Mubarak
Hospital	Sykehus
Hotel	Hotell
Hour	Time (tidsenhet)
Hourglass	Timeglass (tidsmåler)
House	Hus
House (TV series)	House M.D.
House Mouse	Husmus
House Sparrow	Gråspurv
Houston	Houston
Hovercraft	Luftputefartøy
Howard Carter (archaeologist)	Howard Carter
Hubble's law	Hubbles lov
Hudson Bay	Hudsonbukten
Hudson River	Hudson River
Hugh Capet	Hugo Capet
Hugo Grotius	Hugo Grotius
Huguenot	Hugenotter
Human	Menneske
Humanism	Humanisme
Humanities	Kategori:Humaniora
Humerus	Humerus
Humidity	Luftfuktighet
Hummingbird	Kolibrier
Humor	Kategori:Humor
Humour	Humor
Humpback Whale	Knølhval
Humphrey Bogart	Humphrey Bogart
Humus	Humus
Hunan	Húnán
Hundred Years' War	Hundreårskrigen
Hungary	Ungarn
Hungary	Kategori:Ungarn
Hunting	Jakt
Hutu	Hutu
Hybrid	Hybrid
Hyderabad	Hyderabad
Hydra (constellation)	Vannslangen
Hydrocarbon	Hydrokarbon
Hydrochloric acid	Saltsyre
Hydroelectricity	Vannkraftverk
Hydrogen	Hydrogen
Hydrogen bond	Hydrogenbinding
Hydrogen cyanide	Hydrogencyanid
Hydrogen peroxide	Hydrogenperoksid
Hydrology	Hydrologi
Hydrology	Kategori:Hydrologi
Hydrolysis	Hydrolyse
Hydrosphere	Hydrosfæren
Hyena	Hyenefamilien
Hygiene	Kategori:Hygiene
Hymen	Jomfruhinne
Hymenoptera	Kategori:Årevinger
Hymenoptera	Årevinger
Hymn	Hymne
Hyperbola	Hyperbel
Hyperbole	Hyperbol
Hyperion (moon)	Hyperion (måne)
Hyperion (mythology)	Hyperion (mytologi)
Hypertension	Hypertensjon
Hypertext	Hypertekst
Hypertext Transfer Protocol	HTTP
Hypnos	Hypnos
Hypnosis	Hypnose
Hypothalamus	Hypothalamus
Hypothesis	Hypotese
I	I
IPod	IPod
Ian Fleming	Ian Fleming
Iapetus (moon)	Iapetus (måne)
Iapetus (mythology)	Iapetos
Iberian Peninsula	Den iberiske halvøy
Ibuprofen	Ibuprofen
Ice	Is
Ice age	Istid
Ice cream	Iskrem
Ice hockey	Ishockey
Ice hockey	Kategori:Ishockey
Iceberg	Isfjell
Iceland	Island
Iceland	Kategori:Island
Ichthyology	Iktyologi
Icon	Ikon (kristendom)
Iconoclasm	Ikonoklasme
Idaho	Idaho
Idaho	Kategori:Idaho
Ideal gas	Ideell gass
Idealism	Idealisme
Ideology	Ideologi
Ido	Ido
Igloo	Iglo
Ignatius of Loyola	Ignatius av Loyola
Igneous rock	Magmatisk bergart
Igor Stravinsky	Igor Stravinskij
Iguazu Falls	Iguazú-fossene
Iliad	Iliaden
Illinois	Illinois
Illinois	Kategori:Illinois
Illyria	Illyria
Image scanner	Skanner
Imam	Imam
Immanuel Kant	Immanuel Kant
Immune system	Immunforsvar
Immunology	Immunologi
Immunology	Kategori:Immunologi
Imperialism	Imperialisme
Impressionism	Impresjonisme
Incest	Incest
Inch	Tomme (mål)
Incheon	Inchon
Inclined plane	Skråplan
Independence	Uavhengighet
India	India
India	Kategori:India
Indian Ocean	Indiahavet
Indian Ocean	Kategori:Indiahavet
Indiana	Indiana
Indiana	Kategori:Indiana
Indianapolis	Indianapolis
Indira Gandhi	Indira Gandhi
Indium	Indium
Indochina	Indokina
Indonesia	Indonesia
Indonesia	Kategori:Indonesia
Inductance	Induktans
Inductive reasoning	Induksjon (filosofi)
Inductor	Spole (induktans)
Indulgence	Avlat
Indus River	Indus
Industrial Revolution	Den industrielle revolusjon
Industry	Industri
Industry	Kategori:Industri
Inertia	Treghet
Infantry	Infanteri
Infinitive	Infinitiv
Infinity	Uendelig
Inflammation	Betennelse
Inflation	Inflasjon
Influenza	Influensa
Information	Informasjon
Information technology	Informasjons- og kommunikasjonsteknologi
Information theory	Informasjonsteori
Infrared	Infrarød stråling
Infrastructure	Infrastruktur
Ingmar Bergman	Ingmar Bergman
Ingrid Bergman	Ingrid Bergman
Inner Mongolia	Indre Mongolia
Innovation	Innovasjon
Innsbruck	Innsbruck
Inorganic chemistry	Uorganisk kjemi
Inorganic chemistry	Kategori:Uorganisk kjemi
Inquisition	Inkvisisjonen
Insect	Insekter
Insecticide	Insektmiddel
Insectivora	Insektetere
Institution	Institusjon
Insulin	Insulin
Insurance	Forsikring
Integer	Heltall
Integral	Integral (matematikk)
Integrated circuit	Integrert krets
Intellectual property	Immaterialrett
Intelligence	Intelligens
Intelligence quotient	IQ
Intercontinental ballistic missile	Interkontinentale ballistiske missiler
Interest	Rente
Interference	Interferens
Interjection	Interjeksjon
Interlingua	Interlingua
International Atomic Energy Agency	Det internasjonale atomenergibyrået
International Civil Aviation Organization	Den internasjonale organisasjonen for sivil luftfart
International Court of Justice	Den internasjonale domstolen
International Date Line	Datolinjen
International Labour Organization	Den internasjonale arbeidsorganisasjonen
International Monetary Fund	Det internasjonale pengefondet
International System of Units	SI-systemet
International law	Kategori:Internasjonal rett
International organization	Internasjonal organisasjon
Internet	Internett
Internet	Kategori:Internett
Internet Explorer	Internet Explorer
Internment	Konsentrasjonsleir
Interval (music)	Intervall (musikk)
Intranet	Intranett
Invertebrate	Virvelløse dyr
Io (moon)	Io (måne)
Io (mythology)	Io (mytologi)
Iodine	Jod
Ion	Ioner
Ionia	Jonia
Ionian Sea	Det joniske hav
Ionic bond	Ionebinding
Iota	Iota
Iowa	Iowa
Iowa	Kategori:Iowa
Iran	Iran
Iran	Kategori:Iran
Iran-Iraq War	Iran–Irak-krigen
Iraq	Irak
Iraq	Kategori:Irak
Ireland	Irland (øy)
Ireland	Kategori:Irland
Irenaeus	Ireneus av Lyon
Iridium	Iridium
Iris (anatomy)	Regnbuehinne
Irish Republican Army	IRA
Irish Sea	Irskesjøen
Irish people	Kategori:Irer
Iron	Jern
Iron Age	Jernalderen
Iron Curtain	Jernteppet
Iron Maiden	Iron Maiden
Irony	Ironi
Irrational number	Irrasjonalt tall
Irredentism	Irredentisme
Irtysh River	Irtysj
Isaac	Isak
Isaac Asimov	Isaac Asimov
Isaac Bashevis Singer	Isaac Bashevis Singer
Isaac Newton	Isaac Newton
Isadora Duncan	Isadora Duncan
Ishmael	Ismail
Isis	Isis
Islam	Islam
Islam	Kategori:Islam
Islamabad	Islamabad
Islamic calendar	Islamsk kalender
Island	Øy
Isle of Man	Man
Isle of Man	Kategori:Man
Isle of Wight	Wight
Isomer	Isomeri
Isoroku Yamamoto	Isoroku Yamamoto
Isotope	Isotop
Israel	Israel
Israel	Kategori:Israel
Istanbul	Istanbul
Istanbul	Kategori:Istanbul
Isthmus	Eid (landform)
Isthmus of Panama	Panamaeidet
Italian Peninsula	Apenniniske halvøy
Italo Calvino	Italo Calvino
Italy	Italia
Italy	Kategori:Italia
Ithaca	Ithaka
Ivan Lendl	Ivan Lendl
Ivan Pavlov	Ivan Pavlov
Ivan Turgenev	Ivan Turgenev
Ivory	Elfenben
Ivy League	Ivy League
Iwo Jima	Iwo Jima
J	J
J. D. Salinger	J.D. Salinger
J. M. Barrie	James Matthew Barrie
Jack Kerouac	Jack Kerouac
Jack Lemmon	Jack Lemmon
Jack London	Jack London
Jack the Ripper	Jack the Ripper
Jackdaw	Kaie
Jackson	Jackson (Mississippi)
Jackson Pollock	Jackson Pollock
Jacksonville	Jacksonville
Jacob	Jakob (stamfar)
Jacques Cartier	Jacques Cartier
Jacques Derrida	Jacques Derrida
Jacques Offenbach	Jacques Offenbach
Jade	Jade
Jaguar	Jaguar
Jainism	Jainisme
Jakarta	Jakarta
Jalalabad	Jalalabad
Jamaica	Jamaica
Jamaica	Kategori:Jamaica
James	Apostelen Jakob
James A. Garfield	James Garfield
James Bond	James Bond
James Buchanan	James Buchanan
James Clerk Maxwell	James Clerk Maxwell
James Cook	James Cook
James Franck	James Franck
James Joyce	James Joyce
James K. Polk	James Knox Polk
James Madison	James Madison
James Monroe	James Monroe
James Naismith	James Naismith
James Prescott Joule	James Prescott Joule
James Watt	James Watt
Jammu and Kashmir	Jammu og Kashmir
Jan Hus	Jan Hus
Jan van Eyck	Jan van Eyck
Jane Austen	Jane Austen
Jane Fonda	Jane Fonda
Jane Seymour	Jane Seymour
Janis Joplin	Janis Joplin
Janissary	Janitsjar
January	Januar
January 1	1. januar
January 19	19. januar
January 20	20. januar
January 6	6. januar
Janus (moon)	Janus (måne)
Janus (mythology)	Janus (mytologi)
Japan	Japan
Japan	Kategori:Japan
Jason	Jason (gresk mytologi)
Jaundice	Gulsott
Java	Java (øy)
Java (disambiguation)	Java
Java (programming language)	Java (programmeringsspråk)
Jawaharlal Nehru	Jawaharlal Nehru
Jazz	Jazz
Jazz	Kategori:Jazz
Jean Auguste Dominique Ingres	Jean Auguste Dominique Ingres
Jean Cocteau	Jean Cocteau
Jean Piaget	Jean Piaget
Jean Racine	Jean Racine
Jean Sibelius	Jean Sibelius
Jean de La Fontaine	Jean de La Fontaine
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Jean-Paul Sartre	Jean-Paul Sartre
Jean-Philippe Rameau	Jean-Philippe Rameau
Jeddah	Jeddah
Jefferson City	Jefferson City
Jefferson Davis	Jefferson Davis
Jehovah	JHVH
Jehovah's Witnesses	Jehovas vitner
Jellyfish	Manet
Jena	Jena
Jeremy Bentham	Jeremy Bentham
Jerez de la Frontera	Jerez de la Frontera
Jericho	Jeriko
Jerome	Hieronymus
Jersey	Jersey
Jerusalem	Jerusalem
Jerusalem	Kategori:Jerusalem
Jesus	Jesus Kristus
Jet engine	Jetmotor
Jew	Jøder
Jew's harp	Munnharpe
Jihad	Jihad
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Joan of Arc	Jeanne d’Arc
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johannes Gutenberg	Johann Gutenberg
Johannes Kepler	Johannes Kepler
Johannes Vilhelm Jensen	Johannes Vilhelm Jensen
Johannesburg	Johannesburg
John Adams	John Adams
John Bardeen	John Bardeen
John Cage	John Cage
John Calvin	Jean Calvin
John Chrysostom	Johannes Chrysostomos
John Dalton	John Dalton
John Dewey	John Dewey
John Galsworthy	John Galsworthy
John Herschel	John Herschel
John Keats	John Keats
John Lennon	John Lennon
John Locke	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Napier	John Napier
John Quincy Adams	John Quincy Adams
John Ruskin	John Ruskin
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Tyler	John Tyler
John Wayne	John Wayne
John Wycliffe	John Wycliffe
John the Baptist	Johannes Døperen
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Jonathan Swift	Jonathan Swift
Jordan	Jordan
Jordan	Kategori:Jordan
Jordan River	Jordan (elv)
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Joseph Haydn	Joseph Haydn
Joseph McCarthy	Joseph McCarthy
Joseph Pulitzer	Joseph Pulitzer
Joseph Schumpeter	Joseph Schumpeter
Joseph Smith	Joseph Smith
Joseph Stalin	Josef Stalin
Josephus	Josefus
Joule	Joule
Journalism	Kategori:Journalistikk
Journalism	Journalistikk
Journalist	Journalist
Jovian	Jovian
Joystick	Joystick
Judaism	Jødedom
Judaism	Kategori:Jødedom
Judas Iscariot	Judas Iskariot
Judea	Judea
Judo	Judo
Judy Garland	Judy Garland
Jujutsu	Jujutsu
Jules Verne	Jules Verne
Julian calendar	Juliansk kalender
Julian the Apostate	Julian den frafalne
Julius Caesar	Julius Cæsar
July	Juli
July 1	1. juli
July 4	4. juli
June	Juni
June 14	14. juni
June 21	21. juni
June 23	23. juni
June 24	24. juni
June 29	29. juni
June 3	3. juni
Juneau	Juneau
Juniper	Einer
Juno (mythology)	Juno
Jupiter	Jupiter (planet)
Jupiter	Kategori:Jupiter
Jupiter (disambiguation)	Jupiter
Jupiter (mythology)	Jupiter (gud)
Jurassic	Jura (geologi)
Justinian I	Justinian I den store
Jutland	Jylland
K	K
K2	K2
KGB	KGB
Kaaba	Kaba
Kabbalah	Kabbala
Kabul	Kabul
Kalahari Desert	Kalahari
Kamchatka Peninsula	Kamtsjatkahalvøya
Kamikaze	Kamikaze
Kampala	Kampala
Kandahar	Kandahar
Kangaroo	Kenguruer
Kansas	Kansas
Kansas	Kategori:Kansas
Kansas City	Kansas City (Missouri)
Kappa	Kappa (bokstav)
Kara Sea	Karahavet
Karachi	Karachi
Karakoram	Karakoram
Karaoke	Karaoke
Karate	Karate
Karen Blixen	Karen Blixen
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Marx
Karl Popper	Karl Popper
Karma	Karma
Karnataka	Karnataka
Katharine Hepburn	Katharine Hepburn
Kathmandu	Katmandu
Katowice	Katowice
Kaunas	Kaunas
Kayak	Kajakk
Kazakhstan	Kasakhstan
Kazakhstan	Kategori:Kasakhstan
Kazan	Kazan
Kazimir Malevich	Kasimir Malevitsj
Kelvin	Kelvin
Kent	Kent
Kentucky	Kentucky
Kentucky	Kategori:Kentucky
Kenya	Kenya
Kenya	Kategori:Kenya
Kernel (computer science)	Kjerne (operativsystem)
Kerosene	Parafin
Ketchup	Ketchup
Ketone	Keton
Keyboard (computing)	Tastatur
Keyboard instrument	Klaviatur
Khabarovsk	Khabarovsk
Khan	Khan
Kharkiv	Kharkov
Khartoum	Khartoum
Khmer Rouge	Røde Khmer
Khufu	Keops
Kibbutz	Kibbutz
Kidney	Nyre
Kiev	Kiev
Kigali	Kigali
Kilobyte	Kilobyte
Kilogram	Kilogram
Kilometre	Kilometer
Kilometres per hour	Km/t
Kimono	Kimono
Kindergarten	Barnehage
Kinetic energy	Kinetisk energi
King (chess)	Konge (sjakk)
King Arthur	Arthur av britene
King Lear	Kong Lear
Kingston	Kingston (Jamaica)
Kingstown	Kingstown
Kinshasa	Kinshasa
Kiribati	Kiribati
Kiribati	Kategori:Kiribati
Kirkuk	Kirkuk
Kiss	Kyss
Kite	Drake
Kiwi	Kivier
Knee	Kne
Knesset	Knesset
Knife	Kniv
Knight	Ridder
Knight (chess)	Springer (sjakk)
Knossos	Knossos
Knot (speed)	Knop (mål)
Knowledge	Kunnskap
Knut Hamsun	Knut Hamsun
Koala	Koala
Kobe	Kobe
Kola Peninsula	Kolahalvøya
Kolkata	Calcutta
Komodo dragon	Komodovaran
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Korea	Korea
Korea	Kategori:Korea
Korean War	Koreakrigen
Kosovo	Kosovo
Kosovo	Kategori:Kosovo
Krakatoa	Krakatau
Kremlin	Kreml
Krishna	Krishna
Krypton	Krypton
Ku Klux Klan	Ku Klux Klan
Kuala Lumpur	Kuala Lumpur
Kublai Khan	Kublai-khan
Kuiper belt	Kuiper-legemer
Kumquat	Kumquat
Kung fu (term)	Kung fu
Kunlun Mountains	Kunlunfjellene
Kuomintang	Kuomintang
Kurdistan	Kurdistan
Kurdistan	Kategori:Kurdistan
Kurdistan Workers Party	Kurdistans Arbeiderparti
Kursk	Kursk
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Kuwait	Kuwait
Kuwait	Kategori:Kuwait
Kuwait City	Kuwait (by)
KwaZulu-Natal	KwaZulu-Natal
Kyoto	Kyoto
Kyrgyzstan	Kirgisistan
Kyrgyzstan	Kategori:Kirgisistan
L	L
LAMP (software bundle)	LAMP
La Paz	La Paz
La Plata	La Plata
La Spezia	La Spezia
LaTeX	LaTeX
Labour Party (UK)	Labour Party
Labrador Retriever	Labrador retriever
Lactic acid	Melkesyre
Lactose	Laktose
Lady Jane Grey	Lady Jane Grey
Lagomorpha	Haredyr
Lagos	Lagos
Lahore	Lahore
Laissez-faire	Laissez-faire
Lake	Innsjø
Lake Baikal	Bajkalsjøen
Lake Balaton	Balatonsjøen
Lake Chad	Tsjadsjøen
Lake Constance	Bodensjøen
Lake Erie	Eriesjøen
Lake Geneva	Genfersjøen
Lake Huron	Huronsjøen
Lake Ilmen	Ilmen
Lake Ladoga	Ladoga
Lake Malawi	Malawisjøen
Lake Michigan	Michigansjøen
Lake Onega	Onega (innsjø)
Lake Ontario	Ontariosjøen
Lake Superior	Øvresjøen
Lake Tanganyika	Tanganyikasjøen
Lake Victoria	Victoriasjøen
Lakshmi	Lakshmi
Lambda	Lambda
Lamiaceae	Leppeblomstfamilien
Lammergeier	Lammegribb
Lamprey	Niøyer
Lancashire	Lancashire
Lancelet	Lansettfisker
Landfill	Søppelfylling
Language	Språk
Languedoc-Roussillon	Languedoc-Roussillon
Lansing	Lansing
Lanthanide	Lantanoider
Lanthanum	Lantan
Laos	Laos
Laos	Kategori:Laos
Laptev Sea	Laptevhavet
Laptop	Bærbar datamaskin
Larch	Lerker (planter)
Larva	Larve
Larynx	Strupehode
Las Vegas	Las Vegas
Lascaux	Lascaux
Laser	Laser
Lathe	Dreiebenk
Latin	Latin
Latin America	Latin-Amerika
Latin alphabet	Det latinske alfabetet
Latvia	Latvia
Latvia	Kategori:Latvia
Laughter	Latter
Lausanne	Lausanne
Lava	Lava
Law	Rettsvitenskap
Law	Kategori:Rettsvitenskap
Law enforcement	Kategori:Politi
Lawrencium	Lawrencium
Lawyer	Advokat
Lazio	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Lead	Bly
Leaf	Blad
League of Nations	Folkeforbundet
Leaning Tower of Pisa	Det skjeve tårn i Pisa
Leap year	Skuddår
Learning	Læring
Lebanon	Libanon
Lebanon	Kategori:Libanon
Leda (mythology)	Leda
Lee Harvey Oswald	Lee Harvey Oswald
Leeds	Leeds
Left-handed	Venstrehendthet
Legend	Legende
Legislature	Politisk forsamling
Lego	LEGO
Leicester	Leicester
Leiden	Leiden
Leipzig	Leipzig
Lemon	Sitron
Lemon balm	Sitronmelisse
Lena River	Lena (elv i Russland)
Length	Lengde
Lens (optics)	Optisk linse
Lent	Fastetid
Lentil	Linse (plante)
Leo (constellation)	Løven
Leo I (emperor)	Leo I (keiser)
Leon Trotsky	Lev Trotskij
Leonard Bernstein	Leonard Bernstein
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Brezhnev	Leonid Brezjnev
Leopard	Leopard
Lepidoptera	Sommerfugler
Leprosy	Spedalskhet
Lepton	Lepton
Lepus (constellation)	Haren (stjernebilde)
Lesbian	Lesbe
Lesotho	Lesotho
Lesotho	Kategori:Lesotho
Leto	Leto
Letter (alphabet)	Bokstav
Leukemia	Leukemi
Levant	Levanten
Lever	Vektstang
Leviathan	Leviatan
Leviticus	Tredje Mosebok
Lewis Carroll	Lewis Carroll
Lhasa	Lhasa
Lhotse	Lhotse
Liberalism	Liberalisme
Liberalism	Kategori:Liberalisme
Liberation Tigers of Tamil Eelam	Tamiltigrene
Liberia	Liberia
Liberia	Kategori:Liberia
Libra (constellation)	Vekten
Library	Bibliotek
Library science	Dokumentasjonsvitenskap
Libretto	Libretto
Libreville	Libreville
Libya	Libya
Libya	Kategori:Libya
Lichen	Lav
Lie	Løgn
Liechtenstein	Liechtenstein
Liechtenstein	Kategori:Liechtenstein
Lieutenant	Løytnant
Life	Liv
Life	Kategori:Livet
Light	Lys
Light-emitting diode	Lysdiode
Light-year	Lysår
Lighter	Lighter
Lighthouse	Fyr
Lightning	Lyn
Liguria	Liguria
Ligurian Sea	Liguriske hav
Liliaceae	Liljefamilien
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limerick	Limerick
Limestone	Kalkstein
Limit (mathematics)	Grenseverdi
Limnology	Limnologi
Limousin (region)	Limousin
Lincoln	Lincoln (Nebraska)
Lincoln	Lincoln
Lincolnshire	Lincolnshire
Line (mathematics)	Linje
Linear algebra	Lineær algebra
Linear algebra	Kategori:Lineær algebra
Lingua franca	Lingua franca
Linguistics	Lingvistikk
Linguistics	Kategori:Lingvistikk
Linus Pauling	Linus Pauling
Linux	GNU/Linux
Linux	Kategori:Linux
Linz	Linz
Lion	Løve
Lipid	Lipid
Liqueur	Likør
Liquid	Væske
Liquid crystal display	LCD
Liquorice	Lakrisplante
Lisbon	Lisboa
Lise Meitner	Lise Meitner
Lisp (programming language)	Lisp
Literacy	Lesekyndighet
Literature	Litteratur
Literature	Kategori:Litteratur
Literature	Portal:Litteratur
Lithium	Litium
Lithography	Litografi
Lithosphere	Litosfære
Lithuania	Litauen
Lithuania	Kategori:Litauen
Litre	Liter
Little Owl	Kirkeugle
Liverpool	Liverpool
Livonia	Livland
Livy	Titus Livius
Lizard	Øgle
Ljubljana	Ljubljana
Llama	Lama
Loanword	Lånord
Local area network	Lokalt datanett
Loch Ness	Loch Ness
Loch Ness Monster	Nessie
Locomotive	Lokomotiv
Logarithm	Logaritme
Logic	Logikk
Logic	Kategori:Logikk
Logistics	Logistikk
Logo	Logo
Loire	Loire (departement)
Loire River	Loire
Loki	Loke
Lolita	Lolita
Lombardy	Lombardia
London	London
London	Kategori:London
Long Beach	Long Beach
Long Island	Long Island
Long jump	Lengdehopp
Long-eared Owl	Hornugle
Lope de Vega	Lope de Vega
Lord's Prayer	Fader vår
Lorraine (region)	Lorraine
Los Angeles	Los Angeles
Lot (department)	Lot (departement)
Loudspeaker	Høyttaler
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Louis the Pious	Ludvig I av Det tysk-romerske rike
Louisiana	Louisiana
Louisiana	Kategori:Louisiana
Louisville	Louisville
Louvre	Louvre
Love	Kjærlighet
Low German	Nedertysk
Lower Saxony	Niedersachsen
Luanda	Luanda
Lublin	Lublin
Lucerne	Luzern
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Lucretius	Lucretius
Lucrezia Borgia	Lucrezia Borgia
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Deutsche Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen (unit)	Lumen
Luminescence	Luminescens
Lunar eclipse	Måneformørkelse
Lund	Lund (by)
Lung	Lunge
Lung cancer	Lungekreft
Lungfish	Lungefisker
Lusaka	Lusaka
Lusitania	Lusitania
Lute	Lutt
Lutetium	Lutetium
Lutheranism	Den evangelisk-lutherske kirke
Lux	Lux
Luxembourg	Luxembourg
Luxembourg	Kategori:Luxembourg
Luxembourg (city)	Luxembourg (by)
Luxor	Luxor
Luzon	Luzon
Lychee	Litchi
Lydia	Lydia
Lymphatic system	Lymfesystem
Lynx (web browser)	Lynx (nettleser)
Lyon	Lyon
Lysergic acid diethylamide	Lysergsyredietylamid
Lysosome	Lysosom
M	M (bokstav)
M-theory	M-teori
MESSENGER	Messenger (romsonde)
MIME	MIME
MS-DOS	MS-DOS
Macau	Macao
Macbeth	Macbeth (skuespill)
Macedonia (Greece)	Makedonia (Hellas)
Mach number	Mach
Machine	Maskin
Machine code	Maskinkode
Machine gun	Maskingevær
Machine translation	Maskinoversettelse
Machu Picchu	Machu Picchu
Macintosh	Apple Macintosh
Macroeconomics	Makroøkonomi
Macroeconomics	Kategori:Makroøkonomi
Madagascar	Madagaskar
Madagascar	Kategori:Madagaskar
Madeira	Madeira
Madison	Madison (Wisconsin)
Madonna (entertainer)	Madonna (artist)
Madrid	Madrid
Madrid (autonomous community)	Madrid (autonom region)
Mafia	Mafia
Magazine	Tidsskrift
Magenta	Magenta
Maghreb	Maghreb
Magic (paranormal)	Magi
Magic square	Magisk kvadrat
Maginot Line	Maginotlinjen
Magma	Magma
Magna Carta	Magna Carta
Magnesium	Magnesium
Magnet	Magnet
Magnetic field	Magnetfelt
Magnetic resonance imaging	Magnetresonanstomografi
Magnetism	Magnetisme
Magnetism	Kategori:Magnetisme
Magnetite	Magnetitt
Magnifying glass	Lupe
