English	Finnish
Northern Mariana Islands	Pohjois-Mariaanit
Northern Territory	Pohjoisterritorio
Northern pike	Hauki
Northwest Territories	Luoteisterritoriot
Norway	Norja
Norway	Luokka:Norja
Norwegian Sea	Norjanmeri
Norwegian krone	Norjan kruunu
Nose	Nenä
Nostradamus	Nostradamus
Note	Nuotti
Nouakchott	Nouakchott
Noun	Substantiivi
Nova Scotia	Nova Scotia
Novaya Zemlya	Novaja Zemlja
Novel	Romaani
November	Marraskuu
November 1	1. marraskuuta
November 11	11. marraskuuta
November 2	2. marraskuuta
November 5	5. marraskuuta
Novial	Novial
Novosibirsk	Novosibirsk
Nu (letter)	Nyy
Nuclear fission	Fissio
Nuclear fusion	Fuusioreaktio
Nuclear physics	Ydinfysiikka
Nuclear physics	Luokka:Ydinfysiikka
Nuclear power	Ydinvoima
Nuclear weapon	Ydinase
Nucleic acid	Nukleiinihappo
Nucleon	Nukleoni
Nucleotide	Nukleotidi
Number	Luku
Numbers	Luokka:Numerot
Numidia	Numidia
Numismatics	Numismatiikka
Numismatics	Luokka:Numismatiikka
Nunavut	Nunavut
Nuremberg	Nürnberg
Nut (fruit)	Pähkinä
Nutmeg	Muskotti
Nutrition	Luokka:Ravinto-oppi
Nymph	Nymfit
Nyx (mythology)	Nyks
O	O
OPEC	OPEC
Oahu	Oahu
Oak	Tammet
Oakland	Oakland
Oasis	Keidas
Oat	Kaura
Oaxaca	Oaxaca
Ob River	Ob
Obelisk	Obeliski
Obesity	Ylipaino
Object-oriented programming	Olio-ohjelmointi
Oboe	Oboe
Observatory	Observatorio
Obsidian	Obsidiaani
Occam's razor	Occamin partaveitsi
Ocean	Meri
Ocean current	Merivirta
Oceania	Oseania
Oceania	Luokka:Oseania
Oceanid	Okeanidit
Oceanography	Meritiede
Oceanography	Luokka:Meritiede
Oceanus	Okeanos
Octal	Oktaalijärjestelmä
Octans	Oktantti
Octave	Oktaavi
October	Lokakuu
October 12	12. lokakuuta
October 24	24. lokakuuta
October Revolution	Lokakuun vallankumous
Ode	Oodi
Oder River	Oder
Odessa	Odessa
Odin	Odin
Odonata	Sudenkorennot
Odysseus	Odysseus
Odyssey	Odysseia
Oedipus	Oidipus
Ohio	Ohio
Ohio	Luokka:Ohio
Ohm	Ohmi
Ohm's law	Ohmin laki
Oil	Öljy
Oil (disambiguation)	Öljy
Oil painting	Öljyvärimaalaus
Okapi	Okapi
Oklahoma	Oklahoma
Oklahoma	Luokka:Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Old Church Slavonic	Muinaiskirkkoslaavi
Old Norse	Muinaisnorja
Old Testament	Vanha testamentti
Oligarchy	Oligarkia
Oligocene	Oligoseeni
Oligopoly	Oligopoli
Olive	Oliivipuu
Olive oil	Oliiviöljy
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivine	Oliviini
Olympia	Olympia (Washington)
Olympia	Olympia (Kreikka)
Olympic Games	Olympialaiset
Olympics	Luokka:Olympiaurheilu
Omaha	Omaha
Oman	Oman
Oman	Luokka:Oman
Omega	Oomega
Omicron	Omikron
Omsk	Omsk
Onion	Keltasipuli
Ontario	Ontario
Ontario	Luokka:Ontario
Ontology	Ontologia
Oort cloud	Oortin pilvi
Opal	Opaali
Opel	Opel
Opera	Ooppera
Opera (Internet suite)	Opera
Operating system	Käyttöjärjestelmä
Operetta	Operetti
Ophiuchus	Käärmeenkantaja
Opium	Oopiumi
Optical fiber	Valokuitu
Optical illusion	Optinen harha
Optics	Optiikka
Optics	Luokka:Optiikka
Optimization (mathematics)	Matemaattinen optimointi
Oral sex	Suuseksi
Orange (colour)	Oranssi
Orange (fruit)	Appelsiini
Orangutan	Orangit
Oratorio	Oratorio
Orbit	Kiertorata
Orca	Miekkavalas
Orchestra	Orkesteri
Orchidaceae	Kämmekkäkasvit
Order of Saint Benedict	Benediktiinit
Ordovician	Ordovikikausi
Oregano	Mäkimeirami
Oregon	Oregon
Oregon	Luokka:Oregon
Orestes (mythology)	Orestes
Organ (anatomy)	Elin
Organ (music)	Urut
Organelle	Soluelin
Organic chemistry	Orgaaninen kemia
Organic chemistry	Luokka:Orgaaninen kemia
Organic compound	Orgaaninen yhdiste
Organism	Eliö
Organization	Organisaatio
Organization of American States	Amerikan valtioiden järjestö
Orgasm	Orgasmi
Origami	Paperintaittelu
Origen	Origenes
Original sin	Perisynti
Orinoco	Orinoco
Orion (constellation)	Orion (tähdistö)
Orissa	Orissa
Orlando	Orlando
Ornithology	Ornitologia
Ornithology	Luokka:Ornitologia
Orpheus	Orfeus
Orson Welles	Orson Welles
Orthography	Oikeinkirjoitus
Osaka	Osaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oscillation	Oskillaattori
Osiris	Osiris
Oslo	Oslo
Osman I	Osman I
Osmium	Osmium
Osprey	Sääksi
Osteichthyes	Luukalat
Osteoporosis	Osteoporoosi
Ostrava	Ostrava
Ostrich	Strutsi
Othello	Othello
Otho	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I	Otto I Suuri
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Osmanien valtakunta
Ottoman Empire	Luokka:Osmanien valtakunta
Ounce	Unssi
Ovary	Munasarja
Ovid	Ovidius
Oviedo	Oviedo
Ovum	Munasolu
Owl	Pöllölinnut
Oxford	Oxford
Oxidation state	Hapetusluku
Oxide	Oksidi
Oxygen	Happi
Oxymoron	Oksymoron
Oxytocin	Oksitosiini
Ozone	Otsoni
Ozone layer	Otsonikerros
P	P
PAL	PAL
PH	Happamuus
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Tyynimeri
Pacific Ocean	Luokka:Tyynimeri
Pacifism	Pasifismi
Padua	Padova
Paganism	Pakanuus
Pakistan	Pakistan
Pakistan	Luokka:Pakistan
Palace of Versailles	Versailles'n palatsi
Palau	Palau
Palau	Luokka:Palau
Paleocene	Paleoseenikausi
Paleolithic	Paleoliittinen kausi
Paleontology	Paleontologia
Paleontology	Luokka:Paleontologia
Paleozoic	Paleotsooinen maailmankausi
Palermo	Palermo
Palestine	Palestiina
Palestine	Luokka:Palestiina
Palestine Liberation Organization	Palestiinan vapautusjärjestö
Palestinian National Authority	Palestiinalaishallinto
Pali	Paalin kieli
Palindrome	Palindromi
Palladium	Palladium
Palm Sunday	Palmusunnuntai
Palmyra	Palmyra
Pamir Mountains	Pamir
Pan (mythology)	Pan
Panama	Panama
Panama	Luokka:Panama
Panama Canal	Panaman kanava
Panama City	Panamá
Pancreas	Haima
Pandemic	Pandemia
Pandora	Pandora
Pangaea	Pangea
Pantheism	Panteismi
Pantheon	Pantheon (Rooma)
Panthera	Panthera
Papal States	Kirkkovaltio
Papua New Guinea	Papua-Uusi-Guinea
Papua New Guinea	Luokka:Papua-Uusi-Guinea
Papyrus	Papyrus
Parabola	Paraabeli
Paracelsus	Paracelsus
Parachute	Laskuvarjo
Paradigm	Paradigma
Paradox	Paradoksi
Paragliding	Varjoliito
Paraguay	Paraguay
Paraguay	Luokka:Paraguay
Parallax	Parallaksi
Parallelogram	Suunnikas
Paramaribo	Paramaribo
Paranoia	Vainoharhaisuus
Paraphilia	Parafilia
Parapsychology	Parapsykologia
Parasitism	Loinen (biologia)
Parchment	Pergamentti
Paris	Pariisi
Paris	Luokka:Pariisi
Paris (mythology)	Paris
Parity (mathematics)	Parillinen luku
Parkinson's disease	Parkinsonin tauti
Parliament	Parlamentti
Parmenides	Parmenides
Parody	Parodia
Parrot	Papukaijalinnut
Parsec	Parsek
Parsley	Persilja
Parthenon	Parthenon
Parthia	Parthia
Particle physics	Hiukkasfysiikka
Particle physics	Luokka:Hiukkasfysiikka
Parvati	Parvati
Pascal	Pascal
Pascal (programming language)	Pascal (ohjelmointikieli)
Pascal (unit)	Pascal (yksikkö)
Passeriformes	Luokka:Varpuslinnut
Passerine	Varpuslinnut
Passover	Pesah
Passport	Passi
Password	Salasana
Pasteurization	Pastörointi
Patagonia	Patagonia
Patent	Patentti
Pathology	Patologia
Patras	Patras
Patriarch	Patriarkka
Patrick White	Patrick White
Patriotism	Isänmaallisuus
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paul the Apostle	Paavali
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Paulin kieltosääntö
Pavo (constellation)	Riikinkukko (tähdistö)
Pays de la Loire	Pays-de-la-Loire
Pea	Herne
Peace	Rauha
Peace of Westphalia	Westfalenin rauha
Peach	Persikka
Peanut	Maapähkinä
Pear	Päärynä
Pearl	Helmi
Pearl Harbor	Pearl Harbor
Peat	Turve
Pedagogy	Pedagogiikka
Pediatrics	Lastentaudit
Pedophilia	Pedofilia
Pedunculate Oak	Tammi
Pegasus	Pegasos
Pegasus (constellation)	Pegasus
Peloponnese	Peloponnesos
Peloponnesian War	Peloponnesolaissota
Pencil	Lyijykynä
Pendulum	Heiluri
Penelope	Penelope
Penguin	Pingviinit
Penicillin	Penisilliini
Peninsula	Niemimaa
Pennsylvania	Pennsylvania
Pennsylvania	Luokka:Pennsylvania
Pentagon	Viisikulmio
Pentagram	Viisikanta
Pentecost	Helluntai
Pentecostalism	Helluntaiherätys
People	Luokka:Henkilöt
People's Republic of China	Kiina
Pepin the Short	Pipin Pieni
Pepsi	Pepsi
Peptide	Peptidi
Percentage	Prosentti
Perception	Havaitseminen
Perciformes	Ahvenkalat
Percussion instrument	Lyömäsoitin
Percy Bysshe Shelley	Percy Bysshe Shelley
Peregrine Falcon	Muuttohaukka
Perestroika	Perestroika
Perfume	Hajuvesi
Pericles	Perikles
Period (periodic table)	Jakso (jaksollinen järjestelmä)
Periodic table	Jaksollinen järjestelmä
Perm	Perm
Permafrost	Ikirouta
Permian	Permikausi
Permutation	Permutaatio
Pernambuco	Pernambuco
Perpetual motion	Ikiliikkuja
Persephone	Persefone
Persepolis	Persepolis
Perseus	Perseus
Perseus (constellation)	Perseus (tähdistö)
Persian Empire	Persia
Persian Gulf	Persianlahti
Personal digital assistant	Kämmentietokone
Perth	Perth (Länsi-Australia)
Peru	Peru
Peru	Luokka:Peru
Pesticide	Torjunta-aine
Peter Abelard	Pierre Abélard
Peter Paul Rubens	Rubens
Peter Sellers	Peter Sellers
Petrarch	Francesco Petrarca
Petroleum	Maaöljy
Petrology	Petrologia
Phanerozoic	Fanerotsooinen eoni
Pharaoh	Faarao
Pharmacology	Farmakologia
Pharmacology	Luokka:Lääkeaineoppi
Pharynx	Nielu
Phase (matter)	Faasi
Phenol	Fenoli
Phenomenology	Fenomenologia
Phenotype	Fenotyyppi
Phenylalanine	Fenyylialaniini
Phenylketonuria	Fenyyliketonuria
Phi (letter)	Fii
Philadelphia	Philadelphia
Philately	Filatelia
Philately	Luokka:Postimerkkeily
Philip II of Macedon	Filippos II
Philip II of Spain	Filip II (Espanja)
Philipp Lenard	Philipp Lenard
Philippines	Filippiinit
Philippines	Luokka:Filippiinit
Philology	Filologia
Philology	Luokka:Filologia
Philosopher's stone	Viisasten kivi
Philosophy	Filosofia
Philosophy	Luokka:Filosofia
Philosophy	Teemasivu:Filosofia
Phnom Penh	Phnom Penh
Phobia	Fobia
Phobos (moon)	Phobos
Phoenicia	Foinikialaiset
Phoenix	Phoenix
Phoenix	Feeniks (täsmennyssivu)
Phoenix (constellation)	Feeniks (tähdistö)
Phoenix (mythology)	Feeniks
Phoenix (spacecraft)	Phoenix (luotain)
Phoneme	Foneemi
Phonetics	Fonetiikka
Phonetics	Luokka:Fonetiikka
Phonology	Fonologia
Phosphate	Fosfaatti
Phosphoric acid	Fosforihappo
Phosphorus	Fosfori
Photography	Valokuvaus
Photography	Luokka:Valokuvaus
Photon	Fotoni
Photosphere	Fotosfääri
Photosynthesis	Yhteyttäminen
Phylum	Pääjakso (biologia)
Physical chemistry	Fysikaalinen kemia
Physical chemistry	Luokka:Fysikaalinen kemia
Physician	Lääkäri
Physics	Fysiikka
Physics	Luokka:Fysiikka
Physics	Teemasivu:Fysiikka
Physiology	Fysiologia
Physiology	Luokka:Fysiologia
Pi	Pii (vakio)
Pi (letter)	Pii (kirjain)
Piano	Piano
Picardie	Picardie
Piciformes	Tikkalinnut
Pictor	Maalari (tähdistö)
Pidgin	Pidgin
Pidgin (software)	Pidgin (pikaviestin)
Piedmont	Piemonte
Pierre	Pierre (Etelä-Dakota)
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigmentti
Pilsen	Plzeň
Pinaceae	Mäntykasvit
Pindar	Pindaros
Pine	Männyt
Pineapple	Ananas
Ping	Ping
Pink	Vaaleanpunainen
Pinniped	Eväjalkaiset
Piracy	Merirosvous
Pisa	Pisa
Pisces (constellation)	Kalat (tähdistö)
Piston	Mäntä
Pittsburgh	Pittsburgh
Pituitary gland	Aivolisäke
Pixel	Pikseli
Pizza	Pizza
Plagiarism	Plagiointi
Plane (mathematics)	Taso
Planet	Planeetta
Planetary nebula	Planetaarinen sumu
Plankton	Plankton
Plant	Kasvi
Plasma (physics)	Plasma
Plasmid	Plasmidi
Plastic	Muovi
Plate tectonics	Laattatektoniikka
Platelet	Verihiutale
Platinum	Platina
Plato	Platon
Platypus	Vesinokkaeläin
Playboy	Playboy
Playing card	Korttipakka
Pleiades (star cluster)	Seulaset
Pleistocene	Pleistoseeni
Pleven	Pleven
Pliny the Elder	Plinius vanhempi
Pliny the Younger	Plinius nuorempi
Pliocene	Plioseeni
Plotinus	Plotinos
Plovdiv	Plovdiv
Plum	Luumu
Plutarch	Plutarkhos
Pluto	Pluto (kääpiöplaneetta)
Pluto (disambiguation)	Pluto
Plutonium	Plutonium
Plymouth	Plymouth
Pneumonia	Keuhkokuume
Po River	Po
Poaceae	Heinäkasvit
Podcast	Podcasting
Poetry	Runous
Poetry	Luokka:Runous
Pogrom	Pogromi
Point (geometry)	Piste (geometria)
Poison	Myrkyllisyys
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poker	Pokeri
Poland	Puola
Poland	Luokka:Puola
Polar bear	Jääkarhu
Polaris	Pohjantähti
Police	Poliisi
Poliomyelitis	Polio
Political party	Puolue
Political science	Politiikan tutkimus
Politician	Poliitikko
Politics	Politiikka
Politics	Luokka:Politiikka
Pollen	Siitepöly
Pollination	Pölytys
Pollution	Saaste
Polo	Poolo
Polonium	Polonium
Polyethylene	Polyeteeni
Polygamy	Polygamia
Polygon	Monikulmio
Polyhedron	Monitahokas
Polyhymnia	Polyhymnia
Polymer	Polymeeri
Polynesia	Polynesia
Polynomial	Polynomi
Polytheism	Polyteismi
Polyvinyl chloride	Polyvinyylikloridi
Pomegranate	Granaattiomena
Pomelo	Pomelo
Pompeii	Pompeji
Pompey	Pompeius
Pontius Pilate	Pontius Pilatus
Pop art	Pop-taide
Pop music	Popmusiikki
Pope	Paavi
Pope Alexander VI	Aleksanteri VI
Poplar	Populus
Population	Väkiluku
Populism	Populismi
Porcelain	Posliini
Pornography	Pornografia
Port	Satama
Port Louis	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland	Portland (Oregon)
Portland	Portland (täsmennyssivu)
Porto	Porto
Portrait	Muotokuva
Portsmouth	Portsmouth
Portugal	Portugali
Portugal	Luokka:Portugali
Poseidon	Poseidon
Positron	Positroni
Postage stamp	Postimerkki
Postal code	Postinumero
Postmodernism	Postmodernismi
Potassium	Kalium
Potassium nitrate	Kaliumnitraatti
Potato	Peruna
Potential energy	Potentiaalienergia
Potsdam	Potsdam
Pound (mass)	Pauna
Pound sterling	Englannin punta
Poverty	Köyhyys
Power (physics)	Teho
Power station	Voimalaitos
Praetor	Preetori
Prague	Praha
Prague	Luokka:Praha
Praia	Praia
Praseodymium	Praseodyymi
Prayer	Rukoilu
Precambrian	Prekambri
Precession	Prekessio
Precipitation (meteorology)	Sadanta
Pregnancy	Raskaus
Prehistory	Esihistoria
Prehistory	Luokka:Esihistoria
President	Presidentti
President of the United States	Yhdysvaltain presidentti
Pressure	Paine
Pretoria	Pretoria
Priam	Priamos
Price	Hinta
Priest	Pappi
Primate	Kädelliset
Prime minister	Pääministeri
Prime number	Alkuluku
Prince Edward Island	Prinssi Edwardin saari
Prince Philip	Prinssi Philip, Edinburghin herttua
Prince of Wales	Walesin prinssi
Princeton University	Princetonin yliopisto
Principle of relativity	Suhteellisuusteoria
Printing	Kirjapainotaito
Prion	Prioni
Prism (optics)	Prisma (optiikka)
Prison	Vankila
Prisoner of war	Sotavanki
Prix Goncourt	Goncourt-palkinto
Probability	Todennäköisyys
Probability theory	Todennäköisyysteoria
Probability theory	Luokka:Todennäköisyyslaskenta
Procyonidae	Puolikarhut
Professor	Professori
Profit	Liikevoitto
Programming language	Ohjelmointikieli
Progressive rock	Progressiivinen rock
Project	Projekti
Prokaryote	Esitumaiset
Prolog	Prolog
Prometheus	Prometheus
Promethium	Prometium
Pronoun	Pronomini
Propaganda	Propaganda
Propane	Propaani
Prophet	Profeetta
Prose	Proosa
Prostate	Eturauhanen
Protactinium	Protaktinium
Protectorate	Protektoraatti
Protein	Proteiini
Proterozoic	Proterotsooinen eoni
Protestant Reformation	Uskonpuhdistus
Protestantism	Protestantismi
Protist	Alkueliöt
Protista	Luokka:Alkueliöt
Protocol	Protokolla
Proton	Protoni
Protozoa	Alkueläimet
Providence	Providence
Prunus	Prunus
Prussia	Preussi
Psalms	Psalmien kirja
Pseudonym	Salanimi
Pseudoscience	Luokka:Näennäistiede
Pseudoscience	Näennäistiede
Psi (letter)	Psii
Psoriasis	Psoriasis
Psychiatry	Psykiatria
Psychiatry	Luokka:Psykiatria
Psychoanalysis	Psykoanalyysi
Psychology	Psykologia
Psychology	Luokka:Psykologia
Psychosis	Psykoosi
Psychotherapy	Psykoterapia
Ptah	Ptah
Pterosaur	Lentoliskot
Ptolemaic dynasty	Ptolemaiosten hallitsijasuku
Ptolemy	Klaudios Ptolemaios
Puberty	Murrosikä
Public domain	Public domain
Public relations	Tiedotus- ja suhdetoiminta
Puerto Rico	Puerto Rico
Puerto Rico	Luokka:Puerto Rico
Pula	Pula
Pulley	Talja
Pulsar	Pulsari
Pump	Pumppu
Punctuation	Välimerkki
Punjab (India)	Punjab (Intia)
Punk	Luokka:Punk
Punk rock	Punk
Pupil	Pupilli
Puppis	Peräkeula
Pyongyang	Pjongjang
Pyramid	Pyramidi
Pyramid (geometry)	Pyramidi (geometria)
Pyrenees	Pyreneet
Pyrite	Rikkikiisu
Pythagoras	Pythagoras
Python (programming language)	Python
Pyxis	Kompassi (tähdistö)
Q	Q
Qatar	Qatar
Qatar	Luokka:Qatar
Qin Dynasty	Qin-dynastia
Qing Dynasty	Qing-dynastia
Quadratic equation	Toisen asteen yhtälön ratkaisukaava
Quadrilateral	Nelikulmio
Quaestor	Kvestori
Quantum field theory	Kvanttikenttäteoria
Quantum mechanics	Kvanttimekaniikka
Quantum mechanics	Luokka:Kvanttimekaniikka
Quarantine	Karanteeni
Quark	Kvarkki
Quartz	Kvartsi
Quasar	Kvasaari
Quaternary	Kvartäärikausi
Quaternion	Kvaternio
Quebec	Québec
Quebec	Luokka:Québec
Quebec City	Québec (kaupunki)
Quechua	Ketšua
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Question mark	Kysymysmerkki
Quetzalcoatl	Sulkakäärme
Quince	Kvitteni
Quito	Quito
R	R
RAF (disambiguation)	RAF
RAID	RAID (tietotekniikka)
RNA	RNA
Ra	Ra
Rabat	Rabat
Rabbi	Rabbi
Rabindranath Tagore	Rabindranath Tagore
Raccoon Dog	Supikoira
Race	Ihmisrotu
Rachel Carson	Rachel Carson
Racism	Rasismi
Racism	Luokka:Rasismi
Radar	Tutka
Radian	Radiaani
Radio	Luokka:Radio
Radio telescope	Radioteleskooppi
Radioactive decay	Radioaktiivisuus
Radiocarbon dating	Radiohiiliajoitus
Radiology	Radiologia
Radium	Radium
Radius	Säde
Radon	Radon
Rain	Sade
Rainbow	Sateenkaari
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Rama	Rama
Ramadan	Ramadan
Ramayana	Ramayana
Ramesses II	Ramses II
Random access memory	Keskusmuisti
Ranunculaceae	Leinikkikasvit
Rape	Raiskaus
Rapeseed	Rapsi
Raphael	Rafael
Raphael (archangel)	Rafael (arkkienkeli)
Raspberry	Vadelma
Rat	Rotat
Rational number	Rationaaliluku
Ratite	Strutsilinnut
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Read-only memory	Lukumuisti
Real number	Reaaliluku
Recession	Taantuma
Recife	Recife
Rectangle	Suorakulmio
Rectifier	Tasasuuntaaja
Recursion	Rekursio
Recycling	Kierrätys
Red	Punainen
Red Army Faction	Punainen armeijakunta
Red Deer	Saksanhirvi
Red Fox	Kettu
Red Panda	Kultapanda
Red Sea	Punainenmeri
Red algae	Punalevät
Red blood cell	Punasolu
Red dwarf	Punainen kääpiö
Red giant	Punainen jättiläinen
Redshift	Punasiirtymä
Redshift (disambiguation)	Punasiirtymä
Reduced instruction set computer	RISC
Referendum	Kansanäänestys
Refraction	Taittuminen
Refractive index	Taitekerroin
Refugee	Pakolainen
Reggae	Reggae
Regiment	Rykmentti
Regina	Regina (kaupunki)
Region	Alue
Reims	Reims
Reincarnation	Jälleensyntyminen
Reindeer	Poro
Relation (mathematics)	Relaatio
Relativism	Relativismi
Relativity	Luokka:Suhteellisuusteoria
Relay	Rele
Religion	Uskonto
Religion	Luokka:Uskonto
Religious Society of Friends	Kveekarit
Rembrandt	Rembrandt
Renaissance	Renessanssi
Renaissance	Luokka:Renessanssi
Reproduction	Lisääntyminen
Reptile	Matelijat
Republic	Tasavalta
Republic of China	Kiinan tasavalta
Republic of Ireland	Irlanti
Republic of Ireland	Luokka:Irlanti
Republic of the Congo	Kongon tasavalta
Republic of the Congo	Luokka:Kongon tasavalta
Republican Party (United States)	Yhdysvaltain republikaaninen puolue
Requiem	Sielunmessu
Resistor	Vastus
Respiratory system	Hengityselimistö
Restaurant	Ravintola
Reticulum	Verkko (tähdistö)
Retina	Verkkokalvo
Retinol	A-vitamiini
Revolution	Vallankumous
Revolver	Revolveri
Rhea (moon)	Rhea (kuu)
Rhea (mythology)	Rhea
Rhenium	Renium
Rhetoric	Retoriikka
Rhetoric	Luokka:Retoriikka
Rhine	Rein
Rhinoceros	Sarvikuonot
Rho (letter)	Rhoo
Rhode Island	Rhode Island
Rhode Island	Luokka:Rhode Island
Rhodes	Rodos
Rhodium	Rodium
Rhombus	Neljäkäs
Rhythm	Rytmi
Rhythm and blues	Rhythm and blues
Rib	Kylkiluu
Riboflavin	Riboflaviini
Ribosome	Ribosomi
Rice	Riisi
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (musician)	Rick Wright
Richmond	Richmond (Virginia)
Riga	Riika
Rigel	Rigel
Right ascension	Rektaskensio
Ring (mathematics)	Rengas
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
Rio de Janeiro (state)	Rio de Janeiro (osavaltio)
River	Joki
River Thames	Thames
Riyadh	Riad
Road	Tie
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert E. Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robotti
Rock	Kivi, paperi ja sakset
Rock (geology)	Kivi
Rock and roll	Rock and roll
Rock music	Rock
Rock music	Luokka:Rock
Rocket	Raketti
Rocky Mountains	Kalliovuoret
Rococo	Rokokoo
Rodent	Jyrsijät
Roe Deer	Metsäkauris
Roentgenium	Röntgenium
Roger Bacon	Roger Bacon
Roman Catholic Church	Katolinen kirkko
Roman Empire	Rooman valtakunta
Roman Republic	Rooman tasavalta
Roman calendar	Roomalainen kalenteri
Roman law	Roomalainen oikeus
Roman legion	Legioona
Roman mythology	Roomalainen mytologia
Roman mythology	Luokka:Roomalainen mytologia
Romania	Romania
Romania	Luokka:Romania
Romansh	Retoromaani
Romanticism	Romantiikka
Rome	Rooma
Rome	Luokka:Rooma
Ronald Reagan	Ronald Reagan
Roof	Katto
Rook (bird)	Mustavaris
Roosevelt	Roosevelt
Root	Juuri (kasvi)
Rosa Parks	Rosa Parks
Rosaceae	Ruusukasvit
Rosales	Rosales
Rosario	Rosario
Rosary	Ruusukko
Rose	Ruusut
Roseau	Roseau
Rosemary	Rosmariini
Rosetta Stone	Rosettan kivi
Rosh Hashanah	Roš hašana
Rostock	Rostock
Rotifer	Rataseläimet
Rotterdam	Rotterdam
Router	Reititin
Rowing (sport)	Soutu
Royal Air Force	Royal Air Force
Royal Society	Royal Society
Rubber	Kumi
Rubicon	Rubikon
Rubidium	Rubidium
Ruble	Rupla
Rubus idaeus	Vadelma
Ruby	Rubiini
Ruby (programming language)	Ruby
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby football	Rugby
Rupert Murdoch	Rupert Murdoch
Russia	Venäjä
Russia	Luokka:Venäjä
Russian Orthodox Church	Moskovan ja koko Venäjän patriarkaatti
Russo-Japanese War	Venäjän–Japanin sota
Ruthenium	Rutenium
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Rwanda	Ruanda
Rwanda	Luokka:Ruanda
Rye	Ruis
S	S
SOAP	SOAP
SOS	SOS
Sacrament	Sakramentti
Sacramento	Sacramento
Saddam Hussein	Saddam Hussein
Safari (web browser)	Safari (selain)
Saffron	Sahrami
Sagitta	Nuoli (tähdistö)
Sagittarius (constellation)	Jousimies
Sahara	Sahara
Sail	Purje
Saint	Pyhimys
Saint Andrew	Andreas (apostoli)
Saint George	Pyhä Yrjänä
Saint Kitts and Nevis	Saint Kitts ja Nevis
Saint Kitts and Nevis	Luokka:Saint Kitts ja Nevis
Saint Lawrence River	Saint Lawrence (joki)
Saint Lucia	Saint Lucia
Saint Lucia	Luokka:Saint Lucia
Saint Martin	Saint-Martin
Saint Nicholas	Nikolaos Ihmeidentekijä
Saint Patrick	Pyhä Patrick
Saint Paul	Saint Paul
Saint Peter	Pietari (apostoli)
Saint Petersburg	Pietari (kaupunki)
Saint Petersburg	Luokka:Pietari
Saint Vincent and the Grenadines	Saint Vincent ja Grenadiinit
Saint Vincent and the Grenadines	Luokka:Saint Vincent ja Grenadiinit
Sake	Sake
Saladin	Saladin
Salah	Salat
Salamander	Salamanterit
Salem	Salem (Oregon)
Salerno	Salerno
Saliva	Sylki
Salman Rushdie	Salman Rushdie
Salmonidae	Lohikalat
Salt	Ruokasuola
Salt (chemistry)	Suola
Salt Lake City	Salt Lake City
Salvador	Salvador (Brasilia)
Salzburg	Salzburg
Salzburg (state)	Salzburg (osavaltio)
Samara	Samara
Samarium	Samarium
Samarkand	Samarkand
Samoa	Samoa
Samoa	Luokka:Samoa
Samsara	Samsara
Samuel Beckett	Samuel Beckett
