English	Czech
Hinduism	Kategorie:Hinduismus
Hipparchus	Hipparchos
Hippie	Hippies
Hippocrates	Hippokratés
Hippocratic Oath	Hippokratova přísaha
Hippopotamus	Hroch obojživelný
Hirohito	Hirohito
Hiroshima	Hirošima
Hispaniola	Hispaniola
Histidine	Histidin
Histology	Histologie
Histology	Kategorie:Histologie
Histone	Histon
Historiography	Historiografie
History	Historie
History	Kategorie:Historie
History	Portál:Historie
Ho Chi Minh	Ho Či Min
Ho Chi Minh City	Ho Či Minovo město
Hobart	Hobart
Hobbit	Hobit
Hobby	Hobby
Hokusai	Hokusai
Holiday	Svátek
Hollywood	Hollywood
Holmium	Holmium
Holocene	Holocén
Holography	Holografie
Holy Grail	Svatý grál
Holy Roman Empire	Svatá říše římská
Holy Roman Empire	Kategorie:Svatá říše římská
Holy Spirit	Duch svatý
Homeopathy	Homeopatie
Homeostasis	Homeostáza
Homer	Homér
Hominidae	Hominidi
Homo (genus)	Člověk
Homo erectus	Homo erectus
Homo habilis	Homo habilis
Homonym	Homonymum
Homophobia	Homofobie
Homosexuality	Homosexualita
Honduras	Honduras
Honduras	Kategorie:Honduras
Honey	Med
Honey Buzzard	Včelojed lesní
Hong Kong	Hongkong
Hong Kong	Kategorie:Hongkong
Honiara	Honiara
Honolulu	Honolulu
Hookah	Vodní dýmka
Hooke's law	Hookeův zákon
Horace	Quintus Horatius Flaccus
Horatio Nelson	Horatio Nelson
Horizon	Horizont
Hormone	Hormon
Horn of Africa	Africký roh
Horoscope	Horoskop
Horse	Kůň
Horse racing	Dostih
Horsepower	Koňská síla
Horus	Hor
Hosni Mubarak	Muhammad Husní Mubarak
Hospital	Nemocnice
Hotel	Hotel
Hour	Hodina
Hourglass	Přesýpací hodiny
House	Dům
House (TV series)	Dr. House
House Mouse	Myš domácí
House Sparrow	Vrabec domácí
Houston	Houston
Hovercraft	Vznášedlo
Howard Carter (archaeologist)	Howard Carter
Hubble's law	Hubbleova konstanta
Hudson Bay	Hudsonův záliv
Hudson River	Hudson (řeka)
Hugh Capet	Hugo Kapet
Hugo Grotius	Hugo Grotius
Huguenot	Hugenoti
Human	Člověk
Humanism	Humanismus
Humanities	Kategorie:Humanitní a společenské vědy
Humerus	Pažní kost
Humidity	Vlhkost vzduchu
Humor	Kategorie:Humor
Humour	Humor
Humpback Whale	Keporkak
Humphrey Bogart	Humphrey Bogart
Humus	Humus
Hunan	Chu-nan
Hundred Years' War	Stoletá válka
Hungary	Maďarsko
Hungary	Kategorie:Maďarsko
Hunger	Hlad
Hunting	Lov
Hybrid	Křížení (biologie)
Hyderabad	Hajdarábád
Hydra (constellation)	Souhvězdí Hydry
Hydrocarbon	Uhlovodíky
Hydrochloric acid	Kyselina chlorovodíková
Hydroelectricity	Vodní elektrárna
Hydrogen	Vodík
Hydrogen bond	Vodíková vazba
Hydrogen cyanide	Kyanovodík
Hydrogen peroxide	Peroxid vodíku
Hydrology	Hydrologie
Hydrology	Kategorie:Hydrologie
Hydrolysis	Hydrolýza
Hydrosphere	Hydrosféra
Hydroxide	Hydroxid
Hydrus	Souhvězdí Malého vodního hada
Hyena	Hyenovití
Hygiene	Kategorie:Hygiena
Hymen	Panenská blána
Hymenoptera	Kategorie:Blanokřídlí
Hymenoptera	Blanokřídlí
Hyperbola	Hyperbola
Hyperbole	Hyperbola (literatura)
Hyperion (moon)	Hyperion (měsíc)
Hyperion (mythology)	Hyperion (mytologie)
Hypertension	Hypertenze
Hypertext	Hypertext
Hypertext Transfer Protocol	Hypertext Transfer Protocol
Hypnos	Hypnos
Hypnosis	Hypnóza
Hypothalamus	Hypothalamus
Hypothesis	Hypotéza
I	I
IPod	IPod
Ian Fleming	Ian Fleming
Iapetus (moon)	Iapetus (měsíc)
Iapetus (mythology)	Iapetos
Iberian Peninsula	Pyrenejský poloostrov
Ice	Led
Ice age	Doba ledová
Ice cream	Zmrzlina
Ice hockey	Lední hokej
Ice hockey	Kategorie:Lední hokej
Iceberg	Kra
Iceland	Island
Iceland	Kategorie:Island
Ichthyology	Ichtyologie
Icon	Ikona
Iconoclasm	Obrazoborectví
Idaho	Idaho
Idaho	Kategorie:Idaho
Ideal gas	Ideální plyn
Idealism	Idealismus
Identity element	Neutrální prvek
Identity matrix	Jednotková matice
Ideology	Ideologie
Ido	Ido
Igloo	Iglú
Ignatius of Loyola	Ignác z Loyoly
Igneous rock	Magmatická hornina
Igor Stravinsky	Igor Fjodorovič Stravinskij
Iguazu Falls	Iguaçu (vodopády)
Iliad	Ilias
Illinois	Illinois
Illinois	Kategorie:Illinois
Illyria	Ilýrie
Image scanner	Scanner
Imam	Imám
Immanuel Kant	Immanuel Kant
Immune system	Imunitní systém
Immunology	Imunologie
Immunology	Kategorie:Imunologie
Imperialism	Imperialismus
Impressionism	Impresionismus
Incest	Incest
Inclined plane	Nakloněná rovina
Independence	Nezávislost
India	Indie
India	Kategorie:Indie
Indian Ocean	Indický oceán
Indian Ocean	Kategorie:Indický oceán
Indiana	Indiana
Indiana	Kategorie:Indiana
Indianapolis	Indianapolis
Indira Gandhi	Indira Gándhíová
Indium	Indium
Indochina	Indočína
Indonesia	Indonésie
Indonesia	Kategorie:Indonésie
Indra	Indra
Inductance	Indukčnost
Inductive reasoning	Indukce (logika)
Inductor	Cívka
Indulgence	Odpustek
Indus (constellation)	Souhvězdí Indiána
Indus River	Indus
Industry	Průmysl
Industry	Kategorie:Průmysl
Inequality	Nerovnost (matematika)
Inertia	Setrvačnost
Infantry	Pěchota
Infinitive	Infinitiv
Infinity	Nekonečno
Inflammation	Zánět
Inflation	Inflace
Influenza	Chřipka
Information	Informace
Information technology	Informatika
Infrared	Infračervené záření
Infrastructure	Infrastruktura
Ingmar Bergman	Ingmar Bergman
Inner Mongolia	Vnitřní Mongolsko
Innsbruck	Innsbruck
Inorganic chemistry	Anorganická chemie
Inorganic chemistry	Kategorie:Anorganická chemie
Inquisition	Inkvizice
Insect	Hmyz
Insecticide	Insekticid
Insectivora	Hmyzožravci
Institution	Instituce
Insulin	Inzulín
Integer	Celé číslo
Integral	Integrál
Integrated circuit	Integrovaný obvod
Intellectual property	Duševní vlastnictví
Intelligence	Inteligence
Intelligence quotient	Inteligenční kvocient
Intercontinental ballistic missile	Mezikontinentální balistická raketa
Interest	Úrok
Interference	Interference
Interjection	Citoslovce
Interlingua	Interlingua
International Atomic Energy Agency	Mezinárodní agentura pro atomovou energii
International Civil Aviation Organization	Mezinárodní organizace pro civilní letectví
International Court of Justice	Mezinárodní soudní dvůr
International Date Line	Datová hranice
International Labour Organization	Mezinárodní organizace práce
International Monetary Fund	Mezinárodní měnový fond
International System of Units	Soustava SI
International law	Kategorie:Mezinárodní právo
Internet	Internet
Internet	Kategorie:Internet
Internet Explorer	Microsoft Internet Explorer
Internment	Koncentrační tábor
Interpreter (computing)	Interpret (software)
Intersection (set theory)	Průnik
Interval (music)	Interval (hudba)
Intestine	Střevo
Intranet	Intranet
Invertebrate	Bezobratlí
Io (moon)	Io (měsíc)
Io (mythology)	Íó
Iodine	Jód
Ion	Ion
Ionian Sea	Jónské moře
Ionic bond	Iontová vazba
Ionosphere	Ionosféra
Iowa	Iowa
Iowa	Kategorie:Iowa
Iran	Írán
Iran	Kategorie:Írán
Iran-Iraq War	Irácko-íránská válka
Iraq	Irák
Iraq	Kategorie:Irák
Ireland	Irsko (ostrov)
Ireland	Kategorie:Irsko
Irenaeus	Irenej z Lyonu
Iridium	Iridium
Iris (anatomy)	Duhovka (oko)
Iris (mythology)	Iris (bohyně)
Irish Republican Army	Irská republikánská armáda
Irish Sea	Irské moře
Irish people	Kategorie:Irové
Iron	Železo
Iron Age	Doba železná
Iron Curtain	Železná opona
Iron Maiden	Iron Maiden
Irony	Ironie
Irrational number	Iracionální číslo
Irredentism	Iredentismus
Irtysh River	Irtyš
Isaac	Izák
Isaac Asimov	Isaac Asimov
Isaac Bashevis Singer	Isaac Bashevis Singer
Isaac Newton	Isaac Newton
Ishmael	Izmael
Isis	Eset
Islam	Islám
Islam	Kategorie:Islám
Islamabad	Islámábád
Islamic calendar	Islámský kalendář
Island	Ostrov
Isle of Man	Ostrov Man
Isle of Man	Kategorie:Ostrov Man
Isle of Wight	Wight
Isomer	Izomerie
Isoroku Yamamoto	Isoroku Jamamoto
Isotope	Izotop
Israel	Izrael
Israel	Kategorie:Izrael
Istanbul	Istanbul
Istanbul	Kategorie:Istanbul
Isthmus	Pevninská šíje
Isthmus of Panama	Panamská šíje
Italian Peninsula	Apeninský poloostrov
Italo Calvino	Italo Calvino
Italy	Itálie
Italy	Kategorie:Itálie
Ithaca	Ithaka
Ivan Lendl	Ivan Lendl
Ivan Pavlov	Ivan Petrovič Pavlov
Ivan Turgenev	Ivan Sergejevič Turgeněv
Ivory	Slonovina
Ivy League	Ivy League
Iwo Jima	Iwodžima
J	J
J. D. Salinger	Jerome David Salinger
Jack Kerouac	Jack Kerouac
Jack London	Jack London
Jack the Ripper	Jack Rozparovač
Jackdaw	Kavka
Jackson Pollock	Jackson Pollock
Jacksonville	Jacksonville
Jacob	Jákob
Jacques Cartier	Jacques Cartier
Jacques Derrida	Jacques Derrida
Jacques Offenbach	Jacques Offenbach
Jade	Jadeit
Jaguar	Jaguár
Jainism	Džinismus
Jakarta	Jakarta
Jamaica	Jamajka
Jamaica	Kategorie:Jamajka
James	Jakub Větší
James A. Garfield	James A. Garfield
James Bond	James Bond
James Buchanan	James Buchanan
James Clerk Maxwell	James Clerk Maxwell
James Cook	James Cook
James Franck	James Franck
James Joyce	James Joyce
James K. Polk	James K. Polk
James Madison	James Madison
James Monroe	James Monroe
James Naismith	James Naismith
James Prescott Joule	James Prescott Joule
James Watt	James Watt
Jammu and Kashmir	Džammú a Kašmír
Jan Hus	Jan Hus
Jan van Eyck	Jan van Eyck
Jane Austen	Jane Austenová
Jane Fonda	Jane Fonda
Jane Seymour	Jana Seymourová
Janis Joplin	Janis Joplin
Janissary	Janičár
January	Leden
January 1	1. leden
January 19	19. leden
January 20	20. leden
January 6	6. leden
Janus (moon)	Janus (měsíc)
Janus (mythology)	Janus
Japan	Japonsko
Japan	Kategorie:Japonsko
Jason	Iásón
Jaundice	Žloutenka
Java	Jáva
Java (disambiguation)	Java (rozcestník)
Java (programming language)	Java
Jawaharlal Nehru	Džaváharlál Néhrú
Jazz	Jazz
Jazz	Kategorie:Jazz
Jean Auguste Dominique Ingres	Jean Auguste Dominique Ingres
Jean Cocteau	Jean Cocteau
Jean Piaget	Jean Piaget
Jean Racine	Jean Racine
Jean Sibelius	Jean Sibelius
Jean de La Fontaine	Jean de La Fontaine
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Jean-Paul Sartre	Jean-Paul Sartre
Jean-Philippe Rameau	Jean-Philippe Rameau
Jeddah	Džidda
Jefferson Davis	Jefferson Davis
Jehovah	JHVH
Jehovah's Witnesses	Svědkové Jehovovi
Jellyfish	Medúzovci
Jena	Jena
Jeremy Bentham	Jeremy Bentham
Jerez de la Frontera	Jerez de la Frontera
Jericho	Jericho
Jerome	Svatý Jeroným
Jersey	Jersey
Jerusalem	Jeruzalém
Jerusalem	Kategorie:Jeruzalém
Jesus	Ježíš Kristus
Jet engine	Reaktivní motor
Jew	Židé
Jew's harp	Brumle
Jihad	Džihád
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Joan of Arc	Johanka z Arku
Johann Bernoulli	Johann Bernoulli
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johannes Gutenberg	Johannes Gutenberg
Johannes Kepler	Johannes Kepler
Johannes Vilhelm Jensen	Johannes Vilhelm Jensen
Johannesburg	Johannesburg
John Adams	John Adams
John Bardeen	John Bardeen
John Cage	John Cage
John Calvin	Jan Kalvín
John Chrysostom	Jan Zlatoústý
John Dalton	John Dalton
John Dewey	John Dewey
John Galsworthy	John Galsworthy
John Keats	John Keats
John Lennon	John Lennon
John Locke	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Napier	John Napier
John Quincy Adams	John Quincy Adams
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Tyler	John Tyler
John Wycliffe	John Wycliffe
John the Baptist	Jan Křtitel
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Joint	Kloub
Jonathan Swift	Jonathan Swift
Jordan	Jordánsko
Jordan	Kategorie:Jordánsko
Jordan River	Jordán
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Joseph Haydn	Joseph Haydn
Joseph McCarthy	Joseph McCarthy
Joseph Priestley	Joseph Priestley
Joseph Schumpeter	Josef Alois Schumpeter
Joseph Stalin	Stalin
Josephus	Flavius Iosephus
Joule	Joule
Journalism	Kategorie:Žurnalistika
Journalism	Žurnalistika
Journalist	Novinář
Jovian	Jovianus
Joystick	Joystick
Judaism	Judaismus
Judaism	Kategorie:Judaismus
Judas Iscariot	Jidáš Iškariotský
Judea	Judea
Judo	Judo
Jujutsu	Džiu-džitsu
Jules Verne	Jules Verne
Julian calendar	Juliánský kalendář
Julian the Apostate	Julianus Apostata
Julius Caesar	Julius Caesar
July	Červenec
July 1	1. červenec
July 4	4. červenec
June	Červen
June 14	14. červen
June 21	21. červen
June 23	23. červen
June 24	24. červen
June 29	29. červen
June 3	3. červen
Juneau	Juneau
Juno (mythology)	Juno (mytologie)
Jupiter	Jupiter (planeta)
Jupiter	Kategorie:Jupiter
Jupiter (disambiguation)	Jupiter
Jupiter (mythology)	Jupiter (mytologie)
Jurassic	Jura
Justinian I	Justinián I.
Jutland	Jutsko
K	K
K2	K2
KGB	KGB
Kaaba	Ka'ba
Kabbalah	Kabala
Kabul	Kábul
Kalahari Desert	Kalahari
Kamchatka Peninsula	Kamčatka
Kamikaze	Kamikaze
Kampala	Kampala
Kandahar	Kandahár
Kangaroo	Klokanovití
Kansas	Kansas
Kansas	Kategorie:Kansas
Kansas City	Kansas City (Missouri)
Kara Sea	Karské moře
Karachi	Karáčí
Karakoram	Karákoram
Karaoke	Karaoke
Karate	Karate
Karen Blixen	Karen Blixenová
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Marx
Karl Popper	Karl Raimund Popper
Karma	Karma (buddhismus)
Karnataka	Karnátaka
Katharine Hepburn	Katharine Hepburn
Kathmandu	Káthmándú
Katowice	Katovice
Kaunas	Kaunas
Kayak	Kajak
Kazakhstan	Kazachstán
Kazakhstan	Kategorie:Kazachstán
Kazan	Kazaň
Kelvin	Kelvin
Kent	Kent
Kentucky	Kentucky
Kentucky	Kategorie:Kentucky
Kenya	Keňa
Kenya	Kategorie:Keňa
Kernel (computer science)	Kernel
Kerosene	Petrolej
Ketchup	Kečup
Ketone	Ketony
Keyboard (computing)	Počítačová klávesnice
Keyboard instrument	Klávesový nástroj
Khabarovsk	Chabarovsk
Khan	Chán
Kharkiv	Charkov
Khartoum	Chartúm
Khmer Rouge	Rudí Khmerové
Khufu	Chufu
Kibbutz	Kibuc
Kidney	Ledvina
Kiev	Kyjev
Kigali	Kigali
Kilobyte	Kilobyte
Kilogram	Kilogram
Kilometre	Kilometr
Kilometres per hour	Kilometr za hodinu
Kimono	Kimono
Kindergarten	Mateřská škola
Kinematics	Kinematika
Kinetic energy	Kinetická energie
King (chess)	Král (šachy)
King Arthur	Král Artuš
King Lear	Král Lear
Kingdom (biology)	Říše (biologie)
Kingston	Kingston
Kingstown	Kingstown
Kinshasa	Kinshasa
Kiribati	Kiribati
Kiribati	Kategorie:Kiribati
Kiss	Polibek
Kiwi	Kiviové
Knee	Koleno
Knesset	Kneset
Knife	Nůž
Knight	Rytíř (titul)
Knight (chess)	Jezdec (šachy)
Knossos	Knóssos
Knot (speed)	Uzel (jednotka)
Knut Hamsun	Knut Hamsun
Koala	Koala medvídkovitý
Kobe	Kóbe
Kola Peninsula	Kola (poloostrov)
Kolkata	Kalkata
Komodo dragon	Varan komodský
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Korea	Korea
Korea	Kategorie:Korea
Korean War	Korejská válka
Kosovo	Kosovo
Kosovo	Kategorie:Kosovo
Krakatoa	Krakatoa
Kremlin	Kreml
Krishna	Kršna
Krypton	Krypton
Ku Klux Klan	Ku-Klux-Klan
Kuala Lumpur	Kuala Lumpur
Kublai Khan	Kublaj
Kuiper belt	Kuiperův pás
Kumquat	Kumquat
Kung fu (term)	Kung-fu
Kunlun Mountains	Kchun-lun
Kuomintang	Kuomintang
Kura River	Kura
Kurdistan	Kurdistán
Kursk	Kursk
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Kuwait	Kuvajt
Kuwait	Kategorie:Kuvajt
Kuwait City	Kuvajt (město)
Kyoto	Kjóto
Kyrgyzstan	Kyrgyzstán
Kyrgyzstan	Kategorie:Kyrgyzstán
L	L
L'Aquila	L'Aquila
LAMP (software bundle)	LAMP
La Paz	La Paz
La Spezia	La Spezia
LaTeX	LaTeX
Laboratory	Laboratoř
Labour Party (UK)	Labouristická strana
Labrador Retriever	Labradorský retrívr
Lacerta	Souhvězdí Ještěrky
Lactic acid	Kyselina mléčná
Lactose	Laktóza
Lady Jane Grey	Jane Greyová
Lagomorpha	Zajícovci
Lagos	Lagos
Lahore	Láhaur
Laissez-faire	Laissez faire
Lake	Jezero
Lake Baikal	Bajkal
Lake Balaton	Balaton
Lake Chad	Čadské jezero
Lake Constance	Bodamské jezero
Lake Erie	Erijské jezero
Lake Eyre	Eyreovo jezero
Lake Geneva	Ženevské jezero
Lake Huron	Huronské jezero
Lake Ilmen	Ilmeň
Lake Ladoga	Ladožské jezero
Lake Malawi	Malawi (jezero)
Lake Michigan	Michiganské jezero
Lake Onega	Oněžské jezero
Lake Ontario	Ontario (jezero)
Lake Superior	Hořejší jezero
Lake Tanganyika	Tanganika (jezero)
Lake Victoria	Viktoriino jezero
Lamiaceae	Hluchavkovité
Lamprey	Mihule
Lancelet	Bezlebeční
Landfill	Skládka
Language	Jazyk (lingvistika)
Languedoc-Roussillon	Languedoc-Roussillon
Lanthanide	Lanthanoidy
Lanthanum	Lanthan
Laos	Laos
Laos	Kategorie:Laos
Laptev Sea	Moře Laptěvů
Laptop	Notebook
Larch	Modřín
Larva	Larva
Larynx	Hrtan
Las Vegas	Las Vegas
Lascaux	Lascaux
Laser	Laser
Lathe	Soustruh
Latin	Latina
Latin America	Latinská Amerika
Latin alphabet	Latinka
Latitude	Zeměpisná šířka
Latvia	Lotyšsko
Latvia	Kategorie:Lotyšsko
Laughter	Smích
Laurasia	Laurasie
Lausanne	Lausanne
Lava	Láva
Law	Právo
Law	Kategorie:Právo
Law enforcement	Kategorie:Policie
Lawrencium	Lawrencium
Lawyer	Advokát
Lazio	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Lead	Olovo
Leaf	List
League of Nations	Společnost národů
Leaning Tower of Pisa	Šikmá věž v Pise
Leap year	Přestupný rok
Learning	Učení
Lebanon	Libanon
Lebanon	Kategorie:Libanon
Leda (mythology)	Léda
Leeds	Leeds
Left-handed	Levák
Legend	Legenda
Lego	Lego
Leicester	Leicester
Leiden	Leiden
Leipzig	Lipsko
Lemon	Citron
Lemon balm	Meduňka lékařská
Lena River	Lena
Length	Délka
Lens (optics)	Čočka (optika)
Lent	Postní doba
Leo (constellation)	Souhvězdí Lva
Leo I (emperor)	Leon I.
Leon Trotsky	Lev Davidovič Trockij
Leonard Bernstein	Leonard Bernstein
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Brezhnev	Leonid Iljič Brežněv
Leopard	Levhart skvrnitý
Lepidoptera	Motýli
Leprosy	Lepra
Lepton	Lepton
Lepus (constellation)	Souhvězdí Zajíce
Lesbian	Lesba
Lesotho	Lesotho
Lesotho	Kategorie:Lesotho
Lesser Antilles	Malé Antily
Leto	Létó
Letter (alphabet)	Písmeno
Leukemia	Leukemie
Levant	Levanta
Lever	Páka
Leviathan	Leviatan
Leviticus	Leviticus
Lewis Carroll	Lewis Carroll
Lexicology	Lexikologie
Lhasa	Lhasa
Lhotse	Lhotse
Liberalism	Liberalismus
Liberalism	Kategorie:Liberalismus
Liberia	Libérie
Liberia	Kategorie:Libérie
Libra (constellation)	Souhvězdí Vah
Library	Knihovna (instituce)
Libretto	Libreto
Libreville	Libreville
Libya	Libye
Libya	Kategorie:Libye
Lichen	Lišejník
Lie	Lež
Liechtenstein	Lichtenštejnsko
Liechtenstein	Kategorie:Lichtenštejnsko
Lieutenant	Poručík
Life	Život
Life	Kategorie:Život
Light	Světlo
Light-emitting diode	LED
Light-year	Světelný rok
Lighter	Zapalovač
Lighthouse	Maják
Lightning	Blesk
Liguria	Ligurie
Ligurian Sea	Ligurské moře
Liliaceae	Liliovité
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limestone	Vápenec
Limit (mathematics)	Limita
Limnology	Limnologie
Limousin (region)	Limousin
Lincoln	Lincoln
Line (mathematics)	Přímka
Linear algebra	Lineární algebra
Linear algebra	Kategorie:Lineární algebra
Linear equation	Lineární rovnice
Lingua franca	Lingua franca
Linguistics	Lingvistika
Linguistics	Kategorie:Lingvistika
Linus Pauling	Linus Pauling
Linux	Linux
Linux	Kategorie:Linux
Linz	Linec
Lion	Lev
Lipid	Lipidy
Liqueur	Likér
Liquid	Kapalina
Liquid crystal display	Displej z tekutých krystalů
Liquorice	Lékořice lysá
Lisbon	Lisabon
Lise Meitner	Lise Meitner
Lisp (programming language)	Lisp
Literacy	Gramotnost
Literature	Literatura
Literature	Kategorie:Literatura
Literature	Portál:Literatura
Lithium	Lithium
Lithography	Kamenotisk
Lithosphere	Litosféra
Lithuania	Litva
Lithuania	Kategorie:Litva
Litre	Litr
Little Owl	Sýček obecný
Liverpool	Liverpool
Livonia	Livonsko
Livy	Livius
Lizard	Ještěři
Ljubljana	Lublaň
Llama	Lama krotká
Local area network	Local Area Network
Loch Ness	Loch Ness
Loch Ness Monster	Lochnesská nestvůra
Locomotive	Lokomotiva
Logarithm	Logaritmus
Logic	Logika
Logic	Kategorie:Logika
Logic gate	Logický člen
Logistics	Logistika
Logo	Logo
Loire	Loire (departement)
Loire River	Loira
Loki	Loki
Lolita	Lolita
Lombardy	Lombardie
London	Londýn
London	Kategorie:Londýn
Long Beach	Long Beach
Long Island	Long Island
Long jump	Skok daleký
Long-eared Owl	Kalous ušatý
Lope de Vega	Lope de Vega
Lord's Prayer	Otčenáš
Lorraine (region)	Lotrinsko
Los Angeles	Los Angeles
Lot (department)	Lot (departement)
Loudspeaker	Reproduktor
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Louis the Pious	Ludvík Pobožný
Louis the Stammerer	Ludvík II. Koktavý
Louisiana	Louisiana
Louisiana	Kategorie:Louisiana
Louisville	Louisville
Louvre	Louvre
Love	Láska
Low German	Dolnoněmčina
Lower Saxony	Dolní Sasko
Luanda	Luanda
Lublin	Lublin
Lucerne	Lucern
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Lucretius	Titus Lucretius Carus
Lucrezia Borgia	Lucrezia Borgia
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen (unit)	Lumen
Luminescence	Luminiscence
Lunar eclipse	Zatmění Měsíce
Lund	Lund
Lung	Plíce
Lupus (constellation)	Souhvězdí Vlka
Lusaka	Lusaka
Lusitania	Lusitánie
Lute	Loutna
Lutetium	Lutecium
Lutheranism	Luteránství
Lux	Lux (světlo)
Luxembourg	Lucembursko
Luxembourg	Kategorie:Lucembursko
Luxembourg (city)	Lucemburk
Luxor	Luxor
Luzon	Luzon
Lychee	Liči
Lydia	Lýdie
Lymphatic system	Lymfatická soustava
Lynx (constellation)	Souhvězdí Rysa
Lynx (web browser)	Lynx
Lyon	Lyon
Lyra	Souhvězdí Lyry
Lysergic acid diethylamide	Diethylamid kyseliny lysergové
Lysine	Lysin
Lysosome	Lyzozom
M	M
MESSENGER	MESSENGER
MIME	Multipurpose Internet Mail Extensions
MS-DOS	MS-DOS
Macau	Macao
Macbeth	Macbeth (drama)
Macedon	Starověká Makedonie
Macedonia	Makedonie
Macedonia (Greece)	Makedonie (řecká)
Mach number	Machovo číslo
Machine	Stroj
Machine code	Strojový kód
Machine gun	Kulomet
Machine translation	Strojový překlad
Machu Picchu	Machu Picchu
Macintosh	Macintosh
Macroeconomics	Makroekonomie
Macroeconomics	Kategorie:Makroekonomie
Madagascar	Madagaskar
Madagascar	Kategorie:Madagaskar
Madeira	Madeira (souostroví)
Madison	Madison
Madonna (entertainer)	Madonna
Madrid	Madrid
Madrid (autonomous community)	Madrid (společenství)
Mafia	Mafie
Magazine	Časopis
Magenta	Purpurová
Maghreb	Maghreb
Magic (paranormal)	Magie (esoterismus)
Maginot Line	Maginotova linie
Magma	Magma
Magna Carta	Magna charta libertatum
Magnesium	Hořčík
Magnet	Magnet
Magnetic field	Magnetické pole
Magnetic resonance imaging	Magnetická rezonance
Magnetism	Magnetismus
Magnetism	Kategorie:Magnetismus
Magnetite	Magnetit
Magnifying glass	Lupa
Magnoliopsida	Kategorie:Nižší dvouděložné
Maharashtra	Maháráštra
Mahatma Gandhi	Móhandás Karamčand Gándhí
Mahayana	Mahájána
Mail	Pošta
Maimonides	Maimonides
Main	Mohan
Maine	Maine
Mainframe computer	Mainframe
Maitreya	Maitréja
Maize	Kukuřice
Major	Major
Major scale	Durová stupnice
Majorca	Mallorca
Makalu	Makalu
Malachite	Malachit
Malaria	Malárie
Malawi	Kategorie:Malawi
Malay Peninsula	Malajský poloostrov
Malayan Tapir	Tapír indický
Malaysia	Malajsie
Malaysia	Kategorie:Malajsie
Maldives	Maledivy
Maldives	Kategorie:Maledivy
Mali	Mali
Mali	Kategorie:Mali
Mallard	Kachna divoká
Malta	Malta
Malta	Kategorie:Malta
Maltese language	Maltština
Maltose	Maltosa
Mammal	Savci
Mammoth	Mamut
Management	Management
Managua	Managua
Manama	Manáma
Manatee	Kapustňák
Manchester	Manchester
Manchuria	Mandžusko
Mandala	Mandala
Mandarin orange	Mandarinka
Mandelbrot set	Mandelbrotova množina
Manganese	Mangan
Mango	Mango
Mangrove	Mangrovy
Manhattan	Manhattan
Manhattan Project	Projekt Manhattan
Manichaeism	Manicheismus
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Mannerism	Manýrismus
Mannheim	Mannheim
Mantle (geology)	Zemský plášť
Mantra	Mantra
Mantua	Mantova
Manuel de Falla	Manuel de Falla
Manuscript	Rukopis
Mao Zedong	Mao Ce-tung
Maoism	Maoismus
Map	Mapa
Maple	Javor
Maputo	Maputo
Marathon	Maratonský běh
Marble	Mramor
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Proust	Marcel Proust
March	Březen
March 17	17. březen
March 19	19. březen
March 2	2. březen
March 25	25. březen
Marche	Marche
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Junius Brutus	Marcus Junius Brutus
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk	Marduk
Margaret Mead	Margaret Meadová
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcherová
Maria Callas	Maria Callas
Mariana Islands	Mariany
