Estonian	English
Salzburgi liidumaa	Salzburg (state)
Samara	Samara
Samaarium	Samarium
Samoa	Samoa
Kategooria:Samoa	Samoa
Samuel Beckett	Samuel Beckett
Samurai	Samurai
San Antonio	San Antonio
San Diego	San Diego
San Francisco	San Francisco
San Jose	San Jose
San Marino	San Marino
Kategooria:San Marino	San Marino
San Marino (linn)	San Marino
San Salvador	San Salvador
Liiv	Sand
Sandro Botticelli	Sandro Botticelli
Liivakivi	Sandstone
Sanskriti keel	Sanskrit
Jõuluvana	Santa Claus
Santa Fe (New Mexico)	Santa Fe
Santiago	Santiago
Santo Domingo	Santo Domingo
Safiir	Sapphire
Sappho	Sappho
Sapporo	Sapporo
Sarajevo	Sarajevo
Saratov	Saratov
Sardiinia	Sardinia
Sārī	Sari
Sariin	Sarin
Saskatchewani provints	Saskatchewan
Saatan	Satan
Satanism	Satanism
Tehiskaaslane	Satellite
Satiir	Satire
Laupäev	Saturday
Saturn	Saturn
Kategooria:Saturn	Saturn
Saatürid	Satyr
Saudi Araabia	Saudi Arabia
Kategooria:Saudi Araabia	Saudi Arabia
Saul Bellow	Saul Bellow
Vorst	Sausage
Savann	Savanna
Saksimaa	Saxony
Kategooria:Saksimaa	Saxony
Skandinaavia	Scandinavia
Skandinaavia poolsaar	Scandinavian Peninsula
Skandium	Scandium
Abaluu	Scapula
Skisofreenia	Schizophrenia
Skolastika	Scholasticism
Kool	School
SS	Schutzstaffel
Teadus	Science
Kategooria:Teadus	Science
Teadusulme	Science fiction
Teaduslik meetod	Scientific method
Saientoloogia	Scientology
Käärid	Scissors
Skorpion (tähtkuju)	Scorpius
Šotimaa	Scotland
Harilik mänd	Scots Pine
Skulptuur	Sculpture
Meri	Sea
Kalaan	Sea Otter
Meriroosilised	Sea anemone
Meripurad	Sea cucumber
Aasov	Sea of Azov
Jaapani meri	Sea of Japan
Marmara	Sea of Marmara
Ohhoota meri	Sea of Okhotsk
Merisiilikud	Sea urchin
Seaborgium	Seaborgium
Sears Tower	Sears Tower
Aastaajad	Season
Seattle	Seattle
Sekund	Second
Teine ristisõda	Second Crusade
II Vatikani kirikukogu	Second Vatican Council
Termodünaamika teine seadus	Second law of thermodynamics
Sekt	Sect
Settekivim	Sedimentary rock
Seine	Seine
Seismoloogia	Seismology
Kategooria:Seismoloogia	Seismology
Seleen	Selenium
Pooljuht	Semiconductor
Semiootika	Semiotics
Semiidid	Semitic
Senaator	Senate
Senegal	Senegal
Sŏul	Seoul
Harakiri	Seppuku
September	September
11. september	September 11
11. septembri terrorirünnakud	September 11
17. september	September 17
29. september	September 29
Septuaginta	Septuagint
Serbia	Serbia
Kategooria:Serbia	Serbia
Serbia ja Montenegro	Serbia and Montenegro
Kategooria:Serbia ja Montenegro	Serbia and Montenegro
Pärisorjus	Serfdom
Sergei Rahmaninov	Sergei Rachmaninoff
Seriin	Serine
Hulk	Set
Seth	Set (mythology)
Sevastopol	Sevastopol
Sevilla	Seville
Seksuaalsus	Sex
Seksism	Sexism
Seksuaalvahekord	Sexual intercourse
Seišellid	Seychelles
Šahh	Shah
Šahada	Shahadah
Šamanism	Shamanism
Shanghai	Shanghai
Aktsia	Share (finance)
Jaosvara	Shareware
Šariaat	Sharia
Sheffield	Sheffield
Shetlandi saared	Shetland
Kilp	Shield
Shikoku	Shikoku
Sintoism	Shinto
Laev	Ship
Šiva	Shiva
Shōgi	Shogi
Šogun	Shogun
Krevetilised	Shrimp
Siber	Siberia
Sichuan	Sichuan
Sitsiilia	Sicily
Siimens	Siemens (unit)
Sierra Leone	Sierra Leone
Kategooria:Sierra Leone	Sierra Leone
Sigmund Freud	Sigmund Freud
Viipekeel	Sign language
Sigrid Undset	Sigrid Undset
Sikhism	Sikhism
Sikkim	Sikkim
Räni	Silicon
Ränidioksiid	Silicon dioxide
Silur	Silurian
Hõbe	Silver
Simone de Beauvoir	Simone de Beauvoir
Patt	Sin
Siinai poolsaar	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapur	Singapore
Kategooria:Singapur	Singapore
Singel	Single (music)
Siirius	Sirius
Istuv Sõnn	Sitting Bull
Skagerrak	Skagerrak
Rula	Skateboard
Skeptitsism	Skepticism
Nahk	Skin
Skinheadid	Skinhead
Skopje	Skopje
Kolju	Skull
Pilvelõhkuja	Skyscraper
Orjus	Slavery
Slayer	Slayer
Uni	Sleep
Slovakkia	Slovakia
Kategooria:Slovakkia	Slovakia
Sloveenia	Slovenia
Kategooria:Sloveenia	Slovenia
Peensool	Small intestine
Sudu	Smog
Smolensk	Smolensk
Snuuker	Snooker
Lumi	Snow
Seep	Soap
Sotsialism	Socialism
Kategooria:Sotsialism	Socialism
Kategooria:Ühiskond	Society
Ühiskond	Society
Jesuiidid	Society of Jesus
Sotsiolingvistika	Sociolinguistics
Sotsioloogia	Sociology
Kategooria:Sotsioloogia	Sociology
Sokrates	Socrates
Naatrium	Sodium
Naatriumkloriid	Sodium chloride
Naatriumhüdroksiid	Sodium hydroxide
Sofia	Sofia
Softball	Softball
Kategooria:Tarkvara	Software
Muld	Soil
Päikesesüsteem	Solar System
Kategooria:Päikesesüsteem	Solar System
Päikesevarjutus	Solar eclipse
Päikeseenergia	Solar energy
Päikesetuul	Solar wind
Tahkis	Solid
Tahkis	Solid state
Saalomoni Saared	Solomon Islands
Kategooria:Saalomoni Saared	Solomon Islands
Päikeseseisak	Solstice
Lahus	Solution
Lahusti	Solvent
Somaalia	Somalia
Kategooria:Somaalia	Somalia
Somerset	Somerset
Sonaat	Sonata
Sonett	Sonnet
Sophia Loren	Sophia Loren
Sophokles	Sophocles
Sopran	Soprano
sorgo	Sorghum
Heli	Sound
Lähtekood	Source code
Lõuna	South
Kategooria:Lõuna-Aafrika Vabariik	South Africa
Lõuna-Ameerika manner	South America
Kategooria:Lõuna-Ameerika	South America
Lõuna-Austraalia	South Australia
Lõuna-Carolina	South Carolina
Kategooria:Lõuna-Carolina	South Carolina
Lõuna-Hiina meri	South China Sea
Lõuna-Dakota	South Dakota
Kategooria:Lõuna-Dakota	South Dakota
Lõunasaar	South Island
Lõuna-Korea	South Korea
Kategooria:Lõuna-Korea	South Korea
Lõunapoolus	South Pole
Kagu-Aasia	Southeast Asia
Lõunapoolkera	Southern Hemisphere
Suveräänsus	Sovereignty
Nõukogude Liit	Soviet Union
Kategooria:Nõukogude Liit	Soviet Union
Sojauba	Soybean
Hispaania	Spain
Kategooria:Hispaania	Spain
Hispaania kodusõda	Spanish Civil War
Kategooria:Hispaania inimesed	Spanish people
Sparta	Sparta
Oda	Spear
Erirelatiivsusteooria	Special relativity
Liik (bioloogia)	Species
Spektroskoopia	Spectroscopy
Kiirus	Speed
Valguse kiirus	Speed of light
Spencer Tracy	Spencer Tracy
Kašelott	Sperm Whale
Seemnetaimed	Spermatophyte
Sphinx	Sphinx
Vürtsid	Spice
Ämblikulised	Spider
Spinn	Spin (physics)
Põrn	Spleen
Split	Split
Käsnad	Sponge
Sport	Sport
Spree	Spree
Kevad	Spring (season)
Springfield	Springfield
Nuhkvara	Spyware
Ruut	Square (geometry)
Ruutjuur	Square root
Squash	Squash (sport)
Sri Lanka	Sri Lanka
Kategooria:Sri Lanka	Sri Lanka
Saint Louis	St. Louis
Stalinism	Stalinism
Standardhälve	Standard deviation
Stanley Kubrick	Stanley Kubrick
Täht (astronoomia)	Star
Tärklis	Starch
Meritähed	Starfish
Riik	State
Staten Island	Staten Island
Statistika	Statistics
Stavanger	Stavanger
Teras	Steel
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Tüvirakud	Stem cell
Stephen Hawking	Stephen Hawking
Steradiaan	Steradian
Steven Spielberg	Steven Spielberg
Stockholm	Stockholm
Magu	Stomach
Kiviaeg	Stone Age
Stonehenge	Stonehenge
Väin	Strait
Gibraltari väin	Strait of Gibraltar
Hormuze väin	Strait of Hormuz
Magalhãesi väin	Strait of Magellan
Messina väin	Strait of Messina
Kategooria:Väinad	Straits
Strasbourg	Strasbourg
Stratigraafia	Stratigraphy
Strontsium	Strontium
Strukturalism	Structuralism
Stuupa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Styx
Subkultuur	Subculture
Allveelaev	Submarine
Alamhulk	Subset
Sucre	Sucre
Sahharoos	Sucrose
Sudaan	Sudan
Sudoku	Sudoku
Suessi kanal	Suez Canal
Sufiks	Suffix
Suharto	Suharto
Sukarno	Sukarno
Sulawesi	Sulawesi
Väävel	Sulfur
Ipriit	Sulfur mustard
Väävelhape	Sulfuric acid
Sultan	Sultan
Sumatra	Sumatra
Sumer	Sumer
Suvi	Summer
Päike	Sun
Pühapäev	Sunday
Sunniidid	Sunni Islam
Päikeseplekk	Sunspot
Ülijuhtivus	Superconductivity
Supernoova	Supernova
Suriname	Suriname
Kategooria:Suriname	Suriname
Sürrealism	Surrealism
Surrey	Surrey
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Luik	Swan
Svastika	Swastika
Svaasimaa	Swaziland
Rootsi	Sweden
Kategooria:Rootsi	Sweden
Rootsi kroon	Swedish krona
Ujumine	Swimming
Kategooria:Ujumine	Swimming
Šveitsi frank	Swiss franc
Kategooria:Šveitsi inimesed	Swiss people
Šveits	Switzerland
Kategooria:Šveits	Switzerland
Mõõk	Sword
Sydney	Sydney
Sylvia Plath	Sylvia Plath
Sümbioos	Symbiosis
Sümbol	Symbol
Sümfoonia	Symphony
Sümptom	Symptom
Sünagoog	Synagogue
Ametiühing	Syndicate
Sünonüüm	Synonym
Süntesaator	Synthesizer
Süüria	Syria
Kategooria:Süüria	Syria
Süsteem	System
T. S. Eliot	T. S. Eliot
Lauatennis	Table tennis
Tabu	Taboo
Tacitus	Tacitus
Taekwondo	Taekwondo
Tejo	Tagus
Tahiti	Tahiti
Taijiquan	Tai chi chuan
Saba	Tail
Taibei	Taipei
Kategooria:Taiwan	Taiwan
Tadž Mahal	Taj Mahal
Tadžikistan	Tajikistan
Kategooria:Tadžikistan	Tajikistan
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanah	Tanakh
Tangi dünastia	Tang Dynasty
Tank	Tank
Tantaal	Tantalum
Tansaania	Tanzania
Taoism	Taoism
Loimurid	Tardigrade
Tartu	Tartu
Toshkent	Tashkent
Tasmani meri	Tasman Sea
Tasmaania	Tasmania
Sõnn (tähtkuju)	Taurus (constellation)
Kodukakk	Tawny Owl
Maksud	Tax
Takson	Taxon
Taksonoomia	Taxonomy
Harilik jugapuu	Taxus baccata
Thbilisi	Tbilisi
Tee (jook)	Tea
Kategooria:Tee	Tea
Tehneetsium	Technetium
Tehnoloogia	Technology
Tegucigalpa	Tegucigalpa
Teheran	Tehran
Tel Aviv	Tel Aviv
Telefon	Telephone
Teleskoop	Telescope
Televisioon	Television
Telluur	Tellurium
Temperatuur	Temperature
Tempel	Temple
Kümme käsku	Ten Commandments
Tenerife	Tenerife
Tennessee	Tennessee
Kategooria:Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Kategooria:Tennis	Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Terbium	Terbium
Termiidilised	Termite
Maa-tüüpi planeedid	Terrestrial planet
Tertullianus	Tertullian
Tesla	Tesla (unit)
Testosteroon	Testosterone
Teetanus	Tetanus
Tethys	Tethys (mythology)
Tetrapoodid	Tetrapod
Texas	Texas
Kategooria:Texas	Texas
Tai	Thailand
Kategooria:Tai	Thailand
Thales	Thales
Tallium	Thallium
Gambia	The Gambia
Haag	The Hague
Ameerika Ühendriikide hümn	The Star-Spangled Banner
Teater	Theatre
Kategooria:Teater	Theatre
Teeba (Kreeka)	Thebes
Teeba (Egiptus)	Thebes
Teokraatia	Theocracy
Teodoliit	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Theodosius I
Teoloogia	Theology
Kategooria:Teoloogia	Theology
Teoreem	Theorem
Teooria	Theory
Relatiivsusteooria	Theory of relativity
Theravaada	Theravada
Termodünaamika	Thermodynamics
Termomeeter	Thermometer
Theseus	Theseus
Thessaloníki	Thessaloniki
Tiamiin	Thiamine
Mõttekoda	Think tank
Kolmas ristisõda	Third Crusade
Kolmekümneaastane sõda	Thirty Years' War
Aquino Thomas	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Robert Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas Paine	Thomas Paine
Thor	Thor
Toorium	Thorium
Mõtlemine	Thought
Thukydides	Thucydides
Tuulium	Thulium
Tüüringi	Thuringia
Neljapäev	Thursday
Kukkurhunt	Thylacine
Tianjin	Tianjin
Tevere	Tiber
Tiberius	Tiberius
Tiibet	Tibet
Kategooria:Tiibet	Tibet
Looded	Tide
Tulemaa saared	Tierra del Fuego
Tigris	Tigris
Pärn	Tilia
Aeg	Time
Kategooria:Aeg	Time
Ajavöönd	Time zone
Timor	Timor
Timur	Timur
Tina	Tin
Tirana	Tirana
Kude	Tissue (biology)
Tihaslased	Tit (bird)
Titan	Titan (moon)
Titaanid	Titan (mythology)
Titaan	Titanium
Tizian	Titian
Titus	Titus
Tubakas	Tobacco
Tocantinsi osariik	Tocantins (state)
E-vitamiin	Tocopherol
Togo	Togo
Tōkyō	Tokyo
Toledo	Toledo
Tom Hanks	Tom Hanks
Tom ja Jerry	Tom and Jerry
Tomat	Tomato
Tonn	Ton
Tonga	Tonga
Kategooria:Tonga	Tonga
Toni Morrison	Toni Morrison
Tonn	Tonne
Tony Blair	Tony Blair
Tööriist	Tool
Hambahari	Toothbrush
Topaas	Topaz
Topeka	Topeka
Toora	Torah
Tromb	Tornado
Toronto	Toronto
Torpeedo	Torpedo
Jõumoment	Torque
Piinamine	Torture
Totalitarism	Totalitarianism
Toulouse	Toulouse
Tour de France	Tour de France
Turism	Tourism
Kategooria:Turism	Tourism
Linn	Town
Mürk	Toxicity
Toyota Motor Corporation	Toyota
Ametiühing	Trade union
Traditsioon	Tradition
Tragöödia	Tragedy
Rong	Train
Traianus	Trajan
Tramm	Tram
Transformaator	Transformer
Transistor	Transistor
TCP	Transmission Control Protocol
Kategooria:Transport	Transportation
Transseksuaalsus	Transsexualism
Transilvaania	Transylvania
Trapets	Trapezoid
Rahvusvaheline leping	Treaty
Versailles' rahu	Treaty of Versailles
Puu	Tree
Trento	Trento
Trenton	Trenton
Kolmnurk	Triangle
Kolmnurk (tähtkuju)	Triangulum
Triias	Triassic
Lisajõgi	Tributary
Trier	Trier
Trilobiidid	Trilobite
Trinidad	Trinidad
Trinidad ja Tobago	Trinidad and Tobago
Kolmainsus	Trinity
Tripoli	Tripoli
Triskele	Triskelion
Triitium	Tritium
Triton (kuu)	Triton (moon)
Triton	Triton (mythology)
Trollibuss	Trolleybus
Tromboon	Trombone
Trondheim	Trondheim
Trotskism	Trotskyism
Trumani doktriin	Truman Doctrine
Trompet	Trumpet
Tõde	Truth
Trygve Halvdan Lie	Trygve Lie
Tsaar	Tsar
Tsunami	Tsunami
Tuberkuloos	Tuberculosis
Tucson	Tucson
Teisipäev	Tuesday
Tundra	Tundra
Volfram	Tungsten
Tunis	Tunis
Tuneesia	Tunisia
Tunnel	Tunnel
Torino	Turin
Turingi masin	Turing machine
Türgi	Turkey
Kategooria:Türgi	Turkey
Türkmenistan	Turkmenistan
Kategooria:Türkmenistan	Turkmenistan
Toscana	Tuscany
Tuvalu	Tuvalu
Kategooria:Tuvalu	Tuvalu
Tycho Brahe	Tycho Brahe
Kirjutusmasin	Typewriter
Typhon	Typhon
Tirool	Tyrol (state)
Türreeni meri	Tyrrhenian Sea
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Ukraina	Ukraine
Kategooria:Ukraina	Ukraine
Ulaanbaatar	Ulan Bator
Ultraheli	Ultrasound
Ultraviolettkiirgus	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Umbria	Umbria
Tööpuudus	Unemployment
Ükssarvik	Unicorn
UFO	Unidentified flying object
Ühend (matemaatika)	Union (set theory)
Araabia Ühendemiraadid	United Arab Emirates
Kategooria:Araabia Ühendemiraadid	United Arab Emirates
Suurbritannia	United Kingdom
Kategooria:Suurbritannia	United Kingdom
ÜRO	United Nations
Kategooria:ÜRO	United Nations
UNICEF	United Nations Children's Fund
Ameerika Ühendriigid	United States
Kategooria:Ameerika Ühendriigid	United States
Ameerika Ühendriikide Kongress	United States Congress
USA Neitsisaared	United States Virgin Islands
USA dollar	United States dollar
Universum	Universe
Ülikool	University
UNIX	Unix
Ununbium	Ununbium
Ununheksium	Ununhexium
Ununpentium	Ununpentium
Ununkvaadium	Ununquadium
Ununtrium	Ununtrium
Upanišadid	Upanishad
Uppsala	Uppsala
Uural	Ural Mountains
Uraan	Uranium
Uraan (planeet)	Uranus
Karbamiid	Urea
Uriin	Urine
Uruguay	Uruguay
Kategooria:Uruguay	Uruguay
Utah	Utah
Kategooria:Utah	Utah
Emakas	Uterus
Utilitarism	Utilitarianism
Utoopia	Utopia
Utrecht	Utrecht (city)
Uttar Pradesh	Uttar Pradesh
Usbekistan	Uzbekistan
Kategooria:Usbekistan	Uzbekistan
Vakuool	Vacuole
Vaakum	Vacuum
Vaduz	Vaduz
Valencia	Valencia
Valentina Tereškova	Valentina Tereshkova
Valhalla	Valhalla
Valküür	Valkyrie
Valletta	Valletta
Org	Valley
Vampiir	Vampire
Vanaadium	Vanadium
Vancouver	Vancouver
Vancouveri saar	Vancouver Island
Vandalism	Vandalism
Vanuatu	Vanuatu
Kategooria:Vanuatu	Vanuatu
Dispersioon	Variance
Varna	Varna
Soontaimed	Vascular plant
Vatikan	Vatican City
Kategooria:Vatikan	Vatican City
Vektor	Vector (spatial)
Taimetoitlus	Vegetarianism
Veneto	Veneto
Venezuela	Venezuela
Kategooria:Venezuela	Venezuela
Venezia	Venice
Veenus	Venus
Vermont	Vermont
Kategooria:Vermont	Vermont
Verona	Verona
Selgroogsed	Vertebrate
Vespasianus	Vespasian
Victor Hugo	Victor Hugo
Victoria (Austraalia)	Victoria (Australia)
Victoria juga	Victoria Falls
Viin	Vienna
Kategooria:Viin	Vienna
Viangchan	Vientiane
Vietnam	Vietnam
Kategooria:Vietnam	Vietnam
Vietnami sõda	Vietnam War
Viikingid	Viking
Küla	Village
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vioola	Viola
Viiul	Violin
Vergilius	Virgil
Neitsisaared	Virgin Islands
Virginia	Virginia
Kategooria:Virginia	Virginia
Virginia Woolf	Virginia Woolf
Neitsi	Virginity
Virtuaalreaalsus	Virtual reality
Voorus	Virtue
Viirused	Virus
Viskoossus	Viscosity
Wisła	Vistula
Vitamiinid	Vitamin
A-vitamiin	Vitamin A
C-vitamiin	Vitamin C
D-vitamiin	Vitamin D
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir Lenin
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Viin (jook)	Vodka
Vulkaan	Volcano
Kategooria:Vulkanoloogia	Volcanology
Vulkanoloogia	Volcanology
Volga	Volga River
Volgograd	Volgograd
Võrkpall	Volleyball
Kategooria:Võrkpall	Volleyball
Volt	Volt
Pinge (elekter)	Voltage
Voltaire	Voltaire
Häbe	Vulva
William Somerset Maugham	W. Somerset Maugham
Wake	Wake Island
Wales	Wales
Kategooria:Wales	Wales
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Sõda	War
Sõjakuritegu	War crime
Hispaania pärilussõda	War of the Spanish Succession
Rooside sõda	Wars of the Roses
Varssavi	Warsaw
Washington	Washington
Washingtoni osariik	Washington
Kategooria:Washingtoni osariik	Washington
Vassili Kandinsky	Wassily Kandinsky
Vesi	Water
Veepall	Water polo
Juga	Waterfall
Arbuus	Watermelon
Vatt (ühik)	Watt
Laine	Wave
Lainepikkus	Wavelength
Nõrk vastastikmõju	Weak interaction
Relv	Weapon
Ilm	Weather
Brauser	Web browser
Veeber	Weber (unit)
Kolmapäev	Wednesday
Nädal	Week
Kaal	Weight
Tõstmine	Weightlifting
Weimar	Weimar
Weimari vabariik	Weimar Republic
Keevitamine	Welding
Wellington	Wellington
Libahunt	Werewolf
Wernher von Braun	Wernher von Braun
Weser	Weser River
Lääs	West
Lääne-Aafrika	West Africa
Jordani Läänekallas	West Bank
Lääne-Bengal	West Bengal
Lääne-Berliin	West Berlin
Lääne-Saksamaa	West Germany
Lääne-Sussex	West Sussex
Lääne-Virginia	West Virginia
Kategooria:Lääne-Virginia	West Virginia
Lääne-Austraalia	Western Australia
Lääne-Rooma keisririik	Western Roman Empire
Lääne-Sahara	Western Sahara
Kategooria:Lääne-Sahara	Western Sahara
Westminster Abbey	Westminster Abbey
Vaalad	Whale
Nisu	Wheat
Ratas	Wheel
Valge Maja	White House
Valge meri	White Sea
Valge kääbus	White dwarf
Whitehorse	Whitehorse
Wicca	Wicca
Laivõrk	Wide area network
Wiesbaden	Wiesbaden
Wilhelm Ostwald	Wilhelm Ostwald
Testament	Will (law)
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Ewart Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Howard Taft	William Howard Taft
Wilhelm I	William I
Wilhelm II	William II
William McKinley	William McKinley
William Shakespeare	William Shakespeare
William Bradford Shockley	William Shockley
Paju	Willow
Willy Brandt	Willy Brandt
Puhkpillid	Wind instrument
Tuuleenergia	Wind power
Windhoek	Windhoek
Tuuleveski	Windmill
Aken	Window
Vein	Wine
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Talv	Winter
Taliolümpiamängud	Winter Olympic Games
Wisconsin	Wisconsin
Kategooria:Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Naine	Woman
Puit	Wood
Woodrow Wilson	Woodrow Wilson
Puupuhkpillid	Woodwind instrument
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Sõna	Word
Maailmapank	World Bank
Maailma Terviseorganisatsioon	World Health Organization
Maailma Kaubandusorganisatsioon	World Trade Organization
Esimene maailmasõda	World War I
Kategooria:Esimene maailmasõda	World War I
Teine maailmasõda	World War II
Kategooria:Teine maailmasõda	World War II
Veeb	World Wide Web
Ussid	Worm
Kirjanik	Writer
Kiri (keeleteadus)	Writing system
Wuhan	Wuhan
Wyoming	Wyoming
Kategooria:Wyoming	Wyoming
X	X
Ksenoon	Xenon
Ksenofoobia	Xenophobia
Xenophon	Xenophon
Xinjiang	Xinjiang
Y	Y
Jahve	Yahweh
Yale'i Ülikool	Yale University
Jalta	Yalta
Jalta konverents	Yalta Conference
Yangon	Yangon
Jangtse	Yangtze River
Yāsir ‘Arafāt	Yasser Arafat
Aasta	Year
Kollane	Yellow
Huang He	Yellow River
Kollane meri	Yellow Sea
Yellowstone'i rahvuspark	Yellowstone National Park
Jeemen	Yemen
Kategooria:Jeemen	Yemen
Jenissei	Yenisei River
Jerevan	Yerevan
Yggdrasil	Yggdrasil
Jooga	Yoga
Jogurt	Yoghurt
Yokohama	Yokohama
Yosemite rahvuspark	Yosemite National Park
Elastsusmoodul	Young's modulus
Üterbium	Ytterbium
Ütrium	Yttrium
Jugoslaavia	Yugoslavia
Kategooria:Jugoslaavia	Yugoslavia
Yukoni ala	Yukon
Yunnan	Yunnan
Juri Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambezi
Sambia	Zambia
Kategooria:Sambia	Zambia
Sansibar	Zanzibar
Zaragoza	Zaragoza
Sjælland	Zealand
Zen-budism	Zen
Seniit	Zenith
Zeus	Zeus
Zeus	Zeus (disambiguation)
Tsikuraat	Ziggurat
Zimbabwe	Zimbabwe
Kategooria:Zimbabwe	Zimbabwe
Tsink	Zinc
Sionism	Zionism
Tsirkoonium	Zirconium
Sodiaak	Zodiac
Zombie	Zombie
Zooloogia	Zoology
