English	Turkish
Natural language processing	Doğal dil işleme
Natural number	Doğal sayılar
Natural science	Doğa bilimleri
Natural selection	Doğal seçilim.
Nature	Doğa
Nature	Kategori:Doğa
Nauru	Nauru
Nauru	Kategori:Nauru
Navigation	Kategori:Seyir
Navigation	Seyir
Nazareth	Nasıra
Nazi Germany	Nazi Almanyası
Nazi Germany	Kategori:Nazi Almanyası
Nazi Party	NSDAP
Nazism	Kategori:Nasyonal Sosyalizm
Neanderthal	Neandertal adamı
Nebraska	Nebraska
Nebraska	Kategori:Nebraska
Nebuchadrezzar II	Nebukadnezar
Nebula	Nebula (astronomi)
Necktie	Kravat
Nefertiti	Nefertiti
Neil Armstrong	Neil Alden Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Yuvarlak solucanlar
Nemean Lion	Nemea Aslanı
Nemesis (mythology)	Nemesis
Neodymium	Neodimyum
Neolithic	Cilalı Taş Devri
Neon	Neon
Neoplatonism	Neoplatonizm
Nepal	Nepal
Nepal	Kategori:Nepal
Nephthys	Neftis
Neptune	Neptün (gezegen)
Neptunium	Neptünyum
Nero	Neron
Nerva	Nerva
Nervous system	Sinir sistemi
Nervous system	Kategori:Sinir sistemi
Nestorianism	Diofizit
Netherlands	Hollanda
Netherlands	Kategori:Hollanda
Netherlands Antilles	Hollanda Antilleri
Neurology	Nöroloji
Neurology	Kategori:Nöroloji
Neuron	Sinir hücresi
Neurotransmitter	Nörotransmitterler
Neutron	Nötron
Neutron star	Nötron yıldızı
Neva River	Neva Nehri
Nevada	Nevada
Nevada	Kategori:Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
New Caledonia	Yeni Kaledonya
New Delhi	Yeni Delhi
New England	New England
New Guinea	Yeni Gine
New Hampshire	New Hampshire
New Hampshire	Kategori:New Hampshire
New Jersey	New Jersey
New Mexico	New Mexico
New Mexico	Kategori:New Mexico
New Orleans	New Orleans
New South Wales	Yeni Güney Galler
New Testament	Yeni Ahit
New World	Yeni Dünya
New Year	Yılbaşı
New York	New York (eyalet)
New York	Kategori:New York (eyalet)
New York City	New York
New York City	Kategori:New York
New Zealand	Yeni Zelanda
New Zealand	Kategori:Yeni Zelanda
Newfoundland and Labrador	Newfoundland ve Labrador
Newport	Newport
Newton	Newton (birim)
Niacin	Niyasin
Niagara Falls	Niagara Şelalesi
Niamey	Niamey
Nicaragua	Nikaragua
Nice	Nice
Nicholas	Petrović Njegoš
Nickel	Nikel
Nicolaus Copernicus	Mikolaj Kopernik
Nicosia	Lefkoşa
Nicotine	Nikotin
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Nijer
Niger River	Nijer Nehri
Nigeria	Nijerya
Nigeria	Kategori:Nijerya
Nightingale	Bülbül
Nihilism	Hiççilik
Nike	Nike (firma)
Nike (mythology)	Nike (mitoloji)
Nikita Khrushchev	Nikita Sergeyeviç Kruşçev
Nikola Tesla	Nikola Tesla
Nile	Nil
Nile crocodile	Nil timsahı
Ninja	Ninja
Niobium	Niobyum
Nirvana	Nirvana (Budizm)
Nitric acid	Nitrik asit
Nitrogen	Azot
Nitroglycerin	Nitrogliserin
Noah	Nuh
Noam Chomsky	Noam Chomsky
Nobel Prize	Nobel Ödülü
Nobel Prize	Kategori:Nobel Ödülleri
Nobelium	Nobelyum
Noble gas	Soygaz
Nomad	Göçebe
Nonmetal	Ametal
Norfolk Island	Norfolk Adası
Norma (constellation)	Norma (takımyıldız)
Normal distribution	Normal dağılım
Norman Mailer	Norman Mailer
Normandy	Normandiya
Norn	Norn
Norse mythology	Norse mitolojisi
Norse mythology	Kategori:İskandinav mitolojisi
North	Kuzey
North Africa	Kuzey Afrika
North America	Kuzey Amerika
North America	Kategori:Kuzey Amerika
North Carolina	Kuzey Karolina
North Carolina	Kategori:Kuzey Karolina
North Dakota	Kuzey Dakota
North Dakota	Kategori:Kuzey Dakota
North Island	Kuzey Adası (Yeni Zelanda)
North Korea	Kuzey Kore
North Pole	Kuzey Kutbu
North Sea	Kuzey Denizi
Northern Hemisphere	Kuzey Yarımküre
Northern Ireland	Kuzey İrlanda
Northern Ireland	Kategori:Kuzey İrlanda
Northern Mariana Islands	Kuzey Mariana Adaları
Northwest Territories	Kuzeybatı Toprakları
Norway	Norveç
Norway	Kategori:Norveç
Norwegian krone	Norveç Kronu
Nose	Burun (organ)
Nostradamus	Nostradamus
Note	Nota (müzik)
Nouakchott	Nouakchott
Noun	İsim
Nova Scotia	Yeni İskoçya
Novaya Zemlya	Novaya Zemlya
Novel	Roman (edebiyat)
November	Kasım
November 1	1 Kasım
November 11	11 Kasım
November 2	2 Kasım
November 5	5 Kasım
Nu (letter)	Ν
Nuclear fission	Fisyon
Nuclear fusion	Füzyon
Nuclear physics	Çekirdek fiziği
Nuclear power	Nükleer enerji
Nuclear weapon	Atom bombası
Nucleic acid	Nükleik asit
Nucleon	nükleon
Nucleotide	Nükleotit
Number	Sayı
Numbers	Kategori:Sayılar
Numismatics	Nümismatik
Numismatics	Kategori:Nümismatik
Nunavut	Nunavut
Nuremberg	Nürnberg (kent)
Nut (fruit)	Kuru yemiş
Nutmeg	Muskat
Nutrition	Kategori:Beslenme
Nymph	Nemf
Nymphaeaceae	Nilüfergiller
Nyx (mythology)	Niks
O	O (harf)
OPEC	OPEC
Oahu	Oahu
Oak	Meşe
Oasis	Vaha
Oat	Yulaf
Ob River	Obi Nehri
Obelisk	Dikilitaş (anıt)
Obesity	Obezite
Object-oriented programming	Nesne Yönelimli Programlama
Observatory	Gözlemevi
Obsidian	Obsidyen
Occam's razor	Ockham'ın Usturası
Ocean	Okyanus
Oceania	Okyanusya
Oceania	Kategori:Okyanusya
Oceanid	Okeanidler
Oceanography	Oşinografi
Oceanography	Kategori:Okyanusbilim
Oceanus	Okeanos
Octans	Octans (takımyıldız)
Octave	Oktav
October	Ekim
October 12	12 Ekim
October 24	24 Ekim
October Revolution	Ekim Devrimi
Octopus	Ahtapot
Odessa	Odessa
Odin	Odin
Odonata	Kızböcekleri
Odysseus	Odisseas
Odyssey	Odysseia
Oedipus	Oedipus
Offside (football)	Ofsayt
Ohio	Ohio
Ohio	Kategori:Ohio
Ohm	Ohm
Ohm's law	Ohm Kanunu
Okapi	Okapi
Oklahoma	Oklahoma
Oklahoma	Kategori:Oklahoma
Oktoberfest	Oktoberfest
Old Norse	Eski Nors dili
Old Testament	Eski Ahit
Oligarchy	Oligarşi
Oligocene	Oligosen
Oligopoly	Oligopoli
Olive	Zeytin
Olive oil	Zeytinyağı
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivine	Olivin
Olympia	Olimpiya
Olympic Games	Olimpiyat Oyunları
Olympics	Kategori:Olimpiyat Oyunları
Omaha	Omaha, Nebraska
Oman	Umman
Oman	Kategori:Umman
Omega	Omega (alfabe)
Omicron	Ο
Oncology	Kategori:Onkoloji
Onion	Soğan
Onomastics	Onomastik
Ontario	Ontario
Ontology	Ontoloji
Oort cloud	Oort bulutu
Opal	Opal
Opel	Opel
Opera	Opera
Opera (Internet suite)	Opera (Ağ Tarayıcısı)
Operating system	İşletim sistemi
Ophiuchus	Ophiuchus (takımyıldız)
Opium	Afyon (narkotik)
Optical fiber	Fiberoptik
Optics	Optik
Optics	Kategori:Optik
Optimization (mathematics)	Optimizasyon
Oral sex	Oral seks
Orange (colour)	Turuncu
Orange (fruit)	Portakal
Orangutan	Orangutan
Oratorio	Oratoryo
Orbit	Yörünge
Orca	Katil balina
Orchestra	Orkestra
Orchidaceae	Salepgiller
Order (biology)	Takım (biyoloji)
Ordovician	Ordovisyen
Oregano	Mercanköşk
Oregon	Oregon
Oregon	Kategori:Oregon
Orestes (mythology)	Orestes
Organ (anatomy)	Organ (anatomi)
Organ (music)	Org
Organelle	Organel
Organic chemistry	Organik kimya
Organic chemistry	Kategori:Organik kimya
Organism	Organizma
Orgasm	Orgazm
Origami	Origami
Orinoco	Orinoco
Orion (constellation)	Orion (takımyıldız)
Orlando	Orlando, Florida
Ornithology	Ornitoloji
Ornithology	Kategori:Ornitoloji
Orpheus	Orfe
Orson Welles	Orson Welles
Orthography	Ortografi
Osaka	Osaka
Osama bin Laden	Usame bin Ladin
Oscar Wilde	Oscar Wilde
Osiris	Osiris
Oslo	Oslo
Osman I	Osman Gazi
Osmium	Osmiyum
Osprey	Balık kartalı
Osteichthyes	Kemiklibalıklar
Osteoporosis	Osteoporoz
Ostrich	Deve kuşu
Othello	Othello (oyun)
Otho	Otho
Ottawa	Ottawa, Ontario
Otto Hahn	Otto Hahn
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Osmanlı Devleti
Ottoman Empire	Kategori:Osmanlı Devleti
Ounce	Ons
Ovary	Yumurtalık
Ovid	Ovidius
Oviedo	Oviedo
Ovis	Koyun
Ovum	Yumurta (hücre)
Owl	Baykuş
Oxford	Oxford
Oxide	Oksit
Oxygen	Oksijen
Oxymoron	Oksimoron
Ozone	Ozon
Ozone layer	Ozonosfer
P	P (harf)
PAL	PAL (elektronik)
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Büyük Okyanus
Pacific Ocean	Kategori:Büyük Okyanus
Pacifism	Pasifizm
Paganism	Paganlık
Painting	Kategori:Resim
Pakistan	Pakistan
Pakistan	Kategori:Pakistan
Palace of Versailles	Versay Sarayı
Palau	Palau
Palau	Kategori:Palau
Paleocene	Paleosen
Paleolithic	Eski Taş Çağı
Paleontology	Paleontoloji
Paleontology	Kategori:Paleontoloji
Paleozoic	Paleozoik zaman
Palermo	Palermo
Palestine	Filistin
Palestine	Kategori:Filistin
Palestine Liberation Organization	Filistin Kurtuluş Örgütü
Palestinian National Authority	Filistin Ulusal Yönetimi
Palindrome	Palindrom
Palladium	Paladyum
Palmyra	Palmira
Pamir Mountains	Pamir Dağları
Pan (mythology)	Pan (mitoloji)
Panama	Panama
Panama Canal	Panama Kanalı
Pancreas	Pankreas
Pandemic	Pandemi
Pandora	Pandora
Pangaea	Pangea
Pantheism	Panteizm
Pantheon	Panteon, Roma
Panthera	Panthera
Papal States	Papalık Devleti
Papua New Guinea	Papua Yeni Gine
Papua New Guinea	Kategori:Papua Yeni Gine
Papyrus	Papirüs
Parabola	Parabol
Paracelsus	Paracelsus
Parachute	Paraşüt
Paradigm	Paradigma
Paradox	Paradoks
Paragliding	Yamaç paraşütü
Paraguay	Paraguay
Paraguay	Kategori:Paraguay
Parallax	Iraklık açısı
Parallelogram	Paralelkenar
Paramaribo	Paramaribo
Paranoia	Paranoya
Paraphilia	Parafili
Parapsychology	Parapsikoloji
Paris	Paris
Paris	Kategori:Paris
Paris (mythology)	Paris (mitoloji)
Parity (mathematics)	Çift ve tek sayılar
Parliament	Parlamento
Parmenides	Parmenides
Parody	Parodi
Parrot	Papağan
Parsec	Parsek
Parsley	Maydanoz
Parthenon	Partenon
Parthia	Partlar
Particle physics	Parçacık fiziği
Particle physics	Kategori:Parçacık fiziği
Parvati	Parvati
Pascal	Pascal
Pascal (programming language)	Pascal programlama dili
Pascal (unit)	Pascal (birim)
Passeriformes	Kategori:Ötücü kuşlar
Passerine	Ötücü kuşlar
Passover	Hamursuz Bayramı
Passport	Pasaport
Password	Parola
Pasteurization	Pastörizasyon
Patagonia	Patagonya
Patent	Patent
Pathology	Patoloji
Patras	Patras
Patriarch	Patrik
Patrick White	Patrick White
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paul the Apostle	Pavlus
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Pauli dışlama prensibi
Pavo (constellation)	Pavo (takımyıldız)
Pawn (chess)	Piyon (satranç)
Pea	Bezelye
Peace	Barış
Peace of Westphalia	Vestfalya Antlaşması
Peach	Şeftali
Peafowl	Tavus kuşu
Peanut	Yer fıstığı
Pear	Armut
Pearl	İnci
Pearl Harbor	Pearl Harbor, Hawaii
Peat	Humuslu toprak
Pedagogy	Kategori:Pedagoji
Pediatrics	Pediatri
Pedophilia	Pedofili
Pegasus	Pegasus
Pegasus (constellation)	Pegasus (takımyıldız)
Peloponnese	Mora Yarımadası
Pencil	Kalem
Penelope	Penelope
Penguin	Penguen
Penicillin	Penisilin
Peninsula	Yarımada
Pennsylvania	Pensilvanya
Pennsylvania	Kategori:Pennsylvania
Pentagon	Beşgen
Pentagram	Pentagram (yıldız)
Pentecost	Pentekost
Pentecostalism	Pentakostalizm
People	Kategori:Kişiler
People's Republic of China	Çin Halk Cumhuriyeti
Pepsi	Pepsi
Peptide	peptit
Perception	Algı
Perciformes	Levreksiler
Percussion instrument	Perküsyon
Percy Bysshe Shelley	Percy Bysshe Shelley
Peregrine Falcon	Bayağı doğan
Perestroika	Perestroyka
Perfume	Parfüm
Pericles	Perikles
Periodic table	Periyodik tablo
Perm	Perm
Permian	Permiyen
Permutation	Permütasyon
Perpetual motion	Devridaim makinası
Persephone	Persephone
Persepolis	Persepolis
Perseus	Perseus (mitoloji)
Perseus (constellation)	Perseus (takımyıldız)
Persian Empire	Pers İmparatorluğu
Persian Gulf	Basra Körfezi
Personal digital assistant	Cep bilgisayarı
Perth	Perth
Peru	Peru
Peru	Kategori:Peru
Peter Abelard	Petrus Abelardus
Peter Sellers	Peter Sellers
Petrarch	Petrarca
Petroleum	Petrol
Petrology	Petroloji
Pharaoh	Firavun
Pharmacology	Farmakoloji
Pharmacology	Kategori:Farmakoloji
Phase (matter)	Maddenin halleri
Phenol	Fenol
Phenomenology	Görüngübilim
Phenotype	Fenotip
Phenylalanine	Fenilalanin
Phenylketonuria	Fenilketonüri
Phi (letter)	Φ
Philadelphia	Philadelphia, Pensilvanya
Philately	Filateli
Philately	Kategori:Filateli
Philip II of Macedon	II. Filip
Philipp Lenard	Philipp Lenard
Philippines	Filipinler
Philippines	Kategori:Filipinler
Philology	Filoloji
Philosophy	Felsefe
Philosophy	Kategori:Felsefe
Philosophy	Portal:Felsefe
Phnom Penh	Phnom Penh
Phobia	Fobi
Phobos (moon)	Phobos (uydu)
Phoenicia	Fenike
Phoenix	Phoenix
Phoenix (constellation)	Phoenix (takımyıldız)
Phoenix (mythology)	Huma kuşu
Phoenix (spacecraft)	Phoenix (uzay gemisi)
Phoneme	Fonem
Phonetics	Sesbilim
Phonetics	Kategori:Sesbilim
Phosphate	Fosfat
Phosphorus	Fosfor
Photography	Fotoğrafçılık
Photography	Kategori:Fotoğrafçılık
Photon	Foton
Photosphere	Işıkyuvarı
Photosynthesis	Fotosentez
Phylum	Şube (biyoloji)
Physical chemistry	Fiziksel kimya
Physical chemistry	Kategori:Fiziksel kimya
Physician	Doktor
Physics	Fizik
Physics	Kategori:Fizik
Physics	Portal:Fizik
Physiology	Fizyoloji
Physiology	Kategori:Fizyoloji
Pi	Pi sayısı
Pi (letter)	Pi (harf)
Piano	Piyano
Picardie	Picardie
Piciformes	Ağaçkakansılar
Pictor	Pictor (takımyıldız)
Pidgin (software)	Pidgin (yazılım)
Piedmont	Piyemont
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment
Pilsen	Pilsen
Pinaceae	Çamgiller
Pindar	Pindar
Pine	Çam
Pineapple	Ananas
Ping	Ping
Pink	Pembe
Pinniped	Yüzgeçayaklılar
Pisa	Pisa, İtalya
Pisces (constellation)	Pisces (takımyıldız)
Piston	Piston
Pittsburgh	Pittsburgh, Pennsylvania
Pituitary gland	Hipofiz
Pixel	Piksel
Pizza	Pizza
Plagiarism	İntihal
Planet	Gezegen
Planetary nebula	Gezegenimsi bulutsular
Plankton	Plankton
Plant	Bitkiler
Plasma (physics)	Plazma (fizik)
Plasmid	Plazmid
Plastic	Plastik
Plastid	Plastit
Plate tectonics	Levha hareketleri
Platelet	Trombosit
Platinum	Platin
Plato	Eflatun
Platypus	Ornitorenk
Playboy	Playboy (dergi)
Playing card	Oyun kâğıdı
Pleiades (star cluster)	Ülker (yıldız kümesi)
Pleven	Plevne
Pliny the Elder	Gaius Plinius Secundus
Pliocene	Pliyosen Çağ
Plotinus	Plotinus
Plovdiv	Filibe
Plum	Erik
Plutarch	Plutarkhos
Pluto	Plüton
Plutonium	Plütonyum
Plymouth	Plymouth (şehir)
Pneumonia	Zatürree
Po River	Po Nehri
Poaceae	Buğdaygiller
Podcast	Podcast
Poetry	Şiir
Poetry	Kategori:Şiir
Poison	Zehir
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Poland	Polonya
Poland	Kategori:Polonya
Polar bear	Kutup ayısı
Polaris	Kutup Yıldızı
Police	Polis
Political party	Siyasi Parti
Political science	Siyasi Bilimler
Political science	Kategori:Siyaset bilimi
Politics	Siyaset
Politics	Kategori:Politika
Pollen	Polen
Polo	Polo
Polonium	Polonyum
Polyethylene	Polietilen
Polygon	Çokgen
Polyhymnia	Polymnia
Polymer	Polimer
Polynesia	Polinezya
Polynomial	Polinom
Polytheism	Çoktanrıcılık
Polyvinyl chloride	Polivinil klorür
Pomegranate	Nar
Pompeii	Pompeii Felaketi
Pontius Pilate	Pontius Pilatus
Pop art	Pop sanatı
Pop music	Pop Müzik
Pope	Papa
Poplar	Kavak (bitki)
Population	Dünya nüfusu
Populism	Popülizm
Porcelain	Porselen
Pornography	Pornografi
Port	Liman
Port Moresby	Port Moresby, Papua Yeni Gine
Port of Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland	Portland, Oregon
Portland	Portland
Porto	Porto
Portugal	Portekiz
Portugal	Kategori:Portekiz
Poseidon	Posiedon (mitoloji)
Positron	Pozitron
Postage stamp	Pul (posta)
Postal code	Posta kodu
Postmodernism	Postmodernizm
Potassium	Potasyum
Potassium nitrate	Potasyum nitrat
Potato	Patates
Potential energy	Potansiyel enerji
Potsdam	Potsdam
Pound sterling	İngiliz Sterlini
Power (physics)	Güç (Fizik)
Power station	Elektrik santrali
Praetor	Praetor
Prague	Prag
Prayer	Dua
Precambrian	Kambriyen öncesi
Precession	Presesyon
Precipitation (meteorology)	Yağış
Pregnancy	Gebelik
Prehistory	Prehistorya
Prehistory	Kategori:Prehistorya
President	Cumhurbaşkanı
President of the United States	Amerika Birleşik Devletleri devlet başkanları
Pressure	Basınç
Pretoria	Pretoria
Priam	Priamos
Primate	Primatlar
Primates	Kategori:Maymunlar
Prime minister	Başbakan
Prime number	Asal sayılar
Prince Edward Island	Prens Edward Adası
Prince Philip	Prens Philip, Edinburgh Dükü
Princeton University	Princeton Üniversitesi
Principle of relativity	Görelilik ilkesi
Printing	Matbaacılık
Prion	Prion
Prison	Cezaevi
Prisoner of war	Savaş Tutsağı
Prix Goncourt	Goncourt Akademisi Edebiyat Ödülü
Probability	Olasılık
Probability theory	Olasılık kuramı
Procyonidae	Rakungiller
Professor	Profesör
Profit	kâr
Programmer	Bilgisayar programcılığı
Programming language	Programlama dilleri
Progressive rock	Progressive rock
Project	Proje
Prokaryote	Prokaryot
Prolog	Prolog
Prometheus	Prometheus
Promethium	Prometyum
Pronoun	Zamir
Propaganda	Propaganda
Propane	Propan
Prophet	Peygamber
Prose	Nesir
Prostate	Prostat
Protein	Protein
Proterozoic	Proterozoik Devir
Protestant Reformation	Reform
Protestantism	Protestanlık
Protist	Protistler
Protista	Kategori:Protista
Proton	Proton
Providence	Providence, Rhode Island
Proxima Centauri	Proxima Centauri
Prunus	Prunus
Prussia	Prusya
Psalms	Zebur
Pseudoscience	Kategori:Sözdebilim
Pseudoscience	Sözdebilim
Psi (letter)	Ψ
Psoriasis	Sedef hastalığı
Psychiatry	Psikiyatri
Psychiatry	Kategori:Psikiyatri
Psychoanalysis	Psikanaliz
Psychology	Ruh bilimi
Psychology	Kategori:Psikoloji
Psychosis	Psikoz
Psychotherapy	Psikoterapi
Ptah	Ptah
Ptolemy	Batlamyus
Puberty	Ergenlik dönemi
Public domain	Kamu malı
Public relations	Halkla İlişkiler
Puerto Rico	Porto Riko
Puerto Rico	Kategori:Porto Riko
Pula	Pula
Pulley	Palanga
Pulsar	Pulsar
Pump	Pompa
Punctuation	Noktalama işaretleri
Punk rock	Punk rock
Puppis	Puppis (takımyıldız)
Pyongyang	Pyongyang
Pyramid	Piramit
Pyramid (geometry)	Piramit (geometri)
Pyrenees	Pireneler
Pyrite	Pirit
Pythagoras	Pisagor
Python (programming language)	Python Programlama Dili
Pyxis	Pyxis (takımyıldız)
Q	Q (harf)
Qatar	Katar
Qatar	Kategori:Katar
Qin Dynasty	Tsin Hanedanı
Qing Dynasty	Tsing Hanedanı
Quadrilateral	Dörtgen
Quaestor	Quaestor
Quantum mechanics	Kuantum mekaniği
Quantum mechanics	Kategori:Kuvantum mekaniği
Quarantine	Karantina
Quark	Kuark
Quartz	Kuvars
Quasar	Kuasar
Quaternary	Kuvaterner
Quebec	Quebec
Quebec	Kategori:Quebec
Quebec City	Quebec Şehri
Quechua	Quechua
Queen (chess)	Vezir (satranç)
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Question mark	Soru işareti
Quince	Ayva
Quito	Quito
R	R (harf)
RAID	RAID
RNA	RNA
Ra	Ra
Rabat	Rabat
Rabbi	Haham
Rabindranath Tagore	Rabindranath Tagore
Raccoon Dog	Rakun köpeği
Race	Irk
Rachel Carson	Rachel Carson
Racism	Irkçılık
Racism	Kategori:Irkçılık
Radar	Radar
Radio	Kategori:Radyo
Radio telescope	Radyo teleskop
Radioactive decay	Radyoaktivite
Radiocarbon dating	Radyokarbon tarihleme yöntemi
Radiology	Radyoloji
Radium	Radyum
Radius	Yarıçap
Radon	Radon
Rain	Yağmur
Rainbow	Gökkuşağı
Rainer Maria Rilke	Rainer Maria Rilke
Ralph Waldo Emerson	Ralph Waldo Emerson
Rama	Rama (avatar)
Ramadan	Ramazan
Ramayana	Ramayana
Ramesses II	II. Ramses
Random access memory	RAM
Ranunculaceae	Düğün çiçeğigiller
Rape	Irza geçme
Rapeseed	Kanola
Raphael	Raffaello Santi
Raphael (archangel)	İsrafil
Raspberry	Ahududu
Rat	Keme
Rational number	Oranlı sayılar
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Read-only memory	ROM
Real number	Gerçel sayılar
Recession	Resesyon
Rectangle	Dikdörtgen
Rectifier	Doğrultucu
Recursion	Özyineleme
Recycling	Geri dönüşüm
Red	Kırmızı
Red Army Faction	Kızıl Ordu Fraksiyonu
Red Deer	Kızıl geyik
Red Fox	Kızıl tilki
Red Panda	Küçük panda
Red Sea	Kızıldeniz
Red algae	Kırmızı algler
Red blood cell	Alyuvar
Red dwarf	Kırmızı cüce
Redshift	Kırmızıya kayma
Reduced instruction set computer	İndirgenmiş komut takımı bilgisayarı
Referendum	Referandum
Refraction	Kırılım
Refractive index	Kırılma indisi
Refugee	Sığınmacı
Regent	Vali
Reggae	Reggae
Regiment	Alay
Regina	Regina
Reims	Reims
Reincarnation	Reenkarnasyon
Reindeer	Ren geyiği
Relation (mathematics)	Bağıntı
Relativism	Görecilik
Relativity	Kategori:Görelilik
Relay	Röle
Religion	Din
Religion	Kategori:Din
Religious Society of Friends	Religious Society of Friends
Rembrandt	Rembrandt
Renaissance	Rönesans
Reproduction	Üreme
Reptile	Sürüngenler
Republic	Cumhuriyet (kavram)
Republic of China	Çin Cumhuriyeti
Republic of Ireland	İrlanda
Republic of Ireland	Kategori:İrlanda Cumhuriyeti
Republic of the Congo	Kongo Cumhuriyeti
Republican Party (United States)	Cumhuriyetçi Parti (ABD)
Requiem	Requiem
Resistor	Direnç (elektronik)
Respiratory system	Solunum sistemi
Reticulum	Reticulum (takımyıldız)
Retina	Retina
Retinol	A vitamini
Revolution	Devrim
Rhea (mythology)	Rheia
Rhenium	Renyum
Rhetoric	Retorik
Rhetoric	Kategori:Retorik
Rhine	Ren Nehri
Rhinoceros	Gergedan
Rho (letter)	Ρ
Rhode Island	Rhode Island
Rhode Island	Kategori:Rhode Island
Rhodes	Rodos Adası
Rhodium	Rodyum
Rhythm	Ritim
Rhythm and blues	Rhythm and Blues
Rib	Kaburga
Riboflavin	Riboflavin
Ribosome	Ribozom
Rice	Pirinç (çeltik)
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Wagner	Richard Wagner
Richard Wright (musician)	Rick Wright
Riga	Riga
Ring (mathematics)	Halka (Cebir)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
River	Nehir
River Thames	Thames Nehri
Riyadh	Riyad
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert A. Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert Edward Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Rock (geology)	Kayaç
Rock and roll	Rock and Roll
Rock music	Rock müzik
Rock music	Kategori:Rock müzik
Rocket	Roket
Rocky Mountains	Kayalık Dağlar
Rococo	Rokoko
Rodent	Kemiriciler
Roe Deer	Karaca
Roentgenium	Röntgenyum
Roger Bacon	Roger Bacon
Roman Empire	Roma İmparatorluğu
Roman Republic	Roma Cumhuriyeti
Roman law	Roma Hukuku
Roman legion	Roma lejyonu
Roman mythology	Roma mitolojisi
Roman mythology	Kategori:Roma mitolojisi
Romania	Romanya
Romania	Kategori:Romanya
Romansh	Romanş
Romanticism	Romantizm akımı
Rome	Roma, İtalya
Rome	Kategori:Roma
Ronald Reagan	Ronald Reagan
Roof	Çatı
Rook (bird)	Ekin kargası
Rook (chess)	Kale (satranç)
Roosevelt	Roosevelt
Root	Kök
Rosa Parks	Rosa Parks
Rosaceae	Gülgiller
Rosales	Rosales
Rosario	Rosario
Rose	Gül
Rosemary	Biberiye
Rosetta Stone	Rosetta Taşı
Ross Sea	Ross Denizi
Rostock	Rostock
Rotifer	Tekerlekli hayvanlar
Rotterdam	Rotterdam
Router	Yönlendirici
Rubidium	Rubidyum
Rubus idaeus	Ahududu
Ruby	Yakut
Ruby (programming language)	Ruby (programlama dili)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudyard Kipling	Rudyard Kipling
Rugby football	Ragbi
Rupert Murdoch	Rupert Murdoch
Russia	Rusya
Russia	Kategori:Rusya
Russian Orthodox Church	Rus Ortodoks Kilisesi
Russian Revolution (1917)	Ekim Devrimi
Ruthenium	Rutenyum
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordiyum
Rwanda	Ruanda
Rwanda	Kategori:Ruanda
Rye	Çavdar
S	S (harf)
SOS	SOS
Sacrament	Sakrament
Saddam Hussein	Saddam Hüseyin
Safari (web browser)	Safari (ağ tarayıcısı)
Saffron	Safran
Sagitta	Sagitta (takımyıldız)
Sagittarius (constellation)	Sagittarius (takımyıldız)
Sahara	Sahra Çölü
Sail	Yelken
Saint George	Aziz George
Saint Kitts and Nevis	Saint Kitts ve Nevis
Saint Lawrence River	Saint Lawrence Nehri
Saint Lucia	Saint Lucia
Saint Martin	Aziz Martin
Saint Paul	St. Paul, Minnesota
Saint Peter	Petrus
Saint Petersburg	St. Petersburg
Saint Vincent and the Grenadines	Saint Vincent ve Grenadinler
Saint Vincent and the Grenadines	Kategori:Saint Vincent ve Grenadinler
Sake	Sake
Saladin	Selahaddin Eyyubi
Salah	Namaz
Salamander	Semender
