Portuguese	English
Leonid Brejnev	Leonid Brezhnev
Leopardo	Leopard
Lepidoptera	Lepidoptera
Lepra	Leprosy
Lépton	Lepton
Lepus	Lepus (constellation)
Lésbica	Lesbian
Lesoto	Lesotho
Categoria:Lesoto	Lesotho
Pequenas Antilhas	Lesser Antilles
Latona	Leto
Letra	Letter (alphabet)
Leucemia	Leukemia
Levante	Levant
Alavanca	Lever
Leviatã (monstro)	Leviathan
Levítico	Leviticus
Lewis Carroll	Lewis Carroll
Lexicologia	Lexicology
Lassa	Lhasa
Lhotse	Lhotse
Liberalismo	Liberalism
Categoria:Liberalismo	Liberalism
Tigres tâmeis	Liberation Tigers of Tamil Eelam
Libéria	Liberia
Categoria:Libéria	Liberia
Libra (constelação)	Libra (constellation)
Biblioteca	Library
Biblioteconomia	Library science
Libreto	Libretto
Libreville	Libreville
Líbia	Libya
Categoria:Líbia	Libya
Líquen	Lichen
Mentira	Lie
Liechtenstein	Liechtenstein
Categoria:Liechtenstein	Liechtenstein
Tenente	Lieutenant
Vida	Life
Categoria:Vida	Life
Luz	Light
LED	Light-emitting diode
Ano-luz	Light-year
Isqueiro	Lighter
Farol	Lighthouse
Raio (meteorologia)	Lightning
Ligúria	Liguria
Mar Lígure	Ligurian Sea
Liliaceae	Liliaceae
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limerick	Limerick
Calcário	Limestone
Limite	Limit (mathematics)
Limnologia	Limnology
Limousin	Limousin (region)
Lincoln (Nebraska)	Lincoln
Lincoln	Lincoln
Lincolnshire	Lincolnshire
Recta	Line (mathematics)
Álgebra linear	Linear algebra
Categoria:Álgebra linear	Linear algebra
Equação linear	Linear equation
Lingua franca	Lingua franca
Lingüística	Linguistics
Categoria:Linguística	Linguistics
Linus Pauling	Linus Pauling
Linux	Linux
Categoria:Linux	Linux
Linz	Linz
Leão	Lion
Lípido	Lipid
Licor	Liqueur
Líquido	Liquid
LCD	Liquid crystal display
Alcaçuz	Liquorice
Lisboa	Lisbon
Lise Meitner	Lise Meitner
Lisp	Lisp (programming language)
Alfabetização	Literacy
Literatura	Literature
Categoria:Literatura	Literature
Portal:Literatura	Literature
Lítio	Lithium
Litografia	Lithography
Litosfera	Lithosphere
Lituânia	Lithuania
Categoria:Lituânia	Lithuania
Litro	Litre
Mocho-galego	Little Owl
Liverpool	Liverpool
Livônia	Livonia
Tito Lívio	Livy
Lagartos	Lizard
Liubliana	Ljubljana
Lhama	Llama
Empréstimo (linguística)	Loanword
Rede de área local	Local area network
Lago Ness	Loch Ness
Monstro de Lago Ness	Loch Ness Monster
Locomotiva	Locomotive
Logaritmo	Logarithm
Lógica	Logic
Categoria:Lógica	Logic
Porta lógica	Logic gate
Logística	Logistics
Logotipo	Logo
Loire	Loire
Rio Loire	Loire River
Loki	Loki
Lolita	Lolita
Lombardia	Lombardy
Londres	London
Categoria:Londres	London
Long Beach (Califórnia)	Long Beach
Long Island (Nova Iorque)	Long Island
Salto em comprimento	Long jump
Coruja-pequena	Long-eared Owl
Félix Lope de Vega	Lope de Vega
Pai Nosso	Lord's Prayer
Lorena (França)	Lorraine (region)
Los Angeles	Los Angeles
Lot (departamento)	Lot (department)
Altifalante	Loudspeaker
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Luís I, o Piedoso	Louis the Pious
Luís II de França	Louis the Stammerer
Luisiana	Louisiana
Categoria:Louisiana	Louisiana
Louisville	Louisville
Museu do Louvre	Louvre
Amor	Love
Baixo-alemão	Low German
Baixa Saxônia	Lower Saxony
Luanda	Luanda
Lublin	Lublin
Lucerna	Lucerne
Luciano Pavarotti	Luciano Pavarotti
Lúcifer	Lucifer
Lucrécio	Lucretius
Lucrécia Bórgia	Lucrezia Borgia
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lúmen	Lumen (unit)
Luminescência	Luminescence
Eclipse lunar	Lunar eclipse
Lund (Suécia)	Lund
Pulmão humano	Lung
Câncer de pulmão	Lung cancer
Dipnóicos	Lungfish
Lupus	Lupus (constellation)
Lusaka	Lusaka
Lusitânia	Lusitania
Alaúde	Lute
Lutécio	Lutetium
Luteranismo	Lutheranism
Lux	Lux
Luxemburgo	Luxembourg
Categoria:Luxemburgo	Luxembourg
Luxemburgo (cidade)	Luxembourg (city)
Luxor	Luxor
Luzon	Luzon
Litchi	Lychee
Lídia (Anatólia)	Lydia
Sistema linfático	Lymphatic system
Lynx (constelação)	Lynx (constellation)
Lynx (navegador)	Lynx (web browser)
Lyon	Lyon
Lyra	Lyra
Dietilamida do ácido lisérgico	Lysergic acid diethylamide
Lisina	Lysine
Lisossomo	Lysosome
M	M
Teoria-M	M-theory
MESSENGER	MESSENGER
MIME	MIME
Macau	Macau
Macbeth	Macbeth
História da Macedónia	Macedon
Macedónia	Macedonia
Macedónia (Grécia)	Macedonia (Greece)
Número de Mach	Mach number
Máquina	Machine
Código de máquina	Machine code
Metralhadora	Machine gun
Tradução automática	Machine translation
Machu Picchu	Machu Picchu
Macintosh	Macintosh
Macroeconomia	Macroeconomics
Categoria:Macroeconomia	Macroeconomics
Madagáscar	Madagascar
Categoria:Madagáscar	Madagascar
Região Autónoma da Madeira	Madeira
Madonna	Madonna (entertainer)
Madrid	Madrid
Comunidade autónoma de Madrid	Madrid (autonomous community)
Máfia	Mafia
Revista	Magazine
Magenta	Magenta
Magrebe	Maghreb
Magia	Magic (paranormal)
Quadrado mágico	Magic square
Linha Maginot	Maginot Line
Magma	Magma
Magna Carta	Magna Carta
Magnésio	Magnesium
Íman	Magnet
Campo magnético	Magnetic field
Magnetismo	Magnetism
Categoria:Magnetismo	Magnetism
Magnetita	Magnetite
Lupa	Magnifying glass
Categoria:Magnoliopsida	Magnoliopsida
Maharashtra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Maaiana	Mahayana
Correio	Mail
Rambam	Maimonides
Rio Meno	Main
Predefinição:Principal	Main
Maine	Maine
Categoria:Maine	Maine
Mainframe	Mainframe computer
Maitreya	Maitreya
Milho	Maize
Major	Major
Escala maior	Major scale
Maiorca	Majorca
Makalu	Makalu
Malabo	Malabo
Malaquita	Malachite
Malacostraca	Malacostraca
Malária	Malaria
Categoria:Malawi	Malawi
Península da Malásia	Malay Peninsula
Tapirus indicus	Malayan Tapir
Malásia	Malaysia
Categoria:Malásia	Malaysia
Malcolm X	Malcolm X
Maldivas	Maldives
Categoria:Maldivas	Maldives
Mali	Mali
Categoria:Mali	Mali
Pato-real	Mallard
Malta	Malta
Categoria:Malta	Malta
Língua maltesa	Maltese language
Maltose	Maltose
Malvaceae	Malvaceae
Mamíferos	Mammal
Mamute	Mammoth
Administração	Management
Manágua	Managua
Manama	Manama
Peixe-boi	Manatee
Manchester	Manchester
Manchúria	Manchuria
Mandala (símbolo)	Mandala
Língua mandarim	Mandarin (linguistics)
Conjunto de Mandelbrot	Mandelbrot set
Manganês	Manganese
Mangifera	Mango
Manguezal	Mangrove
Manhattan	Manhattan
Projecto Manhattan	Manhattan Project
Maniqueísmo	Manichaeism
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Maneirismo	Mannerism
Mannheim	Mannheim
Manto	Mantle (geology)
Mantra	Mantra
Mântua	Mantua
Manuel de Falla	Manuel de Falla
Manuscrito	Manuscript
Mao Tse-tung	Mao Zedong
Maoísmo	Maoism
Mapa	Map
Bordo	Maple
Maputo	Maputo
Maratona	Marathon
Mármore	Marble
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
Março	March
17 de Março	March 17
19 de Março	March 19
2 de Março	March 2
25 de Março	March 25
Marcas	Marche
Marco Polo	Marco Polo
Marco Aurélio	Marcus Aurelius
Marco Júnio Bruto	Marcus Junius Brutus
Marco Vipsânio Agripa	Marcus Vipsanius Agrippa
Marduque	Marduk
Margaret Mead	Margaret Mead
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Ilhas Marianas	Mariana Islands
Maria Antonieta	Marie Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Marco António	Mark Antony
Mark Twain	Mark Twain
Mercado	Market
Marketing	Marketing
Categoria:Marketing	Marketing
Linguagem de marcação	Markup language
Marlene Dietrich	Marlene Dietrich
Marquês de Sade	Marquis de Sade
Marrakech	Marrakech
Casamento	Marriage
Categoria:Marte	Mars
Marte	Mars (disambiguation)
Marte (mitologia)	Mars (mythology)
Marselha	Marseille
Ilhas Marshall	Marshall Islands
Categoria:Ilhas Marshall	Marshall Islands
Plano Marshall	Marshall Plan
Marsupiais	Marsupial
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martinho Lutero	Martin Luther
Martin Luther King Jr.	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martina Navratilova	Martina Navratilova
Martinica	Martinique
Mártir	Martyr
Irmãos Marx	Marx Brothers
Marxismo	Marxism
Categoria:Marxismo	Marxism
Maria, mãe de Jesus	Mary (mother of Jesus)
Maria Madalena	Mary Magdalene
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Categoria:Maryland	Maryland
Maseru	Maseru
Meshed	Mashhad
Massa	Mass
Missa	Mass (liturgy)
Número de massa	Mass number
Massachusetts	Massachusetts
Categoria:Massachusetts	Massachusetts
Instituto Tecnológico de Massachusetts	Massachusetts Institute of Technology
Masturbação	Masturbation
Mata Hari	Mata Hari
Palito de fósforo	Match
Materialismo	Materialism
Categoria:Lógica matemática	Mathematical logic
Prova matemática	Mathematical proof
Matemática	Mathematics
Categoria:Matemática	Mathematics
Portal:Matemática	Mathematics
Matriz (matemática)	Matrix (mathematics)
Matéria	Matter
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Quinta-Feira Santa	Maundy Thursday
Maurice Ravel	Maurice Ravel
Mauritânia	Mauritania
Categoria:Mauritânia	Mauritania
Maurícia	Mauritius
Categoria:Maurícia	Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximiano	Maximian
Equações de Maxwell	Maxwell's equations
Maio	May
1 de Maio	May 1
24 de Maio	May 24
Mayenne (departamento)	Mayenne
Ephemeroptera	Mayfly
Maionese	Mayonnaise
Prefeito	Mayor
Mbabane	Mbabane
Macartismo	McCarthyism
Hidromel	Mead
Sarampo	Measles
Medida (matemática)	Measure (mathematics)
Categoria:Metrologia	Measurement
Medição	Measurement
Carne	Meat
Meca	Mecca
Engenharia mecânica	Mechanical engineering
Categoria:Engenharia mecânica	Mechanical engineering
Categoria:Mecânica	Mechanics
Mecânica	Mechanics
Medéia	Medea
Mediana (estatística)	Median
Medicamento	Medication
Família Médici	Medici
Medicina	Medicine
Categoria:Medicina	Medicine
Medina	Medina
Meditação	Meditation
Categoria:Mediterrâneo	Mediterranean
Mar Mediterrâneo	Mediterranean Sea
Medusa (mitologia)	Medusa
Suricata	Meerkat
Megabyte	Megabyte
Meiose	Meiosis
Mestre Eckhart	Meister Eckhart
Meitnério	Meitnerium
Rio Mekong	Mekong
Mel Gibson	Mel Gibson
Melanésia	Melanesia
Melodia	Melody
Melpômene	Melpomene
Fusão	Melting
Ponto de fusão	Melting point
Meme	Meme
Memória	Memory
Memphis	Memphis
Mênfis	Memphis
Menachem Begin	Menachem Begin
Mendelévio	Mendelevium
Menelau	Menelaus
Meningite	Meningitis
Mensa	Mensa (constellation)
Ciclo menstrual	Menstrual cycle
Menstruação	Menstruation
Doença mental	Mental disorder
Mentha	Mentha
Mercantilismo	Mercantilism
Mercenário	Mercenary
Mercúrio	Mercury
Mercúrio (elemento químico)	Mercury (element)
Mercúrio (mitologia)	Mercury (mythology)
Mercúrio (planeta)	Mercury (planet)
Meridiano	Meridian (geography)
Meritocracia	Meritocracy
Sereia	Mermaid
Merovíngios	Merovingian
Meryl Streep	Meryl Streep
Mescalina	Mescaline
Mesolítico	Mesolithic
Méson	Meson
Mesopotâmia	Mesopotamia
Categoria:Mesopotâmia	Mesopotamia
Mesosfera	Mesosphere
Mesozóico	Mesozoic
ARN mensageiro	Messenger RNA
Messias	Messiah
Messina	Messina
Metabolismo	Metabolism
Metadados	Metadata
Metal	Metal
Semimetal	Metalloid
Metalurgia	Metallurgy
Categoria:Metalurgia	Metallurgy
Rocha metamórfica	Metamorphic rock
Metáfora	Metaphor
Metafísica	Metaphysics
Categoria:Metafísica	Metaphysics
Metástase	Metastasis
Chuva de meteoros	Meteor shower
Meteorito	Meteorite
Meteoróide	Meteoroid
Categoria:Meteorologia	Meteorology
Meteorologia	Meteorology
Metadona	Methadone
Metanfetamina	Methamphetamine
Metanol	Methanol
Metionina	Methionine
Igreja Metodista	Methodism
Metilenodioximetanfetamina	Methylenedioxymethamphetamine
Métis (satélite)	Metis (moon)
Metonímia	Metonymy
Metro	Metre
Espaço métrico	Metric space
Meuse (departamento)	Meuse
Rio Mosa	Meuse River
México	Mexico
Categoria:México	Mexico
Cidade do México	Mexico City
Miami	Miami
Mica	Mica
Miguel (arcanjo)	Michael (archangel)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo Buonarroti	Michelangelo
Michigan	Michigan
Categoria:Michigan	Michigan
Mick Jagger	Mick Jagger
Mickey Mouse	Mickey Mouse
Microbiologia	Microbiology
Categoria:Microbiologia	Microbiology
Microeconomia	Microeconomics
Categoria:Microeconomia	Microeconomics
Micronésia	Micronesia
Microorganismo	Microorganism
Microfone	Microphone
Microprocessador	Microprocessor
Microscópio	Microscope
Microscopium	Microscopium
Microondas	Microwave
Forno microondas	Microwave oven
Idade Média	Middle Ages
Categoria:Idade Média	Middle Ages
Médio Oriente	Middle East
Categoria:Oriente Médio	Middle East
Sol da meia-noite	Midnight sun
Enxaqueca	Migraine
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Mikhail Aleksandrovitch Bakunin	Mikhail Bakunin
Mikhail Glinka	Mikhail Glinka
Mikhail Gorbachev	Mikhail Gorbachev
Milão	Milan
Milha	Mile
Miles Davis	Miles Davis
Categoria:Tópicos militares	Military
Leite	Milk
Via Láctea	Milky Way
Millard Fillmore	Millard Fillmore
Milênio	Millennium
Milímetro	Millimetre
Milhão	Million
Diplópode	Millipede
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minarete	Minaret
Mindanau	Mindanao
Mineral	Mineral
Água mineral	Mineral water
Mineralogia	Mineralogy
Categoria:Mineralogia	Mineralogy
Minerva	Minerva
Dinastia Ming	Ming Dynasty
Minimalismo	Minimalism
Mineração	Mining
Ministro	Minister (government)
Minneapolis	Minneapolis
Minnesota	Minnesota
Categoria:Minnesota	Minnesota
Civilização minóica	Minoan civilization
Escala menor	Minor scale
Minos	Minos
Minotauro	Minotaur
Minsk	Minsk
Minuto	Minute
Mioceno	Miocene
Milagre	Miracle
Espelho	Mirror
Mixná	Mishnah
Categoria:Mississippi	Mississippi
Rio Mississippi	Mississippi River
Missouri	Missouri
Categoria:Missouri	Missouri
Rio Missouri	Missouri River
Mitocôndria	Mitochondrion
Mnemosine	Mnemosyne
Telefone celular	Mobile phone
Modem	Modem
Modernismo	Modernism
Modest Mussorgsky	Modest Mussorgsky
Modulação	Modulation
Mogadíscio	Mogadishu
Moiras	Moirae
Bolor	Mold
Moldávia	Moldova
Categoria:Moldávia	Moldova
Mol	Mole (unit)
Biologia Molecular	Molecular biology
Categoria:Biologia molecular	Molecular biology
Molécula	Molecule
Molise	Molise
Moluscos	Mollusca
Coquetel molotov	Molotov cocktail
Molibdênio	Molybdenum
Mombaça (Quênia)	Mombasa
Quantidade de movimento linear	Momentum
Mónaco	Monaco
Categoria:Mónaco	Monaco
Monarca	Monarch
Monarca	Monarchy
Categoria:Monarquia	Monarchy
Convento	Monastery
Segunda-feira	Monday
Dinheiro	Money
Mongólia	Mongolia
Categoria:Mongólia	Mongolia
Herpestidae	Mongoose
Monica Seles	Monica Seles
Monismo	Monism
Monocotiledónea	Monocotyledon
Monômero	Monomer
Monopólio	Monopoly
Monopólio (jogo)	Monopoly (game)
Monossacarídeo	Monosaccharide
Glutamato monossódico	Monosodium glutamate
Monoteísmo	Monotheism
Monotremata	Monotreme
Doutrina Monroe	Monroe Doctrine
Monróvia	Monrovia
Mons	Mons
Monção	Monsoon
Monte Branco	Mont Blanc
Montana	Montana
Categoria:Montana	Montana
Monte Carlo	Monte Carlo
Montenegro	Montenegro
Categoria:Montenegro	Montenegro
Monterrei	Monterrey
Montevidéu	Montevideo
Montgomery (Alabama)	Montgomery
Mês	Month
Montpelier (Vermont)	Montpelier
Montreal	Montreal
Montserrat	Montserrat
Lua	Moon
Alce	Moose
Moralidade	Morality
Morávia	Moravia
Marrocos	Morocco
Categoria:Marrocos	Morocco
Morfema	Morpheme
Morfina	Morphine
Morfologia	Morphology
Morfologia (lingüística)	Morphology (linguistics)
Código Morse	Morse code
Morteiro	Mortar (weapon)
Mosaico	Mosaic
Moscovo	Moscow
Categoria:Moscou	Moscow
Mosela	Moselle
Moisés	Moses
Moshe Dayan	Moshe Dayan
Mesquita	Mosque
Mosquito	Mosquito
Musgos	Moss
Mossad	Mossad
Mossul	Mosul
Moteto	Motet
Mãe	Mother
Madre Teresa de Calcutá	Mother Teresa
Dia das Mães	Mother's Day
Movimento	Motion (physics)
Motocicleta	Motorcycle
Lema	Motto
Monte Ararat	Mount Ararat
Monte Atos	Mount Athos
Etna	Mount Etna
Monte Everest	Mount Everest
Monte Fuji	Mount Fuji
Kilimanjaro	Mount Kilimanjaro
Monte McKinley	Mount McKinley
Monte Olimpo	Mount Olympus
Pinatubo	Mount Pinatubo
Monte Rushmore	Mount Rushmore
Monte Santa Helena	Mount St. Helens
Vesúvio	Mount Vesuvius
Montanha	Mountain
Mountain bike	Mountain bike
Passo de montanha	Mountain pass
Cordilheira	Mountain range
Mus	Mouse
Rato (informática)	Mouse (computing)
Moçambique	Mozambique
Categoria:Moçambique	Mozambique
Μ	Mu (letter)
Almuadem	Muezzin
Maomé	Muhammad
Muhammad Ali	Muhammad Ali
Morus	Mulberry
Mula	Mule
Multimédia	Multimedia
Esclerose múltipla	Multiple sclerosis
Multiplicação	Multiplication
Bombaim	Mumbai
Múmia	Mummy
Munique	Munich
Município	Municipality
Muão	Muon
Murmansk	Murmansk
Lei de Murphy	Murphy's law
Murray Gell-Mann	Murray Gell-Mann
Bananeira	Musa (genus)
Musca	Musca
Mascate	Muscat
Músculo	Muscle
Musas	Muse
Museu	Museum
Cogumelo	Mushroom
Música	Music
Categoria:Música	Music
MIDI	Musical Instrument Digital Interface
Instrumento musical	Musical instrument
Escala musical	Musical scale
Músico	Musician
Musicologia	Musicology
Mosquete	Musket
Mustelídeos	Mustelidae
Mutação	Mutation
Cisne-branco	Mute Swan
Categoria:Myanmar	Myanmar
Micenas	Mycenae
Micologia	Mycology
Categoria:Micologia	Mycology
Infarto agudo do miocárdio	Myocardial infarction
Miopia	Myopia
Myriapoda	Myriapoda
Misticismo	Mysticism
Mito	Myth
Mitologia	Mythology
Categoria:Mitologia	Mythology
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
Organização do Tratado do Atlântico Norte	NATO
Categoria:OTAN	NATO
Nadine Gordimer	Nadine Gordimer
Nadir	Nadir
Nagasaki (cidade)	Nagasaki
Nagoya	Nagoya
Língua náuatle	Nahuatl
Unha	Nail (anatomy)
Prego	Nail (fastener)
Nairobi	Nairobi
Deserto do Namibe	Namib Desert
Namíbia	Namibia
Categoria:Namíbia	Namibia
Namur	Namur (city)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanquim	Nanjing
Nanotecnologia	Nanotechnology
Nantes	Nantes
Napalm	Napalm
Nápoles	Naples
Guerras Napoleónicas	Napoleonic Wars
Narciso	Narcissus (mythology)
Nashville (Tennessee)	Nashville
Nassau	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Nação	Nation
NSA	National Security Agency
Hino nacional	National anthem
Parque Nacional	National park
Nacionalismo	Nationalism
Categoria:Nacionalismo	Nationalism
Gás natural	Natural gas
Processamento de linguagem natural	Natural language processing
Número natural	Natural number
Ciências naturais	Natural science
Seleção natural	Natural selection
Natureza	Nature
Categoria:Natureza	Nature
Naturismo	Naturism
Nauru	Nauru
Categoria:Nauru	Nauru
Milha náutica	Nautical mile
Categoria:Navegação	Navigation
Navegação	Navigation
Marinha	Navy
Nazaré (Israel)	Nazareth
Alemanha Nazi	Nazi Germany
Partido Nacional Socialista Alemão dos Trabalhadores	Nazi Party
Categoria:Nazismo	Nazism
Neandertal	Neanderthal
Nebraska	Nebraska
Categoria:Nebraska	Nebraska
Nabucodonosor II	Nebuchadrezzar II
Nebulosa	Nebula
Rio Neckar	Neckar
Gravata	Necktie
Nefertiti	Nefertiti
Negev	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematoda	Nematode
Leão da Neméia	Nemean Lion
Nêmesis (mitologia)	Nemesis (mythology)
Neodímio	Neodymium
Neolítico	Neolithic
Neologismo	Neologism
Néon	Neon
Neoplatonismo	Neoplatonism
Nepal	Nepal
Categoria:Nepal	Nepal
Néftis	Nephthys
Neptuno (planeta)	Neptune
Neptúnio	Neptunium
Nereida (satélite)	Nereid (moon)
Nero	Nero
Nerva	Nerva
Sistema nervoso	Nervous system
Categoria:Sistema nervoso	Nervous system
Ninho	Nest
Nestorianismo	Nestorianism
Países Baixos	Netherlands
Categoria:Países Baixos	Netherlands
Antilhas Neerlandesas	Netherlands Antilles
Topologia de rede	Network topology
Neurologia	Neurology
Categoria:Neurologia	Neurology
Neurónio	Neuron
Neurotransmissor	Neurotransmitter
Neutrino	Neutrino
Nêutron	Neutron
Estrela de nêutrons	Neutron star
Rio Neva	Neva River
Nevada	Nevada
Categoria:Nevada	Nevada
Neville Chamberlain	Neville Chamberlain
Nova Brunswick	New Brunswick
Nova Caledónia	New Caledonia
Nova Deli	New Delhi
Nova Inglaterra	New England
Nova Guiné	New Guinea
Nova Hampshire	New Hampshire
Categoria:Nova Hampshire	New Hampshire
Nova Jérsei	New Jersey
Categoria:Nova Jérsei	New Jersey
Novo México	New Mexico
Categoria:Novo México	New Mexico
Nova Orleães	New Orleans
Nova Gales do Sul (Estado australiano)	New South Wales
Novo Testamento	New Testament
Novo Mundo	New World
Ano-Novo	New Year
Nova Iorque (estado)	New York
Categoria:Estado de Nova Iorque	New York
Nova Iorque (desambiguação)	New York (disambiguation)
Nova Iorque	New York City
Categoria:Nova Iorque	New York City
New York Stock Exchange	New York Stock Exchange
Nova Zelândia	New Zealand
Categoria:Nova Zelândia	New Zealand
Newark	Newark
Terra Nova	Newfoundland (island)
Terra Nova e Labrador	Newfoundland and Labrador
Newport (País de Gales)	Newport
Newton	Newton
Niacina	Niacin
Cataratas do Niágara	Niagara Falls
Niamey	Niamey
Nicarágua	Nicaragua
Categoria:Nicarágua	Nicaragua
Nice	Nice
Credo Niceno-Constantinopolitano	Nicene Creed
Casa de Petrović Njegoš	Nicholas
Níquel	Nickel
Nicolas Poussin	Nicolas Poussin
Nicolau Copérnico	Nicolaus Copernicus
Nicósia	Nicosia
Nicotina	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Níger	Niger
Categoria:Níger	Niger
Rio Níger	Niger River
Nigéria	Nigeria
Categoria:Nigéria	Nigeria
Noite	Night
Rouxinol	Nightingale
Niilismo	Nihilism
Noviomago	Nijmegen
Nike Inc.	Nike
Niké	Nike (mythology)
Nikita Khrushchov	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Rio Nilo	Nile
Crocodilo-do-nilo	Nile crocodile
Nínive	Nineveh
Ninja	Ninja
Nióbio	Niobium
Nirvana	Nirvana
Ácido nítrico	Nitric acid
Nitrogénio	Nitrogen
Nitroglicerina	Nitroglycerin
Nix (satélite)	Nix (moon)
Njord	Njord
Noé	Noah
Noam Chomsky	Noam Chomsky
Prémio Nobel	Nobel Prize
Categoria:Prémio Nobel	Nobel Prize
Nobélio	Nobelium
Nobreza	Nobility
Categoria:Nobreza	Nobility
Gás nobre	Noble gas
Povo nômade	Nomad
Caso nominativo	Nominative case
Não-metal	Nonmetal
Norfolk (Inglaterra)	Norfolk
Ilha Norfolk	Norfolk Island
Norma (constelação)	Norma (constellation)
Distribuição normal	Normal distribution
Norman Mailer	Norman Mailer
Normandia	Normandy
Nornas	Norn
Mitologia nórdica	Norse mythology
Categoria:Mitologia nórdica	Norse mythology
Norte	North
Norte de África	North Africa
América do Norte	North America
Categoria:América do Norte	North America
Carolina do Norte	North Carolina
Categoria:Carolina do Norte	North Carolina
Dacota do Norte	North Dakota
Categoria:Dakota do Norte	North Dakota
Ilha Norte	North Island
Coreia do Norte	North Korea
Categoria:Coreia do Norte	North Korea
Pólo Norte	North Pole
Mar do Norte	North Sea
North Yorkshire	North Yorkshire
Europa setentrional	Northern Europe
Hemisfério norte	Northern Hemisphere
Irlanda do Norte	Northern Ireland
Categoria:Irlanda do Norte	Northern Ireland
Marianas Setentrionais	Northern Mariana Islands
Território do Norte	Northern Territory
Esox lucius	Northern pike
Territórios do Noroeste	Northwest Territories
Noruega	Norway
Categoria:Noruega	Norway
Mar da Noruega	Norwegian Sea
Coroa norueguesa	Norwegian krone
Nariz	Nose
Nostradamus	Nostradamus
Nota	Note
Nouakchott	Nouakchott
Substantivo	Noun
Nova Escócia	Nova Scotia
Nova Zembla	Novaya Zemlya
Romance	Novel
Novembro	November
1 de Novembro	November 1
11 de Novembro	November 11
2 de Novembro	November 2
5 de Novembro	November 5
Novial	Novial
Novosibirsk	Novosibirsk
Ν	Nu (letter)
Fissão nuclear	Nuclear fission
Fusão nuclear	Nuclear fusion
Física nuclear	Nuclear physics
Categoria:Física nuclear	Nuclear physics
Energia nuclear	Nuclear power
Bomba atômica	Nuclear weapon
Ácido nucleico	Nucleic acid
Nucleon	Nucleon
Nucleótido	Nucleotide
Número	Number
Categoria:Números	Numbers
Numídia	Numidia
Numismática	Numismatics
Categoria:Numismática	Numismatics
Nunavut	Nunavut
Nuremberga	Nuremberg
Noz	Nut (fruit)
Noz-moscada	Nutmeg
Categoria:Nutrição	Nutrition
Ninfa (mitologia)	Nymph
Nymphaeaceae	Nymphaeaceae
Nix	Nyx (mythology)
O	O
Organização dos Países Exportadores de Petróleo	OPEC
Oahu	Oahu
Carvalho	Oak
Oakland (Califórnia)	Oakland
Oásis	Oasis
Aveia	Oat
Oaxaca	Oaxaca
Rio Ob	Ob River
Obelisco	Obelisk
Obesidade	Obesity
Orientação a objeto	Object-oriented programming
Oboé	Oboe
Observatório	Observatory
Obsidiana	Obsidian
Navalha de Occam	Occam's razor
Oceano	Ocean
Corrente oceânica	Ocean current
Oceania	Oceania
Categoria:Oceania	Oceania
Oceânides	Oceanid
Oceanografia	Oceanography
Categoria:Oceanografia	Oceanography
Oceano (mitologia)	Oceanus
Sistema octal	Octal
Octans	Octans
Oitava	Octave
Outubro	October
12 de Outubro	October 12
24 de Outubro	October 24
Revolução de Outubro	October Revolution
Polvo	Octopus
Ode	Ode
Rio Oder	Oder River
Odessa	Odessa
Odin	Odin
Odonata	Odonata
Odisseu	Odysseus
Odisséia	Odyssey
Édipo	Oedipus
