Indonesian	English
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paulus dari Tarsus	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Pavo	Pavo (constellation)
Pays de la Loire	Pays de la Loire
Ercis	Pea
Damai	Peace
Perdamaian Westphalia	Peace of Westphalia
Persik	Peach
Merak	Peafowl
Kacang tanah	Peanut
Mutiara	Pearl
Pearl Harbor	Pearl Harbor
Gambut	Peat
Pedagogi	Pedagogy
Pediatri	Pediatrics
Pedofilia	Pedophilia
Pegasus	Pegasus (constellation)
Pensil	Pencil
Penguin	Penguin
Penisilin	Penicillin
Semenanjung	Peninsula
Pennsylvania	Pennsylvania
Kategori:Pennsylvania	Pennsylvania
Segi lima	Pentagon
Pentagram	Pentagram
Pentakosta	Pentecost
Gereja Pentakosta	Pentecostalism
Kategori:Tokoh	People
Republik Rakyat Cina	People's Republic of China
Pepsi	Pepsi
Alat musik perkusi	Percussion instrument
Falcon Peregrine	Peregrine Falcon
Parfum	Perfume
Periode tabel periodik	Period (periodic table)
Tabel periodik	Periodic table
Perm	Perm
Perm	Permian
Permutasi	Permutation
Pernambuco	Pernambuco
Persepolis	Persepolis
Perseus	Perseus (constellation)
Kekaisaran Persia	Persian Empire
Teluk Persia	Persian Gulf
Personal Digital Assistant	Personal digital assistant
Perth, Australia Barat	Perth
Peru	Peru
Kategori:Peru	Peru
Peter Sellers	Peter Sellers
Minyak bumi	Petroleum
Petrologi	Petrology
Fanerozoikum	Phanerozoic
Firaun	Pharaoh
Farmakologi	Pharmacology
Kategori:Farmakologi	Pharmacology
Faring	Pharynx
Fase benda	Phase (matter)
Fenol	Phenol
Fenomenologi	Phenomenology
Fenotipe	Phenotype
Fenilalanin	Phenylalanine
Fenilketonuria	Phenylketonuria
Philadelphia, Pennsylvania	Philadelphia
Filateli	Philately
Kategori:Filateli	Philately
Felipe II dari Spanyol	Philip II of Spain
Philipp Eduard Anton von Lenard	Philipp Lenard
Laut Filipina	Philippine Sea
Filipina	Philippines
Kategori:Filipina	Philippines
Filologi	Philology
Batu filsuf	Philosopher's stone
Filsafat	Philosophy
Kategori:Filsafat	Philosophy
Portal:Filsafat	Philosophy
Phnom Penh	Phnom Penh
Fobia	Phobia
Bangsa Fenisia	Phoenicia
Phoenix, Arizona	Phoenix
Phoenix	Phoenix
Phoenix (mitologi)	Phoenix (mythology)
Phoenix (wahana antariksa)	Phoenix (spacecraft)
Fonem	Phoneme
Fonetik	Phonetics
Kategori:Fonetik	Phonetics
Fonologi	Phonology
Fosfat	Phosphate
Fosfor	Phosphorus
Fotografi	Photography
Kategori:Fotografi	Photography
Foton	Photon
Fotosfer	Photosphere
Fotosintesis	Photosynthesis
Filum	Phylum
Kimia fisik	Physical chemistry
Kategori:Kimia fisik	Physical chemistry
Dokter	Physician
Fisika	Physics
Kategori:Fisika	Physics
Portal:Fisika	Physics
Fisiologi	Physiology
Kategori:Fisiologi	Physiology
Pi	Pi
Piano	Piano
Picardie	Picardie
Piciformes	Piciformes
Bahasa Pidgin	Pidgin
Piemonte	Piedmont
Pierre, South Dakota	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Pieter Zeeman	Pieter Zeeman
Pigmen	Pigment
Plzeň	Pilsen
Tusam	Pine
Nanas	Pineapple
Ping	Ping
Merah jambu	Pink
Anjing laut	Pinniped
Perompakan	Piracy
Pisa	Pisa
Pisces	Pisces (constellation)
Piston	Piston
Pittsburgh, Pennsylvania	Pittsburgh
Hipofisis	Pituitary gland
Piksel	Pixel
Pizza	Pizza
Plagiarisme	Plagiarism
Planet	Planet
Plankton	Plankton
Tumbuhan	Plant
Plastik	Plastic
Plastida	Plastid
Lempeng tektonik	Plate tectonics
Keping darah	Platelet
Platina	Platinum
Plato	Plato
Platipus	Platypus
Playboy (majalah)	Playboy
Plestosen	Pleistocene
Pleven	Pleven
Pliosen	Pliocene
Plovdiv	Plovdiv
Prem	Plum
Pluto	Pluto
Plutonium	Plutonium
Plymouth	Plymouth
Pneumonia	Pneumonia
Sungai Po	Po River
Poaceae	Poaceae
Podcasting	Podcast
Puisi	Poetry
Pogrom	Pogrom
Racun	Poison
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Polandia	Poland
Kategori:Polandia	Poland
Beruang kutub	Polar bear
Polisi	Police
Poliomielitis	Poliomyelitis
Partai politik	Political party
Ilmu politik	Political science
Kategori:Ilmu politik	Political science
Politikus	Politician
Politik	Politics
Kategori:Politik	Politics
Serbuk sari	Pollen
Penyerbukan	Pollination
Pencemaran	Pollution
Polo	Polo
Polonium	Polonium
Poligami	Polygamy
Polimer	Polymer
Polinesia	Polynesia
Politeisme	Polytheism
Delima	Pomegranate
Jeruk bali	Pomelo
Pompeii	Pompeii
Pontius Pilatus	Pontius Pilate
Musik populer	Pop music
Paus (Katolik Roma)	Pope
Paus Aleksander VI	Pope Alexander VI
Pornografi	Pornography
Pelabuhan	Port
Port Louis	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port-of-Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland	Portland
Porto	Porto
Portsmouth	Portsmouth
Portugal	Portugal
Kategori:Portugal	Portugal
Poseidon	Poseidon
Positron	Positron
Prangko	Postage stamp
Kode pos	Postal code
Kalium	Potassium
Kalium nitrat	Potassium nitrate
Kentang	Potato
Energi potensial	Potential energy
Potsdam	Potsdam
Pound sterling	Pound sterling
Kemiskinan	Poverty
Daya	Power (physics)
Praha	Prague
Praia, Tanjung Verde	Praia
Praseodimium	Praseodymium
Prakambrium	Precambrian
Presipitasi	Precipitation (meteorology)
Kehamilan	Pregnancy
Prasejarah	Prehistory
Kategori:Prasejarah	Prehistory
Presiden	President
Daftar Presiden AS	President of the United States
Tekanan	Pressure
Pretoria	Pretoria
Primata	Primate
Kategori:Primata	Primates
Meridian utama	Prime Meridian
Perdana Menteri	Prime minister
Bilangan prima	Prime number
Pulau Pangeran Edward	Prince Edward Island
Pangeran Wales	Prince of Wales
Universitas Princeton	Princeton University
Teori relativitas	Principle of relativity
Percetakan	Printing
Prion	Prion
Prisma (geometri)	Prism (geometry)
Prisma (optik)	Prism (optics)
Penjara	Prison
Tahanan perang	Prisoner of war
Probabilitas	Probability theory
Procyonidae	Procyonidae
Profesor	Professor
Laba	Profit
Pemrogram	Programmer
Bahasa pemrograman	Programming language
Progressive rock	Progressive rock
Prokariota	Prokaryote
Prolog	Prolog
Prometium	Promethium
Pronomina	Pronoun
Propaganda	Propaganda
Propana	Propane
Nabi	Prophet
Prosa	Prose
Prostat	Prostate
Protektorat	Protectorate
Protein	Protein
Proterozoikum	Proterozoic
Reformasi Protestan	Protestant Reformation
Protestan	Protestantism
Protista	Protist
Kategori:Protista	Protista
Protokol	Protocol
Proton	Proton
Protozoa	Protozoa
Providence, Rhode Island	Providence
Proxima Centauri	Proxima Centauri
Prusia	Prussia
Kitab Mazmur	Psalms
Nama samaran	Pseudonym
Kategori:Ilmu semu	Pseudoscience
Ilmu semu	Pseudoscience
Psoriasis	Psoriasis
Psikiatri	Psychiatry
Kategori:Psikiatri	Psychiatry
Psikoanalisis	Psychoanalysis
Psikologi	Psychology
Kategori:Psikologi	Psychology
Psikoterapi	Psychotherapy
Dinasti Ptolemeus	Ptolemaic dynasty
Claudius Ptolemaeus	Ptolemy
Pubertas	Puberty
Domain publik	Public domain
Hubungan Masyarakat	Public relations
Puerto Riko	Puerto Rico
Kategori:Puerto Riko	Puerto Rico
Katrol	Pulley
Pompa	Pump
Tanda baca	Punctuation
Punk rock	Punk rock
Pyongyang	Pyongyang
Piramida	Pyramid
Limas	Pyramid (geometry)
Pythagoras	Pythagoras
Qatar	Qatar
Kategori:Qatar	Qatar
Dinasti Qin	Qin Dynasty
Dinasti Qing	Qing Dynasty
Persamaan kuadrat	Quadratic equation
Mekanika kuantum	Quantum mechanics
Kategori:Mekanika kuantum	Quantum mechanics
Karantina	Quarantine
Quark	Quark
Kuarsa	Quartz
Quebec	Quebec
Kategori:Quebec	Quebec
Kota Quebec	Quebec City
Bahasa Quechua	Quechua
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Tanda tanya	Question mark
Quetzalcoatl	Quetzalcoatl
Quito	Quito
RAF	RAF (disambiguation)
RAID	RAID
Asam ribonukleat	RNA
Ra	Ra
Rabat	Rabat
Rabi	Rabbi
Rabindranath Tagore	Rabindranath Tagore
Anjing rakun	Raccoon Dog
Ras manusia	Race
Rachel Carson	Rachel Carson
Rasisme	Racism
Kategori:Rasisme	Racism
Radar	Radar
Radian	Radian
Kategori:Radio	Radio
Peluruhan radioaktif	Radioactive decay
Penanggalan radiokarbon	Radiocarbon dating
Radiologi	Radiology
Radium	Radium
Radius	Radius
Radon	Radon
Hujan	Rain
Pelangi	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh, North Carolina	Raleigh
Rama	Rama
Ramadhan	Ramadan
Ramayana	Ramayana
RAM	Random access memory
Pemerkosaan	Rape
Brassica napus	Rapeseed
Raphael Sanzio	Raphael
Kategori:Angkutan cepat	Rapid transit
Bilangan rasional	Rational number
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
ROM	Read-only memory
Bilangan riil	Real number
Resesi	Recession
Persegi panjang	Rectangle
Rekursi	Recursion
Daur ulang	Recycling
Merah	Red
Faksi Pasukan Merah	Red Army Faction
Rubah merah	Red Fox
Panda Merah	Red Panda
Laut Merah	Red Sea
Ganggang merah	Red algae
Sel darah merah	Red blood cell
Pergeseran merah	Redshift
Pergeseran merah	Redshift (disambiguation)
RISC	Reduced instruction set computer
Referendum	Referendum
Pengungsi	Refugee
Gubernur	Regent
Reggae	Reggae
Resimen	Regiment
Regina, Saskatchewan	Regina
Wilayah	Region
Reims	Reims
Reinkarnasi	Reincarnation
Kategori:Relativitas	Relativity
Relay	Relay
Agama	Religion
Kategori:Agama	Religion
Kaum Quaker	Religious Society of Friends
Rembrandt van Rijn	Rembrandt
Abad Renaisans	Renaissance
Reptil	Reptile
Republik	Republic
Republik Cina	Republic of China
Republik Irlandia	Republic of Ireland
Kategori:Republik Irlandia	Republic of Ireland
Republik Kongo	Republic of the Congo
Kategori:Republik Kongo	Republic of the Congo
Partai Republik (Amerika Serikat)	Republican Party (United States)
Resistor	Resistor
Sistem pernapasan	Respiratory system
Retina	Retina
Retinol	Retinol
Revolusi	Revolution
Revolver	Revolver
Rhea	Rhea (mythology)
Renium	Rhenium
Retorika	Rhetoric
Rhein	Rhine
Badak	Rhinoceros
Rhode Island	Rhode Island
Kategori:Rhode Island	Rhode Island
Pulau Rodos	Rhodes
Rodium	Rhodium
Belah ketupat	Rhombus
R&B	Rhythm and blues
Tulang rusuk	Rib
Ribosom	Ribosome
Padi	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (pemusik)	Richard Wright (musician)
Richmond, Virginia	Richmond
Riga	Riga
Asensio rekta	Right ascension
Ringo Starr	Ringo Starr
Rio de Janeiro	Rio de Janeiro
Rio de Janeiro (negara bagian)	Rio de Janeiro (state)
Sungai	River
Sungai Thames	River Thames
Riyadh	Riyadh
Jalan raya	Road
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert De Niro	Robert De Niro
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Julius Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Batu-Gunting-Kertas	Rock
Batu	Rock (geology)
Kategori:Rock	Rock music
Roket	Rocket
Pegunungan Rocky	Rocky Mountains
Hewan pengerat	Rodent
Rusa Roe	Roe Deer
Roger Bacon	Roger Bacon
Gereja Katolik Roma	Roman Catholic Church
Kekaisaran Romawi	Roman Empire
Republik Romawi	Roman Republic
Mitologi Romawi	Roman mythology
Kategori:Mitologi Romawi	Roman mythology
Rumania	Romania
Kategori:Rumania	Romania
Bahasa Romansh	Romansh
Romantisisme	Romanticism
Roma	Rome
Ronald Reagan	Ronald Reagan
Atap	Roof
Akar	Root
Rosa Parks	Rosa Parks
Rosaceae	Rosaceae
Rosario, Argentina	Rosario
Doa Rosario	Rosary
Mawar	Rose
Roseau	Roseau
Batu Rosetta	Rosetta Stone
Rosh Hashanah	Rosh Hashanah
Laut Ross	Ross Sea
Rostock	Rostock
Gemeente Rotterdam	Rotterdam
Router	Router
Angkatan Udara Britania Raya	Royal Air Force
Karet	Rubber
Rubicon	Rubicon
Rubidium	Rubidium
Rubi	Ruby
Ruby (bahasa pemrograman)	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Joseph Rudyard Kipling	Rudyard Kipling
Rupert Murdoch	Rupert Murdoch
Rusia	Russia
Kategori:Rusia	Russia
Revolusi Rusia	Russian Revolution (1917)
Perang Rusia-Jepang	Russo-Japanese War
Rutenium	Ruthenium
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Rwanda	Rwanda
Kategori:Rwanda	Rwanda
SOAP	SOAP
SOS	SOS
Sakramen	Sacrament
Sacramento, California	Sacramento
Saddam Hussein	Saddam Hussein
Safari (penjelajah web)	Safari (web browser)
Kuma-kuma	Saffron
Sagitta	Sagitta
Sagittarius	Sagittarius (constellation)
Gurun Sahara	Sahara
Santo	Saint
Andreas	Saint Andrew
Saint Kitts dan Nevis	Saint Kitts and Nevis
Kategori:Saint Kitts dan Nevis	Saint Kitts and Nevis
Sungai Saint Lawrence	Saint Lawrence River
Saint Lucia	Saint Lucia
Kategori:Saint Lucia	Saint Lucia
Saint Martin	Saint Martin
Patrick (santo)	Saint Patrick
Saint Paul, Minnesota	Saint Paul
Simon Petrus	Saint Peter
St. Petersburg	Saint Petersburg
Saint Vincent dan Grenadines	Saint Vincent and the Grenadines
Kategori:Saint Vincent dan Grenadines	Saint Vincent and the Grenadines
Sake	Sake
Salahuddin Ayyubi	Saladin
Shalat	Salah
Salem, Oregon	Salem
Salerno	Salerno
Air liur	Saliva
Salman Rushdie	Salman Rushdie
Garam (kimia)	Salt (chemistry)
Salt Lake City, Utah	Salt Lake City
Salvador, Brasil	Salvador
Salzburg	Salzburg
Salzburg (negara bagian)	Salzburg (state)
Samara, Rusia	Samara
Samarium	Samarium
Samarkand	Samarkand
Samoa	Samoa
Kategori:Samoa	Samoa
Samsara	Samsara
Samuel Beckett	Samuel Beckett
Samuel Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurai
San Antonio, Texas	San Antonio
San Diego, California	San Diego
San Francisco	San Francisco
San José, California	San Jose
San Juan, Puerto Riko	San Juan
San Marino	San Marino
Kategori:San Marino	San Marino
San Marino (kota)	San Marino
San Salvador	San Salvador
Pasir	Sand
Sandro Botticelli	Sandro Botticelli
Batu pasir	Sandstone
Roti lapis	Sandwich
Bahasa Sanskerta	Sanskrit
Santa Fe, New Mexico	Santa Fe
Santiago, Chili	Santiago
Santo Domingo	Santo Domingo
Santos	Santos (Săo Paulo)
Safir	Sapphire
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Sarden	Sardine
Sardinia	Sardinia
Sari, Iran	Sari
Saskatchewan	Saskatchewan
Setan	Satan
Setanisme	Satanism
Satelit	Satellite
Sabtu	Saturday
Saturnus	Saturn
Kategori:Saturnus	Saturn
Satyr	Satyr
Saus	Sauce
Arab Saudi	Saudi Arabia
Kategori:Arab Saudi	Saudi Arabia
Saul Bellow	Saul Bellow
Sosis	Sausage
Sabana	Savanna
Sachsen	Saxony
Kategori:Sachsen	Saxony
Saksofon	Saxophone
Skandinavia	Scandinavia
Kategori:Skandinavia	Scandinavia
Skandium	Scandium
Tulang belikat	Scapula
Skizofrenia	Schizophrenia
Sekolah (institusi)	School
Schutzstaffel	Schutzstaffel
Ilmu	Science
Kategori:Ilmu	Science
Fiksi ilmiah	Science fiction
Metode ilmiah	Scientific method
Ilmuwan	Scientist
Gunting	Scissors
Kalajengking	Scorpion
Scorpius	Scorpius
Skotlandia	Scotland
Kategori:Skotlandia	Scotland
Bahasa Gaelik Skotlandia	Scottish Gaelic
Scrabble	Scrabble
Baut	Screw
Obeng	Screwdriver
Skrotum	Scrotum
Patung	Sculpture
Kategori:Patung	Sculpture
Laut	Sea
Teripang	Sea cucumber
Permukaan laut	Sea level
Laut Azov	Sea of Azov
Laut Jepang	Sea of Japan
Laut Marmara	Sea of Marmara
Laut Okhotsk	Sea of Okhotsk
Seaborgium	Seaborgium
Kuda laut	Seahorse
Mesin pencari	Search engine
Menara Sears	Sears Tower
Musim	Season
Seattle	Seattle
Detik	Second
Perang Salib Kedua	Second Crusade
Konsili Vatikan II	Second Vatican Council
Hukum termodinamika kedua	Second law of thermodynamics
Sekte	Sect
Kategori:Keamanan	Security
Batuan sedimen	Sedimentary rock
Biji	Seed
Segovia	Segovia
Sungai Seine	Seine
Seismologi	Seismology
Kategori:Seismologi	Seismology
Selene	Selene
Selenium	Selenium
Semantik	Semantics
Kategori:Semantik	Semantics
Air mani	Semen
Semikonduktor	Semiconductor
Semiotika	Semiotics
Senat	Senate
Senegal	Senegal
Kategori:Senegal	Senegal
Seoul	Seoul
Seppuku	Seppuku
September	September
11 September	September 11
Serangan 11 September 2001	September 11
17 September	September 17
29 September	September 29
Septuaginta	Septuagint
Barisan	Sequence
Serbia	Serbia
Kategori:Serbia	Serbia
Serbia dan Montenegro	Serbia and Montenegro
Kategori:Serbia dan Montenegro	Serbia and Montenegro
Sergei Rachmaninoff	Sergei Rachmaninoff
Serin	Serine
Serotonin	Serotonin
Serpens	Serpens
Peladen	Server (computing)
Himpunan	Set
Teori himpunan	Set theory
Kategori:Teori himpunan	Set theory
Sevastopol	Sevastopol
SARS	Severe acute respiratory syndrome
Sevilla	Seville
Seks	Sex
Alat kelamin	Sex organ
Seksisme	Sexism
Hubungan seksual	Sexual intercourse
Penyakit menular seksual	Sexually transmitted disease
Seychelles	Seychelles
Kategori:Seychelles	Seychelles
Syahadat	Shahadah
Dukun	Shamanism
Shanghai	Shanghai
Saham	Share (finance)
Shareware	Shareware
Syariat Islam	Sharia
Hiu	Shark
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Perisai	Shield
Shikoku	Shikoku
Shinto	Shinto
Kapal	Ship
Siwa	Shiva
Shogi	Shogi
Stenografi	Shorthand
Udang	Shrimp
Siberia	Siberia
Sichuan	Sichuan
Sisilia	Sicily
Kategori:Sisilia	Sicily
Sierra Leone	Sierra Leone
Kategori:Sierra Leone	Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Bahasa isyarat	Sign language
Sigrid Undset	Sigrid Undset
Sikhisme	Sikhism
Sikkim	Sikkim
Silesia	Silesia
Silikon	Silicon
Silicon Valley	Silicon Valley
Jalur Sutra	Silk Road
Silur	Silurian
Perak	Silver
Simone de Beauvoir	Simone de Beauvoir
Dosa	Sin
Semenanjung Sinai	Sinai Peninsula
Harry Sinclair Lewis	Sinclair Lewis
Singapura	Singapore
Kategori:Singapura	Singapore
Singel	Single (music)
Siren	Siren
Sirius	Sirius
Kapel Sistina	Sistine Chapel
Sitting Bull	Sitting Bull
Perang Enam Hari	Six-Day War
Skagerrak	Skagerrak
Skateboard	Skateboard
Kategori:Sistem rangka	Skeletal system
Kulit	Skin
Skinhead	Skinhead
Skopje	Skopje
Tengkorak	Skull
Pencakar langit	Skyscraper
Slash	Slash (musician)
Perbudakan	Slavery
Slayer	Slayer
Tidur	Sleep
Slowakia	Slovakia
Kategori:Slowakia	Slovakia
Slovenia	Slovenia
Kategori:Slovenia	Slovenia
Usus halus	Small intestine
Asbut	Smog
Smolensk	Smolensk
Ular	Snake
Salju	Snow
Sabun	Soap
Sosialisme	Socialism
Kategori:Masyarakat	Society
Yesuit	Society of Jesus
Sosiolinguistik	Sociolinguistics
Sosiologi	Sociology
Kategori:Sosiologi	Sociology
Socrates	Socrates
Natrium	Sodium
Natrium bikarbonat	Sodium bicarbonate
Natrium klorida	Sodium chloride
Sofia	Sofia
Sofbol	Softball
Kategori:Perangkat lunak	Software
Tanah	Soil
Solanaceae	Solanaceae
Kategori:Solanaceae	Solanaceae
Tata surya	Solar System
Kategori:Tata Surya	Solar System
Sel surya	Solar cell
Gerhana matahari	Solar eclipse
Energi surya	Solar energy
Angin matahari	Solar wind
Padat	Solid
Padat	Solid state
Solidarność	Solidarity
Salomo	Solomon
Kepulauan Solomon	Solomon Islands
Kategori:Kepulauan Solomon	Solomon Islands
Titik balik matahari	Solstice
Larutan	Solution
Somalia	Somalia
Kategori:Somalia	Somalia
Somerset	Somerset
Somme (departemen)	Somme
Lagu	Song
Kitab Kidung Agung	Song of Solomon
Sophia Loren	Sophia Loren
Sofisme	Sophism
Sophokles	Sophocles
Sopran	Soprano
Sorbonne	Sorbonne
Jiwa	Soul
Bunyi	Sound
Sup	Soup
Kode sumber	Source code
Selatan	South
Kategori:Afrika Selatan	South Africa
Amerika Selatan	South America
Kategori:Amerika Selatan	South America
Australia Selatan	South Australia
South Carolina	South Carolina
Kategori:Carolina Selatan	South Carolina
Laut China Selatan	South China Sea
South Dakota	South Dakota
Kategori:Dakota Selatan	South Dakota
Pulau Selatan	South Island
Korea Selatan	South Korea
Kategori:Korea Selatan	South Korea
Kutub Selatan	South Pole
Vietnam Selatan	South Vietnam
Asia Tenggara	Southeast Asia
Belahan selatan	Southern Hemisphere
Kedaulatan	Sovereignty
Uni Soviet	Soviet Union
Kategori:Uni Soviet	Soviet Union
Kedelai	Soybean
Ruang	Space
Pesawat ulang-alik	Space Shuttle
Stasiun luar angkasa	Space station
Wahana antariksa	Spacecraft
Spageti	Spaghetti
Spanyol	Spain
Kategori:Spanyol	Spain
Spam	Spam (electronic)
Perang Saudara Spanyol	Spanish Civil War
Kategori:Tokoh Spanyol	Spanish people
Perang Spanyol-Amerika	Spanish-American War
Sparta	Sparta
Tombak	Spear
Relativitas khusus	Special relativity
Spesies	Species
Spektroskopi	Spectroscopy
Kecepatan cahaya	Speed of light
Speleologi	Speleology
Spencer Tracy	Spencer Tracy
Ikan paus sperma	Sperm Whale
Spermatozoid	Spermatozoon
Bola (geometri)	Sphere
Sphinx	Sphinx
Rempah-rempah	Spice
Spin (fisika)	Spin (physics)
Bayam (Spinacia)	Spinach
Sumsum tulang belakang	Spinal cord
Limpa	Spleen
Split	Split
Porifera	Sponge
Olahraga	Sport
Lembar kerja	Spreadsheet
Musim semi	Spring (season)
Springfield, Illinois	Springfield
Spyware	Spyware
Squamata	Squamata
Bujur sangkar	Square (geometry)
Squash	Squash (sport)
Bajing	Squirrel
Sri Lanka	Sri Lanka
Kategori:Sri Lanka	Sri Lanka
St. Louis, Missouri	St. Louis
Stadion	Stadium
Baja tahan karat	Stainless steel
SGML	Standard Generalized Markup Language
Simpangan baku	Standard deviation
Universitas Stanford	Stanford University
Stanley Kubrick	Stanley Kubrick
Bintang	Star
Bintang Daud	Star of David
Pati (polisakarida)	Starch
Bintang laut	Starfish
Negara	State
Mekanika statistika	Statistical mechanics
Statistika	Statistics
Kategori:Statistika	Statistics
Patung Liberty	Statue of Liberty
Stavanger	Stavanger
Uap	Steam
Mesin uap	Steam engine
Baja	Steel
Steffi Graf	Steffi Graf
Stegosaurus	Stegosaurus
Sel punca	Stem cell
Stephen Hawking	Stephen Hawking
Stepa	Steppe
Steven Spielberg	Steven Spielberg
Sting	Sting
Bursa saham	Stock exchange
Stockholm	Stockholm
Lambung	Stomach
Zaman Batu	Stone Age
Stonehenge	Stonehenge
Bangau	Stork
Badai	Storm
Selat	Strait
Selat Gibraltar	Strait of Gibraltar
Selat Magelhaens	Strait of Magellan
Selat Messina	Strait of Messina
Kategori:Selat	Straits
Strasbourg	Strasbourg
Strategi	Strategy
Stratigrafi	Stratigraphy
Stratosfer	Stratosphere
Stroberi	Strawberry
Stres	Stress (medicine)
Teori dawai	String theory
Stroke	Stroke
Gaya nuklir kuat	Strong interaction
Stronsium	Strontium
Templat:Stub	Stub
Peserta didik	Student
Stupa	Stupa
Stuttgart	Stuttgart
Afrika Sub-Sahara	Sub-Saharan Africa
Subkultur	Subculture
Kapal selam	Submarine
Pengurangan	Subtraction
Subversion	Subversion (software)
Sucre, Bolivia	Sucre
Sudan	Sudan
Kategori:Sudan	Sudan
Sudoku	Sudoku
Terusan Suez	Suez Canal
Sufiks	Suffix
Sufisme	Sufism
Gula	Sugar
Soeharto	Suharto
Soekarno	Sukarno
Sulawesi	Sulawesi
Belerang	Sulfur
Yperit	Sulfur mustard
Asam sulfat	Sulfuric acid
Sultan	Sultan
Sumatra	Sumatra
Sumeria	Sumer
Musim panas	Summer
Sumo	Sumo
Matahari	Sun
Sun Yat-sen	Sun Yat-sen
Minggu	Sunday
Jam matahari	Sundial
Bunga Matahari	Sunflower
Sunni	Sunni Islam
Superkomputer	Supercomputer
Superkonduktivitas	Superconductivity
Superman	Superman
Supernova	Supernova
Mahkamah Agung Amerika Serikat	Supreme Court of the United States
Surah	Sura
Tegangan permukaan	Surface tension
Ahli bedah	Surgeon
Bedah	Surgery
Kategori:Bedah	Surgery
Suriname	Suriname
Kategori:Suriname	Suriname
Surrey	Surrey
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Angsa	Swan
Swastika	Swastika
Swaziland	Swaziland
Kategori:Swaziland	Swaziland
Swedia	Sweden
Kategori:Swedia	Sweden
Krona Swedia	Swedish krona
Ubi jalar	Sweet potato
Berenang	Swimming
Swiss	Switzerland
Kategori:Swiss	Switzerland
Pedang	Sword
Sydney	Sydney
Sylvia Plath	Sylvia Plath
Simbiosis	Symbiosis
Lambang	Symbol
Simfoni	Symphony
Sinagoga	Synagogue
Sinonim	Synonym
Sintaksis	Syntax
Synthesizer	Synthesizer
Sifilis	Syphilis
Siracusa	Syracuse
Suriah	Syria
Kategori:Suriah	Syria
Sistem	System
Thomas Stearns Eliot	T. S. Eliot
Meja	Table (furniture)
Tenis meja	Table tennis
Tabu	Taboo
Taekwondo	Taekwondo
Tagus	Tagus
Tahiti	Tahiti
Taijiquan	Tai chi chuan
Ekor	Tail
Kota Taipei	Taipei
Kategori:Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tajikistan	Tajikistan
Kategori:Tajikistan	Tajikistan
Taliban	Taliban
Tallahassee, Florida	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanakh
Dinasti Tang	Tang Dynasty
Tangier	Tangier
Tank	Tank
Tantalum	Tantalum
Tanzania	Tanzania
Kategori:Tanzania	Tanzania
Taoisme	Taoism
Tarn (departemen)	Tarn
Tarragon	Tarragon
Tartu	Tartu
Tashkent	Tashkent
Laut Tasman	Tasman Sea
Tasmania	Tasmania
Setan Tasmania	Tasmanian Devil
Pengecapan	Taste
Rajah	Tattoo
Tau	Tau
Taurus	Taurus (constellation)
Pajak	Tax
Kategori:Perpajakan	Taxation
Taksi	Taxicab
Taksonomi	Taxonomy
Tbilisi	Tbilisi
Teh	Tea
Kategori:Teh	Tea
Guru	Teacher
Teknesium	Technetium
Teknologi	Technology
Kategori:Teknologi	Technology
Tegucigalpa	Tegucigalpa
Teheran	Tehran
Tel Aviv	Tel Aviv
Telekomunikasi	Telecommunication
Telegrafi	Telegraphy
