English	Arabic
Lausanne	لوزان
Lava	حمم بركانية
Law	قانون
Law	تصنيف:قانون
Law enforcement	تصنيف:شرطة
Lawrencium	لورنسيوم
Lawyer	محامي
Lazio	لاتسيو
Le Corbusier	لو كوربوزييه
Le Havre	لو هافر
Lead	رصاص
Leaf	ورقة نباتية
League of Nations	عصبة الأمم
Leaning Tower of Pisa	برج بيزا المائل
Leap year	سنة كبيسة
Learning	تعلم
Lebanon	لبنان
Lebanon	تصنيف:لبنان
Lee Harvey Oswald	لي هارفي اوزوالد
Leeds	ليدز
Left-handed	أعسر
Legislature	هيئة تشريعية
Leicester	ليستر
Leiden	ليدن
Leipzig	لايبزغ
Lemon	ليمون
Length	طول
Lens (optics)	عدسة (بصريات)
Lent	الصوم الكبير
Lentil	عدس
Leo I (emperor)	ليو الأول
Leon Trotsky	ليون تروتسكي
Leonard Bernstein	ليونارد برنستاين
Leonardo da Vinci	ليوناردو دا فينشي
Leonhard Euler	ليونهارد أويلر
Leonid Brezhnev	ليونيد بريجينيف
Leopard	نمر
Lepidoptera	قشريات الجناح
Leprosy	جذام (مرض)
Lepton	ليبتون
Lesbian	سحاق
Lesotho	ليسوتو
Lesotho	تصنيف:ليسوتو
Lesser Antilles	جزر الأنتيل الصغرى
Leto	ليتو
Letter (alphabet)	حرف
Leukemia	ابيضاض الدم
Levant	بلاد الشام
Lever	رافعة
Leviathan	لوياثان
Leviticus	سفر اللاويين
Lewis Carroll	لويس كارول
Lhasa	لاسا
Liberalism	ليبرالية
Liberalism	تصنيف:ليبرالية
Liberation Tigers of Tamil Eelam	نمور التاميل
Liberia	ليبيريا
Liberia	تصنيف:ليبيريا
Library	مكتبة
Library science	علم المكتبات والمعلومات
Libreville	ليبرفيل
Libya	ليبيا
Libya	تصنيف:ليبيا
Lichen	شيبيات
Lie	كذب
Liechtenstein	ليختنشتاين
Life	حياة
Life	تصنيف:حياة
Light	ضوء
Light-year	سنة ضوئية
Lighthouse	منارة
Lightning	برق
Liguria	ليغوريا
Lilith	ليليث
Lille	ليل (مدينة)
Lilongwe	ليلونغوي
Lima	ليما
Limestone	حجر جيري
Limit (mathematics)	نهاية رياضية
Lincoln	لينكون، نبراسكا
Lincoln	لينكون (توضيح)
Lincolnshire	لينكولنشير
Linear algebra	جبر خطي
Linear algebra	تصنيف:جبر خطي
Linear equation	معادلة خطية
Linguistics	لسانيات
Linguistics	تصنيف:لسانيات
Linus Pauling	لينوس باولنغ
Linux	لينكس
Linux	تصنيف:لينكس
Lion	أسد
Lipid	ليبيدات
Liquid	سائل
Liquid crystal display	شاشة الكرستال السائل
Liquorice	عرقسوس
Lisbon	لشبونة
Lisp (programming language)	ليسب
Literacy	معرفة القراءة والكتابة
Literature	أدب
Literature	تصنيف:أدب
Literature	بوابة:أدب
Lithium	ليثيوم
Lithuania	لتوانيا
Lithuania	تصنيف:لتوانيا
Litre	لتر
Liverpool	ليفربول
Lizard	سحلية
Ljubljana	ليوبليانا
Llama	لاما
Loch Ness	بحيرة لوخ نيس
Loch Ness Monster	وحش بحيرة لوخ نيس
Logarithm	لوغاريتم
Logic	منطق
Logic	تصنيف:منطق
Logic gate	بوابة منطقية
Logistics	لوجستية
Logo	شعار (رمز)
Loire River	لوار
Loki	لوكي
Lombardy	لومبارديا
London	لندن
London	تصنيف:لندن
Long Beach	لونغ بيتش، كاليفورنيا
Long jump	قفز طويل
Lord's Prayer	الصلاة الربيّة
Lorraine (region)	لورين
Los Angeles	لوس أنجلوس، كاليفورنيا
Loudspeaker	مكبر الصوت
Louis Armstrong	لويس أرمسترونج
Louis Pasteur	لويس باستور
Louis the Pious	لويس الورع
Louisiana	لويزيانا
Louisville	لويفيل، كنتاكي
Louvre	متحف اللوفر
Love	حب
Lower Saxony	ساكسونيا السفلى
Luanda	لواندا
Luciano Pavarotti	لوتشانو بافاروتي
Lucifer	لوسيفر (مصطلح)
Ludwig Mies van der Rohe	لودفيش ميس فان دي رو
Ludwig Wittgenstein	لودفيج فيتجينشتاين
Ludwig van Beethoven	لودفيج فان بيتهوفن
Luigi Pirandello	لويجي بيرانديلو
Lunar eclipse	خسوف القمر
Lund	لوند
Lung	رئة
Lung cancer	سرطان الرئة
Lusaka	لوساكا
Lutetium	لوتيتيوم
Lutheranism	لوثرية
Luxembourg	لوكسمبورغ
Luxembourg	تصنيف:لوكسمبورغ
Luxembourg (city)	لوكسمبورغ (مدينة)
Luxor	الأقصر
Luzon	لوزون
Lychee	ليتشي (فاكهة)
Lymphatic system	جهاز لمفاوي
Lynx (web browser)	لنكس
Lyon	ليون (فرنسا)
Lyra	القيثارة (كوكبة)
Lysine	ليسين
Lysosome	جسيم حال
M	M
MS-DOS	إم‌إس - دوس
Macau	ماكاو
Macbeth	مكبث
Mach number	رقم ماخ
Machine gun	رشاش
Machine translation	ترجمة آلية
Machu Picchu	ماتشو بيتشو
Macintosh	ماكنتوش
Macroeconomics	اقتصاد كلي
Macroeconomics	تصنيف:اقتصاد كلي
Madagascar	مدغشقر (دولة)
Madeira	جزر ماديرا
Madison	ماديسون، ويسكنسن
Madonna (entertainer)	مادونا
Madrid	مدريد
Madrid (autonomous community)	منطقة مدريد ذاتية الحكم
Mafia	مافيا
Magazine	مجلة
Maghreb	المغرب العربي
Magic (paranormal)	سحر
Maginot Line	خط ماجينو
Magma	ماغما
Magna Carta	ماجنا كارتا
Magnesium	مغنيزيوم
Magnet	مغناطيس
Magnetic field	حقل مغناطيسي
Magnetic resonance imaging	الأشعة المغناطيسية
Magnetism	مغناطيسية
Magnetite	ماغنتيت
Magnifying glass	عدسة مكبرة
Maharashtra	ماهاراشترا
Mahatma Gandhi	مهاتما غاندي
Mahayana	ماهايانا
Mail	بريد عادي
Maimonides	موسى بن ميمون
Main	ماين (نهر)
Maine	مين
Maize	ذرة (نبات)
Major	رائد (رتبة عسكرية)
Majorca	مايوركا
Malabo	مالابو
Malaria	ملاريا
Malawi	تصنيف:ملاوي
Malaysia	ماليزيا
Malaysia	تصنيف:ماليزيا
Malcolm X	مالكوم إكس
Maldives	ملديف
Maldives	تصنيف:مالديف
Mali	مالي
Mali	تصنيف:مالي
Malta	مالطا
Malta	تصنيف:مالطا
Maltese language	لغة مالطية
Maltose	مالتوز
Mammal	ثدييات
Mammoth	ماموث
Management	إدارة
Managua	ماناغوا
Manama	المنامة
Manatee	خروف البحر
Manchester	مانشستر
Manchuria	منشوريا
Mandarin orange	ماندرين
Mandelbrot set	مجموعة ماندلبروت
Manganese	منغنيز
Mango	مانجو
Manhattan	مانهاتن
Manhattan Project	مشروع مانهاتن
Manichaeism	مانوية
Manila	مانيلا
Manipur	مانيبور
Manitoba	مانيتوبا
Mannheim	مانهايم
Mantua	مانتوفا
Manuscript	مخطوط
Mao Zedong	ماو تسي تونغ
Map	خريطة
Maputo	مابوتو
Marathon	ماراثون
Marble	رخام
Marc Chagall	مارك شاغال
Marcel Proust	مارسيل بروست
March	مارس
March 17	17 مارس
March 19	19 مارس
March 2	2 مارس
March 25	25 مارس
Marche	ماركي
Marco Polo	ماركو بولو
Marcus Aurelius	ماركوس أوريليوس
Margaret Mitchell	مارغريت ميتشل
Margaret Thatcher	مارجريت ثاتشر
Maria Callas	ماريا كالاس
Marie Antoinette	ماري أنطوانيت
Marie Curie	ماري كوري
Marilyn Monroe	مارلين مونرو
Mark Antony	ماركوس أنطونيوس
Mark Twain	مارك توين
Market	سوق
Marketing	تسويق
Marketing	تصنيف:تسويق
Markup language	لغة رقم
Marlene Dietrich	مارلينه ديتريش
Marrakech	مراكش
Marriage	زواج
Marseille	مرسيليا
Marshall Islands	جزر مارشال
Marshall Plan	مشروع مارشال
Martin Buber	مارتن بوبر
Martin Heidegger	مارتن هايدغر
Martin Luther	مارتن لوثر
Martin Luther King	مارتن لوثر كنج
Martin Scorsese	مارتن سكورسيزي
Martin Van Buren	مارتن فان بيورين
Martina Navratilova	مارتينا نفراتيلوفا
Martinique	مارتينيك
Martyr	شهيد
Marx Brothers	الأخوة ماركس
Marxism	ماركسية
Marxism	تصنيف:ماركسية
Mary (mother of Jesus)	مريم العذراء
Mary Magdalene	مريم المجدلية
Maryland	ماريلاند
Maseru	ماسيرو
Mashhad	مشهد
Mass	كتلة
Mass number	عدد الكتلة
Massachusetts	ماساتشوستس
Massachusetts Institute of Technology	معهد تكنولوجيا ماساتشوستس
Masturbation	عادة سرية
Match	عود ثقاب
Materialism	مادية
Mathematical logic	منطق رياضي
Mathematical logic	تصنيف:منطق رياضي
Mathematical proof	برهان رياضي
Mathematics	رياضيات
Mathematics	تصنيف:رياضيات
Mathematics	بوابة:رياضيات
Matrix (mathematics)	مصفوفة
Matter	مادة
Mauritania	موريتانيا
Mauritania	تصنيف:موريتانيا
Mauritius	موريشيوس
Mauritius	تصنيف:موريشيوس
Max Born	ماكس بورن
Max Planck	ماكس بلانك
Max Weber	ماكس فيبر
Maximian	مكسيميانوس
Maxwell's equations	معادلات ماكسويل
May	مايو
May 1	1 مايو
May 24	24 مايو
Mayor	عمدة
Mbabane	مبابان
Measles	حصبة
Measure (mathematics)	نظرية القياس
Measurement	تصنيف:قياسات
Measurement	علم القياس
Meat	لحم
Mecca	مكة المكرمة
Mechanical engineering	هندسة ميكانيكية
Mechanical engineering	تصنيف:هندسة ميكانيكية
Median	وسيط حسابي
Medication	دواء
Medici	ميديشي
Medicine	طب
Medicine	تصنيف:طب
Medina	المدينة المنورة
Mediterranean	تصنيف:البحر الأبيض المتوسط
Mediterranean Sea	البحر الأبيض المتوسط
Medusa	ميدوسا
Meerkat	حيوان الميركات
Megabyte	ميجابايت
Meister Eckhart	ايكهارت
Meitnerium	مايتنريوم
Mel Gibson	ميل غيبسون
Melanesia	ميلانيسيا
Melon	بطيخ
Melpomene	ميلبوميني
Melting point	نقطة انصهار
Meme	ميمي
Memory	ذاكرة (بيولوجيا)
Memphis	ميمفيس، تينيسي
Memphis	ممفيس (مصر)
Menachem Begin	مناحيم بيجِن
Mendelevium	مندليفيوم
Meningitis	التهاب سحايا
Menstrual cycle	دورة شهرية
Menstruation	حيض
Mental disorder	مرض عقلي
Mentha	نعناع
Mercantilism	مذهب تجاري
Mercenary	مرتزق
Mercury (element)	زئبق
Mercury (planet)	عطارد
Mermaid	حورية البحر
Merovingian	ميروفنجيون
Meryl Streep	ميريل ستريب
Meson	ميزون
Mesopotamia	بلاد الرافدين
Mesopotamia	تصنيف:حضارة ما بين النهرين
Mesosphere	ميزوسفير
Mesozoic	حقبة وسطى
Messenger RNA	مرسال الحمض النووي الريبي
Messiah	الماشيح
Messina	ميسينا
Metabolism	استقلاب
Metadata	ميتاداتا
Metal	فلز
Metallic bond	رابطة فلزية
Metalloid	شبه فلز
Metallurgy	علم السبائك
Metallurgy	تصنيف:علم الفلزات
Metamorphic rock	صخور متحولة
Metaphysics	ميتافيزيقا
Metaphysics	تصنيف:ميتافيزيقيا
Metastasis	نقيلة
Meteoroid	نيزك
Meteorology	تصنيف:علم الأرصاد الجوية
Meteorology	علم الطقس
Methanol	ميثانول
Methionine	ميثيونين
Methodism	ميثودية
Metre	متر
Mexico	المكسيك
Mexico	تصنيف:مكسيك
Mexico City	مدينة مكسيكو
Miami	ميامي، فلوريدا
Michael (archangel)	رئيس الملائكة ميخائيل
Michael Faraday	مايكل فاراداي
Michelangelo	مايكل آنجلو
Michigan	ميشيغان
Mickey Mouse	ميكي ماوس (شخصية كارتونية)
Microbiology	علم الأحياء الدقيقة
Microeconomics	اقتصاد جزئي
Microeconomics	تصنيف:اقتصاد جزئي
Micronesia	مايكرونيزيا
Microorganism	ميكروب
Microphone	مصدح
Microprocessor	معالج صغري
Microscope	مجهر
Microwave	موجات صغرية
Microwave oven	فرن كهرومغناطيسي
Middle Ages	عصور وسطى
Middle Ages	تصنيف:عصور وسطى
Middle East	الشرق الأوسط
Middle East	تصنيف:شرق أوسط
Migraine	صداع نصفي
Miguel de Cervantes	ميغيل دي ثيربانتس
Mike Tyson	مايك تايسون
Mikhail Gorbachev	ميخائيل غورباتشوف
Milan	ميلانو
Military	تصنيف:عسكرية
Military rank	رتب عسكرية
Milk	حليب
Milky Way	درب التبانة
Millard Fillmore	ميلارد فيلمور
Millennium	ألفية
Millimetre	مليمتر
Million	مليون
Milton Friedman	ميلتون فريدمان
Milwaukee	ميلواكي، ويسكنسن
Minaret	مئذنة
Mindanao	مندناو
Mineral	معدن
Mineralogy	تصنيف:علم المعادن
Ming Dynasty	أسرة مينج
Minister (government)	وزير
Minneapolis	مينيابولس، مينيسوتا
Minnesota	مينيسوتا
Minoan civilization	حضارة مينوسية
Minos	مينوس
Minotaur	مينوتور
Minsk	مينسك
Minute	دقيقة
Mishnah	الميشناه
Mississippi River	نهر مسيسيبي
Missouri	ميزوري
Missouri River	نهر ميزوري
Mitochondrion	متقدرة
Mobile phone	هاتف نقال
Modem	مودم
Modernism	حداثوية
Modulation	تعديل الإشارة
Mogadishu	مقديشيو
Moldova	مولدافيا
Moldova	تصنيف:مولدافيا
Mole (unit)	مول
Molecular biology	علم الأحياء الجزيئي
Molecular biology	تصنيف:علم الأحياء الجزيئي
Molecule	جزيء
Molise	موليزي
Mollusca	رخويات
Molotov cocktail	زجاجة حارقة (مولوتوف)
Molybdenum	موليبدنوم
Mombasa	مومباسا
Momentum	زخم الحركة
Monaco	موناكو
Monaco	تصنيف:موناكو
Monarchy	ملكية
Monday	الاثنين
Money	مال
Mongolia	منغوليا
Mongolia	تصنيف:منغوليا
Mongoose	نمس
Monica Seles	مونيكا سيليش
Monism	واحدية
Monomer	مونومر
Monopoly	احتكار
Monopoly (game)	مونوبولي (لعبة)
Monosaccharide	سكريات أولية
Monosodium glutamate	غلوتامات أحادية الصوديوم
Monotheism	توحيدية
Monotreme	أحاديات المسلك
Monrovia	مونروفيا
Mont Blanc	مون بلون
Montana	مونتانا
Montenegro	الجبل الأسود
Montevideo	مونتيفيديو
Montgomery	مونتغومري، ألاباما
Month	شهر
Montpelier	مونتبليير، فيرمونت
Montreal	مونتريال
Montserrat	مونتسرات
Moon	قمر
Morality	أخلاقيات
Moravia	مورافيا
Morocco	المغرب
Morocco	تصنيف:المغرب
Morphine	مورفين
Morphology (linguistics)	مورفولوجيا (لسانيات)
Mortar (weapon)	هاون
Mosaic	فسيفساء
Moscow	موسكو
Moscow	تصنيف:موسكو
Moses	موسى
Moshe Dayan	موشيه دايان
Mosque	مسجد
Mosquito	بعوضة
Moss	حزازيات
Mossad	موساد
Mosul	الموصل
Motet	موتيت
Mother	أم
Mother Teresa	الأم تريزا
Mother's Day	عيد الأم
Motion (physics)	حركة (فيزياء)
Motorcycle	دراجة بخارية
Motto	شعار الدولة
Mount Ararat	جبل أرارات
Mount Athos	جبل آثوس
Mount Etna	جبل إتنا
Mount Everest	جبل إفرست
Mount Fuji	جبل فوجي
Mount Kilimanjaro	جبل كيليمانجارو
Mount McKinley	جبل ماكنلي
Mount Olympus	جبل أوليمبوس
Mount Rushmore	جبل راشمور
Mount Vesuvius	فيزوف
Mountain	جبل
Mountain pass	ممر جبلي
Mountain range	سلسلة جبلية
Mouse	فأر
Mouse (computing)	فأرة
Mozambique	موزمبيق
Mozambique	تصنيف:موزمبيق
Mu (letter)	مو (حرف إغريقي)
Muezzin	مؤذن
Muhammad	محمد بن عبد الله
Muhammad Ali	محمد علي (ملاكم)
Mule	بغل
Multimedia	وسائط متعددة
Multiple sclerosis	تصلب الأنسجة المتعدد
Multiplication	ضرب
Mumbai	ممباي
Mummy	مومياء
Munich	ميونخ
Municipality	بلدية
Murmansk	ميورمانسك
Murphy's law	قانون مورفي
Musa (genus)	موز
Muscat	محافظة مسقط
Muscle	عضلة
Muse	إلهات الإلهام
Museum	متحف
Mushroom	فطر
Music	موسيقا
Music	تصنيف:موسيقى
Musical instrument	آلة موسيقية
Musician	موسيقى
Mustelidae	ابن عرس (فصيلة)
Mutation	طفرة
Myocardial infarction	احتشاء عضل القلب
Myopia	حسر البصر
Myth	أسطورة
Mythology	ميثولوجيا
Mythology	تصنيف:ميثولوجيا
N	N
N'Djamena	انجامينا
NASDAQ	بورصة نازداك
NATO	حلف شمال الأطلسي
Nadine Gordimer	نادين غورديمير
Nadir	النظير
Nagasaki	ناغازاكي
Nagoya	ناغويا
Nail (anatomy)	ظفر (تشريح)
Nail (fastener)	مسمار
Nairobi	نيروبي
Namibia	ناميبيا
Namibia	تصنيف:ناميبيا
Nancy	نانسي
Nanga Parbat	نانكا بربت
Nanjing	نانجينغ
Nanotechnology	تقانة نانوية
Nantes	نانت
Napalm	نابالم
Naples	نابولي
Napoleonic Wars	الحروب النابليونية
Nashville	ناشفيل، تينيسي
Nathaniel Hawthorne	ناثانيال هاوثورن
National Security Agency	وكالة الأمن القومي
National anthem	نشيد وطني
Nationalism	قومية
Nationalism	تصنيف:قومية
Natural gas	غاز طبيعي
Natural language processing	معالجة اللغات الطبيعية
Natural number	عدد طبيعي
Natural science	علوم طبيعية
Natural selection	اصطفاء طبيعي
Nature	طبيعة
Nature	تصنيف:طبيعة
Nauru	ناورو
Navigation	تصنيف:ملاحة
Navigation	ملاحة
Navy	قوات بحرية
Nazareth	الناصرة
Nazi Germany	ألمانيا النازية
Nazi Party	الحزب النازي
Nazism	تصنيف:نازية
Neanderthal	نياندرتال
Nebraska	نبراسكا
Nebuchadrezzar II	بختنصر
Nebula	سديم
Nefertiti	نفرتيتي
Negev	نقب
Neil Armstrong	نيل آرمسترونغ
Nelson Mandela	نيلسون مانديلا
Nematode	ديدان اسطوانية
Neodymium	نيوديميوم
Neolithic	عصر حجري حديث
Neon	نيون
Neoplatonism	إفلاطونية محدثة
Nepal	نيبال
Neptune	نبتون
Neptunium	نبتونيوم
Nero	نيرون
Nerva	نيرفا
Nervous system	جهاز عصبي
Nervous system	تصنيف:جهاز عصبي
Nest	عش
Nestorianism	نسطورية
Netherlands	هولندا
Netherlands	تصنيف:هولندا
Netherlands Antilles	جزر الأنتيل الهولندية
Neurology	طب الأمراض العصبية
Neurology	تصنيف:علم الأعصاب
Neuron	عصبون
Neurotransmitter	ناقل عصبي
Neutrino	نيترينو
Neutron	نيوترون
Neutron star	نجم نيتروني
Neva River	نهر نيفا
Nevada	نيفادا
New Brunswick	نيو برانزويك
New Caledonia	كاليدونيا الجديدة
New Delhi	نيودلهي
New England	نيو إنجلاند
New Guinea	غينيا الجديدة
New Hampshire	نيوهامبشر
New Jersey	نيوجيرزي
New Mexico	نيومكسيكو
New Orleans	نيو أورلينز، لويزيانا
New South Wales	نيوساوث ويلز
New Testament	عهد جديد
New World	العالم الجديد
New York	نيويورك (ولاية)
New York	تصنيف:نيويورك
New York (disambiguation)	نيويورك
New York City	نيويورك (مدينة)
New York Stock Exchange	بورصة نيويورك
New Zealand	نيوزيلندا
New Zealand	تصنيف:نيوزيلندا
Newark	نيوآرك، نيوجيرسي
Newfoundland (island)	نيوفاوندلاند
Newport	نيوبورت
Newton	نيوتن (وحدة)
Niacin	فيتامين بي3
Niagara Falls	شلالات نياجارا
Niamey	نيامي
Nicaragua	نيكاراجوا
Nice	نيس
Nickel	نيكل
Nicolas Poussin	نيكولا بوسان
Nicolaus Copernicus	نيكولاس كوبرنيكوس
Nicosia	مدينة نيقوسيا
Nicotine	نيكوتين
Niels Bohr	نيلز بور
Niger	النيجر
Niger	تصنيف:نيجر
Niger River	نهر النيجر
Nigeria	نيجيريا
Nigeria	تصنيف:نيجيريا
Night	ليل
Nightingale	بلبل
Nihilism	عدمية
Nike	نايك
Nikita Khrushchev	نيكيتا خوروشوف
Nikola Tesla	تيسلا
Nile	نهر النيل
Ninja	نينجا
Niobium	نيوبيوم
Nitric acid	حمض نتريك
Nitrogen	نيتروجين
Nitroglycerin	نيتروغليسرين
Nix (moon)	نيكس
Noah	نوح
Noam Chomsky	نعوم تشومسكي
Nobel Prize	جائزة نوبل
Nobel Prize	تصنيف:جائزة نوبل
Nobelium	نوبليوم
Noble gas	غاز نبيل
Nonmetal	لا فلز
Norfolk	نورفولك
Norfolk Island	نورفولك (جزيرة)
Normal distribution	توزيع احتمالي طبيعي
Normandy	نورمندي
Norse mythology	ميثولوجيا إسكندنافية
North	شمال
North Africa	شمال أفريقيا
North America	أمريكا الشمالية
North America	تصنيف:أمريكا الشمالية
North Carolina	كارولاينا الشمالية
North Dakota	داكوتا الشمالية
North Island	آيسلندا الشمالية
North Korea	كوريا الشمالية
North Korea	تصنيف:كوريا الشمالية
North Pole	قطب شمالي
North Sea	بحر الشمال
Northern Europe	أوروبا الشمالية
Northern Hemisphere	نصف الكرة الأرضية الشمالي
Northern Ireland	أيرلندا الشمالية
Northern Mariana Islands	جزر ماريانا الشمالية
Northern Territory	المقاطعة الشمالية
Northwest Territories	المقاطعات الشمالية الغربية
Norway	النرويج
Norway	تصنيف:النرويج
Nose	أنف
Nostradamus	نوستراداموس
Note	سلم موسيقي
Nouakchott	نواكشوط
Noun	اسم
Nova Scotia	نوفا سكوشيا
Novel	رواية (أدب)
November	نوفمبر
November 1	1 نوفمبر
November 11	11 نوفمبر
November 2	2 نوفمبر
November 5	5 نوفمبر
Novial	نوفيال
Novosibirsk	نوفوسيبيرسك
Nu (letter)	نو (حرف إغريقي)
Nuclear fission	انشطار نووي
Nuclear physics	فيزياء نووية
Nuclear physics	تصنيف:فيزياء نووية
Nuclear power	طاقة نووية
Nuclear weapon	سلاح نووي
Nucleon	نوكليون
Nucleotide	نيوكليوتايد
Number	عدد
Numbers	تصنيف:أعداد
Numidia	نوميديا
Nunavut	نونافوت
Nuremberg	نورنبيرغ
Nut (fruit)	مكسرات
Nutmeg	جوزة الطيب
Nymph	حورية (ميثولوجيا إغريقية)
O	O
OPEC	أوبك
Oak	سنديان
Oakland	أوكلاند، كاليفورنيا
Oasis	واحة
Oat	شوفان
Oaxaca	ولاية اواكساكا
Obelisk	مسلة
Obesity	سمنة
Object-oriented programming	برمجة شيئية
Obsidian	سبج (حجر كريم)
Occam's razor	مقص أوكام
Ocean	محيط (جغرافيا)
Oceania	أوقيانوسيا
Oceania	تصنيف:أوقيانوسيا
Octave	مسافات موسيقية
October	أكتوبر
October 12	12 أكتوبر
October 24	24 أكتوبر
October Revolution	ثورة بلشفية
Octopus	أخطبوط
Odessa	أوديسا (أوكرانيا)
Odin	أودن
Odonata	يعسوب
Odysseus	أوليس
Odyssey	أوديسة
Offside (football)	تسلل
Ohio	أوهايو
Ohm	أوم
Ohm's law	قانون أوم
Oil	زيت
Oil painting	تصوير زيتي
Oklahoma	أوكلاهوما
Oklahoma City	أوكلاهوما سيتي, أوكلاهوما
Old Testament	عهد قديم
Oligopoly	احتكار القلة
Olive	زيتون
Olive oil	زيت زيتون
Oliver Cromwell	أوليفر كرومويل
Oliver Stone	أوليفر ستون
Olympia	أولمبيا، واشنطن
Olympia	أوليمبيا (مدينة)
Olympic Games	ألعاب أولمبية
Olympics	تصنيف:ألعاب أولمبية
Omaha	أوماها، نبراسكا
Oman	عمان (سلطنة)
Oman	تصنيف:عُمان
Omega	أوميغا (حرف إغريقي)
Omicron	أوميكرون (حرف إغريقي)
Omsk	أومسك
Onion	بصل
Ontario	أونتاريو
Ontario	تصنيف:أونتاريو
Ontology	أنتولوجيا
Oort cloud	سحابة أورط
Opal	العقيق (حجر)
Opel	أوبل
Opera	أوبرا (موسيقى)
Opera (Internet suite)	أوبرا (حزمة برامج إنترنت)
Operating system	نظام تشغيل
Opium	أفيون
Optical fiber	ألياف بصرية
Optical illusion	خداع بصري
Optics	بصريات
Optics	تصنيف:بصريات
Optimization (mathematics)	رياضيات الاستمثال
Oral sex	جنس فموي
Orange (fruit)	برتقال
Oratorio	أوراتوريو
Orca	حوت قاتل
Orchestra	أوركسترا
Orchidaceae	سحلب
Order (biology)	رتبة (تصنيف)
Ordovician	عصر أوردوفيشي
Oregano	مردكوش (نبات)
Oregon	أوريغون
Organ (anatomy)	عضو (تشريح)
Organelle	عضية
Organic chemistry	كيمياء عضوية
Organic chemistry	تصنيف:كيمياء عضوية
Organic compound	مركب عضوي
Organism	متعضية
Organization	منظمة
Organization of American States	منظمة البلدان الأمريكية
Orgasm	هزة الجماع
Origami	أوريغامي
Origen	أوريجانوس
Orissa	أوريسا
Orlando	أورلاندو، فلوريدا
Osaka	أوساكا
Osama bin Laden	أسامة بن لادن
Oscar Wilde	أوسكار وايلد
Osiris	أوزيريس
Oslo	أوسلو
Osman I	عثمان بن أرطغل
Osmium	أوزميوم
Osprey	شماط
Osteoporosis	هشاشة العظام
Ostrava	أوسترافا
Ostrich	نعامة
Othello	عطيل
Ottawa	أوتاوا
Otto Hahn	أوتو هان
Otto I	أوتو الأول العظيم
Otto von Bismarck	أوتو فون بسمارك
Ottoman Empire	الإمبراطورية العثمانية
Ottoman Empire	تصنيف:دولة عثمانية
Ounce	أوقية
Ovary	مبيض
Ovid	أوفيد
Oviedo	أوفييدو
Ovum	بييضة
Owl	بومة
Oxford	أكسفورد
Oxide	أكسيد
Oxygen	أكسجين
Oxytocin	أوكسيتوسين
Ozone	غاز الأوزون
Ozone layer	طبقة الأوزون
P	P
PAL	PAL
PH	أس هيدروجيني
Pablo Neruda	بابلو نيرودا
Pablo Picasso	بيكاسو
Pacific Ocean	المحيط الهادي
Padua	بادوفا
Paganism	باغانية
Painting	تصنيف:رسم
Pakistan	باكستان
Pakistan	تصنيف:باكستان
Palace of Versailles	قصر فيرساي
Palau	بالاو
Palau	تصنيف:بالاو
Paleolithic	عصر حجري قديم
Paleontology	علم الإحاثة
Paleontology	تصنيف:علم إحاثة
Paleozoic	حقبة الباليوزوي
Palermo	باليرمو
Palestine	فلسطين
Palestine	تصنيف:فلسطين
Palestine Liberation Organization	منظمة التحرير الفلسطينية
Palestinian National Authority	سلطة وطنية فلسطينية
Palladium	بالاديوم
Palmyra	مملكة تدمر
Panama	باناما
Panama	تصنيف:بنما
Panama Canal	قناة بنما
Panama City	مدينة بنما
Pancreas	بنكرياس
Pandemic	وباء معدي
Pandora	باندورا
Pantheon	پانثيون
Papua New Guinea	بابوا غينيا الجديدة
Papua New Guinea	تصنيف:بابوا غينيا الجديدة
Papyrus	ورق البردي
Parabola	قطع مكافئ
Parachute	باراشوت
Paradigm	بارادايم
Paraguay	باراغواي
Paraguay	تصنيف:باراغواي
Parallax	تزيح
Parallelogram	متوازي أضلاع
Paramaribo	باراماريبو
Paranoia	بارانويد
Parapsychology	باراسيكولوجيا
Parasitism	تطفل
Paris	باريس
Paris	تصنيف:باريس
Parity (mathematics)	أعداد فردية وزوجية
Parkinson's disease	مرض باركنسون
Parliament	مجلس الشعب
Parmenides	بارمنيدس
Parrot	ببغاء
Parsec	فرسخ فلكي
Parsley	بقدونس
Parthenon	بارثينون
Parthia	بارثيون
Particle physics	فيزياء الجسيمات
Particle physics	تصنيف:فيزياء الجسيمات
Parvati	پارڤاتي
Pascal	باسكال
Pascal (programming language)	باسكال (برمجة)
Passerine	جواثم
Passover	عيد الفصح اليهودي
Passport	جواز سفر
Patagonia	باتاغونيا
Patent	براءة اختراع
Pathology	علم الأمراض
Patras	باتراس
Patriarch	بطريرك
Patrick White	باتريك وايت
Patriotism	الوطنية
Paul Gauguin	بول غوغان
Paul Johann Ludwig von Heyse	بول فون هايس
Paul McCartney	بول مكارتني
Paul Newman	بول نيومان
Paul the Apostle	بولس
Pawn (chess)	جندي شطرنج
Pea	بازلاء
Peace	سلام
Peafowl	طاووس
Peanut	فول سوداني
Pear	كمثرى
Pearl	لؤلؤ
Pearl Harbor	بيرل هاربر
Pedagogy	تربية
Pedagogy	تصنيف:تربية
Pediatrics	طب الأطفال
Pedophilia	غلمانية
Pegasus	بيجاسوس
Peloponnesian War	الحرب البيلوبونيسية
Pencil	قلم رصاص
Pendulum	بندول
Penguin	بطريق
Penicillin	بنسلين
