Lithuanian	English
Sfera	Sphere
Sfinksas (mitologija)	Sphinx
Prieskonis	Spice
Vorai	Spider
Sukinys	Spin (physics)
Špinatas	Spinach
Nugaros smegenys	Spinal cord
Spiralinė galaktika	Spiral galaxy
Blužnis	Spleen
Splitas	Split
Pintys	Sponge
Sportas	Sport
Elektroninė skaičiuoklė	Spreadsheet
Šprė	Spree
Pavasaris	Spring (season)
Žvynaropliai	Squamata
Kvadratas	Square (geometry)
Kvadratinis metras	Square metre
Šri Lanka	Sri Lanka
Kategorija:Šri Lanka	Sri Lanka
Stadionas	Stadium
Vitražas	Stained glass
Stalinizmas	Stalinism
SGML	Standard Generalized Markup Language
Standartinis nuokrypis	Standard deviation
Stanley Kubrick	Stanley Kubrick
Žvaigždė	Star
Dovydo žvaigždė	Star of David
Krakmolas	Starch
Jūrų žvaigždės	Starfish
Valstybė	State
Steiteno sala	Staten Island
Statistika	Statistics
Kategorija:Statistika	Statistics
Laisvės statula	Statue of Liberty
Garai	Steam
Garo mašina	Steam engine
Plienas	Steel
Stefan Zweig	Stefan Zweig
Stegozauras	Stegosaurus
Kamieninė ląstelė	Stem cell
Stendalis	Stendhal
Stephen Hawking	Stephen Hawking
Krūtinkaulis	Sternum
Steven Spielberg	Steven Spielberg
Sting	Sting
Birža	Stock exchange
Stokholmas	Stockholm
Stoicizmas	Stoicism
Skrandis	Stomach
Akmens amžius	Stone Age
Stounhendžas	Stonehenge
Gandriniai	Stork
Audra	Storm
Gibraltaro sąsiauris	Strait of Gibraltar
Ormuzo sąsiauris	Strait of Hormuz
Magelano sąsiauris	Strait of Magellan
Mesinos sąsiauris	Strait of Messina
Kategorija:Sąsiauriai	Straits
Strasbūras	Strasbourg
Strategija	Strategy
Stratigrafija	Stratigraphy
Stratosfera	Stratosphere
Žemuogė	Strawberry
Stresas	Stress (medicine)
Stygų teorija	String theory
Stroncis	Strontium
Šablonas:Stub	Stub
Studentas	Student
Stupa	Stupa
SA	Sturmabteilung
Štutgartas	Stuttgart
Stiksas	Styx
Subkultūra	Subculture
Sublimacija	Sublimation (chemistry)
Povandeninis laivas	Submarine
Atimtis	Subtraction
Subversion	Subversion (software)
Sukrė	Sucre
Sacharozė	Sucrose
Sudanas	Sudan
Kategorija:Sudanas	Sudan
Sudoku	Sudoku
Sueco kanalas	Suez Canal
Cukrus	Sugar
Suharto	Suharto
Sulavesis	Sulawesi
Siera	Sulfur
Sieros dioksidas	Sulfur dioxide
Ipritas	Sulfur mustard
Sieros rūgštis	Sulfuric acid
Sumatra	Sumatra
Šumeras	Sumer
Vasara	Summer
Saulė	Sun
Kategorija:Saulė	Sun
Sekmadienis	Sunday
Saulės laikrodis	Sundial
Sunitai	Sunni Islam
Saulės dėmė	Sunspot
Superkompiuteris	Supercomputer
Superlaidumas	Superconductivity
Supermenas	Superman
Supernova	Supernova
Sura	Sura
Chirurgija	Surgeon
Chirurgija	Surgery
Kategorija:Chirurgija	Surgery
Surinamas	Suriname
Kategorija:Surinamas	Suriname
Siurrealizmas	Surrealism
Sušis	Sushi
Suva	Suva
Svalbardas	Svalbard
Kregždiniai	Swallow
Gulbės	Swan
Svastika	Swastika
Svazilandas	Swaziland
Kategorija:Svazilandas	Swaziland
Švedija	Sweden
Kategorija:Švedija	Sweden
Batatas	Sweet potato
Plaukimas	Swimming
Kategorija:Šveicarijos asmenybės	Swiss people
Šveicarija	Switzerland
Kategorija:Šveicarija	Switzerland
Kalavijas	Sword
Sidnėjus	Sydney
Skiemuo	Syllable
Simbiozė	Symbiosis
Simfonija	Symphony
Simptomas	Symptom
Sinagoga	Synagogue
Profesinė sąjunga	Syndicate
Sinestezija	Synesthesia
Sinonimas	Synonym
Sifilis	Syphilis
Sirakūzai	Syracuse
Sirija	Syria
Kategorija:Sirija	Syria
Sistema	System
T	T
Thomas Stearns Eliot	T. S. Eliot
Stalas	Table (furniture)
Stalo tenisas	Table tennis
Publijus Kornelijus Tacitas	Tacitus
Tekvondo	Taekwondo
Tachas	Tagus
Taitis	Tahiti
Uodega	Tail
Taipėjus	Taipei
Kategorija:Taivanas	Taiwan
Tadžmahalas	Taj Mahal
Tadžikija	Tajikistan
Kategorija:Tadžikija	Tajikistan
Talkas	Talc
Talibanas	Taliban
Talinas	Tallinn
Talmudas	Talmud
Tamilnadas	Tamil Nadu
Tamperė	Tampere
Tanachas	Tanakh
Tang dinastija	Tang Dynasty
Tanžeras	Tangier
Tango	Tango (dance)
Tankas	Tank
Tantalas	Tantalum
Tantalas (mitologija)	Tantalus
Tanzanija	Tanzania
Kategorija:Tanzanija	Tanzania
Daoizmas	Taoism
Tapyrai	Tapir
Tarnas (departamentas)	Tarn
Vaistinis kietis	Tarragon
Tartaras	Tartarus
Tartu	Tartu
Taškentas	Tashkent
Tasmano jūra	Tasman Sea
Tasmanija	Tasmania
Sterblinis velnias	Tasmanian Devil
Skonis	Taste
Tatuiruotė	Tattoo
Tauras (astronomija)	Taurus (constellation)
Naminė pelėda	Tawny Owl
Mokestis	Tax
Kategorija:Mokesčiai	Taxation
Taksi	Taxicab
Taksonas	Taxon
Taksonomija	Taxonomy
Europinis kukmedis	Taxus baccata
Tbilisis	Tbilisi
Arbata	Tea
Mokytojas	Teacher
Technecis	Technetium
Technologija	Technology
Tegusigalpa	Tegucigalpa
Teheranas	Tehran
Tel Avivas	Tel Aviv
Telepatija	Telepathy
Telefonas	Telephone
Teleskopas	Telescope
Teleskopas (astronomija)	Telescopium
Televizija	Television
Kategorija:Televizija	Television
Telūras	Tellurium
Temperatūra	Temperature
Šventykla	Temple
Artemidės šventykla	Temple of Artemis
Dešimt Dievo įsakymų	Ten Commandments
Tenerifė	Tenerife
Tenesis	Tennessee
Tenisas	Tennis
Tekila	Tequila
Terbis	Terbium
Termitai	Termite
Terpsichorė	Terpsichore
Žemės grupė	Terrestrial planet
Terorizmas	Terrorism
Kategorija:Terorizmas	Terrorism
Tertulianas	Tertullian
Tesla	Tesla (unit)
Sėklidė	Testicle
Testosteronas	Testosterone
Stabligė	Tetanus
Tetija (palydovas)	Tethys (moon)
Tetija	Tethys (mythology)
Tetraedras	Tetrahedron
Tetrahidrokanabinolis	Tetrahydrocannabinol
Teksasas	Texas
Tekstilė	Textile
Tailandas	Thailand
Kategorija:Tailandas	Thailand
Talis iš Mileto	Thales
Talėja	Thalia
Talis (elementas)	Thallium
Tanatas	Thanatos
Gambija	The Gambia
Kategorija:Gambija	The Gambia
Haga	The Hague
JAV himnas	The Star-Spangled Banner
Teatras	Theatre
Kategorija:Teatras	Theatre
Tebė (palydovas)	Thebe (moon)
Tebai	Thebes
Tėbai (Egiptas)	Thebes
Tėja	Theia
Temidė	Themis
Theodor Mommsen	Theodor Mommsen
Teologija	Theology
Kategorija:Teologija	Theology
Teorema	Theorem
Teorija	Theory
Reliatyvumo teorija	Theory of relativity
Termodinamika	Thermodynamics
Kategorija:Termodinamika	Thermodynamics
Termometras	Thermometer
Tesėjas	Theseus
Salonikai	Thessaloniki
Tesalija	Thessaly
Tetidė	Thetis
Tiaminas	Thiamine
Idėjų kalvė	Think tank
Trečiasis pasaulis	Third World
Trisdešimtmetis karas	Thirty Years' War
Tomas Akvinietis	Thomas Aquinas
Thomas Edison	Thomas Edison
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Tomas Moras	Thomas More
Thomas Young	Thomas Young (scientist)
Toras (mitologija)	Thor
Toris	Thorium
Totas	Thoth
Mintis	Thought
Trakija	Thrace
Tulis	Thulium
Tiuringija	Thuringia
Ketvirtadienis	Thursday
Timinas	Thymine
Skydliaukė	Thyroid
Tiandzinas	Tianjin
Tibras	Tiber
Tiberijus Cezaris Augustas	Tiberius
Tibetas	Tibet
Kategorija:Tibetas	Tibet
Ugnies Žemė	Tierra del Fuego
Tigras	Tiger
Tigras (upė)	Tigris
Liepa (augalas)	Tilia
Timbuktu	Timbuktu
Laikas	Time
Kategorija:Laikas	Time
Laiko juosta	Time zone
Timoras (sala)	Timor
Timūras	Timur
Alavas	Tin
Tirana	Tirana
Audinys (biologija)	Tissue (biology)
Zyliniai	Tit (bird)
Titanas (reikšmės)	Titan (disambiguation)
Titanas (palydovas)	Titan (moon)
Titanai (mitologija)	Titan (mythology)
Titanija (palydovas)	Titania (moon)
Titanas	Titanium
Tiziano Vecelli	Titian
Titas	Titus
Tabakas	Tobacco
Vitaminas E	Tocopherol
Sojų varškė	Tofu
Togas	Togo
Kategorija:Togas	Togo
Tokijas	Tokyo
Toluenas	Toluene
Tom Hanks	Tom Hanks
Pomidoras	Tomato
Tonga	Tonga
Kategorija:Tonga	Tonga
Liežuvis	Tongue
Tona	Tonne
Tony Blair	Tony Blair
Dantis	Tooth
Dantų šepetukas	Toothbrush
Topazas	Topaz
Topologija	Topology
Kategorija:Topologija	Topology
Tora	Torah
Tornadas	Tornado
Torontas	Toronto
Balkanų vėžlys	Tortoise
Toras (geometrija)	Torus
Totalitarizmas	Totalitarianism
Tulūza	Toulouse
Tour de France	Tour de France
Turizmas	Tourism
Kategorija:Turizmas	Tourism
Babelio bokštas	Tower of Babel
Miestas	Town
Nuodas	Toxicity
Toksikologija	Toxicology
Žaislai	Toy
Toyota Motor Corporation	Toyota
Traktorius	Tractor
Profesinė sąjunga	Trade union
Traukinys	Train
Geležinkelio stotis	Train station
Trajanas	Trajan
Tramvajus	Tram
Transcendentinis skaičius	Transcendental number
Transformatorius	Transformer
Tranzistorius	Transistor
TCP	Transmission Control Protocol
Kategorija:Transportas	Transportation
Transilvanija	Transylvania
Trapecija	Trapezoid
Versalio sutartis	Treaty of Versailles
Medis	Tree
Trentas (Italija)	Trento
Trikampis	Triangle
Trikampis (astronomija)	Triangulum
Pietų Trikampis	Triangulum Australe
Triasas	Triassic
Triceratopsas	Triceratops
Trigonometrija	Trigonometry
Trilobitai	Trilobite
Trilogija	Trilogy
Trinidadas	Trinidad
Trinidadas ir Tobagas	Trinidad and Tobago
Kategorija:Trinidadas ir Tobagas	Trinidad and Tobago
TNT	Trinitrotoluene
Švenčiausioji Trejybė	Trinity
Tripolis	Tripoli
Triskelionas	Triskelion
Tritonas (palydovas)	Triton (moon)
Tritonas	Triton (mythology)
Trojos karas	Trojan War
Trojos arklys (programa)	Trojan horse (computing)
Troliai	Troll
Troleibusas	Trolleybus
Trombonas	Trombone
Trondheimas	Trondheim
Atogrąžos	Tropics
Troposfera	Troposphere
Trockizmas	Trotskyism
Troja	Troy
Sunkvežimis	Truck
Trumeno doktrina	Truman Doctrine
Trimitas	Trumpet
Tiesa	Truth
Triptofanas	Tryptophan
Caras	Tsar
Cunamis	Tsunami
Tuaregai	Tuareg
Tūba	Tuba
Trumas	Tuber (genus)
Tuberkuliozė	Tuberculosis
Tukanas (astronomija)	Tucana
Tuksonas	Tucson
Antradienis	Tuesday
Tulpė	Tulip
Auglys	Tumor
Tundra	Tundra
Volframas	Tungsten
Gaubtagyviai	Tunicate
Tunisas (miestas)	Tunis
Tunisas	Tunisia
Kategorija:Tunisas	Tunisia
Turinas	Turin
Tiuringo mašina	Turing machine
Turkija	Turkey
Kategorija:Turkija	Turkey
Turkmėnija	Turkmenistan
Kategorija:Turkmėnija	Turkmenistan
Dažinė ciberžolė	Turmeric
Vėžliai	Turtle
Toskana	Tuscany
Tuvalu	Tuvalu
Kategorija:Tuvalu	Tuvalu
Tux	Tux
Tychas Brahė	Tycho Brahe
Tifonas	Typhon
Tiranozauras	Tyrannosaurus
Tyras	Tyre
Tirolis (žemė)	Tyrol (state)
Tirėnų jūra	Tyrrhenian Sea
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Kategorija:Uganda	Uganda
Ukraina	Ukraine
Kategorija:Ukraina	Ukraine
Ulan Batoras	Ulan Bator
Alsteris	Ulster
Ultragarsas	Ultrasound
Ultravioletiniai spinduliai	Ultraviolet
Skėtis	Umbrella
Umbrija	Umbria
Heizenbergo neapibrėžtumo principas	Uncertainty principle
Bedarbystė	Unemployment
Neatpažintas skraidantis objektas	Unidentified flying object
Jungtiniai Arabų Emyratai	United Arab Emirates
Kategorija:Jungtiniai Arabų Emyratai	United Arab Emirates
Jungtinė Karalystė	United Kingdom
Kategorija:Jungtinė Karalystė	United Kingdom
Jungtinių Tautų Organizacija	United Nations
Kategorija:JTO	United Nations
UNICEF	United Nations Children's Fund
Jungtinės Amerikos Valstijos	United States
Kategorija:JAV	United States
Jungtinių Valstijų Kongresas	United States Congress
Atstovų rūmai	United States House of Representatives
Vest Pointas	United States Military Academy
JAV Senatas	United States Senate
Mergelių Salos (JAV)	United States Virgin Islands
Jungtinių Valstijų doleris	United States dollar
Visata	Universe
Universitetas	University
UNIX	Unix
Upanišados	Upanishad
Upsala	Uppsala
Ipsilon (raidė)	Upsilon
Uras	Ur
Uracilas	Uracil
Uralo kalnai	Ural Mountains
Uranija	Urania
Uranas (chemija)	Uranium
Uranas (planeta)	Uranus
Kategorija:Uranas	Uranus
Uranas (mitologija)	Uranus (mythology)
Urdu	Urdu
Karbamidas	Urea
Šlapimas	Urine
Didieji Grįžulo Ratai	Ursa Major
Mažieji Grįžulo Ratai	Ursa Minor
Urugvajus	Uruguay
Kategorija:Urugvajus	Uruguay
Juta	Utah
Gimda	Uterus
Utilitarizmas	Utilitarianism
Utopija	Utopia
Utrechtas	Utrecht (city)
Utrechto provincija	Utrecht (province)
Utar Pradešas	Uttar Pradesh
Uzbekija	Uzbekistan
Kategorija:Uzbekija	Uzbekistan
V	V
Vakuolė	Vacuole
Vakuumas	Vacuum
Elektroninė lempa	Vacuum tube
Vaducas	Vaduz
Makštis (lytinis organas)	Vagina
Valentingumas	Valence (chemistry)
Valensija	Valencia
Valentina Tereškova	Valentina Tereshkova
Valentino diena	Valentine's Day
Valhala	Valhalla
Valkirijos	Valkyrie
Valeta	Valletta
Slėnis	Valley
Vampyras	Vampire
Vanadis	Vanadium
Vankuveris	Vancouver
Vankuverio sala	Vancouver Island
Vandalizmas	Vandalism
Vanai	Vanir
Vanuatu	Vanuatu
Kategorija:Vanuatu	Vanuatu
Varas	Var (department)
Dispersija	Variance
Varna (Bulgarija)	Varna
Induočiai	Vascular plant
Vatikanas	Vatican City
Kategorija:Vatikanas	Vatican City
Vektorius	Vector (spatial)
Vega	Vega
Daržovės	Vegetable
Vegetarizmas	Vegetarianism
Vena	Vein
Burės (astronomija)	Vela (constellation)
Velociraptorius	Velociraptor
Venetas	Veneto
Venesuela	Venezuela
Kategorija:Venesuela	Venezuela
Venecija	Venice
Venera (planeta)	Venus
Venera (mitologija)	Venus (mythology)
Veiksmažodis	Verb
Vermontas	Vermont
Versalis	Versailles
Slankstelis	Vertebra
Stuburas	Vertebral column
Stuburiniai	Vertebrate
Vespasianas	Vespasian
Vesta	Vesta (mythology)
Veto	Veto
Victor Hugo	Victor Hugo
Viktorija (Seišeliai)	Victoria
Viktorija (Kanada)	Victoria
Viktorija	Victoria
Viktorija (Australija)	Victoria (Australia)
Viktorijos krioklys	Victoria Falls
Kompiuterinis žaidimas	Video game
Viena	Vienna
Vjenas	Vienne
Vientianas	Vientiane
Vietnamas	Vietnam
Kategorija:Vietnamas	Vietnam
Vietnamo karas	Vietnam War
Vikingai	Viking
Vilfredo Pareto	Vilfredo Pareto
Kaimas	Village
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Actas	Vinegar
Smuikas	Violin
Vergilijus	Virgil
Mergelių salos	Virgin Islands
Virdžinija	Virginia
Virginia Woolf	Virginia Woolf
Nekaltybė	Virginity
Mergelė	Virgo (constellation)
Virtualioji atmintis	Virtual memory
Virusas	Virus
Klampumas	Viscosity
Višnus	Vishnu
Vysla	Vistula
Vitaminas	Vitamin
Vitaminas A	Vitamin A
Piridoksinas	Vitamin B6
Vitaminas C	Vitamin C
Vitaminas D	Vitamin D
Vitaminas K	Vitamin K
Vitus Bering	Vitus Bering
Leninas	Vladimir Lenin
Vladimiras Nabokovas	Vladimir Nabokov
Vladimiras Putinas	Vladimir Putin
Vladivostokas	Vladivostok
Degtinė	Vodka
Skraidanti Žuvis	Volans
Ugnikalnis	Volcano
Vulkanologija	Volcanology
Volga	Volga River
Volgogradas	Volgograd
Tinklinis	Volleyball
Voltas	Volt
Elektrinė įtampa	Voltage
Volteras	Voltaire
Tūris	Volume
Vėmimas	Vomiting
Vudu	Voodoo
Vulkanas (mitologija)	Vulcan (mythology)
Laputė	Vulpecula
Vulva	Vulva
W	W
WYSIWYG	WYSIWYG
Velsas	Wales
Kategorija:Velsas	Wales
Vėplys	Walrus
Walt Disney	Walt Disney
Karas	War
Kategorija:Karas	War
Karo nusikaltimai	War crime
Ispanijos įpėdinystės karas	War of the Spanish Succession
Rožių karai	Wars of the Roses
Varšuva	Warsaw
Skalbimo mašina	Washing machine
Vašingtonas	Washington
Vašingtonas (valstija)	Washington
Vašingtonas (reikšmės)	Washington (disambiguation)
Vasilijus Kandinskis	Wassily Kandinsky
Vanduo	Water
Vandensvydis	Water polo
Krioklys	Waterfall
Votergeito skandalas	Watergate scandal
Tikrasis arbūzas	Watermelon
Vatas	Watt
Banga	Wave
Bangos ilgis	Wavelength
Vaškas	Wax
Silpnoji sąveika	Weak interaction
Ginklas	Weapon
Orai	Weather
Naršyklė	Web browser
Tinklalapis	Web page
Trečiadienis	Wednesday
Savaitė	Week
Svoris	Weight
Veimaras	Weimar
Veimaro respublika	Weimar Republic
Velingtonas	Wellington
Vilkolakis	Werewolf
Vėzeris	Weser River
Vakarai (pasaulio kryptis)	West
Vakarų Krantas	West Bank
Vakarų Bengalija	West Bengal
Vakarų Virdžinija	West Virginia
Vakarų Australija	Western Australia
Vakarų Romos imperija	Western Roman Empire
Vakarų Sachara	Western Sahara
Vestminsterio vienuolynas	Westminster Abbey
Kvietys	Wheat
Ratas	Wheel
Viskis	Whisky
Baltieji rūmai	White House
Baltoji jūra	White Sea
Baltasis kraujo kūnelis	White blood cell
Baltoji nykštukė	White dwarf
Vaithorsas	Whitehorse
Vysbadenas	Wiesbaden
Vilpišys	Wildcat
William Blake	William Blake
William Faulkner	William Faulkner
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
Vilhelmas I	William I
Vilhelmas II	William II
Viljamas Džeimsas	William James
William Shakespeare	William Shakespeare
Viljamas Okamas	William of Ockham
Gluosnis	Willow
Willy Brandt	Willy Brandt
Pučiamieji instrumentai	Wind instrument
Vėjo energija	Wind power
Vindhukas	Windhoek
Langas	Window
Vynas	Wine
Vinipegas	Winnipeg
Winston Churchill	Winston Churchill
Žiema	Winter
Žiemos olimpinės žaidynės	Winter Olympic Games
Viskonsinas	Wisconsin
Volfgangas Amadėjus Mocartas	Wolfgang Amadeus Mozart
Wolfgang Ernst Pauli	Wolfgang Pauli
Moteris	Woman
Mediena	Wood
Woodrow Wilson	Woodrow Wilson
Woody Allen	Woody Allen
Žodis	Word
Pasaulio Bankas	World Bank
Pasaulio sveikatos organizacija	World Health Organization
Pasaulio prekybos centras	World Trade Center
Pasaulio prekybos organizacija	World Trade Organization
Pirmasis pasaulinis karas	World War I
Antrasis pasaulinis karas	World War II
Kategorija:Antrasis pasaulinis karas	World War II
Žiniatinklis	World Wide Web
Pasauliniai karai	World war
Kirmėlė	Worm
Slieko tunelis	Wormhole
Rašto sistema	Writing system
Uhanas	Wuhan
Vajomingas	Wyoming
X	X
Rentgeno spinduliai	X-ray
Nepilnadančiai	Xenarthra
Ksenonas	Xenon
Ksenofobija	Xenophobia
Ksenofontas	Xenophon
Ksi (raidė)	Xi
Sindziangas	Xinjiang
Y	Y
Tetragramatonas	Yahweh
Jakas	Yak
Jakudza	Yakuza
Jalta	Yalta
Jaltos konferencija	Yalta Conference
Rangūnas	Yangon
Jangdzė	Yangtze River
Jesiras Arafatas	Yasser Arafat
Metai	Year
Kategorija:Metai	Years
Mielės	Yeast
Geltona	Yellow
Chvangchė	Yellow River
Geltonoji jūra	Yellow Sea
Jeloustouno nacionalinis parkas	Yellowstone National Park
Jemenas	Yemen
Kategorija:Jemenas	Yemen
Jenisejus	Yenisei River
Jerevanas	Yerevan
Igdrasilas	Yggdrasil
Jojo	Yo-yo
Joga	Yoga
Jogurtas	Yoghurt
Yoko Ono	Yoko Ono
Jokohama	Yokohama
Jom Kipuras	Yom Kippur
Teismo dienos karas	Yom Kippur War
Josemičio nacionalinis parkas	Yosemite National Park
Jungo modulis	Young's modulus
Iterbis	Ytterbium
Itris	Yttrium
Juan dinastija	Yuan Dynasty
Kategorija:Jugoslavija	Yugoslavia
Jukonas	Yukon
Junnanas	Yunnan
Jurijus Gagarinas	Yuri Gagarin
Z	Z
Zagrebas	Zagreb
Zambezė	Zambezi
Zambija	Zambia
Kategorija:Zambija	Zambia
Zanzibaras	Zanzibar
Saragosa	Zaragoza
Zelandija	Zealand
Zebrai	Zebra
Dzenas	Zen
Zenitas	Zenith
Zenonas Elėjietis	Zeno of Elea
Dzeusas	Zeus
Dzeusas	Zeus (disambiguation)
Zikuratas	Ziggurat
Zimbabvė	Zimbabwe
Kategorija:Zimbabvė	Zimbabwe
Cinkas	Zinc
Sionizmas	Zionism
Cirkonis	Zirconium
Zodiakas	Zodiac
Zombis	Zombie
Zoologijos sodas	Zoo
Zoologija	Zoology
Kategorija:Zoologija	Zoology
Zaratustra	Zoroaster
Zoroastrizmas	Zoroastrianism
