English	Slovenian
Mathematics	Kategorija:Matematika
Matrix (mathematics)	Matrika
Matter	Snov
Maundy Thursday	Veliki četrtek
Maurice Ravel	Maurice Ravel
Mauritania	Mavretanija
Mauritania	Kategorija:Mavretanija
Mauritius	Mauritius
Mauritius	Kategorija:Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Planck	Max Planck
Max Weber	Max Weber
Maxwell's equations	Maxwellove enačbe
May	Maj
May 1	1. maj
May 24	24. maj
Mayenne	Mayenne (departma)
Mayfly	Enodnevnice
Mayonnaise	Majoneza
Mayor	Župan
Measles	Ošpice
Measurement	Kategorija:Meroslovje
Measurement	meritev
Meat	Meso
Mecca	Meka
Mechanical engineering	Strojništvo
Mechanical engineering	Kategorija:Strojništvo
Mechanics	Kategorija:Mehanika
Mechanics	Mehanika
Medea	Medeja
Median	Mediana
Medication	Zdravilo
Medicine	Medicina
Medicine	Kategorija:Medicina
Medina	Medina
Mediterranean	Kategorija:Sredozemlje
Mediterranean Sea	Sredozemsko morje
Medusa	Meduza (mitologija)
Meitnerium	Majtnerij
Mekong	Mekong
Melody	Melodija
Melpomene	Melpomena
Melting	Taljenje
Melting point	Tališče
Memory	Spomin
Mendelevium	Mendelevij
Meningitis	Meningitis
Mental disorder	Duševna motnja
Mercantilism	Merkantilizem
Mercenary	Najemnik
Mercury	Merkur (razločitev)
Mercury (element)	Živo srebro
Mercury (mythology)	Merkur (mitologija)
Mercury (planet)	Merkur
Meridian (geography)	Poldnevnik
Meryl Streep	Meryl Streep
Mesolithic	Mezolitik
Mesopotamia	Mezopotamija
Mesopotamia	Kategorija:Mezopotamija
Messina	Messina
Metabolism	Presnova
Metal	Kovina
Metalloid	Polkovina
Metallurgy	Metalurgija
Metallurgy	Kategorija:Metalurgija
Metamorphic rock	Metamorfne kamnine
Metaphor	Preneseni pomen
Metaphysics	Metafizika
Metaphysics	Kategorija:Metafizika
Meteor shower	Meteorski roj
Meteorite	Meteorit
Meteoroid	Meteoroid
Meteorology	Kategorija:Meteorologija
Meteorology	Meteorologija
Methadone	Metadon
Methanol	Metanol
Metis (moon)	Metis (luna)
Metre	Meter
Metric space	Metrični prostor
Meuse	Meuse (departma)
Meuse River	Meuse (reka)
Mexico	Mehika
Mexico	Kategorija:Mehika
Mexico City	Ciudad de México
Miami	Miami
Michael (archangel)	Mihael (nadangel)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo	Michelangelo
Michigan	Michigan
Mick Jagger	Mick Jagger
Mickey Mouse	Miki Miška
Microbiology	Mikrobiologija
Microbiology	Kategorija:Mikrobiologija
Microeconomics	Mikroekonomija
Micronesia	Mikronezija
Microorganism	Mikroorganizem
Microphone	Mikrofon
Microscope	Mikroskop
Microwave oven	Mikrovalovna pečica
Middle Ages	Srednji vek
Middle Ages	Kategorija:Srednji vek
Middle East	Bližnji vzhod
Middle East	Kategorija:Srednji vzhod
Miguel de Cervantes	Miguel de Cervantes
Mikhail Bakunin	Mihail Bakunin
Mikhail Glinka	Mihail Glinka
Mikhail Gorbachev	Mihail Sergejevič Gorbačov
Milan	Milano
Mile	Milja
Miles Davis	Miles Davis
Military	Kategorija:Vojaštvo
Military rank	Vojaški čini
Milk	Mleko
Milky Way	Rimska cesta (galaksija)
Millard Fillmore	Millard Fillmore
Millennium	Tisočletje
Millimetre	Milimeter
Million	Milijon
Milton Friedman	Milton Friedman
Mineral	Mineral
Mineralogy	Kategorija:Mineralogija
Minerva	Minerva (mitologija)
Ming Dynasty	Dinastija Ming
Minister (government)	Minister
Minnesota	Minnesota
Minnesota	Kategorija:Minnesota
Minotaur	Minotaver
Minsk	Minsk
Minute	Minuta
Mirror	Zrcalo
Mississippi River	Misisipi
Missouri	Misuri
Missouri	Kategorija:Missouri
Missouri River	Misuri (reka)
Mitochondrion	Mitohondrij
Mobile phone	Prenosni telefon
Modem	Modem
Modest Mussorgsky	Modest Petrovič Musorgski
Moirae	Mojre
Mold	Plesen
Moldova	Moldavija
Moldova	Kategorija:Moldavija
Mole (unit)	Mol (enota)
Molecular biology	Molekularna biologija
Molecular biology	Kategorija:Molekularna biologija
Molecule	Molekula
Mollusca	Mehkužci
Molotov cocktail	Koktajl Molotova
Molybdenum	Molibden
Momentum	Gibalna količina
Monaco	Monako
Monaco	Kategorija:Monako
Monarch	Kralj
Monarchy	Kralj
Monarchy	Kategorija:Monarhije
Monastery	Samostan
Monday	Ponedeljek
Money	Denar
Mongolia	Mongolija
Mongolia	Kategorija:Mongolija
Monopoly	Monopol
Monotheism	Monoteizem
Monotreme	Stokovci
Monsoon	Monsun
Mont Blanc	Mont Blanc
Montana	Montana
Montana	Kategorija:Montana
Montenegro	Črna gora
Montenegro	Kategorija:Črna gora
Montevideo	Montevideo
Montgomery	Montgomery, Alabama
Month	Mesec
Montreal	Montréal
Montserrat	Montserrat
Moon	Luna
Moose	Los
Moravia	Moravska
Morocco	Maroko
Morocco	Kategorija:Maroko
Morphine	Morfin
Morse code	Morsejeva abeceda
Mortar (weapon)	Minomet
Mosaic	Mozaik
Moscow	Moskva
Moscow	Kategorija:Moskva
Moselle	Moselle
Moses	Mojzes
Moshe Dayan	Moše Dajan
Mosque	Mošeja
Mosquito	Komarji
Mossad	Mosad
Motet	Motet
Mother Teresa	Mati Tereza
Mother's Day	Materinski dan
Motion (physics)	Gibanje
Motto	Moto
Mount Ararat	Ararat
Mount Etna	Etna
Mount Everest	Mount Everest
Mount Fuji	Gora Fuji
Mount Kilimanjaro	Kilimandžaro
Mount Olympus	Olimp
Mount St. Helens	Sveta Helena (ognjenik)
Mount Vesuvius	Vezuv
Mountain	Gora
Mountain bike	Gorsko kolesarstvo
Mountain pass	Prelaz
Mountain range	Gorovje
Mouse (computing)	Računalniška miška
Mozambique	Mozambik
Mozambique	Kategorija:Mozambik
Mu (letter)	Mi (črka)
Muezzin	Mujezin
Muhammad	Mohamed
Mumbai	Bombaj
Mummy	Mumija
Munich	München
Municipality	Občina
Muon	Mion
Murmansk	Murmansk
Murphy's law	Murphyjevi zakoni
Murray Gell-Mann	Murray Gell-Mann
Musa (genus)	Banana
Muscle	Mišica
Muse	Muza
Museum	Muzej
Mushroom	Glive
Music	Glasba
Music	Kategorija:Glasba
Musical Instrument Digital Interface	MIDI
Musical instrument	Glasbilo
Musician	Glasbenik
Musicology	Muzikologija
Musket	Mušketa
Mustelidae	Kune
Mutation	Mutacija
Mute Swan	Labod grbec
Myanmar	Kategorija:Mjanmar
Mycology	Kategorija:Mikologija
Myopia	Kratkovidnost
Myriapoda	Stonoge
Mysticism	Mistika
Mythology	Mitologija
Mythology	Kategorija:Mitologija
N	N
NATO	NATO
NATO	Kategorija:NATO
Nadir	Podnožišče
Nagasaki	Nagasaki
Nahuatl	Nahuatl
Nail (anatomy)	Noht
Nail (fastener)	Žebelj
Nairobi	Nairobi
Namibia	Namibija
Namibia	Kategorija:Namibija
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanotechnology	Nanotehnologija
Nantes	Nantes
Napalm	Napalm A
Naples	Neapelj
Nation	Narod
National anthem	Državna himna
National park	Narodni park
Nationalism	Nacionalizem
Nationalism	Kategorija:Nacionalizem
Natural gas	Zemeljski plin
Natural number	Naravno število
Natural science	Naravoslovje
Nature	Narava
Nature	Kategorija:Narava
Naturism	Naturizem
Nauru	Nauru
Nauru	Kategorija:Nauru
Nautical mile	Morska milja
Navigation	Kategorija:Navigacija
Navigation	Navigacija
Navy	Vojna mornarica
Nazareth	Nazaret
Nazi Germany	Tretji rajh
Nazi Party	Nacionalsocialistična nemška delavska stranka
Neanderthal	Neandertalec
Nebraska	Nebraska
Nebraska	Kategorija:Nebraska
Nebuchadrezzar II	Nebukadnezar II.
Nebula	Meglica
Nefertiti	Nefertiti
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nemesis (mythology)	Nemeza
Neodymium	Neodim
Neolithic	Neolitik
Neon	Neon
Nepal	Nepal
Nepal	Kategorija:Nepal
Neptune	Neptun
Neptunium	Neptunij
Nereid (moon)	Nereida (luna)
Nero	Neron
Nervous system	Živčni sistem
Nervous system	Kategorija:Živčevje
Nest	Gnezdo
Nestorianism	Nestorijanstvo
Netherlands	Nizozemska
Netherlands	Kategorija:Nizozemska
Netherlands Antilles	Nizozemski Antili
Neurology	Kategorija:Nevrologija
Neuron	Nevron
Neutrino	Nevtrino
Neutron	Nevtron
Neutron star	Nevtronska zvezda
Neva River	Neva
Nevada	Nevada
Nevada	Kategorija:Nevada
New Caledonia	Nova Kaledonija
New Delhi	New Delhi
New England	Nova Anglija
New Guinea	Nova Gvineja
New Hampshire	New Hampshire
New Hampshire	Kategorija:New Hampshire
New Jersey	New Jersey
New Jersey	Kategorija:New Jersey
New Mexico	Nova Mehika
New Testament	Nova zaveza
New World	Novi svet
New Year	Novo leto
New York	New York (zvezna država)
New York	Kategorija:New York
New York (disambiguation)	New York (razločitev)
New York City	New York
New York City	Kategorija:New York City
New York Stock Exchange	Newyorška borza
New Zealand	Nova Zelandija
New Zealand	Kategorija:Nova Zelandija
Newfoundland (island)	Nova Fundlandija
Newport	Newport
Newton	Newton
Niagara Falls	Niagarski slapovi
Nicaragua	Nikaragva
Nicaragua	Kategorija:Nikaragva
Nice	Nica
Nicene Creed	Nicejsko-carigrajska veroizpoved
Nicholas	Petrović Njegoš
Nickel	Nikelj
Nicolaus Copernicus	Nikolaj Kopernik
Nicotine	Nikotin
Niels Bohr	Niels Henrik David Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Niger	Kategorija:Niger
Niger River	Niger (reka)
Nigeria	Nigerija
Nigeria	Kategorija:Nigerija
Nike (mythology)	Nike
Nikita Khrushchev	Nikita Hruščov
Nikola Tesla	Nikola Tesla
Nile	Nil
Niobium	Niobij
Nirvana	Nirvana
Nitric acid	Dušikova kislina
Nitrogen	Dušik
Nitroglycerin	Nitroglicerin
Nix (moon)	Niks (luna)
Noah	Noe
Noam Chomsky	Noam Chomsky
Nobel Prize	Nobelova nagrada
Nobel Prize	Kategorija:Nobelova nagrada
Nobelium	Nobelij
Nobility	Plemstvo
Nobility	Kategorija:Plemstvo
Noble gas	Žlahtni plin
Nomad	Nomadi
Nonmetal	Nekovina
Normal distribution	Normalna porazdelitev
Normandy	Normandija
Norse mythology	Nordijska mitologija
North	Sever
North Africa	Severna Afrika
North America	Severna Amerika
North Carolina	Severna Karolina
North Carolina	Kategorija:Severna Karolina
North Dakota	Severna Dakota
North Korea	Severna Koreja
North Korea	Kategorija:Severna Koreja
North Pole	Severni tečaj
North Sea	Severno morje
Northern Europe	Severna Evropa
Northern Ireland	Severna Irska
Northern Mariana Islands	Severni Marianski otoki
Norway	Norveška
Norway	Kategorija:Norveška
Norwegian krone	Norveška krona
Nose	Nos
Nostradamus	Nostradamus
Note	Nota
Noun	Samostalnik
Novaya Zemlya	Nova dežela
Novel	Roman
November	November
November 1	1. november
November 11	11. november
November 2	2. november
November 5	5. november
Novial	Novial
Nu (letter)	Ni (črka)
Nuclear fission	Jedrska cepitev
Nuclear fusion	Jedrsko zlivanje
Nuclear physics	Jedrska fizika
Nuclear power	Jedrska energija
Nuclear weapon	Jedrsko orožje
Nucleon	Nukleon
Nucleotide	Nukleotid
Number	Število
Numbers	Kategorija:Števila
Numismatics	Numizmatika
Numismatics	Kategorija:Numizmatika
Nuremberg	Nürnberg
Nutmeg	Muškat (drevo)
Nutrition	Kategorija:Prehrana
Nymph	Nimfa
O	O
OPEC	Organizacija držav izvoznic nafte
Oak	Hrast
Oat	Oves
Ob River	Ob
Obesity	Debelost
Oboe	Oboa
Observatory	Observatorij
Occam's razor	Occamova britev
Ocean	Ocean
Ocean current	Oceanski tok
Oceania	Oceanija
Oceania	Kategorija:Oceanija
Oceanid	Okeanide
Oceanography	Kategorija:Oceanografija
Oceanus	Okean
October	Oktober
October 12	12. oktober
October 24	24. oktober
Ode	Oda
Oder River	Odra
Odessa	Odesa
Odin	Odin
Odonata	Kačji pastirji
Odysseus	Odisej
Odyssey	Odiseja
Ohio	Ohio
Ohio	Kategorija:Ohio
Ohm	Om
Ohm's law	Ohmov zakon
Oil	Olje
Okapi	Okapi
Oklahoma	Oklahoma
Oklahoma	Kategorija:Oklahoma
Old Church Slavonic	Stara cerkvena slovanščina
Old Testament	Stara zaveza
Oligarchy	Oligarhija
Olive oil	Oljčno olje
Oliver Cromwell	Oliver Cromwell
Olivine	Olivin
Olympia	Olimpija
Olympic Games	Olimpijske igre
Olympics	Kategorija:Olimpijade
Oman	Oman
Oman	Kategorija:Oman
Omega	Omega
Omicron	Omikron
Omsk	Omsk
Oncology	Kategorija:Onkologija
Onion	Čebula
Onomastics	Onomastika
Ontario	Ontario
Ontology	Ontologija
Oort cloud	Oortov oblak
Opal	Opal
Opel	Opel
Opera	Opera
Opera (Internet suite)	Opera (brskalnik)
Operating system	Operacijski sistem
Operetta	Opereta
Ophiuchus	Kačenosec (ozvezdje)
Opium	Opij
Optical fiber	Optično vlakno
Optics	Optika
Optics	Kategorija:Optika
Optimization (mathematics)	Optimizacija (matematika)
Oral sex	Oralni spolni odnos
Orange (fruit)	Pomaranča
Oratorio	Oratorij
Orbit	Tir
Orca	Orka
Orchestra	Orkester
Orchidaceae	Kukavičevke
Order (biology)	Red (biologija)
Ordovician	Ordovicij
Oregano	Navadna dobra misel
Oregon	Oregon
Oregon	Kategorija:Oregon
Organ (music)	Orgle
Organelle	Organel
Organic chemistry	Organska kemija
Organic chemistry	Kategorija:Organska kemija
Organism	Organizem
Organization	Organizacija
Organization of American States	Organizacija ameriških držav
Original sin	Izvirni greh
Ornithology	Ornitologija
Ornithology	Kategorija:Ornitologija
Orson Welles	Orson Welles
Orthography	Pravopis
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Osiris	Oziris
Oslo	Oslo
Osmium	Osmij
Osprey	Ribji orel
Osteoporosis	Osteoporoza
Ostrich	Noj
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I	Oton I. Veliki
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Osmansko cesarstvo
Ottoman Empire	Kategorija:Osmansko cesarstvo
Ovary	Jajčnik
Ovid	Publij Ovidij Naso
Ovum	Jajčna celica
Owl	Sove
Oxford	Oxford
Oxide	Oksid
Oxygen	Kisik
Ozone	Ozon
P	P
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Tihi ocean
Pacific Ocean	Kategorija:Tihi ocean
Pacifism	Pacifizem
Painting	Kategorija:Slikarstvo
Pakistan	Pakistan
Pakistan	Kategorija:Pakistan
Palace of Versailles	Versajska palača
Palau	Palau
Palau	Kategorija:Palau
Paleolithic	Paleolitik
Paleontology	Paleontologija
Paleontology	Kategorija:Paleontologija
Paleozoic	Paleozoik
Palestine	Palestina
Palestine	Kategorija:Palestina
Palindrome	Palindrom
Palladium	Paladij
Palm Sunday	Cvetna nedelja
Palmyra	Palmira
Pamir Mountains	Pamir
Pan (mythology)	Pan
Panama	Panama
Panama	Kategorija:Panama
Panama Canal	Panamski prekop
Pancreas	Trebušna slinavka
Pandemic	Pandemija
Pangaea	Pangea
Papua New Guinea	Papua Nova Gvineja
Papua New Guinea	Kategorija:Papua Nova Gvineja
Papyrus	Papirus
Parabola	Parabola
Paracelsus	Paracelzij
Parachute	Padalo
Paradigm	Paradigma
Paradox	Paradoks (logika)
Paragliding	Jadralno padalstvo
Paraguay	Paragvaj
Paraguay	Kategorija:Paragvaj
Parallax	Paralaksa
Parallelogram	Paralelogram
Parchment	Pergament
Paris	Pariz
Paris	Kategorija:Pariz
Paris (mythology)	Paris
Parity (mathematics)	Soda in liha števila
Parmenides	Parmenid
Parrot	Papige
Parsec	Parsek
Parsley	Navadni peteršilj
Parthenon	Partenon
Parthia	Parti
Particle physics	Fizika osnovnih delcev
Pascal	Pascal (razločitev)
Pascal (programming language)	Programski jezik paskal
Pascal (unit)	Paskal
Passeriformes	Kategorija:Ptice pevke
Passerine	Pevci
Passover	Pasha
Passport	Potni list
Password	Geslo (računalništvo)
Pasteurization	Pasterizacija
Patagonia	Patagonija
Patent	Patent
Pathology	Patologija
Patriarch	Patriarh
Paul Gauguin	Paul Gauguin
Paul McCartney	Paul McCartney
Paul the Apostle	Sveti Pavel
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Paulijevo izključitveno načelo
Pawn (chess)	Kmet (šah)
Pays de la Loire	Loire (regija)
Pea	Grah
Peace of Westphalia	Vestfalski mir
Pearl	Biser
Pearl Harbor	Pearl Harbor
Pedagogy	Pedagogika
Pedagogy	Kategorija:Pedagogika
Pediatrics	Pediatrija
Pedunculate Oak	Dob (drevo)
Peloponnese	Peloponez
Peloponnesian War	Peloponeška vojna
Pendulum	Nihalo
Penguin	Pingvini
Penicillin	Penicilin
Peninsula	Polotok
Pennsylvania	Pensilvanija
Pentagon	Petkotnik
Pentagram	Pentagram
Pentecost	Binkošti
Pentecostalism	Binkoštništvo
People	Kategorija:Biografije
People's Republic of China	Ljudska republika Kitajska
Pepin the Short	Pipin Mali
Percentage	Odstotek
Perciformes	Ostrižnjaki
Percussion instrument	Tolkala
Peregrine Falcon	Sokol selec
Perfume	Parfum
Pericles	Periklej
Periodic table	Periodni sistem elementov
Perm	Perm, Rusija
Permian	Perm
Perseus	Perzej
Persian Empire	Perzija
Persian Gulf	Perzijski zaliv
Personal digital assistant	Dlančnik
Peru	Peru
Peru	Kategorija:Peru
Pesticide	Pesticid
Peter Abelard	Pierre Abélard
Peter Paul Rubens	Peter Paul Rubens
Petrarch	Francesco Petrarca
Petroleum	Nafta
Phanerozoic	Fanerozoik
Pharaoh	Faraon
Pharmacology	Farmakologija
Pharmacology	Kategorija:Farmakologija
Phase (matter)	Faza snovi
Phenol	Fenol
Phenomenology	Fenomenologija
Phi (letter)	Fi
Philadelphia	Filadelfija, Pensilvanija
Philately	Filatelija
Philately	Kategorija:Filatelija
Philip II of Macedon	Filip II. Makedonski
Philipp Lenard	Philipp Eduard Anton von Lenard
Philippines	Filipini
Philippines	Kategorija:Filipini
Philology	Filologija
Philology	Kategorija:Filologija
Philosopher's stone	Kamen modrosti
Philosophy	Filozofija
Philosophy	Kategorija:Filozofija
Phnom Penh	Phnom Penh
Phobia	Fobija
Phobos (moon)	Fobos (luna)
Phoenicia	Fenicija
Phoenix (spacecraft)	Phoenix (sonda)
Phoneme	Fonem
Phonetics	Fonetika
Phonetics	Kategorija:Fonetika
Phonology	Fonologija
Phosphoric acid	Fosforna kislina
Phosphorus	Fosfor
Photography	Fotografija
Photography	Kategorija:Fotografija
Photon	Foton
Photosphere	Fotosfera
Photosynthesis	Fotosinteza
Phylum	Deblo (taksonomija)
Physical chemistry	Kategorija:Fizikalna kemija
Physician	Zdravnik
Physics	Fizika
Physics	Kategorija:Fizika
Physiology	Fiziologija
Physiology	Kategorija:Fiziologija
Pi	Pi
Pi (letter)	Pi (črka)
Piano	Klavir
Picardie	Pikardija
Piciformes	Plezalci
Pidgin	Pidžin
Pidgin (software)	Pidgin
Piedmont	Piemont
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pine	Bor (drevo)
Pineapple	Ananas
Piracy	Gusar
Pituitary gland	Hipofiza
Pixel	Piksel
Pizza	Pica
Plane (mathematics)	Ravnina
Planet	Planet
Planetary nebula	Planetarna meglica
Plant	Rastline
Plasma (physics)	Plazma (fizika)
Plasmid	Plazmid
Plastic	Plastika
Plastid	Plastid
Plate tectonics	Tektonika plošč
Platelet	Trombocit
Platinum	Platina
Plato	Platon
Playboy	Playboy
Playing card	Igralna karta
Pliny the Elder	Plinij starejši
Pliny the Younger	Plinij mlajši
Pliocene	Pliocen
Plotinus	Plotin
Plutarch	Plutarh
Pluto	Pluton
Plutonium	Plutonij
Po River	Pad
Poaceae	Trave
Podcast	Podcasting
Poetry	Pesništvo
Poetry	Kategorija:Pesništvo
Pogrom	Pogrom
Point (geometry)	Točka
Poison	Strup
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Poland	Poljska
Poland	Kategorija:Poljska
Polar bear	Severni medved
Polaris	Severnica
Police	Policija
Political party	Politična stranka
Political science	Politične znanosti
Politician	Politik
Politics	Politika
Politics	Kategorija:Politika
Pollen	Pelod
Pollution	Onesnaženje
Polonium	Polonij
Polygon	Mnogokotnik
Polyhedron	Polieder
Polyhymnia	Polihimnija
Polymer	Polimer
Polynomial	Polinom
Polytheism	Politeizem
Pomelo	Pomelo
Pompeii	Pompeji
Pompey	Pompej Veliki
Pontius Pilate	Poncij Pilat
Pop music	Pop glasba
Pope	Papež
Pope Alexander VI	Papež Aleksander VI.
Poplar	Topoli
Population	Prebivalstvo
Porcelain	Porcelan
Pornography	Pornografija
Port	Pristanišče
Porto	Porto
Portrait	Portret
Portugal	Portugalska
Portugal	Kategorija:Portugalska
Poseidon	Pozejdon
Positron	Pozitron
Postage stamp	Poštna znamka
Potassium	Kalij
Potassium nitrate	Kalijev nitrat
Potato	Krompir
Potential energy	Potencialna energija
Pound (mass)	Funt (mera)
Pound sterling	Funt šterling
Power (physics)	Moč
Power station	Elektrarna
Prague	Praga
Prague	Kategorija:Praga
Praseodymium	Prazeodim
Prayer	Molitev
Precambrian	Predkambrij
Precession	Precesija
Precipitation (meteorology)	Padavine
Pregnancy	Nosečnost
Prehistory	Prazgodovina
Prehistory	Kategorija:Prazgodovina
President of the United States	Predsednik Združenih držav Amerike
Pressure	Tlak
Pretoria	Pretorija
Priest	Duhovnik
Primate	Prvaki
Primates	Kategorija:Prvaki
Prime minister	Predsednik vlade
Prime number	Praštevilo
Prince Edward Island	Otok princa Edvarda
Prism (geometry)	Prizma
Prison	Zapor
Prisoner of war	Vojni ujetnik
Professor	Profesor
Programmer	Programer
Programming language	Programski jezik
Progressive rock	Progresivni rock
Project	Projekt
Prokaryote	Prokarioti
Prolog	Prolog
Prometheus	Prometej
Promethium	Prometij
Propaganda	Propaganda
Propane	Propan
Prostate	Prostata
Protactinium	Protaktinij
Protein	Beljakovina
Proterozoic	Proterozoik
Protestant Reformation	Reformacija
Protestantism	Protestantizem
Protist	Protisti
Protista	Kategorija:Protisti
Protocol	Protokol
Proton	Proton
Protozoa	Praživali
Prussia	Prusija
Psalms	Knjiga psalmov
Psi (letter)	Psi
Psychiatry	Psihiatrija
Psychiatry	Kategorija:Psihiatrija
Psychology	Psihologija
Psychology	Kategorija:Psihologija
Ptah	Pta
Ptolemy	Ptolemaj
Puberty	Puberteta
Public domain	Javna last
Public relations	Odnosi z javnostmi
Puerto Rico	Portoriko
Puerto Rico	Kategorija:Portoriko
Pula	Pulj
Pulley	Škripec
Pump	Črpalka
Punctuation	Ločilo
Punk rock	Punk
Pupil	Dijak
Pyramid	Piramida
Pyramid (geometry)	Piramida (geometrija)
Pyrenees	Pireneji
Pyrite	Pirit
Pyrrhic victory	Pirova zmaga
Pythagoras	Pitagora
Python (programming language)	Python (programski jezik)
Q	Q
Qatar	Katar
Qatar	Kategorija:Katar
Quadratic equation	Kvadratna enačba
Quadrilateral	Štirikotnik
Quantum field theory	Kvantna teorija polja
Quantum mechanics	Kvantna mehanika
Quantum mechanics	Category:Kvantna mehanika
Quark	Kvark
Quartz	Kamena strela
Quaternary	Kvartar
Quaternion	Kvaternion
Quebec	Québec
Quechua	Kečuanščina
Queen (chess)	Dama (šah)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Question mark	Vprašaj
Quetzalcoatl	Quetzalcoatl
Quince	Kutina
R	R
RAF (disambiguation)	RAF
RAID	RAID
RNA	Ribonukleinska kislina
Ra	Ra (mitologija)
Rabindranath Tagore	Rabindranath Tagore
Raccoon Dog	Rakunasti pes
Racism	Rasizem
Radar	Radar
Radian	Radian
Radio	Kategorija:Radio
Radioactive decay	Radioaktivnost
Radiology	Radiologija
Radium	Radij
Radius	Polmer
Radon	Radon
Rain	Dež
Rainbow	Mavrica
Ralph Waldo Emerson	Ralph Waldo Emerson
Ramadan	Ramazan
Ramesses II	Ramzes II.
Random access memory	Bralno-pisalni pomnilnik
Ranunculaceae	Zlatičevke
Rapeseed	Oljna ogrščica
Raphael	Raffaello Santi
Raspberry	Malinjak
Rational number	Racionalno število
Ratite	Nojevci
Ray Bradbury	Ray Bradbury
Read-only memory	Bralni pomnilnik
Real number	Realno število
Rectangle	Pravokotnik
Recursion	Rekurzija
Recycling	Recikliranje
Red	Rdeča
Red Army Faction	Frakcija rdeče armade
Red Deer	Navadni jelen
Red Fox	Navadna lisica
Red Sea	Rdeče morje
Red algae	Rdeče alge
Red blood cell	Eritrocit
Red dwarf	Rdeča pritlikavka
Red giant	Rdeča orjakinja
Reduced instruction set computer	RISC
Referendum	Plebiscit
Refraction	Lom svetlobe
Regent	Regent
Reggae	Reggae
Regiment	Polk
Region	Regija
Reims	Reims
Relation (mathematics)	Relacija
Relativity	Kategorija:Relativnost
Relay	Rele
Religion	Religija
Religion	Kategorija:Religija
Religious Society of Friends	Kvekerji
Rembrandt	Rembrandt
Renaissance	Renesansa
Renaissance	Kategorija:Renesansa
Reproduction	Razmnoževanje
Reptile	Plazilci
Republic	Republika
Republic of China	Tajvan
Republic of Ireland	Irska (država)
Republic of Ireland	Kategorija:Irska
Republic of the Congo	Republika Kongo
Republic of the Congo	Kategorija:Republika Kongo
Republican Party (United States)	Republikanska stranka (ZDA)
Requiem	Rekvijem
Resistor	Upor (elektrotehnika)
Respiratory system	Dihala
Restaurant	Restavracija
Retina	Mrežnica
Retinol	Vitamin A
Revolution	Revolucija
Revolver	Revolver
Rhea (moon)	Rea (luna)
Rhea (mythology)	Rea
Rhenium	Renij
Rhetoric	retorika
Rhetoric	Kategorija:Retorika
Rhine	Ren
Rhinoceros	Nosorogi
Rho (letter)	Ro
Rhode Island	Rhode Island
Rhode Island	Kategorija:Rhode Island
Rhodes	Rodos
Rhodium	Rodij
Rhombus	Romb
Rhythm	Ritem
Rib	Rebro
Ribosome	Ribosom
Rice	Riž
Richard Feynman	Richard Phillips Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richmond	Richmond, Virginija
Riga	Riga
Ring (mathematics)	Kolobar
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
River	Reka
Road	Cesta
Roald Amundsen	Roald Amundsen
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert E. Lee	Robert Edward Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Oppenheimer	Julius Robert Oppenheimer
Robert Owen	Robert Owen
Robert Schumann	Robert Schumann
Rock (geology)	Kamnina
Rock music	Rock
Rocket	Raketa
Rocky Mountains	Skalno gorovje
Rococo	Rokoko
Rodent	Glodavci
Roger Bacon	Roger Bacon
Roman Catholic Church	Rimskokatoliška cerkev
Roman Empire	Rimski imperij
Roman Republic	Rimska republika
Roman calendar	Rimski koledar
Roman law	Rimsko pravo
Roman legion	Rimska legija
Roman mythology	Rimska mitologija
Romania	Romunija
Romania	Kategorija:Romunija
Romanticism	Romantika
Rome	Rim
Ronald Reagan	Ronald Reagan
Rook (chess)	Trdnjava (šah)
Root	Korenina
Rosa Parks	Rosa Parks
Rosaceae	Rožnice
Rosary	Rožni venec
Rose	Vrtnica
Rosemary	Rožmarin
Rosetta Stone	Kamen iz Rosette
Rostock	Rostock
Rotterdam	Rotterdam
Router	Usmerjevalnik
Royal Society	Kraljeva družba
Rubber	Guma
Rubicon	Rubikon
Rubidium	Rubidij
Ruble	Rubelj
Rubus idaeus	Malinjak
