Catalan	English
Metonímia	Metonymy
Metre	Metre
Espai mètric	Metric space
Mosa (departament)	Meuse
Mosa	Meuse River
Mèxic	Mexico
Categoria:Mèxic	Mexico
Ciutat de Mèxic	Mexico City
Miami	Miami
Mica	Mica
Sant Miquel Arcàngel	Michael (archangel)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo Buonarroti	Michelangelo
Michigan	Michigan
Mick Jagger	Mick Jagger
Mickey Mouse	Mickey Mouse
Microbiologia	Microbiology
Categoria:Microbiologia	Microbiology
Microeconomia	Microeconomics
Categoria:Microeconomia	Microeconomics
Micronèsia	Micronesia
Microorganisme	Microorganism
Micròfon	Microphone
Microprocessador	Microprocessor
Microscopi	Microscope
Microscopi (constel·lació)	Microscopium
Microones	Microwave
Forn microones	Microwave oven
Edat mitjana	Middle Ages
Categoria:Edat mitjana	Middle Ages
Orient Pròxim	Middle East
Categoria:Orient Mitjà	Middle East
Sol de mitjanit	Midnight sun
Miguel de Cervantes Saavedra	Miguel de Cervantes
Mikhaïl Aleksàndrovitx Bakunin	Mikhail Bakunin
Mikhaïl Ivànovitx Glinka	Mikhail Glinka
Mikhaïl Gorbatxov	Mikhail Gorbachev
Milà	Milan
Milla	Mile
Miles Davis	Miles Davis
Grau militar	Military rank
Llet	Milk
Via Làctia	Milky Way
Mil·lenni	Millennium
Milió	Million
Milpeus	Millipede
Milton Friedman	Milton Friedman
Minaret	Minaret
Mindanao	Mindanao
Mineral	Mineral
Categoria:Mineralogia	Mineralogy
Minerva	Minerva
Dinastia Ming	Ming Dynasty
Art Minimalista	Minimalism
Mineria	Mining
Ministre	Minister (government)
Minneapolis (Minnesota)	Minneapolis
Minnesota	Minnesota
Civilització minoica	Minoan civilization
Minos	Minos
Minotaure	Minotaur
Minsk	Minsk
Minut	Minute
Miocè	Miocene
Miracle	Miracle
Mirall	Mirror
Mississipí-Missouri	Mississippi River
Missouri	Missouri
Mitocondri	Mitochondrion
Mnemòsine	Mnemosyne
Telèfon mòbil	Mobile phone
Mòdem	Modem
Modernisme	Modernism
Modest Mússorgski	Modest Mussorgsky
Modulació	Modulation
Muqdisho	Mogadishu
Moires	Moirae
Floridura	Mold
República de Moldàvia	Moldova
Categoria:Moldàvia	Moldova
Mol	Mole (unit)
Biologia molecular	Molecular biology
Categoria:Biologia molecular	Molecular biology
Molècula	Molecule
Molise	Molise
Mol·lusc	Mollusca
Còctel molotov	Molotov cocktail
Molibdè	Molybdenum
Mombasa	Mombasa
Quantitat de moviment	Momentum
Mònaco	Monaco
Categoria:Mònaco	Monaco
Monarca	Monarch
Monarca	Monarchy
Categoria:Monarquia	Monarchy
Monestir	Monastery
Dilluns	Monday
Diner	Money
Mongòlia	Mongolia
Categoria:Mongòlia	Mongolia
Monica Seles	Monica Seles
Monisme	Monism
Liliòpsid	Monocotyledon
Monòmer	Monomer
Monopoli	Monopoly
Monopoly	Monopoly (game)
Monoteisme	Monotheism
Monotrema	Monotreme
Doctrina Monroe	Monroe Doctrine
Monròvia	Monrovia
Mons	Mons
Mont Blanc	Mont Blanc
Montana	Montana
Montecarlo	Monte Carlo
Montenegro	Montenegro
Categoria:Montenegro	Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery (Alabama)	Montgomery
Mes	Month
Montpelier	Montpelier
Mont-real	Montreal
Illa de Montserrat	Montserrat
Lluna	Moon
Ant	Moose
Moral	Morality
Moràvia	Moravia
Marroc	Morocco
Categoria:Marroc	Morocco
Morfema	Morpheme
Morfina	Morphine
Morfologia	Morphology
Morfologia (lingüística)	Morphology (linguistics)
Codi Morse	Morse code
Mosaic	Mosaic
Moscou	Moscow
Categoria:Moscou	Moscow
Mosel·la (departament)	Moselle
Moisès	Moses
Moshe Dayan	Moshe Dayan
Mesquita	Mosque
Mosquit	Mosquito
Molsa	Moss
Mossad	Mossad
Mossul	Mosul
Motet	Motet
Mare	Mother
Mare Teresa de Calcuta	Mother Teresa
Moviment	Motion (physics)
Motocicleta	Motorcycle
Lema	Motto
Ararat	Mount Ararat
Athos	Mount Athos
Etna	Mount Etna
Everest	Mount Everest
Mont Fuji	Mount Fuji
Kilimanjaro	Mount Kilimanjaro
Mont McKinley	Mount McKinley
Mont Olimp	Mount Olympus
Mont Rushmore	Mount Rushmore
Saint Helens	Mount St. Helens
Vesuvi	Mount Vesuvius
Muntanya	Mountain
Ciclisme de muntanya	Mountain bike
Collada	Mountain pass
Ratolí (ordinador)	Mouse (computing)
Moçambic	Mozambique
Categoria:Moçambic	Mozambique
Mi	Mu (letter)
Muetzí	Muezzin
Mahoma	Muhammad
Muhammad Ali (boxador)	Muhammad Ali
Morera	Mulberry
Mul	Mule
Multimèdia	Multimedia
Esclerosi múltiple	Multiple sclerosis
Multiplicació	Multiplication
Bombai	Mumbai
Mòmia	Mummy
Munic	Munich
Municipi	Municipality
Muó	Muon
Múrmansk	Murmansk
Murray Gell-Mann	Murray Gell-Mann
Banana	Musa (genus)
Mosca (constel·lació)	Musca
Masqat	Muscat
Múscul	Muscle
Muses	Muse
Museu	Museum
Bolet	Mushroom
Música	Music
Categoria:Música	Music
MIDI	Musical Instrument Digital Interface
Instrument musical	Musical instrument
Escala musical	Musical scale
Musicologia	Musicology
Mosquet	Musket
Mustèlid	Mustelidae
Mutació	Mutation
Categoria:Myanmar	Myanmar
Micenes	Mycenae
Micologia	Mycology
Categoria:Micologia	Mycology
Infart miocardíac	Myocardial infarction
Miopia	Myopia
Miriàpode	Myriapoda
Misticisme	Mysticism
Mitologia	Mythology
Categoria:Mitologia	Mythology
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
OTAN	NATO
Nadine Gordimer	Nadine Gordimer
Nadir	Nadir
Nagasaki	Nagasaki
Nagoya	Nagoya
Nàhuatl	Nahuatl
Ungla	Nail (anatomy)
Clau (falca)	Nail (fastener)
Nairobi	Nairobi
Namíbia	Namibia
Categoria:Namíbia	Namibia
Namur	Namur (city)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanotecnologia	Nanotechnology
Nantes	Nantes
Nàpols	Naples
Guerres Napoleòniques	Napoleonic Wars
Narcís (mitologia)	Narcissus (mythology)
Nashville	Nashville
Nassau (Bahames)	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Nació	Nation
Himne nacional	National anthem
Parc nacional	National park
Nacionalisme	Nationalism
Categoria:Nacionalisme	Nationalism
Gas natural	Natural gas
Processament de llenguatge natural	Natural language processing
Nombre natural	Natural number
Ciències naturals	Natural science
Selecció natural	Natural selection
Natura	Nature
Naturisme	Naturism
Nauru	Nauru
Navegació marítima	Navigation
Armada	Navy
Natzaret	Nazareth
Tercer Reich	Nazi Germany
Partit Nacional Socialista dels Treballadors Alemanys	Nazi Party
Categoria:Nazisme	Nazism
Home de Neandertal	Neanderthal
Nebraska	Nebraska
Nabucodonosor II	Nebuchadrezzar II
Nebulosa	Nebula
Neckar	Neckar
Nefertiti	Nefertiti
Nègueb	Negev
Neil Alden Armstrong	Neil Armstrong
Nelson Rolihlahla Mandela	Nelson Mandela
Nematode	Nematode
Lleó de Nemea	Nemean Lion
Nèmesi	Nemesis (mythology)
Neodimi	Neodymium
Neolític	Neolithic
Neologisme	Neologism
Neó	Neon
Neoplatonisme	Neoplatonism
Nepal	Nepal
Categoria:Nepal	Nepal
Neftis	Nephthys
Neptú (planeta)	Neptune
Neptuni	Neptunium
Nereida (satèl·lit)	Nereid (moon)
Neró	Nero
Nerva	Nerva
Sistema nerviós	Nervous system
Categoria:Sistema nerviós	Nervous system
Niu	Nest
Nestorianisme	Nestorianism
Països Baixos	Netherlands
Categoria:Països Baixos	Netherlands
Antilles Neerlandeses	Netherlands Antilles
Topologia de xarxa	Network topology
Neurologia	Neurology
Neurona	Neuron
Neurotransmissor	Neurotransmitter
Neutrí	Neutrino
Neutró	Neutron
Estrella de neutrons	Neutron star
Riu Nevà	Neva River
Nevada	Nevada
Neville Chamberlain	Neville Chamberlain
Nova Brunsvic	New Brunswick
Nova Caledònia	New Caledonia
Nova Delhi	New Delhi
Nova Anglaterra	New England
Nova Guinea	New Guinea
Nova Hampshire	New Hampshire
Nova Jersey	New Jersey
Nou Mèxic	New Mexico
Nova Orleans	New Orleans
Nova Gal·les del Sud	New South Wales
Nou Testament	New Testament
Cap d'any	New Year
Estat de Nova York	New York
Nova York (desambiguació)	New York (disambiguation)
Nova York	New York City
Categoria:Nova York	New York City
Borsa de Nova York	New York Stock Exchange
Nova Zelanda	New Zealand
Categoria:Nova Zelanda	New Zealand
Terranova	Newfoundland (island)
Terranova i Labrador	Newfoundland and Labrador
Newport	Newport
Newton (unitat)	Newton
Cascades del Niàgara	Niagara Falls
Niamey	Niamey
Nicaragua	Nicaragua
Categoria:Nicaragua	Nicaragua
Niça	Nice
Petrović Njegoš	Nicholas
Níquel	Nickel
Nicolas Poussin	Nicolas Poussin
Nicolau Copèrnic	Nicolaus Copernicus
Nicòsia	Nicosia
Nicotina	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Níger	Niger
Categoria:Níger	Niger
Riu Níger	Niger River
Nigèria	Nigeria
Categoria:Nigèria	Nigeria
Nit	Night
Rossinyol	Nightingale
Nihilisme	Nihilism
Nijmegen	Nijmegen
Nice (filla d'Estix)	Nike (mythology)
Nikita Khruixtxov	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nil	Nile
Nínive	Nineveh
Ninja	Ninja
Niobi	Niobium
Nirvana	Nirvana
Àcid nítric	Nitric acid
Nitrogen	Nitrogen
Nitroglicerina	Nitroglycerin
Nix (satèl·lit)	Nix (moon)
Njörðr	Njord
Noè	Noah
Noam Chomsky	Noam Chomsky
Premi Nobel	Nobel Prize
Categoria:Premis Nobel	Nobel Prize
Nobeli	Nobelium
Noblesa	Nobility
Gas noble	Noble gas
Nomadisme	Nomad
Cas nominatiu	Nominative case
No metall	Nonmetal
Norfolk	Norfolk
Illa Norfolk	Norfolk Island
Escaire (constel·lació)	Norma (constellation)
Distribució normal	Normal distribution
Regió de Normandia	Normandy
Les tres Nornes	Norn
Mitologia escandinava	Norse mythology
Categoria:Mitologia germànica	Norse mythology
Nord	North
Àfrica del Nord	North Africa
Amèrica del Nord	North America
Categoria:Amèrica del Nord	North America
Carolina del Nord	North Carolina
Dakota del Nord	North Dakota
Illa del Nord	North Island
Corea del Nord	North Korea
Categoria:Corea del Nord	North Korea
Pol nord	North Pole
Mar del Nord	North Sea
North Yorkshire	North Yorkshire
Europa del Nord	Northern Europe
Hemisferi nord	Northern Hemisphere
Irlanda del Nord	Northern Ireland
Categoria:Irlanda del Nord	Northern Ireland
Illes Mariannes Septentrionals	Northern Mariana Islands
Territori del Nord (Austràlia)	Northern Territory
Territoris del Nord-oest	Northwest Territories
Noruega	Norway
Categoria:Noruega	Norway
Mar de Noruega	Norwegian Sea
Corona noruega	Norwegian krone
Nas	Nose
Michel de Nostredame	Nostradamus
Nota	Note
Nouakchott	Nouakchott
Substantiu	Noun
Nova Escòcia	Nova Scotia
Nova Zembla	Novaya Zemlya
Novel·la	Novel
Novembre	November
1 de novembre	November 1
11 de novembre	November 11
2 de novembre	November 2
5 de novembre	November 5
Novosibirsk	Novosibirsk
Ni (lletra grega)	Nu (letter)
Fissió nuclear	Nuclear fission
Fusió nuclear	Nuclear fusion
Física nuclear	Nuclear physics
Categoria:Física nuclear	Nuclear physics
Energia nuclear	Nuclear power
Arma nuclear	Nuclear weapon
Àcid nucleic	Nucleic acid
Nucleó	Nucleon
Nucleòtid	Nucleotide
Nombre	Number
Categoria:Nombres	Numbers
Numídia	Numidia
Numismàtica	Numismatics
Categoria:Numismàtica	Numismatics
Nunavut	Nunavut
Nuremberg	Nuremberg
Fruita seca	Nut (fruit)
Categoria:Nutrició	Nutrition
Nimfa	Nymph
Nimfeàcia	Nymphaeaceae
Nyx	Nyx (mythology)
O	O
Organització de Països Exportadors de Petroli	OPEC
Oahu	Oahu
Roure	Oak
Oasi	Oasis
Civada	Oat
Estat d'Oaxaca	Oaxaca
Obi	Ob River
Obelisc	Obelisk
Obesitat	Obesity
Orientació a objectes	Object-oriented programming
Oboè	Oboe
Obsidiana	Obsidian
Navalla d'Occam	Occam's razor
Oceà	Ocean
Corrent oceànic	Ocean current
Oceania	Oceania
Categoria:Oceania	Oceania
Oceànide	Oceanid
Oceanografia	Oceanography
Oceà (mitologia)	Oceanus
Sistema octal	Octal
Octant (constel·lació)	Octans
Octava	Octave
Octubre	October
12 d'octubre	October 12
24 d'octubre	October 24
Polp	Octopus
Oda	Ode
Oder	Oder River
Odessa	Odessa
Odin	Odin
Odonat	Odonata
Odisseu	Odysseus
L'Odissea	Odyssey
Èdip	Oedipus
Fora de joc	Offside (football)
Ohio	Ohio
Ohm	Ohm
Llei d'Ohm	Ohm's law
Oli	Oil
Oli	Oil (disambiguation)
Pintura a l'oli	Oil painting
Ocapi	Okapi
Oklahoma	Oklahoma
Oklahoma City	Oklahoma City
Nòrdic antic	Old Norse
Antic Testament	Old Testament
Oligarquia	Oligarchy
Oligocè	Oligocene
Oligopoli	Oligopoly
Olivera	Olive
Oli d'oliva	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Grup de l'Olivina	Olivine
Olympia (Washington)	Olympia
Olímpia	Olympia
Jocs Olímpics	Olympic Games
Categoria:Jocs Olímpics	Olympics
Oman	Oman
Categoria:Oman	Oman
Omega	Omega
Òmicron	Omicron
Ceba	Onion
Onomàstica	Onomastics
Ontàrio	Ontario
Ontologia	Ontology
Núvol d'Oort	Oort cloud
Òpera	Opera
Opera	Opera (Internet suite)
Sistema operatiu	Operating system
Opereta	Operetta
Serpentari (constel·lació)	Ophiuchus
Opi	Opium
Fibra òptica	Optical fiber
Il·lusió òptica	Optical illusion
Òptica	Optics
Categoria:Òptica	Optics
Sexe oral	Oral sex
Color taronja	Orange (colour)
Taronja	Orange (fruit)
Orangutan	Orangutan
Oratori	Oratorio
Òrbita	Orbit
Orca	Orca
Orquestra simfònica	Orchestra
Orquídia	Orchidaceae
Ordre	Order (biology)
Orde de Sant Benet	Order of Saint Benedict
Ordovicià	Ordovician
Orenga	Oregano
Oregon	Oregon
Orestes (mitologia)	Orestes (mythology)
Òrgan (anatomia)	Organ (anatomy)
Orgue	Organ (music)
Orgànul	Organelle
Química orgànica	Organic chemistry
Categoria:Química orgànica	Organic chemistry
Organisme	Organism
Organització dels Estats Americans	Organization of American States
Orgasme	Orgasm
Origami	Origami
Orígenes	Origen
Pecat original	Original sin
Orinoco	Orinoco
Orió (constel·lació)	Orion (constellation)
Orissa	Orissa
Orlando (Florida)	Orlando
Ornitologia	Ornithology
Categoria:Ornitologia	Ornithology
Orfeu	Orpheus
Orson Welles	Orson Welles
Ortografia	Orthography
Osaka	Osaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oscil·lació	Oscillation
Osiris	Osiris
Oslo	Oslo
Osman I	Osman I
Osmi	Osmium
Àguila peixatera	Osprey
Osteïcti	Osteichthyes
Estruç	Ostrich
Otel·lo	Othello
Marc Salvi Otó	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otó I	Otto I
Otto von Bismarck	Otto von Bismarck
Imperi Otomà	Ottoman Empire
Categoria:Imperi Otomà	Ottoman Empire
Ovari	Ovary
Ovidi	Ovid
Oviedo	Oviedo
Oví	Ovis
Oòcit	Ovum
Estrigiforme	Owl
Oxford	Oxford
Estat d'oxidació	Oxidation state
Òxid	Oxide
Oxigen	Oxygen
Oxímoron	Oxymoron
Oxitocina	Oxytocin
Ozó	Ozone
Capa d'ozó	Ozone layer
P	P
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Oceà Pacífic	Pacific Ocean
Pacifisme	Pacifism
Pàdua	Padua
Paganisme	Paganism
Categoria:Pintura	Painting
Pakistan	Pakistan
Categoria:Pakistan	Pakistan
Palau de Versalles	Palace of Versailles
Palau	Palau
Categoria:Palau	Palau
Paleocè	Paleocene
Paleolític	Paleolithic
Paleontologia	Paleontology
Categoria:Paleontologia	Paleontology
Paleozoic	Paleozoic
Palerm	Palermo
Palestina	Palestine
Categoria:Palestina	Palestine
Organització per a l'Alliberament de Palestina	Palestine Liberation Organization
Autoritat Palestina de Cisjordània i la Franja de Gaza	Palestinian National Authority
Pali	Pali
Palíndrom	Palindrome
Pal·ladi (element)	Palladium
Diumenge de Rams	Palm Sunday
Palmira	Palmyra
Pamir	Pamir Mountains
Pan	Pan (mythology)
Panamà	Panama
Categoria:Panamà	Panama
Canal de Panamà	Panama Canal
Ciutat de Panamà	Panama City
Pàncrees	Pancreas
Pandèmia	Pandemic
Pandora	Pandora
Pangea	Pangaea
Panteisme	Pantheism
Panteó de Roma	Pantheon
Pantera	Panthera
Estats Pontificis	Papal States
Papua Nova Guinea	Papua New Guinea
Categoria:Papua Nova Guinea	Papua New Guinea
Papir	Papyrus
Paràbola	Parabola
Paracels	Paracelsus
Paracaigudes	Parachute
Paradigma	Paradigm
Paradoxa	Paradox
Parapent	Paragliding
Paraguai	Paraguay
Categoria:Paraguai	Paraguay
Paral·laxi	Parallax
Paral·lelogram	Parallelogram
Paranoia	Paranoia
Parafília	Paraphilia
Parapsicologia	Parapsychology
Pergamí	Parchment
París	Paris
Categoria:París	Paris
Paris de Troia	Paris (mythology)
Nombre senar	Parity (mathematics)
Malaltia de Parkinson	Parkinson's disease
Parlament	Parliament
Parmènides d'Elea	Parmenides
Paròdia	Parody
Parsec	Parsec
Julivert	Parsley
Partenó	Parthenon
Imperi Part	Parthia
Física de partícules	Particle physics
Categoria:Física de partícules	Particle physics
Parvati	Parvati
Pascal	Pascal
Pascal (llenguatge de programació)	Pascal (programming language)
Pascal (unitat)	Pascal (unit)
Categoria:Passeriformes	Passeriformes
Passeriforme	Passerine
Pasqua jueva	Passover
Passaport	Passport
Contrasenya	Password
Pasteurització	Pasteurization
Patagònia	Patagonia
Patent	Patent
Patologia	Pathology
Patres	Patras
Patrick White	Patrick White
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Pau de Tars	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Principi d'exclusió de Pauli	Pauli exclusion principle
Gall dindi (constel·lació)	Pavo (constellation)
Peó (peça d'escacs)	Pawn (chess)
País del Loira	Pays de la Loire
Pèsol	Pea
Pau	Peace
Pau de Westfàlia	Peace of Westphalia
Presseguer	Peach
Cacauet	Peanut
Perera	Pear
Pearl Harbor	Pearl Harbor
Torba	Peat
Pedagogia	Pedagogy
Categoria:Pedagogia	Pedagogy
Pediatria	Pediatrics
Pedofília	Pedophilia
Roure pènol	Pedunculate Oak
Pegàs (mitologia)	Pegasus
Pegàs (constel·lació)	Pegasus (constellation)
Peloponès	Peloponnese
Guerra del Peloponès	Peloponnesian War
Llapis	Pencil
Pèndol	Pendulum
Penèlope	Penelope
Pingüí	Penguin
Penicil·lina	Penicillin
Península	Peninsula
Pennsilvània	Pennsylvania
Pentàgon	Pentagon
Pentacle	Pentagram
Pentecosta	Pentecost
Pentecostalisme	Pentecostalism
Categoria:Biografies	People
República Popular de la Xina	People's Republic of China
Pipí I el Breu	Pepin the Short
Pèptid	Peptide
Percentatge	Percentage
Perciforme	Perciformes
Instrument de percussió	Percussion instrument
Falcó pelegrí	Peregrine Falcon
Perestroika	Perestroika
Perfum	Perfume
Pèricles	Pericles
Període de la taula periòdica	Period (periodic table)
Taula periòdica	Periodic table
Perm	Perm
Permagel	Permafrost
Permià	Permian
Pernambuco	Pernambuco
Persèfone	Persephone
Persèpolis	Persepolis
Perseu (heroi mític)	Perseus
Perseu (constel·lació)	Perseus (constellation)
Imperi Persa	Persian Empire
Golf Pèrsic	Persian Gulf
Ordinador de butxaca	Personal digital assistant
Perú	Peru
Categoria:Perú	Peru
Plaguicida	Pesticide
Pere Abelard	Peter Abelard
Peter Paul Rubens	Peter Paul Rubens
Francesco Petrarca	Petrarch
Petroli	Petroleum
Litologia	Petrology
Fanerozoic	Phanerozoic
Faraó	Pharaoh
Farmacologia	Pharmacology
Faringe	Pharynx
Estat de la matèria	Phase (matter)
Fenol	Phenol
Fenotip	Phenotype
Fenilalanina	Phenylalanine
Fi	Phi (letter)
Filadèlfia	Philadelphia
Filip II de Macedònia	Philip II of Macedon
Felip II de Castella	Philip II of Spain
Philipp Lenard	Philipp Lenard
Mar de les Filipines	Philippine Sea
Filipines	Philippines
Categoria:Filipines	Philippines
Filologia	Philology
Categoria:Filologia	Philology
Pedra filosofal	Philosopher's stone
Filosofia	Philosophy
Categoria:Filosofia	Philosophy
Portal:Filosofia	Philosophy
Phnom Penh	Phnom Penh
Fòbia	Phobia
Fobos (satèl·lit)	Phobos (moon)
Fenícia	Phoenicia
Phoenix (Arizona)	Phoenix
Phoenix	Phoenix
Fènix (constel·lació)	Phoenix (constellation)
Fènix (ocell)	Phoenix (mythology)
Phoenix (sonda)	Phoenix (spacecraft)
Fonema	Phoneme
Fonètica	Phonetics
Categoria:Fonètica	Phonetics
Fonologia	Phonology
Fosfat	Phosphate
Àcid fosfòric	Phosphoric acid
Fòsfor	Phosphorus
Fotografia	Photography
Categoria:Fotografia	Photography
Fotó	Photon
Fotosfera	Photosphere
Fotosíntesi	Photosynthesis
Fílum	Phylum
Química física	Physical chemistry
Categoria:Química física	Physical chemistry
Física	Physics
Categoria:Física	Physics
Portal:Física	Physics
Fisiologia	Physiology
Categoria:Fisiologia	Physiology
Nombre π	Pi
Π	Pi (letter)
Piano	Piano
Picardia	Picardie
Piciforme	Piciformes
Cavallet del Pintor	Pictor
Pidgin (lingüística)	Pidgin
Pidgin (programa)	Pidgin (software)
Piemont	Piedmont
Pierre	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment
Pinàcia	Pinaceae
Píndar	Pindar
Pi (arbre)	Pine
Ananàs	Pineapple
Ping	Ping
Rosa (color)	Pink
Corsari	Piracy
Pisa	Pisa
Peixos	Pisces (constellation)
Pistó	Piston
Pittsburgh	Pittsburgh
Hipòfisi	Pituitary gland
Píxel	Pixel
Pizza	Pizza
Pla	Plane (mathematics)
Planeta	Planet
Nebulosa planetària	Planetary nebula
Plàncton	Plankton
Planta	Plant
Plasma (estat de la matèria)	Plasma (physics)
Plasmidi	Plasmid
Plàstic	Plastic
Tectònica de plaques	Plate tectonics
Plaqueta	Platelet
Platí	Platinum
Plató	Plato
Ornitorinc	Platypus
Playboy	Playboy
Baralla de cartes	Playing card
Plèiades (astronomia)	Pleiades (star cluster)
Plistocè	Pleistocene
Plini el Vell	Pliny the Elder
Plini el Jove	Pliny the Younger
Pliocè	Pliocene
Plotí	Plotinus
Plóvdiv	Plovdiv
Prunera	Plum
Plutarc de Queronea	Plutarch
Plutó (planeta nan)	Pluto
Plutoni	Plutonium
Pneumònia	Pneumonia
Riu Po	Po River
Poàcia	Poaceae
Podcàsting	Podcast
Poesia	Poetry
Categoria:Poesia	Poetry
Pogrom	Pogrom
Punt (geometria)	Point (geometry)
Verí	Poison
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Pòquer	Poker
Polònia	Poland
Categoria:Polònia	Poland
Ós blanc	Polar bear
Polaris	Polaris
Policia	Police
Poliomielitis	Poliomyelitis
Partit polític	Political party
Ciències polítiques	Political science
Política	Politics
Categoria:Política	Politics
Pol·len	Pollen
Pol·linització	Pollination
Contaminació	Pollution
Polo	Polo
Poloni	Polonium
Polietilè	Polyethylene
Poligàmia	Polygamy
Polígon	Polygon
Políedre	Polyhedron
Polímnia	Polyhymnia
Polímer	Polymer
Polinèsia	Polynesia
Polinomi	Polynomial
Politeisme	Polytheism
Clorur de polivinil	Polyvinyl chloride
Magraner	Pomegranate
Pompeia	Pompeii
Gneu Pompeu Magne	Pompey
Ponç Pilat	Pontius Pilate
Art popular	Pop art
Música pop	Pop music
Papa	Pope
Alexandre VI	Pope Alexander VI
Pollancre	Poplar
Població mundial	Population
Pornografia	Pornography
Port	Port
Port Vila	Port Vila
Port-of-Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland	Portland
Portland (desambiguació)	Portland
Porto	Porto
Portugal	Portugal
Categoria:Portugal	Portugal
Posidó	Poseidon
Positró	Positron
Segell postal	Postage stamp
Codi postal	Postal code
Postmodernitat	Postmodernism
Potassi	Potassium
Nitrat de potassi	Potassium nitrate
Patata	Potato
Energia potencial	Potential energy
Potsdam	Potsdam
Lliura (unitat de massa)	Pound (mass)
Lliura esterlina	Pound sterling
Pobresa	Poverty
Potència física	Power (physics)
Pretor	Praetor
Praga	Prague
Praia	Praia
Praseodimi	Praseodymium
Pregària	Prayer
Precambrià	Precambrian
Precessió	Precession
Precipitació (meteorologia)	Precipitation (meteorology)
Embaràs	Pregnancy
Prehistòria	Prehistory
Categoria:Prehistòria	Prehistory
President	President
Llista de presidents dels Estats Units	President of the United States
Pressió	Pressure
Pretòria	Pretoria
Príam	Priam
Preu	Price
Sacerdot	Priest
Primat	Primate
Categoria:Primats	Primates
Meridià de Greenwich	Prime Meridian
Primer ministre	Prime minister
Nombre primer	Prime number
Illa del Príncep Eduard	Prince Edward Island
Felip de Grècia (duc d'Edimburg)	Prince Philip
Príncep de Gal·les	Prince of Wales
Universitat de Princeton	Princeton University
Teoria de la relativitat	Principle of relativity
Impressió	Printing
Prió	Prion
Prisma	Prism (geometry)
Presó	Prison
Presoner de guerra	Prisoner of war
Premi Goncourt	Prix Goncourt
Teoria de la probabilitat	Probability theory
Proquiònid	Procyonidae
Professor	Professor
Programador	Programmer
Llenguatge de programació	Programming language
Rock progressiu	Progressive rock
Projecte (economia)	Project
Cèl·lula procariota	Prokaryote
Prolog	Prolog
Prometeu (mitologia)	Prometheus
Prometi	Promethium
Propaganda	Propaganda
Propà	Propane
Profeta	Prophet
Prosa	Prose
Pròstata	Prostate
Protoactini	Protactinium
Protectorat	Protectorate
Proteïna	Protein
Proterozoic	Proterozoic
Reforma Protestant	Protestant Reformation
Protestantisme	Protestantism
Protista	Protist
Protocol	Protocol
Protó	Proton
Protozou	Protozoa
Providence	Providence
Pròxima Centauri	Proxima Centauri
Prunus	Prunus
Prússia	Prussia
Pseudònim	Pseudonym
Categoria:Pseudociència	Pseudoscience
Pseudociència	Pseudoscience
Psi	Psi (letter)
Psoriasi	Psoriasis
Psiquiatria	Psychiatry
Categoria:Psiquiatria	Psychiatry
Psicoanàlisi	Psychoanalysis
Psicologia	Psychology
Categoria:Psicologia	Psychology
Psicosi	Psychosis
Psicoteràpia	Psychotherapy
Ptah	Ptah
Pterosaure	Pterosaur
Dinastia Ptolemaica	Ptolemaic dynasty
Claudi Ptolemeu	Ptolemy
Domini públic	Public domain
Puerto Rico	Puerto Rico
Categoria:Puerto Rico	Puerto Rico
Pula	Pula
Corriola	Pulley
Púlsar	Pulsar
Panjab (Índia)	Punjab (India)
Categoria:Punk	Punk
Pupil·la	Pupil
Popa (constel·lació)	Puppis
Pyongyang	Pyongyang
Piràmide	Pyramid
Pirineus	Pyrenees
Pirita	Pyrite
Victòria pírrica	Pyrrhic victory
Pitàgores	Pythagoras
Python	Python (programming language)
Brúixola (constel·lació)	Pyxis
Q	Q
Qatar	Qatar
Categoria:Qatar	Qatar
Dinastia Qin	Qin Dynasty
Dinastia Qing	Qing Dynasty
Equació de segon grau	Quadratic equation
Quadrilàter	Quadrilateral
Qüestor	Quaestor
Teoria quàntica de camps	Quantum field theory
Mecànica quàntica	Quantum mechanics
