Korean	English
빅토리아 (세이셸)	Victoria
빅토리아 (브리티시컬럼비아 주)	Victoria
빅토리아	Victoria
빅토리아 주	Victoria (Australia)
비디오	Video
컴퓨터·비디오 게임	Video game
빈	Vienna
비안티안	Vientiane
베트남	Vietnam
분류:베트남	Vietnam
베트남 전쟁	Vietnam War
분류:베트남 전쟁	Vietnam War
바이킹	Viking
빌프레도 파레토	Vilfredo Pareto
리 (행정 구역)	Village
빌뉴스	Vilnius
빈센트 반 고흐	Vincent van Gogh
빈첸초 벨리니	Vincenzo Bellini
식초	Vinegar
비올라	Viola
바이올린	Violin
베르길리우스	Virgil
버진 제도	Virgin Islands
버지니아 주	Virginia
분류:버지니아 주	Virginia
버지니아 울프	Virginia Woolf
처녀성	Virginity
처녀자리	Virgo (constellation)
가상 메모리	Virtual memory
가상현실	Virtual reality
바이러스	Virus
비슈누	Vishnu
비스와 강	Vistula
비타민	Vitamin
비타민 A	Vitamin A
바이타민 B6	Vitamin B6
비타민 C	Vitamin C
비타민 D	Vitamin D
비타민 K	Vitamin K
비투스 베링	Vitus Bering
블라디미르 레닌	Vladimir Lenin
블라디미르 나보코프	Vladimir Nabokov
블라디미르 푸틴	Vladimir Putin
블라디보스토크	Vladivostok
보드카	Vodka
날치자리	Volans
화산	Volcano
분류:화산학	Volcanology
볼가 강	Volga River
볼고그라드	Volgograd
배구	Volleyball
분류:배구	Volleyball
볼트	Volt
전압	Voltage
볼테르	Voltaire
부피	Volume
구토	Vomiting
부두교	Voodoo
홀소리	Vowel
불가타	Vulgate
작은여우자리	Vulpecula
W	W
위지위그	WYSIWYG
와하브 운동	Wahhabism
웨이크 섬	Wake Island
웨일스	Wales
분류:웨일스	Wales
바다코끼리	Walrus
월트 디즈니	Walt Disney
월트 휘트먼	Walt Whitman
발터 그로피우스	Walter Gropius
전쟁	War
분류:전쟁	War
전쟁 범죄	War crime
스페인 왕위계승전쟁	War of the Spanish Succession
장미 전쟁	Wars of the Roses
바르샤바	Warsaw
사마귀 (피부병)	Wart
워싱턴 D.C.	Washington
워싱턴 주	Washington
분류:워싱턴 주	Washington
워싱턴	Washington (disambiguation)
바실리 칸딘스키	Wassily Kandinsky
쓰레기	Waste
물	Water
분류:물	Water
폭포	Waterfall
워터게이트 사건	Watergate scandal
수박	Watermelon
와트	Watt
와트시	Watt-hour
파동	Wave
파장	Wavelength
약한 상호작용	Weak interaction
무기	Weapon
날씨	Weather
웹 브라우저	Web browser
웹 페이지	Web page
웹캠	Webcam
웨버 (단위)	Weber (unit)
웹사이트	Website
수요일	Wednesday
주 (시간)	Week
무게	Weight
역도	Weightlifting
바이마르 공화국	Weimar Republic
용접	Welding
웰링턴	Wellington
베저 강	Weser River
서쪽	West
서아프리카	West Africa
웨스트뱅크	West Bank
서벵골 주	West Bengal
서베를린	West Berlin
서독	West Germany
웨스트버지니아 주	West Virginia
분류:웨스트버지니아 주	West Virginia
웨스턴오스트레일리아 주	Western Australia
서로마 제국	Western Roman Empire
서사하라	Western Sahara
분류:서사하라	Western Sahara
웨스트민스터 사원	Westminster Abbey
밀	Wheat
바퀴	Wheel
위스키	Whisky
백악관	White House
백해	White Sea
백혈구	White blood cell
백색 왜성	White dwarf
화이트호스	Whitehorse
위카	Wicca
비스바덴	Wiesbaden
야생고양이	Wildcat
유언	Will (law)
윌리엄 블레이크	William Blake
윌리엄 버틀러 예이츠	William Butler Yeats
윌리엄 글래드스턴	William Gladstone
윌리엄 헨리 해리슨	William Henry Harrison
윌리엄 허셜	William Herschel
윌리엄 하워드 태프트	William Howard Taft
독일의 빌헬름 1세	William I
독일의 빌헬름 2세	William II
윌리엄 매킨리	William McKinley
윌리엄 로원 해밀턴	William Rowan Hamilton
윌리엄 셰익스피어	William Shakespeare
윌리엄 쇼클리	William Shockley
오컴의 윌리엄	William of Ockham
버드나무속	Willow
빌리 브란트	Willy Brandt
관악기	Wind instrument
빈트후크	Windhoek
풍차	Windmill
창문	Window
포도주	Wine
분류:포도주	Wine
위니펙	Winnipeg
윈스턴 처칠	Winston Churchill
겨울	Winter
동계 올림픽	Winter Olympic Games
분류:동계 올림픽	Winter Olympic Games
위스콘신 주	Wisconsin
분류:위스콘신 주	Wisconsin
볼프강 아마데우스 모차르트	Wolfgang Amadeus Mozart
여성	Woman
우드로 윌슨	Woodrow Wilson
목관 악기	Woodwind instrument
우디 앨런	Woody Allen
워드 프로세서	Word processor
세계	World
세계은행 그룹	World Bank
세계 보건 기구	World Health Organization
세계기상기구	World Meteorological Organization
세계 무역 센터	World Trade Center
세계무역기구	World Trade Organization
제1차 세계 대전	World War I
분류:제1차 세계 대전	World War I
제2차 세계 대전	World War II
분류:제2차 세계 대전	World War II
월드 와이드 웹	World Wide Web
분류:월드 와이드 웹	World Wide Web
세계 대전	World war
작가	Writer
문자	Writing system
우한	Wuhan
와이오밍 주	Wyoming
분류:와이오밍 주	Wyoming
X	X
엑스선	X-ray
제논 (원소)	Xenon
Ξ	Xi
신장 웨이우얼 자치구	Xinjiang
Y	Y
야훼	Yahweh
야크	Yak
야쿠자	Yakuza
예일 대학교	Yale University
얄타	Yalta
얄타 회담	Yalta Conference
양곤	Yangon
양쯔 강	Yangtze River
야드	Yard
야세르 아라파트	Yasser Arafat
년	Year
분류:년도	Years
효모	Yeast
노랑	Yellow
황허 강	Yellow River
황해	Yellow Sea
옐로스톤 국립공원	Yellowstone National Park
예멘	Yemen
분류:예멘	Yemen
예니세이 강	Yenisei River
예레반	Yerevan
예티	Yeti
위그드라실	Yggdrasil
요요	Yo-yo
요가	Yoga
요코하마 시	Yokohama
욤 키푸르	Yom Kippur
욤키푸르 전쟁	Yom Kippur War
요크	York
요세미티 국립공원	Yosemite National Park
이터븀	Ytterbium
이트륨	Yttrium
원나라	Yuan Dynasty
유고슬라비아	Yugoslavia
분류:유고슬라비아	Yugoslavia
유콘 준주	Yukon
윈난 성	Yunnan
유리 가가린	Yuri Gagarin
Z	Z
재커리 테일러	Zachary Taylor
자그레브	Zagreb
잠비아	Zambia
분류:잠비아	Zambia
잔지바르	Zanzibar
셸란 섬	Zealand
얼룩말	Zebra
선불교	Zen
제논 (황제)	Zeno (emperor)
Ζ	Zeta
제우스	Zeus
제우스 (동음이의)	Zeus (disambiguation)
지구라트	Ziggurat
짐바브웨	Zimbabwe
분류:짐바브웨	Zimbabwe
아연	Zinc
시온주의	Zionism
지르코늄	Zirconium
황도대	Zodiac
좀비	Zombie
동물원	Zoo
동물학	Zoology
분류:동물학	Zoology
조로아스터	Zoroaster
배화교	Zoroastrianism
