Slovak	English
Ježiš Kristus	Jesus
Džihád	Jihad
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Jana z Arku	Joan of Arc
Johann Bernoulli	Johann Bernoulli
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johann Gutenberg	Johannes Gutenberg
Johannes Kepler	Johannes Kepler
Johannes Vilhelm Jensen	Johannes Vilhelm Jensen
Johannesburg	Johannesburg
John Adams (prezident USA)	John Adams
John Cage	John Cage
Ján Kalvín	John Calvin
Ján Zlatoústy	John Chrysostom
John Dalton	John Dalton
John Dewey	John Dewey
John Galsworthy	John Galsworthy
John Herschel	John Herschel
John Lennon	John Lennon
John Locke	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Napier	John Napier
John Quincy Adams	John Quincy Adams
John Ruskin	John Ruskin
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Wayne	John Wayne
Ján Viklef	John Wycliffe
Ján Krstiteľ	John the Baptist
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Kĺb (anatómia)	Joint
Jonathan Swift	Jonathan Swift
Jordánsko	Jordan
Kategória:Jordánsko	Jordan
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Joseph Haydn	Joseph Haydn
Joseph McCarthy	Joseph McCarthy
Joseph Priestley	Joseph Priestley
Joseph Pulitzer	Joseph Pulitzer
Joseph Alois Schumpeter	Joseph Schumpeter
Joseph Smith	Joseph Smith
Josif Vissarionovič Stalin	Joseph Stalin
Flavius Iosephus	Josephus
Joule	Joule
Kategória:Žurnalistika	Journalism
Žurnalistika	Journalism
Joystick	Joystick
Kategória:Judaizmus	Judaism
Judáš Iškariotský	Judas Iscariot
Júdsko	Judea
Džudo	Judo
Džiudžicu	Jujutsu
Jules Verne	Jules Verne
Juliánsky kalendár	Julian calendar
Iulianus Apostata	Julian the Apostate
Julius Caesar	Julius Caesar
Júl	July
1. júl	July 1
4. júl	July 4
Jún	June
14. jún	June 14
21. jún	June 21
23. jún	June 23
24. jún	June 24
29. jún	June 29
3. jún	June 3
Juneau	Juneau
Jupiter	Jupiter
Kategória:Jupiter	Jupiter
Jupiter (rozlišovacia stránka)	Jupiter (disambiguation)
Jupiter (boh)	Jupiter (mythology)
Jura (geochronologická jednotka)	Jurassic
Justinián I.	Justinian I
Jutský polostrov	Jutland
K	K
K2 (vrch)	K2
KGB	KGB
Kába	Kaaba
Kabala	Kabbalah
Kábul	Kabul
Kamčatka	Kamchatka Peninsula
Kamikadze	Kamikaze
Kampala	Kampala
Kengurovité	Kangaroo
Kansas	Kansas
Kategória:Kansas	Kansas
Kansas City (Missouri)	Kansas City
Kapa	Kappa
Karské more	Kara Sea
Karáči	Karachi
Karakoram	Karakoram
Karate	Karate
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Heinrich Marx	Karl Marx
Karl Raimund Popper	Karl Popper
Karma	Karma
Karnátaka	Karnataka
Katharine Hepburnová	Katharine Hepburn
Káthmandu	Kathmandu
Katovice	Katowice
Kaunas	Kaunas
Kazachstan	Kazakhstan
Kategória:Kazachstan	Kazakhstan
Kazaň	Kazan
Kazimir Severinovič Malevič	Kazimir Malevich
Kelvin	Kelvin
Kent (grófstvo)	Kent
Kentucky	Kentucky
Kategória:Kentucky	Kentucky
Keňa	Kenya
Kategória:Keňa	Kenya
Jadro (informatika)	Kernel (computer science)
Petrolej	Kerosene
Ketón	Ketone
Počítačová klávesnica	Keyboard (computing)
Klávesové nástroje	Keyboard instrument
Chabarovsk	Khabarovsk
Charkov	Kharkiv
Chartúm	Khartoum
Oblička	Kidney
Kyjev	Kiev
Kigali	Kigali
Kilobajt	Kilobyte
Kilogram	Kilogram
Kilometer	Kilometre
Kilometer za hodinu	Kilometres per hour
Kimono	Kimono
Kinematika	Kinematics
Kinetická energia	Kinetic energy
Kráľ (šach)	King (chess)
Kingston (Jamajka)	Kingston
Kingstown	Kingstown
Kinshasa	Kinshasa
Kiribati	Kiribati
Kategória:Kiribati	Kiribati
Kiviovité	Kiwi
Jazdec (šach)	Knight (chess)
Knossos	Knossos
Námorný uzol	Knot (speed)
Vedenie (filozofia)	Knowledge
Knut Hamsun	Knut Hamsun
Kóbe	Kobe
Kola (polostrov)	Kola Peninsula
Kalkata	Kolkata
Varan komodský	Komodo dragon
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Kórea	Korea
Kategória:Kórea	Korea
Kórejská vojna	Korean War
Kosovo	Kosovo
Kategória:Kosovo	Kosovo
Krakatoa	Krakatoa
Kršna	Krishna
Kryptón	Krypton
Kukluxklan	Ku Klux Klan
Kuala Lumpur	Kuala Lumpur
Chubilaj	Kublai Khan
Kuiperov pás	Kuiper belt
Kumkvát	Kumquat
Kung-fu	Kung fu (term)
Kchun-lun	Kunlun Mountains
Kurdistan	Kurdistan
Kursk	Kursk
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Kuvajt (štát)	Kuwait
Kategória:Kuvajt (štát)	Kuwait
Kuvajt (mesto)	Kuwait City
Kwa-Zulu Natal	KwaZulu-Natal
Kjóto (mesto)	Kyoto
Kirgizsko	Kyrgyzstan
Kategória:Kirgizsko	Kyrgyzstan
L	L
LAMP (softvér)	LAMP (software bundle)
La Paz (Bolívia)	La Paz
La Plata (mesto)	La Plata
Labradorský retríver	Labrador Retriever
Súhvezdie Jašterica	Lacerta
Kyselina mliečna	Lactic acid
Jana Greyová	Lady Jane Grey
Dvojitozubce	Lagomorpha
Lagos	Lagos
Laissez-faire	Laissez-faire
Jazero	Lake
Bajkalské jazero	Lake Baikal
Blatenské jazero	Lake Balaton
Bodamské jazero	Lake Constance
Hurónske jazero	Lake Huron
Iľmenské jazero	Lake Ilmen
Ladožské jazero	Lake Ladoga
Malawi (jazero)	Lake Malawi
Michiganské jazero	Lake Michigan
Onežské jazero	Lake Onega
Ontárijské jazero	Lake Ontario
Tanganika (jazero)	Lake Tanganyika
Viktóriino jazero	Lake Victoria
Lambda	Lambda
Mihule	Lamprey
Lancashire	Lancashire
Kopijovce	Lancelet
Jazyk (lingvistika)	Language
Languedoc-Roussillon	Languedoc-Roussillon
Lansing	Lansing
Lantanoid	Lanthanide
Lantán	Lanthanum
Laos	Laos
Kategória:Laos	Laos
More Laptevovcov	Laptev Sea
Notebook	Laptop
Larva	Larva
Hrtan	Larynx
Las Vegas	Las Vegas
Laser	Laser
Sústruh	Lathe
Latinčina	Latin
Latinská Amerika	Latin America
Latinka	Latin alphabet
Zemepisná šírka	Latitude
Lotyšsko	Latvia
Kategória:Lotyšsko	Latvia
Smiech	Laughter
Laurázia	Laurasia
Lausanne	Lausanne
Láva	Lava
Právo	Law
Kategória:Právo	Law
Kategória:Polícia	Law enforcement
Lawrencium	Lawrencium
Lazio	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Olovo	Lead
List (botanika)	Leaf
Spoločnosť národov	League of Nations
Libanon	Lebanon
Kategória:Libanon	Lebanon
Leeds	Leeds
Ľavák	Left-handed
Leicester	Leicester
Leiden	Leiden
Lipsko	Leipzig
Šošovka (optika)	Lens (optics)
Súhvezdie Lev	Leo (constellation)
Lev I. (Byzantská ríša)	Leo I (emperor)
Lev Davidovič Trockij	Leon Trotsky
Leonard Bernstein	Leonard Bernstein
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Iľjič Brežnev	Leonid Brezhnev
Leopard škvrnitý	Leopard
Motýle	Lepidoptera
Leptón	Lepton
Súhvezdie Zajac	Lepus (constellation)
Lesotho	Lesotho
Kategória:Lesotho	Lesotho
Malé Antily	Lesser Antilles
Léto	Leto
Písmeno	Letter (alphabet)
Leukémia	Leukemia
Levanta	Levant
Páka	Lever
Leviatan	Leviathan
Levitikus	Leviticus
Lexikológia	Lexicology
Lhasa	Lhasa
Lhoce	Lhotse
Liberalizmus	Liberalism
Kategória:Liberalizmus	Liberalism
Libéria	Liberia
Kategória:Libéria	Liberia
Súhvezdie Váhy	Libra (constellation)
Knižnica	Library
Libreto	Libretto
Libreville	Libreville
Líbya	Libya
Kategória:Líbya	Libya
Lišajník	Lichen
Lož	Lie
Lichtenštajnsko	Liechtenstein
Kategória:Lichtenštajnsko	Liechtenstein
Život	Life
Kategória:Život	Life
Svetlo	Light
LED	Light-emitting diode
Svetelný rok	Light-year
Maják	Lighthouse
Blesk	Lightning
Ligúria	Liguria
Ligúrske more	Ligurian Sea
Lilit	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Vápenec	Limestone
Limita	Limit (mathematics)
Limnológia	Limnology
Limuzínsko (región)	Limousin (region)
Lincoln (Nebraska)	Lincoln
Lincoln	Lincoln
Lincolnshire (grófstvo)	Lincolnshire
Kategória:Lineárna algebra	Linear algebra
Lineárna rovnica	Linear equation
Lingua franca (dorozumievací jazyk)	Lingua franca
Jazykoveda	Linguistics
Kategória:Jazykoveda	Linguistics
Linus Carl Pauling	Linus Pauling
Linux	Linux
Kategória:Linux	Linux
Linec	Linz
Lev púšťový	Lion
Lipid	Lipid
Displej s kvapalnými kryštálmi	Liquid crystal display
Lisabon	Lisbon
Lise Meitnerová	Lise Meitner
Lisp	Lisp (programming language)
Gramotnosť	Literacy
Literatúra	Literature
Kategória:Literatúra	Literature
Portál:Literatúra	Literature
Lítium	Lithium
Litografia	Lithography
Litosféra	Lithosphere
Litva	Lithuania
Kategória:Litva	Lithuania
Liter	Litre
Kuvik plačlivý	Little Owl
Liverpool	Liverpool
Livónsko	Livonia
Titus Livius	Livy
Ľubľana	Ljubljana
Local Area Network	Local area network
Loch Ness	Loch Ness
Rušeň	Locomotive
Logaritmus	Logarithm
Logika	Logic
Kategória:Logika	Logic
Logistika (výrobné a obehové procesy)	Logistics
Loire (departement)	Loire
Lombardia	Lombardy
Londýn	London
Kategória:Londýn	London
Long Beach	Long Beach
Long Island	Long Island
Myšiarka ušatá	Long-eared Owl
Otčenáš	Lord's Prayer
Lotrinsko (región)	Lorraine (region)
Los Angeles	Los Angeles
Lot (departement)	Lot (department)
Reproduktor (elektroakustický menič)	Loudspeaker
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Ľudovít I. Pobožný	Louis the Pious
Ľudovít II. (Francúzsko)	Louis the Stammerer
Louisiana	Louisiana
Kategória:Louisiana	Louisiana
Louisville (Kentucky)	Louisville
Louvre	Louvre
Láska	Love
Dolné Sasko	Lower Saxony
Luanda	Luanda
Lublin	Lublin
Luciano Pavarotti	Luciano Pavarotti
Lucretius Carus	Lucretius
Lucrezia Borgia	Lucrezia Borgia
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lúmen (jednotka)	Lumen (unit)
Luminiscencia	Luminescence
Zatmenie Mesiaca	Lunar eclipse
Pľúca	Lung
Dvojdyšníky	Lungfish
Súhvezdie Vlk	Lupus (constellation)
Lusaka	Lusaka
Luzitánia	Lusitania
Lutna	Lute
Lutécium	Lutetium
Luteráni	Lutheranism
Lux (jednotka)	Lux
Luxembursko	Luxembourg
Kategória:Luxembursko	Luxembourg
Luxemburg (mesto)	Luxembourg (city)
Súhvezdie Rys	Lynx (constellation)
Lynx (prehliadač)	Lynx (web browser)
Lyon	Lyon
Súhvezdie Lýra	Lyra
Dietylamid kyseliny lysergovej	Lysergic acid diethylamide
Lyzozóm	Lysosome
M	M
MESSENGER	MESSENGER
MS-DOS	MS-DOS
Macao	Macau
Macbeth	Macbeth
Macedónia	Macedon
Machovo číslo	Mach number
Stroj	Machine
Strojový kód	Machine code
Guľomet	Machine gun
Strojový preklad	Machine translation
Machu Picchu	Machu Picchu
Apple Macintosh	Macintosh
Makroekonómia	Macroeconomics
Madagaskar	Madagascar
Kategória:Madagaskar	Madagascar
Madeira	Madeira
Madison (Wisconsin)	Madison
Madonna	Madonna (entertainer)
Madrid	Madrid
Mafia	Mafia
Časopis	Magazine
Mágia	Magic (paranormal)
Maginotova línia	Maginot Line
Magma	Magma
Magna charta	Magna Carta
Horčík	Magnesium
Magnet	Magnet
Magnetické pole	Magnetic field
Zobrazovanie magnetickou rezonanciou	Magnetic resonance imaging
Magnetizmus	Magnetism
Kategória:Magnetizmus	Magnetism
Magnetit	Magnetite
Lupa	Magnifying glass
Kategória:Magnólie	Magnoliopsida
Móhandás Karamčand Gándhí	Mahatma Gandhi
Mahájána	Mahayana
Pošta	Mail
Maimonides	Maimonides
Mohan	Main
Šablóna:Hlavný článok	Main
Maine	Maine
Kategória:Maine	Maine
Kukurica siata	Maize
Durová stupnica	Major scale
Malorka	Majorca
Makalu	Makalu
Malabo	Malabo
Malachit	Malachite
Malária	Malaria
Kategória:Malawi (štát)	Malawi
Malajzia	Malaysia
Kategória:Malajzia	Malaysia
Malcolm X	Malcolm X
Maldivy	Maldives
Kategória:Maldivy	Maldives
Mali	Mali
Kategória:Mali	Mali
Kačica divá	Mallard
Malta	Malta
Kategória:Malta	Malta
Maltčina	Maltese language
Cicavce	Mammal
Mamut	Mammoth
Manažment	Management
Managua (mesto)	Managua
Manáma	Manama
Lamantínovité	Manatee
Manchester	Manchester
Mandžusko	Manchuria
Mandala	Mandala
Mandarínkovník	Mandarin orange
Mandelbrotova množina	Mandelbrot set
Mangán	Manganese
Mangrovník	Mangrove
Manhattan	Manhattan
Projekt Manhattan	Manhattan Project
Manicheizmus	Manichaeism
Manila	Manila
Manitoba	Manitoba
Manierizmus	Mannerism
Mannheim	Mannheim
Zemský plášť	Mantle (geology)
Mantra	Mantra
Manuel de Falla	Manuel de Falla
Manuskript	Manuscript
Ce-Tung Mao	Mao Zedong
Maoizmus	Maoism
Mapa	Map
Javor	Maple
Maputo	Maputo
Maratón (beh)	Marathon
Mramor	Marble
Marcel Proust	Marcel Proust
Marec	March
17. marec	March 17
19. marec	March 19
2. marec	March 2
25. marec	March 25
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk	Marduk
Margaret Meadová	Margaret Mead
Margaret Thatcherová	Margaret Thatcher
Maria Callasová	Maria Callas
Mariány	Mariana Islands
Mária Antoinetta	Marie Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Marcus Antonius	Mark Antony
Mark Twain	Mark Twain
Trh	Market
Marketing	Marketing
Kategória:Marketing	Marketing
Značkový jazyk	Markup language
Kategória:Mars	Mars
Mars (rozlišovacia stránka)	Mars (disambiguation)
Mars (boh)	Mars (mythology)
Marseille	Marseille
Marshallove ostrovy	Marshall Islands
Kategória:Marshallove ostrovy	Marshall Islands
Marshallov plán	Marshall Plan
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King, Jr.	Martin Luther King
Martin Scorsese	Martin Scorsese
Martina Navrátilová	Martina Navratilova
Martinik	Martinique
Mučeník	Martyr
Marxizmus	Marxism
Kategória:Marxizmus	Marxism
Panna Mária	Mary (mother of Jesus)
Mária Magdaléna	Mary Magdalene
Mary Shelleyová	Mary Shelley
Mary Wollstonecraftová	Mary Wollstonecraft
Maryland	Maryland
Kategória:Maryland	Maryland
Maseru	Maseru
Mašhad	Mashhad
Hmotnosť	Mass
Omša	Mass (liturgy)
Nukleónové číslo	Mass number
Massachusetts	Massachusetts
Kategória:Massachusetts	Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbácia	Masturbation
Zápalka (palička)	Match
Materializmus	Materialism
Matematická logika	Mathematical logic
Kategória:Matematická logika	Mathematical logic
Matematika	Mathematics
Kategória:Matematika	Mathematics
Portál:Matematika	Mathematics
Matica (matematika)	Matrix (mathematics)
Hmota (fyzika)	Matter
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Zelený štvrtok	Maundy Thursday
Maurice Ravel	Maurice Ravel
Mauritánia	Mauritania
Kategória:Mauritánia	Mauritania
Maurícius	Mauritius
Kategória:Maurícius	Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Karl Ernst Ludwig Planck	Max Planck
Max Weber	Max Weber
Maxwellove rovnice	Maxwell's equations
Máj	May
1. máj	May 1
24. máj	May 24
Mayenne (departement)	Mayenne
Starosta	Mayor
Mbabane (mesto)	Mbabane
Medovina	Mead
Ružienka	Measles
Mäso	Meat
Mekka	Mecca
Strojárstvo	Mechanical engineering
Kategória:Strojárstvo	Mechanical engineering
Kategória:Mechanika	Mechanics
Mechanika	Mechanics
Medeia (mytológia)	Medea
Medián	Median
Farmakoterapia	Medication
Medicína	Medicine
Kategória:Medicína	Medicine
Meditácia	Meditation
Stredozemné more	Mediterranean Sea
Medúza (mytológia)	Medusa
Megabajt	Megabyte
Meióza	Meiosis
Majster Eckhart	Meister Eckhart
Meitnerium	Meitnerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanézia	Melanesia
Melódia (hudba)	Melody
Melpomena	Melpomene
Topenie	Melting
Teplota topenia	Melting point
Memphis (Tennessee)	Memphis
Mennofer	Memphis
Mendelevium	Mendelevium
Súhvezdie Stolový vrch	Mensa (constellation)
Duševná porucha	Mental disorder
Merkantilizmus	Mercantilism
Žoldnier	Mercenary
Merkúr (rozlišovacia stránka)	Mercury
Ortuť (nerast)	Mercury (element)
Merkúr	Mercury (planet)
Poludník	Meridian (geography)
Meritokracia	Meritocracy
Meskalín	Mescaline
Mezolit	Mesolithic
Mezón	Meson
Mezopotámia	Mesopotamia
Kategória:Mezopotámia	Mesopotamia
Mezosféra	Mesosphere
Mezozoikum	Mesozoic
Mediátorová ribonukleová kyselina	Messenger RNA
Mesiáš	Messiah
Látková premena	Metabolism
Metadáta	Metadata
Kov	Metal
Kovová väzba	Metallic bond
Metalurgia	Metallurgy
Kategória:Metalurgia	Metallurgy
Premenená hornina	Metamorphic rock
Metafora	Metaphor
Metafyzika	Metaphysics
Kategória:Metafyzika	Metaphysics
Metastáza	Metastasis
Meteorický roj	Meteor shower
Meteorit	Meteorite
Meteoroid	Meteoroid
Kategória:Meteorológia	Meteorology
Meteorológia	Meteorology
Metadón	Methadone
Metamfetamín	Methamphetamine
Metanol	Methanol
Metionín	Methionine
Metis (mesiac)	Metis (moon)
Meter	Metre
Metrický priestor	Metric space
Meuse (departement)	Meuse
Mexiko	Mexico
Kategória:Mexiko	Mexico
Mexiko (mesto)	Mexico City
Miami	Miami
Michal (anjel)	Michael (archangel)
Michael Faraday	Michael Faraday
Michelangelo Buonarroti	Michelangelo
Michigan	Michigan
Kategória:Michigan	Michigan
Mick Jagger	Mick Jagger
Kategória:Mikrobiológia	Microbiology
Mikroekonómia	Microeconomics
Mikronézia (región)	Micronesia
Mikroorganizmus	Microorganism
Mikrofón	Microphone
Mikroskop	Microscope
Súhvezdie Mikroskop	Microscopium
Mikrovlnné žiarenie	Microwave
Mikrovlnná rúra	Microwave oven
Stredovek	Middle Ages
Kategória:Stredovek	Middle Ages
Blízky východ	Middle East
Kategória:Blízky východ	Middle East
Migréna	Migraine
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Michail Alexandrovič Bakunin	Mikhail Bakunin
Michail Ivanovič Glinka	Mikhail Glinka
Michail Sergejevič Gorbačov	Mikhail Gorbachev
Miláno	Milan
Kategória:Vojsko	Military
Vojenská hodnosť	Military rank
Mlieko (cicavce)	Milk
Mliečna dráha	Milky Way
Tisícročie	Millennium
Milimeter	Millimetre
Milión	Million
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minaret	Minaret
Nerast	Mineral
Minerálna voda	Mineral water
Mineralógia	Mineralogy
Kategória:Mineralógia	Mineralogy
Minerva	Minerva
Minimal art	Minimalism
Baníctvo	Mining
Minister	Minister (government)
Minneapolis	Minneapolis
Minnesota	Minnesota
Kategória:Minnesota	Minnesota
Molová stupnica	Minor scale
Minsk	Minsk
Minúta	Minute
Miocén	Miocene
Zázrak	Miracle
Zrkadlo	Mirror
Mišna	Mishnah
Kategória:Mississippi (štát USA)	Mississippi
Mississippi (rieka)	Mississippi River
Missouri (štát USA)	Missouri
Kategória:Missouri (štát USA)	Missouri
Missouri (rieka)	Missouri River
Mitochondria	Mitochondrion
Mnemosyne (mytológia)	Mnemosyne
Mobilný telefón	Mobile phone
Modem	Modem
Modest Petrovič Musorgskij	Modest Mussorgsky
Modulácia (elektronika)	Modulation
Mogadišo	Mogadishu
Moira	Moirae
Moldavsko	Moldova
Kategória:Moldavsko	Moldova
Mól	Mole (unit)
Molekulárna biológia	Molecular biology
Kategória:Molekulárna biológia	Molecular biology
Molekula	Molecule
Mäkkýše	Mollusca
Molybdén	Molybdenum
Hybnosť	Momentum
Monako	Monaco
Kategória:Monako	Monaco
Panovník	Monarch
Panovník	Monarchy
Kategória:Monarchia	Monarchy
Kláštor	Monastery
Pondelok	Monday
Peniaze	Money
Mongolsko	Mongolia
Kategória:Mongolsko	Mongolia
Monika Selešová	Monica Seles
Monomér	Monomer
Monopol ponuky	Monopoly
Monopoly	Monopoly (game)
Monosacharid	Monosaccharide
Glutaman sodný	Monosodium glutamate
Monoteizmus	Monotheism
Vtákozobce	Monotreme
Monroeova doktrína	Monroe Doctrine
Monrovia	Monrovia
Mont Blanc	Mont Blanc
Montana	Montana
Kategória:Montana	Montana
Čierna Hora	Montenegro
Kategória:Čierna Hora	Montenegro
Montevideo	Montevideo
Montgomery (Alabama)	Montgomery
Mesiac (časová jednotka)	Month
Montpelier (Vermont)	Montpelier
Montreal	Montreal
Montserrat (ostrov)	Montserrat
Mesiac	Moon
Los obyčajný	Moose
Morálka	Morality
Morava (región)	Moravia
Maroko	Morocco
Kategória:Maroko	Morocco
Morféma	Morpheme
Morfín	Morphine
Morfológia	Morphology
Tvaroslovie	Morphology (linguistics)
Medzinárodná Morseova abeceda	Morse code
Mozaika	Mosaic
Moskva	Moscow
Kategória:Moskva	Moscow
Moselle (departement)	Moselle
Mojžiš	Moses
Mešita	Mosque
Machy	Moss
Mosad	Mossad
Moteto	Motet
Matka (biológia)	Mother
Matka Tereza	Mother Teresa
Pohyb (fyzika)	Motion (physics)
Motocykel	Motorcycle
Motto	Motto
Ararat (vrch v Turecku)	Mount Ararat
Atos (polostrov)	Mount Athos
Etna	Mount Etna
Mount Everest	Mount Everest
Fudžisan	Mount Fuji
Kilimandžáro	Mount Kilimanjaro
Mount McKinley	Mount McKinley
Olymp	Mount Olympus
Pinatubo	Mount Pinatubo
Saint Helens	Mount St. Helens
Vezuv	Mount Vesuvius
Vrch (vyvýšenina)	Mountain
Horský bicykel	Mountain bike
Pohorie	Mountain range
Mus (rod)	Mouse
Myš (hardvér)	Mouse (computing)
Mozambik	Mozambique
Kategória:Mozambik	Mozambique
Mí	Mu (letter)
Muezín	Muezzin
Mohamed	Muhammad
Muhammad Ali	Muhammad Ali
Mul	Mule
Multimédiá	Multimedia
Násobenie	Multiplication
Bombaj	Mumbai
Mníchov	Munich
Obec (slovenská správna jednotka)	Municipality
Mión	Muon
Murray Gell-Mann	Murray Gell-Mann
Súhvezdie Mucha	Musca
Maskat	Muscat
Svalové tkanivo	Muscle
Múza	Muse
Múzeum	Museum
Huby	Mushroom
Hudba	Music
Kategória:Hudba	Music
Hudobný nástroj	Musical instrument
Stupnica	Musical scale
Hudobník	Musician
Muzikológia	Musicology
Labuť hrbozobá	Mute Swan
Kategória:Mjanmarsko	Myanmar
Mykény	Mycenae
Mykológia	Mycology
Krátkozrakosť	Myopia
Mystika	Mysticism
Báj	Myth
Mytológia	Mythology
Kategória:Mytológia	Mythology
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
Organizácia Severoatlantickej zmluvy	NATO
Kategória:NATO	NATO
Nadine Gordimerová	Nadine Gordimer
Nadir	Nadir
Nagasaki (Nagasaki)	Nagasaki
Nagoja	Nagoya
Nahuatl	Nahuatl
Necht	Nail (anatomy)
Klinec	Nail (fastener)
Nairobi	Nairobi
Namíbia	Namibia
Kategória:Namíbia	Namibia
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanotechnológia	Nanotechnology
Nantes (Francúzsko)	Nantes
Napalm	Napalm
Neapol	Naples
Narcis (mytológia)	Narcissus (mythology)
Nashville (Tennessee)	Nashville
Nassau	Nassau
Národ	Nation
National Security Agency	National Security Agency
Štátna hymna	National anthem
Národný park	National park
Nacionalizmus	Nationalism
Kategória:Nacionalizmus	Nationalism
Zemný plyn	Natural gas
Množina prirodzených čísel	Natural number
Prírodná veda	Natural science
Príroda	Nature
Kategória:Príroda	Nature
Nudizmus	Naturism
Nauru	Nauru
Kategória:Nauru	Nauru
Námorná míľa	Nautical mile
Kategória:Navigácia	Navigation
Námorníctvo	Navy
Kategória:Tretia ríša	Nazi Germany
Národnosocialistická nemecká robotnícka strana	Nazi Party
Kategória:Nacizmus	Nazism
Človek neandertálsky	Neanderthal
Nebraska	Nebraska
Kategória:Nebraska	Nebraska
Nebukadnesar II.	Nebuchadrezzar II
Hmlovina	Nebula
Nefertiti	Nefertiti
Neil Alden Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Hlístovce	Nematode
Nemezis (mytológia)	Nemesis (mythology)
Neodým	Neodymium
Neolit	Neolithic
Neologizmus	Neologism
Neón	Neon
Novoplatonizmus	Neoplatonism
Nepál	Nepal
Kategória:Nepál	Nepal
Neptún	Neptune
Neptúnium	Neptunium
Nereida (mesiac)	Nereid (moon)
Nero	Nero
Nerva	Nerva
Nervové tkanivo	Nervous system
Kategória:Nervová sústava	Nervous system
Nestoriánstvo	Nestorianism
Holandsko	Netherlands
Kategória:Holandsko	Netherlands
Holandské Antily	Netherlands Antilles
Topológia siete	Network topology
Kategória:Neurológia	Neurology
Neurón	Neuron
Neurotransmiter	Neurotransmitter
Neutríno	Neutrino
Neutrón	Neutron
Neutrónová hviezda	Neutron star
Nevada (štát USA)	Nevada
Kategória:Nevada (štát USA)	Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
Nová Kaledónia	New Caledonia
Naí Dillí	New Delhi
Nové Anglicko	New England
Nová Guinea	New Guinea
New Hampshire	New Hampshire
Kategória:New Hampshire	New Hampshire
New Jersey	New Jersey
Kategória:New Jersey	New Jersey
Nové Mexiko	New Mexico
Kategória:Nové Mexiko	New Mexico
New Orleans	New Orleans
Nový Južný Wales	New South Wales
Nový zákon	New Testament
Nový svet	New World
New York (štát USA)	New York
Kategória:New York (štát USA)	New York
New York	New York (disambiguation)
New York (mesto)	New York City
Kategória:New York (mesto)	New York City
New York Stock Exchange	New York Stock Exchange
Nový Zéland	New Zealand
Kategória:Nový Zéland	New Zealand
Newark (New Jersey)	Newark
Newfoundland	Newfoundland (island)
Newfoundland a Labrador	Newfoundland and Labrador
Newport (Wales)	Newport
Newton (jednotka)	Newton
Niacín	Niacin
Niagarské vodopády	Niagara Falls
Niamey	Niamey
Nikaragua	Nicaragua
Kategória:Nikaragua	Nicaragua
Nice	Nice
Nicejsko-carihradské vyznanie viery	Nicene Creed
Petrović Njegoš	Nicholas
Nikel	Nickel
Nicolas Poussin	Nicolas Poussin
Mikuláš Kopernik	Nicolaus Copernicus
Nikózia	Nicosia
Nikotín	Nicotine
Niels Henrick David Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
