English	Catalan
Quantum mechanics	Categoria:Mecànica quàntica
Quarantine	Quarantena
Quark	Quark
Quartz	Quars
Quasar	Quàsar
Quaternary	Quaternari
Quaternion	Quaternió
Quebec	Quebec
Quebec	Categoria:Quebec
Quebec City	Ciutat de Quebec
Quechua	Quítxua
Queen (chess)	Rei (peça d'escacs)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Question mark	Signe d'interrogació
Quetzalcoatl	Quetzalcóatl
Quince	Codonyer
Quito	Quito
R	R
RAF (disambiguation)	RAF
RAID	RAID
RNA	Àcid ribonucleic
Ra	Déu Ra
Rabat	Rabat
Rabbi	Rabí
Rabindranath Tagore	Rabindranath Tagore
Race	Raça
Rachel Carson	Rachel Carson
Racism	Racisme
Radar	Radar
Radian	Radiant (angle)
Radio	Categoria:Ràdio
Radio telescope	Radiotelescopi
Radioactive decay	Radioactivitat
Radiocarbon dating	Datació basada en el carboni 14
Radium	Radi (element)
Radius	Radi (geometria)
Radon	Radó
Rain	Pluja
Rainbow	Arc de Sant Martí
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ramadan	Ramadà
Ramayana	Ramayana
Ramesses II	Ramsès II
Random access memory	RAM
Ranunculaceae	Ranunculàcia
Rape	Violació
Rapeseed	Colza
Raphael	Raffaello Sanzio
Raphael (archangel)	Arcàngel Rafael
Rapid transit	Categoria:Xarxes de metro
Raspberry	Gerd
Rat	Rata
Rational number	Nombre racional
Ratite	Estrutioniforme
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Read-only memory	Memòria ROM
Real number	Nombre real
Recession	Recessió
Recife	Recife
Rectangle	Rectangle
Recursion	Recursivitat
Recycling	Reciclatge
Red	Roig
Red Army Faction	Fracció de l'Exèrcit Roig
Red Deer	Cérvol comú
Red Fox	Guineu
Red Panda	Panda vermell
Red Sea	Mar Roja
Red algae	Alga vermella
Red blood cell	Glòbul vermell
Red dwarf	Nana roja
Red giant	Gegant vermella
Redshift	Desplaçament cap al roig
Redshift (disambiguation)	Desplaçament cap al roig
Reduced instruction set computer	RISC
Referendum	Referèndum
Refraction	Refracció
Refractive index	Índex de refracció
Regent	Regent
Reggae	Reggae
Regiment	Regiment
Region	Regió
Reims	Reims
Reincarnation	Reencarnació
Reindeer	Ren
Relation (mathematics)	Relació
Relativism	Relativisme
Relativity	Categoria:Relativitat
Relay	Relé
Religion	Religió
Religion	Categoria:Religió
Religious Society of Friends	Societat Religiosa d'Amics
Rembrandt	Rembrandt van Rijn
Renaissance	Renaixement
Renaissance	Categoria:Renaixement
Reproduction	Reproducció
Reptile	Rèptil
Republic	República
Republic of China	República de la Xina
Republic of Ireland	República d'Irlanda
Republic of Ireland	Categoria:Irlanda
Republic of the Congo	República del Congo
Republic of the Congo	Categoria:República del Congo
Republican Party (United States)	Partit Republicà dels Estats Units
Requiem	Rèquiem
Resistor	Resistència elèctrica (component)
Respiratory system	Sistema respiratori
Restaurant	Restaurant
Reticulum	Reticle (constel·lació)
Retina	Retina
Retinol	Retinol
Revolution	Revolució
Revolver	Revòlver
Rhea (moon)	Rea (satèl·lit)
Rhea (mythology)	Rea (mitologia)
Rhenium	Reni
Rhetoric	Retòrica
Rhine	Rin
Rhinoceros	Rinoceront
Rho (letter)	Ro
Rhode Island	Rhode Island
Rhodes	Rodes
Rhodium	Rodi
Rhombus	Rombe
Rhyme	Rima
Rhythm	Ritme
Rhythm and blues	Rhythm and blues
Rib	Costella
Riboflavin	Riboflavina
Ribosome	Ribosoma
Rice	Arròs
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (musician)	Richard Wright
Richmond	Richmond
Riga	Riga
Rigel	Rigel
Right ascension	Ascensió recta
Ring (mathematics)	Anell (matemàtiques)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
Rio de Janeiro (state)	Estat de Rio de Janeiro
River	Riu
River Thames	Tàmesi
Riyadh	Al-Riyad
Road	Carretera
Roald Amundsen	Roald Amundsen
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert Lee
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Rock	Pedra, paper, tisora
Rock (geology)	Roca
Rock and roll	Rock and roll
Rock music	Música rock
Rock music	Categoria:Rock
Rocket	Coet
Rocky Mountains	Muntanyes Rocalloses
Rococo	Rococó
Rodent	Rosegador
Roe Deer	Cabirol
Roentgenium	Roentgueni
Roger Bacon	Roger Bacon
Roman Catholic Church	Església Catòlica Romana
Roman Empire	Imperi Romà
Roman Republic	República Romana
Roman calendar	Calendari romà
Roman law	Dret romà
Roman legion	Legió romana
Roman mythology	Mitologia romana
Roman mythology	Categoria:Mitologia romana
Romania	Romania
Romania	Categoria:Romania
Romansh	Romanx
Romanticism	Romanticisme
Rome	Roma
Rome	Categoria:Roma
Ronald Reagan	Ronald Reagan
Rook (chess)	Torre (peça d'escacs)
Roosevelt	Roosevelt
Root	Arrel (botànica)
Rosa Parks	Rosa Parks
Rosaceae	Rosàcia
Rosales	Rosal
Rosario	Rosario
Rosary	Rosari
Rose	Rosa
Roseau	Roseau
Rosemary	Romer
Rosetta Stone	Pedra de Rosetta
Ross Sea	Mar de Ross
Rostock	Rostock
Rotifer	Rotífer
Rotterdam	Rotterdam
Router	Enrutador
Rowing (sport)	Rem (esport)
Royal Air Force	Royal Air Force
Royal Society	Royal Society
Rubicon	Rubicó
Rubidium	Rubidi
Ruble	Ruble
Rubus idaeus	Gerd
Ruby (programming language)	Ruby
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudyard Kipling	Rudyard Kipling
Rugby football	Rugbi
Rupert Murdoch	Rupert Murdoch
Russia	Rússia
Russia	Categoria:Rússia
Russian Orthodox Church	Església Ortodoxa Russa
Russian Revolution (1917)	Revolució Russa
Ruthenium	Ruteni
Rutherfordium	Rutherfordi
Rwanda	Rwanda
Rwanda	Categoria:Rwanda
Rye	Sègol
S	S
SOAP	SOAP
Sacrament	Sagrament
Sacramento	Sacramento (Califòrnia)
Saddam Hussein	Saddam Hussein
Safari (web browser)	Safari (navegador)
Saffron	Safrà
Sagitta	Sageta (constel·lació)
Sagittarius (constellation)	Sagitari
Sahara	Sàhara
Sail	Vela de vaixell
Saint	Sant
Saint Andrew	Sant Andreu apòstol
Saint George	Sant Jordi
Saint Kitts and Nevis	Saint Kitts i Nevis
Saint Kitts and Nevis	Categoria:Saint Kitts i Nevis
Saint Lawrence River	Riu Sant Llorenç
Saint Lucia	Saint Lucia
Saint Lucia	Categoria:Saint Lucia
Saint Martin	Illa de Sant Martí
Saint Nicholas	Sant Nicolau
Saint Patrick	Sant Patrici
Saint Paul	Saint Paul
Saint Peter	Sant Pere
Saint Petersburg	Sant Petersburg
Saint Vincent and the Grenadines	Saint Vincent i les Grenadines
Saint Vincent and the Grenadines	Categoria:Saint Vincent i les Grenadines
Sake	Sake
Saladin	Saladí
Salah	Pregària salat
Salerno	Salern
Saliva	Saliva
Salman Rushdie	Salman Rushdie
Salmonidae	Salmonidae
Salt	Sal comuna
Salt (chemistry)	Sal (química)
Salt Lake City	Salt Lake City
Salvador	Salvador (Brasil)
Salzburg	Salzburg
Salzburg (state)	Estat de Salzburg
Samarium	Samari
Samarkand	Samarcanda
Samoa	Samoa
Samoa	Categoria:Samoa
Samuel Beckett	Samuel Beckett
Samuel F. B. Morse	Samuel Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurai
San Antonio	San Antonio (Texas)
San Diego	San Diego
San Francisco	San Francisco
San Juan	San Juan (Puerto Rico)
San Marino	San Marino
San Marino	Categoria:San Marino
San Marino	Ciutat de San Marino
San Salvador	San Salvador
Sand	Sorra
Sandro Botticelli	Sandro Botticelli
Sanskrit	Sànscrit
Santa Fe	Santa Fe (Nou Mèxic)
Santiago	Santiago de Xile
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Santos (Săo Paulo)	Santos
Sappho	Safo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Sarcophagus	Sarcòfag
Sardine	Sardina
Sardinia	Sardenya
Saskatchewan	Saskatchewan
Satan	Satan
Satanism	Satanisme
Satellite	Satèl·lit artificial
Saturday	Dissabte
Saturn	Saturn (planeta)
Saturn	Categoria:Saturn
Saturn (disambiguation)	Saturn
Saturn (mythology)	Saturn (mitologia)
Satyr	Sàtir
Sauce	Salsa
Saudi Arabia	Aràbia Saudita
Saudi Arabia	Categoria:Aràbia Saudita
Saul Bellow	Saul Bellow
Savanna	Sabana
Saxony	Saxònia
Saxony	Categoria:Saxònia
Saxophone	Saxòfon
Scandinavia	Escandinàvia
Scandinavia	Categoria:Escandinàvia
Scandinavian Peninsula	Península Escandinava
Scandium	Escandi
Scapula	Omòplat
Scheldt	Escalda (riu)
Scheme (programming language)	Scheme
Schizophrenia	Esquizofrènia
Scholasticism	Escolàstica
School	Escola
Schutzstaffel	Schutzstaffel
Science	Ciència
Science	Categoria:Ciència
Science fiction	Ciència-ficció
Science fiction	Categoria:Ciència-ficció
Scientific method	Mètode científic
Scientist	Científic
Scientology	Cienciologia
Scipio Africanus	Publi Corneli Escipió Africà Major
Scissors	Tisores
Sciuridae	Esciúrid
Scorpion	Escorpí
Scorpius	Escorpió
Scotland	Escòcia
Scotland	Categoria:Escòcia
Scots Pine	Pi roig
Scottish Gaelic	Gaèlic escocès
Scouting	Escoltisme
Scrabble	Scrabble
Screw	Caragol (enginyeria)
Screwdriver	Tornavís
Scrotum	Escrot
Sculptor (constellation)	Escultor (constel·lació)
Sculpture	Escultura
Sculpture	Categoria:Escultura
Sea	Mar
Sea cucumber	Cogombre de mar
Sea level	Nivell mitjà del mar
Sea of Azov	Mar d'Azov
Sea of Japan	Mar del Japó
Sea of Marmara	Mar de Màrmara
Sea of Okhotsk	Mar d'Okhotsk
Sea urchin	Eriçó de mar
Seaborgium	Seaborgi
Search engine	Motor de recerca
Sears Tower	Torre Sears
Season	Estació de l'any
Seattle	Seattle
Second	Segon
Second Vatican Council	Concili del Vaticà II
Second law of thermodynamics	Segon principi de la termodinàmica
Sect	Secta
Security	Categoria:Seguretat
Sedimentary rock	Roca sedimentària
Seed	Llavor
Segovia	Segòvia
Seine	Sena
Seismology	Sismologia
Seismology	Categoria:Sismologia
Selenium	Seleni
Seleucus I Nicator	Seleuc I Nicàtor
Semantics	Semàntica
Semen	Esperma
Semicolon	Punt i coma
Semiconductor	Semiconductor
Semiotics	Semiòtica
Semitic	Semita
Senate	Senat
Senegal	Senegal
Senegal	Categoria:Senegal
Seoul	Seül
Seppuku	Seppuku
September	Setembre
September 11	11 de setembre
September 11	Atemptats de l'11 de setembre de 2001
September 17	17 de setembre
September 29	29 de setembre
Sequence	Successió matemàtica
Serbia	Sèrbia
Serbia	Categoria:Sèrbia
Serbia and Montenegro	Sèrbia i Montenegro
Serbia and Montenegro	Categoria:Sèrbia i Montenegro
Serfdom	Serf
Sergei Eisenstein	Serguei Eisenstein
Sergei Rachmaninoff	Serguei Rakhmàninov
Series (mathematics)	Sèrie
Serine	Serina
Serotonin	Serotonina
Serpens	Serp (constel·lació)
Server (computing)	Servidor
Set	Conjunt
Set (mythology)	Seth
Set theory	Teoria de conjunts
Set theory	Categoria:Teoria de conjunts
Sevastopol	Sebastòpol
Seven Years' War	Guerra dels Set Anys
Seville	Sevilla
Sex	Sexe
Sexism	Sexisme
Sextant	Sextant
Sexual intercourse	Coit
Sexually transmitted disease	Malaltia de transmissió sexual
Seychelles	Seychelles
Seychelles	Categoria:Seychelles
Shamanism	Xamanisme
Shanghai	Xangai
Share (finance)	Acció
Shareware	Shareware
Shark	Tauró
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Shield	Escut (arma)
Shikoku	Shikoku
Shinto	Xintoisme
Ship	Vaixell
Shiva	Xiva (hinduisme)
Shogi	Shogi
Shogun	Shōgun
Shrimp	Gamba
Shrub	Arbust
Siberia	Sibèria
Sichuan	Sichuan
Sicily	Sicília
Sicily	Categoria:Sicília
Siemens (unit)	Siemens (unitat)
Sierra Leone	Sierra Leone
Sierra Leone	Categoria:Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Sign language	Llengua de signes
Sigrid Undset	Sigrid Undset
Sikhism	Sikhisme
Sikkim	Sikkim
Silicon	Silici
Silicon Valley	Silicon Valley
Silicon dioxide	Diòxid de silici
Silk	Seda
Silk Road	Ruta de la Seda
Silurian	Silurià
Silver	Plata
Simone de Beauvoir	Simone de Beauvoir
Sin	Pecat
Sinai Peninsula	Península del Sinaí
Sinclair Lewis	Sinclair Lewis
Singapore	Singapur
Singapore	Categoria:Singapur
Sirenia	Sireni
Sirius	Sírius
Sistine Chapel	Capella Sixtina
Sisyphus	Sísif
Sitting Bull	Bou Assegut
Situation comedy	Comèdia de situació
Six-Day War	Guerra dels Sis Dies
Skagerrak	Skagerrak
Skateboard	Skateboard
Skeletal system	Categoria:Ossos
Skepticism	Escepticisme
Skin	Pell
Skinhead	Skinhead
Skopje	Skopje
Skull	Crani
Skylab	Skylab
Skyscraper	Gratacel
Slavery	Esclavitud
Slayer	Slayer
Sleep	Son
Slovakia	Eslovàquia
Slovakia	Categoria:Eslovàquia
Slovenia	Eslovènia
Slovenia	Categoria:Eslovènia
Small intestine	Intestí prim
Smolensk	Smolensk
Snake	Serp
Snow	Neu
Soap	Sabó
Socialism	Socialisme
Socialism	Categoria:Socialisme
Socialist Party (France)	Partit Socialista (França)
Society	Categoria:Societat
Society	Societat
Society of Jesus	Companyia de Jesús
Sociolinguistics	Sociolingüística
Sociology	Sociologia
Sociology	Categoria:Sociologia
Socrates	Sòcrates
Sodium	Sodi
Sodium bicarbonate	Bicarbonat de sodi
Sodium chloride	Clorur de sodi
Sodium hydroxide	Hidròxid de sodi
Sofia	Sofia
Software	Categoria:Programari
Soil	Sòl
Solanaceae	Solanàcia
Solanaceae	Categoria:Solanàcies
Solar System	Sistema solar
Solar System	Categoria:Sistema solar
Solar eclipse	Eclipsi de Sol
Solar energy	Energia solar
Solar wind	Vent solar
Solid	Sòlid
Solid state	Sòlid
Solidarity	Solidarność
Solomon	Rei Salomó
Solomon Islands	Illes Salomó
Solomon Islands	Categoria:Illes Salomó
Solon	Soló
Solstice	Solstici
Solution	Solució química
Solvent	Dissolvent
Somalia	Somàlia
Somalia	Categoria:Somàlia
Somerset	Comtat de Somerset
Somme	Somme
Sonata	Sonata
Song	Cançó
Song of Solomon	Cantar dels Cantars
Sonnet	Sonet
Sophia Loren	Sophia Loren
Sophism	Sofisma
Sophocles	Sòfocles
Soprano	Soprano
Sorbonne	La Sorbona
Sorghum	Sorgo
Sorting algorithm	Algorisme d'ordenació
Soul	Ànima
Sound	So
Soup	Sopa
Source code	Codi font
South	Sud
South Africa	Categoria:Sud-àfrica
South America	Amèrica del Sud
South America	Categoria:Amèrica del Sud
South Australia	Austràlia Meridional
South Carolina	Carolina del Sud
South China Sea	Mar de la Xina Meridional
South Dakota	Dakota del Sud
South Island	Illa del Sud
South Korea	Corea del Sud
South Korea	Categoria:Corea del Sud
South Pole	Pol sud
Southeast Asia	Àsia Sud-oriental
Southern Hemisphere	Hemisferi sud
Sovereignty	Sobirania
Soviet Union	Unió de Repúbliques Socialistes Soviètiques
Soviet Union	Categoria:Unió Soviètica
Soybean	Soia
Space	Espai
Space station	Estació espacial
Spacecraft	Nau espacial
Spaghetti	Espagueti
Spain	Espanya
Spain	Categoria:Espanya
Spam (electronic)	Correu brossa
Spanish Civil War	Guerra civil espanyola
Spanish people	Categoria:Espanyols
Spanish-American War	Guerra Hispano-estatunidenca
Sparta	Esparta
Special relativity	Relativitat especial
Species	Espècie
Spectroscopy	Espectroscòpia
Speed	Rapidesa
Speed of light	Velocitat de la llum
Speleology	Espeleologia
Spencer Tracy	Spencer Tracy
Sperm Whale	Catxalot
Spermatophyte	Espermatòfit
Spermatozoon	Espermatozoide
Sphere	Esfera
Sphinx	Esfinx
Spice	Espècia
Spider	Aranya
Spin (physics)	Espín
Spinach	Espinac
Spinal cord	Medul·la espinal
Spiral galaxy	Galàxia espiral
Spleen	Melsa
Split	Split
Sponge	Porífer
Sport	Esport
Spreadsheet	Full de càlcul
Spree	Spree
Spring (season)	Primavera
Springfield	Springfield (Illinois)
Spyware	Programari espia
Squamata	Escatós
Square (geometry)	Quadrat (polígon)
Square metre	Metre quadrat
Square root	Funció arrel
Squash (sport)	Esquaix
Squirrel	Esquirol
Sri Lanka	Sri Lanka
Sri Lanka	Categoria:Sri Lanka
St. Louis	Saint Louis
Stadium	Estadi
Stained glass	Vitrall
Stainless steel	Acer inoxidable
Stalinism	Estalinisme
Standard Generalized Markup Language	Standard Generalized Markup Language
Standard deviation	Desviació típica
Stanford University	Universitat de Stanford
Stanley Kubrick	Stanley Kubrick
Star	Estrella
Star of David	Estrella de David
Starch	Midó
Starfish	Estrella de mar
State	Estat
Staten Island	Staten Island
Statistics	Estadística
Statistics	Categoria:Estadística
Statue of Liberty	Estàtua de la Llibertat
Stavanger	Stavanger
Steam	Vapor
Steam engine	Màquina de vapor
Steel	Acer
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Stegosaurus	Estegosaure
Stem cell	Cèl·lula mare
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steradian	Estereoradiant
Sternum	Estèrnum
Steroid	Esteroide
Steven Spielberg	Steven Spielberg
Stock exchange	Borsa
Stockholm	Estocolm
Stoicism	Estoïcisme
Stomach	Estómac
Stone Age	Edat de pedra
Stonehenge	Stonehenge
Stork	Cigonya
Storm	Tempesta
Strait	Estret
Strait of Gibraltar	Estret de Gibraltar
Strait of Hormuz	Estret d'Ormuz
Strait of Messina	Estret de Messina
Straits	Categoria:Estrets
Strasbourg	Estrasburg
Strategy	Estratègia
Stratigraphy	Estratigrafia
Stratosphere	Estratosfera
Stress (medicine)	Estrès
String theory	Teoria de cordes
Stroke	Accident vascular cerebral
Strong interaction	Força nuclear forta
Strontium	Estronci
Structuralism	Estructuralisme
Stub	Plantilla:Esborrany
Stupa	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Estix
Sublimation (chemistry)	Sublimació
Submarine	Submarí
Subset	Subconjunt
Subtraction	Resta
Subversion (software)	Subversion
Sucre	Sucre (Bolívia)
Sucrose	Sacarosa
Sudan	Sudan
Sudan	Categoria:Sudan
Sudoku	Sudoku
Suez Canal	Canal de Suez
Suffix	Sufix
Sufism	Sufisme
Sugar	Sucre
Sukarno	Achmed Sukarno
Sulawesi	Cèlebes
Sulfur	Sofre
Sulfur dioxide	Diòxid de sofre
Sulfuric acid	Àcid sulfúric
Sultan	Soldà
Sumatra	Sumatra
Sumer	Sumer
Summer	Estiu
Sumo	Sumo
Sun	Sol
Sun	Categoria:Sol
Sun Yat-sen	Sun Yat-sen
Sunday	Diumenge
Sundial	Rellotge de sol
Sunflower	Gira-sol
Sunni Islam	Sunnita
Sunspot	Taca solar
Supercomputer	Supercomputador
Superconductivity	Superconductivitat
Superman	Superman
Supernova	Supernova
Supreme Court of the United States	Cort Suprema dels Estats Units
Sura	Sura (alcorà)
Surface tension	Tensió superficial
Surgeon	Cirurgia
Surgery	Cirurgia
Suriname	Surinam
Suriname	Categoria:Surinam
Surrealism	Surrealisme
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Swallow	Hirundínid
Swan	Cigne
Swastika	Esvàstica
Swaziland	Swazilàndia
Swaziland	Categoria:Swazilàndia
Sweden	Suècia
Sweden	Categoria:Suècia
Swedish krona	Corona sueca
Sweet potato	Moniato
Swimming	Natació
Swimming	Categoria:Natació
Swiss franc	Franc suís
Swiss people	Categoria:Suïssos
Switzerland	Suïssa
Switzerland	Categoria:Suïssa
Sword	Espasa
Sydney	Sydney
Syllable	Síl·laba
Symbiosis	Simbiosi
Symbol	Símbol
Symphony	Simfonia
Synagogue	Sinagoga
Syndicate	Sindicat
Synonym	Sinònim
Syntax	Sintaxi
Synthesizer	Sintetitzador
Syphilis	Sífilis
Syracuse	Siracusa
Syria	Síria
Syria	Categoria:Síria
System	Sistema
T	T
T. S. Eliot	T. S. Eliot
Table (furniture)	Taula
Table tennis	Tennis de taula
Taboo	Tabú
Tacitus	Tàcit
Taekwondo	Taekwondo
Tagus	Tajo
Tahiti	Tahití
Tai chi chuan	Taijiquan
Tail	Cua (anatomia)
Taipei	Taipei
Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tajikistan	Tadjikistan
Tajikistan	Categoria:Tadjikistan
Talc	Talc
Tallahassee	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanakh
Tang Dynasty	Dinastia Tang
Tangier	Tànger
Tango (dance)	Tango
Tank	Tanc
Tantalum	Tàntal
Tantalus	Tàntal (mitologia)
Tanzania	Tanzània
Tanzania	Categoria:Tanzània
Taoism	Daoisme
Tapir	Tapir
Tardigrade	Tardígrad
Tarn	Tarn
Tartarus	Tàrtar
Tartu	Tartu
Tashkent	Taixkent
Tasman Sea	Mar de Tasmània
Tasmania	Tasmània
Tasmanian Devil	Diable de Tasmània
Taste	Gust
Tattoo	Tatuatge
Tau	Tau (lletra grega)
Taurus (constellation)	Taure
Tax	Taxa
Taxation	Categoria:Fiscalitat
Taxicab	Taxi
Taxon	Tàxon
Taxonomy	Taxonomia
Taxus baccata	Teix
Tbilisi	Tbilisi
Tea	Te
Teacher	Mestre
Technetium	Tecneci
Techno	Techno
Technology	Tecnologia
Technology	Categoria:Tecnologia
Tegucigalpa	Tegucigalpa
Tehran	Teheran
Tel Aviv	Tel Aviv
Telecommunication	Telecomunicació
Telegraphy	Telegrafia
Telepathy	Telepatia
Telephone	Telèfon
Telescope	Telescopi
Telescopium	Telescopi (constel·lació)
Television	Televisió
Television	Categoria:Televisió
Tellurium	Tel·luri
Temperature	Temperatura
Temple of Artemis	Temple d'Àrtemis
Ten Commandments	Deu Manaments
Tenerife	Tenerife
Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tennis
Tennis	Categoria:Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Terbi
Termite	Tèrmit
Terpsichore	Terpsícore
Terrestrial planet	Planeta tel·lúric
Terrorism	Terrorisme
Terrorism	Categoria:Terrorisme
Tertullian	Tertul·lià
Tesla (unit)	Tesla (unitat)
Testicle	Testicle
Tetanus	Tètanus
Tethys (moon)	Tetis (satèl·lit)
Tethys (mythology)	Tetis (filla de Gea)
Tetrahedron	Tetràedre
Tetrahydrocannabinol	Tetrahidrocannabinol
Tetrapod	Tetràpode
Texas	Texas
Textile	Tèxtil
Thailand	Tailàndia
Thailand	Categoria:Tailàndia
Thales	Tales de Milet
Thalia	Talia (musa)
Thallium	Tal·li
Thanatos	Tànatos
Thanksgiving	Dia d'acció de gràcies
Thanksgiving (Canada)	Dia d'acció de gràcies
Thanksgiving (United States)	Dia d'acció de gràcies
Thanksgiving (disambiguation)	Dia d'acció de gràcies
The Gambia	Gàmbia
The Gambia	Categoria:Gàmbia
The Hague	La Haia
The Star-Spangled Banner	The Star-Spangled Banner
Theatre	Teatre
Theatre	Categoria:Teatre
Thebe (moon)	Tebé (satèl·lit)
Thebes	Tebes
Theia	Tia
Themis	Temis
Themistocles	Temístocles
Theocracy	Teocràcia
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Teodosi I el gran
Theology	Teologia
Theology	Categoria:Teologia
Theorem	Teorema
Theory	Teoria
Theory of relativity	Teoria de la relativitat
Thermodynamics	Termodinàmica
Thermodynamics	Categoria:Termodinàmica
Thermometer	Termòmetre
Theseus	Teseu
Thessaloniki	Tessalònica
Thessaly	Tessàlia
Theta	Theta
Thetis	Tetis (mare d'Aquil·les)
Thiamine	Tiamina
Think tank	Think tank
Third Crusade	Tercera Croada
Third World	Tercer Món
Thirty Years' War	Guerra dels Trenta Anys
Thomas Aquinas	Tomàs d'Aquino
Thomas Edison	Thomas Alva Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young (scientist)	Thomas Young
Thor	Thor
Thorium	Tori
Thoth	Thoth
Thought	Pensament
Thrace	Regió de Tràcia
Thucydides	Tucídides
Thulium	Tuli
Thumb	Polze
Thuringia	Turíngia
Thuringia	Categoria:Turíngia
Thursday	Dijous
Thylacine	Llop marsupial
Thyme	Farigola
Thymine	Timina
Tianjin	Tianjin
Tiber	Tíber
Tiberius	Tiberi
Tibet	Tibet
Tibet	Categoria:Tibet
Ticino	Cantó de Ticino
Tide	Marea
Tierra del Fuego	Terra del Foc
Tiger	Tigre
Tigris	Tigris
Timbuktu	Timbuctu
Time	Temps
Time	Categoria:Temps
Time zone	Zona horària
Timor	Timor
Timur	Tamerlà
Tin	Estany (element)
Tirana	Tirana
Tissue (biology)	Teixit (biologia)
Tit (bird)	Paridae
Titan (disambiguation)	Tità
Titan (moon)	Tità (satèl·lit)
Titan (mythology)	Titans
Titania (moon)	Titània (satèl·lit)
Titanium	Titani
Titian	Ticià
Titus	Titus
Tivoli	Tívoli
Tobacco	Tabac
Tocantins (state)	Estat de Tocantins
Tocopherol	Vitamina E
Tofu	Tofu
Togo	Togo
Togo	Categoria:Togo
Tokyo	Tòquio
Toledo	Toledo
Toluene	Toluè
Tom Hanks	Tom Hanks
Tom and Jerry	Tom i Jerry
Tomato	Tomàquet
Ton	Tona (unitat)
Tonga	Tonga
Tonga	Categoria:Tonga
Tongue	Llengua (múscul)
Toni Morrison	Toni Morrison
Tonne	Tona (unitat)
Tony Blair	Tony Blair
Tool	Eina (utensili)
Tooth	Dent
Topeka	Topeka
Topology	Topologia
Topology	Categoria:Topologia
Torah	La Torà
Tornado	Tornado
Toronto	Toronto
Torture	Tortura
Torus	Tor (figura geomètrica)
Totalitarianism	Totalitarisme
Toulon	Toló
Toulouse	Tolosa de Llenguadoc
Tour de France	Tour de França
Tourism	Turisme
Tourism	Categoria:Turisme
Tours	Tours
Tower	Torre
Tower of Babel	Torre de Babel
Tower of London	Torre de Londres
Town	Ciutat
Toxicity	Toxicitat
Toxicology	Toxicologia
Toy	Joguet
Toyota	Toyota
Tractor	Tractor
Trade	Comerç
Trade union	Sindicat
Tragedy	Tragèdia
Train	Tren
Trajan	Marc Ulpi Trajà
Tram	Tramvia
Transcendental number	Nombre transcendent
Transformer	Transformador
Transistor	Transistor
Transmission Control Protocol	Transmission Control Protocol
Transportation	Categoria:Transport
Transsexualism	Transsexualitat
Transylvania	Transsilvània
Trapezoid	Trapezi
Treaty	Tractat internacional
Treaty of Versailles	Tractat de Versalles
Tree	Arbre
Trento	Trento
Triangle	Triangle
Triangulum	Triangle (constel·lació)
Triangulum Australe	Triangle Austral
Triassic	Triàsic
Tributary	Afluent
Triceratops	Triceratops
Trier	Trèveris
Trigonometric function	Funció trigonomètrica
Trigonometry	Trigonometria
Trigonometry	Categoria:Trigonometria
Trilobite	Trilobit
Trilogy	Trilogia
