English	Thai
Pretoria	พริทอเรีย
Priest	นักบวช
Primate	อันดับลิง
Prime Meridian	เส้นไพรม์เมอริเดียน
Prime minister	นายกรัฐมนตรี
Prime number	จำนวนเฉพาะ
Prince Philip	เจ้าฟ้าชายฟิลิป ดยุคแห่งเอดินบะระ
Prince of Wales	เจ้าชายแห่งเวลส์
Princeton University	มหาวิทยาลัยพรินซ์ตัน
Principle of relativity	ทฤษฎีสัมพัทธภาพ
Printing	การพิมพ์
Prion	พรีออน
Prism (geometry)	ปริซึม
Probability	ความน่าจะเป็น
Probability theory	ทฤษฎีความน่าจะเป็น
Professor	ศาสตราจารย์
Programmer	โปรแกรมเมอร์
Programming language	ภาษาโปรแกรม
Project	โครงการ
Prokaryote	โปรคาริโอต
Prolog	ภาษาโปรล็อก
Prometheus	โพรมีเธียส
Promethium	โพรมีเทียม
Prophet	ประกาศก
Protactinium	โพรแทกทิเนียม
Protein	โปรตีน
Protestant Reformation	การปฏิรูปศาสนาของนิกายโปรเตสแตนต์
Protestantism	โปรเตสแตนต์
Protist	โพรทิสต์
Proton	โปรตอน
Protozoa	โพรโทซัว
Proxima Centauri	ดาวพร็อกซิมาคนครึ่งม้า
Prussia	ปรัสเซีย
Pseudonym	นามแฝง
Psi (letter)	พไซ
Psychiatry	จิตเวชศาสตร์
Psychiatry	หมวดหมู่:จิตเวชศาสตร์
Psychology	จิตวิทยา
Psychology	หมวดหมู่:จิตวิทยา
Psychosis	โรคจิต
Ptolemy	ทอเลมี
Public domain	สาธารณสมบัติ
Puerto Rico	เปอร์โตริโก
Pulley	รอก
Pump	ปั๊มน้ำ
Punctuation	เครื่องหมายวรรคตอน
Punjab (India)	รัฐปัญจาบ
Punk rock	พังก์ร็อก
Puppis	กลุ่มดาวท้ายเรือ
Pyongyang	เปียงยาง
Pyramid (geometry)	พีระมิด (เรขาคณิต)
Pyrenees	เทือกเขาพิเรนีส
Pythagoras	พีทาโกรัส
Python (programming language)	ภาษาไพทอน
Pyxis	กลุ่มดาวเข็มทิศ
Q	Q
Qatar	ประเทศกาตาร์
Qin Dynasty	ราชวงศ์ฉิน
Qing Dynasty	ราชวงศ์ชิง
Quadratic equation	สมการกำลังสอง
Quadrilateral	รูปสี่เหลี่ยม
Quantum mechanics	กลศาสตร์ควอนตัม
Quartz	ควอตซ์
Quasar	เควซาร์
Quaternion	ควอเทอร์เนียน
Quebec	รัฐควิเบก
Quebec City	ควิเบก (เมือง)
Queen (chess)	ควีน (หมากรุก)
Question mark	ปรัศนี
Quetzalcoatl	เกวตซัลโกอัตล์
Quito	กีโต
R	R
RAID	RAID
RNA	อาร์เอ็นเอ
Ra	รา (เทพเจ้า)
Rabindranath Tagore	รพินทรนาถ ฐากูร
Raccoon Dog	ทานูกิ
Rachel Carson	ราเชล คาร์สัน
Racism	เผ่าพันธุ์นิยม
Racism	หมวดหมู่:การยึดชาติพันธุ์เป็นเกณฑ์
Radian	เรเดียน
Radio telescope	กล้องโทรทรรศน์วิทยุ
Radioactive decay	กัมมันตภาพรังสี
Radiology	รังสีวิทยา
Radium	เรเดียม
Radius	รัศมี
Radon	เรดอน
Rain	ฝน
Rainbow	รุ้งกินน้ำ
Raleigh	ราลี
Ralph Waldo Emerson	ราล์ฟ วอลโด เอเมอร์สัน
Rama	พระราม
Ramadan	รอมะฎอน
Ramayana	รามายณะ
Ramesses II	ฟาโรห์รามเสสที่สอง
Random access memory	แรม
Rape	การข่มขืน
Raphael	ราฟาเอล
Rat	หนู
Rational number	จำนวนตรรกยะ
Ravenna	ราเวนนา
Rawalpindi	ราวัลปินดี
Read-only memory	รอม
Real number	จำนวนจริง
Rectangle	รูปสี่เหลี่ยมผืนผ้า
Rectifier	วงจรเรียงกระแส
Recursion	ความสัมพันธ์เวียนเกิด
Recycling	รีไซเคิล
Red	สีแดง
Red Fox	จิ้งจอกแดง
Red Panda	แพนด้าแดง
Red Sea	ทะเลแดง
Red blood cell	เม็ดเลือดแดง
Reduced instruction set computer	RISC
Referendum	การออกเสียงประชามติ
Refractive index	ดรรชนีหักเห
Regent	ผู้สำเร็จราชการแทนพระองค์
Reggae	เร้กเก้
Region	ดินแดน
Reindeer	กวางเรนเดียร์
Relay	รีเลย์
Religion	ศาสนา
Religion	หมวดหมู่:ศาสนา
Rembrandt	แรมบรังด์
Renaissance	ยุคฟื้นฟูศิลปวิทยา
Reproduction	การสืบพันธุ์
Reptile	สัตว์เลื้อยคลาน
Republic	สาธารณรัฐ
Republic of China	สาธารณรัฐจีน
Republic of Ireland	สาธารณรัฐไอร์แลนด์
Republic of Ireland	หมวดหมู่:ประเทศไอร์แลนด์
Republic of the Congo	สาธารณรัฐคองโก
Republican Party (United States)	พรรคริพับลิกัน (สหรัฐอเมริกา)
Requiem	เรควีเอ็ม
Resistor	ตัวต้านทาน
Restaurant	ภัตตาคาร
Reticulum	กลุ่มดาวตาข่าย
Revolution	การปฏิวัติ
Rhenium	รีเนียม
Rhinoceros	แรด
Rho (letter)	โร
Rhode Island	มลรัฐโรดไอแลนด์
Rhodium	โรเดียม
Rhythm and blues	อาร์แอนด์บี
Rib	กระดูกซี่โครง
Ribosome	ไรโบโซม
Rice	ข้าว
Richard Feynman	ริชาร์ด ไฟน์แมน
Richard Nixon	ริชาร์ด นิกสัน
Richard Wagner	ริชาร์ด วากเนอร์
Riga	ริกา
Right ascension	ไรต์แอสเซนชัน
Ring (mathematics)	ริง (คณิตศาสตร์)
Rio de Janeiro	รีโอเดจาเนโร
River	แม่น้ำ
River Thames	แม่น้ำเทมส์ (ลอนดอน)
Riyadh	ริยาด
Road	ถนน
Roald Amundsen	โรอัลด์ อะมุนด์เซน
Robert A. Heinlein	โรเบิร์ต เอ. ไฮน์ไลน์
Robert De Niro	โรเบิร์ต เดอ นิโร
Robert Hooke	โรเบิร์ต ฮุค
Robert Redford	โรเบิร์ต เรดฟอร์ด
Robert Schumann	โรเบิร์ต อะเล็กซานเดอร์ ชูมันน์
Robot	หุ่นยนต์
Rock	เป่ายิ้งฉุบ
Rock (geology)	หิน
Rock and roll	ร็อกแอนด์โรล
Rock music	ร็อก
Rocky Mountains	เทือกเขาร็อกกี
Rococo	ศิลปะโรโคโค
Rodent	สัตว์ฟันแทะ
Roentgenium	เรินต์เกเนียม
Roman Catholic Church	โรมันคาทอลิก
Roman Empire	จักรวรรดิโรมัน
Romania	ประเทศโรมาเนีย
Romania	หมวดหมู่:ประเทศโรมาเนีย
Rome	โรม
Ronald Reagan	โรนัลด์ เรแกน
Roof	หลังคา
Rook (chess)	เรือ (หมากรุก)
Roosevelt	รูสเวลต์
Rose	กุหลาบ
Rosemary	โรสแมรี
Rosetta Stone	ศิลาโรเซตตา
Rotterdam	ร็อตเตอร์ดัม
Router	เราเตอร์
Rubber	ยาง
Rubidium	รูบิเดียม
Ruby	ทับทิม (อัญมณี)
Ruby (programming language)	ภาษารูบี้
Rudolf Diesel	รูดอล์ฟ ดีเซล
Rugby football	รักบี้
Russia	ประเทศรัสเซีย
Russia	หมวดหมู่:ประเทศรัสเซีย
Russian Orthodox Church	นิกายรัสเซียออร์โธด็อกซ์
Russo-Japanese War	สงครามรัสเซีย-ญี่ปุ่น
Ruthenium	รูทีเนียม
Rutherfordium	รัทเทอร์ฟอร์เดียม
Rwanda	ประเทศรวันดา
S	S
Saddam Hussein	ซัดดัม ฮุสเซน
Safari (web browser)	ซาฟารี (เว็บเบราว์เซอร์)
Saffron	หญ้าฝรั่น
Sagitta	กลุ่มดาวลูกธนู
Sagittarius (constellation)	กลุ่มดาวคนยิงธนู
Sahara	ทะเลทรายซาฮารา
Saint	นักบุญ
Saint Andrew	นักบุญแอนดรูว์
Saint George	นักบุญจอร์จ
Saint Kitts and Nevis	ประเทศเซนต์คิตส์และเนวิส
Saint Lucia	ประเทศเซนต์ลูเซีย
Saint Paul	เซนต์พอล
Saint Peter	นักบุญปีเตอร์
Saint Petersburg	เซนต์ปีเตอร์สเบิร์ก
Saint Vincent and the Grenadines	ประเทศเซนต์วินเซนต์และเกรนาดีนส์
Saladin	ศอลาฮุดดีน
Salah	ละหมาด
Saliva	น้ำลาย
Salman Rushdie	ซัลแมน รัชดี
Salt	เกลือ
Salzburg	ซาลซ์บูร์ก
Samarium	ซาแมเรียม
Samarkand	ซามาร์คันด์
Samoa	ประเทศซามัว
Samsara	สังสารวัฏ
Samuel F. B. Morse	ซามูเอล เอฟ. บี. มอร์ส
Samurai	ซามูไร
San Francisco	ซานฟรานซิสโก
San Jose	แซนโฮเซ (มลรัฐแคลิฟอร์เนีย)
San Marino	ประเทศซานมารีโน
San Salvador	ซันซัลวาดอร์
Sand	ทราย
Sandro Botticelli	ซานโดร บอตติเชลลี
Sandstone	หินทราย
Sanskrit	ภาษาสันสกฤต
Santa Claus	ซานตาคลอส
Santiago	ซันติอาโก
Sapporo	ซัปโปะโระ
Sarah Bernhardt	ซาราห์ แบร์นฮาร์ด
Sarajevo	ซาราเยโว
Saskatchewan	รัฐซัสแคตเชวัน
Satan	ซาตาน
Satellite	ดาวเทียม
Saturday	วันเสาร์
Saturn	ดาวเสาร์
Satyr	ซาไทร์
Saudi Arabia	ประเทศซาอุดีอาระเบีย
Saudi Arabia	หมวดหมู่:ประเทศซาอุดีอาระเบีย
Sausage	ไส้กรอก
Saxony	แซกโซนี
Saxophone	แซกโซโฟน
Scandinavia	สแกนดิเนเวีย
Scandinavian Peninsula	คาบสมุทรสแกนดิเนเวีย
Scandium	สแคนเดียม
Scapula	กระดูกสะบัก
School	โรงเรียน
Science	วิทยาศาสตร์
Science	หมวดหมู่:วิทยาศาสตร์
Science fiction	นิยายวิทยาศาสตร์
Science fiction	หมวดหมู่:นิยายวิทยาศาสตร์
Scientific method	ระเบียบวิธีทางวิทยาศาสตร์
Scientist	นักวิทยาศาสตร์
Scissors	กรรไกร
Scorpion	แมงป่อง
Scorpius	กลุ่มดาวแมงป่อง
Scotland	สกอตแลนด์
Scotland	หมวดหมู่:สกอตแลนด์
Scouting	การลูกเสือ
Screw	สกรู
Screwdriver	ไขควง
Sculptor (constellation)	กลุ่มดาวช่างแกะสลัก
Sculpture	ประติมากรรม
Sea	ทะเล
Sea anemone	ดอกไม้ทะเล
Sea cucumber	ปลิงทะเล
Sea level	ระดับน้ำทะเล
Sea urchin	เอไคนอยด์
Seaborgium	ซีบอร์เกียม
Search engine	เครื่องมือค้นหาบนอินเทอร์เน็ต
Sears Tower	เซียร์ทาวเวอร์
Season	ฤดู
Second	วินาที
Second law of thermodynamics	กฎข้อที่สองของอุณหพลศาสตร์
Sedimentary rock	หินตะกอน
Segovia	เซโกเบีย
Seine	แม่น้ำแซน
Seismology	วิทยาแผ่นดินไหว
Seismology	หมวดหมู่:วิทยาแผ่นดินไหว
Selenium	ซีลีเนียม
Semen	น้ำอสุจิ
Semicolon	อัฒภาค
Semiconductor	สารกึ่งตัวนำ
Senate	วุฒิสภา
Senegal	ประเทศเซเนกัล
Seoul	โซล
Seppuku	ฮาราคีรี
September	กันยายน
September 11	11 กันยายน
September 11	วินาศกรรม 11 กันยายน พ.ศ. 2544
September 17	17 กันยายน
September 29	29 กันยายน
Sequence	ลำดับ
Serbia	ประเทศเซอร์เบีย
Serbia	หมวดหมู่:ประเทศเซอร์เบีย
Serbia and Montenegro	ประเทศเซอร์เบียและมอนเตเนโกร
Series (mathematics)	อนุกรม
Serpens	กลุ่มดาวงู
Server (computing)	เซิร์ฟเวอร์
Set	เซต
Set theory	ทฤษฎีเซต
Set theory	หมวดหมู่:ทฤษฎีเซต
Severe acute respiratory syndrome	โรคทางเดินหายใจเฉียบพลันรุนแรง
Seville	เซบียา
Sex organ	อวัยวะเพศ
Sexism	เพศนิยม
Sexual intercourse	การร่วมเพศ
Seychelles	ประเทศเซเชลส์
Shamanism	ชาแมน
Shanghai	เซี่ยงไฮ้
Shark	ปลาฉลาม
Sheffield	เชฟฟีลด์
Sherlock Holmes	เชอร์ล็อก โฮลมส์
Shikoku	เกาะชิโกะกุ
Shinto	ชินโต
Shiva	พระอิศวร
Shogun	โชกุน
Shorthand	ชวเลข
Shrimp	กุ้ง
Siberia	ไซบีเรีย
Siberian Husky	ไซบีเรียนฮัสกี้
Sichuan	มณฑลเสฉวน
Sicily	เกาะซิซิลี
Sicily	หมวดหมู่:เกาะซิซิลี
Sierra Leone	ประเทศเซียร์ราลีโอน
Sigma	ซิกมา
Sigmund Freud	ซิกมุนด์ ฟรอยด์
Sign language	ภาษามือ
Sikhism	ศาสนาสิกข์
Sikkim	รัฐสิกขิม
Silicon	ซิลิคอน
Silk	ไหม
Silk Road	เส้นทางสายไหม
Silver	เงิน (ธาตุ)
Singapore	ประเทศสิงคโปร์
Singapore	หมวดหมู่:ประเทศสิงคโปร์
Siren	ไซเรน
Sistine Chapel	ชาเปลซิสติน
Sitting Bull	ซิตติงบุล
Situation comedy	ซิทคอม
Six-Day War	สงครามหกวัน
Skateboard	สเกตบอร์ด
Skeletal system	หมวดหมู่:ระบบโครงกระดูก
Skin	ผิวหนัง
Skinhead	สกินเฮด
Skull	กะโหลกศีรษะ
Skyscraper	ตึกระฟ้า
Slavery	ทาส
Slovakia	ประเทศสโลวาเกีย
Slovenia	ประเทศสโลวีเนีย
Small intestine	ลำไส้เล็ก
Snake	งู
Snow	หิมะ
Soap	สบู่
Socialism	สังคมนิยม
Society	หมวดหมู่:สังคม
Society	สังคม
Society of Jesus	ลัทธิเยซูอิด
Sociology	สังคมวิทยา
Sociology	หมวดหมู่:สังคมวิทยา
Socrates	โสกราตีส
Sodium	โซเดียม
Sodium bicarbonate	โซเดียมไบคาร์บอเนต
Sodium chloride	โซเดียมคลอไรด์
Sodium hydroxide	โซดาไฟ
Softball	ซอฟต์บอล
Software	หมวดหมู่:ซอฟต์แวร์
Soil	ดิน
Solar System	ระบบสุริยะ
Solar System	หมวดหมู่:ระบบสุริยะ
Solar cell	เซลล์สุริยะ
Solar eclipse	สุริยุปราคา
Solar energy	พลังงานแสงอาทิตย์
Solar wind	ลมสุริยะ
Solid	ของแข็ง
Solid state	ของแข็ง
Solomon Islands	หมู่เกาะโซโลมอน
Solstice	อายัน
Solution	สารละลาย
Solvent	ตัวทำละลาย
Somalia	ประเทศโซมาเลีย
Song	เพลง
Soprano	โซปราโน
Sorghum	ข้าวฟ่าง
Sorting algorithm	ขั้นตอนวิธีการเรียงลำดับ
Sound	เสียง
Source code	ซอร์สโค้ด
South	ทิศใต้
South Africa	หมวดหมู่:ประเทศแอฟริกาใต้
South America	ทวีปอเมริกาใต้
South Carolina	มลรัฐเซาท์แคโรไลนา
South China Sea	ทะเลจีนใต้
South Dakota	มลรัฐเซาท์ดาโคตา
South Korea	ประเทศเกาหลีใต้
South Korea	หมวดหมู่:ประเทศเกาหลีใต้
South Pole	ขั้วโลกใต้
South Vietnam	ประเทศเวียดนามใต้
Southeast Asia	เอเชียตะวันออกเฉียงใต้
Sovereignty	อำนาจอธิปไตย
Soviet Union	สหภาพโซเวียต
Soviet Union	หมวดหมู่:สหภาพโซเวียต
Soybean	ถั่วเหลือง
Space Shuttle	กระสวยอวกาศ
Spacecraft	ยานอวกาศ
Spain	ประเทศสเปน
Spain	หมวดหมู่:ประเทศสเปน
Spam (electronic)	สแปม
Spanish Civil War	สงครามกลางเมืองสเปน
Spanish people	หมวดหมู่:ชาวสเปน
Sparta	สปาร์ตา
Spear	หอก
Special relativity	ทฤษฎีสัมพัทธภาพพิเศษ
Species	สปีชีส์
Speed	อัตราเร็ว
Speed of light	อัตราเร็วของแสง
Sphere	ทรงกลม
Sphinx	สฟิงซ์
Spice	เครื่องเทศ
Spider	แมงมุม
Spiral galaxy	ดาราจักรชนิดก้นหอย
Spleen	ม้าม
Sponge	ฟองน้ำ
Sport	กีฬา
Spreadsheet	ตารางงาน
Spree	แม่น้ำชเปร
Spring (season)	ฤดูใบไม้ผลิ
Spyware	ซอฟต์แวร์สอดแนม
Square (geometry)	รูปสี่เหลี่ยมจัตุรัส
Square metre	ตารางเมตร
Squirrel	กระรอก
Sri Lanka	ประเทศศรีลังกา
Sri Lanka	หมวดหมู่:ประเทศศรีลังกา
St. Louis	เซนต์หลุยส์
Stained glass	งานกระจกสี
Stainless steel	เหล็กกล้าไร้สนิม
Standard deviation	ส่วนเบี่ยงเบนมาตรฐาน
Stanford University	มหาวิทยาลัยสแตนฟอร์ด
Star	ดาวฤกษ์
Starch	แป้ง (อาหาร)
Starfish	ดาวทะเล
State	รัฐ
Statistics	สถิติศาสตร์
Statistics	หมวดหมู่:สถิติศาสตร์
Statue of Liberty	อนุสาวรีย์เทพีเสรีภาพ
Steam	ไอน้ำ
Steam engine	เครื่องจักรไอน้ำ
Steel	เหล็กกล้า
Stem cell	สเต็มเซลล์
Stephen Hawking	สตีเฟน ฮอว์คิง
Steradian	สเตอเรเดียน
Sternum	กระดูกอก
Steroid	สเตอรอยด์
Steven Spielberg	สตีเวน สปีลเบิร์ก
Stock exchange	ตลาดหลักทรัพย์
Stockholm	สตอกโฮล์ม
Stoicism	ลัทธิสโตอิก
Stomach	กระเพาะอาหาร
Stone Age	ยุคหิน
Stonehenge	สโตนเฮนจ์
Storm	พายุ
Strait of Gibraltar	ช่องแคบยิบรอลตาร์
Strait of Magellan	ช่องแคบมาเจลลัน
Straits	หมวดหมู่:ช่องแคบ
Stratosphere	สตราโทสเฟียร์
String theory	ทฤษฎีสตริง
Strontium	สทรอนเทียม
Stub	แม่แบบ:โครง
Student	นักเรียน
Stupa	เจดีย์
Stuttgart	ชตุทท์การ์ท
Subculture	วัฒนธรรมย่อย
Sublimation (chemistry)	การระเหิด
Subtraction	การลบ
Sucrose	ซูโครส
Sudan	ประเทศซูดาน
Sudoku	ซูโดะกุ
Suez Canal	คลองสุเอซ
Sugar	น้ำตาล
Suharto	ซูฮาร์โต
Sukarno	ซูการ์โน
Sulawesi	เกาะซูลาเวซี
Sulfur	กำมะถัน
Sulfur dioxide	ซัลเฟอร์ไดออกไซด์
Sulfuric acid	กรดกำมะถัน
Sumatra	เกาะสุมาตรา
Sumer	สุเมเรียน
Summer	ฤดูร้อน
Sumo	ซูโม่
Sun	ดวงอาทิตย์
Sun	หมวดหมู่:ดวงอาทิตย์
Sun Yat-sen	ซุน ยัตเซ็น
Sunday	วันอาทิตย์
Sundial	นาฬิกาแดด
Sunflower	ทานตะวัน
Sunspot	จุดมืดดวงอาทิตย์
Superconductivity	สภาพตัวนำยิ่งยวด
Superman	ซูเปอร์แมน
Supernova	ซูเปอร์โนวา
Surgery	ศัลยศาสตร์
Surgery	หมวดหมู่:ศัลยกรรม
Suriname	ประเทศซูรินาเม
Surrealism	ลัทธิเหนือจริง
Sushi	ซูชิ
Svalbard	สฟาลบาร์
Swallow	นกนางแอ่น
Swastika	สวัสติกะ
Swaziland	ประเทศสวาซิแลนด์
Sweden	ประเทศสวีเดน
Sweden	หมวดหมู่:ประเทศสวีเดน
Sweet potato	มันเทศ
Swimming	การว่ายน้ำ
Swimming	หมวดหมู่:การว่ายน้ำ
Swiss franc	ฟรังก์สวิส
Switzerland	ประเทศสวิตเซอร์แลนด์
Switzerland	หมวดหมู่:ประเทศสวิตเซอร์แลนด์
Sword	ดาบ
Sydney	ซิดนีย์
Syllable	พยางค์
Symbol	สัญลักษณ์
Symphony	ซิมโฟนี
Symptom	อาการ
Synagogue	สุเหร่ายิว
Syndicate	สหภาพแรงงาน
Syntax	วากยสัมพันธ์
Synthesizer	เครื่องสังเคราะห์เสียง
Syphilis	ซิฟิลิส
Syria	ประเทศซีเรีย
System	การวิเคราะห์และออกแบบระบบ
T	T
Table tennis	เทเบิลเทนนิส
Taboo	คำต้องห้าม
Tacitus	แทซิทัส
Taekwondo	เทควันโด
Tagus	แม่น้ำเทกัส
Tai chi chuan	ไท่เก๊ก
Taipei	ไทเป
Taiwan	หมวดหมู่:ไต้หวัน
Taiwan	ไต้หวัน
Taj Mahal	ทัชมาฮาล
Tajikistan	ประเทศทาจิกิสถาน
Talc	ทัลก์
Tallinn	ทาลลินน์
Tamil Nadu	รัฐทมิฬนาฑู
Tampere	ตัมเปเร
Tang Dynasty	ราชวงศ์ถัง
Tank	รถถัง
Tantalum	แทนทาลัม
Tanzania	ประเทศแทนซาเนีย
Taoism	ลัทธิเต๋า
Tashkent	ทาชเคนต์
Tasmania	รัฐแทสเมเนีย
Taste	รสชาติ
Tattoo	การสัก
Tau	เทา (อักษรกรีก)
Taurus (constellation)	กลุ่มดาววัว
Tax	ภาษีอากร
Taxonomy	อนุกรมวิธาน
Tbilisi	ทบิลิซิ
Tea	ชา
Teacher	ครู
Technetium	เทคนีเชียม
Techno	เทคโน (แนวดนตรี)
Technology	เทคโนโลยี
Technology	หมวดหมู่:เทคโนโลยี
Tegucigalpa	เตกูซิกัลปา
Tehran	เตหะราน
Telecommunication	โทรคมนาคม
Telegraphy	โทรเลข
Telephone	โทรศัพท์
Telescope	กล้องโทรทรรศน์
Telescopium	กลุ่มดาวกล้องโทรทรรศน์
Television	โทรทัศน์
Television	หมวดหมู่:โทรทัศน์
Tellurium	เทลลูเรียม
Temperature	อุณหภูมิ
Temple	เทวสถาน
Temple of Artemis	มหาวิหารเดียนา
Ten Commandments	บัญญัติ 10 ประการ
Tennessee	มลรัฐเทนเนสซี
Tennis	เทนนิส
Tennis	หมวดหมู่:เทนนิส
Tenzing Norgay	เทียนซิง นอร์เก
Tequila	เตกีลา
Terbium	เทอร์เบียม
Terrorism	การก่อการร้าย
Testicle	อัณฑะ
Tetanus	บาดทะยัก
Tetrahedron	ทรงสี่หน้า
Tetrahydrocannabinol	เตตร้าไฮโดรแคนนาบินอล
Texas	มลรัฐเทกซัส
Textile	ผ้า
Thailand	ประเทศไทย
Thailand	หมวดหมู่:ประเทศไทย
Thales	เธลีส
Thallium	แทลเลียม
Thanatos	ทานาทอส
Thanksgiving	วันขอบคุณพระเจ้า
Thanksgiving (Canada)	วันขอบคุณพระเจ้า
Thanksgiving (United States)	วันขอบคุณพระเจ้า
Thanksgiving (disambiguation)	วันขอบคุณพระเจ้า
The Gambia	ประเทศแกมเบีย
The Star-Spangled Banner	เดอะ สตาร์-สแปงเกิลด์ แบนเนอร์
Theatre	ละคร
Theodor Mommsen	เทโอดอร์ มอมม์เซิน
Theodore Roosevelt	ทีโอดอร์ รูสเวลต์
Theology	เทววิทยา
Theory	ทฤษฎี
Theory of relativity	ทฤษฎีสัมพัทธภาพ
Theravada	เถรวาท
Thermodynamics	อุณหพลศาสตร์
Thermometer	เทอร์มอมิเตอร์
Theta	ทีตา
Thiamine	วิตามินบี1
Thomas Aquinas	โทมัส อควีนาส
Thomas Edison	โทมัส เอดิสัน
Thomas Hobbes	โทมัส ฮอบส์
Thomas Jefferson	ทอมัส เจฟเฟอร์สัน
Thomas Young (scientist)	โทมัส ยัง
Thorium	ทอเรียม
Thulium	ทูเลียม
Thursday	วันพฤหัสบดี
Thymine	ไทมีน
Thyroid	ต่อมไทรอยด์
Tianjin	เทียนจิน
Tibet	เขตปกครองตนเองทิเบต
Tibet	หมวดหมู่:ทิเบต
Tiger	เสือ
Time	เวลา
Time	หมวดหมู่:เวลา
Time (magazine)	ไทม์
Time zone	เขตเวลา
Timur	ตีมูร์
Tin	ดีบุก
Tissue (biology)	เนื้อเยื่อ
Titan (moon)	ไททัน
Titanium	ไทเทเนียม
Titian	ทิเชียน
Tocopherol	วิตามินอี
Tofu	เต้าหู้
Togo	ประเทศโตโก
Tokyo	โตเกียว
Toledo	โตเลโด
Tom Hanks	ทอม แฮงส์
Tom and Jerry	ทอมแอนด์เจอร์รี
Tomato	มะเขือเทศ
Ton	ตัน
Tonga	ประเทศตองกา
Tongue	ลิ้น
Tonne	ตัน
Tony Blair	โทนี แบลร์
Tooth	ฟัน
Toothbrush	แปรงสีฟัน
Topology	ทอพอลอยี
Torah	โตราห์
Tornado	ทอร์นาโด
Toronto	โทรอนโต
Tortoise	เต่า
Tour de France	ตูร์เดอฟรองซ์
Tourism	การท่องเที่ยว
Tourism	หมวดหมู่:การท่องเที่ยว
Tower of Babel	หอคอยบาเบล
Tower of London	หอคอยแห่งลอนดอน
Town	เมือง
Toxicology	พิษวิทยา
Toy	ของเล่น
Toyota	โตโยต้า
Trade	การค้าขาย
Trade union	สหภาพแรงงาน
Trademark	เครื่องหมายการค้า
Tradition	ประเพณี
Tragedy	โศกนาฏกรรม
Train	รถไฟ
Train station	สถานีรถไฟ
Transcendental number	จำนวนอดิศัย
Transformer	หม้อแปลงไฟฟ้า
Transistor	ทรานซิสเตอร์
Transliteration	การเขียนคำทับศัพท์
Transmission Control Protocol	Transmission Control Protocol
Transportation	หมวดหมู่:การขนส่ง
Treaty of Versailles	สนธิสัญญาแวร์ซายส์
Tree	ต้นไม้
Triangle	รูปสามเหลี่ยม
Triangulum	กลุ่มดาวสามเหลี่ยม
Triangulum Australe	กลุ่มดาวสามเหลี่ยมใต้
Triassic	ยุคไทรแอสซิก
Trigonometric function	ฟังก์ชันตรีโกณมิติ
Trigonometry	ตรีโกณมิติ
Trinidad and Tobago	ประเทศตรินิแดดและโตเบโก
Trinitrotoluene	ทีเอ็นที
Trinity	ตรีเอกภาพ
Tritium	ทริเทียม
Triton (moon)	ไทรทัน
Trojan War	สงครามเมืองทรอย
Trojan horse (computing)	ม้าโทรจัน (คอมพิวเตอร์)
Troll	โทรลล์
Troll (Internet)	เกรียน
Trombone	ทรอมโบน
Trumpet	ทรัมเป็ต
Truth	ความจริง
Tsar	ซาร์
Tsunami	คลื่นสึนามิ
Tuberculosis	วัณโรค
Tucana	กลุ่มดาวนกทูแคน
Tuesday	วันอังคาร
Tumor	เนื้องอก
Tungsten	ทังสเตน
Tunisia	ประเทศตูนิเซีย
Turin	โตริโน
Turing machine	เครื่องจักรทัวริง
Turkey	ประเทศตุรกี
Turkey	หมวดหมู่:ประเทศตุรกี
Turkmenistan	ประเทศเติร์กเมนิสถาน
Turmeric	ขมิ้น
Turtle	เต่า
Tuscany	แคว้นตอสกานา
Tuvalu	ประเทศตูวาลู
Tycho Brahe	ไทโค บราเฮ
Typewriter	เครื่องพิมพ์ดีด
Typhon	ไทฟอน
Tyrannosaurus	ไทรันโนซอรัส เร็กซ์
U	U
UNESCO	ยูเนสโก
Uganda	ประเทศยูกันดา
Ukraine	ประเทศยูเครน
Ukraine	หมวดหมู่:ประเทศยูเครน
Ulan Bator	อูลานบาตอร์
Ultrasound	การตรวจอัลตร้าซาวด์
Ultraviolet	รังสีอัลตราไวโอเลต
Umbrella	ร่ม
Umbria	แคว้นอุมเบรีย
Unicorn	ยูนิคอร์น
Unidentified flying object	ยูเอฟโอ
Uniform Resource Locator	Uniform Resource Locator
United Arab Emirates	สหรัฐอาหรับเอมิเรตส์
United Kingdom	สหราชอาณาจักร
United Kingdom	หมวดหมู่:สหราชอาณาจักร
United Nations	สหประชาชาติ
United Nations	หมวดหมู่:สหประชาชาติ
United Nations Children's Fund	กองทุนเพื่อเด็กแห่งสหประชาชาติ
United States	สหรัฐอเมริกา
United States	หมวดหมู่:สหรัฐอเมริกา
United States Congress	รัฐสภาคองเกรสแห่งสหรัฐอเมริกา
United States House of Representatives	สภาผู้แทนราษฎรแห่งสหรัฐอเมริกา
United States Senate	วุฒิสภาสหรัฐอเมริกา
United States Virgin Islands	หมู่เกาะเวอร์จินของสหรัฐอเมริกา
United States dollar	ดอลลาร์สหรัฐ
Universe	เอกภพ
University	มหาวิทยาลัย
University of Chicago	มหาวิทยาลัยชิคาโก
University of Pennsylvania	มหาวิทยาลัยเพนซิลเวเนีย
Unix	ยูนิกซ์
Ununbium	อูนอูนเบียม
Ununhexium	อูนอูนเฮกเซียม
Ununpentium	อูนอูนเพนเทียม
Ununquadium	อูนอูนควอเดียม
