Romanian	English
Triunghiul (constelaţie)	Triangulum
Triunghiul Austral (constelaţie)	Triangulum Australe
Triasic	Triassic
Afluent	Tributary
Triceratops	Triceratops
Trier	Trier
Funcţie trigonometrică	Trigonometric function
Trigonometrie	Trigonometry
Categorie:Trigonometrie	Trigonometry
Trinidad-Tobago	Trinidad and Tobago
Trinitrotoluen	Trinitrotoluene
Sfânta Treime	Trinity
Tripoli	Tripoli
Tritiu	Tritium
Triton (satelit)	Triton (moon)
Arc de Triumf	Triumphal arch
Calul troian	Trojan Horse
Războiul troian	Trojan War
Trol	Troll
Troll	Troll (Internet)
Troleibuz	Trolleybus
Trondheim	Trondheim
Troţkism	Trotskyism
Troia	Troy
Autocamion	Truck
Doctrina Truman	Truman Doctrine
Adevăr	Truth
Trygve Lie	Trygve Lie
Triptofan	Tryptophan
Ţar	Tsar
Tsunami	Tsunami
Tuaregi	Tuareg
Tucanul (constelaţie)	Tucana
Tucson, Arizona	Tucson
Marţi	Tuesday
Lalea	Tulip
Tundră	Tundra
Wolfram (element)	Tungsten
Tunis	Tunis
Tunisia	Tunisia
Tunel	Tunnel
Turbină	Turbine
Torino	Turin
Maşină Turing	Turing machine
Turcia	Turkey
Categorie:Turcia	Turkey
Turkmenistan	Turkmenistan
Categorie:Turkmenistan	Turkmenistan
Broască ţestoasă	Turtle
Toscana	Tuscany
Tuvalu	Tuvalu
Categorie:Tuvalu	Tuvalu
Tycho Brahe	Tycho Brahe
Maşină de scris	Typewriter
Tirol (land)	Tyrol (state)
Marea Tireniană	Tyrrhenian Sea
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Ucraina	Ukraine
Categorie:Ucraina	Ukraine
Ulaanbaatar	Ulan Bator
Ulster	Ulster
Raze ultraviolete	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Umbria	Umbria
Principiul incertitudinii	Uncertainty principle
Şomaj	Unemployment
Obiect zburător neidentificat	Unidentified flying object
Uniform Resource Locator	Uniform Resource Locator
Emiratele Arabe Unite	United Arab Emirates
Categorie:Emiratele Arabe Unite	United Arab Emirates
Regatul Unit	United Kingdom
Categorie:Regatul Unit	United Kingdom
Organizaţia Naţiunilor Unite	United Nations
Categorie:Organizaţia Naţiunilor Unite	United Nations
UNICEF	United Nations Children's Fund
Statele Unite ale Americii	United States
Categorie:Statele Unite ale Americii	United States
United States Air Force	United States Air Force
Congresul Statelor Unite ale Americii	United States Congress
Constituţia Statelor Unite ale Americii	United States Constitution
Camera Reprezentanţilor a Statelor Unite ale Americii	United States House of Representatives
United States Navy	United States Navy
Senatul Statelor Unite ale Americii	United States Senate
Insulele Virgine Americane	United States Virgin Islands
Dolar american	United States dollar
Univers	Universe
Universitate	University
Universitatea Chicago	University of Chicago
UNIX	Unix
Ununbiu	Ununbium
Ununtriu	Ununtrium
Uppsala	Uppsala
Ur	Ur
Uracil	Uracil
Munţii Ural	Ural Mountains
Urania	Urania
Uraniu	Uranium
Uranus (planetă)	Uranus
Categorie:Uranus	Uranus
Uranus (mitologie)	Uranus (mythology)
Limba urdu	Urdu
Ursa Mare	Ursa Major
Ursa Mică (constelaţie)	Ursa Minor
Uruguay	Uruguay
Categorie:Uruguay	Uruguay
Utah (stat SUA)	Utah
Categorie:Statul Utah, SUA	Utah
Uter	Uterus
Utilitarism	Utilitarianism
Utrecht	Utrecht (city)
Utrecht (provincie)	Utrecht (province)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Categorie:Uzbekistan	Uzbekistan
V	V
Vaccin	Vaccine
Vid	Vacuum
Vaduz	Vaduz
Vagin	Vagina
Valence	Valence
Valencia	Valencia
Ziua îndrăgostiţilor	Valentine's Day
Walhalla	Valhalla
Walkirie	Valkyrie
Valletta	Valletta
Vanadiu	Vanadium
Vancouver	Vancouver
Vanir	Vanir
Vanuatu	Vanuatu
Categorie:Vanuatu	Vanuatu
Var (departament)	Var (department)
Varna	Varna
Cormofit	Vascular plant
Vatican	Vatican City
Categorie:Vatican	Vatican City
Vector (spaţial)	Vector (spatial)
Legumă	Vegetable
Vegetarianism	Vegetarianism
Velele (constelaţie)	Vela (constellation)
Veneto	Veneto
Venezuela	Venezuela
Categorie:Venezuela	Venezuela
Veneţia	Venice
Venus (planetă)	Venus
Venus (zeiţă)	Venus (mythology)
Verb	Verb
Vermont (stat SUA)	Vermont
Categorie:Statul Vermont, SUA	Vermont
Verona	Verona
Versailles	Versailles
Vertebrata	Vertebrate
Vespasian	Vespasian
Vesta	Vesta (mythology)
Vicepreşedinte al Statelor Unite ale Americii	Vice President of the United States
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria, Seychelles	Victoria
Victoria, Columbia Britanică	Victoria
Cascada Victoria	Victoria Falls
Jocuri video	Video game
Viena	Vienna
Vienne	Vienne
Vietnam	Vietnam
Categorie:Vietnam	Vietnam
Războiul din Vietnam	Vietnam War
Vikingi	Viking
Vilfredo Pareto	Vilfredo Pareto
Sat	Village
Vilnius	Vilnius
Vincent Van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Violă	Viola
Vioară	Violin
Publius Vergilius Maro	Virgil
Virginia (stat SUA)	Virginia
Categorie:Statul Virginia, SUA	Virginia
Virginia Woolf	Virginia Woolf
Fecioara (constelaţie)	Virgo (constellation)
Virus	Virus
Viscozitate	Viscosity
Vişnu	Vishnu
Vistula	Vistula
Vitamină	Vitamin
Retinol	Vitamin A
Vitamina B6	Vitamin B6
Vitamina C	Vitamin C
Vittorio De Sica	Vittorio De Sica
Vivien Leigh	Vivien Leigh
Vladimir Ilici Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Cazul vocativ	Vocative case
Vodkă	Vodka
Peştele Zburător (constelaţie)	Volans
Vulcan (geografie)	Volcano
Categorie:Vulcanologie	Volcanology
Volga	Volga River
Volgograd	Volgograd
Volei	Volleyball
Volt	Volt
Tensiune electrică	Voltage
Voltaire	Voltaire
Volum	Volume
Vaudou	Voodoo
Vocală	Vowel
Vulcan (zeu)	Vulcan (mythology)
Latina vulgară	Vulgar Latin
Biblia Vulgata	Vulgate
Vulpea (constelaţie)	Vulpecula
Vulvă	Vulva
W	W
William Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Ţara Galilor	Wales
Morsă	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Război	War
Crimă de război	War crime
Războiul celor Două Roze	Wars of the Roses
Varşovia	Warsaw
Washington, DC	Washington
Washington (stat SUA)	Washington
Washington (dezambiguizare)	Washington (disambiguation)
Vasili Kandinski	Wassily Kandinsky
Apă	Water
Categorie:Apă	Water
Polo pe apă	Water polo
Cascadă	Waterfall
Afacerea Watergate	Watergate scandal
Watt	Watt
Watt-oră	Watt-hour
Undă	Wave
Lungime de undă	Wavelength
Armă	Weapon
Browser	Web browser
Pagină Web	Web page
Website	Website
Săptămână	Week
Greutate	Weight
Weimar	Weimar
Republica de la Weimar	Weimar Republic
Sudare	Welding
Wellington	Wellington
Wernher von Braun	Wernher von Braun
Râul Weser	Weser River
Vest	West
Bengalul de Vest	West Bengal
Berlinul de Vest	West Berlin
Germania de Vest	West Germany
West Sussex	West Sussex
West Virginia (stat SUA)	West Virginia
Imperiul Roman de Apus	Western Roman Empire
Sahara Occidentală	Western Sahara
Catedrala Westminster	Westminster Abbey
Balenă	Whale
Grâu	Wheat
Roată	Wheel
Whisky	Whisky
Casa Albă	White House
Marea Albă	White Sea
Leucocită	White blood cell
Pitică albă	White dwarf
Wicca	Wicca
Wiesbaden	Wiesbaden
Pisică sălbatică	Wildcat
Wilhelm Ostwald	Wilhelm Ostwald
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
Wilhelm I al Germaniei	William I
Wilhelm al II-lea al Germaniei	William II
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Bradford Shockley	William Shockley
William Wordsworth	William Wordsworth
William Ockham	William of Ockham
Salcie	Willow
Willy Brandt	Willy Brandt
Energie eoliană	Wind power
Windhoek	Windhoek
Moară de vânt	Windmill
Vin	Wine
Winnipeg, Manitoba	Winnipeg
Winston Churchill	Winston Churchill
Iarnă	Winter
Jocuri Olimpice de iarnă	Winter Olympic Games
Categorie:Jocurile Olimpice de iarnă	Winter Olympic Games
Wisconsin (stat SUA)	Wisconsin
Categorie:Statul Wisconsin, SUA	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Femeie	Woman
Lemn	Wood
Woodrow Wilson	Woodrow Wilson
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Cuvînt	Word
Procesor de text	Word processor
Banca Mondială	World Bank
Organizaţia Mondială a Sănătăţii	World Health Organization
World Trade Center	World Trade Center
Organizaţia Mondială a Comerţului	World Trade Organization
Primul Război Mondial	World War I
Categorie:Primul război mondial	World War I
Al Doilea Război Mondial	World War II
Categorie:Al doilea război mondial	World War II
World Wide Web	World Wide Web
Categorie:World Wide Web	World Wide Web
Război mondial	World war
Vierme	Worm
Gaură de vierme	Wormhole
Scriitor	Writer
Wuhan	Wuhan
Wyoming (stat SUA)	Wyoming
X	X
Radiaţie X	X-ray
Xenon	Xenon
Xenofan	Xenophanes
Xenofobie	Xenophobia
Xenofon	Xenophon
Xinjiang	Xinjiang
Y	Y
YHWH	Yahweh
Universitatea Yale	Yale University
Ialta	Yalta
Conferinţa de la Ialta	Yalta Conference
Yangon	Yangon
Yangtze	Yangtze River
Yasser Arafat	Yasser Arafat
An	Year
Categorie:Ani	Years
Galben	Yellow
Fluviul Galben	Yellow River
Marea Galbenă	Yellow Sea
Parcul Naţional Yellowstone	Yellowstone National Park
Yemen	Yemen
Categorie:Yemen	Yemen
Enisei	Yenisei River
Erevan	Yerevan
Yggdrasil	Yggdrasil
Yo-yo	Yo-yo
Yoga	Yoga
Iaurt	Yoghurt
Yokohama	Yokohama
Iom Kipur	Yom Kippur
Războiul de Yom Kippur	Yom Kippur War
York	York
Parcul Naţional Yosemite	Yosemite National Park
Yterbiu	Ytterbium
Ytriu	Yttrium
Dinastia Yuan	Yuan Dynasty
Iugoslavia	Yugoslavia
Categorie:Iugoslavia	Yugoslavia
Yukon	Yukon
Yunnan	Yunnan
Iuri Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambezi
Zambia	Zambia
Categorie:Zambia	Zambia
Zanzibar	Zanzibar
Zaragoza	Zaragoza
Zealand	Zealand
Zebră	Zebra
Zen	Zen
Zenit	Zenith
Zenon (împărat)	Zeno (emperor)
Zenon din Eleea	Zeno of Elea
Zeus	Zeus
Zeus	Zeus (disambiguation)
Zimbabwe	Zimbabwe
Categorie:Zimbabwe	Zimbabwe
Zinc	Zinc
Sionism	Zionism
Zirconiu	Zirconium
Zodiac	Zodiac
Zoologie	Zoology
Categorie:Zoologie	Zoology
Zarathustra	Zoroaster
Zoroastrism	Zoroastrianism
