Slovenian	English
Kategorija:Matematika	Mathematics
Matrika	Matrix (mathematics)
Snov	Matter
Veliki četrtek	Maundy Thursday
Maurice Ravel	Maurice Ravel
Mavretanija	Mauritania
Kategorija:Mavretanija	Mauritania
Mauritius	Mauritius
Kategorija:Mauritius	Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Planck	Max Planck
Max Weber	Max Weber
Maxwellove enačbe	Maxwell's equations
Maj	May
1. maj	May 1
24. maj	May 24
Mayenne (departma)	Mayenne
Enodnevnice	Mayfly
Majoneza	Mayonnaise
Župan	Mayor
Ošpice	Measles
Kategorija:Meroslovje	Measurement
meritev	Measurement
Meso	Meat
Meka	Mecca
Strojništvo	Mechanical engineering
Kategorija:Strojništvo	Mechanical engineering
Kategorija:Mehanika	Mechanics
Mehanika	Mechanics
Medeja	Medea
Mediana	Median
Zdravilo	Medication
Medicina	Medicine
Kategorija:Medicina	Medicine
Medina	Medina
Kategorija:Sredozemlje	Mediterranean
Sredozemsko morje	Mediterranean Sea
Meduza (mitologija)	Medusa
Majtnerij	Meitnerium
Mekong	Mekong
Melodija	Melody
Melpomena	Melpomene
Taljenje	Melting
Tališče	Melting point
Spomin	Memory
Mendelevij	Mendelevium
Meningitis	Meningitis
Duševna motnja	Mental disorder
Merkantilizem	Mercantilism
Najemnik	Mercenary
Merkur (razločitev)	Mercury
Živo srebro	Mercury (element)
Merkur (mitologija)	Mercury (mythology)
Merkur	Mercury (planet)
Poldnevnik	Meridian (geography)
Meryl Streep	Meryl Streep
Mezolitik	Mesolithic
Mezopotamija	Mesopotamia
Kategorija:Mezopotamija	Mesopotamia
Messina	Messina
Presnova	Metabolism
Kovina	Metal
Polkovina	Metalloid
Metalurgija	Metallurgy
Kategorija:Metalurgija	Metallurgy
Metamorfne kamnine	Metamorphic rock
Preneseni pomen	Metaphor
Metafizika	Metaphysics
Kategorija:Metafizika	Metaphysics
Meteorski roj	Meteor shower
Meteorit	Meteorite
Meteoroid	Meteoroid
Kategorija:Meteorologija	Meteorology
Meteorologija	Meteorology
Metadon	Methadone
Metanol	Methanol
Metis (luna)	Metis (moon)
Meter	Metre
Metrični prostor	Metric space
Meuse (departma)	Meuse
Meuse (reka)	Meuse River
Mehika	Mexico
Kategorija:Mehika	Mexico
Ciudad de México	Mexico City
Miami	Miami
Mihael (nadangel)	Michael (archangel)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo	Michelangelo
Michigan	Michigan
Mick Jagger	Mick Jagger
Miki Miška	Mickey Mouse
Mikrobiologija	Microbiology
Kategorija:Mikrobiologija	Microbiology
Mikroekonomija	Microeconomics
Mikronezija	Micronesia
Mikroorganizem	Microorganism
Mikrofon	Microphone
Mikroskop	Microscope
Mikrovalovna pečica	Microwave oven
Srednji vek	Middle Ages
Kategorija:Srednji vek	Middle Ages
Bližnji vzhod	Middle East
Kategorija:Srednji vzhod	Middle East
Miguel de Cervantes	Miguel de Cervantes
Mihail Bakunin	Mikhail Bakunin
Mihail Glinka	Mikhail Glinka
Mihail Sergejevič Gorbačov	Mikhail Gorbachev
Milano	Milan
Milja	Mile
Miles Davis	Miles Davis
Kategorija:Vojaštvo	Military
Vojaški čini	Military rank
Mleko	Milk
Rimska cesta (galaksija)	Milky Way
Millard Fillmore	Millard Fillmore
Tisočletje	Millennium
Milimeter	Millimetre
Milijon	Million
Milton Friedman	Milton Friedman
Mineral	Mineral
Kategorija:Mineralogija	Mineralogy
Minerva (mitologija)	Minerva
Dinastija Ming	Ming Dynasty
Minister	Minister (government)
Minnesota	Minnesota
Kategorija:Minnesota	Minnesota
Minotaver	Minotaur
Minsk	Minsk
Minuta	Minute
Zrcalo	Mirror
Misisipi	Mississippi River
Misuri	Missouri
Kategorija:Missouri	Missouri
Misuri (reka)	Missouri River
Mitohondrij	Mitochondrion
Prenosni telefon	Mobile phone
Modem	Modem
Modest Petrovič Musorgski	Modest Mussorgsky
Mojre	Moirae
Plesen	Mold
Moldavija	Moldova
Kategorija:Moldavija	Moldova
Mol (enota)	Mole (unit)
Molekularna biologija	Molecular biology
Kategorija:Molekularna biologija	Molecular biology
Molekula	Molecule
Mehkužci	Mollusca
Koktajl Molotova	Molotov cocktail
Molibden	Molybdenum
Gibalna količina	Momentum
Monako	Monaco
Kategorija:Monako	Monaco
Kralj	Monarch
Kralj	Monarchy
Kategorija:Monarhije	Monarchy
Samostan	Monastery
Ponedeljek	Monday
Denar	Money
Mongolija	Mongolia
Kategorija:Mongolija	Mongolia
Monopol	Monopoly
Monoteizem	Monotheism
Stokovci	Monotreme
Monsun	Monsoon
Mont Blanc	Mont Blanc
Montana	Montana
Kategorija:Montana	Montana
Črna gora	Montenegro
Kategorija:Črna gora	Montenegro
Montevideo	Montevideo
Montgomery, Alabama	Montgomery
Mesec	Month
Montréal	Montreal
Montserrat	Montserrat
Luna	Moon
Los	Moose
Moravska	Moravia
Maroko	Morocco
Kategorija:Maroko	Morocco
Morfin	Morphine
Morsejeva abeceda	Morse code
Minomet	Mortar (weapon)
Mozaik	Mosaic
Moskva	Moscow
Kategorija:Moskva	Moscow
Moselle	Moselle
Mojzes	Moses
Moše Dajan	Moshe Dayan
Mošeja	Mosque
Komarji	Mosquito
Mosad	Mossad
Motet	Motet
Mati Tereza	Mother Teresa
Materinski dan	Mother's Day
Gibanje	Motion (physics)
Moto	Motto
Ararat	Mount Ararat
Etna	Mount Etna
Mount Everest	Mount Everest
Gora Fuji	Mount Fuji
Kilimandžaro	Mount Kilimanjaro
Olimp	Mount Olympus
Sveta Helena (ognjenik)	Mount St. Helens
Vezuv	Mount Vesuvius
Gora	Mountain
Gorsko kolesarstvo	Mountain bike
Prelaz	Mountain pass
Gorovje	Mountain range
Računalniška miška	Mouse (computing)
Mozambik	Mozambique
Kategorija:Mozambik	Mozambique
Mi (črka)	Mu (letter)
Mujezin	Muezzin
Mohamed	Muhammad
Bombaj	Mumbai
Mumija	Mummy
München	Munich
Občina	Municipality
Mion	Muon
Murmansk	Murmansk
Murphyjevi zakoni	Murphy's law
Murray Gell-Mann	Murray Gell-Mann
Banana	Musa (genus)
Mišica	Muscle
Muza	Muse
Muzej	Museum
Glive	Mushroom
Glasba	Music
Kategorija:Glasba	Music
MIDI	Musical Instrument Digital Interface
Glasbilo	Musical instrument
Glasbenik	Musician
Muzikologija	Musicology
Mušketa	Musket
Kune	Mustelidae
Mutacija	Mutation
Labod grbec	Mute Swan
Kategorija:Mjanmar	Myanmar
Kategorija:Mikologija	Mycology
Kratkovidnost	Myopia
Stonoge	Myriapoda
Mistika	Mysticism
Mitologija	Mythology
Kategorija:Mitologija	Mythology
N	N
NATO	NATO
Kategorija:NATO	NATO
Podnožišče	Nadir
Nagasaki	Nagasaki
Nahuatl	Nahuatl
Noht	Nail (anatomy)
Žebelj	Nail (fastener)
Nairobi	Nairobi
Namibija	Namibia
Kategorija:Namibija	Namibia
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanotehnologija	Nanotechnology
Nantes	Nantes
Napalm A	Napalm
Neapelj	Naples
Narod	Nation
Državna himna	National anthem
Narodni park	National park
Nacionalizem	Nationalism
Kategorija:Nacionalizem	Nationalism
Zemeljski plin	Natural gas
Naravno število	Natural number
Naravoslovje	Natural science
Narava	Nature
Kategorija:Narava	Nature
Naturizem	Naturism
Nauru	Nauru
Kategorija:Nauru	Nauru
Morska milja	Nautical mile
Kategorija:Navigacija	Navigation
Navigacija	Navigation
Vojna mornarica	Navy
Nazaret	Nazareth
Tretji rajh	Nazi Germany
Nacionalsocialistična nemška delavska stranka	Nazi Party
Neandertalec	Neanderthal
Nebraska	Nebraska
Kategorija:Nebraska	Nebraska
Nebukadnezar II.	Nebuchadrezzar II
Meglica	Nebula
Nefertiti	Nefertiti
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nemeza	Nemesis (mythology)
Neodim	Neodymium
Neolitik	Neolithic
Neon	Neon
Nepal	Nepal
Kategorija:Nepal	Nepal
Neptun	Neptune
Neptunij	Neptunium
Nereida (luna)	Nereid (moon)
Neron	Nero
Živčni sistem	Nervous system
Kategorija:Živčevje	Nervous system
Gnezdo	Nest
Nestorijanstvo	Nestorianism
Nizozemska	Netherlands
Kategorija:Nizozemska	Netherlands
Nizozemski Antili	Netherlands Antilles
Kategorija:Nevrologija	Neurology
Nevron	Neuron
Nevtrino	Neutrino
Nevtron	Neutron
Nevtronska zvezda	Neutron star
Neva	Neva River
Nevada	Nevada
Kategorija:Nevada	Nevada
Nova Kaledonija	New Caledonia
New Delhi	New Delhi
Nova Anglija	New England
Nova Gvineja	New Guinea
New Hampshire	New Hampshire
Kategorija:New Hampshire	New Hampshire
New Jersey	New Jersey
Kategorija:New Jersey	New Jersey
Nova Mehika	New Mexico
Nova zaveza	New Testament
Novi svet	New World
Novo leto	New Year
New York (zvezna država)	New York
Kategorija:New York	New York
New York (razločitev)	New York (disambiguation)
New York	New York City
Kategorija:New York City	New York City
Newyorška borza	New York Stock Exchange
Nova Zelandija	New Zealand
Kategorija:Nova Zelandija	New Zealand
Nova Fundlandija	Newfoundland (island)
Newport	Newport
Newton	Newton
Niagarski slapovi	Niagara Falls
Nikaragva	Nicaragua
Kategorija:Nikaragva	Nicaragua
Nica	Nice
Nicejsko-carigrajska veroizpoved	Nicene Creed
Petrović Njegoš	Nicholas
Nikelj	Nickel
Nikolaj Kopernik	Nicolaus Copernicus
Nikotin	Nicotine
Niels Henrik David Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Kategorija:Niger	Niger
Niger (reka)	Niger River
Nigerija	Nigeria
Kategorija:Nigerija	Nigeria
Nike	Nike (mythology)
Nikita Hruščov	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nil	Nile
Niobij	Niobium
Nirvana	Nirvana
Dušikova kislina	Nitric acid
Dušik	Nitrogen
Nitroglicerin	Nitroglycerin
Niks (luna)	Nix (moon)
Noe	Noah
Noam Chomsky	Noam Chomsky
Nobelova nagrada	Nobel Prize
Kategorija:Nobelova nagrada	Nobel Prize
Nobelij	Nobelium
Plemstvo	Nobility
Kategorija:Plemstvo	Nobility
Žlahtni plin	Noble gas
Nomadi	Nomad
Nekovina	Nonmetal
Normalna porazdelitev	Normal distribution
Normandija	Normandy
Nordijska mitologija	Norse mythology
Sever	North
Severna Afrika	North Africa
Severna Amerika	North America
Severna Karolina	North Carolina
Kategorija:Severna Karolina	North Carolina
Severna Dakota	North Dakota
Severna Koreja	North Korea
Kategorija:Severna Koreja	North Korea
Severni tečaj	North Pole
Severno morje	North Sea
Severna Evropa	Northern Europe
Severna Irska	Northern Ireland
Severni Marianski otoki	Northern Mariana Islands
Norveška	Norway
Kategorija:Norveška	Norway
Norveška krona	Norwegian krone
Nos	Nose
Nostradamus	Nostradamus
Nota	Note
Samostalnik	Noun
Nova dežela	Novaya Zemlya
Roman	Novel
November	November
1. november	November 1
11. november	November 11
2. november	November 2
5. november	November 5
Novial	Novial
Ni (črka)	Nu (letter)
Jedrska cepitev	Nuclear fission
Jedrsko zlivanje	Nuclear fusion
Jedrska fizika	Nuclear physics
Jedrska energija	Nuclear power
Jedrsko orožje	Nuclear weapon
Nukleon	Nucleon
Nukleotid	Nucleotide
Število	Number
Kategorija:Števila	Numbers
Numizmatika	Numismatics
Kategorija:Numizmatika	Numismatics
Nürnberg	Nuremberg
Muškat (drevo)	Nutmeg
Kategorija:Prehrana	Nutrition
Nimfa	Nymph
O	O
Organizacija držav izvoznic nafte	OPEC
Hrast	Oak
Oves	Oat
Ob	Ob River
Debelost	Obesity
Oboa	Oboe
Observatorij	Observatory
Occamova britev	Occam's razor
Ocean	Ocean
Oceanski tok	Ocean current
Oceanija	Oceania
Kategorija:Oceanija	Oceania
Okeanide	Oceanid
Kategorija:Oceanografija	Oceanography
Okean	Oceanus
Oktober	October
12. oktober	October 12
24. oktober	October 24
Oda	Ode
Odra	Oder River
Odesa	Odessa
Odin	Odin
Kačji pastirji	Odonata
Odisej	Odysseus
Odiseja	Odyssey
Ohio	Ohio
Kategorija:Ohio	Ohio
Om	Ohm
Ohmov zakon	Ohm's law
Olje	Oil
Okapi	Okapi
Oklahoma	Oklahoma
Kategorija:Oklahoma	Oklahoma
Stara cerkvena slovanščina	Old Church Slavonic
Stara zaveza	Old Testament
Oligarhija	Oligarchy
Oljčno olje	Olive oil
Oliver Cromwell	Oliver Cromwell
Olivin	Olivine
Olimpija	Olympia
Olimpijske igre	Olympic Games
Kategorija:Olimpijade	Olympics
Oman	Oman
Kategorija:Oman	Oman
Omega	Omega
Omikron	Omicron
Omsk	Omsk
Kategorija:Onkologija	Oncology
Čebula	Onion
Onomastika	Onomastics
Ontario	Ontario
Ontologija	Ontology
Oortov oblak	Oort cloud
Opal	Opal
Opel	Opel
Opera	Opera
Opera (brskalnik)	Opera (Internet suite)
Operacijski sistem	Operating system
Opereta	Operetta
Kačenosec (ozvezdje)	Ophiuchus
Opij	Opium
Optično vlakno	Optical fiber
Optika	Optics
Kategorija:Optika	Optics
Optimizacija (matematika)	Optimization (mathematics)
Oralni spolni odnos	Oral sex
Pomaranča	Orange (fruit)
Oratorij	Oratorio
Tir	Orbit
Orka	Orca
Orkester	Orchestra
Kukavičevke	Orchidaceae
Red (biologija)	Order (biology)
Ordovicij	Ordovician
Navadna dobra misel	Oregano
Oregon	Oregon
Kategorija:Oregon	Oregon
Orgle	Organ (music)
Organel	Organelle
Organska kemija	Organic chemistry
Kategorija:Organska kemija	Organic chemistry
Organizem	Organism
Organizacija	Organization
Organizacija ameriških držav	Organization of American States
Izvirni greh	Original sin
Ornitologija	Ornithology
Kategorija:Ornitologija	Ornithology
Orson Welles	Orson Welles
Pravopis	Orthography
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oziris	Osiris
Oslo	Oslo
Osmij	Osmium
Ribji orel	Osprey
Osteoporoza	Osteoporosis
Noj	Ostrich
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Oton I. Veliki	Otto I
Otto von Bismarck	Otto von Bismarck
Osmansko cesarstvo	Ottoman Empire
Kategorija:Osmansko cesarstvo	Ottoman Empire
Jajčnik	Ovary
Publij Ovidij Naso	Ovid
Jajčna celica	Ovum
Sove	Owl
Oxford	Oxford
Oksid	Oxide
Kisik	Oxygen
Ozon	Ozone
P	P
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Tihi ocean	Pacific Ocean
Kategorija:Tihi ocean	Pacific Ocean
Pacifizem	Pacifism
Kategorija:Slikarstvo	Painting
Pakistan	Pakistan
Kategorija:Pakistan	Pakistan
Versajska palača	Palace of Versailles
Palau	Palau
Kategorija:Palau	Palau
Paleolitik	Paleolithic
Paleontologija	Paleontology
Kategorija:Paleontologija	Paleontology
Paleozoik	Paleozoic
Palestina	Palestine
Kategorija:Palestina	Palestine
Palindrom	Palindrome
Paladij	Palladium
Cvetna nedelja	Palm Sunday
Palmira	Palmyra
Pamir	Pamir Mountains
Pan	Pan (mythology)
Panama	Panama
Kategorija:Panama	Panama
Panamski prekop	Panama Canal
Trebušna slinavka	Pancreas
Pandemija	Pandemic
Pangea	Pangaea
Papua Nova Gvineja	Papua New Guinea
Kategorija:Papua Nova Gvineja	Papua New Guinea
Papirus	Papyrus
Parabola	Parabola
Paracelzij	Paracelsus
Padalo	Parachute
Paradigma	Paradigm
Paradoks (logika)	Paradox
Jadralno padalstvo	Paragliding
Paragvaj	Paraguay
Kategorija:Paragvaj	Paraguay
Paralaksa	Parallax
Paralelogram	Parallelogram
Pergament	Parchment
Pariz	Paris
Kategorija:Pariz	Paris
Paris	Paris (mythology)
Soda in liha števila	Parity (mathematics)
Parmenid	Parmenides
Papige	Parrot
Parsek	Parsec
Navadni peteršilj	Parsley
Partenon	Parthenon
Parti	Parthia
Fizika osnovnih delcev	Particle physics
Pascal (razločitev)	Pascal
Programski jezik paskal	Pascal (programming language)
Paskal	Pascal (unit)
Kategorija:Ptice pevke	Passeriformes
Pevci	Passerine
Pasha	Passover
Potni list	Passport
Geslo (računalništvo)	Password
Pasterizacija	Pasteurization
Patagonija	Patagonia
Patent	Patent
Patologija	Pathology
Patriarh	Patriarch
Paul Gauguin	Paul Gauguin
Paul McCartney	Paul McCartney
Sveti Pavel	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Paulijevo izključitveno načelo	Pauli exclusion principle
Kmet (šah)	Pawn (chess)
Loire (regija)	Pays de la Loire
Grah	Pea
Vestfalski mir	Peace of Westphalia
Biser	Pearl
Pearl Harbor	Pearl Harbor
Pedagogika	Pedagogy
Kategorija:Pedagogika	Pedagogy
Pediatrija	Pediatrics
Dob (drevo)	Pedunculate Oak
Peloponez	Peloponnese
Peloponeška vojna	Peloponnesian War
Nihalo	Pendulum
Pingvini	Penguin
Penicilin	Penicillin
Polotok	Peninsula
Pensilvanija	Pennsylvania
Petkotnik	Pentagon
Pentagram	Pentagram
Binkošti	Pentecost
Binkoštništvo	Pentecostalism
Kategorija:Biografije	People
Ljudska republika Kitajska	People's Republic of China
Pipin Mali	Pepin the Short
Odstotek	Percentage
Ostrižnjaki	Perciformes
Tolkala	Percussion instrument
Sokol selec	Peregrine Falcon
Parfum	Perfume
Periklej	Pericles
Periodni sistem elementov	Periodic table
Perm, Rusija	Perm
Perm	Permian
Perzej	Perseus
Perzija	Persian Empire
Perzijski zaliv	Persian Gulf
Dlančnik	Personal digital assistant
Peru	Peru
Kategorija:Peru	Peru
Pesticid	Pesticide
Pierre Abélard	Peter Abelard
Peter Paul Rubens	Peter Paul Rubens
Francesco Petrarca	Petrarch
Nafta	Petroleum
Fanerozoik	Phanerozoic
Faraon	Pharaoh
Farmakologija	Pharmacology
Kategorija:Farmakologija	Pharmacology
Faza snovi	Phase (matter)
Fenol	Phenol
Fenomenologija	Phenomenology
Fi	Phi (letter)
Filadelfija, Pensilvanija	Philadelphia
Filatelija	Philately
Kategorija:Filatelija	Philately
Filip II. Makedonski	Philip II of Macedon
Philipp Eduard Anton von Lenard	Philipp Lenard
Filipini	Philippines
Kategorija:Filipini	Philippines
Filologija	Philology
Kategorija:Filologija	Philology
Kamen modrosti	Philosopher's stone
Filozofija	Philosophy
Kategorija:Filozofija	Philosophy
Phnom Penh	Phnom Penh
Fobija	Phobia
Fobos (luna)	Phobos (moon)
Fenicija	Phoenicia
Phoenix (sonda)	Phoenix (spacecraft)
Fonem	Phoneme
Fonetika	Phonetics
Kategorija:Fonetika	Phonetics
Fonologija	Phonology
Fosforna kislina	Phosphoric acid
Fosfor	Phosphorus
Fotografija	Photography
Kategorija:Fotografija	Photography
Foton	Photon
Fotosfera	Photosphere
Fotosinteza	Photosynthesis
Deblo (taksonomija)	Phylum
Kategorija:Fizikalna kemija	Physical chemistry
Zdravnik	Physician
Fizika	Physics
Kategorija:Fizika	Physics
Fiziologija	Physiology
Kategorija:Fiziologija	Physiology
Pi	Pi
Pi (črka)	Pi (letter)
Klavir	Piano
Pikardija	Picardie
Plezalci	Piciformes
Pidžin	Pidgin
Pidgin	Pidgin (software)
Piemont	Piedmont
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Bor (drevo)	Pine
Ananas	Pineapple
Gusar	Piracy
Hipofiza	Pituitary gland
Piksel	Pixel
Pica	Pizza
Ravnina	Plane (mathematics)
Planet	Planet
Planetarna meglica	Planetary nebula
Rastline	Plant
Plazma (fizika)	Plasma (physics)
Plazmid	Plasmid
Plastika	Plastic
Plastid	Plastid
Tektonika plošč	Plate tectonics
Trombocit	Platelet
Platina	Platinum
Platon	Plato
Playboy	Playboy
Igralna karta	Playing card
Plinij starejši	Pliny the Elder
Plinij mlajši	Pliny the Younger
Pliocen	Pliocene
Plotin	Plotinus
Plutarh	Plutarch
Pluton	Pluto
Plutonij	Plutonium
Pad	Po River
Trave	Poaceae
Podcasting	Podcast
Pesništvo	Poetry
Kategorija:Pesništvo	Poetry
Pogrom	Pogrom
Točka	Point (geometry)
Strup	Poison
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Poljska	Poland
Kategorija:Poljska	Poland
Severni medved	Polar bear
Severnica	Polaris
Policija	Police
Politična stranka	Political party
Politične znanosti	Political science
Politik	Politician
Politika	Politics
Kategorija:Politika	Politics
Pelod	Pollen
Onesnaženje	Pollution
Polonij	Polonium
Mnogokotnik	Polygon
Polieder	Polyhedron
Polihimnija	Polyhymnia
Polimer	Polymer
Polinom	Polynomial
Politeizem	Polytheism
Pomelo	Pomelo
Pompeji	Pompeii
Pompej Veliki	Pompey
Poncij Pilat	Pontius Pilate
Pop glasba	Pop music
Papež	Pope
Papež Aleksander VI.	Pope Alexander VI
Topoli	Poplar
Prebivalstvo	Population
Porcelan	Porcelain
Pornografija	Pornography
Pristanišče	Port
Porto	Porto
Portret	Portrait
Portugalska	Portugal
Kategorija:Portugalska	Portugal
Pozejdon	Poseidon
Pozitron	Positron
Poštna znamka	Postage stamp
Kalij	Potassium
Kalijev nitrat	Potassium nitrate
Krompir	Potato
Potencialna energija	Potential energy
Funt (mera)	Pound (mass)
Funt šterling	Pound sterling
Moč	Power (physics)
Elektrarna	Power station
Praga	Prague
Kategorija:Praga	Prague
Prazeodim	Praseodymium
Molitev	Prayer
Predkambrij	Precambrian
Precesija	Precession
Padavine	Precipitation (meteorology)
Nosečnost	Pregnancy
Prazgodovina	Prehistory
Kategorija:Prazgodovina	Prehistory
Predsednik Združenih držav Amerike	President of the United States
Tlak	Pressure
Pretorija	Pretoria
Duhovnik	Priest
Prvaki	Primate
Kategorija:Prvaki	Primates
Predsednik vlade	Prime minister
Praštevilo	Prime number
Otok princa Edvarda	Prince Edward Island
Prizma	Prism (geometry)
Zapor	Prison
Vojni ujetnik	Prisoner of war
Profesor	Professor
Programer	Programmer
Programski jezik	Programming language
Progresivni rock	Progressive rock
Projekt	Project
Prokarioti	Prokaryote
Prolog	Prolog
Prometej	Prometheus
Prometij	Promethium
Propaganda	Propaganda
Propan	Propane
Prostata	Prostate
Protaktinij	Protactinium
Beljakovina	Protein
Proterozoik	Proterozoic
Reformacija	Protestant Reformation
Protestantizem	Protestantism
Protisti	Protist
Kategorija:Protisti	Protista
Protokol	Protocol
Proton	Proton
Praživali	Protozoa
Prusija	Prussia
Knjiga psalmov	Psalms
Psi	Psi (letter)
Psihiatrija	Psychiatry
Kategorija:Psihiatrija	Psychiatry
Psihologija	Psychology
Kategorija:Psihologija	Psychology
Pta	Ptah
Ptolemaj	Ptolemy
Puberteta	Puberty
Javna last	Public domain
Odnosi z javnostmi	Public relations
Portoriko	Puerto Rico
Kategorija:Portoriko	Puerto Rico
Pulj	Pula
Škripec	Pulley
Črpalka	Pump
Ločilo	Punctuation
Punk	Punk rock
Dijak	Pupil
Piramida	Pyramid
Piramida (geometrija)	Pyramid (geometry)
Pireneji	Pyrenees
Pirit	Pyrite
Pirova zmaga	Pyrrhic victory
Pitagora	Pythagoras
Python (programski jezik)	Python (programming language)
Q	Q
Katar	Qatar
Kategorija:Katar	Qatar
Kvadratna enačba	Quadratic equation
Štirikotnik	Quadrilateral
Kvantna teorija polja	Quantum field theory
Kvantna mehanika	Quantum mechanics
Category:Kvantna mehanika	Quantum mechanics
Kvark	Quark
Kamena strela	Quartz
Kvartar	Quaternary
Kvaternion	Quaternion
Québec	Quebec
Kečuanščina	Quechua
Dama (šah)	Queen (chess)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Vprašaj	Question mark
Quetzalcoatl	Quetzalcoatl
Kutina	Quince
R	R
RAF	RAF (disambiguation)
RAID	RAID
Ribonukleinska kislina	RNA
Ra (mitologija)	Ra
Rabindranath Tagore	Rabindranath Tagore
Rakunasti pes	Raccoon Dog
Rasizem	Racism
Radar	Radar
Radian	Radian
Kategorija:Radio	Radio
Radioaktivnost	Radioactive decay
Radiologija	Radiology
Radij	Radium
Polmer	Radius
Radon	Radon
Dež	Rain
Mavrica	Rainbow
Ralph Waldo Emerson	Ralph Waldo Emerson
Ramazan	Ramadan
Ramzes II.	Ramesses II
Bralno-pisalni pomnilnik	Random access memory
Zlatičevke	Ranunculaceae
Oljna ogrščica	Rapeseed
Raffaello Santi	Raphael
Malinjak	Raspberry
Racionalno število	Rational number
Nojevci	Ratite
Ray Bradbury	Ray Bradbury
Bralni pomnilnik	Read-only memory
Realno število	Real number
Pravokotnik	Rectangle
Rekurzija	Recursion
Recikliranje	Recycling
Rdeča	Red
Frakcija rdeče armade	Red Army Faction
Navadni jelen	Red Deer
Navadna lisica	Red Fox
Rdeče morje	Red Sea
Rdeče alge	Red algae
Eritrocit	Red blood cell
Rdeča pritlikavka	Red dwarf
Rdeča orjakinja	Red giant
RISC	Reduced instruction set computer
Plebiscit	Referendum
Lom svetlobe	Refraction
Regent	Regent
Reggae	Reggae
Polk	Regiment
Regija	Region
Reims	Reims
Relacija	Relation (mathematics)
Kategorija:Relativnost	Relativity
Rele	Relay
Religija	Religion
Kategorija:Religija	Religion
Kvekerji	Religious Society of Friends
Rembrandt	Rembrandt
Renesansa	Renaissance
Kategorija:Renesansa	Renaissance
Razmnoževanje	Reproduction
Plazilci	Reptile
Republika	Republic
Tajvan	Republic of China
Irska (država)	Republic of Ireland
Kategorija:Irska	Republic of Ireland
Republika Kongo	Republic of the Congo
Kategorija:Republika Kongo	Republic of the Congo
Republikanska stranka (ZDA)	Republican Party (United States)
Rekvijem	Requiem
Upor (elektrotehnika)	Resistor
Dihala	Respiratory system
Restavracija	Restaurant
Mrežnica	Retina
Vitamin A	Retinol
Revolucija	Revolution
Revolver	Revolver
Rea (luna)	Rhea (moon)
Rea	Rhea (mythology)
Renij	Rhenium
retorika	Rhetoric
Kategorija:Retorika	Rhetoric
Ren	Rhine
Nosorogi	Rhinoceros
Ro	Rho (letter)
Rhode Island	Rhode Island
Kategorija:Rhode Island	Rhode Island
Rodos	Rhodes
Rodij	Rhodium
Romb	Rhombus
Ritem	Rhythm
Rebro	Rib
Ribosom	Ribosome
Riž	Rice
Richard Phillips Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richmond, Virginija	Richmond
Riga	Riga
Kolobar	Ring (mathematics)
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
Reka	River
Cesta	Road
Roald Amundsen	Roald Amundsen
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Edward Lee	Robert E. Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Julius Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Schumann	Robert Schumann
Kamnina	Rock (geology)
Rock	Rock music
Raketa	Rocket
Skalno gorovje	Rocky Mountains
Rokoko	Rococo
Glodavci	Rodent
Roger Bacon	Roger Bacon
Rimskokatoliška cerkev	Roman Catholic Church
Rimski imperij	Roman Empire
Rimska republika	Roman Republic
Rimski koledar	Roman calendar
Rimsko pravo	Roman law
Rimska legija	Roman legion
Rimska mitologija	Roman mythology
Romunija	Romania
Kategorija:Romunija	Romania
Romantika	Romanticism
Rim	Rome
Ronald Reagan	Ronald Reagan
Trdnjava (šah)	Rook (chess)
Korenina	Root
Rosa Parks	Rosa Parks
Rožnice	Rosaceae
Rožni venec	Rosary
Vrtnica	Rose
Rožmarin	Rosemary
Kamen iz Rosette	Rosetta Stone
Rostock	Rostock
Rotterdam	Rotterdam
Usmerjevalnik	Router
Kraljeva družba	Royal Society
Guma	Rubber
Rubikon	Rubicon
Rubidij	Rubidium
Rubelj	Ruble
Malinjak	Rubus idaeus
