Turkish	English
Salman Rüşdi	Salman Rushdie
Alabalıkgiller	Salmonidae
Yemek tuzu	Salt
Tuz (kimya)	Salt (chemistry)
Salt Lake City, Utah	Salt Lake City
Salzburg, Avusturya	Salzburg
Salzburg Eyaleti	Salzburg (state)
Samara	Samara
Samaryum	Samarium
Semerkand	Samarkand
Bağımsız Samoa Devleti	Samoa
Kategori:Samoa	Samoa
Samuel Beckett	Samuel Beckett
Samuel Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samuray	Samurai
San Antonio, Teksas	San Antonio
San Diego, Kaliforniya	San Diego
San Francisco	San Francisco
San Jose, Kaliforniya	San Jose
San Juan	San Juan
San Marino	San Marino
Kategori:San Marino	San Marino
San Marino şehri	San Marino
San Salvador	San Salvador
Kum	Sand
Sandro Botticelli	Sandro Botticelli
Sandviç	Sandwich
Sanskritçe	Sanskrit
Santiago, Şili	Santiago
Santiago	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Santos	Santos (Săo Paulo)
Safir	Sapphire
Sappho	Sappho
Sapporo, Japonya	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Saraybosna	Sarajevo
Sarkofaj	Sarcophagus
Sardalya	Sardine
Sardunya Adası	Sardinia
Sarin	Sarin
Saskatchewan	Saskatchewan
Şeytan	Satan
Satanizm	Satanism
Yapay uydular	Satellite
Hiciv	Satire
Cumartesi	Saturday
Satürn (gezegen)	Saturn
Kategori:Satürn (gezegen)	Saturn
Satürn (anlam ayrım)	Saturn (disambiguation)
Satir	Satyr
Sos	Sauce
Suudi Arabistan	Saudi Arabia
Kategori:Suudi Arabistan	Saudi Arabia
Saul Bellow	Saul Bellow
Savan	Savanna
Saksonya eyaleti	Saxony
Kategori:Saksonya	Saxony
Saksafon	Saxophone
İskandinavya	Scandinavia
Kategori:İskandinavya	Scandinavia
İskandinav Yarımadası	Scandinavian Peninsula
Skandiyum	Scandium
Scheme	Scheme (programming language)
Şizofreni	Schizophrenia
Skolastik felsefe	Scholasticism
Okul	School
SS	Schutzstaffel
Bilim	Science
Kategori:Bilim	Science
Bilim kurgu	Science fiction
Kategori:Bilim kurgu	Science fiction
Scientoloji	Scientology
Afrikalı Scipio	Scipio Africanus
Makas	Scissors
Sincap	Sciuridae
Akrep	Scorpion
Scorpius (takımyıldız)	Scorpius
İskoçya	Scotland
Sarıçam	Scots Pine
İskoçça	Scottish Gaelic
İzcilik	Scouting
Vida	Screw
Sculptor (takımyıldız)	Sculptor (constellation)
Heykel	Sculpture
Deniz	Sea
Deniz samuru	Sea Otter
Deniz laleleri	Sea anemone
Deniz hıyarları	Sea cucumber
Azak Denizi	Sea of Azov
Japon Denizi	Sea of Japan
Marmara Denizi	Sea of Marmara
Ohotsk Denizi	Sea of Okhotsk
Denizkestanesi	Sea urchin
Seaborgiyum	Seaborgium
Denizatı	Seahorse
Arama motoru	Search engine
Sears Kulesi	Sears Tower
Mevsim	Season
Seattle, Vaşington	Seattle
Saniye	Second
İkinci Haçlı seferi	Second Crusade
Tortul kayaçlar	Sedimentary rock
Tohum	Seed
Segovia	Segovia
Sen Nehri	Seine
Sismoloji	Seismology
Kategori:Sismoloji	Seismology
Selene	Selene
Selenyum	Selenium
Semantik	Semantics
Kategori:Semantik	Semantics
Meni	Semen
Noktalı virgül	Semicolon
Yarı iletken	Semiconductor
Semiyotik	Semiotics
Sami dil ailesi	Semitic
Senato	Senate
Senegal	Senegal
Kategori:Senegal	Senegal
Seul	Seoul
Seppuku	Seppuku
Eylül	September
11 Eylül	September 11
11 Eylül 2001 Saldırıları	September 11
17 Eylül	September 17
29 Eylül	September 29
Sırbistan	Serbia
Kategori:Sırbistan	Serbia
Sırbistan-Karadağ	Serbia and Montenegro
Kategori:Sırbistan-Karadağ	Serbia and Montenegro
Serf	Serfdom
Sergey Eyzenşteyn	Sergei Eisenstein
Sergey Rahmaninov	Sergei Rachmaninoff
Seri (matematik)	Series (mathematics)
Serin	Serine
Serotonin	Serotonin
Serpens (takımyıldız)	Serpens
Sunucu (bilişim)	Server (computing)
Küme	Set
Set (mitoloji)	Set (mythology)
Kategori:Kümeler teorisi	Set theory
Akyar, Kırım	Sevastopol
Sevilla	Seville
Cinsel ilişki	Sex
Üreme sistemi	Sex organ
Cinsiyetçilik	Sexism
Sekstant	Sextant
Cinsel ilişki	Sexual intercourse
Cinsel yolla bulaşan hastalıklar	Sexually transmitted disease
Seyşel Adaları	Seychelles
Kategori:Seyşel Adaları	Seychelles
Şehadet	Shahadah
Şamanizm	Shamanism
Şanghay	Shanghai
Şeriat	Sharia
Köpek balığı	Shark
Sheffield, İngiltere	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Kalkan (silah)	Shield
Şinto	Shinto
Gemi	Ship
Şiva	Shiva
Şogi	Shogi
Stenografi	Shorthand
Karides	Shrimp
Sibirya	Siberia
Sibirya kurdu	Siberian Husky
Sichuan	Sichuan
Sicilya	Sicily
Kategori:Sicilya	Sicily
Sierra Leone	Sierra Leone
Kategori:Sierra Leone	Sierra Leone
Σ	Sigma
Sigmund Freud	Sigmund Freud
İşaret dili	Sign language
Sigrid Undset	Sigrid Undset
Sihizm	Sikhism
Sikkim	Sikkim
Silisyum	Silicon
Silikon Vadisi	Silicon Valley
İpek	Silk
İpek Yolu	Silk Road
Silüryen	Silurian
Gümüş	Silver
Simone de Beauvoir	Simone de Beauvoir
Sina Yarımadası	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapur	Singapore
Kategori:Singapur	Singapore
Tekli (müzik)	Single (music)
Sirius	Sirius
Sistine Şapeli	Sistine Chapel
Sisifos	Sisyphus
Oturan Boğa	Sitting Bull
Sitkom	Situation comedy
Altı Gün Savaşı	Six-Day War
Kaykay	Skateboard
Kategori:İskelet	Skeletal system
Septisizm	Skepticism
Cilt (Organ)	Skin
Üsküp	Skopje
Skylab	Skylab
Gökdelen	Skyscraper
Saul Hudson	Slash (musician)
Kölelik	Slavery
Slayer	Slayer
Uyku	Sleep
Slovakya	Slovakia
Kategori:Slovakya	Slovakia
Slovenya	Slovenia
Kategori:Slovenya	Slovenia
İnce bağırsak	Small intestine
Smolensk	Smolensk
Yılan	Snake
Snooker	Snooker
Kar	Snow
Sabun	Soap
Sosyal psikoloji	Social psychology
Sosyalizm	Socialism
Kategori:Sosyalizm	Socialism
Kategori:Toplum	Society
Cizvitler	Society of Jesus
Toplum bilimi	Sociology
Kategori:Toplum bilimi	Sociology
Sokrates	Socrates
Sodyum	Sodium
Sodyum bikarbonat	Sodium bicarbonate
Sodyum hidroksit	Sodium hydroxide
Sofya	Sofia
Kategori:Yazılım	Software
Toprak	Soil
Patlıcangiller	Solanaceae
Kategori:Patlıcangiller	Solanaceae
Güneş Sistemi	Solar System
Kategori:Güneş Sistemi	Solar System
Güneş tutulması	Solar eclipse
Güneş enerjisi	Solar energy
Güneş rüzgârı	Solar wind
Katı	Solid
Katı	Solid state
Süleyman	Solomon
Solomon Adaları	Solomon Islands
Kategori:Solomon Adaları	Solomon Islands
Solon	Solon
Gündönümü	Solstice
Çözelti	Solution
Somali	Somalia
Sonat	Sonata
Şarkı (edebiyat)	Song
Sone	Sonnet
Sophia Loren	Sophia Loren
Bilgicilik	Sophism
Sofokles	Sophocles
Sorgum	Sorghum
Sıralama algoritması	Sorting algorithm
Ruh	Soul
Ses (enerji)	Sound
Çorba	Soup
Kaynak kodu	Source code
Güney	South
Kategori:Güney Afrika Cumhuriyeti	South Africa
Güney Amerika	South America
Kategori:Güney Amerika	South America
Güney Karolina	South Carolina
Güney Çin Denizi	South China Sea
Güney Dakota	South Dakota
Kategori:Güney Dakota	South Dakota
Güney Adası (Yeni Zelanda)	South Island
Güney Kore	South Korea
Kategori:Kore Cumhuriyeti	South Korea
Güney Kutbu	South Pole
Güney Vietnam	South Vietnam
Güneydoğu Asya	Southeast Asia
Güney Yarımküre	Southern Hemisphere
Egemenlik	Sovereignty
Sovyet Sosyalist Cumhuriyetler Birliği	Soviet Union
Kategori:Sovyet Sosyalist Cumhuriyetler Birliği	Soviet Union
Soya	Soybean
Uzay	Space
Uzay mekiği	Space Shuttle
Uzay istasyonu	Space station
Uzay gemisi	Spacecraft
Makarna	Spaghetti
İspanya	Spain
Kategori:İspanya	Spain
Yığın ileti	Spam (electronic)
İspanya İç Savaşı	Spanish Civil War
Kategori:İspanyollar	Spanish people
Küba Bağımsızlık Savaşı	Spanish-American War
Sparta	Sparta
Özel görelilik kuramı	Special relativity
Tür	Species
Spektroskopi	Spectroscopy
Işık hızı	Speed of light
Mağarabilim	Speleology
Spencer Tracy	Spencer Tracy
İspermeçet balinası	Sperm Whale
Tohumlu bitkiler	Spermatophyte
Sperm	Spermatozoon
Küre (geometri)	Sphere
Baharat	Spice
Örümcek	Spider
Spin	Spin (physics)
Ispanak	Spinach
Omurilik	Spinal cord
Sarmal gökada	Spiral galaxy
Dalak	Spleen
Split	Split
Süngerler	Sponge
Spor	Sport
İlkbahar	Spring (season)
Casus yazılım (spyware)	Spyware
Kare	Square (geometry)
Karekök bulma	Square root
Sincap	Squirrel
Sri Lanka	Sri Lanka
Kategori:Sri Lanka	Sri Lanka
St. Louis, Missouri	St. Louis
Stadyum	Stadium
Vitray	Stained glass
Stalinizm	Stalinism
Standart sapma	Standard deviation
Stanford Üniversitesi	Stanford University
Stanley Kubrick	Stanley Kubrick
Yıldız	Star
Davud'un Kalkanı	Star of David
Nişasta	Starch
Denizyıldızı	Starfish
Devlet	State
İstatistik	Statistics
Kategori:İstatistik	Statistics
Özgürlük Heykeli	Statue of Liberty
Stavanger	Stavanger
Çelik	Steel
Stefan Zweig	Stefan Zweig
Steffi Graf	Steffi Graf
Kök hücre	Stem cell
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Bozkır (coğrafya)	Steppe
Sternum	Sternum
Steroid	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Stokholm	Stockholm
Stoacılık	Stoicism
Mide	Stomach
Taş Devri	Stone Age
Stonehenge	Stonehenge
Leylek	Stork
Fırtına (hava)	Storm
Cebelitarık Boğazı	Strait of Gibraltar
Hürmüz Boğazı	Strait of Hormuz
Macellan Boğazı	Strait of Magellan
Messina Boğazı	Strait of Messina
Kategori:Boğazlar	Straits
Strazburg	Strasbourg
Strateji	Strategy
Stratigrafi	Stratigraphy
Stratosfer	Stratosphere
Çilek	Strawberry
Stres	Stress (medicine)
Sicim Kuramı	String theory
İnme	Stroke
Güçlü etkileşim	Strong interaction
Stronsiyum	Strontium
Yapısalcılık	Structuralism
Şablon:Taslak	Stub
Öğrenci	Student
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Stiks	Styx
Altkültür	Subculture
Denizaltı	Submarine
Çıkarma	Subtraction
Sucre	Sucre
Sudan	Sudan
Kategori:Sudan	Sudan
Sudoku	Sudoku
Süveyş Kanalı	Suez Canal
Sufizm	Sufism
Kristal şeker	Sugar
Suharto	Suharto
Sukarno	Sukarno
Kükürt	Sulfur
Hardal gazı	Sulfur mustard
Sülfürik asit	Sulfuric acid
Sultan	Sultan
Sumatra	Sumatra
Sümerler	Sumer
Yaz	Summer
Sumo Güreşi	Sumo
Güneş	Sun
Sun Yat-sen	Sun Yat-sen
Pazar	Sunday
Ayçiçeği	Sunflower
Sünnilik	Sunni Islam
Süper bilgisayar	Supercomputer
Süper iletken	Superconductivity
Superman	Superman
Süpernova	Supernova
Sure	Sura
Yüzey gerilimi	Surface tension
Cerrahi	Surgery
Kategori:Cerrahi	Surgery
Surinam	Suriname
Gerçeküstücülük	Surrealism
Surrey	Surrey
Susan Sontag	Susan Sontag
Suşi	Sushi
Svalbard	Svalbard
Kırlangıç	Swallow
Kuğu	Swan
Svastika	Swastika
Svaziland	Swaziland
Kategori:Svaziland	Swaziland
İsveç	Sweden
Kategori:İsveç	Sweden
Yüzme	Swimming
Kategori:Yüzme	Swimming
Kategori:İsviçreliler	Swiss people
İsviçre	Switzerland
Kategori:İsviçre	Switzerland
Kılıç (Silah)	Sword
Sidney	Sydney
Hece	Syllable
Sylvia Plath	Sylvia Plath
Senfoni	Symphony
Belirti	Symptom
Sinagog	Synagogue
Sendika	Syndicate
Sinestezi	Synesthesia
Sinonim	Synonym
Synthesizer	Synthesizer
Frengi	Syphilis
Siraküza	Syracuse
Suriye	Syria
Kategori:Suriye	Syria
Sistem	System
T (harf)	T
Thomas Edward Lawrence	T. E. Lawrence
T. S. Eliot	T. S. Eliot
Masa	Table (furniture)
Masa tenisi	Table tennis
Tabu	Taboo
Tacitus	Tacitus
Tekvando	Taekwondo
Tejo Nehri	Tagus
Tahiti	Tahiti
Tai-Chi Chuan	Tai chi chuan
Kuyruk	Tail
Taipei	Taipei
Kategori:Tayvan	Taiwan
Tayvan	Taiwan
Tac Mahal	Taj Mahal
Tacikistan	Tajikistan
Kategori:Tacikistan	Tajikistan
Talk	Talc
Taliban	Taliban
Tallahassee, Florida	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampere	Tampere
Tanah	Tanakh
Tang Hanedanı	Tang Dynasty
Tango (dans)	Tango (dance)
Tank	Tank
Tantal	Tantalum
Tantalos	Tantalus
Tanzanya	Tanzania
Taoizm	Taoism
Tapir	Tapir
Su ayıları	Tardigrade
Tartarus	Tartarus
Tartu	Tartu
Taşkent	Tashkent
Tazman Denizi	Tasman Sea
Tazmanya	Tasmania
Tazmanya canavarı	Tasmanian Devil
Dövme	Tattoo
Τ	Tau
Taurus (takımyıldız)	Taurus (constellation)
Alaca baykuş	Tawny Owl
Vergi	Tax
Kategori:Vergiler	Taxation
Taksici	Taxicab
Takson	Taxon
Taksonomi	Taxonomy
Yaygın porsuk	Taxus baccata
Tiflis	Tbilisi
Çay (içecek)	Tea
Kategori:Çay	Tea
Teknesyum	Technetium
Tekno müzik	Techno
Teknoloji	Technology
Kategori:Teknoloji	Technology
Tegucigalpa	Tegucigalpa
Tahran	Tehran
Tel Aviv	Tel Aviv
Telekomünikasyon	Telecommunication
Telgraf	Telegraphy
Telepati	Telepathy
Telefon	Telephone
Teleskop	Telescope
Telescopium (takımyıldız)	Telescopium
Televizyon	Television
Kategori:Televizyon	Television
Tellür	Tellurium
Sıcaklık	Temperature
Tapınak	Temple
Artemis Tapınağı	Temple of Artemis
On Emir	Ten Commandments
Tenerife	Tenerife
Tennessee	Tennessee
Kategori:Tennessee	Tennessee
Tennessee Williams	Tennessee Williams
Tenis	Tennis
Kategori:Tenis	Tennis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tekila	Tequila
Terbiyum	Terbium
Termit (zooloji)	Termite
Terpsikhore	Terpsichore
Yerbenzeri gezegen	Terrestrial planet
Terörizm	Terrorism
Kategori:Terör	Terrorism
Tertullianus	Tertullian
Tesla (birim)	Tesla (unit)
Er bezi	Testicle
Testosteron	Testosterone
Tetanos	Tetanus
Tethys (mitoloji)	Tethys (mythology)
THC	Tetrahydrocannabinol
Dört üyeliler	Tetrapod
Teksas (eyalet)	Texas
Kategori:Teksas (eyalet)	Texas
Tekstil	Textile
Tayland	Thailand
Kategori:Tayland	Thailand
Thales	Thales
Thaleia	Thalia
Talyum	Thallium
Thanatos	Thanatos
Şükran Günü	Thanksgiving
Şükran Günü	Thanksgiving (Canada)
Şükran Günü	Thanksgiving (United States)
Şükran Günü	Thanksgiving (disambiguation)
Gambiya	The Gambia
Lahey	The Hague
ABD Ulusal Marşı	The Star-Spangled Banner
Tiyatro	Theatre
Kategori:Tiyatro	Theatre
Tebai	Thebes
Theia	Theia
Themis	Themis
Themistokles	Themistocles
Teokrasi	Theocracy
Teodolit	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
I. Theodosius	Theodosius I
Teoloji	Theology
Kategori:Teoloji	Theology
Teorem	Theorem
Kuram	Theory
Görelilik kuramı	Theory of relativity
Termodinamik	Thermodynamics
Kategori:Termodinamik	Thermodynamics
Termometre	Thermometer
Theseus	Theseus
Selanik	Thessaloniki
Tesalya	Thessaly
Θ	Theta
Thetis	Thetis
Tiyamin	Thiamine
Üçüncü Haçlı Seferi	Third Crusade
Üçüncü Dünya Ülkesi	Third World
Otuz Yıl Savaşları	Thirty Years' War
Thomas Aquinas	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Robert Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young	Thomas Young (scientist)
Thor (tanrı)	Thor
Toryum	Thorium
Thoth	Thoth
Düşünce	Thought
Trakya	Thrace
Tukididis	Thucydides
Başparmak	Thumb
Thüringen	Thuringia
Kategori:Thüringen	Thuringia
Perşembe	Thursday
Tazmanya kurdu	Thylacine
Kekik	Thyme
Timin	Thymine
Tiroid bezi	Thyroid
Tiencin	Tianjin
Tiber Nehri	Tiber
Tiberius	Tiberius
Tibet	Tibet
Kategori:Tibet	Tibet
Tikino (Kanton)	Ticino
Gelgit	Tide
Ateş Toprakları	Tierra del Fuego
Kaplan	Tiger
Dicle Nehri	Tigris
Ihlamur	Tilia
Timbuktu	Timbuktu
Zaman (fizik)	Time
Kategori:Zaman	Time
TIME (dergi)	Time (magazine)
Saat dilimi	Time zone
Timor	Timor
Timur	Timur
Kalay	Tin
Tiran, Arnavutluk	Tirana
Doku (biyoloji)	Tissue (biology)
Baştankara	Tit (bird)
Titan	Titan (disambiguation)
Titan (uydu)	Titan (moon)
Titan (mitoloji)	Titan (mythology)
Titania (uydu)	Titania (moon)
Titanyum	Titanium
Tiziano Vecellio	Titian
Titus Flavius Vespasianus	Titus
Tütün	Tobacco
E vitamini	Tocopherol
Togo	Togo
Tokyo	Tokyo
Toledo	Toledo
Toluen	Toluene
Tom Hanks	Tom Hanks
Tom ve Jerry	Tom and Jerry
Domates	Tomato
Tonga	Tonga
Kategori:Tonga	Tonga
Dil (organ)	Tongue
Toni Morrison	Toni Morrison
Ton (birim)	Tonne
Tony Blair	Tony Blair
Âlet	Tool
Diş	Tooth
Diş fırçalama	Toothbrush
Topaz	Topaz
Topeka, Kansas	Topeka
Topoloji	Topology
Kategori:Topoloji	Topology
Tevrat	Torah
Hortum (meteoroloji)	Tornado
Toronto	Toronto
torpil	Torpedo
Kaplumbağa	Tortoise
İşkence	Torture
Totalitarizm	Totalitarianism
Toulon	Toulon
Toulouse	Toulouse
Tour de France	Tour de France
Turizm	Tourism
Kategori:Turizm	Tourism
Kule	Tower
Babil Kulesi	Tower of Babel
Londra Kulesi	Tower of London
Şehir	Town
Zehir	Toxicity
Toksikoloji	Toxicology
Oyuncak	Toy
Toyota	Toyota
Traktör	Tractor
Sendika	Trade union
Tescilli marka	Trademark
Trajedi	Tragedy
Tren	Train
Gar	Train station
Trajan	Trajan
Tramvay	Tram
Aşkın sayı	Transcendental number
Transformatör	Transformer
Transistör	Transistor
Transliterasyon	Transliteration
TCP	Transmission Control Protocol
Kategori:Ulaşım	Transportation
Transeksüel	Transsexualism
Erdel Beyliği	Transylvania
Antlaşma	Treaty
Versailles Barış Antlaşması	Treaty of Versailles
Ağaç	Tree
Trento	Trento
Trenton, New Jersey	Trenton
Üçgen	Triangle
Triangulum (takımyıldız)	Triangulum
Triangulum Australe (takımyıldız)	Triangulum Australe
Trias	Triassic
Triceratops	Triceratops
Trier	Trier
Trigonometri	Trigonometry
Kategori:Trigonometri	Trigonometry
Trilobita	Trilobite
Trinidad ve Tobago	Trinidad and Tobago
Kategori:Trinidad ve Tobago	Trinidad and Tobago
Trinitrotoluen	Trinitrotoluene
Teslis	Trinity
Trablus	Tripoli
Trityum	Tritium
Triton (uydu)	Triton (moon)
Triton (mitoloji)	Triton (mythology)
Truva atı	Trojan Horse
Truva Savaşı	Trojan War
Troll	Troll
Troleybüs	Trolleybus
Trombon	Trombone
Yengeç Dönencesi	Tropic of Cancer
Oğlak Dönencesi	Tropic of Capricorn
Dönence	Tropics
Troposfer	Troposphere
Troçkizm	Trotskyism
Troya	Troy
Kamyon	Truck
Truman Doktrini	Truman Doctrine
Trompet	Trumpet
Gerçek	Truth
Triptofan	Tryptophan
Çar	Tsar
Tsunami	Tsunami
Tuba (müzik aleti)	Tuba
Verem	Tuberculosis
Tucana (takımyıldız)	Tucana
Salı	Tuesday
Lale	Tulip
Tümör	Tumor
Tundra	Tundra
Volfram	Tungsten
Tulumlular	Tunicate
Tunus (şehir)	Tunis
Tunus	Tunisia
Kategori:Tunus	Tunisia
Tünel	Tunnel
Türbin	Turbine
Torino	Turin
Turing makinesi	Turing machine
Türkiye	Turkey
Kategori:Türkiye	Turkey
Türkmenistan	Turkmenistan
Kategori:Türkmenistan	Turkmenistan
Zerdeçal	Turmeric
Kaplumbağa	Turtle
Toskana	Tuscany
Tuvalu	Tuvalu
Kategori:Tuvalu	Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Daktilo	Typewriter
Tipografi	Typography
Kategori:Tipografi	Typography
Tyrannosaurus	Tyrannosaurus
Tirol	Tyrol (state)
Tiren Denizi	Tyrrhenian Sea
U (harf)	U
Birleşmiş Milletler Eğitim, Bilim ve Kültür Örgütü	UNESCO
Ufa	Ufa
Uganda	Uganda
Ukrayna	Ukraine
Kategori:Ukrayna	Ukraine
Ulan Batur	Ulan Bator
Ulster	Ulster
Ultrason	Ultrasound
Morötesi	Ultraviolet
Ulysses S. Grant	Ulysses S. Grant
Umbria	Umbria
Belirsizlik ilkesi	Uncertainty principle
İşsizlik	Unemployment
Tekboynuz	Unicorn
Tanımlanamayan Uçan Nesne	Unidentified flying object
URL	Uniform Resource Locator
Birleşik Arap Emirlikleri	United Arab Emirates
Kategori:Birleşik Arap Emirlikleri	United Arab Emirates
Birleşik Arap Cumhuriyeti	United Arab Republic
Birleşik Krallık	United Kingdom
Kategori:Birleşik Krallık	United Kingdom
Birleşmiş Milletler	United Nations
Kategori:Birleşmiş Milletler	United Nations
Birleşmiş Milletler Çocuklara Yardım Fonu	United Nations Children's Fund
Amerika Birleşik Devletleri	United States
Kategori:Amerika Birleşik Devletleri	United States
Amerika Birleşik Devletleri Hava Kuvvetleri	United States Air Force
ABD Kongresi	United States Congress
ABD Anayasası	United States Constitution
ABD Temsilciler Meclisi	United States House of Representatives
ABD Harp Okulu	United States Military Academy
ABD Donanması	United States Navy
ABD Senatosu	United States Senate
ABD Virgin Adaları	United States Virgin Islands
ABD Doları	United States dollar
Evren	Universe
Üniversite	University
Şikago Üniversitesi	University of Chicago
UNIX	Unix
Kategori:Unix	Unix
Ununbiyum	Ununbium
Ununheksiyum	Ununhexium
Ununpentiyum	Ununpentium
Ununkuadyum	Ununquadium
Upanişad	Upanishad
Uppsala	Uppsala
Υ	Upsilon
Ur (şehir)	Ur
Urasil	Uracil
Ural Dağları	Ural Mountains
Urania	Urania
Uranyum	Uranium
Uranüs (gezegen)	Uranus
Uranüs (tanrı)	Uranus (mythology)
Urduca	Urdu
Üre	Urea
İdrar	Urine
Ursa Major	Ursa Major
Ursa Minor (takımyıldız)	Ursa Minor
Uruguay	Uruguay
Kategori:Uruguay	Uruguay
Utah	Utah
Kategori:Utah	Utah
Rahim	Uterus
Faydacılık	Utilitarianism
Ütopya	Utopia
Utrecht (şehir)	Utrecht (city)
Utrecht (eyalet)	Utrecht (province)
Özbekistan	Uzbekistan
Kategori:Özbekistan	Uzbekistan
V (harf)	V
Koful	Vacuole
Lamba (ses)	Vacuum tube
Vaduz	Vaduz
Vajina	Vagina
Valensiya	Valencia
Valencia	Valencia
Valentina Tereşkova	Valentina Tereshkova
Sevgililer Günü	Valentine's Day
Valhalla	Valhalla
Valkyrie	Valkyrie
Valletta	Valletta
Vadi	Valley
Vampir	Vampire
Vanadyum	Vanadium
Vancouver, Britanya Kolumbiyası	Vancouver
Vandallık	Vandalism
Vanuatu Cumhuriyeti	Vanuatu
Kategori:Vanuatu	Vanuatu
Varyans	Variance
Varna	Varna
Vatikan	Vatican City
Kategori:Vatikan	Vatican City
Yöney	Vector (spatial)
Vega (yıldız)	Vega
Sebze	Vegetable
Etyemezlik	Vegetarianism
Toplardamar	Vein
Vela (takımyıldız)	Vela (constellation)
Hız	Velocity
Veneto	Veneto
Venezuela	Venezuela
Kategori:Venezuela	Venezuela
Venedik	Venice
Venüs (gezegen)	Venus
Venüs (anlam ayrım)	Venus (disambiguation)
Venüs (mitoloji)	Venus (mythology)
Fiil	Verb
Vermont	Vermont
Kategori:Vermont	Vermont
Verona	Verona
Omur	Vertebra
Omurga	Vertebral column
Omurgalılar	Vertebrate
Vespasian	Vespasian
Vesta (mitoloji)	Vesta (mythology)
Veto	Veto
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria, Britanya Kolumbiyası	Victoria
Victoria	Victoria
Victoria, Avustralya	Victoria (Australia)
Victoria Şelalesi	Victoria Falls
Video	Video
Video oyunu	Video game
Viyana	Vienna
Kategori:Viyana	Vienna
Vietnam	Vietnam
Kategori:Vietnam	Vietnam
Vietnam Savaşı	Vietnam War
Vikingler	Viking
Vilfredo Frederico Damaso Pareto	Vilfredo Pareto
Köy	Village
Vilnüs	Vilnius
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Sirke	Vinegar
Şiddet	Violence
Keman	Violin
Publius Vergilius Maro	Virgil
Virgin Adaları	Virgin Islands
Virjinya	Virginia
Kategori:Virjinya	Virginia
Virginia Woolf	Virginia Woolf
Bekâret	Virginity
Virgo (takımyıldız)	Virgo (constellation)
Sanal bellek	Virtual memory
Sanal gerçeklik	Virtual reality
Virüs	Virus
Viskozite	Viscosity
Vişnu	Vishnu
Vistül	Vistula
Vitamin	Vitamin
A vitamini	Vitamin A
Piridoksin	Vitamin B6
C vitamini	Vitamin C
D vitamini	Vitamin D
K vitamini	Vitamin K
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir İlyiç Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Votka	Vodka
Volans (takımyıldız)	Volans
Yanardağ	Volcano
Kategori:Yanardağbilimi	Volcanology
Yanardağbilimi	Volcanology
İdil Nehri	Volga River
Volgograd	Volgograd
Voleybol	Volleyball
Kategori:Voleybol	Volleyball
Volt	Volt
Gerilim (elektrik)	Voltage
Voltaire	Voltaire
Hacim	Volume
Vudu	Voodoo
Vulcanus	Vulcan (mythology)
Vulpecula (takımyıldız)	Vulpecula
Vulva	Vulva
W (harf)	W
W. Somerset Maugham	W. Somerset Maugham
WYSIWYG	WYSIWYG
Vehhabilik	Wahhabism
Wake Adası	Wake Island
Galler	Wales
Ceviz	Walnut
Mors (hayvan)	Walrus
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Savaş	War
Kategori:Savaş	War
Savaş suçu	War crime
İspanya Veraset Savaşları	War of the Spanish Succession
Varşova	Warsaw
Çamaşır makinesi	Washing machine
Vaşington, DC	Washington
Vaşington (eyalet)	Washington
Kategori:Vaşington (eyalet)	Washington
Washington	Washington (disambiguation)
Vasiliy Kandinskiy	Wassily Kandinsky
Çöp	Waste
Su	Water
Kategori:Su	Water
Su topu	Water polo
Şelale	Waterfall
Watergate skandalı	Watergate scandal
Karpuz	Watermelon
Watt	Watt
Dalga	Wave
Zayıf nükleer kuvvet	Weak interaction
Silah	Weapon
Hava (iklim)	Weather
Ağ tarayıcısı	Web browser
İnternet sayfası	Web page
Webcam	Webcam
Weber (birim)	Weber (unit)
Web sitesi	Website
Çarşamba (gün)	Wednesday
Hafta	Week
Ağırlık	Weight
Halter	Weightlifting
