English	Chinese
Platypus	鸭嘴兽
Playboy	花花公子
Playing card	扑克牌
Pleiades (star cluster)	昴宿星團
Pleistocene	更新世
Pliny the Elder	老普林尼
Pliny the Younger	小普林尼
Pliocene	上新世
Plotinus	普罗提诺
Plovdiv	普罗夫迪夫
Plum	李
Plutarch	普魯塔克
Pluto	冥王星
Plutonium	钚
Plymouth	普利茅斯
Pneumonia	肺炎
Po River	波河
Poaceae	禾本科
Podcast	播客
Poetry	诗歌
Poetry	Category:詩
Point (geometry)	点
Poison	毒物
Poitiers	普瓦捷
Poitou-Charentes	普瓦图-夏朗德
Poker	撲克
Poland	波兰
Poland	Category:波蘭
Polar bear	北極熊
Polaris	勾陳一
Police	警察
Poliomyelitis	脊髓灰質炎
Political party	政党
Political science	政治学
Political science	Category:政治學
Politician	政治家
Politics	政治
Politics	Category:政治
Pollen	花粉
Pollination	授粉
Pollution	污染
Polo	馬上曲棍球
Polonium	钋
Polyethylene	聚乙烯
Polygamy	多配偶制
Polygon	多边形
Polyhedron	多面体
Polyhymnia	波吕许谟尼亚
Polymer	聚合物
Polynesia	玻里尼西亞
Polynomial	多項式
Polytheism	多神教
Polyvinyl chloride	聚氯乙烯
Pomegranate	石榴
Pomelo	柚子
Pompeii	庞培城
Pompey	克奈乌斯·庞培
Pontius Pilate	本丟彼拉多
Pop art	波普藝術
Pop music	流行音乐
Pope	教宗
Pope Alexander VI	亞歷山大六世
Poplar	杨属
Population	人口
Populism	民粹主義
Porcelain	瓷器
Pornography	色情物品
Port	港口
Port Louis	路易港
Port Moresby	莫尔兹比港
Port Vila	維拉港
Port of Spain	西班牙港
Port-au-Prince	太子港
Portland	波特蘭 (奧勒岡州)
Portland	波特兰
Porto	波圖
Portrait	肖像画
Portsmouth	朴次茅斯
Portugal	葡萄牙
Portugal	Category:葡萄牙
Poseidon	波塞冬
Positron	正電子
Postage stamp	邮票
Postal code	邮政编码
Postmodernism	后现代主义
Potassium	钾
Potassium nitrate	硝酸钾
Potato	马铃薯
Potential energy	势能
Potsdam	波茨坦
Pound (mass)	磅
Pound sterling	英镑
Poverty	貧窮
Power (physics)	功率
Power station	發電站
Praetor	裁判官
Prague	布拉格
Prague	Category:布拉格
Praia	培亞
Praseodymium	镨
Prayer	禱告
Precambrian	前寒武纪
Precession	進動
Precipitation (meteorology)	降水
Pregnancy	妊娠
Prehistory	史前史
Prehistory	Category:史前史
President	總統
President of the United States	美国总统
Pressure	压强
Pretoria	比勒陀利亞
Priam	普里阿摩斯
Price	价格
Priest	祭司
Primate	灵长目
Primates	Category:灵长目
Prime Meridian	本初子午線
Prime minister	首相
Prime number	素数
Prince Edward Island	愛德華王子島
Prince Philip	菲利普亲王 (爱丁堡公爵)
Prince of Wales	威爾士親王
Princeton University	普林斯顿大学
Principle of relativity	相对论
Printing	印刷
Prion	朊毒體
Prism (optics)	稜鏡
Prison	監獄
Prisoner of war	战俘
Prix Goncourt	龚古尔文学奖
Probability	概率
Probability theory	概率论
Probability theory	Category:概率论
Procyonidae	浣熊科
Professor	教授
Profit	利润
Programmer	程序员
Programming language	编程语言
Progressive rock	前衛搖滾
Project	项目
Prokaryote	原核生物
Prolog	Prolog
Prometheus	普罗米修斯
Promethium	钷
Pronoun	代詞
Propaganda	宣传
Propane	丙烷
Prophet	先知
Prose	散文
Prostate	前列腺
Protactinium	镤
Protectorate	保护国
Protein	蛋白质
Proterozoic	元古宙
Protestant Reformation	宗教改革
Protestantism	新教
Protist	原生生物
Protista	Category:原生生物
Proton	質子
Protozoa	原生动物门
Providence	普罗维登斯
Proxima Centauri	比邻星
Prunus	李属
Prussia	普魯士
Psalms	詩篇
Pseudonym	化名
Pseudoscience	Category:偽科學
Pseudoscience	伪科学
Psi (letter)	Ψ
Psoriasis	牛皮癬
Psychiatry	精神病学
Psychiatry	Category:精神病學
Psychoanalysis	精神分析学
Psychology	心理学
Psychology	Category:心理学
Psychosis	思覺失調
Psychotherapy	心理治療
Pterosaur	翼龍目
Ptolemaic dynasty	托勒密王朝
Ptolemy	托勒密
Puberty	青春期
Public domain	公有领域
Public relations	公共关系
Puerto Rico	波多黎各
Puerto Rico	Category:波多黎各
Pula	普拉
Pulley	滑轮
Pulsar	脉冲星
Pump	泵
Punctuation	标点符号
Punjab (India)	旁遮普邦
Punk rock	朋克搖滾
Pupil	瞳孔
Puppis	船尾座
Pyongyang	平壤
Pyramid	金字塔
Pyramid (geometry)	棱锥
Pyrenees	比利牛斯山
Pyrite	黄铁矿
Pythagoras	毕达哥拉斯
Python (programming language)	Python
Pyxis	罗盘座
Q	Q
Qatar	卡塔尔
Qatar	Category:卡塔尔
Qin Dynasty	秦朝
Qing Dynasty	清朝
Quadratic equation	一元二次方程
Quadrilateral	四邊形
Quaestor	財務官
Quantum field theory	量子场论
Quantum mechanics	量子力学
Quantum mechanics	category:量子力學
Quarantine	隔離檢疫
Quark	夸克
Quartz	石英
Quasar	类星体
Quaternary	第四紀
Quaternion	四元數
Quebec	魁北克
Quebec City	魁北克市
Quechua	克丘亞語
Queen (chess)	后 (國際象棋)
Queens	皇后區
Queensland	昆士蘭州
Quentin Tarantino	昆廷·塔伦蒂诺
Question mark	问号
Quetzalcoatl	羽蛇神
Quince	榅桲
Quito	基多
R	R
RAID	RAID
RNA	核糖核酸
Ra	拉
Rabat	拉巴特
Rabbi	拉比
Rabindranath Tagore	罗宾德拉纳特·泰戈尔
Raccoon Dog	貉
Race	种族
Rachel Carson	雷切尔·卡森
Racism	种族主义
Racism	Category:种族主义
Radar	雷达
Radian	弧度
Radio	Category:广播
Radio telescope	射电望远镜
Radioactive decay	放射性衰變
Radiocarbon dating	放射性碳定年法
Radiology	影像诊断学
Radium	镭
Radius	半径
Radon	氡
Rain	雨
Rainbow	彩虹
Rainer Maria Rilke	里尔克
Raleigh	罗利 (北卡罗来纳州)
Ralph Waldo Emerson	拉尔夫·沃尔多·爱默生
Rama	羅摩
Ramadan	賴買丹月
Ramayana	罗摩衍那
Ramesses II	拉美西斯二世
Random access memory	随机存取存储器
Ranunculaceae	毛茛科
Rape	强奸
Rapeseed	油菜
Raphael	拉斐爾
Raphael (archangel)	拉斐尔 (天使)
Rapid transit	Category:城市軌道交通
Raspberry	覆盆子
Rat	大家鼠
Rational number	有理数
Ratite	鸵鸟目
Ravenna	拉文納
Rawalpindi	拉瓦尔品第
Ray Bradbury	雷·布萊伯利
Read-only memory	唯讀記憶體
Real number	实数
Recession	经济衰退
Recife	累西腓
Rectangle	矩形
Rectifier	整流器
Recursion	递归 (计算机科学)
Recycling	資源回收再利用
Red	红色
Red Army Faction	红军派
Red Deer	马鹿
Red Fox	赤狐
Red Panda	小熊貓
Red Sea	红海
Red algae	紅藻
Red blood cell	红血球
Red dwarf	紅矮星
Red giant	紅巨星
Redshift	紅移
Redshift (disambiguation)	紅移
Reduced instruction set computer	精简指令集
Referendum	公民投票
Refraction	折射
Refractive index	折射率
Refugee	难民
Regent	攝政王
Reggae	雷鬼音樂
Regiment	团
Regina	里贾纳
Reims	兰斯
Reincarnation	轉世
Reindeer	驯鹿
Relation (mathematics)	关系 (数学)
Relativism	相對主義
Relativity	Category:相对论
Relay	继电器
Religion	宗教
Religion	Category:宗教
Religious Society of Friends	貴格會
Rembrandt	伦勃朗
Renaissance	文艺复兴
Renaissance	Category:文艺复兴
Reproduction	繁殖
Reptile	爬行动物
Republic	共和制
Republic of China	中華民國
Republic of Ireland	爱尔兰共和国
Republic of Ireland	Category:爱尔兰
Republic of the Congo	刚果共和国
Republic of the Congo	Category:剛果共和國
Republican Party (United States)	共和黨 (美國)
Requiem	安魂彌撒
Resistor	電阻器
Respiratory system	呼吸系統
Restaurant	餐馆
Reticulum	网罟座
Retina	视网膜
Retinol	视黄醇
Revolution	革命
Revolver	左轮手枪
Rhea (moon)	土卫五
Rhea (mythology)	雷亚
Rhenium	铼
Rhetoric	修辞学
Rhetoric	Category:修辞
Rhine	莱茵河
Rhinoceros	犀牛
Rho (letter)	Ρ
Rhode Island	羅德島州
Rhode Island	Category:羅德島州
Rhodes	罗得岛
Rhodium	铑
Rhombus	菱形
Rhyme	韻文
Rhythm	节奏
Rhythm and blues	节奏布鲁斯
Rib	肋骨
Riboflavin	核黄素
Ribosome	核糖体
Rice	稻
Richard Feynman	理查德·費曼
Richard Nixon	理查德·尼克松
Richard Strauss	理查德·施特劳斯
Richard Wagner	理查德·瓦格纳
Richmond	里士满 (维吉尼亚州)
Riga	里加
Rigel	參宿七
Right ascension	赤经
Ring (mathematics)	环
Ringo Starr	林格·斯塔
Rio Grande	格蘭德河
Rio de Janeiro	里約熱內盧
Rio de Janeiro (state)	里約熱內盧州
River	河流
River Thames	泰晤士河
Riyadh	利雅德
Road	道路
Roald Amundsen	罗尔德·亚孟森
Robert A. Heinlein	羅伯特·海萊因
Robert Andrews Millikan	罗伯特·安德鲁·密立根
Robert Boyle	罗伯特·波义耳
Robert Burns	羅伯特·伯恩斯
Robert De Niro	罗伯特·德尼罗
Robert E. Lee	羅伯特·李
Robert Falcon Scott	罗伯特·斯科特
Robert Hooke	罗伯特·胡克
Robert Koch	羅伯·柯霍
Robert Louis Stevenson	羅伯·路易斯·史蒂文生
Robert Oppenheimer	罗伯特·奥本海默
Robert Owen	罗伯特·欧文
Robert Redford	勞勃·瑞福
Robert Schumann	罗伯特·舒曼
Robin Hood	罗宾汉
Robot	机器人
Rock	石头、剪子、布
Rock (geology)	岩石
Rock and roll	摇滚
Rock music	摇滚乐
Rock music	Category:摇滚乐
Rocket	火箭
Rocky Mountains	洛磯山脈
Rococo	洛可可
Rodent	啮齿目
Roentgenium	錀
Roger Bacon	罗吉尔·培根
Roman Catholic Church	羅馬天主教會
Roman Empire	羅馬帝國
Roman Republic	罗马共和国
Roman law	罗马法
Roman legion	罗马军团
Roman mythology	罗马神话
Roman mythology	Category:罗马神话
Romania	羅馬尼亞
Romania	Category:罗马尼亚
Romansh	罗曼什语
Romanticism	浪漫主义
Rome	罗马市
Rome	Category:罗马市
Ronald Reagan	罗纳德·里根
Roof	屋顶
Rook (bird)	秃鼻乌鸦
Rook (chess)	車 (國際象棋)
Roosevelt	罗斯福
Root	根
Rosa Parks	羅莎·帕克斯
Rosaceae	蔷薇科
Rosales	薔薇目
Rosario	罗萨里奥
Rosary	玫瑰经
Rose	蔷薇属
Roseau	羅索
Rosemary	迷迭香
Rosetta Stone	羅塞塔石碑
Rosh Hashanah	猶太新年
Ross Sea	罗斯海
Rostock	罗斯托克
Rotifer	轮形动物门
Rotterdam	鹿特丹
Router	路由器
Rowing (sport)	赛艇
Royal Air Force	英國皇家空軍
Royal Society	皇家学会
Rubber	橡膠
Rubidium	铷
Ruble	卢布
Rubus idaeus	覆盆子
Ruby	红宝石
Ruby (programming language)	Ruby
Rudolf Diesel	鲁道夫·狄塞尔
Rudolf Hess	鲁道夫·赫斯
Rudolf Steiner	魯道夫·斯坦納
Rudyard Kipling	魯德亞德·吉卜林
Rugby football	橄榄球
Rupert Murdoch	鲁伯特·默多克
Russia	俄罗斯
Russia	Category:俄罗斯
Russian Revolution (1917)	1917年俄国革命
Russo-Japanese War	日俄战争
Ruthenium	钌
Rutherford B. Hayes	拉瑟福德·伯查德·海斯
Rutherfordium	鑪
Rwanda	卢旺达
Rwanda	Category:盧安達
Rye	裸麥
S	S
SOAP	SOAP
SOS	SOS
Sacrament	聖禮
Sacramento	沙加緬度 (加利福尼亞州)
Saddam Hussein	萨达姆·侯赛因
Safari (web browser)	Safari
Saffron	番紅花
Sagitta	天箭座
Sagittarius (constellation)	人马座
Sahara	撒哈拉沙漠
Sail	帆船
Saint	圣人
Saint Andrew	聖安德烈
Saint George	圣乔治
Saint Kitts and Nevis	聖克里斯多福與尼維斯
Saint Lawrence River	圣劳伦斯河
Saint Lucia	圣卢西亚
Saint Lucia	Category:聖露西亞
Saint Martin	圣马丁岛
Saint Nicholas	圣尼古拉
Saint Patrick	聖博德
Saint Paul	圣保罗 (明尼苏达州)
Saint Peter	聖彼得
Saint Petersburg	圣彼得堡
Saint Petersburg	Category:聖彼得堡
Saint Vincent and the Grenadines	圣文森特和格林纳丁斯
Saint Vincent and the Grenadines	Category:圣文森特和格林纳丁斯
Sake	清酒
Saladin	萨拉丁
Salamander	有尾目
Salem	塞勒姆 (俄勒冈州)
Salerno	薩萊諾
Saliva	唾液
Salman Rushdie	薩爾曼·魯西迪
Salmonidae	鮭科
Salt	食盐
Salt (chemistry)	盐
Salt Lake City	盐湖城
Salvador	萨尔瓦多 (巴西)
Salzburg	萨尔茨堡
Salzburg (state)	萨尔茨堡州
Samara	薩馬拉
Samarium	钐
Samarkand	撒馬爾罕
Samoa	萨摩亚
Samsara	輪迴
Samuel Beckett	塞缪尔·贝克特
Samuel F. B. Morse	萨缪尔·摩尔斯
Samuel Taylor Coleridge	柯爾律治
Samurai	武士
San Antonio	圣安东尼奥 (得克萨斯州)
San Diego	聖地牙哥 (加利福尼亞州)
San Francisco	旧金山
San Jose	聖荷西 (加利福尼亞州)
San Juan	圣胡安 (波多黎各)
San Marino	圣马力诺
San Marino	Category:聖馬力諾
San Marino	聖馬力諾 (城市)
San Salvador	聖薩爾瓦多
Sand	沙
Sandro Botticelli	桑德罗·波提切利
Sandstone	砂岩
Sandwich	三明治
Sanskrit	梵语
Santa Claus	圣诞老人
Santa Fe	聖大非
Santiago	圣地亚哥 (智利)
Santiago	圣地亚哥
Santiago de Cuba	圣地亚哥 (古巴)
Santo Domingo	聖多明哥
Santos (Săo Paulo)	桑托斯
Sapphire	蓝宝石
Sappho	莎孚
Sapporo	札幌市
Sarah Bernhardt	莎拉·伯恩哈特
Sarajevo	塞拉耶佛
Saratov	薩拉托夫
Sarcophagus	石棺
Sardine	沙丁魚
Sardinia	萨丁岛
Sari	薩里市
Sarin	沙林
Saskatchewan	薩克其萬
Satan	撒但
Satanism	撒旦教
Satellite	人造衛星
Satire	讽刺
Saturday	星期六
Saturn	土星
Saturn	Category:土星
Saturn (mythology)	萨图尔努斯
Satyr	薩堤爾
Sauce	醬
Saudi Arabia	沙特阿拉伯
Saudi Arabia	Category:沙烏地阿拉伯
Saul Bellow	索尔·贝娄
Sausage	香腸
Savanna	熱帶乾濕季氣候
Saxony	萨克森
Saxophone	薩克斯風
Scandinavia	斯堪的纳维亚
Scandinavian Peninsula	斯堪的纳维亚半岛
Scandium	钪
Scheldt	斯海尔德河
Scheme (programming language)	Scheme
Schizophrenia	精神分裂症
Scholasticism	经院哲学
School	学校
Schutzstaffel	黨衛隊
Science	科学
Science	Category:科学
Science fiction	科幻小说
Science fiction	Category:科幻
Scientific method	科学方法
Scientist	科学家
Scientology	山達基教
Scipio Africanus	大西庇阿
Scissors	剪刀
Sciuridae	松鼠
Scorpion	蠍子
Scorpius	天蝎座
Scotland	蘇格蘭
Scotland	Category:蘇格蘭
Scots Pine	歐洲赤松
Scottish Gaelic	苏格兰盖尔语
Scouting	童军
Scrabble	Scrabble
Screw	螺絲
Screwdriver	螺丝起子
Scrotum	阴囊
Sculptor (constellation)	玉夫座
Sculpture	雕塑
Sculpture	Category:雕塑
Sea	海
Sea Otter	海獺
Sea anemone	海葵
Sea cucumber	海參
Sea level	海平面
Sea of Azov	亞速海
Sea of Japan	日本海
Sea of Marmara	马尔马拉海
Sea of Okhotsk	鄂霍次克海
Sea urchin	海膽
Seaborgium	𨭎
Seahorse	海马属
Search engine	搜索引擎
Sears Tower	西爾斯大樓
Season	季节
Seattle	西雅圖
Second	秒
Second Crusade	第二次十字军东征
Second Vatican Council	第二次梵諦岡大公會議
Second law of thermodynamics	热力学第二定律
Security	Category:保安
Sedimentary rock	沉积岩
Seed	種子
Seine	塞纳河
Seismology	地震学
Seismology	Category:地震学
Selene	塞勒涅
Selenium	硒
Seleucus I Nicator	塞琉古一世
Semantics	语义学
Semen	精液
Semicolon	分號
Semiconductor	半导体
Semiotics	符號學
Semitic	閃米特人
Senate	参议院
Senegal	塞内加尔
Senegal	Category:塞內加爾
Seoul	首爾
Seppuku	切腹
September	9月
September 11	9月11日
September 11	九一一袭击事件
September 17	9月17日
September 29	9月29日
Septuagint	七十士譯本
Sequence	序列
Serbia	塞尔维亚
Serbia	Category:塞尔维亚
Serbia and Montenegro	塞爾維亞與蒙特內哥羅
Serbia and Montenegro	Category:塞尔维亚和黑山
Serfdom	農奴制
Sergei Eisenstein	谢尔盖·爱森斯坦
Sergei Rachmaninoff	谢尔盖·拉赫玛尼诺夫
Series (mathematics)	无穷级数
Serine	絲氨酸
Serotonin	血清張力素
Serpens	巨蛇座
Server (computing)	服务器
Set	集合
Set (mythology)	赛特
Set theory	集合论
Set theory	Category:集合论
Sevastopol	塞瓦斯托波爾
Seven Years' War	七年战争
Severe acute respiratory syndrome	嚴重急性呼吸系統綜合症
Seville	塞維利亞
Sex	性别
Sex organ	生殖器
Sexism	性別歧視主義
Sextant	六分仪
Sexual intercourse	性交
Sexually transmitted disease	性病
Seychelles	塞舌尔
Seychelles	Category:塞舌尔
Shah	沙阿
Shahadah	清真言
Shamanism	萨满教
Shanghai	上海市
Share (finance)	股票
Shareware	共享軟體
Sharia	沙里亞法規
Shark	鲨鱼
Sheffield	设菲尔德
Sherlock Holmes	歇洛克·福尔摩斯
Shetland	设德兰群岛
Shield	盾
Shikoku	四國
Shinto	神道
Ship	船
Shiva	湿婆
Shogi	日本将棋
Shogun	征夷大將軍
Shorthand	速记
Shrimp	虾
Shrub	灌木
Siberia	西伯利亚
Siberian Husky	西伯利亞雪橇犬
Sichuan	四川省
Sicily	西西里岛
Siemens (unit)	西門子 (單位)
Sierra Leone	塞拉利昂
Sierra Leone	Category:塞拉利昂
Sigma	Σ
Sigmund Freud	西格蒙德·弗洛伊德
Sign language	手語
Sigrid Undset	西格丽德·温塞特
Sikhism	锡克教
Sikkim	锡金邦
Silesia	西里西亞
Silicon	硅
Silicon Valley	硅谷
Silicon dioxide	二氧化硅
Silk	丝绸
Silk Road	丝绸之路
Silurian	志留紀
Silver	銀
Simone de Beauvoir	西蒙·波娃
Sin	罪 (宗教)
Sinai Peninsula	西奈半島
Sinclair Lewis	辛克莱·刘易斯
Singapore	新加坡
Singapore	Category:新加坡
Single (music)	单曲
Siren	塞壬
Sirenia	海牛目
Sirius	天狼星
Sistine Chapel	西斯廷教堂
Sisyphus	西绪福斯
Sitting Bull	坐牛
Situation comedy	情景喜剧
Six-Day War	第三次中东战争
Skagerrak	斯卡格拉克海峡
Skateboard	滑板
Skeletal system	Category:骨骼
Skepticism	怀疑主义
Skin	皮膚
Skinhead	光头党
Skopje	斯科普里
Skull	颅骨
Skylab	天空实验室计划
Skyscraper	摩天大樓
Slash (musician)	史萊許
Slavery	奴隶制度
Sleep	睡眠
Slovakia	斯洛伐克
Slovakia	Category:斯洛伐克
Slovenia	斯洛文尼亚
Slovenia	Category:斯洛維尼亞
Small intestine	小肠
Smog	煙霧
Smolensk	斯摩棱斯克
Snake	蛇
Snooker	斯诺克
Snow	雪
Soap	肥皂
Social psychology	社会心理学
Socialism	社会主义
Socialism	Category:社会主义
Socialist Party (France)	社会党 (法国)
Society	Category:社会
Society	社会
Society of Jesus	耶稣会
Sociolinguistics	社会语言学
Sociology	社会学
Sociology	Category:社会学
Socrates	苏格拉底
Sodium	钠
Sodium bicarbonate	碳酸氢钠
Sodium chloride	氯化钠
Sodium hydroxide	氢氧化钠
Sofia	索菲亞
Softball	壘球
Software	Category:软件
Soil	土壤
Solanaceae	茄科
Solanaceae	Category:茄科
Solar System	太阳系
Solar System	Category:太阳系
Solar cell	太阳能电池
Solar eclipse	日食
Solar energy	太阳能
Solar wind	太阳风
Solid	固体
Solid state	固体
Solidarity	團結工聯
Solomon	所羅門 (君王)
Solomon Islands	所罗门群岛
Solomon Islands	Category:索羅門群島
Solon	梭伦
Solstice	至點
Solution	溶液
Solvent	溶剂
Somalia	索马里
Somalia	Category:索马里
Somerset	薩默塞特郡
Somme	索姆省
Sonata	奏鸣曲
Song	歌曲
Song of Solomon	雅歌
Sonnet	十四行诗
Sophia Loren	索非娅·罗兰
Sophocles	索福克勒斯
Soprano	女高音
Sorghum	高粱
Sorting algorithm	排序算法
Soul	灵魂
Sound	声音
Soup	汤
Source code	源代码
South	南
South Africa	Category:南非
South America	南美洲
South America	Category:南美洲
South Australia	南澳大利亚州
South Carolina	南卡罗来纳州
South Carolina	Category:南卡羅萊那州
South China Sea	南海
South Dakota	南达科他州
South Dakota	Category:南达科他州
South Island	南島
South Korea	大韩民国
South Korea	Category:大韓民國
South Pole	南极
South Vietnam	越南共和国
Southeast Asia	东南亚
Southern Hemisphere	南半球
Sovereignty	主權
Soviet Union	苏联
Soviet Union	Category:苏联
Soybean	大豆
Space	空间
Space Shuttle	太空梭
Space station	空间站
Spacecraft	航天器
Spaghetti	意大利粉
Spain	西班牙
Spain	Category:西班牙
Spam (electronic)	垃圾邮件
Spanish Civil War	西班牙内战
Spanish people	Category:西班牙人
Spanish-American War	美西战争
Sparta	斯巴达
Spear	矛
Special relativity	狭义相对论
Species	物种
Spectroscopy	光谱学
Speed	速率
Speed of light	光速
Spencer Tracy	史賓塞·屈賽
Sperm Whale	抹香鲸
Spermatophyte	种子植物
Spermatozoon	精子
Sphere	球面
Sphinx	狮身人面像
Spice	香料
Spider	蜘蛛
Spin (physics)	自旋
Spinach	菠菜
Spinal cord	脊髓
Spiral galaxy	螺旋星系
Spleen	脾脏
Split	斯普利特
Sponge	多孔动物门
Sport	体育
Spree	施普雷河
Spring (season)	春季
Springfield	斯普林菲尔德 (伊利诺伊州)
Spyware	间谍软件
Squamata	有鱗目
Square (geometry)	正方形
Square metre	平方米
Square root	平方根
Squash (sport)	壁球
Squirrel	松鼠
Sri Lanka	斯里蘭卡
Sri Lanka	Category:斯里蘭卡
St. Louis	圣路易斯 (密苏里州)
Stadium	體育場
Stained glass	花窗玻璃
Stainless steel	不鏽鋼
Stalinism	斯大林主义
Standard Generalized Markup Language	SGML
Standard deviation	標準差
Stanford University	史丹佛大學
Stanley Kubrick	斯坦利·库布里克
Star	恒星
Star of David	大衛星
Starch	淀粉
Starfish	海星
State	政區
Staten Island	史泰登岛
Statistical mechanics	统计力学
Statistics	统计学
Statistics	Category:统计学
Statue of Liberty	自由女神像
Stavanger	斯塔万格
Steam engine	蒸汽机
Steel	钢
Stefan Zweig	斯蒂芬·茨威格
Steffi Graf	施特菲·格拉芙
Stegosaurus	劍龍
Stem cell	幹細胞
Stendhal	司汤达
Stephen Hawking	史蒂芬·霍金
Steppe	沙地
Steradian	球面度
Sternum	胸骨
Steroid	類固醇
Steven Spielberg	斯蒂芬·斯皮尔伯格
Sting	史汀
Stock exchange	證券交易所
Stockholm	斯德哥尔摩
Stoicism	斯多亞學派
Stomach	胃
Stone Age	石器時代
Stonehenge	巨石阵
Stork	鹳科
Storm	风暴
Strait	海峡
Strait of Gibraltar	直布羅陀海峽
Strait of Hormuz	霍爾木茲海峽
Strait of Magellan	麦哲伦海峡
Strait of Messina	墨西拿海峡
Straits	Category:海峡
Strasbourg	斯特拉斯堡
Strategy	战略
Stratigraphy	地层学
Stratosphere	平流层
Strawberry	草莓属
Stress (medicine)	压力 (医学)
String theory	弦理論
Stroke	中風
Strong interaction	强相互作用
Strontium	锶
Structuralism	結構主義
Stub	Template:Stub
Student	学生
Stupa	窣堵坡
Sturmabteilung	冲锋队
Stuttgart	斯图加特
Styx	斯堤克斯
Sub-Saharan Africa	撒哈拉以南非洲
Subculture	次文化
Sublimation (chemistry)	升华
Submarine	潛艇
Subset	子集
Subtraction	減法
Subversion (software)	Subversion
Sucre	苏克雷
Sucrose	蔗糖
Sudan	苏丹共和国
Sudan	Category:苏丹
Sudoku	數獨
Suez Canal	苏伊士运河
Suffix	後綴
Sufism	蘇菲派
Sugar	食糖
Suharto	蘇哈托
Sukarno	蘇卡諾
Sulawesi	苏拉威西岛
Sulfur	硫
Sulfur dioxide	二氧化硫
Sulfur mustard	芥子毒气
Sulfuric acid	硫酸
Sultan	苏丹 (称谓)
Sumatra	蘇門答臘
Sumer	苏美尔
Summer	夏季
Sumo	相撲
Sun	太阳
Sun	Category:太阳
Sun Yat-sen	孫中山
Sunday	星期日
Sundial	日晷
Sunflower	向日葵
Sunni Islam	遜尼派
Sunspot	太阳黑子
Supercomputer	超级计算机
Superconductivity	超导现象
Superman	超人
Supernova	超新星
Supreme Court of the United States	美国最高法院
Sura	蘇拉
Surface tension	表面張力
Surgeon	外科学
Surgery	外科学
Surgery	Category:外科
Suriname	蘇利南
Suriname	Category:蘇利南
Surrealism	超现实主义
Surrey	薩里郡
Susan Sontag	苏珊·桑塔格
Sushi	寿司
Suva	蘇瓦
Svalbard	斯瓦尔巴群岛
Swallow	燕科
Swan	天鹅
Swastika	卐
Swaziland	斯威士兰
Swaziland	Category:斯威士蘭
Sweden	瑞典
Sweden	Category:瑞典
Swedish krona	瑞典克朗
Sweet potato	甘薯
Swimming	游泳
Swimming	Category:游泳
Swiss franc	瑞士法郎
Swiss people	Category:瑞士人
Switzerland	瑞士
Switzerland	Category:瑞士
Sword	劍型武器
Sydney	悉尼
Syllable	音节
Sylvia Plath	希薇亞·普拉斯
Symbiosis	共生
Symbol	符号
Symphony	交響曲
Symptom	症狀
Synagogue	猶太會堂
Syndicate	工会
Synesthesia	聯覺
Synonym	同义词
Syntax	语法学
Synthesizer	合成器
Syphilis	梅毒
Syracuse	锡拉库萨
Syria	叙利亚
Syria	Category:敘利亞
System	系統
Systematics	系統分類學
T	T
T. E. Lawrence	托马斯·爱德华·劳伦斯
T. S. Eliot	托马斯·斯特尔那斯·埃利奥特
Table (furniture)	桌子
Table tennis	乒乓球
Taboo	禁忌
Tacitus	塔西佗
Taekwondo	跆拳道
Tagus	塔霍河
Tahiti	大溪地
Tai chi chuan	太极拳
Tail	尾
Taipei	台北市
Taiwan	Category:台灣
Taiwan	台灣
Taj Mahal	泰姬陵
Tajikistan	塔吉克斯坦
Tajikistan	Category:塔吉克
Talc	滑石
Taliban	塔利班
Tallahassee	塔拉哈西 (佛罗里达州)
Tallinn	塔林
Talmud	塔木德
Tamil Nadu	泰米尔纳德邦
Tampa	坦帕 (佛罗里达州)
Tampere	坦佩雷
Tanakh	塔納赫
Tang Dynasty	唐朝
Tangier	丹吉尔
Tango (dance)	探戈
Tank	坦克
Tantalum	钽
Tantalus	坦塔洛斯
Tanzania	坦桑尼亚
Tanzania	Category:坦尚尼亞
Taoism	道教
Tapir	貘
Tardigrade	缓步动物门
Tarn	塔恩省
Tarragon	龍蒿
Tartarus	塔尔塔罗斯
Tartu	塔尔图
Tashkent	塔什干
Tasman Sea	塔斯曼海
Tasmania	塔斯馬尼亞州
Tasmanian Devil	袋獾
Taste	味觉
Tattoo	刺青
Tau	Τ
Taurus (constellation)	金牛座
Tax	稅
Taxation	Category:財稅
Taxicab	出租車
Taxon	分類單元
Taxonomy	分类学
Tbilisi	第比利斯
Tea	茶
Tea	Category:茶
Teacher	教师
Technetium	锝
Technology	技術
Technology	Category:科技
Tegucigalpa	德古斯加巴
Tehran	德黑蘭市
Tel Aviv	特拉维夫
Telecommunication	電信
Telegraphy	电报
Telepathy	心灵感应
Telephone	电话
Telescope	望远镜
Telescopium	望远镜座
Television	电视
Television	Category:电视
Tellurium	碲
Temperature	温度
Temple	寺庙
Temple of Artemis	亚底米神庙
Ten Commandments	十誡
Tenerife	特内里费岛
Tennessee	田纳西州
Tennessee	Category:田纳西州
Tennessee Williams	田纳西·威廉斯
Tennis	網球
Tennis	Category:網球
Tenor	男高音
Tenzing Norgay	丹增·诺盖
Tequila	龍舌蘭酒
Terbium	铽
Termite	白蟻
Terpsichore	忒耳普西科瑞
Terrestrial planet	类地行星
Terrorism	恐怖主义
Terrorism	Category:恐怖主义
