English	Latin
Rational number	Numerus rationalis
Ravenna	Ravenna
Ray Bradbury	Raimundus Bradbury
Read-only memory	ROM
Real number	Numerus realis
Recession	Recessio oeconomica
Rectangle	Rectangulum
Recycling	Anacyclismus
Red	Ruber
Red Army Faction	Cohors Exercitus Rubri
Red Deer	Cervus
Red Fox	Vulpes
Red blood cell	Erythrocyti
Reggae	Reggae
Regina	Urbs Reginae
Region	Regio
Reims	Durocortorum
Reincarnation	Metempsychosis
Reindeer	Tarandrus
Religion	Religio
Religion	Categoria:Religiones
Religious Society of Friends	Religiosa Amicorum Sodalitas
Rembrandt	Rembrandus
Renaissance	Renascentia litterarum
Renaissance	Categoria:Renascentia
Reptile	Reptilia
Republic	Res Publica
Republic of China	Respublica Sinarum
Republic of Ireland	Hibernia (res publica)
Republic of the Congo	Respublica Congensis
Republican Party (United States)	Factio republicana (CFA)
Requiem	Requiem
Resistor	Restitorium
Reticulum	Reticulum
Revolution	Res novae
Rhea (moon)	Rhea (satelles)
Rhea (mythology)	Rhea
Rhenium	Rhenium
Rhetoric	Ars rhetorica
Rhine	Rhenus
Rhinoceros	Rhinoceros
Rho (letter)	Rho
Rhode Island	Rhodensis Insula
Rhodes	Rhodus
Rhodium	Rhodium
Rib	Costa (anatomia)
Ribosome	Ribosoma
Rice	Oryza
Richard Feynman	Ricardus Feynman
Richard Nixon	Ricardus Nixon
Richard Wagner	Wilhelmus Ricardus Wagner
Riga	Riga
Right ascension	Ascensio recta
Ringo Starr	Ricardus Starkey
Rio de Janeiro	Urbs Fluminensis
Rio de Janeiro (state)	Flumen Ianuarii
River	Flumen
River Thames	Thamesis
Riyadh	Riadum
Road	Via
Roald Amundsen	Rodoaldus Amundsen
Robert Boyle	Robertus Boyle
Robert Burns	Robertus Burns
Robert De Niro	Robertus De Niro
Robert Hooke	Robertus Hooke
Robert Koch	Robertus Koch
Robert Louis Stevenson	Robertus Ludovicus Stevenson
Robert Oppenheimer	Robertus Oppenheimer
Robert Owen	Robertus Owen
Robert Redford	Robertus Redford
Robert Schumann	Robertus Schumann
Robot	Robotum
Rock	Micatio Sinensis
Rock music	Musica rockica
Rock music	Categoria:Musica rock
Rocky Mountains	Montes Saxosi
Rodent	Rodentia
Roentgenium	Roentgenium
Roman Catholic Church	Ecclesia Catholica Romana
Roman Empire	Imperium Romanum
Roman Republic	Res publica Romana
Roman calendar	Calendarium Romanum
Roman law	Ius Romanum
Roman legion	Legio Romana
Roman mythology	Mythologia Romana
Roman mythology	Categoria:Mythologia Romana
Romania	Romania
Romania	Categoria:Romania
Romansh	Romancica lingua
Rome	Roma
Rome	Categoria:Roma
Ronald Reagan	Ronaldus Reagan
Roof	Tectum
Rook (chess)	Turris (scacci)
Rosa Parks	Rosa Parks
Rosary	Rosarium (oratio)
Rose	Rosa (planta)
Rosh Hashanah	Exordium Anni (Iudaici)
Rostock	Rostochium
Rotterdam	Roterodamum
Royal Society	Regalis Societas Londini
Rubidium	Rubidium
Ruby	Carbunculus
Rudolf Hess	Rudolfus Hess
Rugby football	harpastum
Rupert Murdoch	Rupertus Murdoch
Russia	Russia
Russia	Categoria:Russia
Ruthenium	Ruthenium
Rutherford B. Hayes	Rutherfordia Birchard Hayes
Rutherfordium	Rutherfordium
Rwanda	Ruanda
Rwanda	Categoria:Ruanda
Rye	Secale
S	S
Sacrament	Sacramentum
Sacramento	Sacramentum (California)
Saddam Hussein	Saddamus Hussein
Saffron	Safranum
Sagitta	Sagitta (sidus)
Sagittarius (constellation)	Sagittarius (sidus)
Sahara	Sahara
Saint	Sanctus
Saint George	Sanctus Georgius
Saint Lucia	Sancta Lucia (civitas)
Saint Nicholas	Nicolaus Myrensis
Saint Patrick	Sanctus Patricius
Saint Paul	Sanctus Paulus (Minnesota)
Saint Peter	Petrus
Saint Petersburg	Petropolis
Saladin	Saladinus
Salerno	Salernum
Saliva	Saliva
Salt	Sal
Salt (chemistry)	Sal
Salzburg	Salisburgum
Salzburg (state)	Salisburgum (civitas)
Samara	Samara (Russia)
Samarium	Samarium
Samoa	Samoa
Samoa	Categoria:Samoa
Samuel Beckett	Samuel Beckett
Samurai	Samurai
San Antonio	Sanctus Antonius (Texia)
San Diego	Didacopolis (California)
San Francisco	Franciscopolis (California)
San Jose	Sanctus Iosephus (California)
San Marino	Res publica Sancti Marini
San Salvador	San Salvador
Sand	Harena
Sandro Botticelli	Alexander Botticelli
Sanskrit	Lingua Sanscrita
Santa Fe	Sanctae Fidei fanum (CFA)
Santiago	Sanctiacobi
Sapphire	Sapphirus
Sappho	Sappho
Sapporo	Sapporia
Sarah Bernhardt	Sara Bernhardt
Sarajevo	Seraium
Saratov	Saratovia
Sardinia	Sardinia
Saskatchewan	Saskatchewan
Satan	Satanas
Satire	Satura
Saturday	Dies Saturni
Saturn	Saturnus (planeta)
Saturn	Categoria:Saturnus
Saturn (disambiguation)	Saturnus
Saturn (mythology)	Saturnus (deus)
Satyr	Satyrus
Saudi Arabia	Arabia Saudiana
Saxony	Saxonia
Saxony	Categoria:Saxonia
Scandinavia	Scandinavia
Scandium	Scandium
Scapula	Scapula
Scheldt	Scaldis
Schizophrenia	Morbus dissidentiae phreneticae
School	Schola
Science	Scientia
Science	Categoria:Scientia
Science fiction	Mythistoriae rerum futurarum
Scipio Africanus	Publius Cornelius Scipio Africanus
Sciuridae	Sciurus
Scorpion	Scorpio
Scorpius	Scorpius
Scotland	Scotia
Scotland	Categoria:Scotia
Scottish Gaelic	Lingua Scotica
Scrabble	Scrabularum ludus
Screw	Clavus
Scrotum	Scrotum
Sculptor (constellation)	Sculptor (sidus)
Sculpture	Sculptura
Sea	Mare
Sea of Azov	Palus Maeotis
Sea of Japan	Mare Iaponicum
Seaborgium	Seaborgium
Season	Tempora anni
Seattle	Seattlum
Second	Secundum
Second Crusade	Secunda Cruciata
Second Vatican Council	Concilium Vaticanum Secundum
Segovia	Segovia
Seine	Sequana
Selene	Selene
Selenium	Selenium
Semen	Eiaculatum
Semiconductor	Semiconductrum
Senegal	Senegalia
Senegal	Categoria:Senegalia
Seoul	Seulum
September	September
September 11	11 Septembris
September 11	11 Septembris 2001
September 17	17 Septembris
September 29	29 Septembris
Septuagint	Septuaginta
Serbia	Serbia
Serbia	Categoria:Serbia
Sergei Eisenstein	Sergius Eisenstein
Serotonin	Serotoninum
Serpens	Serpens (sidus)
Set	Copia
Set (mythology)	Seth
Sevastopol	Sebastopolis
Seville	Hispalis
Sexual intercourse	Activitates eroticae
Seychelles	Insulae Seisellenses
Seychelles	Categoria:Insulae Seisellenses
Shah	Sachus
Shahadah	Sahada
Shark	Selachimorpha
Sherlock Holmes	Sherlock Holmes
Shikoku	Sicocus
Ship	Navis
Shorthand	Stenographia
Siberia	Siberia
Sicily	Sicilia
Sicily	Categoria:Sicilia
Sierra Leone	Mons Leoninus
Sigma	Sigma
Sigmund Freud	Sigismundus Freud
Sikhism	Sichismus
Silesia	Silesia
Silicon	Silicium
Silicon dioxide	Silica
Silurian	Aevum Siluricum
Silver	Argentum
Simone de Beauvoir	Simona de Beauvoir
Sin	Peccatum
Singapore	Singapura
Siren	Sirenes
Sirenia	Sirenia
Sirius	Sirius
Sistine Chapel	Aedicula Sixtina
Six-Day War	Bellum Sex Dierum
Skagerrak	Sinus Codanus
Skateboard	Tabula subrotata
Skeletal system	Categoria:Ossa
Skepticism	Scepticismus
Skin	Cutis
Skopje	Scupi
Skull	Calva
Slash (musician)	Slash
Slavery	Servitudo
Slayer	Slayer
Slovakia	Slovacia
Slovenia	Slovenia
Small intestine	Intestinum tenue
Smolensk	Smolenscum
Snake	Serpentes
Snow	Nix
Socialism	Socialismus
Society	Categoria:Societas hominum
Society	Societas hominum
Society of Jesus	Societas Iesu
Sociology	Sociologia
Socrates	Socrates
Sodium	Natrium
Sodium chloride	Natrii Chloridum
Sodium hydroxide	Lixivium
Sofia	Serdica
Solanaceae	Solanaceae
Solar System	Systema solare
Solar eclipse	Defectio solis
Solar wind	Ventus solaris
Solid	Solidus
Solomon	Salomon (rex)
Solomon Islands	Insulae Salomonicae
Solon	Solon
Somalia	Somalia
Somalia	Categoria:Somalia
Somerset	Comitatus Somersetensis
Somme	Samara (praefectura Franciae)
Song of Solomon	Canticum Canticorum
Sophia Loren	Sophia Loren
Sophism	Sophistae
Sophocles	Sophocles
Sorghum	Sorghum
Soul	Anima
Sound	Sonus (physica)
South Africa	Categoria:Africa Australis
South America	America Meridionalis
South America	Categoria:America Meridionalis
South Australia	Australia Australis
South Carolina	Carolina Meridionalis
South Dakota	Dacota Meridionalis
South Dakota	Categoria:Dacota Meridionalis
South Korea	Respublica Coreae
South Pole	Polus australis
Soviet Union	Unio Rerum Publicarum Socialisticarum Sovieticarum
Soviet Union	Categoria:Unio Sovietica
Soybean	Glycine (genus)
Spain	Hispania
Spain	Categoria:Hispania
Spanish Civil War	Bellum Civile Hispanicum
Spanish people	Categoria:Homines Hispaniae
Sparta	Sparta
Special relativity	Relativitas specialis
Species	Species
Speed of light	Celeritas luminis
Spencer Tracy	Spencer Tracy
Sphere	Sphaera
Spider	Araneae
Spinach	Spinacia oleracea
Spinal cord	Medulla spinalis
Spleen	Lien
Split	Spalatum
Sponge	Porifera
Sport	Ludus athleticus
Spree	Spreha
Spring (season)	Ver
Springfield	Campifons (Illinoesia)
Squamata	Squamata
Square (geometry)	Quadrum
Square metre	Metrum quadratum
Sri Lanka	Sri Lanca
Stanford University	Universitas Stanfordiensis
Star	Astrum
Statistics	Statistica
Statue of Liberty	Statua Libertatis
Stavanger	Stavanger
Steel	Chalybs
Stefan Zweig	Stephanus Zweig
Stegosaurus	Stegosaurus
Stendhal	Stendhal
Sternum	Sternum
Steven Spielberg	Stephanus Spielberg
Stock exchange	Bursa
Stockholm	Holmia
Stoicism	Stoicismus
Stomach	Stomachus
Stork	Ciconia (avis)
Strait	Fretum
Strait of Gibraltar	Fretum Gaditanum
Strait of Magellan	Fretum Magellanicum
Strasbourg	Argentoratum
Strawberry	Fragaria
String theory	Theoria Chordarum
Stroke	Ictus (morbus)
Strontium	Strontium
Stub	Formula:Stipula
Stuttgart	Stuttgartum
Styx	Styx
Subtraction	Subtractio
Sucre	Sucre
Sucrose	Saccharosium
Sudan	Sudania
Sudan	Categoria:Sudania
Suez Canal	Fossa Clysmatena
Suffix	Suffixum
Sugar	Saccharon
Suharto	Suharto
Sulfur	Sulphur
Sulfur mustard	Yperitum
Sulfuric acid	Acidum sulphuricum
Sultan	Sultanus
Sumer	Sumer
Summer	Aestas
Sumo	Sumo (colluctatio)
Sun	Sol
Sunday	Dies solis
Sundial	Horologium solarium
Sunflower	Helianthus annuus
Superconductivity	Superconductrum
Superman	Superman
Supernova	Supernova
Supreme Court of the United States	Iudicium Summum Civitatum Foederatarum
Suriname	Surinamia
Suriname	Categoria:Surinamia
Surrey	Surregia
Susan Sontag	Susanna Sontag
Swallow	Hirundo
Swan	Olor
Swastika	Crux gammata
Swaziland	Suazia
Sweden	Suecia
Sweden	Categoria:Suecia
Sweet potato	Ipomoea batatas
Swimming	Natatio
Swiss franc	Francus Helveticus
Switzerland	Helvetia
Switzerland	Categoria:Helvetia
Sword	Gladius
Sydney	Sydneium
Syllable	Syllaba
Synagogue	Synagoga
Syntax	Syntaxis
Syphilis	Syphilis
Syracuse	Syracusae (Sicilia)
Syria	Syria
Syria	Categoria:Syria
System	Systema
T	T
T. E. Lawrence	Thomas Eduardus Lawrence
Tacitus	Cornelius Tacitus
Taekwondo	Thequondo
Tagus	Tagus
Tahiti	Tahiti
Taipei	Taipeium
Taiwan	Taivania
Tajikistan	Tadzikistania
Tallahassee	Tallahassia
Tallinn	Castrum Danorum
Tangier	Tingis
Tank	Autocurrus armatus
Tantalum	Tantalum
Tantalus	Tantalus
Tanzania	Tanzania
Tanzania	Categoria:Tanzania
Taoism	Taoismus
Tapir	Tapirus
Tardigrade	Tardigrada
Tarn	Tarnis (praefectura Franciae)
Tartu	Tarbatum
Tasmania	Tasmania
Tasmanian Devil	Sarcophilus harrisii
Tattoo	Compunctio
Tau	Tau
Taurus (constellation)	Taurus (sidus)
Tax	Tributum
Taxonomy	Taxinomia
Tbilisi	Triphelis
Tea	Thea
Teacher	Magister
Technetium	Technetium
Techno	Musica Technica
Technology	Technologia
Technology	Categoria:Technologia
Tegucigalpa	Tegucigalpa
Tehran	Teheranum
Tel Aviv	Telavivum
Telephone	Telephonum
Telescope	Telescopium
Telescopium	Telescopium (sidus)
Television	Televisio
Television	Categoria:Televisio
Tellurium	Tellurium
Temperature	Temperatura thermodynamica
Temple	Templum
Ten Commandments	Decalogus
Tennessee	Tennesia
Tennessee	Categoria:Tennesia
Tennis	Tenniludium
Tenor	Tenor
Terbium	Terbium
Terpsichore	Terpsichore
Terrorism	Tromocratia
Terrorism	Categoria:Tromocratia
Tertullian	Quintus Septimus Florens Tertullianus
Testicle	Testis (membrum)
Testosterone	Testosteronum
Tetanus	Tetanus
Tethys (moon)	Tethys (satelles)
Texas	Texia
Thailand	Thailandia
Thailand	Categoria:Thailandia
Thales	Thales Milesius
Thalia	Thalia
Thallium	Thallium
Thanksgiving	Festum Gratias Agendi
Thanksgiving (Canada)	Festum Gratias Agendi
Thanksgiving (United States)	Festum Gratias Agendi
Thanksgiving (disambiguation)	Festum Gratias Agendi
The Gambia	Gambia
The Hague	Haga
The Star-Spangled Banner	Vexillum Stellis Punctatum
Thebes	Thebae (Graecia)
Themistocles	Themistocles
Theodor Mommsen	Theodorus Mommsen
Theodore Roosevelt	Theodorus Roosevelt
Theodosius I	Theodosius I
Theology	Theologia
Theory of relativity	Theoria relativitatis
Thermometer	Thermometrum
Theseus	Theseus
Thessaloniki	Thessalonica
Thessaly	Thessalia
Theta	Theta
Thetis	Thetis
Thirty Years' War	Bellum tricennale
Thomas Aquinas	Sanctus Thomas Aquinas
Thomas Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Robertus Malthus
Thomas Mann	Thomas Mann
Thomas More	Sanctus Thomas Morus
Thor	Thor
Thorium	Thorium
Thoth	Thoth
Thought	Cogitatio
Thrace	Thracia
Thucydides	Thucydides
Thulium	Thulium
Thumb	Pollex (anatomia)
Thuringia	Thuringia
Thursday	Dies Iovis
Thyme	Thymus (planta)
Thyroid	Glandula thyreoidea
Tiber	Tiberis
Tiberius	Tiberius (imperator)
Tibet	Tibetum
Ticino	Ticinum (pagus)
Tierra del Fuego	Terra Ignium
Tiger	Tigris
Tigris	Tigris (flumen)
Time	Tempus
Time	Categoria:Tempus
Time zone	Zona temporalis
Timur	Tamerlanes
Tin	Stannum
Tirana	Theranda
Tissue (biology)	Textum (biologia)
Titan (moon)	Titan (satelles)
Titania (moon)	Titania (satelles)
Titanium	Titanium
Titian	Titianus Vecellii
Titus	Titus (imperator)
Tivoli	Tibur
Tobacco	Tabacum
Togo	Togum
Tokyo	Tocio
Toledo	Toletum
Tomato	Lycopersicum
Tonga	Tonga
Tongue	Lingua (membrum)
Tony Blair	Antonius Blair
Tooth	Dens
Tornado	Turbo
Toronto	Torontum
Tortoise	Testudinidae
Toulon	Telo Martius
Toulouse	Tolosa
Tour de France	Circuitus Franciae
Tours	Turonum
Tower	Turris
Town	Oppidum
Toxicity	Venenum
Tractor	Tractorium
Trade union	Collegium opificum
Tradition	Traditiones
Tragedy	Tragoedia
Train	Hamaxostichus
Train station	Statio ferriviaria
Trajan	Traianus
Tram	Ferrivia strataria
Transformer	Transformatrum
Transistor	Transistrum
Transportation	Categoria:Transportatio
Transylvania	Transsilvania
Treaty of Versailles	Foedus Versaliis sancitum (1919)
Tree	Arbor
Trento	Tridentum
Trenton	Trentonia
Triangle	Triangulum
Triangulum	Triangulum (sidus)
Triangulum Australe	Triangulum Australe (sidus)
Triassic	Aevum Triassicum
Triceratops	Triceratops
Trier	Augusta Treverorum
Trigonometry	Trigonometria
Trilobite	Trilobita
Trinidad and Tobago	Trinitas et Tabacum
Trinity	Trinitas
Tripoli	Tripolis Libysa
Triskelion	Trisceles
Triton (moon)	Triton (satelles)
Trojan War	Bellum Troianum
Trondheim	Tronthemium
Tropic of Cancer	Cancri tropicus
Tropic of Capricorn	Capricorni tropicus
Troy	Ilium
Truck	Autocinetum onerarium
Truth	Veritas
Tsar	Tzar
Tuberculosis	Phthisis
Tucana	Tucana (sidus)
Tucson	Tucson
Tuesday	Dies Martis
Tulip	Tulipa
Tungsten	Wolframium
Tunis	Tunes
Tunisia	Tunesia
Tunisia	Categoria:Tunesia
Turin	Taurinum
Turkey	Turcia
Turkey	Categoria:Turcia
Turkmenistan	Turcomannia
Turtle	Testudo (bestia)
Tuscany	Tuscia
Tuvalu	Tuvalu
Tycho Brahe	Tycho Brahe
Typhon	Typhon
Typography	Typographia
Tyrannosaurus	Tyrannosaurus
Tyre	Tyrus
Tyrrhenian Sea	Mare Tyrrhenicum
U	U
Uganda	Uganda
Uganda	Categoria:Uganda
Ukraine	Ucraina
Ukraine	Categoria:Ucraina
Ulysses S. Grant	Ulixes S. Grant
Umbria	Umbria
Unicorn	Unicornis
Unidentified flying object	Ovi
United Arab Emirates	Phylarchiarum Arabicarum Confoederatio
United Kingdom	Britanniarum Regnum
United Kingdom	Categoria:Britanniarum Regnum
United Nations	Consociatio Nationum
United States	Civitates Foederatae Americae
United States	Categoria:Civitates Foederatae Americae
United States Air Force	Civitatum Foederatarum Americae Aeris Exercitus
United States House of Representatives	Camera Repraesentantum Civitatum Foederatarum
United States Senate	Senatus Civitatum Foederatarum
United States Virgin Islands	Virgines Insulae Americanae
United States dollar	Dollarium (CFA)
Universe	Universum
University	Universitas
University of Pennsylvania	Universitas Pennsylvaniensis
Unix	Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upanishad	Upanishad
Uppsala	Upsalia (Suecia)
Upsilon	Ypsilon
Ural Mountains	Urales
Urania	Urania (musa)
Uranium	Uranium
Uranus	Uranus (planeta)
Uranus	Categoria:Uranus
Uranus (mythology)	Uranus
Urea	Urea
Urine	Urina
Ursa Major	Ursa Maior (sidus)
Ursa Minor	Ursa Minor (sidus)
Uruguay	Uruguaia
Uruguay	Categoria:Uruguaia
Utah	Uta
Uterus	Uterus
Utopia	Utopia
Utrecht (city)	Traiectum ad Rhenum
Uzbekistan	Usbecia
V	V
Vaduz	Dulcis vallis
Vagina	Vagina
Valence	Valentia (Francia)
Valencia	Valentia
Valletta	Valletta
Vampire	Vampyrus
Vanadium	Vanadium
Vancouver	Vancuverium (Columbia Britannica)
Vanuatu	Vanuatu
Var (department)	Varus (praefectura Franciae)
Varna	Odessus (Bulgaria)
Vatican City	Civitas Vaticana
Vatican City	Categoria:Civitas Vaticana
Vegetable	Holus
Vein	Vena
Vela (constellation)	Vela (sidus)
Velocity	Velocitas
Veneto	Venetia (regio)
Venezuela	Venetiola
Venezuela	Categoria:Venetiola
Venice	Venetia (urbs)
Venus	Venus (planeta)
Venus (disambiguation)	Venus
Venus (mythology)	Venus (dea)
Verb	Verbum (grammatica Latina)
Vermont	Mons Viridis
Verona	Verona
Versailles	Versaliae
Vertebra	Vertebra
Vertebral column	Columna vertebralis
Vertebrate	Vertebrata
Vespasian	Vespasianus
Vesta (mythology)	Vesta
Vice President of the United States	Praeses vicarius Civitatum Foederatarum Americae
Victor Hugo	Victor Hugo
Victoria	Victoria (Insulae Seisellenses)
Victoria (Australia)	Victoria (Australia)
Vienna	Vindobona
Vienna	Categoria:Vindobona
Vienne	Vigenna (praefectura Franciae)
Vientiane	Vientiane
Vietnam	Vietnamia
Vietnam	Categoria:Vietnamia
Vietnam War	Bellum Indosinense II
Viking	Vicingi
Vilfredo Pareto	Vilfredus Pareto
Vilnius	Vilna
Vincent van Gogh	Vincentius van Gogh
Vincenzo Bellini	Vincentius Bellini
Vinegar	Acetum
Violin	Fidiculae
Virgil	Publius Vergilius Maro
Virginia	Virginia
Virginia	Categoria:Virginia
Virgo (constellation)	Virgo (sidus)
Virtue	Virtus
Virus	Virus biologicum
Vistula	Vistula
Vitamin	Vitaminum
Vittorio De Sica	Victorius De Sica
Vivien Leigh	Viviana Leigh
Vladimir Lenin	Vladimirus Lenin
Vladimir Nabokov	Vladimirus Nabokov
Vladimir Putin	Vladimirus Putin
Vocative case	Vocativus
Vodka	Vodca
Volans	Volans (sidus)
Volcano	Mons ignifer
Volcanology	Categoria:Vulcanologia
Volga River	Rha
Volt	Voltium
Voltage	Tensio electrica
Voltaire	Voltarius
Vomiting	Vomitus
Vulcan (mythology)	Vulcanus (mythologia)
Vulgar Latin	Sermo vulgaris
Vulgate	Biblia Vulgata
Vulpecula	Vulpecula (sidus)
Vulva	Vulva
W	W
Wake Island	Wake (insula)
Wales	Cambria
Wales	Categoria:Cambria
Walnut	Iuglans
Walter Scott	Gualterus Scott
War	Bellum
War	Categoria:Bella
War crime	Belli scelus
Wars of the Roses	Bella Rosarum
Warsaw	Varsovia
Wart	Verruca
Washington	Vasingtonia, D.C.
Washington	Vasingtonia
Washington	Categoria:Vasingtonia
Wassily Kandinsky	Basilius Kandinsky
Water	Aqua
Waterfall	Aqua cadens
Watermelon	Citrullus lanatus
Watt	Wattium
Weapon	Arma
Weather	Status caeli
Website	Situs interretialis
Wednesday	Dies Mercurii
Week	Hebdomas
Weimar	Vimaria
Weimar Republic	Res Publica Vimariana
Wellington	Vellingtonia
Werewolf	Lycanthropus
Wernher von Braun	Wernher de Braun
Weser River	Visurgis
West Bank	Cisiordania
West Virginia	Virginia Occidentalis
Western Australia	Australia Occidentalis
Western Sahara	Sahara Occidentalis
Whale	Balaena
Wheat	Triticum
Wheel	Rota
Whisky	Vischium
White House	Domus Alba
White blood cell	Leucocyti
White dwarf	Pumilio alba
Whitehorse	Equus Albus
Wiesbaden	Aquae Mattiacae
Wildcat	Felis silvestris
William Blake	Gulielmus Blake
William Butler Yeats	Gulielmus Butler Yeats
William Gladstone	Gulielmus Ewart Gladstone
William Harvey	Gulielmus Harvey
William Henry Harrison	Gulielmus Henricus Harrison
William Herschel	Gulielmus Herschel
William Howard Taft	Gulielmus Howard Taft
William I	Gulielmus I (Imperator Germaniae)
William II	Gulielmus II (Imperator Germaniae)
William McKinley	Gulielmus McKinley
William Shakespeare	Gulielmus Shakesperius
William of Ockham	Guillelmus de Ockham
Willow	Salix
Willy Brandt	Gulielmus Brandt
Windhoek	Windhoek
Wine	Vinum
Wine	Categoria:Vinum
Winston Churchill	Vinstonis Churchill
Winter	Hiems
Winter Olympic Games	Olympia Hiemalia
Wisconsin	Visconsinia
Wolfgang Amadeus Mozart	Wolfgangus Amadeus Mozart
Wolfgang Pauli	Volfangus Pauli
Woman	Mulier
Wood	Lignum
Woodrow Wilson	Woodrow Wilson
Woody Allen	Woody Allen
Worcestershire	Comitatus Vigorniensis
Word	Verbum (grammatica generalis)
World Bank	Argentaria Mundana
World Trade Organization	Syndicatus Mercaturae Mundanae
World War I	Bellum Orbis Terrarum I
World War I	Categoria:Bellum Orbis Terrarum I
World War II	Bellum Orbis Terrarum II
World War II	Categoria:Bellum Orbis Terrarum II
World Wide Web	Tela totius terrae
Worm	Vermes
Wyoming	Vyomina
X	X
Xenon	Xenon
Xenophanes	Xenophanes
Xenophon	Xenophon (scriptor)
Xi	Xi
Xinjiang	Uiguristania
Y	Y
Yahweh	Iehovah
Yangon	Iangon
Yasser Arafat	Iasser Arafat
Year	Annus
Yellow	Flavus
Yemen	Iemenia
Yenisei River	Ienisea
Yerevan	Erevanum
Yoghurt	Iogurtum
Yom Kippur	Dies Expiationis
York	Eboracum
Ytterbium	Ytterbium
Yttrium	Yttrium
Yugoslavia	Iugoslavia
Yugoslavia	Categoria:Iugoslavia
Yukon	Yukon
Yuri Gagarin	Georgius Gagarin
Z	Z
Zachary Taylor	Zacharias Taylor
Zagreb	Zagrabia
Zambia	Zambia
Zambia	Categoria:Zambia
Zaragoza	Caesaraugusta
Zebra	Zebra
Zen	Zen
Zeno (emperor)	Zeno (imperator)
Zeno of Citium	Zeno Citieus
Zeta	Zeta
Zeus	Zeus
Zeus (disambiguation)	Zeus
Zimbabwe	Zimbabua
Zimbabwe	Categoria:Zimbabua
Zinc	Zincum
Zirconium	Zirconium
Zodiac	Zodiacus
Zombie	Cadaver animatum
Zoology	Zoologia
Zoology	Categoria:Zoologia
Zoroaster	Zoroaster
