Finnish	English
Luokka:Pohjois-Irlanti	Northern Ireland
Pohjois-Mariaanit	Northern Mariana Islands
Pohjoisterritorio	Northern Territory
Hauki	Northern pike
Luoteisterritoriot	Northwest Territories
Norja	Norway
Luokka:Norja	Norway
Norjanmeri	Norwegian Sea
Norjan kruunu	Norwegian krone
Nenä	Nose
Nostradamus	Nostradamus
Nuotti	Note
Nouakchott	Nouakchott
Substantiivi	Noun
Nova Scotia	Nova Scotia
Novaja Zemlja	Novaya Zemlya
Romaani	Novel
Marraskuu	November
1. marraskuuta	November 1
11. marraskuuta	November 11
2. marraskuuta	November 2
5. marraskuuta	November 5
Novial	Novial
Novosibirsk	Novosibirsk
Nyy	Nu (letter)
Fissio	Nuclear fission
Fuusioreaktio	Nuclear fusion
Ydinfysiikka	Nuclear physics
Luokka:Ydinfysiikka	Nuclear physics
Ydinvoima	Nuclear power
Ydinase	Nuclear weapon
Nukleiinihappo	Nucleic acid
Nukleoni	Nucleon
Nukleotidi	Nucleotide
Luku	Number
Luokka:Numerot	Numbers
Numidia	Numidia
Numismatiikka	Numismatics
Luokka:Numismatiikka	Numismatics
Nunavut	Nunavut
Nürnberg	Nuremberg
Pähkinä	Nut (fruit)
Muskotti	Nutmeg
Luokka:Ravinto-oppi	Nutrition
Nymfit	Nymph
Nyks	Nyx (mythology)
O	O
OPEC	OPEC
Oahu	Oahu
Tammet	Oak
Oakland	Oakland
Keidas	Oasis
Kaura	Oat
Oaxaca	Oaxaca
Ob	Ob River
Obeliski	Obelisk
Ylipaino	Obesity
Olio-ohjelmointi	Object-oriented programming
Oboe	Oboe
Observatorio	Observatory
Obsidiaani	Obsidian
Occamin partaveitsi	Occam's razor
Meri	Ocean
Merivirta	Ocean current
Oseania	Oceania
Luokka:Oseania	Oceania
Okeanidit	Oceanid
Meritiede	Oceanography
Luokka:Meritiede	Oceanography
Okeanos	Oceanus
Oktaalijärjestelmä	Octal
Oktantti	Octans
Oktaavi	Octave
Lokakuu	October
12. lokakuuta	October 12
24. lokakuuta	October 24
Lokakuun vallankumous	October Revolution
Oodi	Ode
Oder	Oder River
Odessa	Odessa
Odin	Odin
Sudenkorennot	Odonata
Odysseus	Odysseus
Odysseia	Odyssey
Oidipus	Oedipus
Ohio	Ohio
Luokka:Ohio	Ohio
Ohmi	Ohm
Ohmin laki	Ohm's law
Öljy	Oil
Öljy	Oil (disambiguation)
Öljyvärimaalaus	Oil painting
Okapi	Okapi
Oklahoma	Oklahoma
Luokka:Oklahoma	Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Muinaiskirkkoslaavi	Old Church Slavonic
Muinaisnorja	Old Norse
Vanha testamentti	Old Testament
Oligarkia	Oligarchy
Oligoseeni	Oligocene
Oligopoli	Oligopoly
Oliivipuu	Olive
Oliiviöljy	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Oliviini	Olivine
Olympia (Washington)	Olympia
Olympia (Kreikka)	Olympia
Olympialaiset	Olympic Games
Luokka:Olympiaurheilu	Olympics
Omaha	Omaha
Oman	Oman
Luokka:Oman	Oman
Oomega	Omega
Omikron	Omicron
Omsk	Omsk
Keltasipuli	Onion
Ontario	Ontario
Luokka:Ontario	Ontario
Ontologia	Ontology
Oortin pilvi	Oort cloud
Opaali	Opal
Opel	Opel
Ooppera	Opera
Opera	Opera (Internet suite)
Käyttöjärjestelmä	Operating system
Operetti	Operetta
Käärmeenkantaja	Ophiuchus
Oopiumi	Opium
Valokuitu	Optical fiber
Optinen harha	Optical illusion
Optiikka	Optics
Luokka:Optiikka	Optics
Matemaattinen optimointi	Optimization (mathematics)
Suuseksi	Oral sex
Oranssi	Orange (colour)
Appelsiini	Orange (fruit)
Orangit	Orangutan
Oratorio	Oratorio
Kiertorata	Orbit
Miekkavalas	Orca
Orkesteri	Orchestra
Kämmekkäkasvit	Orchidaceae
Benediktiinit	Order of Saint Benedict
Ordovikikausi	Ordovician
Mäkimeirami	Oregano
Oregon	Oregon
Luokka:Oregon	Oregon
Orestes	Orestes (mythology)
Elin	Organ (anatomy)
Urut	Organ (music)
Soluelin	Organelle
Orgaaninen kemia	Organic chemistry
Luokka:Orgaaninen kemia	Organic chemistry
Orgaaninen yhdiste	Organic compound
Eliö	Organism
Organisaatio	Organization
Amerikan valtioiden järjestö	Organization of American States
Orgasmi	Orgasm
Paperintaittelu	Origami
Origenes	Origen
Perisynti	Original sin
Orinoco	Orinoco
Orion (tähdistö)	Orion (constellation)
Orissa	Orissa
Orlando	Orlando
Ornitologia	Ornithology
Luokka:Ornitologia	Ornithology
Orfeus	Orpheus
Orson Welles	Orson Welles
Oikeinkirjoitus	Orthography
Osaka	Osaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oskillaattori	Oscillation
Osiris	Osiris
Oslo	Oslo
Osman I	Osman I
Osmium	Osmium
Sääksi	Osprey
Luukalat	Osteichthyes
Osteoporoosi	Osteoporosis
Ostrava	Ostrava
Strutsi	Ostrich
Othello	Othello
Otho	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I Suuri	Otto I
Otto von Bismarck	Otto von Bismarck
Osmanien valtakunta	Ottoman Empire
Luokka:Osmanien valtakunta	Ottoman Empire
Unssi	Ounce
Munasarja	Ovary
Ovidius	Ovid
Oviedo	Oviedo
Munasolu	Ovum
Pöllölinnut	Owl
Oxford	Oxford
Hapetusluku	Oxidation state
Oksidi	Oxide
Happi	Oxygen
Oksymoron	Oxymoron
Oksitosiini	Oxytocin
Otsoni	Ozone
Otsonikerros	Ozone layer
P	P
PAL	PAL
Happamuus	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Tyynimeri	Pacific Ocean
Luokka:Tyynimeri	Pacific Ocean
Pasifismi	Pacifism
Padova	Padua
Pakanuus	Paganism
Pakistan	Pakistan
Luokka:Pakistan	Pakistan
Versailles'n palatsi	Palace of Versailles
Palau	Palau
Luokka:Palau	Palau
Paleoseenikausi	Paleocene
Paleoliittinen kausi	Paleolithic
Paleontologia	Paleontology
Luokka:Paleontologia	Paleontology
Paleotsooinen maailmankausi	Paleozoic
Palermo	Palermo
Palestiina	Palestine
Luokka:Palestiina	Palestine
Palestiinan vapautusjärjestö	Palestine Liberation Organization
Palestiinalaishallinto	Palestinian National Authority
Paalin kieli	Pali
Palindromi	Palindrome
Palladium	Palladium
Palmusunnuntai	Palm Sunday
Palmyra	Palmyra
Pamir	Pamir Mountains
Pan	Pan (mythology)
Panama	Panama
Luokka:Panama	Panama
Panaman kanava	Panama Canal
Panamá	Panama City
Haima	Pancreas
Pandemia	Pandemic
Pandora	Pandora
Pangea	Pangaea
Panteismi	Pantheism
Pantheon (Rooma)	Pantheon
Panthera	Panthera
Kirkkovaltio	Papal States
Papua-Uusi-Guinea	Papua New Guinea
Luokka:Papua-Uusi-Guinea	Papua New Guinea
Papyrus	Papyrus
Paraabeli	Parabola
Paracelsus	Paracelsus
Laskuvarjo	Parachute
Paradigma	Paradigm
Paradoksi	Paradox
Varjoliito	Paragliding
Paraguay	Paraguay
Luokka:Paraguay	Paraguay
Parallaksi	Parallax
Suunnikas	Parallelogram
Paramaribo	Paramaribo
Vainoharhaisuus	Paranoia
Parafilia	Paraphilia
Parapsykologia	Parapsychology
Loinen (biologia)	Parasitism
Pergamentti	Parchment
Pariisi	Paris
Luokka:Pariisi	Paris
Paris	Paris (mythology)
Parillinen luku	Parity (mathematics)
Parkinsonin tauti	Parkinson's disease
Parlamentti	Parliament
Parmenides	Parmenides
Parodia	Parody
Papukaijalinnut	Parrot
Parsek	Parsec
Persilja	Parsley
Parthenon	Parthenon
Parthia	Parthia
Hiukkasfysiikka	Particle physics
Luokka:Hiukkasfysiikka	Particle physics
Parvati	Parvati
Pascal	Pascal
Pascal (ohjelmointikieli)	Pascal (programming language)
Pascal (yksikkö)	Pascal (unit)
Luokka:Varpuslinnut	Passeriformes
Varpuslinnut	Passerine
Pesah	Passover
Passi	Passport
Salasana	Password
Pastörointi	Pasteurization
Patagonia	Patagonia
Patentti	Patent
Patologia	Pathology
Patras	Patras
Patriarkka	Patriarch
Patrick White	Patrick White
Isänmaallisuus	Patriotism
Paul Gauguin	Paul Gauguin
Paul Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paavali	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Paulin kieltosääntö	Pauli exclusion principle
Riikinkukko (tähdistö)	Pavo (constellation)
Pays-de-la-Loire	Pays de la Loire
Herne	Pea
Rauha	Peace
Westfalenin rauha	Peace of Westphalia
Persikka	Peach
Maapähkinä	Peanut
Päärynä	Pear
Helmi	Pearl
Pearl Harbor	Pearl Harbor
Turve	Peat
Pedagogiikka	Pedagogy
Lastentaudit	Pediatrics
Pedofilia	Pedophilia
Tammi	Pedunculate Oak
Pegasos	Pegasus
Pegasus	Pegasus (constellation)
Peloponnesos	Peloponnese
Peloponnesolaissota	Peloponnesian War
Lyijykynä	Pencil
Heiluri	Pendulum
Penelope	Penelope
Pingviinit	Penguin
Penisilliini	Penicillin
Niemimaa	Peninsula
Pennsylvania	Pennsylvania
Luokka:Pennsylvania	Pennsylvania
Viisikulmio	Pentagon
Viisikanta	Pentagram
Helluntai	Pentecost
Helluntaiherätys	Pentecostalism
Luokka:Henkilöt	People
Kiina	People's Republic of China
Pipin Pieni	Pepin the Short
Pepsi	Pepsi
Peptidi	Peptide
Prosentti	Percentage
Havaitseminen	Perception
Ahvenkalat	Perciformes
Lyömäsoitin	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Muuttohaukka	Peregrine Falcon
Perestroika	Perestroika
Hajuvesi	Perfume
Perikles	Pericles
Jakso (jaksollinen järjestelmä)	Period (periodic table)
Jaksollinen järjestelmä	Periodic table
Perm	Perm
Ikirouta	Permafrost
Permikausi	Permian
Permutaatio	Permutation
Pernambuco	Pernambuco
Ikiliikkuja	Perpetual motion
Persefone	Persephone
Persepolis	Persepolis
Perseus	Perseus
Perseus (tähdistö)	Perseus (constellation)
Persia	Persian Empire
Persianlahti	Persian Gulf
Kämmentietokone	Personal digital assistant
Perth (Länsi-Australia)	Perth
Peru	Peru
Luokka:Peru	Peru
Torjunta-aine	Pesticide
Pierre Abélard	Peter Abelard
Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Francesco Petrarca	Petrarch
Maaöljy	Petroleum
Petrologia	Petrology
Fanerotsooinen eoni	Phanerozoic
Faarao	Pharaoh
Farmakologia	Pharmacology
Luokka:Lääkeaineoppi	Pharmacology
Nielu	Pharynx
Faasi	Phase (matter)
Fenoli	Phenol
Fenomenologia	Phenomenology
Fenotyyppi	Phenotype
Fenyylialaniini	Phenylalanine
Fenyyliketonuria	Phenylketonuria
Fii	Phi (letter)
Philadelphia	Philadelphia
Filatelia	Philately
Luokka:Postimerkkeily	Philately
Filippos II	Philip II of Macedon
Filip II (Espanja)	Philip II of Spain
Philipp Lenard	Philipp Lenard
Filippiinit	Philippines
Luokka:Filippiinit	Philippines
Filologia	Philology
Luokka:Filologia	Philology
Viisasten kivi	Philosopher's stone
Filosofia	Philosophy
Luokka:Filosofia	Philosophy
Teemasivu:Filosofia	Philosophy
Phnom Penh	Phnom Penh
Fobia	Phobia
Phobos	Phobos (moon)
Foinikialaiset	Phoenicia
Phoenix	Phoenix
Feeniks (täsmennyssivu)	Phoenix
Feeniks (tähdistö)	Phoenix (constellation)
Feeniks	Phoenix (mythology)
Phoenix (luotain)	Phoenix (spacecraft)
Foneemi	Phoneme
Fonetiikka	Phonetics
Luokka:Fonetiikka	Phonetics
Fonologia	Phonology
Fosfaatti	Phosphate
Fosforihappo	Phosphoric acid
Fosfori	Phosphorus
Valokuvaus	Photography
Luokka:Valokuvaus	Photography
Fotoni	Photon
Fotosfääri	Photosphere
Yhteyttäminen	Photosynthesis
Pääjakso (biologia)	Phylum
Fysikaalinen kemia	Physical chemistry
Luokka:Fysikaalinen kemia	Physical chemistry
Lääkäri	Physician
Fysiikka	Physics
Luokka:Fysiikka	Physics
Teemasivu:Fysiikka	Physics
Fysiologia	Physiology
Luokka:Fysiologia	Physiology
Pii (vakio)	Pi
Pii (kirjain)	Pi (letter)
Piano	Piano
Picardie	Picardie
Tikkalinnut	Piciformes
Maalari (tähdistö)	Pictor
Pidgin	Pidgin
Pidgin (pikaviestin)	Pidgin (software)
Piemonte	Piedmont
Pierre (Etelä-Dakota)	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigmentti	Pigment
Plzeň	Pilsen
Mäntykasvit	Pinaceae
Pindaros	Pindar
Männyt	Pine
Ananas	Pineapple
Ping	Ping
Vaaleanpunainen	Pink
Eväjalkaiset	Pinniped
Merirosvous	Piracy
Pisa	Pisa
Kalat (tähdistö)	Pisces (constellation)
Mäntä	Piston
Pittsburgh	Pittsburgh
Aivolisäke	Pituitary gland
Pikseli	Pixel
Pizza	Pizza
Plagiointi	Plagiarism
Taso	Plane (mathematics)
Planeetta	Planet
Planetaarinen sumu	Planetary nebula
Plankton	Plankton
Kasvi	Plant
Plasma	Plasma (physics)
Plasmidi	Plasmid
Muovi	Plastic
Laattatektoniikka	Plate tectonics
Verihiutale	Platelet
Platina	Platinum
Platon	Plato
Vesinokkaeläin	Platypus
Playboy	Playboy
Korttipakka	Playing card
Seulaset	Pleiades (star cluster)
Pleistoseeni	Pleistocene
Pleven	Pleven
Plinius vanhempi	Pliny the Elder
Plinius nuorempi	Pliny the Younger
Plioseeni	Pliocene
Plotinos	Plotinus
Plovdiv	Plovdiv
Luumu	Plum
Plutarkhos	Plutarch
Pluto (kääpiöplaneetta)	Pluto
Pluto	Pluto (disambiguation)
Plutonium	Plutonium
Plymouth	Plymouth
Keuhkokuume	Pneumonia
Po	Po River
Heinäkasvit	Poaceae
Podcasting	Podcast
Runous	Poetry
Luokka:Runous	Poetry
Pogromi	Pogrom
Piste (geometria)	Point (geometry)
Myrkyllisyys	Poison
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Pokeri	Poker
Puola	Poland
Luokka:Puola	Poland
Jääkarhu	Polar bear
Pohjantähti	Polaris
Poliisi	Police
Polio	Poliomyelitis
Puolue	Political party
Politiikan tutkimus	Political science
Poliitikko	Politician
Politiikka	Politics
Luokka:Politiikka	Politics
Siitepöly	Pollen
Pölytys	Pollination
Saaste	Pollution
Poolo	Polo
Polonium	Polonium
Polyeteeni	Polyethylene
Polygamia	Polygamy
Monikulmio	Polygon
Monitahokas	Polyhedron
Polyhymnia	Polyhymnia
Polymeeri	Polymer
Polynesia	Polynesia
Polynomi	Polynomial
Polyteismi	Polytheism
Polyvinyylikloridi	Polyvinyl chloride
Granaattiomena	Pomegranate
Pomelo	Pomelo
Pompeji	Pompeii
Pompeius	Pompey
Pontius Pilatus	Pontius Pilate
Pop-taide	Pop art
Popmusiikki	Pop music
Paavi	Pope
Aleksanteri VI	Pope Alexander VI
Populus	Poplar
Väkiluku	Population
Populismi	Populism
Posliini	Porcelain
Pornografia	Pornography
Satama	Port
Port Louis	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland (Oregon)	Portland
Portland (täsmennyssivu)	Portland
Porto	Porto
Muotokuva	Portrait
Portsmouth	Portsmouth
Portugali	Portugal
Luokka:Portugali	Portugal
Poseidon	Poseidon
Positroni	Positron
Postimerkki	Postage stamp
Postinumero	Postal code
Postmodernismi	Postmodernism
Kalium	Potassium
Kaliumnitraatti	Potassium nitrate
Peruna	Potato
Potentiaalienergia	Potential energy
Potsdam	Potsdam
Pauna	Pound (mass)
Englannin punta	Pound sterling
Köyhyys	Poverty
Teho	Power (physics)
Voimalaitos	Power station
Preetori	Praetor
Praha	Prague
Luokka:Praha	Prague
Praia	Praia
Praseodyymi	Praseodymium
Rukoilu	Prayer
Prekambri	Precambrian
Prekessio	Precession
Sadanta	Precipitation (meteorology)
Raskaus	Pregnancy
Esihistoria	Prehistory
Luokka:Esihistoria	Prehistory
Presidentti	President
Yhdysvaltain presidentti	President of the United States
Paine	Pressure
Pretoria	Pretoria
Priamos	Priam
Hinta	Price
Pappi	Priest
Kädelliset	Primate
Pääministeri	Prime minister
Alkuluku	Prime number
Prinssi Edwardin saari	Prince Edward Island
Prinssi Philip, Edinburghin herttua	Prince Philip
Walesin prinssi	Prince of Wales
Princetonin yliopisto	Princeton University
Suhteellisuusteoria	Principle of relativity
Kirjapainotaito	Printing
Prioni	Prion
Prisma (optiikka)	Prism (optics)
Vankila	Prison
Sotavanki	Prisoner of war
Goncourt-palkinto	Prix Goncourt
Todennäköisyys	Probability
Todennäköisyysteoria	Probability theory
Luokka:Todennäköisyyslaskenta	Probability theory
Puolikarhut	Procyonidae
Professori	Professor
Liikevoitto	Profit
Ohjelmointikieli	Programming language
Progressiivinen rock	Progressive rock
Projekti	Project
Esitumaiset	Prokaryote
Prolog	Prolog
Prometheus	Prometheus
Prometium	Promethium
Pronomini	Pronoun
Propaganda	Propaganda
Propaani	Propane
Profeetta	Prophet
Proosa	Prose
Eturauhanen	Prostate
Protaktinium	Protactinium
Protektoraatti	Protectorate
Proteiini	Protein
Proterotsooinen eoni	Proterozoic
Uskonpuhdistus	Protestant Reformation
Protestantismi	Protestantism
Alkueliöt	Protist
Luokka:Alkueliöt	Protista
Protokolla	Protocol
Protoni	Proton
Alkueläimet	Protozoa
Providence	Providence
Prunus	Prunus
Preussi	Prussia
Psalmien kirja	Psalms
Salanimi	Pseudonym
Luokka:Näennäistiede	Pseudoscience
Näennäistiede	Pseudoscience
Psii	Psi (letter)
Psoriasis	Psoriasis
Psykiatria	Psychiatry
Luokka:Psykiatria	Psychiatry
Psykoanalyysi	Psychoanalysis
Psykologia	Psychology
Luokka:Psykologia	Psychology
Psykoosi	Psychosis
Psykoterapia	Psychotherapy
Ptah	Ptah
Lentoliskot	Pterosaur
Ptolemaiosten hallitsijasuku	Ptolemaic dynasty
Klaudios Ptolemaios	Ptolemy
Murrosikä	Puberty
Public domain	Public domain
Tiedotus- ja suhdetoiminta	Public relations
Puerto Rico	Puerto Rico
Luokka:Puerto Rico	Puerto Rico
Pula	Pula
Talja	Pulley
Pulsari	Pulsar
Pumppu	Pump
Välimerkki	Punctuation
Punjab (Intia)	Punjab (India)
Luokka:Punk	Punk
Punk	Punk rock
Pupilli	Pupil
Peräkeula	Puppis
Pjongjang	Pyongyang
Pyramidi	Pyramid
Pyramidi (geometria)	Pyramid (geometry)
Pyreneet	Pyrenees
Rikkikiisu	Pyrite
Pythagoras	Pythagoras
Python	Python (programming language)
Kompassi (tähdistö)	Pyxis
Q	Q
Qatar	Qatar
Luokka:Qatar	Qatar
Qin-dynastia	Qin Dynasty
Qing-dynastia	Qing Dynasty
Toisen asteen yhtälön ratkaisukaava	Quadratic equation
Nelikulmio	Quadrilateral
Kvestori	Quaestor
Kvanttikenttäteoria	Quantum field theory
Kvanttimekaniikka	Quantum mechanics
Luokka:Kvanttimekaniikka	Quantum mechanics
Karanteeni	Quarantine
Kvarkki	Quark
Kvartsi	Quartz
Kvasaari	Quasar
Kvartäärikausi	Quaternary
Kvaternio	Quaternion
Québec	Quebec
Luokka:Québec	Quebec
Québec (kaupunki)	Quebec City
Ketšua	Quechua
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Kysymysmerkki	Question mark
Sulkakäärme	Quetzalcoatl
Kvitteni	Quince
Quito	Quito
R	R
RAF	RAF (disambiguation)
RAID (tietotekniikka)	RAID
RNA	RNA
Ra	Ra
Rabat	Rabat
Rabbi	Rabbi
Rabindranath Tagore	Rabindranath Tagore
Supikoira	Raccoon Dog
Ihmisrotu	Race
Rachel Carson	Rachel Carson
Rasismi	Racism
Luokka:Rasismi	Racism
Tutka	Radar
Radiaani	Radian
Luokka:Radio	Radio
Radioteleskooppi	Radio telescope
Radioaktiivisuus	Radioactive decay
Radiohiiliajoitus	Radiocarbon dating
Radiologia	Radiology
Radium	Radium
Säde	Radius
Radon	Radon
Sade	Rain
Sateenkaari	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Rama	Rama
Ramadan	Ramadan
Ramayana	Ramayana
Ramses II	Ramesses II
Keskusmuisti	Random access memory
Leinikkikasvit	Ranunculaceae
Raiskaus	Rape
Rapsi	Rapeseed
Rafael	Raphael
Rafael (arkkienkeli)	Raphael (archangel)
Vadelma	Raspberry
Rotat	Rat
Rationaaliluku	Rational number
Strutsilinnut	Ratite
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Lukumuisti	Read-only memory
Reaaliluku	Real number
Taantuma	Recession
Recife	Recife
Suorakulmio	Rectangle
Tasasuuntaaja	Rectifier
Rekursio	Recursion
Kierrätys	Recycling
Punainen	Red
Punainen armeijakunta	Red Army Faction
Saksanhirvi	Red Deer
Kettu	Red Fox
Kultapanda	Red Panda
Punainenmeri	Red Sea
Punalevät	Red algae
Punasolu	Red blood cell
Punainen kääpiö	Red dwarf
Punainen jättiläinen	Red giant
Punasiirtymä	Redshift
Punasiirtymä	Redshift (disambiguation)
RISC	Reduced instruction set computer
Kansanäänestys	Referendum
Taittuminen	Refraction
Taitekerroin	Refractive index
Pakolainen	Refugee
Reggae	Reggae
Rykmentti	Regiment
Regina (kaupunki)	Regina
Alue	Region
Reims	Reims
Jälleensyntyminen	Reincarnation
Poro	Reindeer
Relaatio	Relation (mathematics)
Relativismi	Relativism
Luokka:Suhteellisuusteoria	Relativity
Rele	Relay
Uskonto	Religion
Luokka:Uskonto	Religion
Kveekarit	Religious Society of Friends
Rembrandt	Rembrandt
Renessanssi	Renaissance
Luokka:Renessanssi	Renaissance
Lisääntyminen	Reproduction
Matelijat	Reptile
Tasavalta	Republic
Kiinan tasavalta	Republic of China
Irlanti	Republic of Ireland
Luokka:Irlanti	Republic of Ireland
Kongon tasavalta	Republic of the Congo
Luokka:Kongon tasavalta	Republic of the Congo
Yhdysvaltain republikaaninen puolue	Republican Party (United States)
Sielunmessu	Requiem
Vastus	Resistor
Hengityselimistö	Respiratory system
Ravintola	Restaurant
Verkko (tähdistö)	Reticulum
Verkkokalvo	Retina
A-vitamiini	Retinol
Vallankumous	Revolution
Revolveri	Revolver
Rhea (kuu)	Rhea (moon)
Rhea	Rhea (mythology)
Renium	Rhenium
Retoriikka	Rhetoric
Luokka:Retoriikka	Rhetoric
Rein	Rhine
Sarvikuonot	Rhinoceros
Rhoo	Rho (letter)
Rhode Island	Rhode Island
Luokka:Rhode Island	Rhode Island
Rodos	Rhodes
Rodium	Rhodium
Neljäkäs	Rhombus
Rytmi	Rhythm
Rhythm and blues	Rhythm and blues
Kylkiluu	Rib
Riboflaviini	Riboflavin
Ribosomi	Ribosome
Riisi	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Rick Wright	Richard Wright (musician)
Richmond (Virginia)	Richmond
Riika	Riga
Rigel	Rigel
Rektaskensio	Right ascension
Rengas	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
Rio de Janeiro (osavaltio)	Rio de Janeiro (state)
Joki	River
Thames	River Thames
Riad	Riyadh
Tie	Road
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert E. Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robotti	Robot
Kivi, paperi ja sakset	Rock
Kivi	Rock (geology)
Rock and roll	Rock and roll
Rock	Rock music
Luokka:Rock	Rock music
Raketti	Rocket
Kalliovuoret	Rocky Mountains
Rokokoo	Rococo
Jyrsijät	Rodent
Metsäkauris	Roe Deer
Röntgenium	Roentgenium
Roger Bacon	Roger Bacon
Katolinen kirkko	Roman Catholic Church
Rooman valtakunta	Roman Empire
Rooman tasavalta	Roman Republic
Roomalainen kalenteri	Roman calendar
Roomalainen oikeus	Roman law
Legioona	Roman legion
Roomalainen mytologia	Roman mythology
Luokka:Roomalainen mytologia	Roman mythology
Romania	Romania
Luokka:Romania	Romania
Retoromaani	Romansh
Romantiikka	Romanticism
Rooma	Rome
Luokka:Rooma	Rome
Ronald Reagan	Ronald Reagan
Katto	Roof
Mustavaris	Rook (bird)
Roosevelt	Roosevelt
Juuri (kasvi)	Root
Rosa Parks	Rosa Parks
Ruusukasvit	Rosaceae
Rosales	Rosales
Rosario	Rosario
Ruusukko	Rosary
Ruusut	Rose
Roseau	Roseau
Rosmariini	Rosemary
Rosettan kivi	Rosetta Stone
Roš hašana	Rosh Hashanah
Rostock	Rostock
Rataseläimet	Rotifer
Rotterdam	Rotterdam
Reititin	Router
Soutu	Rowing (sport)
Royal Air Force	Royal Air Force
Royal Society	Royal Society
Kumi	Rubber
Rubikon	Rubicon
Rubidium	Rubidium
Rupla	Ruble
Vadelma	Rubus idaeus
Rubiini	Ruby
Ruby	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby	Rugby football
Rupert Murdoch	Rupert Murdoch
Venäjä	Russia
Luokka:Venäjä	Russia
Moskovan ja koko Venäjän patriarkaatti	Russian Orthodox Church
Venäjän–Japanin sota	Russo-Japanese War
Rutenium	Ruthenium
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Ruanda	Rwanda
Luokka:Ruanda	Rwanda
Ruis	Rye
S	S
SOAP	SOAP
SOS	SOS
Sakramentti	Sacrament
Sacramento	Sacramento
Saddam Hussein	Saddam Hussein
Safari (selain)	Safari (web browser)
Sahrami	Saffron
Nuoli (tähdistö)	Sagitta
Jousimies	Sagittarius (constellation)
Sahara	Sahara
Purje	Sail
Pyhimys	Saint
Andreas (apostoli)	Saint Andrew
Pyhä Yrjänä	Saint George
Saint Kitts ja Nevis	Saint Kitts and Nevis
Luokka:Saint Kitts ja Nevis	Saint Kitts and Nevis
Saint Lawrence (joki)	Saint Lawrence River
Saint Lucia	Saint Lucia
Luokka:Saint Lucia	Saint Lucia
Saint-Martin	Saint Martin
Nikolaos Ihmeidentekijä	Saint Nicholas
Pyhä Patrick	Saint Patrick
Saint Paul	Saint Paul
Pietari (apostoli)	Saint Peter
Pietari (kaupunki)	Saint Petersburg
Luokka:Pietari	Saint Petersburg
Saint Vincent ja Grenadiinit	Saint Vincent and the Grenadines
Luokka:Saint Vincent ja Grenadiinit	Saint Vincent and the Grenadines
Sake	Sake
Saladin	Saladin
Salat	Salah
Salamanterit	Salamander
Salem (Oregon)	Salem
Salerno	Salerno
Sylki	Saliva
Salman Rushdie	Salman Rushdie
Lohikalat	Salmonidae
Ruokasuola	Salt
Suola	Salt (chemistry)
Salt Lake City	Salt Lake City
Salvador (Brasilia)	Salvador
Salzburg	Salzburg
Salzburg (osavaltio)	Salzburg (state)
Samara	Samara
Samarium	Samarium
Samarkand	Samarkand
Samoa	Samoa
Luokka:Samoa	Samoa
Samsara	Samsara
