English	Portuguese
Leonid Brezhnev	Leonid Brejnev
Leopard	Leopardo
Lepidoptera	Lepidoptera
Leprosy	Lepra
Lepton	Lépton
Lepus (constellation)	Lepus
Lesbian	Lésbica
Lesotho	Lesoto
Lesotho	Categoria:Lesoto
Lesser Antilles	Pequenas Antilhas
Leto	Latona
Letter (alphabet)	Letra
Leukemia	Leucemia
Levant	Levante
Lever	Alavanca
Leviathan	Leviatã (monstro)
Leviticus	Levítico
Lewis Carroll	Lewis Carroll
Lexicology	Lexicologia
Lhasa	Lassa
Lhotse	Lhotse
Liberalism	Liberalismo
Liberalism	Categoria:Liberalismo
Liberation Tigers of Tamil Eelam	Tigres tâmeis
Liberia	Libéria
Liberia	Categoria:Libéria
Libra (constellation)	Libra (constelação)
Library	Biblioteca
Library science	Biblioteconomia
Libretto	Libreto
Libreville	Libreville
Libya	Líbia
Libya	Categoria:Líbia
Lichen	Líquen
Lie	Mentira
Liechtenstein	Liechtenstein
Liechtenstein	Categoria:Liechtenstein
Lieutenant	Tenente
Life	Vida
Life	Categoria:Vida
Light	Luz
Light-emitting diode	LED
Light-year	Ano-luz
Lighter	Isqueiro
Lighthouse	Farol
Lightning	Raio (meteorologia)
Liguria	Ligúria
Ligurian Sea	Mar Lígure
Liliaceae	Liliaceae
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limerick	Limerick
Limestone	Calcário
Limit (mathematics)	Limite
Limnology	Limnologia
Limousin (region)	Limousin
Lincoln	Lincoln (Nebraska)
Lincoln	Lincoln
Lincolnshire	Lincolnshire
Line (mathematics)	Recta
Linear algebra	Álgebra linear
Linear algebra	Categoria:Álgebra linear
Linear equation	Equação linear
Lingua franca	Lingua franca
Linguistics	Lingüística
Linguistics	Categoria:Linguística
Linus Pauling	Linus Pauling
Linux	Linux
Linux	Categoria:Linux
Linz	Linz
Lion	Leão
Lipid	Lípido
Liqueur	Licor
Liquid	Líquido
Liquid crystal display	LCD
Liquorice	Alcaçuz
Lisbon	Lisboa
Lise Meitner	Lise Meitner
Lisp (programming language)	Lisp
Literacy	Alfabetização
Literature	Literatura
Literature	Categoria:Literatura
Literature	Portal:Literatura
Lithium	Lítio
Lithography	Litografia
Lithosphere	Litosfera
Lithuania	Lituânia
Lithuania	Categoria:Lituânia
Litre	Litro
Little Owl	Mocho-galego
Liverpool	Liverpool
Livonia	Livônia
Livy	Tito Lívio
Lizard	Lagartos
Ljubljana	Liubliana
Llama	Lhama
Loanword	Empréstimo (linguística)
Local area network	Rede de área local
Loch Ness	Lago Ness
Loch Ness Monster	Monstro de Lago Ness
Locomotive	Locomotiva
Logarithm	Logaritmo
Logic	Lógica
Logic	Categoria:Lógica
Logic gate	Porta lógica
Logistics	Logística
Logo	Logotipo
Loire	Loire
Loire River	Rio Loire
Loki	Loki
Lolita	Lolita
Lombardy	Lombardia
London	Londres
London	Categoria:Londres
Long Beach	Long Beach (Califórnia)
Long Island	Long Island (Nova Iorque)
Long jump	Salto em comprimento
Long-eared Owl	Coruja-pequena
Lope de Vega	Félix Lope de Vega
Lord's Prayer	Pai Nosso
Lorraine (region)	Lorena (França)
Los Angeles	Los Angeles
Lot (department)	Lot (departamento)
Loudspeaker	Altifalante
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Louis the Pious	Luís I, o Piedoso
Louis the Stammerer	Luís II de França
Louisiana	Luisiana
Louisiana	Categoria:Louisiana
Louisville	Louisville
Louvre	Museu do Louvre
Love	Amor
Low German	Baixo-alemão
Lower Saxony	Baixa Saxônia
Luanda	Luanda
Lublin	Lublin
Lucerne	Lucerna
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lúcifer
Lucretius	Lucrécio
Lucrezia Borgia	Lucrécia Bórgia
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen (unit)	Lúmen
Luminescence	Luminescência
Lunar eclipse	Eclipse lunar
Lund	Lund (Suécia)
Lung	Pulmão humano
Lung cancer	Câncer de pulmão
Lungfish	Dipnóicos
Lupus (constellation)	Lupus
Lusaka	Lusaka
Lusitania	Lusitânia
Lute	Alaúde
Lutetium	Lutécio
Lutheranism	Luteranismo
Lux	Lux
Luxembourg	Luxemburgo
Luxembourg	Categoria:Luxemburgo
Luxembourg (city)	Luxemburgo (cidade)
Luxor	Luxor
Luzon	Luzon
Lychee	Litchi
Lydia	Lídia (Anatólia)
Lymphatic system	Sistema linfático
Lynx (constellation)	Lynx (constelação)
Lynx (web browser)	Lynx (navegador)
Lyon	Lyon
Lyra	Lyra
Lysergic acid diethylamide	Dietilamida do ácido lisérgico
Lysine	Lisina
Lysosome	Lisossomo
M	M
M-theory	Teoria-M
MESSENGER	MESSENGER
MIME	MIME
Macau	Macau
Macbeth	Macbeth
Macedon	História da Macedónia
Macedonia	Macedónia
Macedonia (Greece)	Macedónia (Grécia)
Mach number	Número de Mach
Machine	Máquina
Machine code	Código de máquina
Machine gun	Metralhadora
Machine translation	Tradução automática
Machu Picchu	Machu Picchu
Macintosh	Macintosh
Macroeconomics	Macroeconomia
Macroeconomics	Categoria:Macroeconomia
Madagascar	Madagáscar
Madagascar	Categoria:Madagáscar
Madeira	Região Autónoma da Madeira
Madonna (entertainer)	Madonna
Madrid	Madrid
Madrid (autonomous community)	Comunidade autónoma de Madrid
Mafia	Máfia
Magazine	Revista
Magenta	Magenta
Maghreb	Magrebe
Magic (paranormal)	Magia
Magic square	Quadrado mágico
Maginot Line	Linha Maginot
Magma	Magma
Magna Carta	Magna Carta
Magnesium	Magnésio
Magnet	Íman
Magnetic field	Campo magnético
Magnetism	Magnetismo
Magnetism	Categoria:Magnetismo
Magnetite	Magnetita
Magnifying glass	Lupa
Magnoliopsida	Categoria:Magnoliopsida
Maharashtra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Mahayana	Maaiana
Mail	Correio
Maimonides	Rambam
Main	Rio Meno
Main	Predefinição:Principal
Maine	Maine
Maine	Categoria:Maine
Mainframe computer	Mainframe
Maitreya	Maitreya
Maize	Milho
Major	Major
Major scale	Escala maior
Majorca	Maiorca
Makalu	Makalu
Malabo	Malabo
Malachite	Malaquita
Malacostraca	Malacostraca
Malaria	Malária
Malawi	Categoria:Malawi
Malay Peninsula	Península da Malásia
Malayan Tapir	Tapirus indicus
Malaysia	Malásia
Malaysia	Categoria:Malásia
Malcolm X	Malcolm X
Maldives	Maldivas
Maldives	Categoria:Maldivas
Mali	Mali
Mali	Categoria:Mali
Mallard	Pato-real
Malta	Malta
Malta	Categoria:Malta
Maltese language	Língua maltesa
Maltose	Maltose
Malvaceae	Malvaceae
Mammal	Mamíferos
Mammoth	Mamute
Management	Administração
Managua	Manágua
Manama	Manama
Manatee	Peixe-boi
Manchester	Manchester
Manchuria	Manchúria
Mandala	Mandala (símbolo)
Mandarin (linguistics)	Língua mandarim
Mandelbrot set	Conjunto de Mandelbrot
Manganese	Manganês
Mango	Mangifera
Mangrove	Manguezal
Manhattan	Manhattan
Manhattan Project	Projecto Manhattan
Manichaeism	Maniqueísmo
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Mannerism	Maneirismo
Mannheim	Mannheim
Mantle (geology)	Manto
Mantra	Mantra
Mantua	Mântua
Manuel de Falla	Manuel de Falla
Manuscript	Manuscrito
Mao Zedong	Mao Tse-tung
Maoism	Maoísmo
Map	Mapa
Maple	Bordo
Maputo	Maputo
Marathon	Maratona
Marble	Mármore
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
March	Março
March 17	17 de Março
March 19	19 de Março
March 2	2 de Março
March 25	25 de Março
Marche	Marcas
Marco Polo	Marco Polo
Marcus Aurelius	Marco Aurélio
Marcus Junius Brutus	Marco Júnio Bruto
Marcus Vipsanius Agrippa	Marco Vipsânio Agripa
Marduk	Marduque
Margaret Mead	Margaret Mead
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Mariana Islands	Ilhas Marianas
Marie Antoinette	Maria Antonieta
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Mark Antony	Marco António
Mark Twain	Mark Twain
Market	Mercado
Marketing	Marketing
Marketing	Categoria:Marketing
Markup language	Linguagem de marcação
Marlene Dietrich	Marlene Dietrich
Marquis de Sade	Marquês de Sade
Marrakech	Marrakech
Marriage	Casamento
Mars	Categoria:Marte
Mars (disambiguation)	Marte
Mars (mythology)	Marte (mitologia)
Marseille	Marselha
Marshall Islands	Ilhas Marshall
Marshall Islands	Categoria:Ilhas Marshall
Marshall Plan	Plano Marshall
Marsupial	Marsupiais
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martin Luther	Martinho Lutero
Martin Luther King	Martin Luther King Jr.
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martina Navratilova	Martina Navratilova
Martinique	Martinica
Martyr	Mártir
Marx Brothers	Irmãos Marx
Marxism	Marxismo
Marxism	Categoria:Marxismo
Mary (mother of Jesus)	Maria, mãe de Jesus
Mary Magdalene	Maria Madalena
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Maryland	Categoria:Maryland
Maseru	Maseru
Mashhad	Meshed
Mass	Massa
Mass (liturgy)	Missa
Mass number	Número de massa
Massachusetts	Massachusetts
Massachusetts	Categoria:Massachusetts
Massachusetts Institute of Technology	Instituto Tecnológico de Massachusetts
Masturbation	Masturbação
Mata Hari	Mata Hari
Match	Palito de fósforo
Materialism	Materialismo
Mathematical logic	Categoria:Lógica matemática
Mathematical proof	Prova matemática
Mathematics	Matemática
Mathematics	Categoria:Matemática
Mathematics	Portal:Matemática
Matrix (mathematics)	Matriz (matemática)
Matter	Matéria
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Maundy Thursday	Quinta-Feira Santa
Maurice Ravel	Maurice Ravel
Mauritania	Mauritânia
Mauritania	Categoria:Mauritânia
Mauritius	Maurícia
Mauritius	Categoria:Maurícia
Max Born	Max Born
Max Bruch	Max Bruch
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximian	Maximiano
Maxwell's equations	Equações de Maxwell
May	Maio
May 1	1 de Maio
May 24	24 de Maio
Mayenne	Mayenne (departamento)
Mayfly	Ephemeroptera
Mayonnaise	Maionese
Mayor	Prefeito
Mbabane	Mbabane
McCarthyism	Macartismo
Mead	Hidromel
Measles	Sarampo
Measure (mathematics)	Medida (matemática)
Measurement	Categoria:Metrologia
Measurement	Medição
Meat	Carne
Mecca	Meca
Mechanical engineering	Engenharia mecânica
Mechanical engineering	Categoria:Engenharia mecânica
Mechanics	Categoria:Mecânica
Mechanics	Mecânica
Medea	Medéia
Median	Mediana (estatística)
Medication	Medicamento
Medici	Família Médici
Medicine	Medicina
Medicine	Categoria:Medicina
Medina	Medina
Meditation	Meditação
Mediterranean	Categoria:Mediterrâneo
Mediterranean Sea	Mar Mediterrâneo
Medusa	Medusa (mitologia)
Meerkat	Suricata
Megabyte	Megabyte
Meiosis	Meiose
Meister Eckhart	Mestre Eckhart
Meitnerium	Meitnério
Mekong	Rio Mekong
Mel Gibson	Mel Gibson
Melanesia	Melanésia
Melody	Melodia
Melpomene	Melpômene
Melting	Fusão
Melting point	Ponto de fusão
Meme	Meme
Memory	Memória
Memphis	Memphis
Memphis	Mênfis
Menachem Begin	Menachem Begin
Mendelevium	Mendelévio
Menelaus	Menelau
Meningitis	Meningite
Mensa (constellation)	Mensa
Menstrual cycle	Ciclo menstrual
Menstruation	Menstruação
Mental disorder	Doença mental
Mentha	Mentha
Mercantilism	Mercantilismo
Mercenary	Mercenário
Mercury	Mercúrio
Mercury (element)	Mercúrio (elemento químico)
Mercury (mythology)	Mercúrio (mitologia)
Mercury (planet)	Mercúrio (planeta)
Meridian (geography)	Meridiano
Meritocracy	Meritocracia
Mermaid	Sereia
Merovingian	Merovíngios
Meryl Streep	Meryl Streep
Mescaline	Mescalina
Mesolithic	Mesolítico
Meson	Méson
Mesopotamia	Mesopotâmia
Mesopotamia	Categoria:Mesopotâmia
Mesosphere	Mesosfera
Mesozoic	Mesozóico
Messenger RNA	ARN mensageiro
Messiah	Messias
Messina	Messina
Metabolism	Metabolismo
Metadata	Metadados
Metal	Metal
Metalloid	Semimetal
Metallurgy	Metalurgia
Metallurgy	Categoria:Metalurgia
Metamorphic rock	Rocha metamórfica
Metaphor	Metáfora
Metaphysics	Metafísica
Metaphysics	Categoria:Metafísica
Metastasis	Metástase
Meteor shower	Chuva de meteoros
Meteorite	Meteorito
Meteoroid	Meteoróide
Meteorology	Categoria:Meteorologia
Meteorology	Meteorologia
Methadone	Metadona
Methamphetamine	Metanfetamina
Methanol	Metanol
Methionine	Metionina
Methodism	Igreja Metodista
Methylenedioxymethamphetamine	Metilenodioximetanfetamina
Metis (moon)	Métis (satélite)
Metonymy	Metonímia
Metre	Metro
Metric space	Espaço métrico
Meuse	Meuse (departamento)
Meuse River	Rio Mosa
Mexico	México
Mexico	Categoria:México
Mexico City	Cidade do México
Miami	Miami
Mica	Mica
Michael (archangel)	Miguel (arcanjo)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo	Michelangelo Buonarroti
Michigan	Michigan
Michigan	Categoria:Michigan
Mick Jagger	Mick Jagger
Mickey Mouse	Mickey Mouse
Microbiology	Microbiologia
Microbiology	Categoria:Microbiologia
Microeconomics	Microeconomia
Microeconomics	Categoria:Microeconomia
Micronesia	Micronésia
Microorganism	Microorganismo
Microphone	Microfone
Microprocessor	Microprocessador
Microscope	Microscópio
Microscopium	Microscopium
Microwave	Microondas
Microwave oven	Forno microondas
Middle Ages	Idade Média
Middle Ages	Categoria:Idade Média
Middle East	Médio Oriente
Middle East	Categoria:Oriente Médio
Midnight sun	Sol da meia-noite
Migraine	Enxaqueca
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Mikhail Bakunin	Mikhail Aleksandrovitch Bakunin
Mikhail Glinka	Mikhail Glinka
Mikhail Gorbachev	Mikhail Gorbachev
Milan	Milão
Mile	Milha
Miles Davis	Miles Davis
Military	Categoria:Tópicos militares
Milk	Leite
Milky Way	Via Láctea
Millard Fillmore	Millard Fillmore
Millennium	Milênio
Millimetre	Milímetro
Million	Milhão
Millipede	Diplópode
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minaret	Minarete
Mindanao	Mindanau
Mineral	Mineral
Mineral water	Água mineral
Mineralogy	Mineralogia
Mineralogy	Categoria:Mineralogia
Minerva	Minerva
Ming Dynasty	Dinastia Ming
Minimalism	Minimalismo
Mining	Mineração
Minister (government)	Ministro
Minneapolis	Minneapolis
Minnesota	Minnesota
Minnesota	Categoria:Minnesota
Minoan civilization	Civilização minóica
Minor scale	Escala menor
Minos	Minos
Minotaur	Minotauro
Minsk	Minsk
Minute	Minuto
Miocene	Mioceno
Miracle	Milagre
Mirror	Espelho
Mishnah	Mixná
Mississippi	Categoria:Mississippi
Mississippi River	Rio Mississippi
Missouri	Missouri
Missouri	Categoria:Missouri
Missouri River	Rio Missouri
Mitochondrion	Mitocôndria
Mnemosyne	Mnemosine
Mobile phone	Telefone celular
Modem	Modem
Modernism	Modernismo
Modest Mussorgsky	Modest Mussorgsky
Modulation	Modulação
Mogadishu	Mogadíscio
Moirae	Moiras
Mold	Bolor
Moldova	Moldávia
Moldova	Categoria:Moldávia
Mole (unit)	Mol
Molecular biology	Biologia Molecular
Molecular biology	Categoria:Biologia molecular
Molecule	Molécula
Molise	Molise
Mollusca	Moluscos
Molotov cocktail	Coquetel molotov
Molybdenum	Molibdênio
Mombasa	Mombaça (Quênia)
Momentum	Quantidade de movimento linear
Monaco	Mónaco
Monaco	Categoria:Mónaco
Monarch	Monarca
Monarchy	Monarca
Monarchy	Categoria:Monarquia
Monastery	Convento
Monday	Segunda-feira
Money	Dinheiro
Mongolia	Mongólia
Mongolia	Categoria:Mongólia
Mongoose	Herpestidae
Monica Seles	Monica Seles
Monism	Monismo
Monocotyledon	Monocotiledónea
Monomer	Monômero
Monopoly	Monopólio
Monopoly (game)	Monopólio (jogo)
Monosaccharide	Monossacarídeo
Monosodium glutamate	Glutamato monossódico
Monotheism	Monoteísmo
Monotreme	Monotremata
Monroe Doctrine	Doutrina Monroe
Monrovia	Monróvia
Mons	Mons
Monsoon	Monção
Mont Blanc	Monte Branco
Montana	Montana
Montana	Categoria:Montana
Monte Carlo	Monte Carlo
Montenegro	Montenegro
Montenegro	Categoria:Montenegro
Monterrey	Monterrei
Montevideo	Montevidéu
Montgomery	Montgomery (Alabama)
Month	Mês
Montpelier	Montpelier (Vermont)
Montreal	Montreal
Montserrat	Montserrat
Moon	Lua
Moose	Alce
Morality	Moralidade
Moravia	Morávia
Morocco	Marrocos
Morocco	Categoria:Marrocos
Morpheme	Morfema
Morphine	Morfina
Morphology	Morfologia
Morphology (linguistics)	Morfologia (lingüística)
Morse code	Código Morse
Mortar (weapon)	Morteiro
Mosaic	Mosaico
Moscow	Moscovo
Moscow	Categoria:Moscou
Moselle	Mosela
Moses	Moisés
Moshe Dayan	Moshe Dayan
Mosque	Mesquita
Mosquito	Mosquito
Moss	Musgos
Mossad	Mossad
Mosul	Mossul
Motet	Moteto
Mother	Mãe
Mother Teresa	Madre Teresa de Calcutá
Mother's Day	Dia das Mães
Motion (physics)	Movimento
Motorcycle	Motocicleta
Motto	Lema
Mount Ararat	Monte Ararat
Mount Athos	Monte Atos
Mount Etna	Etna
Mount Everest	Monte Everest
Mount Fuji	Monte Fuji
Mount Kilimanjaro	Kilimanjaro
Mount McKinley	Monte McKinley
Mount Olympus	Monte Olimpo
Mount Pinatubo	Pinatubo
Mount Rushmore	Monte Rushmore
Mount St. Helens	Monte Santa Helena
Mount Vesuvius	Vesúvio
Mountain	Montanha
Mountain bike	Mountain bike
Mountain pass	Passo de montanha
Mountain range	Cordilheira
Mouse	Mus
Mouse (computing)	Rato (informática)
Mozambique	Moçambique
Mozambique	Categoria:Moçambique
Mu (letter)	Μ
Muezzin	Almuadem
Muhammad	Maomé
Muhammad Ali	Muhammad Ali
Mulberry	Morus
Mule	Mula
Multimedia	Multimédia
Multiple sclerosis	Esclerose múltipla
Multiplication	Multiplicação
Mumbai	Bombaim
Mummy	Múmia
Munich	Munique
Municipality	Município
Muon	Muão
Murmansk	Murmansk
Murphy's law	Lei de Murphy
Murray Gell-Mann	Murray Gell-Mann
Musa (genus)	Bananeira
Musca	Musca
Muscat	Mascate
Muscle	Músculo
Muse	Musas
Museum	Museu
Mushroom	Cogumelo
Music	Música
Music	Categoria:Música
Musical Instrument Digital Interface	MIDI
Musical instrument	Instrumento musical
Musical scale	Escala musical
Musician	Músico
Musicology	Musicologia
Musket	Mosquete
Mustelidae	Mustelídeos
Mutation	Mutação
Mute Swan	Cisne-branco
Myanmar	Categoria:Myanmar
Mycenae	Micenas
Mycology	Micologia
Mycology	Categoria:Micologia
Myocardial infarction	Infarto agudo do miocárdio
Myopia	Miopia
Myriapoda	Myriapoda
Mysticism	Misticismo
Myth	Mito
Mythology	Mitologia
Mythology	Categoria:Mitologia
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
NATO	Organização do Tratado do Atlântico Norte
NATO	Categoria:OTAN
Nadine Gordimer	Nadine Gordimer
Nadir	Nadir
Nagasaki	Nagasaki (cidade)
Nagoya	Nagoya
Nahuatl	Língua náuatle
Nail (anatomy)	Unha
Nail (fastener)	Prego
Nairobi	Nairobi
Namib Desert	Deserto do Namibe
Namibia	Namíbia
Namibia	Categoria:Namíbia
Namur (city)	Namur
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanjing	Nanquim
Nanotechnology	Nanotecnologia
Nantes	Nantes
Napalm	Napalm
Naples	Nápoles
Napoleonic Wars	Guerras Napoleónicas
Narcissus (mythology)	Narciso
Nashville	Nashville (Tennessee)
Nassau	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Nation	Nação
National Security Agency	NSA
National anthem	Hino nacional
National park	Parque Nacional
Nationalism	Nacionalismo
Nationalism	Categoria:Nacionalismo
Natural gas	Gás natural
Natural language processing	Processamento de linguagem natural
Natural number	Número natural
Natural science	Ciências naturais
Natural selection	Seleção natural
Nature	Natureza
Nature	Categoria:Natureza
Naturism	Naturismo
Nauru	Nauru
Nauru	Categoria:Nauru
Nautical mile	Milha náutica
Navigation	Categoria:Navegação
Navigation	Navegação
Navy	Marinha
Nazareth	Nazaré (Israel)
Nazi Germany	Alemanha Nazi
Nazi Party	Partido Nacional Socialista Alemão dos Trabalhadores
Nazism	Categoria:Nazismo
Neanderthal	Neandertal
Nebraska	Nebraska
Nebraska	Categoria:Nebraska
Nebuchadrezzar II	Nabucodonosor II
Nebula	Nebulosa
Neckar	Rio Neckar
Necktie	Gravata
Nefertiti	Nefertiti
Negev	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Nematoda
Nemean Lion	Leão da Neméia
Nemesis (mythology)	Nêmesis (mitologia)
Neodymium	Neodímio
Neolithic	Neolítico
Neologism	Neologismo
Neon	Néon
Neoplatonism	Neoplatonismo
Nepal	Nepal
Nepal	Categoria:Nepal
Nephthys	Néftis
Neptune	Neptuno (planeta)
Neptunium	Neptúnio
Nereid (moon)	Nereida (satélite)
Nero	Nero
Nerva	Nerva
Nervous system	Sistema nervoso
Nervous system	Categoria:Sistema nervoso
Nest	Ninho
Nestorianism	Nestorianismo
Netherlands	Países Baixos
Netherlands	Categoria:Países Baixos
Netherlands Antilles	Antilhas Neerlandesas
Network topology	Topologia de rede
Neurology	Neurologia
Neurology	Categoria:Neurologia
Neuron	Neurónio
Neurotransmitter	Neurotransmissor
Neutrino	Neutrino
Neutron	Nêutron
Neutron star	Estrela de nêutrons
Neva River	Rio Neva
Nevada	Nevada
Nevada	Categoria:Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	Nova Brunswick
New Caledonia	Nova Caledónia
New Delhi	Nova Deli
New England	Nova Inglaterra
New Guinea	Nova Guiné
New Hampshire	Nova Hampshire
New Hampshire	Categoria:Nova Hampshire
New Jersey	Nova Jérsei
New Jersey	Categoria:Nova Jérsei
New Mexico	Novo México
New Mexico	Categoria:Novo México
New Orleans	Nova Orleães
New South Wales	Nova Gales do Sul (Estado australiano)
New Testament	Novo Testamento
New World	Novo Mundo
New Year	Ano-Novo
New York	Nova Iorque (estado)
New York	Categoria:Estado de Nova Iorque
New York (disambiguation)	Nova Iorque (desambiguação)
New York City	Nova Iorque
New York City	Categoria:Nova Iorque
New York Stock Exchange	New York Stock Exchange
New Zealand	Nova Zelândia
New Zealand	Categoria:Nova Zelândia
Newark	Newark
Newfoundland (island)	Terra Nova
Newfoundland and Labrador	Terra Nova e Labrador
Newport	Newport (País de Gales)
Newton	Newton
Niacin	Niacina
Niagara Falls	Cataratas do Niágara
Niamey	Niamey
Nicaragua	Nicarágua
Nicaragua	Categoria:Nicarágua
Nice	Nice
Nicene Creed	Credo Niceno-Constantinopolitano
Nicholas	Casa de Petrović Njegoš
Nickel	Níquel
Nicolas Poussin	Nicolas Poussin
Nicolaus Copernicus	Nicolau Copérnico
Nicosia	Nicósia
Nicotine	Nicotina
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Níger
Niger	Categoria:Níger
Niger River	Rio Níger
Nigeria	Nigéria
Nigeria	Categoria:Nigéria
Night	Noite
Nightingale	Rouxinol
Nihilism	Niilismo
Nijmegen	Noviomago
Nike	Nike Inc.
Nike (mythology)	Niké
Nikita Khrushchev	Nikita Khrushchov
Nikola Tesla	Nikola Tesla
Nile	Rio Nilo
Nile crocodile	Crocodilo-do-nilo
Nineveh	Nínive
Ninja	Ninja
Niobium	Nióbio
Nirvana	Nirvana
Nitric acid	Ácido nítrico
Nitrogen	Nitrogénio
Nitroglycerin	Nitroglicerina
Nix (moon)	Nix (satélite)
Njord	Njord
Noah	Noé
Noam Chomsky	Noam Chomsky
Nobel Prize	Prémio Nobel
Nobel Prize	Categoria:Prémio Nobel
Nobelium	Nobélio
Nobility	Nobreza
Nobility	Categoria:Nobreza
Noble gas	Gás nobre
Nomad	Povo nômade
Nominative case	Caso nominativo
Nonmetal	Não-metal
Norfolk	Norfolk (Inglaterra)
Norfolk Island	Ilha Norfolk
Norma (constellation)	Norma (constelação)
Normal distribution	Distribuição normal
Norman Mailer	Norman Mailer
Normandy	Normandia
Norn	Nornas
Norse mythology	Mitologia nórdica
Norse mythology	Categoria:Mitologia nórdica
North	Norte
North Africa	Norte de África
North America	América do Norte
North America	Categoria:América do Norte
North Carolina	Carolina do Norte
North Carolina	Categoria:Carolina do Norte
North Dakota	Dacota do Norte
North Dakota	Categoria:Dakota do Norte
North Island	Ilha Norte
North Korea	Coreia do Norte
North Korea	Categoria:Coreia do Norte
North Pole	Pólo Norte
North Sea	Mar do Norte
North Yorkshire	North Yorkshire
Northern Europe	Europa setentrional
Northern Hemisphere	Hemisfério norte
Northern Ireland	Irlanda do Norte
Northern Ireland	Categoria:Irlanda do Norte
Northern Mariana Islands	Marianas Setentrionais
Northern Territory	Território do Norte
Northern pike	Esox lucius
Northwest Territories	Territórios do Noroeste
Norway	Noruega
Norway	Categoria:Noruega
Norwegian Sea	Mar da Noruega
Norwegian krone	Coroa norueguesa
Nose	Nariz
Nostradamus	Nostradamus
Note	Nota
Nouakchott	Nouakchott
Noun	Substantivo
Nova Scotia	Nova Escócia
Novaya Zemlya	Nova Zembla
Novel	Romance
November	Novembro
November 1	1 de Novembro
November 11	11 de Novembro
November 2	2 de Novembro
November 5	5 de Novembro
Novial	Novial
Novosibirsk	Novosibirsk
Nu (letter)	Ν
Nuclear fission	Fissão nuclear
Nuclear fusion	Fusão nuclear
Nuclear physics	Física nuclear
Nuclear physics	Categoria:Física nuclear
Nuclear power	Energia nuclear
Nuclear weapon	Bomba atômica
Nucleic acid	Ácido nucleico
Nucleon	Nucleon
Nucleotide	Nucleótido
Number	Número
Numbers	Categoria:Números
Numidia	Numídia
Numismatics	Numismática
Numismatics	Categoria:Numismática
Nunavut	Nunavut
Nuremberg	Nuremberga
Nut (fruit)	Noz
Nutmeg	Noz-moscada
Nutrition	Categoria:Nutrição
Nymph	Ninfa (mitologia)
Nymphaeaceae	Nymphaeaceae
Nyx (mythology)	Nix
O	O
OPEC	Organização dos Países Exportadores de Petróleo
Oahu	Oahu
Oak	Carvalho
Oakland	Oakland (Califórnia)
Oasis	Oásis
Oat	Aveia
Oaxaca	Oaxaca
Ob River	Rio Ob
Obelisk	Obelisco
Obesity	Obesidade
Object-oriented programming	Orientação a objeto
Oboe	Oboé
Observatory	Observatório
Obsidian	Obsidiana
Occam's razor	Navalha de Occam
Ocean	Oceano
Ocean current	Corrente oceânica
Oceania	Oceania
Oceania	Categoria:Oceania
Oceanid	Oceânides
Oceanography	Oceanografia
Oceanography	Categoria:Oceanografia
Oceanus	Oceano (mitologia)
Octal	Sistema octal
Octans	Octans
Octave	Oitava
October	Outubro
October 12	12 de Outubro
October 24	24 de Outubro
October Revolution	Revolução de Outubro
Octopus	Polvo
Ode	Ode
Oder River	Rio Oder
Odessa	Odessa
Odin	Odin
Odonata	Odonata
Odysseus	Odisseu
Odyssey	Odisséia
Oedipus	Édipo
