English	Estonian
Maundy Thursday	Suur neljapäev
Maurice Ravel	Maurice Ravel
Mauritania	Mauritaania
Mauritius	Mauritius
Mauritius	Kategooria:Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Planck	Max Planck
Max Weber	Max Weber
Maximian	Maximianus
May	Mai
May 1	1. mai
May 24	24. mai
Mayfly	Ühepäevikulised
Mbabane	Mbabane
Measles	Leetrid
Mecca	Meka
Mechanical engineering	Masinaehitus
Mechanics	Mehaanika
Median	Mediaan
Medici	Medici
Medicine	Meditsiin
Medicine	Kategooria:Meditsiin
Medina	Mediina
Meditation	Meditatsioon
Mediterranean	Kategooria:Vahemeri
Mediterranean Sea	Vahemeri
Megabyte	Megabait
Meiosis	Meioos
Meister Eckhart	Meister Eckhart
Meitnerium	Meitneerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesia	Melaneesia
Melody	Meloodia
Melting	Sulamine
Melting point	Sulamistemperatuur
Meme	Meem
Memory	Mälu
Memphis	Memphis (Tennessee)
Mendelevium	Mendeleevium
Menelaus	Menelaos
Mental disorder	Psüühika- ja käitumishäired
Mercantilism	Merkantilism
Mercury (element)	Elavhõbe
Mercury (mythology)	Mercurius
Mercury (planet)	Merkuur
Meridian (geography)	Meridiaan
Meritocracy	Meritokraatia
Merovingian	Merovingid
Meryl Streep	Meryl Streep
Mesolithic	Mesoliitikum
Mesopotamia	Mesopotaamia
Mesozoic	Mesosoikum
Messenger RNA	Informatsiooni-RNA
Metabolism	Metabolism
Metadata	Metaandmed
Metal	Metallid
Metallic bond	Metalliline side
Metalloid	Poolmetallid
Metallurgy	Metallurgia
Metamorphic rock	Moondekivim
Metaphor	Metafoor
Metaphysics	Metafüüsika
Meteorite	Meteoriit
Meteoroid	Meteoorkeha
Meteorology	Kategooria:Meteoroloogia
Meteorology	Meteoroloogia
Methadone	Metadoon
Methanol	Metanool
Methodism	Metodism
Metre	Meeter
Metric space	Meetriline ruum
Mexico	Mehhiko
Mexico	Kategooria:Mehhiko
Mexico City	México
Miami	Miami
Mica	Vilgud
Michael Faraday	Michael Faraday
Michelangelo	Michelangelo
Michigan	Michigan
Michigan	Kategooria:Michigan
Mickey Mouse	Miki Hiir
Microeconomics	Mikroökonoomika
Micronesia	Mikroneesia
Microorganism	Mikroorganismid
Microphone	Mikrofon
Middle Ages	Keskaeg
Middle East	Lähis-Ida
Midnight sun	Polaarpäev
Migraine	Migreen
Miguel de Cervantes	Miguel de Cervantes Saavedra
Mike Tyson	Mike Tyson
Mikhail Bakunin	Mihhail Bakunin
Mikhail Glinka	Mihhail Glinka
Mikhail Gorbachev	Mihhail Gorbatšov
Milan	Milano
Mile	Miil
Miles Davis	Miles Davis
Military rank	Sõjaväeline auaste
Milk	Piim
Milky Way	Linnutee
Millard Fillmore	Millard Fillmore
Millimetre	Millimeeter
Million	Miljon
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minaret	Minarett
Mindanao	Mindanao
Mineral	Mineraal
Mineral water	Mineraalvesi
Mineralogy	Mineraloogia
Mineralogy	Kategooria:Mineraloogia
Ming Dynasty	Mingi dünastia
Minimalism	Minimalism
Minnesota	Minnesota
Minnesota	Kategooria:Minnesota
Minor scale	Minoor
Minsk	Minsk
Minute	Minut
Miocene	Miotseen
Miracle	Ime
Mississippi	Kategooria:Mississippi
Mississippi River	Mississippi
Missouri	Missouri osariik
Missouri	Kategooria:Missouri
Missouri River	Missouri
Mitochondrion	Mitokonder
Mobile phone	Mobiiltelefon
Modem	Modem
Modernism	Modernism
Modest Mussorgsky	Modest Mussorgski
Mogadishu	Muqdisho
Moirae	Moirad
Moldova	Moldova Vabariik
Moldova	Kategooria:Moldova Vabariik
Mole (unit)	Mool
Molecular biology	Molekulaarbioloogia
Molecule	Molekul
Molise	Molise
Mollusca	Limused
Molybdenum	Molübdeen
Mombasa	Mombasa
Momentum	Impulss
Monaco	Monaco
Monaco	Kategooria:Monaco
Monarch	Monarh
Monarchy	Monarhia
Monastery	Klooster
Monday	Esmaspäev
Money	Raha
Mongolia	Mongoolia
Mongolia	Kategooria:Mongoolia
Monica Seles	Monica Seles
Monocotyledon	Üheidulehelised
Monomer	Monomeer
Monopoly	Monopol
Monosaccharide	Monosahhariidid
Monotheism	Monoteism
Monrovia	Monrovia
Monsoon	Mussoon
Mont Blanc	Mont Blanc
Montana	Montana
Montana	Kategooria:Montana
Montenegro	Montenegro
Montenegro	Kategooria:Montenegro
Montevideo	Montevideo
Montgomery	Montgomery
Montpelier	Montpelier
Montreal	Montréal
Montserrat	Montserrat
Moon	Kuu
Moose	Põder
Morality	Moraal
Moravia	Morava
Morocco	Maroko
Morocco	Kategooria:Maroko
Morpheme	Morfeem
Morphology	Morfoloogia (täpsustus)
Morphology (linguistics)	Morfoloogia
Morse code	Morsetähestik
Moscow	Moskva
Moscow	Kategooria:Moskva
Moses	Mooses
Mosque	Mošee
Mosquito	Pistesääsklased
Moss	Lehtsammaltaimed
Mossad	Mossad
Mosul	Mosul
Mother	Ema
Mother Teresa	Ema Teresa
Mother's Day	Emadepäev
Motion (physics)	Liikumine
Motorcycle	Mootorratas
Motto	Tunnuslause
Mount Ararat	Ararat
Mount Etna	Etna
Mount Everest	Džomolungma
Mount Fuji	Fuji
Mount Kilimanjaro	Kilimanjaro
Mount McKinley	Mount McKinley
Mount Olympus	Olümpos
Mount Pinatubo	Pinatubo
Mount St. Helens	Saint Helens
Mount Vesuvius	Vesuuv
Mountain	Mägi
Mountain pass	Mäekuru
Mountain range	Mäestik
Mouse	Hiir
Mouse (computing)	Arvutihiir
Mozambique	Mosambiik
Mozambique	Kategooria:Mosambiik
Muhammad	Muḩammad
Multiple sclerosis	Multiipelskleroos
Mumbai	Mumbai
Munich	München
Municipality	Vald
Murmansk	Murmansk
Musa (genus)	Banaan (perekond)
Musca	Kärbes (tähtkuju)
Muscat	Masqaţ
Muse	Muusad
Museum	Muuseum
Music	Muusika
Music	Kategooria:Muusika
Musical Instrument Digital Interface	MIDI
Musical instrument	Muusikainstrument
Musical scale	Helirida
Musician	Muusik
Musicology	Muusikateadus
Mutation	Mutatsioon
Mute Swan	Kühmnokk-luik
Myanmar	Kategooria:Myanmar
Mycenae	Mükeene
Mycology	Mükoloogia
Myocardial infarction	Müokardi infarkt
Myriapoda	Hulkjalgsed
Mysticism	Müstika
Myth	Müüt
Mythology	Mütoloogia
N'Djamena	N'Djamena
NATO	NATO
Nadine Gordimer	Nadine Gordimer
Nagasaki	Nagasaki
Nagoya	Nagoya
Nail (anatomy)	Küüs
Nairobi	Nairobi
Namib Desert	Namibi kõrb
Namibia	Namiibia
Namibia	Kategooria:Namiibia
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanotechnology	Nanotehnoloogia
Nantes	Nantes
Naples	Napoli
Nashville	Nashville
National Security Agency	NSA
National anthem	Riigihümn
National park	Rahvuspark
Nationalism	Natsionalism
Natural gas	Maagaas
Natural number	Naturaalarv
Natural selection	Looduslik valik
Nature	Loodus
Nauru	Nauru
Nauru	Kategooria:Nauru
Nautical mile	Meremiil
Nazareth	Naatsaret
Nazi Germany	Kolmas Riik
Nazi Party	Natsionaalsotsialistlik Saksa Töölispartei
Neanderthal	Neandertallane
Nebraska	Nebraska
Nebraska	Kategooria:Nebraska
Nebuchadrezzar II	Nebukadnetsar II
Neckar	Neckar
Nefertiti	Nofretete
Negev	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Ümarussid
Nemean Lion	Nemea lõvi
Neodymium	Neodüüm
Neolithic	Neoliitikum
Neologism	Neologism
Neon	Neoon
Nepal	Nepal
Nepal	Kategooria:Nepal
Neptune	Neptuun
Neptunium	Neptuunium
Nero	Nero
Nerva	Nerva
Nervous system	Närvisüsteem
Nervous system	Kategooria:Närvisüsteem
Netherlands	Holland
Netherlands	Kategooria:Holland
Netherlands Antilles	Hollandi Antillid
Neuron	Neuron
Neutrino	Neutriinod
Neutron	Neutron
Neutron star	Neutrontäht
Neva River	Neeva
Nevada	Nevada
Nevada	Kategooria:Nevada
New Brunswick	New Brunswick
New Caledonia	Uus-Kaledoonia
New Delhi	New Delhi
New Guinea	Uus-Guinea
New Hampshire	New Hampshire
New Hampshire	Kategooria:New Hampshire
New Jersey	New Jersey osariik
New Jersey	Kategooria:New Jersey
New Mexico	New Mexico
New Mexico	Kategooria:New Mexico
New Orleans	New Orleans
New South Wales	Uus-Lõuna-Wales
New Testament	Uus Testament
New Year	Näärid
New York	New Yorgi osariik
New York	Kategooria:New Yorgi osariik
New York City	New York
New York City	Kategooria:New York
New Zealand	Uus-Meremaa
New Zealand	Kategooria:Uus-Meremaa
Newark	Newark
Newfoundland (island)	Newfoundland
Newfoundland and Labrador	Newfoundland ja Labrador
Newport	Newport
Newton	Njuuton
Niacin	Niatsiin
Niagara Falls	Niagara juga
Niamey	Niamey
Nicaragua	Nicaragua
Nicaragua	Kategooria:Nicaragua
Nice	Nice
Nicene Creed	Nikaia usutunnistus
Nicholas	Nikola Petrović-Njegoš
Nickel	Nikkel
Nicolaus Copernicus	Mikołaj Kopernik
Nicosia	Nikosia
Nicotine	Nikotiin
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Niger River	Nigeri jõgi
Nigeria	Nigeeria
Nigeria	Kategooria:Nigeeria
Nihilism	Nihilism
Nikita Khrushchev	Nikita Hruštšov
Nikola Tesla	Nikola Tesla
Nile	Niilus
Niobium	Nioobium
Nirvana	Nirvaana
Nitric acid	Lämmastikhape
Nitrogen	Lämmastik
Njord	Njördr
Noah	Noa
Noam Chomsky	Noam Chomsky
Nobel Prize	Nobeli auhind
Nobelium	Nobeelium
Nobility	Aadel
Nobility	Kategooria:Aadel
Noble gas	Väärisgaasid
Nonmetal	Mittemetallid
Norfolk	Norfolk
Norfolk Island	Norfolki saar
Norman Mailer	Norman Mailer
Normandy	Normandia
Norse mythology	Skandinaavia mütoloogia
North	Põhi
North Africa	Põhja-Aafrika
North America	Põhja-Ameerika manner
North America	Kategooria:Põhja-Ameerika
North Carolina	Põhja-Carolina
North Carolina	Kategooria:Põhja-Carolina
North Dakota	Põhja-Dakota
North Dakota	Kategooria:Põhja-Dakota
North Korea	Põhja-Korea
North Korea	Kategooria:Põhja-Korea
North Pole	Põhjapoolus
North Sea	Põhjameri
North Yorkshire	Põhja-Yorkshire
Northern Europe	Põhja-Euroopa
Northern Hemisphere	Põhjapoolkera
Northern Ireland	Põhja-Iirimaa
Northern Mariana Islands	Põhja-Mariaanid
Northern Territory	Põhjaterritoorium
Northern pike	Haug
Northwest Territories	Loodealad
Norway	Norra
Norway	Kategooria:Norra
Norwegian Sea	Norra meri
Norwegian krone	Norra kroon
Nose	Nina
Nostradamus	Nostradamus
Note	Noot (muusika)
Nouakchott	Nouakchott
Nova Scotia	Nova Scotia
Novaya Zemlya	Novaja Zemlja
Novel	Romaan
November	November
November 1	1. november
November 11	11. november
November 2	2. november
November 5	5. november
Novial	Noviaal
Novosibirsk	Novosibirsk
Nuclear physics	Tuumafüüsika
Nuclear power	Tuumaenergia
Number	Arv
Numidia	Numiidia
Numismatics	Numismaatika
Numismatics	Kategooria:Numismaatika
Nunavut	Nunavut
Nuremberg	Nürnberg
OPEC	OPEC
Oahu	O'ahu
Oakland	Oakland
Oasis	Oaas
Oaxaca	Oaxaca osariik
Ob River	Ob
Obesity	Rasvumus
Oboe	Oboe
Obsidian	Obsidiaan
Occam's razor	Ockhami habemenuga
Ocean	Ookean
Ocean current	Hoovus
Oceania	Okeaania
Oceania	Kategooria:Okeaania
Oceanography	Okeanograafia
Oceanography	Kategooria:Okeanograafia
Oceanus	Okeanos
Octave	Oktaav
October	Oktoober
October 12	12. oktoober
October 24	24. oktoober
October Revolution	Oktoobrirevolutsioon
Ode	Ood
Oder River	Odra
Odessa	Odessa
Odin	Odin
Odonata	Kiililised
Odysseus	Odysseus
Odyssey	Odüsseia
Oedipus	Oidipus
Ohio	Ohio
Ohio	Kategooria:Ohio
Ohm's law	Ohmi seadus
Oil painting	Õlimaal
Oklahoma	Oklahoma
Oklahoma	Kategooria:Oklahoma
Old Norse	Vanapõhja keel
Old Testament	Vana Testament
Oligarchy	Oligarhia
Oligocene	Oligotseen
Olive	Õlipuu
Olive oil	Oliiviõli
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivine	Oliviin
Olympia	Olympia
Olympia	Olümpia
Olympic Games	Nüüdisaegsed olümpiamängud
Olympics	Kategooria:Olümpiamängud
Omaha	Omaha
Oman	Omaan
Oman	Kategooria:Omaan
Omsk	Omsk
Onion	Sibul
Onomastics	Onomastika
Ontario	Ontario provints
Ontology	Ontoloogia
Oort cloud	Öpiku-Oorti pilv
Opal	Opaal
Opel	Opel
Opera	Ooper
Opera (Internet suite)	Opera
Operating system	Operatsioonisüsteem
Operetta	Operett
Opium	Oopium
Optics	Optika
Optics	Kategooria:Optika
Oral sex	Oraalseks
Orange (colour)	Oranž
Orange (fruit)	Apelsinipuu
Oratorio	Oratoorium
Orbit	Orbiit
Orchestra	Orkester
Orchidaceae	Käpalised
Order (biology)	Selts (bioloogia)
Order of Saint Benedict	Benediktlased
Ordovician	Ordoviitsium
Oregon	Oregon
Oregon	Kategooria:Oregon
Organ (anatomy)	Elund
Organ (music)	Orel
Organelle	Organell
Organic compound	Orgaaniline ühend
Organism	Organism
Organization	Organisatsioon
Orgasm	Orgasm
Origami	Origami
Origen	Origenes
Original sin	Pärispatt
Orinoco	Orinoco
Orissa	Orissa
Orlando	Orlando
Ornithology	Ornitoloogia
Orson Welles	Orson Welles
Osaka	Ōsaka
Oscar Wilde	Oscar Wilde
Oscillation	Võnkumine
Oslo	Oslo
Osmium	Osmium
Osteichthyes	Luukalad
Ostrava	Ostrava
Ottawa	Ottawa
Otto I	Otto I (Saksa-Rooma keiser)
Otto von Bismarck	Otto von Bismarck
Ovid	Ovidius
Oxidation state	Oksüdatsiooniaste
Oxide	Oksiidid
Oxygen	Hapnik
Oxymoron	Oksüümoron
Ozone	Osoon
Ozone layer	Osoonikiht
P	P
PH	Vesinikeksponent
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Vaikne ookean
Pacific Ocean	Kategooria:Vaikne ookean
Pacifism	Patsifism
Padua	Padova
Paganism	Paganlus
Pakistan	Pakistan
Pakistan	Kategooria:Pakistan
Palace of Versailles	Versailles' loss
Palau	Belau
Palau	Kategooria:Belau
Paleocene	Paleotseen
Paleolithic	Paleoliitikum
Paleontology	Paleontoloogia
Paleontology	Kategooria:Paleontoloogia
Paleozoic	Paleosoikum
Palermo	Palermo
Palestine	Kategooria:Palestiina
Palestinian National Authority	Palestiina
Palladium	Pallaadium
Pamir Mountains	Pamiir
Pan (mythology)	Paan
Panama	Panama
Panama Canal	Panama kanal
Panama City	Panamá
Pangaea	Pangaea
Pantheism	Panteism
Panthera	Panter
Papal States	Kirikuriik
Papua New Guinea	Paapua Uus-Guinea
Papyrus	Papüürus
Parabola	Parabool
Paracelsus	Paracelsus
Paraguay	Paraguay
Paraguay	Kategooria:Paraguay
Parallax	Parallaks
Paramaribo	Paramaribo
Paraphilia	Parafiilia
Parapsychology	Parapsühholoogia
Paris	Pariis
Paris	Kategooria:Pariis
Parkinson's disease	Parkinsoni tõbi
Parliament	Parlament
Parmenides	Parmenides
Parody	Paroodia
Parsec	Parsek
Pascal (programming language)	Pascal
Pascal (unit)	Paskal
Passeriformes	Kategooria:Värvulised
Passerine	Värvulised
Passport	Pass
Pasteurization	Pastöriseerimine
Patent	Patent
Patras	Pátra
Patriarch	Patriarh
Patrick White	Patrick White
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Paul McCartney	Paul McCartney
Paul the Apostle	Paulus
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Pauli printsiip
Pavo (constellation)	Paabulind (tähtkuju)
Pawn (chess)	Ettur
Pays de la Loire	Pays de la Loire
Peace	Rahu
Peace of Westphalia	Vestfaali rahu
Peanut	Maapähkel
Pear	Pirnipuu
Peat	Turvas
Pedagogy	Kasvatusteadus
Pedagogy	Kategooria:Kasvatusteadus
Pedophilia	Pedofiilia
Pedunculate Oak	Tamm
Peloponnese	Peloponnesos
Pencil	Pliiats
Peninsula	Poolsaar
Pennsylvania	Pennsylvania
Pennsylvania	Kategooria:Pennsylvania
Pentagram	Pentagramm
Pentecost	Nelipüha
Pentecostalism	Nelipühilased
People	Kategooria:Inimesed
People's Republic of China	Hiina
Pepin the Short	Pippin Lühike
Peptide	Peptiidid
Percentage	Protsent
Perception	Taju
Perciformes	Ahvenalised
Percussion instrument	Löökpillid
Percy Bysshe Shelley	Percy Shelley
Perestroika	Perestroika
Perfume	Parfüüm
Pericles	Perikles
Periodic table	Keemiliste elementide perioodilisussüsteem
Perm	Perm
Permafrost	Igikelts
Permian	Perm (geoloogia)
Pernambuco	Pernambuco
Perpetual motion	Igiliikur
Perseus	Perseus
Persian Gulf	Pärsia laht
Personal digital assistant	Pihuarvuti
Perth	Perth (Austraalia)
Peru	Peruu
Peru	Kategooria:Peruu
Peter Abelard	Pierre Abélard
Peter Paul Rubens	Peter Paul Rubens
Petrarch	Francesco Petrarca
Petroleum	Nafta
Petrology	Petroloogia
Phanerozoic	Fanerosoikum
Pharaoh	Vaarao
Pharmacology	Farmakoloogia
Phase (matter)	Faas (füüsikaline keemia)
Phenomenology	Fenomenoloogia
Phenotype	Fenotüüp
Philadelphia	Philadelphia
Philately	Filateelia
Philip II of Macedon	Philippos II
Philip II of Spain	Felipe II
Philippine Sea	Filipiini meri
Philippines	Filipiinid
Philippines	Kategooria:Filipiinid
Philology	Filoloogia
Philology	Kategooria:Filoloogia
Philosophy	Filosoofia
Philosophy	Kategooria:Filosoofia
Phnom Penh	Phnom Penh
Phobia	Foobia
Phoenicia	Foiniikia
Phoenix	Phoenix
Phonetics	Foneetika
Phonology	Fonoloogia
Phosphate	Fosfaadid
Phosphorus	Fosfor
Photography	Fotograafia
Photography	Kategooria:Fotograafia
Photon	Footon
Photosynthesis	Fotosüntees
Phylum	Hõimkond
Physician	Arst
Physics	Füüsika
Physics	Kategooria:Füüsika
Physiology	Füsioloogia
Physiology	Kategooria:Füsioloogia
Pi	Pii
Piano	Klaver
Picardie	Picardie
Pidgin	Pidžin
Piedmont	Piemonte
Pierre	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Pilsen	Plzeň
Pine	Mänd
Ping	Ping (programm)
Pisa	Pisa
Piston	Kolb
Pittsburgh	Pittsburgh
Pituitary gland	Ajuripats
Plane (mathematics)	Tasand
Planet	Planeet
Plankton	Plankton
Plant	Taimed
Plastid	Plastiidid
Plate tectonics	Laamtektoonika
Platinum	Plaatina
Plato	Platon
Platypus	Nokkloom
Playboy	Playboy
Pleiades (star cluster)	Plejaadid (hajusparv)
Pleistocene	Pleistotseen
Pliny the Younger	Plinius Noorem
Pliocene	Pliotseen
Plovdiv	Plovdiv
Pluto	Pluuto
Plutonium	Plutoonium
Plymouth	Plymouth
Po River	Po
Poaceae	Kõrrelised
Poetry	Poeesia
Point (geometry)	Punkt (matemaatika)
Poison	Mürk
Poitou-Charentes	Poitou-Charentes
Poker	Pokker
Poland	Poola
Poland	Kategooria:Poola
Polar bear	Jääkaru
Polaris	Põhjanael
Police	Politsei
Political party	Erakond
Political science	Politoloogia
Politician	Poliitik
Politics	Poliitika
Politics	Kategooria:Poliitika
Polo	Polo
Polonium	Poloonium
Polygamy	Polügaamia
Polygon	Hulknurk
Polyhedron	Hulktahukas
Polymer	Polümeerid
Polynesia	Polüneesia
Polytheism	Polüteism
Polyvinyl chloride	Polüvinüülkloriid
Pomelo	Pomelo
Pompeii	Pompei
Pop music	Levimuusika
Pope	Paavst
Pope Alexander VI	Aleksander VI
Population	Rahvaarv
Porcelain	Portselan
Port	Sadam
Port Louis	Port Louis
Port Moresby	Port Moresby
Port-au-Prince	Port-au-Prince
Portland	Portland
Portland	Portland (täpsustus)
Porto	Porto
Portsmouth	Portsmouth
Portugal	Portugal
Portugal	Kategooria:Portugal
Poseidon	Poseidon
Positron	Positron
Postage stamp	Postmark
Postmodernism	Postmodernism
Potassium	Kaalium
Potato	Kartul
Potsdam	Potsdam
Pound (mass)	Nael (massiühik)
Pound sterling	Suurbritannia naelsterling
Power (physics)	Võimsus
Power station	Elektrijaam
Praetor	Preetor
Prague	Praha
Prague	Kategooria:Praha
Praseodymium	Praseodüüm
Prayer	Palve
Precambrian	Eelkambrium
Precession	Pretsessioon
Precipitation (meteorology)	Sademed
Pregnancy	Rasedus
Prehistory	Esiaeg
President	President
President of the United States	Ameerika Ühendriikide president
Pressure	Rõhk
Pretoria	Pretoria
Priest	Preester
Primate	Esikloomalised
Prime Meridian	Algmeridiaan
Prime minister	Peaminister
Prime number	Algarv
Prince Edward Island	Prints Edwardi saar
Prince Philip	Prints Philip, Edinburghi hertsog
Prince of Wales	Walesi prints
Principle of relativity	Relatiivsusteooria
Prion	Prioonid
Prison	Vangla
Prix Goncourt	Goncourti auhind
Probability	Tõenäosus
Probability theory	Tõenäosusteooria
Probability theory	Kategooria:Tõenäosusteooria
Professor	Professor
Programming language	Programmeerimiskeel
Prokaryote	Prokarüoot
Promethium	Promeetium
Propaganda	Propaganda
Propane	Propaan
Prose	Proosa
Protactinium	Protaktiinium
Protein	Valgud
Proterozoic	Proterosoikum
Protestant Reformation	Reformatsioon
Protestantism	Protestantism
Protist	Protistid
Protista	Kategooria:Protistid
Proton	Prooton
Providence	Providence
Prunus	Toompuu
Pseudonym	Pseudonüüm
Pseudoscience	Pseudoteadus
Psychiatry	Psühhiaatria
Psychoanalysis	Psühhoanalüüs
Psychology	Psühholoogia
Psychology	Kategooria:Psühholoogia
Psychosis	Psühhoos
Psychotherapy	Psühhoteraapia
Ptolemy	Ptolemaios
Puberty	Puberteet
Public relations	Avalikkussuhted
Puerto Rico	Puerto Rico
Puerto Rico	Kategooria:Puerto Rico
Pula	Pula
Pulsar	Pulsar
Pump	Pump
Punctuation	Kirjavahemärgid
Punk	Kategooria:Punk
Punk rock	Punk rock
Puppis	Ahter (tähtkuju)
Pyongyang	P'yŏngyang
Pyrenees	Püreneed
Pyrite	Püriit
Pythagoras	Pythagoras
Qatar	Katar
Qatar	Kategooria:Katar
Qin Dynasty	Qini dünastia
Quadratic equation	Ruutvõrrand
Quantum mechanics	Kvantmehaanika
Quark	Kvargid
Quartz	Kvarts
Quasar	Kvasar
Quebec	Québeci provints
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Question mark	Küsimärk
Quito	Quito
R	R
RNA	Ribonukleiinhape
Ra	Ra (jumal)
Rabat	Rabat
Rabbi	Rabi
Rabindranath Tagore	Rabindranath Tagore
Raccoon Dog	Kährik
Rachel Carson	Rachel Carson
Racism	Rassism
Radian	Radiaan
Radio	Kategooria:Raadio
Radioactive decay	Radioaktiivsus
Radiocarbon dating	Radiosüsiniku meetod
Radium	Raadium
Radon	Radoon
Rain	Vihm
Rainbow	Vikerkaar
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Ramadan	Ramadaan
Ramesses II	Ramses II
Random access memory	Muutmälu
Ranunculaceae	Tulikalised
Rapeseed	Raps
Raphael	Raffael
Raphael (archangel)	Raafael
Rapid transit	Kategooria:Metroo
Rat	Rott
Rational number	Ratsionaalarvud
Ratite	Jaanalinnulised
Ravenna	Ravenna
Ray Bradbury	Ray Bradbury
Read-only memory	Püsimälu
Real number	Reaalarv
Rectangle	Ristkülik
Rectifier	Alaldi
Red	Punane
Red Deer	Punahirv
Red Fox	Rebane
Red Sea	Punane meri
Red algae	Punavetiktaimed
Redshift	Punanihe
Redshift (disambiguation)	Punanihe
Referendum	Referendum
Refraction	Refraktsioon
Refractive index	Murdumisnäitaja
Regent	Regent
Reggae	Reggae
Regiment	Rügement
Regina	Regina
Region	Regioon
Reims	Reims
Reindeer	Põhjapõder
Relation (mathematics)	Seos
Relativism	Relativism
Relay	Relee
Religion	Religioon
Religion	Kategooria:Religioon
Rembrandt	Rembrandt
Renaissance	Renessanss
Reproduction	Paljunemine
Reptile	Roomajad
Republic	Vabariik
Republic of China	Taiwan
Republic of Ireland	Iirimaa
Republic of Ireland	Kategooria:Iirimaa
Republic of the Congo	Kongo Vabariik
Republican Party (United States)	Vabariiklik Partei (USA)
Requiem	Reekviem
Resistor	Takisti
Retina	Võrkkest
Retinol	A-vitamiin
Revolution	Revolutsioon
Rhea (mythology)	Rhea
Rhenium	Reenium
Rhine	Rein
Rhode Island	Rhode Island
Rhode Island	Kategooria:Rhode Island
Rhodes	Rhodos
Rhodium	Roodium
Rhombus	Romb
Rhythm	Rütm (muusika)
Rhythm and blues	Rhythm and blues
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richmond	Richmond (Virginia)
Riga	Riia
Right ascension	Otsetõus
Ring (mathematics)	Ring (algebra)
Ringo Starr	Ringo Starr
Rio de Janeiro	Rio de Janeiro
Rio de Janeiro (state)	Rio de Janeiro osariik
River	Jõgi
River Thames	Thames
Riyadh	Ar-Riyāḑ
Roald Amundsen	Roald Amundsen
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert De Niro	Robert De Niro
Robert E. Lee	Robert E. Lee
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robot	Robot
Rock (geology)	Kivim
Rock and roll	Rock'n'roll
Rock music	Rock-muusika
Rocky Mountains	Kaljumäestik
Rococo	Rokokoo
Roe Deer	Metskits
Roentgenium	Röntgeenium
Roger Bacon	Roger Bacon
Roman Catholic Church	Katoliku kirik
Roman Empire	Rooma riik
Roman legion	Leegion
Roman mythology	Vanarooma mütoloogia
Romania	Rumeenia
Romania	Kategooria:Rumeenia
Romanticism	Romantism
Rome	Rooma
Rome	Kategooria:Rooma
Ronald Reagan	Ronald Reagan
Rook (chess)	Vanker (male)
Root	Juur
Rosa Parks	Rosa Parks
Rosaceae	Roosõielised
Rosales	Roosilaadsed
Rose	Roos
Roseau	Roseau
Rostock	Rostock
Rotifer	Keriloomad
Rotterdam	Rotterdam
Router	Ruuter
Rowing (sport)	Sõudmine
Rubidium	Rubiidium
Ruble	Rubla
Ruby	Rubiin
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Heß
Rudyard Kipling	Rudyard Kipling
Russia	Venemaa
Russia	Kategooria:Venemaa
Ruthenium	Ruteenium
Rutherford B. Hayes	Rutherford Hayes
Rutherfordium	Rutherfordium
Rwanda	Rwanda
Rwanda	Kategooria:Rwanda
SOS	SOS
Sacrament	Sakrament
Sacramento	Sacramento (California)
Saddam Hussein	Şaddām Ḩusayn
Saffron	Safran
Sahara	Sahara
Sail	Puri
Saint	Pühak
Saint Andrew	Andreas
Saint George	Püha Jüri
Saint Kitts and Nevis	Saint Kitts ja Nevis
Saint Lawrence River	Saint Lawrence'i jõgi
Saint Lucia	Saint Lucia
Saint Martin	Saint-Martin
Saint Nicholas	Nikolaus
Saint Paul	Saint Paul (Minnesota)
Saint Peter	Peetrus
Saint Petersburg	Peterburi
Saint Petersburg	Kategooria:Peterburi
Saint Vincent and the Grenadines	Saint Vincent
Saint Vincent and the Grenadines	Kategooria:Saint Vincent ja Grenadiinid
Salem	Salem (Oregon)
Saliva	Sülg
Salt (chemistry)	Soolad
Salzburg	Salzburg
