English	Galician
Taxus baccata	Teixo
Tbilisi	Tbilisi - თბილისი
Tea	Té
Technetium	Tecnecio
Techno	Techno
Tegucigalpa	Tegucigalpa
Tehran	Teherán - تهران
Tel Aviv	Tel Aviv
Telecommunication	Telecomunicacións
Telephone	Teléfono
Telescope	Telescopio
Television	Televisión
Television	Categoría:Televisión
Tellurium	Telurio
Temperature	Temperatura
Temple	Templo
Temple of Artemis	Templo de Artemisa
Ten Commandments	Dez Mandamentos
Tenerife	Tenerife
Tennessee	Tennessee
Tennis	Tenis
Tennis	Category:Tenis
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Terbium	Terbio
Terrorism	Terrorismo
Terrorism	Categoría:Terrorismo
Tesla (unit)	Tesla (unidade)
Testicle	Testículo
Tethys (mythology)	Tetis
Tetrahydrocannabinol	Tetrahidrocannabinol
Tetrapod	Tetrapoda
Texas	Texas
Textile	Téxtil
Thailand	Tailandia - ประเทศไทย
Thailand	Categoría:Tailandia
Thales	Tales de Mileto
Thalia	Talía (Musa)
Thallium	Talio
Thanatos	Tánatos
The Gambia	Gambia - The Gambia
The Gambia	Categoría:Gambia
The Hague	A Haia - Den Haag
Theatre	Teatro
Theatre	Categoría:Teatro
Thebes	Tebas, Exipto
Theocracy	Teocracia
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt, Jr.
Theodosius I	Teodosio I
Theology	Categoría:Teoloxía
Theorem	Teorema
Theory	Teoría
Theory of relativity	Teoría da Relatividade
Theravada	Theravada
Thermodynamics	Termodinámica
Theseus	Teseo
Thessaloniki	Tesalónica - Θεσσαλονίκη
Theta	Theta
Thiamine	Vitamina B1
Think tank	Think tank
Third World	Terceiro Mundo
Thirty Years' War	Guerra dos Trinta Anos
Thomas Aquinas	Tomé de Aquino
Thomas Edison	Thomas Alva Edison
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thor	Thor (deus)
Thorium	Torio
Thought	Pensamento
Thrace	Tracia
Thucydides	Tucídides
Thulium	Tulio
Thuringia	Turinxia - Thüringen
Thursday	Xoves
Thylacine	Tigre de Tasmania
Thymine	Timina
Tianjin	Tianjin
Tiber	Río Tíber
Tiberius	Tiberio
Tierra del Fuego	Illa Grande da Terra do Lume
Tiger	Tigre
Tigris	Río Tigris
Timbuktu	Tombuctu
Time	Tempo
Time zone	Fuso horario
Timor	Timor
Timur	Tamerlán
Tin	Estaño
Tirana	Tirana - Tiranë
Titan (disambiguation)	Titán
Titan (moon)	Titán (satélite)
Titan (mythology)	Titán (mitoloxía)
Titanic (disambiguation)	Titanic
Titanium	Titanio
Titian	Tiziano
Titus	Tito
Tobacco	Tabaco
Tocantins (state)	Estado de Tocantins
Togo	Togo
Togo	Categoría:Togo
Tokyo	Toquio - 東京
Toledo	Toledo
Toluene	Tolueno
Tom Hanks	Tom Hanks
Tomato	Tomate
Tonga	Tonga
Toni Morrison	Toni Morrison
Tony Blair	Tony Blair
Topeka	Topeka
Topology	Topoloxía
Toronto	Toronto
Torque	Torque (magnitude)
Tortoise	Tartaruga
Torture	Tortura
Toulouse	Tolosa - Toulouse
Tour de France	Tour de Francia
Tourism	Turismo
Tower	Torre (construción)
Tower of Babel	Torre de Babel
Tower of London	Torre de Londres
Town	Cidade
Toy	Xoguete
Tractor	Tractor
Tragedy	Traxedia
Train	Tren
Trajan	Traxano
Tram	Tranvía
Transformer	Transformador
Transistor	Transistor
Transliteration	Transliteración
Transmission Control Protocol	Protocolo TCP
Transportation	Categoría:Transporte
Transylvania	Transilvania
Treaty	Tratado internacional
Treaty of Versailles	Tratado de Versalles
Tree	Árbore
Trento	Trento
Trenton	Trenton, Nova Jersey
Triangle	Triángulo
Tributary	Afluente
Triceratops	Tricerátops
Trier	Tréveris - Trier
Trigonometric function	Función trigonométrica
Trigonometry	Trigonometría
Trinidad	Illa Trindade
Trinidad and Tobago	Trindade e Tobago - Trinidad and Tobago
Trinidad and Tobago	Categoría:Trindade e Tobago
Tripoli	Trípoli, Libia - طرابلس
Triskelion	Trisquel
Tritium	Tritio
Triton (mythology)	Tritón (Mitoloxía)
Trojan Horse	Cabalo de Troia
Trojan War	Guerra de Troia
Trojan horse (computing)	Cabalo de Troia (informática)
Troll	Troll
Troll (Internet)	Troll (Internet)
Trombone	Trombón
Tropic of Cancer	Trópico de Cáncer
Tropic of Capricorn	Trópico de Capricornio
Troposphere	Troposfera
Trotskyism	Trotskismo
Troy	Troia
Trumpet	Trompeta
Trygve Lie	Trygve Lie
Tsar	Tsar
Tsunami	Tsunami
Tuareg	Tuareg
Tuba	Tuba
Tuberculosis	Tuberculose
Tuesday	Martes
Tundra	Tundra
Tunis	Tunes
Tunisia	Tunisia - تونس
Tunisia	Categoría:Tunisia
Turbine	Turbina
Turin	Turín - Torino
Turkey	Turquía - Türkiye
Turkey	Categoría:Turquía
Turkmenistan	Turcomenistán - Türkmenostan
Turkmenistan	Categoría:Turcomenistán
Turtle	Tartaruga
Tuscany	Toscana
Tuvalu	Tuvalu
Tycho Brahe	Tycho Brahe
Typhon	Tifón (mitoloxía)
Typography	Tipografía
Tyrannosaurus	Tyrannosaurus rex
Tyre	Tiro
Tyrol (state)	Tirol (estado)
Tyrrhenian Sea	Mar Tirreno
U	U
UNESCO	UNESCO
Uganda	Uganda
Uganda	Categoría:Uganda
Ukraine	Ucraína - Україна
Ukraine	Categoría:Ucraína
Ulan Bator	Ulán Bátor - Улаанбаатар
Ultraviolet	Ultravioleta
Ulysses S. Grant	Ulysses S. Grant
Umbrella	Paraugas
Umbria	Umbría - Umbria
Uncertainty principle	Principio de Indeterminación de Heisenberg
Unemployment	Desemprego
Unidentified flying object	Ovni
Uniform Resource Locator	URL
United Arab Emirates	Emiratos Árabes Unidos - الإمارات العربيّة المتّحدة
United Arab Emirates	Categoría:Emiratos Árabes Unidos
United Kingdom	Reino Unido - United Kingdom
United Kingdom	Categoría:Reino Unido
United Nations	ONU
United Nations	Categoría:ONU
United Nations Children's Fund	UNICEF
United States	Estados Unidos de América - United States of America
United States	Categoría:Estados Unidos de América
United States Air Force	Forza Aérea dos Estados Unidos
United States Constitution	Constitución dos Estados Unidos de América
United States Navy	Armada dos Estados Unidos
United States dollar	Dólar estadounidense
Universe	Universo
University	Universidade
University of Chicago	Universidade de Chicago
Unix	UNIX
Ununbium	Ununbio
Uppsala	Uppsala
Upsilon	Ipsilon
Ur	Ur
Uracil	Uracilo
Ural Mountains	Montes Urais
Uranus	Urano (planeta)
Uranus (mythology)	Urano (mitoloxía)
Urdu	Lingua urdú
Uruguay	Uruguai - Uruguay
Uruguay	Categoría:Uruguai
Utah	Utah
Uterus	Útero
Utrecht (city)	Utrecht
Uzbekistan	Usbequistán - O‘zbekiston
Uzbekistan	Categoría:Usbequistán
V	V
Vacuum	Baleiro
Vaduz	Vaduz
Vagina	Vaxina
Valence	Valence
Valence (chemistry)	Valencia atómica
Valencia	Valencia - València
Valencia	Valencia
Valentina Tereshkova	Valentina Tereshkova
Valkyrie	Valquiria
Valletta	A Valeta
Vanadium	Vanadio
Vancouver	Vancouver
Vancouver Island	Vancouver (illa)
Vandalism	Vandalismo
Vanir	Vanir
Vanuatu	Vanuatu
Vanuatu	Categoría:Vanuatu
Variance	Varianza
Varna	Varna
Vatican City	Cidade do Vaticano - Civitas Vaticana
Vegetarianism	Vexetarianismo
Vela (constellation)	Vela (constelación)
Veneto	Véneto - Veneto
Venezuela	Venezuela
Venezuela	Categoría:Venezuela
Venice	Venecia - Venezia
Venus	Venus (planeta)
Venus (disambiguation)	Venus
Venus (mythology)	Venus (deusa)
Verb	Verbo
Vermont	Vermont
Verona	Verona
Versailles	Versalles
Vertebra	Vértebra
Vertebrate	Vertebrata
Vespasian	Vespasiano
Vesta (mythology)	Vesta (deusa)
Victor Hugo	Victor Hugo
Victoria (Australia)	Vitoria, Australia
Video	Vídeo
Vienna	Viena - Wien
Vientiane	Vientiane
Vietnam	Vietnam - Việt Nam
Vietnam	Categoría:Vietnam
Vietnam War	Guerra do Vietnam
Viking	Viquingo
Vilfredo Pareto	Vilfredo Pareto
Village	Vila
Vilnius	Vilnius
Vincent van Gogh	Vincent van Gogh
Violence	Violencia
Violin	Violín
Virgil	Virxilio
Virginia	Virxinia - Virginia
Virginia Woolf	Virginia Woolf
Virgo (constellation)	Virgo
Virtual memory	Memoria virtual
Vishnu	Vishnu
Vistula	Río Vístula
Vitamin	Vitamina
Vitamin A	Vitamina A
Vitamin B6	Vitamina B6
Vitamin C	Vitamina C
Vittorio De Sica	Vittorio de Sica
Vitus Bering	Vitus Bering
Vladimir Lenin	Vladimir Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vocative case	Vocativo
Vodka	Vodka
Volcano	Volcán
Volcanology	Vulcanoloxía
Volga River	Río Volga
Volgograd	Volgogrado - Волгоград
Volleyball	Voleibol
Volt	Volt
Voltaire	Voltaire
Vowel	Vogal
Vulgar Latin	Latín vulgar
Vulgate	Vulgata
Vulpecula	Vulpecula
W	W
W. Somerset Maugham	William Somerset Maugham
Wake Island	Illa Wake
Wales	Gales - Cymru
Wales	Categoría:Gales
Walnut	Nogueira
Walrus	Morsa
Walt Disney	Walt Disney
Walter Gropius	Walter Gropius
War	Guerra
War	Category:Guerras
War of the Spanish Succession	Guerra de Sucesión Española
Wars of the Roses	Guerra das dúas rosas
Warsaw	Varsovia - Warszawa
Washington	Washington, DC
Washington	Estado de Washington
Washington (disambiguation)	Washington (homónimos)
Wassily Kandinsky	Wassily Kandinsky
Waste	Lixo
Water	Auga
Water polo	Wáter-polo
Waterfall	Fervenza
Watermelon	Sandía
Watt	Watt
Wave	Onda (física)
Wax	Cera
Weak interaction	Interacción nuclear débil
Weather	Tempo atmosférico
Web browser	Navegador web
Web page	Páxina web
Webcam	Webcam
Wednesday	Mércores
Week	Semana
Weight	Peso
Weightlifting	Halterofilia
Weimar	Weimar
Weimar Republic	República de Weimar
Welding	Soldadura
Wellington	Wellington
Weser River	Río Weser
West	Oeste
West Bank	Cisxordania
West Germany	Alemaña do Oeste
West Virginia	Virxinia Occidental
Western Australia	Australia Occidental
Western Roman Empire	Imperio Romano de Occidente
Westminster Abbey	Abadía de Westminster
Wheat	Trigo
Wheel	Roda
Whisky	Whisky
White House	Casa Branca
White blood cell	Leucocito
White dwarf	Anana branca
Wicca	Wicca
Wide area network	WAN
Wiesbaden	Wiesbaden
Wildcat	Gato montés
Will (law)	Testamento
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Golding	William Golding
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
William II	Guillerme II de Alemaña
William McKinley	William McKinley
William Shakespeare	William Shakespeare
William Shockley	William Bradford Shockley
William of Ockham	William de Ockham
Willow	Salgueiro
Willy Brandt	Willy Brandt
Wind instrument	Instrumentos de vento
Wind power	Enerxía eólica
Windhoek	Windhoek
Window	Fiestra
Wine	Viño
Winston Churchill	Winston Churchill
Winter	Inverno
Wisconsin	Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Muller
Wood	Madeira
Woodrow Wilson	Thomas Woodrow Wilson
Woodwind instrument	Instrumento de vento-madeira
Woody Allen	Woody Allen
Word processor	Procesador de texto
World Bank	Banco Mundial
World Health Organization	Organización Mundial da Saúde
World Trade Organization	Organización Mundial do Comercio
World War I	Primeira Guerra Mundial
World War I	Categoría:Primeira Guerra Mundial
World War II	Segunda Guerra Mundial
World War II	Categoría:Segunda Guerra Mundial
World Wide Web	World Wide Web
World war	Guerra Mundial
Worm	Verme
Wormhole	Burato de verme
Writing system	Escrita
Wuhan	Wuhan
Wyoming	Wyoming
X	X
X-ray	Raios X
Xenon	Xenon
Xenophanes	Xenófanes de Cólofon
Xenophon	Xenofonte de Atenas
Xi	Xi
Xylophone	Xilófono
Y	Y
Yalta Conference	Conferencia de Yalta
Yard	Iarda
Yasser Arafat	Yasser Arafat
Year	Ano
Yeast	Lévedo
Yellow	Amarelo
Yellow River	Río Amarelo
Yellow Sea	Mar Amarelo
Yellowstone National Park	Parque Nacional de Yellowstone
Yemen	Iemen - اليمن
Yemen	Categoría:Iemen
Yerevan	Iereván - Երեվան
Yo-yo	Ioió
Yoga	Ioga
Yoghurt	Iogur
Yoko Ono	Yoko Ono
Yokohama	Iocoama - 横浜市
Yom Kippur War	Guerra do Yom Kippur
Young's modulus	Módulo de Young
Ytterbium	Iterbio
Yttrium	Itrio
Yugoslavia	Iugoslavia - Југославија
Yugoslavia	Categoría:Iugoslavia
Yukon	Yukón
Yuri Gagarin	Iuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambia	Zambia
Zambia	Categoría:Zambia
Zanzibar	Zanzíbar
Zaragoza	Zaragoza
Zealand	Selandia
Zebra	Cebra
Zen	Zen
Zenith	Cénit
Zeno (emperor)	Zenón, Emperador
Zeno of Elea	Zenón de Elea
Zeta	Dseta
Zeus	Zeus
Zeus (disambiguation)	Zeus
Ziggurat	Zigurat
Zimbabwe	Cimbabue - Zimbabwe
Zimbabwe	Categoría:Cimbabue
Zinc	Cinc
Zionism	Sionismo
Zodiac	Zodíaco
Zoology	Zooloxía
Zoology	Categoría:Zooloxía
Zoroaster	Zoroastro
Zulu	Zulú
