English	Esperanto
Progressive rock	Progresiva roko
Prokaryote	Prokarioto
Prolog	Prolog
Prometheus	Prometeo
Promethium	Prometio
Pronoun	Pronomo
Propaganda	Propagando
Propane	Propano
Prose	Prozo
Prostate	Prostato
Protactinium	Protaktinio
Protectorate	Protektorato
Protein	Proteino
Proterozoic	Proterozoiko
Protestant Reformation	Reformacio
Protestantism	Protestantismo
Protist	Protistoj
Protocol	Protokolo
Proton	Protono
Protozoa	Protozooj
Providence	Providence (Rod-Insulo)
Proxima Centauri	Proksima Centaŭro
Prunus	Prunuso
Prussia	Prusio
Psalms	Psalmo
Pseudonym	Pseŭdonimo
Pseudoscience	Kategorio:Pseŭdoscienco
Pseudoscience	Pseŭdoscienco
Psi (letter)	Psio (litero)
Psoriasis	Psoriazo
Psychiatry	Psikiatrio
Psychiatry	Kategorio:Psikiatrio
Psychoanalysis	Psikoanalizo
Psychology	Psikologio
Psychology	Kategorio:Psikologio
Psychosis	Psikozo
Psychotherapy	Psikoterapio
Ptah	Ptaho
Pterosaur	Flugsaŭroj
Ptolemy	Ptolemeo
Puberty	Pubereco
Public domain	Publika havaĵo
Puerto Rico	Puerto-Riko
Puerto Rico	Kategorio:Puerto-Riko
Pulley	Takelo
Pulsar	Pulsaro
Pump	Pumpilo
Punctuation	Interpunkcio
Punjab (India)	Panĝabo (Barato)
Punk	Kategorio:Punko
Punk rock	Punko
Pupil	Pupilo
Puppis	Pobo (konstelacio)
Pyongyang	Pjongjango
Pyramid	Piramido
Pyramid (geometry)	Piramido (geometrio)
Pyrenees	Pireneoj
Pyrite	Pirito
Pyrrhic victory	Venko de Pirho
Pythagoras	Pitagoro
Python (programming language)	Python (programlingvo)
Pyxis	Kompaso (konstelacio)
Q	Q
Qatar	Kataro (lando)
Qatar	Kategorio:Kataro
Qin Dynasty	Dinastio Qin
Qing Dynasty	Dinastio Qing
Quadrilateral	Kvarlatero
Quantum mechanics	Kvantuma mekaniko
Quarantine	Kvaranteno
Quark	Kvarko
Quartz	Kvarco
Quasar	Kvazaro
Quebec	Kebekio
Quebec	Kategorio:Kebekio
Quebec City	Kebeko (Kebekio)
Quechua	Keĉua lingvaro
Queen (chess)	Damo (ŝako)
Queens	Kvinzo
Queensland	Kvinslando
Quentin Tarantino	Quentin Tarantino
Question mark	Demandosigno
Quetzalcoatl	Kecalkoatlo (majaoj)
Quito	Kito
R	R
RAF (disambiguation)	RAF
RAID	RAID
RNA	RNA
Ra	Reo
Rabat	Rabato (urbo)
Rabbi	Rabeno
Rabindranath Tagore	Rabindranath Tagore
Raccoon Dog	Niktereŭto
Race	Raso
Rachel Carson	Rachel Carson
Racism	Rasismo
Racism	Kategorio:Rasismo
Radar	Radaro
Radian	Radiano
Radio	Kategorio:Radio
Radio telescope	Radioteleskopo
Radioactive decay	Radioaktiveco
Radiocarbon dating	Karbono 14
Radium	Radiumo
Radius	Radiuso
Radon	Radono
Rain	Pluvo
Rainbow	Ĉielarko
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh (Norda Karolino)
Ralph Waldo Emerson	Ralph Waldo Emerson
Ramadan	Ramadano
Ramayana	Ramajano
Ramesses II	Ramseso la 2-a
Random access memory	Ĉefmemoro
Ranunculaceae	Ranunkolacoj
Rape	Seksatenco
Rapeseed	Kolzo
Raphael	Rafaelo
Raphael (archangel)	Rafael
Rapid transit	Kategorio:Metrooj
Raspberry	Frambo
Rat	Rato
Rational number	Racionala nombro
Ratite	Strutoformaj birdoj
Ravenna	Raveno
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Real number	Reela nombro
Recession	Recesio
Recife	Recife
Rectangle	Ortangulo
Recursion	Rikuro
Recycling	Recikligo
Red	Ruĝa
Red Deer	Ruĝa cervo
Red Fox	Ruĝa vulpo
Red Panda	Malgranda pando
Red Sea	Ruĝa Maro
Red blood cell	Eritrocito
Redshift	Ruĝenŝoviĝo
Redshift (disambiguation)	Ruĝenŝoviĝo
Referendum	Referendumo
Refraction	Refrakto
Refractive index	Refrakta indico
Refugee	Rifuĝinto
Regent	Regento
Reggae	Regeo
Regiment	Regimento
Regina	Reĝino (Saskaĉevano)
Region	Regiono (geografio)
Reims	Reims
Reincarnation	Reenkarniĝo
Reindeer	Boaco
Relation (mathematics)	Rilato (matematiko)
Relativity	Kategorio:Relativeco
Relay	Relajso
Religion	Religio
Religion	Kategorio:Religio
Religious Society of Friends	Kvakerismo
Rembrandt	Rembranto
Renaissance	Renesanco
Reproduction	Reproduktado
Reptile	Reptilioj
Republic	Respubliko
Republic of China	Tajvano
Republic of Ireland	Irlando (lando)
Republic of Ireland	Kategorio:Irlando
Republic of the Congo	Respubliko Kongo
Republic of the Congo	Kategorio:Kongo Brazavila
Republican Party (United States)	Respublikana Partio (Usono)
Resistor	Rezistilo
Respiratory system	Spira sistemo
Restaurant	Restoracio
Reticulum	Reteto (konstelacio)
Retina	Retino
Retinol	Vitamino A
Revolution	Revolucio
Revolver	Revolvero
Rhenium	Renio
Rhetoric	Retoriko
Rhetoric	Kategorio:Retoriko
Rhine	Rejno
Rhinoceros	Rinocero
Rho (letter)	Roto (litero)
Rhode Island	Rod-Insulo
Rhode Island	Kategorio:Rod-Insulo
Rhodes	Rodiso
Rhodium	Rodio
Rhombus	Rombo
Rhyme	Rimo
Rhythm and blues	Ritmenbluso
Rib	Ripo
Riboflavin	Riboflavino
Ribosome	Ribosomo
Rice	Rizo
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (musician)	Richard Wright
Richmond	Richmond (Virginio)
Riga	Rigo
Rigel	Riĝelo
Right ascension	Rektascensio
Ring (mathematics)	Ringo (algebro)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande del Norte
Rio de Janeiro	Rio-de-Ĵanejro
Rio de Janeiro (state)	Rio-de-Ĵanejrio
River	Rivero
River Thames	Tamizo
Riyadh	Rijado
Road	Vojo
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert E. Lee	Robert E. Lee
Robert Falcon Scott	Robert Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Roboto
Rock	Papero, tondilo, ŝtono
Rock (geology)	Roko
Rock and roll	Rokenrolo
Rock music	Rok-muziko
Rock music	Kategorio:Rok-muziko
Rocket	raketo
Rocky Mountains	Roka Montaro
Rococo	Rokoko
Rodent	Ronĝuloj
Roe Deer	Kapreolo
Roentgenium	Rentgenio
Roger Bacon	Roger Bacon
Roman Catholic Church	Romkatolikismo
Roman Empire	Romia Imperio
Roman Republic	Romia Respubliko
Roman legion	Legio
Roman mythology	Romia mitologio
Roman mythology	Kategorio:Romia mitologio
Romania	Rumanio
Romania	Kategorio:Rumanio
Romansh	Romanĉa lingvo
Romanticism	Romantikismo
Rome	Romo
Rome	Kategorio:Romo
Ronald Reagan	Ronald Reagan
Roof	Tegmento
Rook (chess)	Turo (ŝako)
Roosevelt	Roosevelt
Root	Radiko#Botaniko
Rosa Parks	Rosa Parks
Rosaceae	Rozacoj
Rosales	Rozaloj
Rosario	Rosario
Rosary	Rozario
Rose	Rozo
Rosemary	Oficina rosmareno
Rosetta Stone	Rozeta ŝtono
Rosh Hashanah	Roŝ Haŝana
Ross Sea	Maro de Ross
Rostock	Rostock
Rotterdam	Roterdamo
Router	Enkursigilo
Rowing (sport)	Remado
Royal Society	Reĝa Societo de Londono
Rubber	Gumo
Rubicon	Rubikono
Rubidium	Rubidio
Ruble	Rublo
Rubus idaeus	Frambo
Ruby	Rubeno
Ruby (programming language)	Ruby (programlingvo)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby football	Rugbeo
Rupert Murdoch	Rupert Murdoch
Russia	Rusio
Russia	Kategorio:Rusio
Russian Orthodox Church	Rusa Ortodoksa Eklezio
Russian Revolution (1917)	Rusia revolucio de 1917
Ruthenium	Rutenio
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Ruterfordio
Rwanda	Ruando
Rwanda	Kategorio:Ruando
Rye	Sekalo
S	S
SOAP	SOAP
SOS	SOS
Sacrament	Sakramento
Sacramento	Sakramento (Kalifornio)
Saddam Hussein	Saddam Hussein
Saffron	Safrano
Sagitta	Sago (konstelacio)
Sagittarius (constellation)	Sagitario
Sahara	Saharo
Sail	Velo
Saint	Sanktulo
Saint Andrew	Sankta Andreo
Saint George	Georgo (Sankta)
Saint Kitts and Nevis	Sankta-Kito kaj Neviso
Saint Kitts and Nevis	Kategorio:Sankta Kristofo kaj Neviso
Saint Lawrence River	Sankt-Laŭrenco (rivero)
Saint Lucia	Sankta Lucio
Saint Lucia	Kategorio:Sankta Lucio
Saint Martin	Sankta Marteno (insulo)
Saint Nicholas	Sankta Nikolao
Saint Patrick	Sankta Patriko
Saint Paul	Saint Paul (Minesoto)
Saint Peter	Sankta Petro
Saint Petersburg	Sankt-Peterburgo
Saint Petersburg	Kategorio:Sankt-Peterburgo
Saint Vincent and the Grenadines	Sankta Vincento kaj Grenadinoj
Saint Vincent and the Grenadines	Kategorio:Sankta Vincento kaj Grenadinoj
Sake	Sakeo
Saladin	Saladino
Salamander	Salamandro
Salem	Salem (Oregono)
Salerno	Salerno
Salman Rushdie	Salman Rushdie
Salmonidae	Salmonedoj
Salt	Salo
Salt (chemistry)	Salo
Salt Lake City	Sallagurbo
Salvador	Salvador de Bahio
Salzburg	Salzburg
Salzburg (state)	Salcburgo (sublando)
Samara	Samara (urbo)
Samarium	Samario (kemio)
Samarkand	Samarkando
Samoa	Samoo
Samoa	Kategorio:Samoo
Samsara	Sansaro
Samuel Beckett	Samuel Beckett
Samuel F. B. Morse	Samuel Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurajo
San Antonio	San Antonio (Teksaso)
San Diego	San-Diego (Kalifornio)
San Francisco	San Francisco (Kalifornio)
San Jose	San Jose (Kalifornio)
San Marino	San-Marino
San Marino	Kategorio:San-Marino
San Marino	San-Marino (urbo)
San Salvador	San-Salvadoro
Sand	Sablo
Sandro Botticelli	Sandro Botticelli
Sandstone	Grejso
Sandwich	Sandviĉo
Sanskrit	Sanskrito
Santa Claus	Santa Claus
Santa Fe	Santa Fe (Nov-Meksiko)
Santiago	Santiago de Chile
Santiago	Santiago
Santiago de Cuba	Santiago de Kubo
Santo Domingo	Sankta Domingo
Santos (Săo Paulo)	Santos
Sapphire	Safiro
Sappho	Sapfo
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Saratov	Saratov
Sardinia	Sardio
Sari	Sari
Sarin	Sarino
Saskatchewan	Saskaĉevano
Satan	Satano
Satellite	Artefarita satelito
Satire	Satiro
Saturday	Sabato
Saturn	Saturno
Saturn	Kategorio:Saturno
Saturn (mythology)	Saturno (dio)
Satyr	Satiruso
Sauce	Saŭco
Saudi Arabia	Saŭda Arabio
Saudi Arabia	Kategorio:Saŭda Arabio
Saul Bellow	Saul Bellow
Savanna	Savano
Saxony	Saksio
Saxony	Kategorio:Saksio
Saxophone	Saksofono
Scandinavia	Skandinavio
Scandinavia	Kategorio:Skandinavio
Scandium	Skandio
Scapula	Skapolo
Scheldt	Skeldo
Scheme (programming language)	Scheme
Schizophrenia	Skizofrenio
Scholasticism	Skolastikismo
School	Lernejo
Schutzstaffel	SS (organizaĵo)
Science	Scienco
Science	Kategorio:Scienco
Science fiction	Sciencfikcio
Science fiction	Kategorio:Sciencfikcio
Scientific method	Scienca metodo
Scientist	Sciencisto
Scientology	Scientologio
Scissors	Tondilo
Sciuridae	Sciuredoj
Scorpion	Skorpio
Scorpius	Skorpio (konstelacio)
Scotland	Skotlando
Scotland	Kategorio:Skotlando
Scots Pine	Arbara pino
Scottish Gaelic	Skotgaela lingvo
Scouting	Skoltismo
Scrabble	Skrablo
Screw	Ŝraŭbo
Screwdriver	Ŝraŭbturnilo
Scrotum	Skroto
Sculptor (constellation)	Skulptisto (konstelacio)
Sculpture	Skulptarto
Sea	Maro
Sea Otter	Mar-lutro
Sea anemone	Maranemono
Sea level	Marnivelo
Sea of Azov	Azova Maro
Sea of Japan	Japana Maro
Sea of Marmara	Marmora Maro
Sea of Okhotsk	Oĥocka maro
Sea urchin	Eĥino
Seaborgium	Seborgio
Seahorse	Hipokampo
Search engine	Serĉilo
Sears Tower	Sears-turo
Season	Sezono
Seattle	Seattle (Vaŝingtonio)
Second	Sekundo
Second Vatican Council	Dua Vatikana Koncilio
Security	Kategorio:Sekureco
Sedimentary rock	Sedimentaj petroj
Seed	Semo
Segovia	Segovio
Seine	Sejno
Seismology	Sismologio
Selenium	Seleno
Semantics	Semantiko
Semantics	Kategorio:Semantiko
Semen	Spermo
Semicolon	Punktokomo
Semiconductor	Duonkonduktaĵo
Semiotics	Semiotiko
Semitic	Semidoj
Senate	Senato
Senegal	Senegalo
Senegal	Kategorio:Senegalo
Seoul	Seulo
Seppuku	Seppuku
September	Septembro
September 11	11-a de septembro
September 11	11-a de septembro 2001
September 17	17-a de septembro
September 29	29-a de septembro
Septuagint	Septuaginto
Sequence	Vico
Serbia	Serbio
Serbia	Kategorio:Serbio
Serbia and Montenegro	Serbio kaj Montenegro
Serbia and Montenegro	Kategorio:Serbio kaj Montenegro
Serfdom	Servuteco
Sergei Rachmaninoff	Sergej Rachmaninoff
Series (mathematics)	Serio (matematiko)
Serine	Serino
Serpens	Serpento (konstelacio)
Server (computing)	Servilo
Set	Aro (matematiko)
Set theory	Aroteorio
Set theory	Kategorio:Aroteorio
Sevastopol	Sebastopolo
Seven Years' War	Sepjara milito
Severe acute respiratory syndrome	Netipa pneŭmonio
Seville	Sevilo
Sex	Sekso
Sexism	Seksismo
Sextant	Sekstanto
Sexual intercourse	Amoro
Sexually transmitted disease	Venereaj malsanoj
Seychelles	Sejŝeloj
Seychelles	Kategorio:Sejŝeloj
Shah	Ŝaho
Shamanism	Ŝamanismo
Shanghai	Ŝanhajo
Share (finance)	Akcio
Sharia	Ŝario
Shark	Ŝarko
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Ŝetlandaj Insuloj
Shikoku	Ŝikoku
Shinto	Ŝintoismo
Ship	Ŝipo
Shiva	Ŝivao
Shogi	Ŝogio
Shogun	Ŝoguno
Shorthand	Stenografio
Shrimp	Salikoko
Shrub	Arbedo
Siberia	Siberio
Sichuan	Siĉuano
Sicily	Sicilio
Sicily	Kategorio:Sicilio
Siemens (unit)	Simenso
Sierra Leone	Siera-Leono
Sierra Leone	Kategorio:Siera-Leono
Sigma	Sigmo
Sigmund Freud	Sigmund Freud
Sign language	Signolingvo
Sigrid Undset	Sigrid Undset
Sikhism	Sikismo
Sikkim	Sikimo
Silesia	Silezio
Silicon	Silicio
Silicon Valley	Silicon Valley
Silk	Silko
Silk Road	Silka Vojo
Silurian	Silurio
Silver	Arĝento
Simone de Beauvoir	Simone de Beauvoir
Sin	Peko
Sinai Peninsula	Sinajo
Sinclair Lewis	Sinclair Lewis
Singapore	Singapuro
Singapore	Kategorio:Singapuro
Single (music)	Unuopaĵo
Siren	Sireno (mitologio)
Sirenia	Sireno (besto)
Sirius	Siriuso
Sisyphus	Sizifo
Sitting Bull	Sidanta Taŭro
Six-Day War	Sestaga milito
Skagerrak	Skagerrak
Skateboard	Rultabulo
Skeletal system	Kategorio:Skeleta sistemo
Skin	Haŭto
Skopje	Skopjo
Skull	Kranio
Skylab	Skylab
Skyscraper	Nubskrapulo
Slavery	Sklaveco
Sleep	Dormo
Slovakia	Slovakio
Slovakia	Kategorio:Slovakio
Slovenia	Slovenio
Slovenia	Kategorio:Slovenio
Small intestine	Maldika intesto
Smog	Smogo
Smolensk	Smolensk
Snake	Serpento
Snooker	Snukero
Snow	Neĝo
Soap	Sapo
Socialism	Socialismo
Socialism	Kategorio:Socialismo
Socialist Party (France)	Socialista Partio (Francio)
Society	Kategorio:Socio
Society	Socio
Society of Jesus	Jezuitoj
Sociolinguistics	Sociolingvistiko
Sociology	Sociologio
Sociology	Kategorio:Sociologio
Socrates	Sokrato
Sodium	Natrio
Sodium chloride	Natria klorido
Sofia	Sofio
Softball	Softbalo
Software	Kategorio:Programaro
Soil	Grundo
Solanaceae	Solanacoj
Solar System	Sunsistemo
Solar System	Kategorio:Sunsistemo
Solar cell	Sunĉelo
Solar eclipse	Suna eklipso
Solar energy	Sunenergio
Solid	Solido
Solid state	Solido
Solidarity	Solidareco (Pollando)
Solomon	Salomono
Solomon Islands	Salomonoj
Solomon Islands	Kategorio:Salomonoj
Solstice	Solstico
Solution	Solvaĵo
Somalia	Somalio
Somalia	Kategorio:Somalio
Somerset	Somerset
Somme	Somme
Sonata	Sonato
Song	Kanto
Song of Solomon	Alta Kanto de Salomono
Sonnet	Soneto
Sophia Loren	Sophia Loren
Sophism	Sofismo
Sophocles	Sofoklo
Soprano	Soprano
Sorbonne	Sorbono
Sorghum	Sorgo
Soul	Animo
Sound	Sono
Soup	Supo
South	Sudo
South Africa	Kategorio:Sud-Afriko
South America	Sudameriko
South America	Kategorio:Sudameriko
South Australia	Suda Aŭstralio
South Carolina	Suda Karolino
South China Sea	Sudĉina Maro
South Dakota	Suda Dakoto
South Dakota	Kategorio:Suda Dakoto
South Island	Suda Insulo (Nov-Zelando)
South Korea	Sud-Koreio
South Korea	Kategorio:Sud-Koreio
South Pole	Suda poluso
South Vietnam	Vjetnama respubliko
Southeast Asia	Sud-Orienta Azio
Southern Hemisphere	Suda duonglobo
Soviet Union	Sovetunio
Soviet Union	Kategorio:Sovetunio
Soybean	Sojfabo
Space	Spaco
Space Shuttle	Kosmopramo
Space station	Kosmostacio
Spacecraft	Kosmoveturilo
Spain	Hispanio
Spain	Kategorio:Hispanio
Spam (electronic)	Spamo
Spanish Civil War	Hispana Enlanda Milito
Spanish people	Kategorio:Hispanoj
Spanish-American War	Hispana-usona milito
Sparta	Sparto
Spear	Lanco
Special relativity	Speciala teorio de relativeco
Species	Specio
Speed	Rapido
Speed of light	Lumrapideco
Speleology	Speleologio
Spencer Tracy	Spencer Tracy
Sperm Whale	Kaĉaloto
Spermatozoon	Spermatozoo
Sphere	Sfero
Sphinx	Sfinkso (egipta mitologio)
Spice	Spico
Spider	Araneo
Spin (physics)	Spino (fiziko)
Spinach	Spinaco
Spinal cord	Mjelo
Spiral galaxy	Spirala galaksio
Spleen	Lieno
Split	Split
Sponge	Spongulo
Sport	Sporto
Spreadsheet	Tabelkalkulilo
Spree	Spree
Spring (season)	Printempo
Springfield	Springfield (Ilinojo)
Squamata	Skvamuloj
Square (geometry)	Kvadrato (geometrio)
Square metre	Kvadrata metro
Square root	Kvadrata radiko
Squash (sport)	Skvaŝo
Squirrel	Sciuro
Sri Lanka	Sri-Lanko
Sri Lanka	Kategorio:Sri-Lanko
St. Louis	Sankta Luiso
Stadium	Stadiono
Stained glass	Vitralo
Stainless steel	Rustorezista ŝtalo
Stalinism	Stalinismo
Standard Generalized Markup Language	SGML
Standard deviation	Norma diferenco
Stanford University	Universitato Stanford
Stanley Kubrick	Stanley Kubrick
Star	Stelo
Star of David	Stelo de Davido
Starch	Amelo
Starfish	Marstelo
State	Ŝtato
Staten Island	Staten-Insulo
Statistics	Statistiko
Statistics	Kategorio:Statistiko
Statue of Liberty	Statuo de Libereco
Stavanger	Stavanger
Steam engine	Vapormaŝino
Steel	Ŝtalo
Stefan Zweig	Stefan Zweig
Stem cell	Stamĉelo
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Steppe	Stepo
Steradian	Steradiano
Sternum	Sternumo
Steroid	Steroido
Steven Spielberg	Steven Spielberg
Sting	Sting
Stock exchange	borso
Stockholm	Stokholmo
Stoicism	Stoikismo
Stomach	Stomako
Stone Age	Ŝtonepoko
Stonehenge	Stonehenge
Stork	Cikoniedoj
Storm	Ŝtormo
Strait	Markolo
Strait of Gibraltar	Ĝibraltara Markolo
Strait of Hormuz	Hormuza Markolo
Strait of Magellan	Magelana markolo
Strait of Messina	Mesina Markolo
Straits	Kategorio:Markoloj
Strasbourg	Strasburgo
Strategy	Strategio
Stratosphere	Stratosfero
Strawberry	Frago
Stress (medicine)	Streso
String theory	Teorio de kordoj
Stroke	Apopleksio
Strong interaction	Forta nuklea forto
Strontium	Stroncio
Stub	Ŝablono:Ĝermo
Student	Studento
Stupa	Stupao
Stuttgart	Stutgarto
Styx	Stikso
Sub-Saharan Africa	Afriko sude de Saharo
Sublimation (chemistry)	Sublimado
Submarine	Submarŝipo
Subset	Subaro
Subtraction	Operacioj per nombroj
Subversion (software)	Subversion
Sucre	Sukro (Bolivio)
Sucrose	Sakarozo
Sudan	Sudano
Sudan	Kategorio:Sudano
Sudoku	Sudoko
Suez Canal	Sueza Kanalo
Suffix	Sufikso
Sufism	Sufiismo
Sugar	Sukero
Suharto	Suharto
Sukarno	Soekarno
Sulawesi	Sulaveso
Sulfur	Sulfuro
Sulfur dioxide	Sulfura dioksido
Sulfur mustard	Iperito
Sulfuric acid	Sulfata acido
Sultan	Sultano
Sumatra	Sumatro
Sumer	Sumero
Summer	Somero
Sumo	Sumoo
Sun	Suno
Sun Yat-sen	Sun Jatsen
Sunday	Dimanĉo
Sunflower	Sunfloro
Sunni Islam	Sunaismo
Sunspot	Sunmakulo
Superconductivity	Superkonduktiveco
Superman	Superman
Supernova	Supernovao
Supreme Court of the United States	Usona Suverena Kortumo
Sura	Surao
Surgeon	Kirurgio
Surgery	Kirurgio
Surgery	Kategorio:Kirurgio
Suriname	Surinamo
Suriname	Kategorio:Surinamo
Surrealism	Superrealismo
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Suŝio
Suva	Suvo
Svalbard	Svalbard
Swallow	Hirundo
Swan	Cigno
Swastika	Svastiko
Swaziland	Svazilando
Swaziland	Kategorio:Svazilando
Sweden	Svedio
Sweden	Kategorio:Svedio
Swedish krona	Krono (valuto)
Sweet potato	Batato
Swimming	Naĝado
Swiss franc	Svisa franko
Swiss people	Kategorio:Svisoj
Switzerland	Svislando
Switzerland	Kategorio:Svislando
Sword	Glavo
Sydney	Sidnejo
Syllable	Silabo
Sylvia Plath	Sylvia Plath
Symbiosis	Simbiozo
Symbol	Simbolo
Symphony	Simfonio
Symptom	Simptomo
Synagogue	Sinagogo
Syndicate	Sindikato
Synonym	Sinonimo
Syntax	Sintakso
Synthesizer	Sintezilo
Syphilis	Sifiliso
Syracuse	Sirakuzo
Syria	Sirio
Syria	Kategorio:Sirio
System	Sistemo
Systematics	Sistematiko
T	T
T. S. Eliot	T. S. Eliot
Table (furniture)	Tablo
Table tennis	Tabloteniso
Taboo	Tabuo
Tacitus	Tacito (verkisto)
Taekwondo	Tekvondo
Tagus	Taĵo
Tahiti	Tahitio
Tai chi chuan	Tajĝiĉuano
Tail	Vosto
Taipei	Tajpeo
Taiwan	Kategorio:Tajvano
Taiwan	Tajvano
Taj Mahal	Taĝ-Mahalo
Tajikistan	Taĝikio
Tajikistan	Kategorio:Taĝikio
Talc	Talko
Taliban	Talibano
Tallahassee	Tallahassee (Florido)
Tallinn	Talino
Talmud	Talmudo
Tamil Nadu	Tamilnado
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanaĥo
Tang Dynasty	Dinastio Tang
Tangier	Tanĝero
Tango (dance)	Tango
Tank	Tanko
Tantalum	Tantalo
Tanzania	Tanzanio
Tanzania	Kategorio:Tanzanio
Taoism	Taoismo
Tapir	Tapiro
Tarn	Tarn
Tarragon	Estragono
Tartu	Tartu
Tashkent	Taŝkento
Tasmania	Tasmanio
Taste	Gusto
Tattoo	Tatuo
Tau	Taŭo (litero)
Taurus (constellation)	Taŭro (konstelacio)
Tawny Owl	Arbarstrigo
Tax	Imposto
Taxation	Kategorio:Impostoj
Taxicab	Taksio
Taxon	Taksono
Taxonomy	Taksonomio
Taxus baccata	Eŭropa taksuso
Tbilisi	Tbilisi
Tea	Teo
Tea	Kategorio:Teoj
Teacher	Instruisto
Technetium	Teknecio
Technology	Teknologio
Technology	Kategorio:Teknologio
Tegucigalpa	Tegucigalpo
Tehran	Tehrano
Tel Aviv	Tel-Avivo
Telecommunication	Telekomunikado
Telegraphy	Telegrafo
Telepathy	Telepatio
Telephone	Telefono
Telescope	Teleskopo
Telescopium	Teleskopo (konstelacio)
Television	Televido
Television	Kategorio:Televido
Tellurium	Teluro
Temperature	Temperaturo
Temple	Templo
Temple of Artemis	Templo de Artemiso
Ten Commandments	La Dekalogo
Tenerife	Tenerifo
Tennessee	Tenesio
Tennessee	Kategorio:Tenesio
Tennessee Williams	Tennessee Williams
Tennis	Teniso
Tenor	Tenoro
Tenzing Norgay	Tenzing Norgay
Tequila	Tekilo
Terbium	Terbio
Termite	Termito
Terpsichore	Terpsiĥoro
Terrestrial planet	Tersimila planedo
Terrorism	Terorismo
Terrorism	Kategorio:Terorismo
Tertullian	Tertuliano
Testicle	Testiko
Testosterone	Testosterono
Tetanus	Tetanoso
Tethys (mythology)	Tetiso (titanino)
Tetrahedron	Kvaredro
Tetrapod	Kvarpieduloj
Texas	Teksaso
Texas	Kategorio:Teksaso
Thailand	Tajlando
Thailand	Kategorio:Tajlando
Thales	Taleso
Thalia	Talio (muzo)
Thallium	Talio
Thanksgiving	Danktago
Thanksgiving (Canada)	Danktago
Thanksgiving (United States)	Danktago
Thanksgiving (disambiguation)	Danktago
The Gambia	Gambio
The Gambia	Kategorio:Gambio
The Hague	Hago
The Star-Spangled Banner	The Star-Spangled Banner
Theatre	Teatro
Theatre	Kategorio:Teatro
Thebe (moon)	Tebo (jupitera luno)
Thebes	Tebo (Grekio)
Thebes	Tebo (Egiptio)
Theia	Teja
Themis	Temiso
Themistocles	Temistoklo
Theocracy	Teokratio
Theodolite	Teodolito
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Teodosio
Theology	Teologio
Theology	Kategorio:Teologio
Theorem	Teoremo
Theory	Teorio
Theory of relativity	Fizika relativeco
Theravada	Teravado
Thermodynamics	Termodinamiko
Thermometer	Temperatursensilo
Theseus	Tezeo
Thessaloniki	Tesaloniko
Theta	Teto
Thetis	Teti
Thiamine	Tiamino
Think tank	Pensfabriko
Third World	Tria mondo
Thirty Years' War	Tridekjara milito
Thomas Aquinas	Tomaso de Akvino
Thomas Edison	Thomas Alva Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thor	Toro (mitologio)
Thorium	Torio
Thoth	Toto
Thought	Pensado
Thrace	Trakio
Thucydides	Tucidido
Thulium	Tulio
Thumb	Dikfingro
Thuringia	Turingio
Thuringia	Kategorio:Turingio
Thursday	Ĵaŭdo
Thyme	Timiano
Thymine	Timino
Tianjin	Tjanĝino
Tiber	Tibero
Tiberius	Tiberio
Tibet	Kategorio:Tibeto
Ticino	Kantono Tiĉino
Tide	Tajdo
Tierra del Fuego	Fuegio
Tiger	Tigro
Tigris	Tigriso
Tilia	Tilio
Timbuktu	Timbuktuo
Time	Tempo
Time	Kategorio:Tempo
Time (magazine)	Time
Time zone	Horzono
Timor	Timoro
Timur	Timur
Tin	Stano
Tirana	Tirano
Tissue (biology)	Histo
