German	English
Neutron	Neutron
Neutronenstern	Neutron star
Newa	Neva River
Nevada	Nevada
Kategorie:Nevada	Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
Neukaledonien	New Caledonia
Neu-Delhi	New Delhi
Neuengland	New England
Neuguinea	New Guinea
New Hampshire	New Hampshire
Kategorie:New Hampshire	New Hampshire
New Jersey	New Jersey
Kategorie:New Jersey	New Jersey
New Mexico	New Mexico
Kategorie:New Mexico	New Mexico
New Orleans	New Orleans
New South Wales	New South Wales
Neues Testament	New Testament
Neue Welt	New World
Neujahr	New Year
New York (Bundesstaat)	New York
Kategorie:New York	New York
New York	New York (disambiguation)
New York City	New York City
Kategorie:New York City	New York City
New York Stock Exchange	New York Stock Exchange
Neuseeland	New Zealand
Kategorie:Neuseeland	New Zealand
Newark (New Jersey)	Newark
Neufundland	Newfoundland (island)
Neufundland und Labrador	Newfoundland and Labrador
Newport (Wales)	Newport
Newton (Einheit)	Newton
Nicotinsäure	Niacin
Niagarafälle	Niagara Falls
Niamey	Niamey
Nicaragua	Nicaragua
Kategorie:Nicaragua	Nicaragua
Nizza	Nice
Bekenntnis von Nicäa	Nicene Creed
Nikola II. Petrović-Njegoš	Nicholas
Nickel	Nickel
Nicolas Poussin	Nicolas Poussin
Nikolaus Kopernikus	Nicolaus Copernicus
Nikosia	Nicosia
Nikotin	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Kategorie:Niger	Niger
Niger (Fluss)	Niger River
Nigeria	Nigeria
Kategorie:Nigeria	Nigeria
Nacht	Night
Nachtigall	Nightingale
Nihilismus	Nihilism
Nijmegen	Nijmegen
Nike (Unternehmen)	Nike
Nike (Siegesgöttin)	Nike (mythology)
Nikita Sergejewitsch Chruschtschow	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nil	Nile
Nilkrokodil	Nile crocodile
Ninive	Nineveh
Ninja	Ninja
Niob	Niobium
Nirwana	Nirvana
Salpetersäure	Nitric acid
Stickstoff	Nitrogen
Glycerintrinitrat	Nitroglycerin
Nix (Mond)	Nix (moon)
Njörðr	Njord
Noach	Noah
Noam Chomsky	Noam Chomsky
Nobelpreis	Nobel Prize
Kategorie:Nobelpreis	Nobel Prize
Nobelium	Nobelium
Adel	Nobility
Kategorie:Adel	Nobility
Edelgase	Noble gas
Nomade	Nomad
Nominativ	Nominative case
Nichtmetalle	Nonmetal
Norfolk	Norfolk
Norfolkinsel	Norfolk Island
Winkelmaß (Sternbild)	Norma (constellation)
Normalverteilung	Normal distribution
Norman Mailer	Norman Mailer
Normandie	Normandy
Nornen	Norn
Nordische Mythologie	Norse mythology
Kategorie:Germanische Mythologie	Norse mythology
Norden	North
Nordafrika	North Africa
Nordamerika	North America
Kategorie:Nordamerika	North America
North Carolina	North Carolina
Kategorie:North Carolina	North Carolina
North Dakota	North Dakota
Kategorie:North Dakota	North Dakota
Nordinsel (Neuseeland)	North Island
Nordkorea	North Korea
Kategorie:Nordkorea	North Korea
Nordpol	North Pole
Nordsee	North Sea
North Yorkshire	North Yorkshire
Nordeuropa	Northern Europe
Nordhalbkugel	Northern Hemisphere
Nordirland	Northern Ireland
Kategorie:Nordirland	Northern Ireland
Nördliche Marianen	Northern Mariana Islands
Northern Territory	Northern Territory
Europäischer Hecht	Northern pike
Nordwest-Territorien	Northwest Territories
Norwegen	Norway
Kategorie:Norwegen	Norway
Europäisches Nordmeer	Norwegian Sea
Norwegische Krone	Norwegian krone
Nase	Nose
Nostradamus	Nostradamus
Note (Musik)	Note
Nouakchott	Nouakchott
Substantiv	Noun
Nova Scotia	Nova Scotia
Nowaja Semlja	Novaya Zemlya
Roman	Novel
November	November
1. November	November 1
11. November	November 11
2. November	November 2
5. November	November 5
Novial	Novial
Nowosibirsk	Novosibirsk
Ny	Nu (letter)
Kernspaltung	Nuclear fission
Kernfusion	Nuclear fusion
Kernphysik	Nuclear physics
Kategorie:Kernphysik	Nuclear physics
Kernenergie	Nuclear power
Kernwaffe	Nuclear weapon
Nukleinsäuren	Nucleic acid
Nukleon	Nucleon
Nukleotid	Nucleotide
Zahl	Number
Kategorie:Zahl	Numbers
Numidien	Numidia
Numismatik	Numismatics
Kategorie:Numismatik	Numismatics
Nunavut	Nunavut
Nürnberg	Nuremberg
Nussfrucht	Nut (fruit)
Muskatnuss	Nutmeg
Kategorie:Ernährung	Nutrition
Nymphe	Nymph
Seerosengewächse	Nymphaeaceae
Nyx (Mythologie)	Nyx (mythology)
O	O
OPEC	OPEC
Oʻahu	Oahu
Eichen	Oak
Oakland (Kalifornien)	Oakland
Oase	Oasis
Saat-Hafer	Oat
Oaxaca	Oaxaca
Ob	Ob River
Obelisk	Obelisk
Adipositas	Obesity
Objektorientierung	Object-oriented programming
Oboe	Oboe
Sternwarte	Observatory
Obsidian	Obsidian
Ockhams Rasiermesser	Occam's razor
Ozean	Ocean
Meeresströmung	Ocean current
Ozeanien	Oceania
Kategorie:Australien und Ozeanien	Oceania
Okeanide	Oceanid
Ozeanografie	Oceanography
Kategorie:Ozeanografie	Oceanography
Okeanos	Oceanus
Oktalsystem	Octal
Oktant (Sternbild)	Octans
Oktave	Octave
Oktober	October
12. Oktober	October 12
24. Oktober	October 24
Oktoberrevolution	October Revolution
Kraken	Octopus
Ode	Ode
Oder	Oder River
Odessa	Odessa
Odin	Odin
Libellen	Odonata
Odysseus	Odysseus
Odyssee	Odyssey
Ödipus	Oedipus
Abseitsregel	Offside (football)
Ohio	Ohio
Kategorie:Ohio	Ohio
Ohm	Ohm
Ohmsches Gesetz	Ohm's law
Öle	Oil
Öl	Oil (disambiguation)
Ölmalerei	Oil painting
Okapi	Okapi
Oklahoma	Oklahoma
Kategorie:Oklahoma	Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Altkirchenslawisch	Old Church Slavonic
Altnordische Sprache	Old Norse
Altes Testament	Old Testament
Oligarchie	Oligarchy
Oligozän	Oligocene
Oligopol	Oligopoly
Olivenbaum	Olive
Olivenöl	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivingruppe	Olivine
Olympia (Washington)	Olympia
Olympia (Griechenland)	Olympia
Olympische Spiele	Olympic Games
Kategorie:Olympische Spiele	Olympics
Omaha	Omaha
Oman	Oman
Kategorie:Oman	Oman
Omega	Omega
Omikron	Omicron
Omsk	Omsk
Kategorie:Onkologie	Oncology
Zwiebel	Onion
Namenforschung	Onomastics
Ontario	Ontario
Kategorie:Ontario	Ontario
Ontologie	Ontology
Oortsche Wolke	Oort cloud
Opal	Opal
Opel	Opel
Oper	Opera
Opera	Opera (Internet suite)
Betriebssystem	Operating system
Operette	Operetta
Schlangenträger	Ophiuchus
Opium	Opium
Lichtwellenleiter	Optical fiber
Optische Täuschung	Optical illusion
Optik	Optics
Kategorie:Optik	Optics
Optimierung (Mathematik)	Optimization (mathematics)
Oralverkehr	Oral sex
Orange (Farbe)	Orange (colour)
Orange (Frucht)	Orange (fruit)
Orang-Utans	Orangutan
Oratorium	Oratorio
Umlaufbahn	Orbit
Großer Schwertwal	Orca
Orchester	Orchestra
Orchideen	Orchidaceae
Ordnung (Biologie)	Order (biology)
Benediktiner	Order of Saint Benedict
Ordovizium	Ordovician
Oregano	Oregano
Oregon	Oregon
Kategorie:Oregon	Oregon
Orestes	Orestes (mythology)
Organ (Biologie)	Organ (anatomy)
Orgel	Organ (music)
Organell	Organelle
Organische Chemie	Organic chemistry
Lebewesen	Organism
Organisation	Organization
Organisation Amerikanischer Staaten	Organization of American States
Orgasmus	Orgasm
Origami	Origami
Origenes	Origen
Erbsünde	Original sin
Orinoco	Orinoco
Orion (Sternbild)	Orion (constellation)
Orissa	Orissa
Orlando (Florida)	Orlando
Vogelkunde	Ornithology
Kategorie:Ornithologie	Ornithology
Orpheus	Orpheus
Orson Welles	Orson Welles
Orthographie	Orthography
Ōsaka	Osaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Schwingung	Oscillation
Osiris	Osiris
Oslo	Oslo
Osman I.	Osman I
Osmium	Osmium
Fischadler	Osprey
Knochenfische	Osteichthyes
Osteoporose	Osteoporosis
Ostrava	Ostrava
Afrikanischer Strauß	Ostrich
Othello	Othello
Otho	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I. (HRR)	Otto I
Otto von Bismarck	Otto von Bismarck
Osmanisches Reich	Ottoman Empire
Kategorie:Osmanisches Reich	Ottoman Empire
Unze	Ounce
Eierstock	Ovary
Ovid	Ovid
Oviedo	Oviedo
Schafe	Ovis
Eizelle	Ovum
Eulen	Owl
Oxford	Oxford
Oxidationszahl	Oxidation state
Oxide	Oxide
Sauerstoff	Oxygen
Oxymoron	Oxymoron
Oxytocin	Oxytocin
Ozon	Ozone
Ozonschicht	Ozone layer
P	P
Phase Alternating Line	PAL
PH-Wert	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pazifischer Ozean	Pacific Ocean
Kategorie:Pazifischer Ozean	Pacific Ocean
Pazifismus	Pacifism
Padua	Padua
Heidentum	Paganism
Kategorie:Malerei	Painting
Pakistan	Pakistan
Kategorie:Pakistan	Pakistan
Schloss Versailles	Palace of Versailles
Palau	Palau
Kategorie:Palau	Palau
Paläozän	Paleocene
Altsteinzeit	Paleolithic
Paläontologie	Paleontology
Kategorie:Paläontologie	Paleontology
Paläozoikum	Paleozoic
Palermo	Palermo
Palästina (Region)	Palestine
Kategorie:Palästina	Palestine
Palästinensische Befreiungsorganisation	Palestine Liberation Organization
Palästinensische Autonomiebehörde	Palestinian National Authority
Pali	Pali
Palindrom	Palindrome
Palladium	Palladium
Palmsonntag	Palm Sunday
Palmyra	Palmyra
Pamir	Pamir Mountains
Pan (Mythologie)	Pan (mythology)
Panama	Panama
Kategorie:Panama	Panama
Panamakanal	Panama Canal
Panama (Stadt)	Panama City
Bauchspeicheldrüse	Pancreas
Pandemie	Pandemic
Pandora	Pandora
Pangaea	Pangaea
Pantheismus	Pantheism
Pantheon (Rom)	Pantheon
Panthera	Panthera
Kirchenstaat	Papal States
Papua-Neuguinea	Papua New Guinea
Kategorie:Papua-Neuguinea	Papua New Guinea
Papyrus (Beschreibstoff)	Papyrus
Parabel (Mathematik)	Parabola
Paracelsus	Paracelsus
Fallschirm	Parachute
Paradigma	Paradigm
Paradoxon	Paradox
Gleitschirmfliegen	Paragliding
Paraguay	Paraguay
Kategorie:Paraguay	Paraguay
Parallaxe	Parallax
Parallelogramm	Parallelogram
Paramaribo	Paramaribo
Paranoia	Paranoia
Paraphilie	Paraphilia
Parapsychologie	Parapsychology
Parasitismus	Parasitism
Pergament	Parchment
Paris	Paris
Kategorie:Paris	Paris
Paris (Mythologie)	Paris (mythology)
Parität (Mathematik)	Parity (mathematics)
Parkinson-Krankheit	Parkinson's disease
Parlament	Parliament
Parmenides	Parmenides
Parodie	Parody
Papageien	Parrot
Parsec	Parsec
Petersilie	Parsley
Parthenon	Parthenon
Parther	Parthia
Teilchenphysik	Particle physics
Kategorie:Teilchenphysik	Particle physics
Parvati	Parvati
Pascal	Pascal
Pascal (Programmiersprache)	Pascal (programming language)
Pascal (Einheit)	Pascal (unit)
Kategorie:Sperlingsvögel	Passeriformes
Sperlingsvögel	Passerine
Pessach	Passover
Reisepass	Passport
Kennwort	Password
Pasteurisierung	Pasteurization
Patagonien	Patagonia
Patent	Patent
Pathologie	Pathology
Patras	Patras
Patriarch	Patriarch
Patrick White	Patrick White
Patriotismus	Patriotism
Paul Gauguin	Paul Gauguin
Paul Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paulus von Tarsus	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Pauli-Prinzip	Pauli exclusion principle
Pfau (Sternbild)	Pavo (constellation)
Bauer (Schach)	Pawn (chess)
Pays de la Loire	Pays de la Loire
Erbse	Pea
Frieden	Peace
Westfälischer Friede	Peace of Westphalia
Pfirsich	Peach
Erdnuss	Peanut
Birnen	Pear
Perle	Pearl
Pearl Harbor	Pearl Harbor
Torf	Peat
Pädagogik	Pedagogy
Kategorie:Pädagogik	Pedagogy
Pädiatrie	Pediatrics
Pädophilie	Pedophilia
Stieleiche	Pedunculate Oak
Pegasos (Mythologie)	Pegasus
Pegasus (Sternbild)	Pegasus (constellation)
Peloponnes	Peloponnese
Peloponnesischer Krieg	Peloponnesian War
Bleistift	Pencil
Pendel	Pendulum
Penelope (Mythologie)	Penelope
Pinguine	Penguin
Penicillin	Penicillin
Halbinsel	Peninsula
Pennsylvania	Pennsylvania
Kategorie:Pennsylvania	Pennsylvania
Fünfeck	Pentagon
Pentagramm	Pentagram
Pfingsten	Pentecost
Pfingstbewegung	Pentecostalism
Kategorie:Person	People
Volksrepublik China	People's Republic of China
Pippin der Jüngere	Pepin the Short
Pepsi	Pepsi
Peptid	Peptide
Prozent	Percentage
Wahrnehmung	Perception
Barschartige	Perciformes
Schlaginstrument	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Wanderfalke	Peregrine Falcon
Perestroika	Perestroika
Parfüm	Perfume
Perikles	Pericles
Periode des Periodensystems	Period (periodic table)
Periodensystem	Periodic table
Perm (Stadt)	Perm
Permafrostboden	Permafrost
Perm (Geologie)	Permian
Permutation	Permutation
Pernambuco	Pernambuco
Perpetuum Mobile	Perpetual motion
Persephone (Mythologie)	Persephone
Persepolis	Persepolis
Perseus (Mythologie)	Perseus
Perseus (Sternbild)	Perseus (constellation)
Perserreich	Persian Empire
Persischer Golf	Persian Gulf
Personal Digital Assistant	Personal digital assistant
Perth	Perth
Peru	Peru
Kategorie:Peru	Peru
Pestizid	Pesticide
Petrus Abaelardus	Peter Abelard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Francesco Petrarca	Petrarch
Erdöl	Petroleum
Petrologie	Petrology
Phanerozoikum	Phanerozoic
Pharao	Pharaoh
Pharmakologie	Pharmacology
Kategorie:Pharmakologie	Pharmacology
Pharynx	Pharynx
Phenol	Phenol
Phänomenologie	Phenomenology
Phänotyp	Phenotype
Phenylalanin	Phenylalanine
Phenylketonurie	Phenylketonuria
Phi	Phi (letter)
Philadelphia	Philadelphia
Philatelie	Philately
Kategorie:Philatelie	Philately
Philipp II. (Makedonien)	Philip II of Macedon
Philipp II. (Spanien)	Philip II of Spain
Philipp Lenard	Philipp Lenard
Philippinensee	Philippine Sea
Philippinen	Philippines
Kategorie:Philippinen	Philippines
Philologie	Philology
Kategorie:Philologie	Philology
Stein der Weisen	Philosopher's stone
Philosophie	Philosophy
Kategorie:Philosophie	Philosophy
Portal:Philosophie	Philosophy
Phnom Penh	Phnom Penh
Phobische Störung	Phobia
Phobos (Mond)	Phobos (moon)
Phönizier	Phoenicia
Phoenix (Arizona)	Phoenix
Phönix	Phoenix
Phoenix (Sternbild)	Phoenix (constellation)
Phönix (Mythologie)	Phoenix (mythology)
Phoenix (Raumsonde)	Phoenix (spacecraft)
Phonem	Phoneme
Phonetik	Phonetics
Kategorie:Phonetik	Phonetics
Phonologie	Phonology
Phosphate	Phosphate
Phosphorsäure	Phosphoric acid
Phosphor	Phosphorus
Fotografie	Photography
Kategorie:Fotografie	Photography
Photon	Photon
Photosphäre	Photosphere
Photosynthese	Photosynthesis
Stamm (Systematik)	Phylum
Physikalische Chemie	Physical chemistry
Kategorie:Physikalische Chemie	Physical chemistry
Arzt	Physician
Physik	Physics
Kategorie:Physik	Physics
Portal:Physik	Physics
Physiologie	Physiology
Kategorie:Physiologie	Physiology
Kreiszahl	Pi
Pi (Buchstabe)	Pi (letter)
Klavier	Piano
Picardie	Picardie
Spechtvögel	Piciformes
Maler (Sternbild)	Pictor
Pidgin-Sprachen	Pidgin
Pidgin (Instant Messenger)	Pidgin (software)
Piemont	Piedmont
Pierre (South Dakota)	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment
Plzeň	Pilsen
Kieferngewächse	Pinaceae
Pindar	Pindar
Kiefern	Pine
Ananas	Pineapple
Ping (Datenübertragung)	Ping
Rosa (Farbe)	Pink
Robben	Pinniped
Piraterie	Piracy
Pisa	Pisa
Fische (Sternbild)	Pisces (constellation)
Kolben (Technik)	Piston
Pittsburgh	Pittsburgh
Hypophyse	Pituitary gland
Pixel	Pixel
Pizza	Pizza
Plagiat	Plagiarism
Ebene (Mathematik)	Plane (mathematics)
Planet	Planet
Planetarischer Nebel	Planetary nebula
Plankton	Plankton
Pflanzen	Plant
Plasma (Physik)	Plasma (physics)
Plasmid	Plasmid
Kunststoff	Plastic
Plastid	Plastid
Plattentektonik	Plate tectonics
Thrombozyt	Platelet
Platin	Platinum
Platon	Plato
Schnabeltier	Platypus
Playboy (Magazin)	Playboy
Spielkarte	Playing card
Messier 45	Pleiades (star cluster)
Pleistozän	Pleistocene
Plewen	Pleven
Plinius der Ältere	Pliny the Elder
Plinius der Jüngere	Pliny the Younger
Pliozän	Pliocene
Plotin	Plotinus
Plowdiw	Plovdiv
Pflaume	Plum
Plutarch	Plutarch
Pluto (Zwergplanet)	Pluto
Pluto	Pluto (disambiguation)
Plutonium	Plutonium
Plymouth	Plymouth
Lungenentzündung	Pneumonia
Po (Fluss)	Po River
Süßgräser	Poaceae
Podcasting	Podcast
Poesie	Poetry
Kategorie:Lyrik	Poetry
Pogrom	Pogrom
Punkt (Geometrie)	Point (geometry)
Gift	Poison
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Polen	Poland
Kategorie:Polen	Poland
Eisbär	Polar bear
Polarstern	Polaris
Polizei	Police
Poliomyelitis	Poliomyelitis
Politische Partei	Political party
Politikwissenschaft	Political science
Kategorie:Politikwissenschaft	Political science
Politiker	Politician
Politik	Politics
Kategorie:Politik	Politics
Pollen	Pollen
Bestäubung	Pollination
Umweltverschmutzung	Pollution
Polo (Sport)	Polo
Polonium	Polonium
Polyethylen	Polyethylene
Polygamie	Polygamy
Polygon	Polygon
Polyeder	Polyhedron
Polyhymnia	Polyhymnia
Polymer	Polymer
Polynesien	Polynesia
Polynom	Polynomial
Polytheismus	Polytheism
Polyvinylchlorid	Polyvinyl chloride
Granatapfel	Pomegranate
Pampelmuse	Pomelo
Pompeji	Pompeii
Gnaeus Pompeius Magnus	Pompey
Pontius Pilatus	Pontius Pilate
Pop-Art	Pop art
Popmusik	Pop music
Papst	Pope
Alexander VI.	Pope Alexander VI
Pappeln	Poplar
Bevölkerung	Population
Populismus	Populism
Porzellan	Porcelain
Pornografie	Pornography
Hafen	Port
Port Louis	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port-of-Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland (Oregon)	Portland
Portland	Portland
Porto	Porto
Porträt	Portrait
Portsmouth	Portsmouth
Portugal	Portugal
Kategorie:Portugal	Portugal
Poseidon	Poseidon
Positron	Positron
Briefmarke	Postage stamp
Postleitzahl	Postal code
Postmoderne	Postmodernism
Kalium	Potassium
Kaliumnitrat	Potassium nitrate
Kartoffel	Potato
Potentielle Energie	Potential energy
Potsdam	Potsdam
Pfund	Pound (mass)
Pfund Sterling	Pound sterling
Armut	Poverty
Leistung (Physik)	Power (physics)
Kraftwerk	Power station
Praetur	Praetor
Prag	Prague
Kategorie:Prag	Prague
Praia	Praia
Praseodym	Praseodymium
Gebet	Prayer
Präkambrium	Precambrian
Präzession	Precession
Niederschlag	Precipitation (meteorology)
Schwangerschaft	Pregnancy
Urgeschichte	Prehistory
Kategorie:Ur- und Frühgeschichte	Prehistory
Präsident	President
Präsident der Vereinigten Staaten von Amerika	President of the United States
Druck (Physik)	Pressure
Pretoria	Pretoria
Priamos	Priam
Preis (Wirtschaft)	Price
Priester	Priest
Primaten	Primate
Kategorie:Primaten	Primates
Nullmeridian	Prime Meridian
Ministerpräsident	Prime minister
Primzahl	Prime number
Prince Edward Island	Prince Edward Island
Philip Mountbatten, Herzog von Edinburgh	Prince Philip
Prince of Wales	Prince of Wales
Princeton University	Princeton University
Relativitätstheorie	Principle of relativity
Buchdruck	Printing
Prion	Prion
Prisma (Geometrie)	Prism (geometry)
Prisma (Optik)	Prism (optics)
Gefängnis	Prison
Kriegsgefangener	Prisoner of war
Prix Goncourt	Prix Goncourt
Wahrscheinlichkeit	Probability
Wahrscheinlichkeitstheorie	Probability theory
Kategorie:Stochastik	Probability theory
Kleinbären	Procyonidae
Professur	Professor
Gewinn	Profit
Programmierer	Programmer
Programmiersprache	Programming language
Progressive Rock	Progressive rock
Projekt	Project
Prokaryoten	Prokaryote
Prolog (Programmiersprache)	Prolog
Prometheus	Prometheus
Promethium	Promethium
Pronomen	Pronoun
Propaganda	Propaganda
Propan	Propane
Prophet	Prophet
Prosa	Prose
Prostata	Prostate
Protactinium	Protactinium
Protektorat	Protectorate
Protein	Protein
Proterozoikum	Proterozoic
Reformation	Protestant Reformation
Protestantismus	Protestantism
Protisten	Protist
Protokoll	Protocol
Proton	Proton
Protozoen	Protozoa
Providence	Providence
Proxima Centauri	Proxima Centauri
Prunus	Prunus
Preußen	Prussia
Buch der Psalmen	Psalms
Pseudonym	Pseudonym
Pseudowissenschaft	Pseudoscience
Psi	Psi (letter)
Schuppenflechte	Psoriasis
Psychiatrie	Psychiatry
Kategorie:Psychiatrie	Psychiatry
Psychoanalyse	Psychoanalysis
Psychologie	Psychology
Kategorie:Psychologie	Psychology
Psychose	Psychosis
Psychotherapie	Psychotherapy
Ptah	Ptah
Flugsaurier	Pterosaur
Ptolemäer	Ptolemaic dynasty
Claudius Ptolemäus	Ptolemy
Pubertät	Puberty
Gemeinfreiheit	Public domain
Öffentlichkeitsarbeit	Public relations
Puerto Rico	Puerto Rico
Kategorie:Puerto Rico	Puerto Rico
Pula	Pula
Flaschenzug	Pulley
Pulsar	Pulsar
Pumpe	Pump
Satzzeichen	Punctuation
Punjab (Indien)	Punjab (India)
Kategorie:Punk	Punk
Punk (Musik)	Punk rock
Pupille	Pupil
Achterdeck des Schiffs	Puppis
Pjöngjang	Pyongyang
Pyramide (Bauwerk)	Pyramid
Pyramide (Geometrie)	Pyramid (geometry)
Pyrenäen	Pyrenees
Pyrit	Pyrite
Pyrrhussieg	Pyrrhic victory
Pythagoras von Samos	Pythagoras
Python (Programmiersprache)	Python (programming language)
Schiffskompass (Sternbild)	Pyxis
Q	Q
Katar	Qatar
Kategorie:Katar	Qatar
Qin-Dynastie	Qin Dynasty
Qing-Dynastie	Qing Dynasty
Quadratische Gleichung	Quadratic equation
Viereck	Quadrilateral
Quaestur	Quaestor
Quantenfeldtheorie	Quantum field theory
Quantenmechanik	Quantum mechanics
Kategorie:Quantenmechanik	Quantum mechanics
Quarantäne	Quarantine
Quark (Physik)	Quark
Quarz	Quartz
Quasar	Quasar
Quartär (Geologie)	Quaternary
Quaternion	Quaternion
Québec	Quebec
Kategorie:Québec	Quebec
Québec (Stadt)	Quebec City
Quechua	Quechua
Dame (Schach)	Queen (chess)
Queens	Queens
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Fragezeichen	Question mark
Quetzalcoatl	Quetzalcoatl
Quitte	Quince
Quito	Quito
R	R
RAF	RAF (disambiguation)
RAID	RAID
Ribonukleinsäure	RNA
Re (Ägyptische Mythologie)	Ra
Rabat	Rabat
Rabbiner	Rabbi
Rabindranath Thakur	Rabindranath Tagore
Marderhund	Raccoon Dog
Rassentheorien	Race
Rachel Carson	Rachel Carson
Rassismus	Racism
Kategorie:Rassismus	Racism
Radar	Radar
Radiant (Einheit)	Radian
Kategorie:Hörfunk	Radio
Radioteleskop	Radio telescope
Radioaktivität	Radioactive decay
Radiokohlenstoffdatierung	Radiocarbon dating
Radiologie	Radiology
Radium	Radium
Radius	Radius
Radon	Radon
Regen	Rain
Regenbogen	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh (North Carolina)	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Rama (Religion)	Rama
Ramadan	Ramadan
Ramayana	Ramayana
Ramses II.	Ramesses II
Random Access Memory	Random access memory
Hahnenfußgewächse	Ranunculaceae
Vergewaltigung	Rape
Raps	Rapeseed
Raffael	Raphael
Raphael (Erzengel)	Raphael (archangel)
Kategorie:U-Bahn	Rapid transit
Himbeere	Raspberry
Ratten	Rat
Rationale Zahl	Rational number
Laufvögel	Ratite
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Festwertspeicher	Read-only memory
Reelle Zahl	Real number
Rezession	Recession
Recife	Recife
Rechteck	Rectangle
Gleichrichter	Rectifier
Rekursion	Recursion
Recycling	Recycling
Rot	Red
Rote Armee Fraktion	Red Army Faction
Rothirsch	Red Deer
Rotfuchs	Red Fox
Kleiner Panda	Red Panda
Rotes Meer	Red Sea
Rotalgen	Red algae
Erythrozyt	Red blood cell
Roter Zwerg	Red dwarf
Roter Riese	Red giant
Rotverschiebung	Redshift
Rotverschiebung	Redshift (disambiguation)
Reduced Instruction Set Computing	Reduced instruction set computer
Referendum	Referendum
Brechung (Physik)	Refraction
Brechzahl	Refractive index
Flüchtling	Refugee
Regentschaft	Regent
Reggae	Reggae
Regiment	Regiment
Regina (Saskatchewan)	Regina
Region	Region
Reims	Reims
Reinkarnation	Reincarnation
Ren	Reindeer
Relation (Mathematik)	Relation (mathematics)
Relativismus	Relativism
Kategorie:Relativitätstheorie	Relativity
Relais	Relay
Religion	Religion
Kategorie:Religion	Religion
Quäker	Religious Society of Friends
Rembrandt van Rijn	Rembrandt
Renaissance	Renaissance
Kategorie:Renaissance	Renaissance
Reproduktion	Reproduction
Reptilien	Reptile
Republik	Republic
Republik China	Republic of China
Irland	Republic of Ireland
Kategorie:Irland	Republic of Ireland
Republik Kongo	Republic of the Congo
Kategorie:Republik Kongo	Republic of the Congo
Republikanische Partei (Vereinigte Staaten)	Republican Party (United States)
Requiem	Requiem
Widerstand (Bauelement)	Resistor
Restaurant	Restaurant
Netz (Sternbild)	Reticulum
Netzhaut	Retina
Retinol	Retinol
Revolution	Revolution
Revolver	Revolver
Rhea (Mond)	Rhea (moon)
Rhea (Mythologie)	Rhea (mythology)
Rhenium	Rhenium
Rhetorik	Rhetoric
Kategorie:Rhetorik	Rhetoric
Rhein	Rhine
Nashörner	Rhinoceros
Rho	Rho (letter)
Rhode Island	Rhode Island
Kategorie:Rhode Island	Rhode Island
Rhodos	Rhodes
Rhodium	Rhodium
Raute	Rhombus
Reim	Rhyme
Rhythmus (Musik)	Rhythm
Rhythm and Blues	Rhythm and blues
Rippe	Rib
Riboflavin	Riboflavin
Ribosom	Ribosome
Reis	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (Pink Floyd)	Richard Wright (musician)
Richmond (Virginia)	Richmond
Riga	Riga
Rigel	Rigel
Rektaszension	Right ascension
Ringtheorie	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
Rio de Janeiro (Bundesstaat)	Rio de Janeiro (state)
Fluss	River
Themse	River Thames
Riad	Riyadh
Straße	Road
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert Edward Lee	Robert E. Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
