Arabic	English
لوزان	Lausanne
حمم بركانية	Lava
قانون	Law
تصنيف:قانون	Law
تصنيف:شرطة	Law enforcement
لورنسيوم	Lawrencium
محامي	Lawyer
لاتسيو	Lazio
لو كوربوزييه	Le Corbusier
لو هافر	Le Havre
رصاص	Lead
ورقة نباتية	Leaf
عصبة الأمم	League of Nations
برج بيزا المائل	Leaning Tower of Pisa
سنة كبيسة	Leap year
تعلم	Learning
لبنان	Lebanon
تصنيف:لبنان	Lebanon
لي هارفي اوزوالد	Lee Harvey Oswald
ليدز	Leeds
أعسر	Left-handed
هيئة تشريعية	Legislature
ليستر	Leicester
ليدن	Leiden
لايبزغ	Leipzig
ليمون	Lemon
طول	Length
عدسة (بصريات)	Lens (optics)
الصوم الكبير	Lent
عدس	Lentil
ليو الأول	Leo I (emperor)
ليون تروتسكي	Leon Trotsky
ليونارد برنستاين	Leonard Bernstein
ليوناردو دا فينشي	Leonardo da Vinci
ليونهارد أويلر	Leonhard Euler
ليونيد بريجينيف	Leonid Brezhnev
نمر	Leopard
قشريات الجناح	Lepidoptera
جذام (مرض)	Leprosy
ليبتون	Lepton
سحاق	Lesbian
ليسوتو	Lesotho
تصنيف:ليسوتو	Lesotho
جزر الأنتيل الصغرى	Lesser Antilles
ليتو	Leto
حرف	Letter (alphabet)
ابيضاض الدم	Leukemia
بلاد الشام	Levant
رافعة	Lever
لوياثان	Leviathan
سفر اللاويين	Leviticus
لويس كارول	Lewis Carroll
لاسا	Lhasa
ليبرالية	Liberalism
تصنيف:ليبرالية	Liberalism
نمور التاميل	Liberation Tigers of Tamil Eelam
ليبيريا	Liberia
تصنيف:ليبيريا	Liberia
مكتبة	Library
علم المكتبات والمعلومات	Library science
ليبرفيل	Libreville
ليبيا	Libya
تصنيف:ليبيا	Libya
شيبيات	Lichen
كذب	Lie
ليختنشتاين	Liechtenstein
حياة	Life
تصنيف:حياة	Life
ضوء	Light
سنة ضوئية	Light-year
منارة	Lighthouse
برق	Lightning
ليغوريا	Liguria
ليليث	Lilith
ليل (مدينة)	Lille
ليلونغوي	Lilongwe
ليما	Lima
حجر جيري	Limestone
نهاية رياضية	Limit (mathematics)
لينكون، نبراسكا	Lincoln
لينكون (توضيح)	Lincoln
لينكولنشير	Lincolnshire
جبر خطي	Linear algebra
تصنيف:جبر خطي	Linear algebra
معادلة خطية	Linear equation
لسانيات	Linguistics
تصنيف:لسانيات	Linguistics
لينوس باولنغ	Linus Pauling
لينكس	Linux
تصنيف:لينكس	Linux
أسد	Lion
ليبيدات	Lipid
سائل	Liquid
شاشة الكرستال السائل	Liquid crystal display
عرقسوس	Liquorice
لشبونة	Lisbon
ليسب	Lisp (programming language)
معرفة القراءة والكتابة	Literacy
أدب	Literature
تصنيف:أدب	Literature
بوابة:أدب	Literature
ليثيوم	Lithium
لتوانيا	Lithuania
تصنيف:لتوانيا	Lithuania
لتر	Litre
ليفربول	Liverpool
سحلية	Lizard
ليوبليانا	Ljubljana
لاما	Llama
بحيرة لوخ نيس	Loch Ness
وحش بحيرة لوخ نيس	Loch Ness Monster
لوغاريتم	Logarithm
منطق	Logic
تصنيف:منطق	Logic
بوابة منطقية	Logic gate
لوجستية	Logistics
شعار (رمز)	Logo
لوار	Loire River
لوكي	Loki
لومبارديا	Lombardy
لندن	London
تصنيف:لندن	London
لونغ بيتش، كاليفورنيا	Long Beach
قفز طويل	Long jump
الصلاة الربيّة	Lord's Prayer
لورين	Lorraine (region)
لوس أنجلوس، كاليفورنيا	Los Angeles
مكبر الصوت	Loudspeaker
لويس أرمسترونج	Louis Armstrong
لويس باستور	Louis Pasteur
لويس الورع	Louis the Pious
لويزيانا	Louisiana
لويفيل، كنتاكي	Louisville
متحف اللوفر	Louvre
حب	Love
ساكسونيا السفلى	Lower Saxony
لواندا	Luanda
لوتشانو بافاروتي	Luciano Pavarotti
لوسيفر (مصطلح)	Lucifer
لودفيش ميس فان دي رو	Ludwig Mies van der Rohe
لودفيج فيتجينشتاين	Ludwig Wittgenstein
لودفيج فان بيتهوفن	Ludwig van Beethoven
لويجي بيرانديلو	Luigi Pirandello
خسوف القمر	Lunar eclipse
لوند	Lund
رئة	Lung
سرطان الرئة	Lung cancer
لوساكا	Lusaka
لوتيتيوم	Lutetium
لوثرية	Lutheranism
لوكسمبورغ	Luxembourg
تصنيف:لوكسمبورغ	Luxembourg
لوكسمبورغ (مدينة)	Luxembourg (city)
الأقصر	Luxor
لوزون	Luzon
ليتشي (فاكهة)	Lychee
جهاز لمفاوي	Lymphatic system
لنكس	Lynx (web browser)
ليون (فرنسا)	Lyon
القيثارة (كوكبة)	Lyra
ليسين	Lysine
جسيم حال	Lysosome
M	M
إم‌إس - دوس	MS-DOS
ماكاو	Macau
مكبث	Macbeth
رقم ماخ	Mach number
رشاش	Machine gun
ترجمة آلية	Machine translation
ماتشو بيتشو	Machu Picchu
ماكنتوش	Macintosh
اقتصاد كلي	Macroeconomics
تصنيف:اقتصاد كلي	Macroeconomics
مدغشقر (دولة)	Madagascar
جزر ماديرا	Madeira
ماديسون، ويسكنسن	Madison
مادونا	Madonna (entertainer)
مدريد	Madrid
منطقة مدريد ذاتية الحكم	Madrid (autonomous community)
مافيا	Mafia
مجلة	Magazine
المغرب العربي	Maghreb
سحر	Magic (paranormal)
خط ماجينو	Maginot Line
ماغما	Magma
ماجنا كارتا	Magna Carta
مغنيزيوم	Magnesium
مغناطيس	Magnet
حقل مغناطيسي	Magnetic field
الأشعة المغناطيسية	Magnetic resonance imaging
مغناطيسية	Magnetism
ماغنتيت	Magnetite
عدسة مكبرة	Magnifying glass
ماهاراشترا	Maharashtra
مهاتما غاندي	Mahatma Gandhi
ماهايانا	Mahayana
بريد عادي	Mail
موسى بن ميمون	Maimonides
ماين (نهر)	Main
مين	Maine
ذرة (نبات)	Maize
رائد (رتبة عسكرية)	Major
مايوركا	Majorca
مالابو	Malabo
ملاريا	Malaria
تصنيف:ملاوي	Malawi
ماليزيا	Malaysia
تصنيف:ماليزيا	Malaysia
مالكوم إكس	Malcolm X
ملديف	Maldives
تصنيف:مالديف	Maldives
مالي	Mali
تصنيف:مالي	Mali
مالطا	Malta
تصنيف:مالطا	Malta
لغة مالطية	Maltese language
مالتوز	Maltose
ثدييات	Mammal
ماموث	Mammoth
إدارة	Management
ماناغوا	Managua
المنامة	Manama
خروف البحر	Manatee
مانشستر	Manchester
منشوريا	Manchuria
ماندرين	Mandarin orange
مجموعة ماندلبروت	Mandelbrot set
منغنيز	Manganese
مانجو	Mango
مانهاتن	Manhattan
مشروع مانهاتن	Manhattan Project
مانوية	Manichaeism
مانيلا	Manila
مانيبور	Manipur
مانيتوبا	Manitoba
مانهايم	Mannheim
مانتوفا	Mantua
مخطوط	Manuscript
ماو تسي تونغ	Mao Zedong
خريطة	Map
مابوتو	Maputo
ماراثون	Marathon
رخام	Marble
مارك شاغال	Marc Chagall
مارسيل بروست	Marcel Proust
مارس	March
17 مارس	March 17
19 مارس	March 19
2 مارس	March 2
25 مارس	March 25
ماركي	Marche
ماركو بولو	Marco Polo
ماركوس أوريليوس	Marcus Aurelius
مارغريت ميتشل	Margaret Mitchell
مارجريت ثاتشر	Margaret Thatcher
ماريا كالاس	Maria Callas
ماري أنطوانيت	Marie Antoinette
ماري كوري	Marie Curie
مارلين مونرو	Marilyn Monroe
ماركوس أنطونيوس	Mark Antony
مارك توين	Mark Twain
سوق	Market
تسويق	Marketing
تصنيف:تسويق	Marketing
لغة رقم	Markup language
مارلينه ديتريش	Marlene Dietrich
مراكش	Marrakech
زواج	Marriage
مرسيليا	Marseille
جزر مارشال	Marshall Islands
مشروع مارشال	Marshall Plan
مارتن بوبر	Martin Buber
مارتن هايدغر	Martin Heidegger
مارتن لوثر	Martin Luther
مارتن لوثر كنج	Martin Luther King
مارتن سكورسيزي	Martin Scorsese
مارتن فان بيورين	Martin Van Buren
مارتينا نفراتيلوفا	Martina Navratilova
مارتينيك	Martinique
شهيد	Martyr
الأخوة ماركس	Marx Brothers
ماركسية	Marxism
تصنيف:ماركسية	Marxism
مريم العذراء	Mary (mother of Jesus)
مريم المجدلية	Mary Magdalene
ماريلاند	Maryland
ماسيرو	Maseru
مشهد	Mashhad
كتلة	Mass
عدد الكتلة	Mass number
ماساتشوستس	Massachusetts
معهد تكنولوجيا ماساتشوستس	Massachusetts Institute of Technology
عادة سرية	Masturbation
عود ثقاب	Match
مادية	Materialism
منطق رياضي	Mathematical logic
تصنيف:منطق رياضي	Mathematical logic
برهان رياضي	Mathematical proof
رياضيات	Mathematics
تصنيف:رياضيات	Mathematics
بوابة:رياضيات	Mathematics
مصفوفة	Matrix (mathematics)
مادة	Matter
موريتانيا	Mauritania
تصنيف:موريتانيا	Mauritania
موريشيوس	Mauritius
تصنيف:موريشيوس	Mauritius
ماكس بورن	Max Born
ماكس بلانك	Max Planck
ماكس فيبر	Max Weber
مكسيميانوس	Maximian
معادلات ماكسويل	Maxwell's equations
مايو	May
1 مايو	May 1
24 مايو	May 24
عمدة	Mayor
مبابان	Mbabane
حصبة	Measles
نظرية القياس	Measure (mathematics)
تصنيف:قياسات	Measurement
علم القياس	Measurement
لحم	Meat
مكة المكرمة	Mecca
هندسة ميكانيكية	Mechanical engineering
تصنيف:هندسة ميكانيكية	Mechanical engineering
وسيط حسابي	Median
دواء	Medication
ميديشي	Medici
طب	Medicine
تصنيف:طب	Medicine
المدينة المنورة	Medina
تصنيف:البحر الأبيض المتوسط	Mediterranean
البحر الأبيض المتوسط	Mediterranean Sea
ميدوسا	Medusa
حيوان الميركات	Meerkat
ميجابايت	Megabyte
ايكهارت	Meister Eckhart
مايتنريوم	Meitnerium
ميل غيبسون	Mel Gibson
ميلانيسيا	Melanesia
بطيخ	Melon
ميلبوميني	Melpomene
نقطة انصهار	Melting point
ميمي	Meme
ذاكرة (بيولوجيا)	Memory
ميمفيس، تينيسي	Memphis
ممفيس (مصر)	Memphis
مناحيم بيجِن	Menachem Begin
مندليفيوم	Mendelevium
التهاب سحايا	Meningitis
دورة شهرية	Menstrual cycle
حيض	Menstruation
مرض عقلي	Mental disorder
نعناع	Mentha
مذهب تجاري	Mercantilism
مرتزق	Mercenary
زئبق	Mercury (element)
عطارد	Mercury (planet)
حورية البحر	Mermaid
ميروفنجيون	Merovingian
ميريل ستريب	Meryl Streep
ميزون	Meson
بلاد الرافدين	Mesopotamia
تصنيف:حضارة ما بين النهرين	Mesopotamia
ميزوسفير	Mesosphere
حقبة وسطى	Mesozoic
مرسال الحمض النووي الريبي	Messenger RNA
الماشيح	Messiah
ميسينا	Messina
استقلاب	Metabolism
ميتاداتا	Metadata
فلز	Metal
رابطة فلزية	Metallic bond
شبه فلز	Metalloid
علم السبائك	Metallurgy
تصنيف:علم الفلزات	Metallurgy
صخور متحولة	Metamorphic rock
ميتافيزيقا	Metaphysics
تصنيف:ميتافيزيقيا	Metaphysics
نقيلة	Metastasis
نيزك	Meteoroid
تصنيف:علم الأرصاد الجوية	Meteorology
علم الطقس	Meteorology
ميثانول	Methanol
ميثيونين	Methionine
ميثودية	Methodism
متر	Metre
المكسيك	Mexico
تصنيف:مكسيك	Mexico
مدينة مكسيكو	Mexico City
ميامي، فلوريدا	Miami
رئيس الملائكة ميخائيل	Michael (archangel)
مايكل فاراداي	Michael Faraday
مايكل آنجلو	Michelangelo
ميشيغان	Michigan
ميكي ماوس (شخصية كارتونية)	Mickey Mouse
علم الأحياء الدقيقة	Microbiology
اقتصاد جزئي	Microeconomics
تصنيف:اقتصاد جزئي	Microeconomics
مايكرونيزيا	Micronesia
ميكروب	Microorganism
مصدح	Microphone
معالج صغري	Microprocessor
مجهر	Microscope
موجات صغرية	Microwave
فرن كهرومغناطيسي	Microwave oven
عصور وسطى	Middle Ages
تصنيف:عصور وسطى	Middle Ages
الشرق الأوسط	Middle East
تصنيف:شرق أوسط	Middle East
صداع نصفي	Migraine
ميغيل دي ثيربانتس	Miguel de Cervantes
مايك تايسون	Mike Tyson
ميخائيل غورباتشوف	Mikhail Gorbachev
ميلانو	Milan
تصنيف:عسكرية	Military
رتب عسكرية	Military rank
حليب	Milk
درب التبانة	Milky Way
ميلارد فيلمور	Millard Fillmore
ألفية	Millennium
مليمتر	Millimetre
مليون	Million
ميلتون فريدمان	Milton Friedman
ميلواكي، ويسكنسن	Milwaukee
مئذنة	Minaret
مندناو	Mindanao
معدن	Mineral
تصنيف:علم المعادن	Mineralogy
أسرة مينج	Ming Dynasty
وزير	Minister (government)
مينيابولس، مينيسوتا	Minneapolis
مينيسوتا	Minnesota
حضارة مينوسية	Minoan civilization
مينوس	Minos
مينوتور	Minotaur
مينسك	Minsk
دقيقة	Minute
الميشناه	Mishnah
نهر مسيسيبي	Mississippi River
ميزوري	Missouri
نهر ميزوري	Missouri River
متقدرة	Mitochondrion
هاتف نقال	Mobile phone
مودم	Modem
حداثوية	Modernism
تعديل الإشارة	Modulation
مقديشيو	Mogadishu
مولدافيا	Moldova
تصنيف:مولدافيا	Moldova
مول	Mole (unit)
علم الأحياء الجزيئي	Molecular biology
تصنيف:علم الأحياء الجزيئي	Molecular biology
جزيء	Molecule
موليزي	Molise
رخويات	Mollusca
زجاجة حارقة (مولوتوف)	Molotov cocktail
موليبدنوم	Molybdenum
مومباسا	Mombasa
زخم الحركة	Momentum
موناكو	Monaco
تصنيف:موناكو	Monaco
ملكية	Monarchy
الاثنين	Monday
مال	Money
منغوليا	Mongolia
تصنيف:منغوليا	Mongolia
نمس	Mongoose
مونيكا سيليش	Monica Seles
واحدية	Monism
مونومر	Monomer
احتكار	Monopoly
مونوبولي (لعبة)	Monopoly (game)
سكريات أولية	Monosaccharide
غلوتامات أحادية الصوديوم	Monosodium glutamate
توحيدية	Monotheism
أحاديات المسلك	Monotreme
مونروفيا	Monrovia
مون بلون	Mont Blanc
مونتانا	Montana
الجبل الأسود	Montenegro
مونتيفيديو	Montevideo
مونتغومري، ألاباما	Montgomery
شهر	Month
مونتبليير، فيرمونت	Montpelier
مونتريال	Montreal
مونتسرات	Montserrat
قمر	Moon
أخلاقيات	Morality
مورافيا	Moravia
المغرب	Morocco
تصنيف:المغرب	Morocco
مورفين	Morphine
مورفولوجيا (لسانيات)	Morphology (linguistics)
هاون	Mortar (weapon)
فسيفساء	Mosaic
موسكو	Moscow
تصنيف:موسكو	Moscow
موسى	Moses
موشيه دايان	Moshe Dayan
مسجد	Mosque
بعوضة	Mosquito
حزازيات	Moss
موساد	Mossad
الموصل	Mosul
موتيت	Motet
أم	Mother
الأم تريزا	Mother Teresa
عيد الأم	Mother's Day
حركة (فيزياء)	Motion (physics)
دراجة بخارية	Motorcycle
شعار الدولة	Motto
جبل أرارات	Mount Ararat
جبل آثوس	Mount Athos
جبل إتنا	Mount Etna
جبل إفرست	Mount Everest
جبل فوجي	Mount Fuji
جبل كيليمانجارو	Mount Kilimanjaro
جبل ماكنلي	Mount McKinley
جبل أوليمبوس	Mount Olympus
جبل راشمور	Mount Rushmore
فيزوف	Mount Vesuvius
جبل	Mountain
ممر جبلي	Mountain pass
سلسلة جبلية	Mountain range
فأر	Mouse
فأرة	Mouse (computing)
موزمبيق	Mozambique
تصنيف:موزمبيق	Mozambique
مو (حرف إغريقي)	Mu (letter)
مؤذن	Muezzin
محمد بن عبد الله	Muhammad
محمد علي (ملاكم)	Muhammad Ali
بغل	Mule
وسائط متعددة	Multimedia
تصلب الأنسجة المتعدد	Multiple sclerosis
ضرب	Multiplication
ممباي	Mumbai
مومياء	Mummy
ميونخ	Munich
بلدية	Municipality
ميورمانسك	Murmansk
قانون مورفي	Murphy's law
موز	Musa (genus)
محافظة مسقط	Muscat
عضلة	Muscle
إلهات الإلهام	Muse
متحف	Museum
فطر	Mushroom
موسيقا	Music
تصنيف:موسيقى	Music
آلة موسيقية	Musical instrument
موسيقى	Musician
ابن عرس (فصيلة)	Mustelidae
طفرة	Mutation
احتشاء عضل القلب	Myocardial infarction
حسر البصر	Myopia
أسطورة	Myth
ميثولوجيا	Mythology
تصنيف:ميثولوجيا	Mythology
N	N
انجامينا	N'Djamena
بورصة نازداك	NASDAQ
حلف شمال الأطلسي	NATO
نادين غورديمير	Nadine Gordimer
النظير	Nadir
ناغازاكي	Nagasaki
ناغويا	Nagoya
ظفر (تشريح)	Nail (anatomy)
مسمار	Nail (fastener)
نيروبي	Nairobi
ناميبيا	Namibia
تصنيف:ناميبيا	Namibia
نانسي	Nancy
نانكا بربت	Nanga Parbat
نانجينغ	Nanjing
تقانة نانوية	Nanotechnology
نانت	Nantes
نابالم	Napalm
نابولي	Naples
الحروب النابليونية	Napoleonic Wars
ناشفيل، تينيسي	Nashville
ناثانيال هاوثورن	Nathaniel Hawthorne
وكالة الأمن القومي	National Security Agency
نشيد وطني	National anthem
قومية	Nationalism
تصنيف:قومية	Nationalism
غاز طبيعي	Natural gas
معالجة اللغات الطبيعية	Natural language processing
عدد طبيعي	Natural number
علوم طبيعية	Natural science
اصطفاء طبيعي	Natural selection
طبيعة	Nature
تصنيف:طبيعة	Nature
ناورو	Nauru
تصنيف:ملاحة	Navigation
ملاحة	Navigation
قوات بحرية	Navy
الناصرة	Nazareth
ألمانيا النازية	Nazi Germany
الحزب النازي	Nazi Party
تصنيف:نازية	Nazism
نياندرتال	Neanderthal
نبراسكا	Nebraska
بختنصر	Nebuchadrezzar II
سديم	Nebula
نفرتيتي	Nefertiti
نقب	Negev
نيل آرمسترونغ	Neil Armstrong
نيلسون مانديلا	Nelson Mandela
ديدان اسطوانية	Nematode
نيوديميوم	Neodymium
عصر حجري حديث	Neolithic
نيون	Neon
إفلاطونية محدثة	Neoplatonism
نيبال	Nepal
نبتون	Neptune
نبتونيوم	Neptunium
نيرون	Nero
نيرفا	Nerva
جهاز عصبي	Nervous system
تصنيف:جهاز عصبي	Nervous system
عش	Nest
نسطورية	Nestorianism
هولندا	Netherlands
تصنيف:هولندا	Netherlands
جزر الأنتيل الهولندية	Netherlands Antilles
طب الأمراض العصبية	Neurology
تصنيف:علم الأعصاب	Neurology
عصبون	Neuron
ناقل عصبي	Neurotransmitter
نيترينو	Neutrino
نيوترون	Neutron
نجم نيتروني	Neutron star
نهر نيفا	Neva River
نيفادا	Nevada
نيو برانزويك	New Brunswick
كاليدونيا الجديدة	New Caledonia
نيودلهي	New Delhi
نيو إنجلاند	New England
غينيا الجديدة	New Guinea
نيوهامبشر	New Hampshire
نيوجيرزي	New Jersey
نيومكسيكو	New Mexico
نيو أورلينز، لويزيانا	New Orleans
نيوساوث ويلز	New South Wales
عهد جديد	New Testament
العالم الجديد	New World
نيويورك (ولاية)	New York
تصنيف:نيويورك	New York
نيويورك	New York (disambiguation)
نيويورك (مدينة)	New York City
بورصة نيويورك	New York Stock Exchange
نيوزيلندا	New Zealand
تصنيف:نيوزيلندا	New Zealand
نيوآرك، نيوجيرسي	Newark
نيوفاوندلاند	Newfoundland (island)
نيوبورت	Newport
نيوتن (وحدة)	Newton
فيتامين بي3	Niacin
شلالات نياجارا	Niagara Falls
نيامي	Niamey
نيكاراجوا	Nicaragua
نيس	Nice
نيكل	Nickel
نيكولا بوسان	Nicolas Poussin
نيكولاس كوبرنيكوس	Nicolaus Copernicus
مدينة نيقوسيا	Nicosia
نيكوتين	Nicotine
نيلز بور	Niels Bohr
النيجر	Niger
تصنيف:نيجر	Niger
نهر النيجر	Niger River
نيجيريا	Nigeria
تصنيف:نيجيريا	Nigeria
ليل	Night
بلبل	Nightingale
عدمية	Nihilism
نايك	Nike
نيكيتا خوروشوف	Nikita Khrushchev
تيسلا	Nikola Tesla
نهر النيل	Nile
نينجا	Ninja
نيوبيوم	Niobium
حمض نتريك	Nitric acid
نيتروجين	Nitrogen
نيتروغليسرين	Nitroglycerin
نيكس	Nix (moon)
نوح	Noah
نعوم تشومسكي	Noam Chomsky
جائزة نوبل	Nobel Prize
تصنيف:جائزة نوبل	Nobel Prize
نوبليوم	Nobelium
غاز نبيل	Noble gas
لا فلز	Nonmetal
نورفولك	Norfolk
نورفولك (جزيرة)	Norfolk Island
توزيع احتمالي طبيعي	Normal distribution
نورمندي	Normandy
ميثولوجيا إسكندنافية	Norse mythology
شمال	North
شمال أفريقيا	North Africa
أمريكا الشمالية	North America
تصنيف:أمريكا الشمالية	North America
كارولاينا الشمالية	North Carolina
داكوتا الشمالية	North Dakota
آيسلندا الشمالية	North Island
كوريا الشمالية	North Korea
تصنيف:كوريا الشمالية	North Korea
قطب شمالي	North Pole
بحر الشمال	North Sea
أوروبا الشمالية	Northern Europe
نصف الكرة الأرضية الشمالي	Northern Hemisphere
أيرلندا الشمالية	Northern Ireland
جزر ماريانا الشمالية	Northern Mariana Islands
المقاطعة الشمالية	Northern Territory
المقاطعات الشمالية الغربية	Northwest Territories
النرويج	Norway
تصنيف:النرويج	Norway
أنف	Nose
نوستراداموس	Nostradamus
سلم موسيقي	Note
نواكشوط	Nouakchott
اسم	Noun
نوفا سكوشيا	Nova Scotia
رواية (أدب)	Novel
نوفمبر	November
1 نوفمبر	November 1
11 نوفمبر	November 11
2 نوفمبر	November 2
5 نوفمبر	November 5
نوفيال	Novial
نوفوسيبيرسك	Novosibirsk
نو (حرف إغريقي)	Nu (letter)
انشطار نووي	Nuclear fission
فيزياء نووية	Nuclear physics
تصنيف:فيزياء نووية	Nuclear physics
طاقة نووية	Nuclear power
سلاح نووي	Nuclear weapon
نوكليون	Nucleon
نيوكليوتايد	Nucleotide
عدد	Number
تصنيف:أعداد	Numbers
نوميديا	Numidia
نونافوت	Nunavut
نورنبيرغ	Nuremberg
مكسرات	Nut (fruit)
جوزة الطيب	Nutmeg
حورية (ميثولوجيا إغريقية)	Nymph
O	O
أوبك	OPEC
سنديان	Oak
أوكلاند، كاليفورنيا	Oakland
واحة	Oasis
شوفان	Oat
ولاية اواكساكا	Oaxaca
مسلة	Obelisk
سمنة	Obesity
برمجة شيئية	Object-oriented programming
سبج (حجر كريم)	Obsidian
مقص أوكام	Occam's razor
محيط (جغرافيا)	Ocean
أوقيانوسيا	Oceania
تصنيف:أوقيانوسيا	Oceania
مسافات موسيقية	Octave
أكتوبر	October
12 أكتوبر	October 12
24 أكتوبر	October 24
ثورة بلشفية	October Revolution
أخطبوط	Octopus
أوديسا (أوكرانيا)	Odessa
أودن	Odin
يعسوب	Odonata
أوليس	Odysseus
أوديسة	Odyssey
تسلل	Offside (football)
أوهايو	Ohio
أوم	Ohm
قانون أوم	Ohm's law
زيت	Oil
تصوير زيتي	Oil painting
أوكلاهوما	Oklahoma
أوكلاهوما سيتي, أوكلاهوما	Oklahoma City
عهد قديم	Old Testament
احتكار القلة	Oligopoly
زيتون	Olive
زيت زيتون	Olive oil
أوليفر كرومويل	Oliver Cromwell
أوليفر ستون	Oliver Stone
أولمبيا، واشنطن	Olympia
أوليمبيا (مدينة)	Olympia
ألعاب أولمبية	Olympic Games
تصنيف:ألعاب أولمبية	Olympics
أوماها، نبراسكا	Omaha
عمان (سلطنة)	Oman
تصنيف:عُمان	Oman
أوميغا (حرف إغريقي)	Omega
أوميكرون (حرف إغريقي)	Omicron
أومسك	Omsk
بصل	Onion
أونتاريو	Ontario
تصنيف:أونتاريو	Ontario
أنتولوجيا	Ontology
سحابة أورط	Oort cloud
العقيق (حجر)	Opal
أوبل	Opel
أوبرا (موسيقى)	Opera
أوبرا (حزمة برامج إنترنت)	Opera (Internet suite)
نظام تشغيل	Operating system
أفيون	Opium
ألياف بصرية	Optical fiber
خداع بصري	Optical illusion
بصريات	Optics
تصنيف:بصريات	Optics
رياضيات الاستمثال	Optimization (mathematics)
جنس فموي	Oral sex
برتقال	Orange (fruit)
أوراتوريو	Oratorio
حوت قاتل	Orca
أوركسترا	Orchestra
سحلب	Orchidaceae
رتبة (تصنيف)	Order (biology)
عصر أوردوفيشي	Ordovician
مردكوش (نبات)	Oregano
أوريغون	Oregon
عضو (تشريح)	Organ (anatomy)
عضية	Organelle
كيمياء عضوية	Organic chemistry
تصنيف:كيمياء عضوية	Organic chemistry
مركب عضوي	Organic compound
متعضية	Organism
منظمة	Organization
منظمة البلدان الأمريكية	Organization of American States
هزة الجماع	Orgasm
أوريغامي	Origami
أوريجانوس	Origen
أوريسا	Orissa
أورلاندو، فلوريدا	Orlando
أوساكا	Osaka
أسامة بن لادن	Osama bin Laden
أوسكار وايلد	Oscar Wilde
أوزيريس	Osiris
أوسلو	Oslo
عثمان بن أرطغل	Osman I
أوزميوم	Osmium
شماط	Osprey
هشاشة العظام	Osteoporosis
أوسترافا	Ostrava
نعامة	Ostrich
عطيل	Othello
أوتاوا	Ottawa
أوتو هان	Otto Hahn
أوتو الأول العظيم	Otto I
أوتو فون بسمارك	Otto von Bismarck
الإمبراطورية العثمانية	Ottoman Empire
تصنيف:دولة عثمانية	Ottoman Empire
أوقية	Ounce
مبيض	Ovary
أوفيد	Ovid
أوفييدو	Oviedo
بييضة	Ovum
بومة	Owl
أكسفورد	Oxford
أكسيد	Oxide
أكسجين	Oxygen
أوكسيتوسين	Oxytocin
غاز الأوزون	Ozone
طبقة الأوزون	Ozone layer
P	P
PAL	PAL
أس هيدروجيني	PH
بابلو نيرودا	Pablo Neruda
بيكاسو	Pablo Picasso
المحيط الهادي	Pacific Ocean
بادوفا	Padua
باغانية	Paganism
تصنيف:رسم	Painting
باكستان	Pakistan
تصنيف:باكستان	Pakistan
قصر فيرساي	Palace of Versailles
بالاو	Palau
تصنيف:بالاو	Palau
عصر حجري قديم	Paleolithic
علم الإحاثة	Paleontology
تصنيف:علم إحاثة	Paleontology
حقبة الباليوزوي	Paleozoic
باليرمو	Palermo
فلسطين	Palestine
تصنيف:فلسطين	Palestine
منظمة التحرير الفلسطينية	Palestine Liberation Organization
سلطة وطنية فلسطينية	Palestinian National Authority
بالاديوم	Palladium
مملكة تدمر	Palmyra
باناما	Panama
تصنيف:بنما	Panama
قناة بنما	Panama Canal
مدينة بنما	Panama City
بنكرياس	Pancreas
وباء معدي	Pandemic
باندورا	Pandora
پانثيون	Pantheon
بابوا غينيا الجديدة	Papua New Guinea
تصنيف:بابوا غينيا الجديدة	Papua New Guinea
ورق البردي	Papyrus
قطع مكافئ	Parabola
باراشوت	Parachute
بارادايم	Paradigm
باراغواي	Paraguay
تصنيف:باراغواي	Paraguay
تزيح	Parallax
متوازي أضلاع	Parallelogram
باراماريبو	Paramaribo
بارانويد	Paranoia
باراسيكولوجيا	Parapsychology
تطفل	Parasitism
باريس	Paris
تصنيف:باريس	Paris
أعداد فردية وزوجية	Parity (mathematics)
مرض باركنسون	Parkinson's disease
مجلس الشعب	Parliament
بارمنيدس	Parmenides
ببغاء	Parrot
فرسخ فلكي	Parsec
بقدونس	Parsley
بارثينون	Parthenon
بارثيون	Parthia
فيزياء الجسيمات	Particle physics
تصنيف:فيزياء الجسيمات	Particle physics
پارڤاتي	Parvati
باسكال	Pascal
باسكال (برمجة)	Pascal (programming language)
جواثم	Passerine
عيد الفصح اليهودي	Passover
جواز سفر	Passport
باتاغونيا	Patagonia
براءة اختراع	Patent
علم الأمراض	Pathology
باتراس	Patras
بطريرك	Patriarch
باتريك وايت	Patrick White
الوطنية	Patriotism
بول غوغان	Paul Gauguin
بول فون هايس	Paul Johann Ludwig von Heyse
بول مكارتني	Paul McCartney
بول نيومان	Paul Newman
بولس	Paul the Apostle
جندي شطرنج	Pawn (chess)
بازلاء	Pea
سلام	Peace
طاووس	Peafowl
فول سوداني	Peanut
كمثرى	Pear
لؤلؤ	Pearl
بيرل هاربر	Pearl Harbor
تربية	Pedagogy
تصنيف:تربية	Pedagogy
طب الأطفال	Pediatrics
غلمانية	Pedophilia
بيجاسوس	Pegasus
الحرب البيلوبونيسية	Peloponnesian War
قلم رصاص	Pencil
بندول	Pendulum
بطريق	Penguin
بنسلين	Penicillin
