English	Indonesian
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul the Apostle	Paulus dari Tarsus
Paul von Hindenburg	Paul von Hindenburg
Pavo (constellation)	Pavo
Pays de la Loire	Pays de la Loire
Pea	Ercis
Peace	Damai
Peace of Westphalia	Perdamaian Westphalia
Peach	Persik
Peafowl	Merak
Peanut	Kacang tanah
Pearl	Mutiara
Pearl Harbor	Pearl Harbor
Peat	Gambut
Pedagogy	Pedagogi
Pediatrics	Pediatri
Pedophilia	Pedofilia
Pegasus (constellation)	Pegasus
Pencil	Pensil
Penguin	Penguin
Penicillin	Penisilin
Peninsula	Semenanjung
Pennsylvania	Pennsylvania
Pennsylvania	Kategori:Pennsylvania
Pentagon	Segi lima
Pentagram	Pentagram
Pentecost	Pentakosta
Pentecostalism	Gereja Pentakosta
People	Kategori:Tokoh
People's Republic of China	Republik Rakyat Cina
Pepsi	Pepsi
Percussion instrument	Alat musik perkusi
Peregrine Falcon	Falcon Peregrine
Perfume	Parfum
Period (periodic table)	Periode tabel periodik
Periodic table	Tabel periodik
Perm	Perm
Permian	Perm
Permutation	Permutasi
Pernambuco	Pernambuco
Persepolis	Persepolis
Perseus (constellation)	Perseus
Persian Empire	Kekaisaran Persia
Persian Gulf	Teluk Persia
Personal digital assistant	Personal Digital Assistant
Perth	Perth, Australia Barat
Peru	Peru
Peru	Kategori:Peru
Peter Sellers	Peter Sellers
Petroleum	Minyak bumi
Petrology	Petrologi
Phanerozoic	Fanerozoikum
Pharaoh	Firaun
Pharmacology	Farmakologi
Pharmacology	Kategori:Farmakologi
Pharynx	Faring
Phase (matter)	Fase benda
Phenol	Fenol
Phenomenology	Fenomenologi
Phenotype	Fenotipe
Phenylalanine	Fenilalanin
Phenylketonuria	Fenilketonuria
Philadelphia	Philadelphia, Pennsylvania
Philately	Filateli
Philately	Kategori:Filateli
Philip II of Spain	Felipe II dari Spanyol
Philipp Lenard	Philipp Eduard Anton von Lenard
Philippine Sea	Laut Filipina
Philippines	Filipina
Philippines	Kategori:Filipina
Philology	Filologi
Philosopher's stone	Batu filsuf
Philosophy	Filsafat
Philosophy	Kategori:Filsafat
Philosophy	Portal:Filsafat
Phnom Penh	Phnom Penh
Phobia	Fobia
Phoenicia	Bangsa Fenisia
Phoenix	Phoenix, Arizona
Phoenix	Phoenix
Phoenix (mythology)	Phoenix (mitologi)
Phoenix (spacecraft)	Phoenix (wahana antariksa)
Phoneme	Fonem
Phonetics	Fonetik
Phonetics	Kategori:Fonetik
Phonology	Fonologi
Phosphate	Fosfat
Phosphorus	Fosfor
Photography	Fotografi
Photography	Kategori:Fotografi
Photon	Foton
Photosphere	Fotosfer
Photosynthesis	Fotosintesis
Phylum	Filum
Physical chemistry	Kimia fisik
Physical chemistry	Kategori:Kimia fisik
Physician	Dokter
Physics	Fisika
Physics	Kategori:Fisika
Physics	Portal:Fisika
Physiology	Fisiologi
Physiology	Kategori:Fisiologi
Pi	Pi
Piano	Piano
Picardie	Picardie
Piciformes	Piciformes
Pidgin	Bahasa Pidgin
Piedmont	Piemonte
Pierre	Pierre, South Dakota
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Pieter Zeeman	Pieter Zeeman
Pigment	Pigmen
Pilsen	Plzeň
Pine	Tusam
Pineapple	Nanas
Ping	Ping
Pink	Merah jambu
Pinniped	Anjing laut
Piracy	Perompakan
Pisa	Pisa
Pisces (constellation)	Pisces
Piston	Piston
Pittsburgh	Pittsburgh, Pennsylvania
Pituitary gland	Hipofisis
Pixel	Piksel
Pizza	Pizza
Plagiarism	Plagiarisme
Planet	Planet
Plankton	Plankton
Plant	Tumbuhan
Plastic	Plastik
Plastid	Plastida
Plate tectonics	Lempeng tektonik
Platelet	Keping darah
Platinum	Platina
Plato	Plato
Platypus	Platipus
Playboy	Playboy (majalah)
Pleistocene	Plestosen
Pleven	Pleven
Pliocene	Pliosen
Plovdiv	Plovdiv
Plum	Prem
Pluto	Pluto
Plutonium	Plutonium
Plymouth	Plymouth
Pneumonia	Pneumonia
Po River	Sungai Po
Poaceae	Poaceae
Podcast	Podcasting
Poetry	Puisi
Pogrom	Pogrom
Poison	Racun
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poland	Polandia
Poland	Kategori:Polandia
Polar bear	Beruang kutub
Police	Polisi
Poliomyelitis	Poliomielitis
Political party	Partai politik
Political science	Ilmu politik
Political science	Kategori:Ilmu politik
Politician	Politikus
Politics	Politik
Politics	Kategori:Politik
Pollen	Serbuk sari
Pollination	Penyerbukan
Pollution	Pencemaran
Polo	Polo
Polonium	Polonium
Polygamy	Poligami
Polymer	Polimer
Polynesia	Polinesia
Polytheism	Politeisme
Pomegranate	Delima
Pomelo	Jeruk bali
Pompeii	Pompeii
Pontius Pilate	Pontius Pilatus
Pop music	Musik populer
Pope	Paus (Katolik Roma)
Pope Alexander VI	Paus Aleksander VI
Pornography	Pornografi
Port	Pelabuhan
Port Louis	Port Louis
Port Moresby	Port Moresby
Port Vila	Port Vila
Port of Spain	Port-of-Spain
Port-au-Prince	Port-au-Prince
Portland	Portland
Porto	Porto
Portsmouth	Portsmouth
Portugal	Portugal
Portugal	Kategori:Portugal
Poseidon	Poseidon
Positron	Positron
Postage stamp	Prangko
Postal code	Kode pos
Potassium	Kalium
Potassium nitrate	Kalium nitrat
Potato	Kentang
Potential energy	Energi potensial
Potsdam	Potsdam
Pound sterling	Pound sterling
Poverty	Kemiskinan
Power (physics)	Daya
Prague	Praha
Praia	Praia, Tanjung Verde
Praseodymium	Praseodimium
Precambrian	Prakambrium
Precipitation (meteorology)	Presipitasi
Pregnancy	Kehamilan
Prehistory	Prasejarah
Prehistory	Kategori:Prasejarah
President	Presiden
President of the United States	Daftar Presiden AS
Pressure	Tekanan
Pretoria	Pretoria
Primate	Primata
Primates	Kategori:Primata
Prime Meridian	Meridian utama
Prime minister	Perdana Menteri
Prime number	Bilangan prima
Prince Edward Island	Pulau Pangeran Edward
Prince of Wales	Pangeran Wales
Princeton University	Universitas Princeton
Principle of relativity	Teori relativitas
Printing	Percetakan
Prion	Prion
Prism (geometry)	Prisma (geometri)
Prism (optics)	Prisma (optik)
Prison	Penjara
Prisoner of war	Tahanan perang
Probability theory	Probabilitas
Procyonidae	Procyonidae
Professor	Profesor
Profit	Laba
Programmer	Pemrogram
Programming language	Bahasa pemrograman
Progressive rock	Progressive rock
Prokaryote	Prokariota
Prolog	Prolog
Promethium	Prometium
Pronoun	Pronomina
Propaganda	Propaganda
Propane	Propana
Prophet	Nabi
Prose	Prosa
Prostate	Prostat
Protectorate	Protektorat
Protein	Protein
Proterozoic	Proterozoikum
Protestant Reformation	Reformasi Protestan
Protestantism	Protestan
Protist	Protista
Protista	Kategori:Protista
Protocol	Protokol
Proton	Proton
Protozoa	Protozoa
Providence	Providence, Rhode Island
Proxima Centauri	Proxima Centauri
Prussia	Prusia
Psalms	Kitab Mazmur
Pseudonym	Nama samaran
Pseudoscience	Kategori:Ilmu semu
Pseudoscience	Ilmu semu
Psoriasis	Psoriasis
Psychiatry	Psikiatri
Psychiatry	Kategori:Psikiatri
Psychoanalysis	Psikoanalisis
Psychology	Psikologi
Psychology	Kategori:Psikologi
Psychotherapy	Psikoterapi
Ptolemaic dynasty	Dinasti Ptolemeus
Ptolemy	Claudius Ptolemaeus
Puberty	Pubertas
Public domain	Domain publik
Public relations	Hubungan Masyarakat
Puerto Rico	Puerto Riko
Puerto Rico	Kategori:Puerto Riko
Pulley	Katrol
Pump	Pompa
Punctuation	Tanda baca
Punk rock	Punk rock
Pyongyang	Pyongyang
Pyramid	Piramida
Pyramid (geometry)	Limas
Pythagoras	Pythagoras
Qatar	Qatar
Qatar	Kategori:Qatar
Qin Dynasty	Dinasti Qin
Qing Dynasty	Dinasti Qing
Quadratic equation	Persamaan kuadrat
Quantum mechanics	Mekanika kuantum
Quantum mechanics	Kategori:Mekanika kuantum
Quarantine	Karantina
Quark	Quark
Quartz	Kuarsa
Quebec	Quebec
Quebec	Kategori:Quebec
Quebec City	Kota Quebec
Quechua	Bahasa Quechua
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Question mark	Tanda tanya
Quetzalcoatl	Quetzalcoatl
Quito	Quito
RAF (disambiguation)	RAF
RAID	RAID
RNA	Asam ribonukleat
Ra	Ra
Rabat	Rabat
Rabbi	Rabi
Rabindranath Tagore	Rabindranath Tagore
Raccoon Dog	Anjing rakun
Race	Ras manusia
Rachel Carson	Rachel Carson
Racism	Rasisme
Racism	Kategori:Rasisme
Radar	Radar
Radian	Radian
Radio	Kategori:Radio
Radioactive decay	Peluruhan radioaktif
Radiocarbon dating	Penanggalan radiokarbon
Radiology	Radiologi
Radium	Radium
Radius	Radius
Radon	Radon
Rain	Hujan
Rainbow	Pelangi
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh, North Carolina
Rama	Rama
Ramadan	Ramadhan
Ramayana	Ramayana
Random access memory	RAM
Rape	Pemerkosaan
Rapeseed	Brassica napus
Raphael	Raphael Sanzio
Rapid transit	Kategori:Angkutan cepat
Rational number	Bilangan rasional
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Read-only memory	ROM
Real number	Bilangan riil
Recession	Resesi
Rectangle	Persegi panjang
Recursion	Rekursi
Recycling	Daur ulang
Red	Merah
Red Army Faction	Faksi Pasukan Merah
Red Fox	Rubah merah
Red Panda	Panda Merah
Red Sea	Laut Merah
Red algae	Ganggang merah
Red blood cell	Sel darah merah
Redshift	Pergeseran merah
Redshift (disambiguation)	Pergeseran merah
Reduced instruction set computer	RISC
Referendum	Referendum
Refugee	Pengungsi
Regent	Gubernur
Reggae	Reggae
Regiment	Resimen
Regina	Regina, Saskatchewan
Region	Wilayah
Reims	Reims
Reincarnation	Reinkarnasi
Relativity	Kategori:Relativitas
Relay	Relay
Religion	Agama
Religion	Kategori:Agama
Religious Society of Friends	Kaum Quaker
Rembrandt	Rembrandt van Rijn
Renaissance	Abad Renaisans
Reptile	Reptil
Republic	Republik
Republic of China	Republik Cina
Republic of Ireland	Republik Irlandia
Republic of Ireland	Kategori:Republik Irlandia
Republic of the Congo	Republik Kongo
Republic of the Congo	Kategori:Republik Kongo
Republican Party (United States)	Partai Republik (Amerika Serikat)
Resistor	Resistor
Respiratory system	Sistem pernapasan
Retina	Retina
Retinol	Retinol
Revolution	Revolusi
Revolver	Revolver
Rhea (mythology)	Rhea
Rhenium	Renium
Rhetoric	Retorika
Rhine	Rhein
Rhinoceros	Badak
Rhode Island	Rhode Island
Rhode Island	Kategori:Rhode Island
Rhodes	Pulau Rodos
Rhodium	Rodium
Rhombus	Belah ketupat
Rhythm and blues	R&B
Rib	Tulang rusuk
Ribosome	Ribosom
Rice	Padi
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richard Wright (musician)	Richard Wright (pemusik)
Richmond	Richmond, Virginia
Riga	Riga
Right ascension	Asensio rekta
Ringo Starr	Ringo Starr
Rio de Janeiro	Rio de Janeiro
Rio de Janeiro (state)	Rio de Janeiro (negara bagian)
River	Sungai
River Thames	Sungai Thames
Riyadh	Riyadh
Road	Jalan raya
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert De Niro	Robert De Niro
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Julius Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Rock	Batu-Gunting-Kertas
Rock (geology)	Batu
Rock music	Kategori:Rock
Rocket	Roket
Rocky Mountains	Pegunungan Rocky
Rodent	Hewan pengerat
Roe Deer	Rusa Roe
Roger Bacon	Roger Bacon
Roman Catholic Church	Gereja Katolik Roma
Roman Empire	Kekaisaran Romawi
Roman Republic	Republik Romawi
Roman mythology	Mitologi Romawi
Roman mythology	Kategori:Mitologi Romawi
Romania	Rumania
Romania	Kategori:Rumania
Romansh	Bahasa Romansh
Romanticism	Romantisisme
Rome	Roma
Ronald Reagan	Ronald Reagan
Roof	Atap
Root	Akar
Rosa Parks	Rosa Parks
Rosaceae	Rosaceae
Rosario	Rosario, Argentina
Rosary	Doa Rosario
Rose	Mawar
Roseau	Roseau
Rosetta Stone	Batu Rosetta
Rosh Hashanah	Rosh Hashanah
Ross Sea	Laut Ross
Rostock	Rostock
Rotterdam	Gemeente Rotterdam
Router	Router
Royal Air Force	Angkatan Udara Britania Raya
Rubber	Karet
Rubicon	Rubicon
Rubidium	Rubidium
Ruby	Rubi
Ruby (programming language)	Ruby (bahasa pemrograman)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudyard Kipling	Joseph Rudyard Kipling
Rupert Murdoch	Rupert Murdoch
Russia	Rusia
Russia	Kategori:Rusia
Russian Revolution (1917)	Revolusi Rusia
Russo-Japanese War	Perang Rusia-Jepang
Ruthenium	Rutenium
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Rwanda	Rwanda
Rwanda	Kategori:Rwanda
SOAP	SOAP
SOS	SOS
Sacrament	Sakramen
Sacramento	Sacramento, California
Saddam Hussein	Saddam Hussein
Safari (web browser)	Safari (penjelajah web)
Saffron	Kuma-kuma
Sagitta	Sagitta
Sagittarius (constellation)	Sagittarius
Sahara	Gurun Sahara
Saint	Santo
Saint Andrew	Andreas
Saint Kitts and Nevis	Saint Kitts dan Nevis
Saint Kitts and Nevis	Kategori:Saint Kitts dan Nevis
Saint Lawrence River	Sungai Saint Lawrence
Saint Lucia	Saint Lucia
Saint Lucia	Kategori:Saint Lucia
Saint Martin	Saint Martin
Saint Patrick	Patrick (santo)
Saint Paul	Saint Paul, Minnesota
Saint Peter	Simon Petrus
Saint Petersburg	St. Petersburg
Saint Vincent and the Grenadines	Saint Vincent dan Grenadines
Saint Vincent and the Grenadines	Kategori:Saint Vincent dan Grenadines
Sake	Sake
Saladin	Salahuddin Ayyubi
Salah	Shalat
Salem	Salem, Oregon
Salerno	Salerno
Saliva	Air liur
Salman Rushdie	Salman Rushdie
Salt (chemistry)	Garam (kimia)
Salt Lake City	Salt Lake City, Utah
Salvador	Salvador, Brasil
Salzburg	Salzburg
Salzburg (state)	Salzburg (negara bagian)
Samara	Samara, Rusia
Samarium	Samarium
Samarkand	Samarkand
Samoa	Samoa
Samoa	Kategori:Samoa
Samsara	Samsara
Samuel Beckett	Samuel Beckett
Samuel F. B. Morse	Samuel Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurai
San Antonio	San Antonio, Texas
San Diego	San Diego, California
San Francisco	San Francisco
San Jose	San José, California
San Juan	San Juan, Puerto Riko
San Marino	San Marino
San Marino	Kategori:San Marino
San Marino	San Marino (kota)
San Salvador	San Salvador
Sand	Pasir
Sandro Botticelli	Sandro Botticelli
Sandstone	Batu pasir
Sandwich	Roti lapis
Sanskrit	Bahasa Sanskerta
Santa Fe	Santa Fe, New Mexico
Santiago	Santiago, Chili
Santo Domingo	Santo Domingo
Santos (Săo Paulo)	Santos
Sapphire	Safir
Sapporo	Sapporo
Sarah Bernhardt	Sarah Bernhardt
Sarajevo	Sarajevo
Sardine	Sarden
Sardinia	Sardinia
Sari	Sari, Iran
Saskatchewan	Saskatchewan
Satan	Setan
Satanism	Setanisme
Satellite	Satelit
Saturday	Sabtu
Saturn	Saturnus
Saturn	Kategori:Saturnus
Satyr	Satyr
Sauce	Saus
Saudi Arabia	Arab Saudi
Saudi Arabia	Kategori:Arab Saudi
Saul Bellow	Saul Bellow
Sausage	Sosis
Savanna	Sabana
Saxony	Sachsen
Saxony	Kategori:Sachsen
Saxophone	Saksofon
Scandinavia	Skandinavia
Scandinavia	Kategori:Skandinavia
Scandium	Skandium
Scapula	Tulang belikat
Schizophrenia	Skizofrenia
School	Sekolah (institusi)
Schutzstaffel	Schutzstaffel
Science	Ilmu
Science	Kategori:Ilmu
Science fiction	Fiksi ilmiah
Scientific method	Metode ilmiah
Scientist	Ilmuwan
Scissors	Gunting
Scorpion	Kalajengking
Scorpius	Scorpius
Scotland	Skotlandia
Scotland	Kategori:Skotlandia
Scottish Gaelic	Bahasa Gaelik Skotlandia
Scrabble	Scrabble
Screw	Baut
Screwdriver	Obeng
Scrotum	Skrotum
Sculpture	Patung
Sculpture	Kategori:Patung
Sea	Laut
Sea cucumber	Teripang
Sea level	Permukaan laut
Sea of Azov	Laut Azov
Sea of Japan	Laut Jepang
Sea of Marmara	Laut Marmara
Sea of Okhotsk	Laut Okhotsk
Seaborgium	Seaborgium
Seahorse	Kuda laut
Search engine	Mesin pencari
Sears Tower	Menara Sears
Season	Musim
Seattle	Seattle
Second	Detik
Second Crusade	Perang Salib Kedua
Second Vatican Council	Konsili Vatikan II
Second law of thermodynamics	Hukum termodinamika kedua
Sect	Sekte
Security	Kategori:Keamanan
Sedimentary rock	Batuan sedimen
Seed	Biji
Segovia	Segovia
Seine	Sungai Seine
Seismology	Seismologi
Seismology	Kategori:Seismologi
Selene	Selene
Selenium	Selenium
Semantics	Semantik
Semantics	Kategori:Semantik
Semen	Air mani
Semiconductor	Semikonduktor
Semiotics	Semiotika
Senate	Senat
Senegal	Senegal
Senegal	Kategori:Senegal
Seoul	Seoul
Seppuku	Seppuku
September	September
September 11	11 September
September 11	Serangan 11 September 2001
September 17	17 September
September 29	29 September
Septuagint	Septuaginta
Sequence	Barisan
Serbia	Serbia
Serbia	Kategori:Serbia
Serbia and Montenegro	Serbia dan Montenegro
Serbia and Montenegro	Kategori:Serbia dan Montenegro
Sergei Rachmaninoff	Sergei Rachmaninoff
Serine	Serin
Serotonin	Serotonin
Serpens	Serpens
Server (computing)	Peladen
Set	Himpunan
Set theory	Teori himpunan
Set theory	Kategori:Teori himpunan
Sevastopol	Sevastopol
Severe acute respiratory syndrome	SARS
Seville	Sevilla
Sex	Seks
Sex organ	Alat kelamin
Sexism	Seksisme
Sexual intercourse	Hubungan seksual
Sexually transmitted disease	Penyakit menular seksual
Seychelles	Seychelles
Seychelles	Kategori:Seychelles
Shahadah	Syahadat
Shamanism	Dukun
Shanghai	Shanghai
Share (finance)	Saham
Shareware	Shareware
Sharia	Syariat Islam
Shark	Hiu
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Shield	Perisai
Shikoku	Shikoku
Shinto	Shinto
Ship	Kapal
Shiva	Siwa
Shogi	Shogi
Shorthand	Stenografi
Shrimp	Udang
Siberia	Siberia
Sichuan	Sichuan
Sicily	Sisilia
Sicily	Kategori:Sisilia
Sierra Leone	Sierra Leone
Sierra Leone	Kategori:Sierra Leone
Sigma	Sigma
Sigmund Freud	Sigmund Freud
Sign language	Bahasa isyarat
Sigrid Undset	Sigrid Undset
Sikhism	Sikhisme
Sikkim	Sikkim
Silesia	Silesia
Silicon	Silikon
Silicon Valley	Silicon Valley
Silk Road	Jalur Sutra
Silurian	Silur
Silver	Perak
Simone de Beauvoir	Simone de Beauvoir
Sin	Dosa
Sinai Peninsula	Semenanjung Sinai
Sinclair Lewis	Harry Sinclair Lewis
Singapore	Singapura
Singapore	Kategori:Singapura
Single (music)	Singel
Siren	Siren
Sirius	Sirius
Sistine Chapel	Kapel Sistina
Sitting Bull	Sitting Bull
Six-Day War	Perang Enam Hari
Skagerrak	Skagerrak
Skateboard	Skateboard
Skeletal system	Kategori:Sistem rangka
Skin	Kulit
Skinhead	Skinhead
Skopje	Skopje
Skull	Tengkorak
Skyscraper	Pencakar langit
Slash (musician)	Slash
Slavery	Perbudakan
Slayer	Slayer
Sleep	Tidur
Slovakia	Slowakia
Slovakia	Kategori:Slowakia
Slovenia	Slovenia
Slovenia	Kategori:Slovenia
Small intestine	Usus halus
Smog	Asbut
Smolensk	Smolensk
Snake	Ular
Snow	Salju
Soap	Sabun
Socialism	Sosialisme
Society	Kategori:Masyarakat
Society of Jesus	Yesuit
Sociolinguistics	Sosiolinguistik
Sociology	Sosiologi
Sociology	Kategori:Sosiologi
Socrates	Socrates
Sodium	Natrium
Sodium bicarbonate	Natrium bikarbonat
Sodium chloride	Natrium klorida
Sofia	Sofia
Softball	Sofbol
Software	Kategori:Perangkat lunak
Soil	Tanah
Solanaceae	Solanaceae
Solanaceae	Kategori:Solanaceae
Solar System	Tata surya
Solar System	Kategori:Tata Surya
Solar cell	Sel surya
Solar eclipse	Gerhana matahari
Solar energy	Energi surya
Solar wind	Angin matahari
Solid	Padat
Solid state	Padat
Solidarity	Solidarność
Solomon	Salomo
Solomon Islands	Kepulauan Solomon
Solomon Islands	Kategori:Kepulauan Solomon
Solstice	Titik balik matahari
Solution	Larutan
Somalia	Somalia
Somalia	Kategori:Somalia
Somerset	Somerset
Somme	Somme (departemen)
Song	Lagu
Song of Solomon	Kitab Kidung Agung
Sophia Loren	Sophia Loren
Sophism	Sofisme
Sophocles	Sophokles
Soprano	Sopran
Sorbonne	Sorbonne
Soul	Jiwa
Sound	Bunyi
Soup	Sup
Source code	Kode sumber
South	Selatan
South Africa	Kategori:Afrika Selatan
South America	Amerika Selatan
South America	Kategori:Amerika Selatan
South Australia	Australia Selatan
South Carolina	South Carolina
South Carolina	Kategori:Carolina Selatan
South China Sea	Laut China Selatan
South Dakota	South Dakota
South Dakota	Kategori:Dakota Selatan
South Island	Pulau Selatan
South Korea	Korea Selatan
South Korea	Kategori:Korea Selatan
South Pole	Kutub Selatan
South Vietnam	Vietnam Selatan
Southeast Asia	Asia Tenggara
Southern Hemisphere	Belahan selatan
Sovereignty	Kedaulatan
Soviet Union	Uni Soviet
Soviet Union	Kategori:Uni Soviet
Soybean	Kedelai
Space	Ruang
Space Shuttle	Pesawat ulang-alik
Space station	Stasiun luar angkasa
Spacecraft	Wahana antariksa
Spaghetti	Spageti
Spain	Spanyol
Spain	Kategori:Spanyol
Spam (electronic)	Spam
Spanish Civil War	Perang Saudara Spanyol
Spanish people	Kategori:Tokoh Spanyol
Spanish-American War	Perang Spanyol-Amerika
Sparta	Sparta
Spear	Tombak
Special relativity	Relativitas khusus
Species	Spesies
Spectroscopy	Spektroskopi
Speed of light	Kecepatan cahaya
Speleology	Speleologi
Spencer Tracy	Spencer Tracy
Sperm Whale	Ikan paus sperma
Spermatozoon	Spermatozoid
Sphere	Bola (geometri)
Sphinx	Sphinx
Spice	Rempah-rempah
Spin (physics)	Spin (fisika)
Spinach	Bayam (Spinacia)
Spinal cord	Sumsum tulang belakang
Spleen	Limpa
Split	Split
Sponge	Porifera
Sport	Olahraga
Spreadsheet	Lembar kerja
Spring (season)	Musim semi
Springfield	Springfield, Illinois
Spyware	Spyware
Squamata	Squamata
Square (geometry)	Bujur sangkar
Squash (sport)	Squash
Squirrel	Bajing
Sri Lanka	Sri Lanka
Sri Lanka	Kategori:Sri Lanka
St. Louis	St. Louis, Missouri
Stadium	Stadion
Stainless steel	Baja tahan karat
Standard Generalized Markup Language	SGML
Standard deviation	Simpangan baku
Stanford University	Universitas Stanford
Stanley Kubrick	Stanley Kubrick
Star	Bintang
Star of David	Bintang Daud
Starch	Pati (polisakarida)
Starfish	Bintang laut
State	Negara
Statistical mechanics	Mekanika statistika
Statistics	Statistika
Statistics	Kategori:Statistika
Statue of Liberty	Patung Liberty
Stavanger	Stavanger
Steam	Uap
Steam engine	Mesin uap
Steel	Baja
Steffi Graf	Steffi Graf
Stegosaurus	Stegosaurus
Stem cell	Sel punca
Stephen Hawking	Stephen Hawking
Steppe	Stepa
Steven Spielberg	Steven Spielberg
Sting	Sting
Stock exchange	Bursa saham
Stockholm	Stockholm
Stomach	Lambung
Stone Age	Zaman Batu
Stonehenge	Stonehenge
Stork	Bangau
Storm	Badai
Strait	Selat
Strait of Gibraltar	Selat Gibraltar
Strait of Magellan	Selat Magelhaens
Strait of Messina	Selat Messina
Straits	Kategori:Selat
Strasbourg	Strasbourg
Strategy	Strategi
Stratigraphy	Stratigrafi
Stratosphere	Stratosfer
Strawberry	Stroberi
Stress (medicine)	Stres
String theory	Teori dawai
Stroke	Stroke
Strong interaction	Gaya nuklir kuat
Strontium	Stronsium
Stub	Templat:Stub
Student	Peserta didik
Stupa	Stupa
Stuttgart	Stuttgart
Sub-Saharan Africa	Afrika Sub-Sahara
Subculture	Subkultur
Submarine	Kapal selam
Subtraction	Pengurangan
Subversion (software)	Subversion
Sucre	Sucre, Bolivia
Sudan	Sudan
Sudan	Kategori:Sudan
Sudoku	Sudoku
Suez Canal	Terusan Suez
Suffix	Sufiks
Sufism	Sufisme
Sugar	Gula
Suharto	Soeharto
Sukarno	Soekarno
Sulawesi	Sulawesi
Sulfur	Belerang
Sulfur mustard	Yperit
Sulfuric acid	Asam sulfat
Sultan	Sultan
Sumatra	Sumatra
Sumer	Sumeria
Summer	Musim panas
Sumo	Sumo
Sun	Matahari
Sun Yat-sen	Sun Yat-sen
Sunday	Minggu
Sundial	Jam matahari
Sunflower	Bunga Matahari
Sunni Islam	Sunni
Supercomputer	Superkomputer
Superconductivity	Superkonduktivitas
Superman	Superman
Supernova	Supernova
Supreme Court of the United States	Mahkamah Agung Amerika Serikat
Sura	Surah
Surface tension	Tegangan permukaan
Surgeon	Ahli bedah
Surgery	Bedah
Surgery	Kategori:Bedah
Suriname	Suriname
Suriname	Kategori:Suriname
Surrey	Surrey
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Swan	Angsa
Swastika	Swastika
Swaziland	Swaziland
Swaziland	Kategori:Swaziland
Sweden	Swedia
Sweden	Kategori:Swedia
Swedish krona	Krona Swedia
Sweet potato	Ubi jalar
Swimming	Berenang
Switzerland	Swiss
Switzerland	Kategori:Swiss
Sword	Pedang
Sydney	Sydney
Sylvia Plath	Sylvia Plath
Symbiosis	Simbiosis
Symbol	Lambang
Symphony	Simfoni
Synagogue	Sinagoga
Synonym	Sinonim
Syntax	Sintaksis
Synthesizer	Synthesizer
Syphilis	Sifilis
Syracuse	Siracusa
Syria	Suriah
Syria	Kategori:Suriah
System	Sistem
T. S. Eliot	Thomas Stearns Eliot
Table (furniture)	Meja
Table tennis	Tenis meja
Taboo	Tabu
Taekwondo	Taekwondo
Tagus	Tagus
Tahiti	Tahiti
Tai chi chuan	Taijiquan
Tail	Ekor
Taipei	Kota Taipei
Taiwan	Kategori:Taiwan
Taj Mahal	Taj Mahal
Tajikistan	Tajikistan
Tajikistan	Kategori:Tajikistan
Taliban	Taliban
Tallahassee	Tallahassee, Florida
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa
Tampere	Tampere
Tanakh	Tanakh
Tang Dynasty	Dinasti Tang
Tangier	Tangier
Tank	Tank
Tantalum	Tantalum
Tanzania	Tanzania
Tanzania	Kategori:Tanzania
Taoism	Taoisme
Tarn	Tarn (departemen)
Tarragon	Tarragon
Tartu	Tartu
Tashkent	Tashkent
Tasman Sea	Laut Tasman
Tasmania	Tasmania
Tasmanian Devil	Setan Tasmania
Taste	Pengecapan
Tattoo	Rajah
Tau	Tau
Taurus (constellation)	Taurus
Tax	Pajak
Taxation	Kategori:Perpajakan
Taxicab	Taksi
Taxonomy	Taksonomi
Tbilisi	Tbilisi
Tea	Teh
Tea	Kategori:Teh
Teacher	Guru
Technetium	Teknesium
Technology	Teknologi
Technology	Kategori:Teknologi
Tegucigalpa	Tegucigalpa
Tehran	Teheran
Tel Aviv	Tel Aviv
Telecommunication	Telekomunikasi
Telegraphy	Telegrafi
